query	reference	enzyme	tag_len	body_len	n_miss	hist
JACPGN010000216.1	JACPGM010000005.1	CjePI	27	22	439	68,112,96
JACPGN010000216.1	JACPGM010000005.1	FalI	27	21	67	2,4,12
JACPGN010000216.1	JACPGM010000005.1	PpiI	28	21	24	4,3,0
JACPGN010000216.1	JACPGM010000005.1	PsrI	27	20	22	2,1,2
QWPU01000001.1	WGMP01000033.1	AlfI	32	26	23	0,0,0
QWPU01000001.1	WGMP01000033.1	AloI	27	20	4	0,0,0
QWPU01000001.1	WGMP01000033.1	BcgI	32	26	52	1,3,3
QWPU01000001.1	WGMP01000033.1	BplI	27	21	5	0,0,3
QWPU01000001.1	WGMP01000033.1	BsaXI	27	21	8	0,0,1
QWPU01000001.1	WGMP01000033.1	Bsp24I	27	21	13	0,0,1
QWPU01000001.1	WGMP01000033.1	CjeI	28	23	44	2,1,4
QWPU01000001.1	WGMP01000033.1	CjePI	27	22	69	1,1,2
QWPU01000001.1	WGMP01000033.1	FalI	27	21	12	0,1,1
QWPU01000001.1	WGMP01000033.1	PpiI	28	21	3	0,0,1
QWPU01000001.1	WGMP01000033.1	PsrI	27	20	2	0,0,1
QWPW01000001.1	CAIXEV010000001.1	AlfI	32	26	2	0,1,0
QWPW01000001.1	CAIXEV010000001.1	AloI	27	20	1	0,0,0
QWPW01000001.1	CAIXEV010000001.1	BcgI	32	26	13	0,0,1
QWPW01000001.1	CAIXEV010000001.1	BplI	27	21	1	0,0,0
QWPW01000001.1	CAIXEV010000001.1	BsaXI	27	21	2	0,0,0
QWPW01000001.1	CAIXEV010000001.1	Bsp24I	27	21	6	2,1,0
QWPW01000001.1	CAIXEV010000001.1	CjeI	28	23	10	2,1,0
QWPW01000001.1	CAIXEV010000001.1	CjePI	27	22	11	3,2,4
QWPW01000001.1	CAIXEV010000001.1	FalI	27	21	2	0,0,0
QWPW01000001.1	CAIXEV010000001.1	PpiI	28	21	3	0,0,0
QWPW01000001.1	CAIXEV010000001.1	PsrI	27	20	1	0,0,0
QWPT01000001.1	CAIXEV010000001.1	AlfI	32	26	29	4,2,2
QWPT01000001.1	CAIXEV010000001.1	AloI	27	20	10	2,0,4
QWPT01000001.1	CAIXEV010000001.1	BcgI	32	26	142	5,15,16
QWPT01000001.1	CAIXEV010000001.1	BplI	27	21	17	0,1,2
QWPT01000001.1	CAIXEV010000001.1	BsaXI	27	21	30	1,2,3
QWPT01000001.1	CAIXEV010000001.1	Bsp24I	27	21	38	3,1,8
QWPT01000001.1	CAIXEV010000001.1	CjeI	28	23	94	10,8,17
QWPT01000001.1	CAIXEV010000001.1	CjePI	27	22	149	8,4,20
QWPT01000001.1	CAIXEV010000001.1	FalI	27	21	11	1,1,7
QWPT01000001.1	CAIXEV010000001.1	PpiI	28	21	19	2,0,1
QWPT01000001.1	CAIXEV010000001.1	PsrI	27	20	4	1,1,1
WGMP01000033.1	CAIOCH010000001.1	AlfI	32	26	125	9,13,24
WGMP01000033.1	CAIOCH010000001.1	AloI	27	20	45	4,11,6
WGMP01000033.1	CAIOCH010000001.1	BcgI	32	26	591	43,62,60
WGMP01000033.1	CAIOCH010000001.1	BplI	27	21	136	10,15,21
WGMP01000033.1	CAIOCH010000001.1	BsaXI	27	21	120	6,9,10
WGMP01000033.1	CAIOCH010000001.1	Bsp24I	27	21	129	18,24,19
WGMP01000033.1	CAIOCH010000001.1	CjeI	28	23	313	46,61,52
WGMP01000033.1	CAIOCH010000001.1	CjePI	27	22	417	35,63,54
WGMP01000033.1	CAIOCH010000001.1	FalI	27	21	77	12,12,25
WGMP01000033.1	CAIOCH010000001.1	PpiI	28	21	84	11,19,14
WGMP01000033.1	CAIOCH010000001.1	PsrI	27	20	28	3,6,12
SRYE01000001.1	SRYF01000010.1	AlfI	32	26	493	5,7,22
SRYE01000001.1	SRYF01000010.1	AloI	27	20	84	3,6,5
SRYE01000001.1	SRYF01000010.1	BcgI	32	26	761	12,17,24
SRYE01000001.1	SRYF01000010.1	BplI	27	21	489	10,23,26
SRYE01000001.1	SRYF01000010.1	BsaXI	27	21	620	12,28,34
SRYE01000001.1	SRYF01000010.1	Bsp24I	27	21	457	10,11,18
SRYE01000001.1	SRYF01000010.1	CjeI	28	23	1533	16,43,41
SRYE01000001.1	SRYF01000010.1	CjePI	27	22	2277	22,43,68
SRYE01000001.1	SRYF01000010.1	FalI	27	21	387	14,16,16
SRYE01000001.1	SRYF01000010.1	PpiI	28	21	107	3,6,5
SRYE01000001.1	SRYF01000010.1	PsrI	27	20	34	2,2,4
JACDAP010000123.1	CADCVR010000001.1	AlfI	32	26	95	4,10,14
JACDAP010000123.1	CADCVR010000001.1	AloI	27	20	54	3,2,8
JACDAP010000123.1	CADCVR010000001.1	BcgI	32	26	329	14,38,68
JACDAP010000123.1	CADCVR010000001.1	BplI	27	21	134	13,19,27
JACDAP010000123.1	CADCVR010000001.1	BsaXI	27	21	201	13,20,26
JACDAP010000123.1	CADCVR010000001.1	Bsp24I	27	21	102	8,20,22
JACDAP010000123.1	CADCVR010000001.1	CjeI	28	23	242	27,47,52
JACDAP010000123.1	CADCVR010000001.1	CjePI	27	22	300	21,33,62
JACDAP010000123.1	CADCVR010000001.1	FalI	27	21	54	8,13,11
JACDAP010000123.1	CADCVR010000001.1	PpiI	28	21	60	8,11,16
JACDAP010000123.1	CADCVR010000001.1	PsrI	27	20	20	1,4,5
NZ_JABAHI010000001.1	SRYE01000001.1	AlfI	32	26	373	254,179,123
NZ_JABAHI010000001.1	SRYE01000001.1	AloI	27	20	60	54,35,15
NZ_JABAHI010000001.1	SRYE01000001.1	BcgI	32	26	669	326,269,149
NZ_JABAHI010000001.1	SRYE01000001.1	BplI	27	21	351	254,220,98
NZ_JABAHI010000001.1	SRYE01000001.1	BsaXI	27	21	453	369,239,93
NZ_JABAHI010000001.1	SRYE01000001.1	Bsp24I	27	21	288	220,159,86
NZ_JABAHI010000001.1	SRYE01000001.1	CjeI	28	23	1048	730,534,282
NZ_JABAHI010000001.1	SRYE01000001.1	CjePI	27	22	1425	1127,875,485
NZ_JABAHI010000001.1	SRYE01000001.1	FalI	27	21	269	220,159,83
NZ_JABAHI010000001.1	SRYE01000001.1	PpiI	28	21	77	65,36,18
NZ_JABAHI010000001.1	SRYE01000001.1	PsrI	27	20	26	25,18,6
JACRGM010000104.1	QIDP01000088.1	AlfI	32	26	6	0,1,4
JACRGM010000104.1	QIDP01000088.1	AloI	27	20	4	1,2,0
JACRGM010000104.1	QIDP01000088.1	BcgI	32	26	11	1,1,2
JACRGM010000104.1	QIDP01000088.1	BplI	27	21	25	2,0,1
JACRGM010000104.1	QIDP01000088.1	BsaXI	27	21	27	4,9,11
JACRGM010000104.1	QIDP01000088.1	Bsp24I	27	21	25	1,4,6
JACRGM010000104.1	QIDP01000088.1	CjeI	28	23	102	2,24,25
JACRGM010000104.1	QIDP01000088.1	CjePI	27	22	177	5,37,42
JACRGM010000104.1	QIDP01000088.1	FalI	27	21	37	2,8,8
JACRGM010000104.1	QIDP01000088.1	PpiI	28	21	4	2,2,0
JACRGM010000104.1	QIDP01000088.1	PsrI	27	20	6	0,1,1
DWVH01000036.1	NZ_KE136347.1	AlfI	32	26	37	1,1,1
DWVH01000036.1	NZ_KE136347.1	AloI	27	20	18	3,1,1
DWVH01000036.1	NZ_KE136347.1	BcgI	32	26	101	10,2,1
DWVH01000036.1	NZ_KE136347.1	BplI	27	21	15	4,0,0
DWVH01000036.1	NZ_KE136347.1	BsaXI	27	21	50	6,2,4
DWVH01000036.1	NZ_KE136347.1	Bsp24I	27	21	86	5,2,8
DWVH01000036.1	NZ_KE136347.1	CjeI	28	23	572	43,38,62
DWVH01000036.1	NZ_KE136347.1	CjePI	27	22	578	23,30,50
DWVH01000036.1	NZ_KE136347.1	FalI	27	21	139	11,3,6
DWVH01000036.1	NZ_KE136347.1	PpiI	28	21	10	2,0,0
DWVH01000036.1	NZ_KE136347.1	PsrI	27	20	41	3,2,4
DWVH01000036.1	NZ_ASWI01000001.1	AlfI	32	26	72	71,50,24
DWVH01000036.1	NZ_ASWI01000001.1	AloI	27	20	34	41,22,4
DWVH01000036.1	NZ_ASWI01000001.1	BcgI	32	26	188	164,93,46
DWVH01000036.1	NZ_ASWI01000001.1	BplI	27	21	29	23,7,2
DWVH01000036.1	NZ_ASWI01000001.1	BsaXI	27	21	100	96,52,16
DWVH01000036.1	NZ_ASWI01000001.1	Bsp24I	27	21	115	197,113,49
DWVH01000036.1	NZ_ASWI01000001.1	CjeI	28	23	731	1087,654,305
DWVH01000036.1	NZ_ASWI01000001.1	CjePI	27	22	764	1144,638,308
DWVH01000036.1	NZ_ASWI01000001.1	FalI	27	21	192	266,123,75
DWVH01000036.1	NZ_ASWI01000001.1	PpiI	28	21	16	20,10,3
DWVH01000036.1	NZ_ASWI01000001.1	PsrI	27	20	72	76,24,17
WSYG01000020.1	DPJD01000002.1	BplI	27	21	2	0,0,0
WSYG01000020.1	DPJD01000002.1	Bsp24I	27	21	0	1,0,0
WSYG01000020.1	DPJD01000002.1	CjeI	28	23	0	4,0,1
WSYG01000020.1	DPJD01000002.1	CjePI	27	22	2	3,0,0
WSYG01000020.1	DPJD01000002.1	FalI	27	21	1	3,1,0
WSYG01000020.1	DPJD01000002.1	PsrI	27	20	0	1,0,0
PCBA01000001.1	CACAGI010000001.1	AlfI	32	26	14	0,0,1
PCBA01000001.1	CACAGI010000001.1	AloI	27	20	7	0,0,0
PCBA01000001.1	CACAGI010000001.1	BcgI	32	26	12	0,0,0
PCBA01000001.1	CACAGI010000001.1	BplI	27	21	8	1,1,0
PCBA01000001.1	CACAGI010000001.1	BsaXI	27	21	45	1,1,3
PCBA01000001.1	CACAGI010000001.1	Bsp24I	27	21	15	1,0,1
PCBA01000001.1	CACAGI010000001.1	CjeI	28	23	96	1,1,2
PCBA01000001.1	CACAGI010000001.1	CjePI	27	22	152	2,9,12
PCBA01000001.1	CACAGI010000001.1	FalI	27	21	59	2,1,4
PCBA01000001.1	CACAGI010000001.1	PpiI	28	21	6	0,0,0
PCBA01000001.1	CACAGI010000001.1	PsrI	27	20	5	0,0,0
CABXQE010000001.1	CACDOC010000001.1	AlfI	32	26	53	3,1,3
CABXQE010000001.1	CACDOC010000001.1	AloI	27	20	34	1,5,2
CABXQE010000001.1	CACDOC010000001.1	BcgI	32	26	58	1,0,1
CABXQE010000001.1	CACDOC010000001.1	BplI	27	21	32	4,0,1
CABXQE010000001.1	CACDOC010000001.1	BsaXI	27	21	174	6,15,21
CABXQE010000001.1	CACDOC010000001.1	Bsp24I	27	21	95	4,3,5
CABXQE010000001.1	CACDOC010000001.1	CjeI	28	23	469	27,25,57
CABXQE010000001.1	CACDOC010000001.1	CjePI	27	22	618	40,57,82
CABXQE010000001.1	CACDOC010000001.1	FalI	27	21	224	6,15,23
CABXQE010000001.1	CACDOC010000001.1	PpiI	28	21	25	1,2,2
CABXQE010000001.1	CACDOC010000001.1	PsrI	27	20	30	0,1,3
CAIXIN010000001.1	JAAXXT010000003.1	AlfI	32	26	29	20,14,13
CAIXIN010000001.1	JAAXXT010000003.1	AloI	27	20	39	40,40,17
CAIXIN010000001.1	JAAXXT010000003.1	BcgI	32	26	101	86,62,38
CAIXIN010000001.1	JAAXXT010000003.1	BplI	27	21	69	58,42,16
CAIXIN010000001.1	JAAXXT010000003.1	BsaXI	27	21	134	120,73,53
CAIXIN010000001.1	JAAXXT010000003.1	Bsp24I	27	21	121	150,104,63
CAIXIN010000001.1	JAAXXT010000003.1	CjeI	28	23	644	673,496,274
CAIXIN010000001.1	JAAXXT010000003.1	CjePI	27	22	920	1031,739,427
CAIXIN010000001.1	JAAXXT010000003.1	FalI	27	21	352	349,290,128
CAIXIN010000001.1	JAAXXT010000003.1	PpiI	28	21	42	34,26,8
CAIXIN010000001.1	JAAXXT010000003.1	PsrI	27	20	47	43,22,22
CACAGI010000001.1	CACAIY010000001.1	AlfI	32	26	40	9,6,5
CACAGI010000001.1	CACAIY010000001.1	AloI	27	20	25	6,5,3
CACAGI010000001.1	CACAIY010000001.1	BcgI	32	26	50	4,4,5
CACAGI010000001.1	CACAIY010000001.1	BplI	27	21	33	7,4,2
CACAGI010000001.1	CACAIY010000001.1	BsaXI	27	21	117	21,28,29
CACAGI010000001.1	CACAIY010000001.1	Bsp24I	27	21	72	13,13,13
CACAGI010000001.1	CACAIY010000001.1	CjeI	28	23	443	78,78,62
CACAGI010000001.1	CACAIY010000001.1	CjePI	27	22	529	116,106,102
CACAGI010000001.1	CACAIY010000001.1	FalI	27	21	198	39,32,27
CACAGI010000001.1	CACAIY010000001.1	PpiI	28	21	24	3,5,4
CACAGI010000001.1	CACAIY010000001.1	PsrI	27	20	31	4,3,1
CACDOC010000001.1	CACAIY010000001.1	AlfI	32	26	51	9,6,9
CACDOC010000001.1	CACAIY010000001.1	AloI	27	20	40	2,6,7
CACDOC010000001.1	CACAIY010000001.1	BcgI	32	26	63	3,2,3
CACDOC010000001.1	CACAIY010000001.1	BplI	27	21	53	2,5,3
CACDOC010000001.1	CACAIY010000001.1	BsaXI	27	21	209	12,18,32
CACDOC010000001.1	CACAIY010000001.1	Bsp24I	27	21	106	12,12,10
CACDOC010000001.1	CACAIY010000001.1	CjeI	28	23	593	69,73,79
CACDOC010000001.1	CACAIY010000001.1	CjePI	27	22	763	104,109,116
CACDOC010000001.1	CACAIY010000001.1	FalI	27	21	277	31,41,37
CACDOC010000001.1	CACAIY010000001.1	PpiI	28	21	38	2,4,5
CACDOC010000001.1	CACAIY010000001.1	PsrI	27	20	43	4,9,2
PCBA01000001.1	CACAIY010000001.1	AlfI	32	26	9	0,0,0
PCBA01000001.1	CACAIY010000001.1	AloI	27	20	14	0,0,2
PCBA01000001.1	CACAIY010000001.1	BcgI	32	26	17	0,1,0
PCBA01000001.1	CACAIY010000001.1	BplI	27	21	12	0,0,3
PCBA01000001.1	CACAIY010000001.1	BsaXI	27	21	62	2,2,8
PCBA01000001.1	CACAIY010000001.1	Bsp24I	27	21	41	1,2,4
PCBA01000001.1	CACAIY010000001.1	CjeI	28	23	172	3,6,15
PCBA01000001.1	CACAIY010000001.1	CjePI	27	22	219	3,16,32
PCBA01000001.1	CACAIY010000001.1	FalI	27	21	96	1,5,11
PCBA01000001.1	CACAIY010000001.1	PpiI	28	21	13	0,0,1
PCBA01000001.1	CACAIY010000001.1	PsrI	27	20	10	0,0,1
UQVV01000001.1	DVKA01000011.1	AlfI	32	26	171	102,107,65
UQVV01000001.1	DVKA01000011.1	AloI	27	20	58	34,22,16
UQVV01000001.1	DVKA01000011.1	BcgI	32	26	599	320,319,167
UQVV01000001.1	DVKA01000011.1	BplI	27	21	199	94,68,46
UQVV01000001.1	DVKA01000011.1	BsaXI	27	21	242	149,90,56
UQVV01000001.1	DVKA01000011.1	Bsp24I	27	21	94	80,57,36
UQVV01000001.1	DVKA01000011.1	CjeI	28	23	233	231,161,95
UQVV01000001.1	DVKA01000011.1	CjePI	27	22	291	271,205,125
UQVV01000001.1	DVKA01000011.1	FalI	27	21	115	95,64,44
UQVV01000001.1	DVKA01000011.1	PpiI	28	21	100	48,19,17
UQVV01000001.1	DVKA01000011.1	PsrI	27	20	39	32,25,9
DVKA01000011.1	URAG01000001.1	AlfI	32	26	224	23,48,62
DVKA01000011.1	URAG01000001.1	AloI	27	20	79	7,20,11
DVKA01000011.1	URAG01000001.1	BcgI	32	26	565	69,132,138
DVKA01000011.1	URAG01000001.1	BplI	27	21	215	22,27,25
DVKA01000011.1	URAG01000001.1	BsaXI	27	21	264	35,51,37
DVKA01000011.1	URAG01000001.1	Bsp24I	27	21	111	22,48,41
DVKA01000011.1	URAG01000001.1	CjeI	28	23	319	68,112,96
DVKA01000011.1	URAG01000001.1	CjePI	27	22	430	84,125,137
DVKA01000011.1	URAG01000001.1	FalI	27	21	193	18,35,31
DVKA01000011.1	URAG01000001.1	PpiI	28	21	87	10,26,10
DVKA01000011.1	URAG01000001.1	PsrI	27	20	40	9,10,14
NZ_NFJQ01000001.1	UQVV01000001.1	AlfI	32	26	199	20,53,39
NZ_NFJQ01000001.1	UQVV01000001.1	AloI	27	20	79	9,10,11
NZ_NFJQ01000001.1	UQVV01000001.1	BcgI	32	26	641	61,153,178
NZ_NFJQ01000001.1	UQVV01000001.1	BplI	27	21	194	17,35,33
NZ_NFJQ01000001.1	UQVV01000001.1	BsaXI	27	21	344	41,48,54
NZ_NFJQ01000001.1	UQVV01000001.1	Bsp24I	27	21	148	21,37,42
NZ_NFJQ01000001.1	UQVV01000001.1	CjeI	28	23	389	57,111,104
NZ_NFJQ01000001.1	UQVV01000001.1	CjePI	27	22	518	63,110,129
NZ_NFJQ01000001.1	UQVV01000001.1	FalI	27	21	187	21,49,42
NZ_NFJQ01000001.1	UQVV01000001.1	PpiI	28	21	88	11,18,22
NZ_NFJQ01000001.1	UQVV01000001.1	PsrI	27	20	56	5,16,13
JACZKP010000154.1	WYBW01000030.1	AlfI	32	26	105	6,8,14
JACZKP010000154.1	WYBW01000030.1	AloI	27	20	43	5,8,6
JACZKP010000154.1	WYBW01000030.1	BcgI	32	26	233	8,21,33
JACZKP010000154.1	WYBW01000030.1	BplI	27	21	27	3,2,3
JACZKP010000154.1	WYBW01000030.1	BsaXI	27	21	86	6,8,10
JACZKP010000154.1	WYBW01000030.1	Bsp24I	27	21	136	8,15,17
JACZKP010000154.1	WYBW01000030.1	CjeI	28	23	473	26,55,77
JACZKP010000154.1	WYBW01000030.1	CjePI	27	22	534	27,62,88
JACZKP010000154.1	WYBW01000030.1	FalI	27	21	41	1,6,7
JACZKP010000154.1	WYBW01000030.1	PpiI	28	21	43	2,4,7
JACZKP010000154.1	WYBW01000030.1	PsrI	27	20	19	6,4,3
JAHLFQ010000212.1	USPX01000001.1	AlfI	32	26	3	0,0,0
JAHLFQ010000212.1	USPX01000001.1	AloI	27	20	3	0,0,0
JAHLFQ010000212.1	USPX01000001.1	BcgI	32	26	2	0,0,0
JAHLFQ010000212.1	USPX01000001.1	BplI	27	21	1	0,2,0
JAHLFQ010000212.1	USPX01000001.1	BsaXI	27	21	2	0,3,1
JAHLFQ010000212.1	USPX01000001.1	Bsp24I	27	21	3	0,0,0
JAHLFQ010000212.1	USPX01000001.1	CjeI	28	23	27	2,1,5
JAHLFQ010000212.1	USPX01000001.1	CjePI	27	22	19	1,2,4
JAHLFQ010000212.1	USPX01000001.1	FalI	27	21	13	0,3,3
JAHLFQ010000212.1	USPX01000001.1	PpiI	28	21	1	0,0,0
JAHLFQ010000212.1	USPX01000001.1	PsrI	27	20	6	0,0,2
NZ_LDSL01000001.1	NZ_FTMY01000027.1	AlfI	32	26	1594	478,582,405
NZ_LDSL01000001.1	NZ_FTMY01000027.1	AloI	27	20	238	103,86,60
NZ_LDSL01000001.1	NZ_FTMY01000027.1	BcgI	32	26	2519	636,716,505
NZ_LDSL01000001.1	NZ_FTMY01000027.1	BplI	27	21	268	98,103,55
NZ_LDSL01000001.1	NZ_FTMY01000027.1	BsaXI	27	21	595	181,152,88
NZ_LDSL01000001.1	NZ_FTMY01000027.1	Bsp24I	27	21	743	229,247,168
NZ_LDSL01000001.1	NZ_FTMY01000027.1	CjeI	28	23	2490	690,698,448
NZ_LDSL01000001.1	NZ_FTMY01000027.1	CjePI	27	22	2104	563,607,504
NZ_LDSL01000001.1	NZ_FTMY01000027.1	FalI	27	21	275	222,185,98
NZ_LDSL01000001.1	NZ_FTMY01000027.1	PpiI	28	21	294	128,109,56
NZ_LDSL01000001.1	NZ_FTMY01000027.1	PsrI	27	20	93	68,43,24
SVDC01000082.1	JAFOHG010000044.1	AlfI	32	26	73	4,2,7
SVDC01000082.1	JAFOHG010000044.1	AloI	27	20	37	1,7,2
SVDC01000082.1	JAFOHG010000044.1	BcgI	32	26	52	2,2,5
SVDC01000082.1	JAFOHG010000044.1	BplI	27	21	25	2,2,1
SVDC01000082.1	JAFOHG010000044.1	BsaXI	27	21	174	8,12,8
SVDC01000082.1	JAFOHG010000044.1	Bsp24I	27	21	99	4,8,5
SVDC01000082.1	JAFOHG010000044.1	CjeI	28	23	815	45,91,130
SVDC01000082.1	JAFOHG010000044.1	CjePI	27	22	724	48,55,82
SVDC01000082.1	JAFOHG010000044.1	FalI	27	21	406	27,47,60
SVDC01000082.1	JAFOHG010000044.1	PpiI	28	21	24	2,0,2
SVDC01000082.1	JAFOHG010000044.1	PsrI	27	20	62	2,8,8
NZ_QQAV01000001.1	CAIPFF010000001.1	AlfI	32	26	1236	1552,1076,560
NZ_QQAV01000001.1	CAIPFF010000001.1	AloI	27	20	164	295,134,55
NZ_QQAV01000001.1	CAIPFF010000001.1	BcgI	32	26	2322	2168,1476,700
NZ_QQAV01000001.1	CAIPFF010000001.1	BplI	27	21	266	339,184,68
NZ_QQAV01000001.1	CAIPFF010000001.1	BsaXI	27	21	550	629,268,100
NZ_QQAV01000001.1	CAIPFF010000001.1	Bsp24I	27	21	743	786,468,191
NZ_QQAV01000001.1	CAIPFF010000001.1	CjeI	28	23	2694	2290,1365,574
NZ_QQAV01000001.1	CAIPFF010000001.1	CjePI	27	22	2172	2075,1308,614
NZ_QQAV01000001.1	CAIPFF010000001.1	FalI	27	21	183	490,284,93
NZ_QQAV01000001.1	CAIPFF010000001.1	PpiI	28	21	212	357,176,63
NZ_QQAV01000001.1	CAIPFF010000001.1	PsrI	27	20	56	126,71,21
NZ_QQAV01000001.1	NZ_LDSL01000001.1	AlfI	32	26	1449	524,600,455
NZ_QQAV01000001.1	NZ_LDSL01000001.1	AloI	27	20	200	115,105,47
NZ_QQAV01000001.1	NZ_LDSL01000001.1	BcgI	32	26	2659	715,752,516
NZ_QQAV01000001.1	NZ_LDSL01000001.1	BplI	27	21	340	118,105,54
NZ_QQAV01000001.1	NZ_LDSL01000001.1	BsaXI	27	21	627	229,165,58
NZ_QQAV01000001.1	NZ_LDSL01000001.1	Bsp24I	27	21	818	255,256,185
NZ_QQAV01000001.1	NZ_LDSL01000001.1	CjeI	28	23	2808	786,704,476
NZ_QQAV01000001.1	NZ_LDSL01000001.1	CjePI	27	22	2460	610,652,530
NZ_QQAV01000001.1	NZ_LDSL01000001.1	FalI	27	21	256	252,197,103
NZ_QQAV01000001.1	NZ_LDSL01000001.1	PpiI	28	21	268	154,117,64
NZ_QQAV01000001.1	NZ_LDSL01000001.1	PsrI	27	20	74	74,52,17
CAIPFF010000001.1	NZ_LDSL01000001.1	AlfI	32	26	1448	541,576,472
CAIPFF010000001.1	NZ_LDSL01000001.1	AloI	27	20	223	116,96,53
CAIPFF010000001.1	NZ_LDSL01000001.1	BcgI	32	26	2561	732,739,563
CAIPFF010000001.1	NZ_LDSL01000001.1	BplI	27	21	356	119,119,51
CAIPFF010000001.1	NZ_LDSL01000001.1	BsaXI	27	21	668	207,154,80
CAIPFF010000001.1	NZ_LDSL01000001.1	Bsp24I	27	21	747	260,244,181
CAIPFF010000001.1	NZ_LDSL01000001.1	CjeI	28	23	2701	796,704,439
CAIPFF010000001.1	NZ_LDSL01000001.1	CjePI	27	22	2275	649,614,523
CAIPFF010000001.1	NZ_LDSL01000001.1	FalI	27	21	269	258,195,91
CAIPFF010000001.1	NZ_LDSL01000001.1	PpiI	28	21	285	150,118,53
CAIPFF010000001.1	NZ_LDSL01000001.1	PsrI	27	20	66	78,48,19
NZ_FTMY01000027.1	NZ_QQAV01000001.1	AlfI	32	26	1598	745,744,530
NZ_FTMY01000027.1	NZ_QQAV01000001.1	AloI	27	20	255	140,116,57
NZ_FTMY01000027.1	NZ_QQAV01000001.1	BcgI	32	26	3013	972,1025,653
NZ_FTMY01000027.1	NZ_QQAV01000001.1	BplI	27	21	344	170,130,70
NZ_FTMY01000027.1	NZ_QQAV01000001.1	BsaXI	27	21	668	290,201,85
NZ_FTMY01000027.1	NZ_QQAV01000001.1	Bsp24I	27	21	973	347,322,227
NZ_FTMY01000027.1	NZ_QQAV01000001.1	CjeI	28	23	3363	1021,948,593
NZ_FTMY01000027.1	NZ_QQAV01000001.1	CjePI	27	22	2719	887,914,638
NZ_FTMY01000027.1	NZ_QQAV01000001.1	FalI	27	21	268	298,221,127
NZ_FTMY01000027.1	NZ_QQAV01000001.1	PpiI	28	21	277	182,149,68
NZ_FTMY01000027.1	NZ_QQAV01000001.1	PsrI	27	20	77	84,50,27
NZ_BBCG01000001.1	PEDL01000010.1	AlfI	32	26	22	1,0,0
NZ_BBCG01000001.1	PEDL01000010.1	AloI	27	20	14	0,1,0
NZ_BBCG01000001.1	PEDL01000010.1	BcgI	32	26	26	0,0,1
NZ_BBCG01000001.1	PEDL01000010.1	BplI	27	21	12	1,1,0
NZ_BBCG01000001.1	PEDL01000010.1	BsaXI	27	21	46	1,2,0
NZ_BBCG01000001.1	PEDL01000010.1	Bsp24I	27	21	21	0,1,0
NZ_BBCG01000001.1	PEDL01000010.1	CjeI	28	23	297	10,11,22
NZ_BBCG01000001.1	PEDL01000010.1	CjePI	27	22	213	5,2,8
NZ_BBCG01000001.1	PEDL01000010.1	FalI	27	21	149	3,3,10
NZ_BBCG01000001.1	PEDL01000010.1	PpiI	28	21	4	0,1,0
NZ_BBCG01000001.1	PEDL01000010.1	PsrI	27	20	16	1,0,0
JAFOHG010000044.1	PEDL01000010.1	AlfI	32	26	1	0,0,0
JAFOHG010000044.1	PEDL01000010.1	Bsp24I	27	21	1	0,0,0
JAFOHG010000044.1	PEDL01000010.1	CjeI	28	23	11	0,1,6
JAFOHG010000044.1	PEDL01000010.1	CjePI	27	22	6	1,0,0
JAFOHG010000044.1	PEDL01000010.1	FalI	27	21	7	0,1,1
JAFUJK010000015.1	DHMD01000033.1	BplI	27	21	1	0,0,0
JAFUJK010000015.1	DHMD01000033.1	Bsp24I	27	21	0	0,2,0
JAFUJK010000015.1	DHMD01000033.1	CjeI	28	23	1	2,2,1
JAFUJK010000015.1	DHMD01000033.1	CjePI	27	22	3	0,2,0
JAFUJK010000015.1	DHMD01000033.1	FalI	27	21	3	0,0,0
CADECY010000001.1	SYLY01000063.1	AlfI	32	26	24	0,3,2
CADECY010000001.1	SYLY01000063.1	AloI	27	20	16	0,5,1
CADECY010000001.1	SYLY01000063.1	BcgI	32	26	80	3,6,14
CADECY010000001.1	SYLY01000063.1	BplI	27	21	11	1,1,2
CADECY010000001.1	SYLY01000063.1	BsaXI	27	21	28	0,1,4
CADECY010000001.1	SYLY01000063.1	Bsp24I	27	21	37	2,5,10
CADECY010000001.1	SYLY01000063.1	CjeI	28	23	113	9,20,35
CADECY010000001.1	SYLY01000063.1	CjePI	27	22	123	4,16,27
CADECY010000001.1	SYLY01000063.1	FalI	27	21	18	3,6,2
CADECY010000001.1	SYLY01000063.1	PpiI	28	21	20	0,2,1
CADECY010000001.1	SYLY01000063.1	PsrI	27	20	10	3,1,2
VFZX01000001.1	SYLY01000063.1	AlfI	32	26	16	0,1,4
VFZX01000001.1	SYLY01000063.1	AloI	27	20	19	0,2,4
VFZX01000001.1	SYLY01000063.1	BcgI	32	26	76	4,6,7
VFZX01000001.1	SYLY01000063.1	BplI	27	21	21	0,3,0
VFZX01000001.1	SYLY01000063.1	BsaXI	27	21	43	3,1,4
VFZX01000001.1	SYLY01000063.1	Bsp24I	27	21	35	1,6,8
VFZX01000001.1	SYLY01000063.1	CjeI	28	23	108	3,16,18
VFZX01000001.1	SYLY01000063.1	CjePI	27	22	122	4,21,23
VFZX01000001.1	SYLY01000063.1	FalI	27	21	14	2,3,6
VFZX01000001.1	SYLY01000063.1	PpiI	28	21	13	2,1,5
VFZX01000001.1	SYLY01000063.1	PsrI	27	20	6	0,2,3
WTGC01000227.1	WTGF01000012.1	AlfI	32	26	119	1,7,6
WTGC01000227.1	WTGF01000012.1	AloI	27	20	21	1,1,0
