query	reference	ani	ani_uniform	af_query	af_reference	std_err	synteny_blocks	anchor_adjacency	breakpoint_count	het_shape	retention	ani_from_loss	ani_from_hist	enzyme_spread	enzyme_chi2	per_enzyme	n_anchors	n_chains	n_tags	max_block_anchors	mean_block_anchors	flag	ani_gated	gate
PBKJ01000001.1	QQSJ01000001.1	84.9641	90.3943	0.1525	0.1682	0.31213	21	0.4356	184	1.680	0.3097	89.5072	95.2188	1.7932	0.60	AlfI:90.20,AloI:88.99,BcgI:90.55,FalI:90.78	353	21	623	17	7.761904761904762	INCONSISTENT	90.3943	uniform_fallback
PBOG01000001.1	PAQH01000001.1	86.0724	88.2352	0.2877	0.3659	0.15646	80	0.6697	288	5.239	0.1988	87.9363	91.5305	0.7402	1.26	AlfI:87.70,AloI:88.40,BcgI:88.44,FalI:88.23	1039	80	3520	20	8.3	BELOW_DETECTION	86.0724	gamma
PBOJ01000001.1	DLVV01000061.1	93.3755	93.6375	0.6450	0.6287	0.06752	297	0.8240	675	8.675	0.5283	93.4017	94.3276	0.8522	8.41	AlfI:94.09,AloI:93.89,BcgI:93.38,FalI:94.23	4001	297	6777	62	11.63973063973064	ok	93.3755	gamma
PBPC01000001.1	DLRL01000108.1	90.6388	91.0495	0.4571	0.4578	0.19358	42	0.7273	162	10.774	0.3580	90.8059	92.3012	1.8767	3.29	AlfI:90.82,AloI:91.89,BcgI:91.35,FalI:90.01	665	42	1387	42	11.285714285714286	ok	90.6388	gamma
PBPJ01000005.1	NZAU01000034.1	99.6186	99.6186	0.1272	0.0460	0.15573	7	0.6761	23	inf	0.9769	99.1465	99.7568	0.5215	0.01	AlfI:100.00,AloI:100.00,BcgI:99.48,FalI:99.55	93	7	58	14	7.857142857142857	ok	99.6186	uniform
PBRS01000005.1	CACANC010000001.1	93.8407	93.8407	0.3299	0.3862	0.29080	31	0.7050	77	inf	0.5757	93.9570	93.6226	3.4609	2.85	AlfI:94.66,AloI:92.68,BcgI:91.20,FalI:94.15	312	31	368	14	6.935483870967742	ok	93.8407	uniform
PBSB01000074.1	NYYF01000001.1	96.3834	96.3834	0.1225	0.2393	0.28284	23	0.6754	62	inf	0.7575	96.1372	96.6531	2.0945	1.51	AlfI:95.16,AloI:97.26,BcgI:96.41,FalI:96.52	235	23	203	10	6.608695652173913	ok	96.3834	uniform
PBSB01000074.1	DTUJ01000001.1	96.3547	96.6739	0.2366	0.2074	0.19243	37	0.5920	184	2.701	0.7790	96.3168	97.0057	0.9834	1.09	AlfI:96.56,AloI:97.05,BcgI:96.06,FalI:96.86	519	37	404	28	8.216216216216216	ok	96.3547	gamma
PBWA01000001.1	NZZH01000022.1	89.0692	89.0692	0.0482	0.0536	1.12206	3	0.1548	71	inf	0.2803	88.6938	92.1340	5.0142	1.56	AlfI:90.29,AloI:93.99,FalI:88.97	112	3	61	6	5.333333333333333	INCONSISTENT	89.0692	uniform
PBTV01000020.1	PBWE01000003.1	92.4516	92.6994	0.7169	0.8072	0.11863	63	0.9519	56	11.233	0.4569	92.4576	93.5761	0.4401	0.32	AlfI:92.71,AloI:92.59,BcgI:92.75,FalI:92.31	1210	63	2643	90	18.58730158730159	ok	92.4516	gamma
PBZZ01000012.1	AGAU01000646.1	93.1218	93.1218	0.1415	0.0582	0.30499	26	0.5745	120	inf	0.5043	92.9910	93.5636	1.4214	0.95	AlfI:93.52,AloI:93.94,BcgI:92.52,FalI:93.09	385	26	380	18	7.230769230769231	ok	93.1218	uniform
PCAK01000001.1	DCWN01000006.1	91.2522	93.4443	0.8531	0.8349	0.07945	65	0.9513	120	1.680	0.5123	92.6405	95.7122	0.4793	0.77	AlfI:93.48,AloI:93.51,BcgI:93.39,FalI:93.87	2509	65	5352	243	37.06153846153846	ok	91.2522	gamma
PCAU01000001.1	PAWT01000034.1	94.6123	95.4007	0.6884	0.5298	0.11465	25	0.9675	34	2.239	0.6726	94.6842	96.4712	0.6568	1.07	AlfI:95.65,AloI:95.82,BcgI:95.31,FalI:95.16	1052	25	1645	144	41.44	ok	94.6123	gamma
PCAU01000001.1	PBBF01000001.1	91.0604	92.8043	0.4191	0.4382	0.19769	21	0.9011	43	2.374	0.4696	92.1632	94.8504	1.4390	1.82	AlfI:93.39,AloI:91.95,BcgI:92.92,FalI:92.04	441	21	977	42	19.666666666666668	ok	91.0604	gamma
PCBO01000026.1	JABHOU010000440.1	94.9097	94.9097	0.0860	0.0938	0.18942	68	0.3299	707	inf	0.6394	94.7745	95.1265	0.8702	1.03	AlfI:94.34,AloI:95.01,BcgI:95.21,FalI:94.60	1179	68	660	14	6.117647058823529	INCONSISTENT	94.9097	uniform
PBZO01000001.1	NZDC01000001.1	NaN	NaN	0.0000	0.0000	NaN	0	0.0000	0	NaN	NaN	NaN	NaN	0.0000	NaN	-	27	0	0	0	0	BELOW_DETECTION	NaN	none
PCAP01000001.1	PBML01000001.1	91.2209	91.7261	0.6048	0.3065	0.18583	51	0.9287	34	8.183	0.3936	91.4695	92.9775	0.6794	0.47	AlfI:92.02,AloI:92.21,BcgI:91.61,FalI:91.53	539	51	1309	24	9.686274509803921	ok	91.2209	gamma
PCCI01000032.1	PSPB01000056.1	96.6007	96.7932	0.3451	0.4992	0.12711	57	0.8844	74	3.930	0.7825	96.6127	96.9523	0.6285	0.47	AlfI:96.63,AloI:97.11,BcgI:96.86,FalI:96.48	670	57	807	22	10.929824561403509	ok	96.6007	gamma
NVSZ01000002.1	NVTL01000090.1	90.5422	90.5422	0.2338	0.2044	0.25926	31	0.5341	198	inf	0.3226	90.3066	91.8391	3.6160	4.35	AlfI:90.63,AloI:92.32,BcgI:90.94,FalI:88.70	520	31	835	18	8.32258064516129	ok	90.5422	uniform
NVWN01000001.1	JABSOM010000001.1	94.2116	95.3138	0.7622	0.7989	0.11150	42	0.9246	96	1.611	0.6874	94.4578	96.4798	1.9177	5.13	AlfI:93.90,AloI:95.82,BcgI:95.14,FalI:95.47	1307	42	1964	97	29.023809523809526	ok	94.2116	gamma
NSIG01000020.1	NEVA01000001.1	94.5039	94.9911	0.7054	0.5123	0.08195	95	0.9631	75	3.817	0.6369	94.5100	95.8213	1.0666	4.05	AlfI:94.72,AloI:94.90,BcgI:95.15,FalI:94.09	2109	95	3436	86	21.589473684210525	ok	94.5039	gamma
NSII01000075.1	JAEMQZ010000149.1	95.6318	95.7668	0.5585	0.4939	0.10207	114	0.8120	250	8.426	0.7003	95.5135	96.0892	1.0044	1.79	AlfI:95.82,AloI:95.49,BcgI:95.88,FalI:94.87	1529	114	1757	39	10.473684210526315	ok	95.6318	gamma
NSIR01000001.1	SYJQ01000016.1	89.7071	89.7071	0.1586	0.1637	0.76699	2	0.3398	68	inf	0.3053	90.3889	84.5947	5.6332	0.96	AlfI:88.56,AloI:90.36,BcgI:84.84,FalI:90.47	113	2	108	32	18.5	INCONSISTENT	89.7071	uniform_fallback
PDTI01000008.1	NZ_KB892900.1	90.9575	90.9575	0.0406	0.0106	0.89763	4	0.1439	119	inf	0.3596	91.3013	88.9101	6.2772	2.25	AlfI:90.49,AloI:96.30,BcgI:90.02,FalI:90.67	197	4	63	9	6	INCONSISTENT	90.9575	uniform
PEIG01000010.1	NZ_PTJN01000122.1	89.9759	90.4453	0.4277	0.4580	0.13640	71	0.5956	590	10.910	0.3228	90.2232	91.7297	0.6949	1.59	AlfI:90.61,AloI:90.51,BcgI:90.67,FalI:89.97	1490	71	3092	61	13.23943661971831	ok	89.9759	gamma
PCXM01000010.1	MHWA01000001.1	96.8418	96.8418	0.1006	0.0945	0.46653	6	0.3600	80	inf	0.7978	96.4888	97.1009	2.8006	3.62	AlfI:98.33,AloI:96.30,BcgI:99.10,FalI:96.33	161	6	66	16	8.5	ok	96.8418	uniform
PCSL01000029.1	WJOY01000039.1	95.3153	95.3153	0.1379	0.1489	0.32247	20	0.6030	79	inf	0.6792	95.2980	95.3339	0.8925	0.14	AlfI:95.32,AloI:94.71,BcgI:95.60,FalI:95.24	258	20	208	11	7	ok	95.3153	uniform
PFAT01000039.1	MFFV01000001.1	96.8897	97.2983	0.3181	0.3331	0.19411	32	0.6645	101	1.729	0.8236	96.7104	97.6937	2.7861	1.35	AlfI:97.30,AloI:94.78,BcgI:97.57,FalI:96.99	352	32	299	16	7.25	ok	96.8897	gamma
PCUD01000135.1	JAHISP010000052.1	92.9616	94.0257	0.1511	0.1183	0.23607	39	0.4729	292	2.444	0.5826	93.4245	95.3139	1.1371	0.73	AlfI:94.78,AloI:94.00,BcgI:93.64,FalI:93.99	672	39	563	17	7.717948717948718	ok	92.9616	gamma
PGXU01000090.1	PGXW01000035.1	93.2032	93.8789	0.7130	0.7029	0.07757	141	0.9372	166	3.930	0.5523	93.4067	95.0415	0.1988	0.25	AlfI:94.00,AloI:93.92,BcgI:93.84,FalI:93.81	2773	141	5065	101	18.56028368794326	ok	93.2032	gamma
PGYO01000017.1	DAWK01000087.1	95.0162	95.8234	0.3136	0.3463	0.19418	35	0.6070	213	1.781	0.7191	95.0842	96.7086	1.6980	2.13	AlfI:94.41,AloI:95.71,BcgI:95.99,FalI:96.11	560	35	550	34	10.4	ok	95.0162	gamma
PGYV01000003.1	JAFGWA010000012.1	92.1731	92.5606	0.5244	0.5719	0.14799	72	0.7165	309	7.624	0.4782	92.3367	93.4207	2.2227	8.65	AlfI:92.32,AloI:91.43,BcgI:90.88,FalI:93.10	1107	72	1856	37	11.847222222222221	ok	92.1731	gamma
PHDN01000043.1	MEOL01000001.1	94.7887	95.5332	0.7856	0.7136	0.08180	77	0.9182	172	2.175	0.6884	94.8736	96.4467	0.0813	0.05	AlfI:95.50,AloI:95.53,BcgI:95.52,FalI:95.58	2148	77	3169	117	26.07792207792208	ok	94.7887	gamma
PHDM01000023.1	JAHIVC010000060.1	93.5800	93.5800	0.3720	0.3234	0.15176	87	0.6609	335	inf	0.5418	93.3959	94.0378	0.6973	0.77	AlfI:93.99,AloI:93.29,BcgI:93.38,FalI:93.63	1146	87	1407	27	8.505747126436782	ok	93.5800	uniform
PGZS01000207.1	PGZV01000019.1	91.8071	91.8071	0.2040	0.1745	0.27836	38	0.3159	472	inf	0.4292	92.0435	90.8546	0.7059	0.19	AlfI:91.19,AloI:91.87,BcgI:91.85,FalI:91.89	899	38	580	14	6.7368421052631575	INCONSISTENT	91.8071	uniform
PHAM01000054.1	VMTH01000161.1	96.1271	96.4832	0.3349	0.2990	0.15208	58	0.6571	227	2.781	0.7639	96.0432	96.9165	1.1576	1.89	AlfI:96.57,AloI:97.37,BcgI:96.22,FalI:96.45	745	58	678	20	8.5	ok	96.1271	gamma
PHAW01000244.1	DDWZ01000014.1	94.2201	94.7311	0.4688	0.4224	0.10231	152	0.7367	439	3.930	0.6191	94.2644	95.5839	0.7630	1.51	AlfI:94.90,AloI:94.14,BcgI:94.79,FalI:94.48	2018	152	2381	34	9.078947368421053	ok	94.2201	gamma
PHAZ01000311.1	JAHITJ010000134.1	96.5502	96.9269	0.5096	0.6410	0.05328	268	0.8872	408	2.148	0.7933	96.4655	97.3116	0.7501	7.96	AlfI:96.84,AloI:97.04,BcgI:96.79,FalI:97.54	3901	268	4594	102	12.973880597014926	ok	96.5502	gamma
PHBD01000067.1	JABLXX010000001.1	89.1601	91.5914	0.7306	0.6958	0.10647	69	0.8776	202	2.374	0.3932	90.9037	94.5292	0.9433	2.61	AlfI:90.82,AloI:91.61,BcgI:91.73,FalI:91.77	1712	69	4359	88	22	ok	89.1601	gamma
PHDJ01000032.1	MNYN01000056.1	89.9550	89.9550	0.2956	0.3473	0.27493	30	0.6021	150	inf	0.3141	89.8205	90.9341	1.8136	1.02	AlfI:89.23,AloI:88.50,BcgI:89.74,FalI:90.32	433	30	844	19	8.566666666666666	ok	89.9550	uniform
NCRO01000001.1	JADBKX010000015.1	NaN	NaN	0.0000	0.0000	NaN	0	0.0000	0	NaN	NaN	NaN	NaN	0.0000	NaN	-	223	0	0	0	0	BELOW_DETECTION	NaN	none
PKTT01000062.1	PKTU01000140.1	88.5335	88.5335	0.1737	0.1681	0.38465	18	0.4310	136	inf	0.2297	88.2839	90.9936	1.2125	0.20	AlfI:87.88,AloI:89.09,BcgI:88.56,FalI:88.63	295	18	553	14	6.722222222222222	ok	88.5335	uniform
PKUK01000007.1	NC_014166.1	85.7956	88.9523	0.3588	0.3052	0.31060	22	0.5184	170	2.948	0.2812	88.3221	93.0893	3.9837	1.16	AlfI:88.38,AloI:90.30,BcgI:86.32,FalI:89.00	362	22	826	16	9.318181818181818	ok	85.7956	gamma
NEWQ02000001.1	MSXN01000024.1	91.0194	91.9247	0.6364	0.5603	0.10749	81	0.8450	248	5.089	0.4045	91.5129	93.6767	1.2443	3.73	AlfI:91.98,AloI:91.84,BcgI:92.10,FalI:90.86	1662	81	3807	84	17.691358024691358	ok	91.0194	gamma
PNIW01000084.1	NZ_AP019551.1	89.3191	89.3191	0.4320	0.3788	0.28841	25	0.7199	79	inf	0.2760	89.1746	90.3710	1.7791	0.77	AlfI:89.67,AloI:87.96,BcgI:89.74,FalI:89.10	349	25	852	28	9.12	ok	89.3191	uniform
BDTG01000001.1	JAADHJ010000033.1	87.7265	88.9935	0.3120	0.3232	0.30800	20	0.4781	179	6.784	0.2459	88.6977	91.6196	1.1240	0.50	AlfI:88.86,AloI:89.68,BcgI:88.93,FalI:88.56	386	20	801	19	9.2	ok	87.7265	gamma
BDSY01000001.1	DRDE01000001.1	94.7959	94.7959	0.0818	0.0857	0.27465	32	0.2561	491	inf	0.6319	94.6986	94.9886	1.1677	0.53	AlfI:95.33,AloI:94.16,BcgI:94.60,FalI:94.76	754	32	322	15	6.28125	INCONSISTENT	94.7959	uniform
BEIF01000001.1	DSGD01000004.1	84.0561	86.0392	0.8983	0.9036	0.19456	9	0.9041	42	7.948	0.1241	85.8530	89.9533	3.1250	9.47	AlfI:85.87,AloI:86.19,BcgI:85.54,FalI:88.67	442	9	3456	122	45	BELOW_DETECTION	84.0561	gamma
BEHV01000001.1	DTCJ01000065.1	90.5971	90.5971	0.5910	0.5449	0.24032	34	0.7298	117	inf	0.3565	90.4356	91.6088	3.2391	4.97	AlfI:91.68,AloI:89.90,BcgI:88.44,FalI:91.06	453	34	1008	18	10.294117647058824	ok	90.5971	uniform
BEHG01000001.1	NZ_LT981265.1	96.2769	96.5616	0.4299	0.3358	0.15910	54	0.7153	154	3.355	0.7691	96.1397	96.9631	1.3442	1.66	AlfI:96.67,AloI:97.21,BcgI:95.86,FalI:96.48	667	54	600	19	8.166666666666666	ok	96.2769	gamma
BEHW01000001.1	RFIK01000177.1	92.2722	92.6481	0.4014	0.4229	0.12830	120	0.7053	364	8.426	0.4524	92.3863	93.6663	1.3879	3.05	AlfI:92.15,AloI:92.17,BcgI:92.77,FalI:93.54	1373	120	2280	28	8.258333333333333	ok	92.2722	gamma
BEIC01000001.1	DSIY01000206.1	93.9744	93.9744	0.1495	0.1261	0.18374	68	0.4487	484	inf	0.5539	93.8455	94.3463	0.9454	0.81	AlfI:93.98,AloI:94.78,BcgI:93.83,FalI:94.31	1115	68	837	12	6.794117647058823	ok	93.9744	uniform
BEHM01000001.1	BEHK01000001.1	93.9686	94.0850	0.5737	0.6851	0.09475	147	0.8607	255	13.549	0.5658	93.8843	94.5611	1.4861	4.84	AlfI:94.02,AloI:93.45,BcgI:94.07,FalI:94.94	1920	147	3133	39	11.714285714285714	ok	93.9686	gamma
PXPD01000001.1	PXPE01000001.1	92.8850	93.7410	0.4061	0.3001	0.32386	19	0.7333	52	3.258	0.5588	93.1930	95.0187	1.4332	1.18	AlfI:94.53,AloI:94.51,BcgI:93.80,FalI:93.10	238	19	318	18	8.526315789473685	ok	92.8850	gamma
NEXG01000001.1	CADDZQ010000001.1	96.5232	97.0596	0.3245	0.5749	0.12533	44	0.8066	141	1.565	0.8075	96.3203	97.6252	0.7123	1.56	AlfI:97.39,AloI:97.27,BcgI:96.68,FalI:97.17	767	44	840	50	14.363636363636363	ok	96.5232	gamma
PXQV01000001.1	PXSB01000001.1	93.9503	94.8643	0.5663	0.7267	0.10317	93	0.8159	280	2.305	0.6268	94.1918	96.1050	0.9827	5.29	AlfI:94.79,AloI:95.63,BcgI:94.64,FalI:94.79	1539	93	2332	47	14.344086021505376	ok	93.9503	gamma
PXSU01000001.1	JAHENO010000001.1	93.3092	93.3092	0.0434	0.0263	0.46462	13	0.1773	297	inf	0.5045	93.4694	92.7717	3.3721	1.72	AlfI:94.65,AloI:92.41,BcgI:92.99,FalI:95.78	506	13	149	8	5.923076923076923	INCONSISTENT	93.3092	uniform
PIXS01000001.1	JAFGGM010000072.1	93.0010	93.0010	0.0051	0.0114	1.37760	2	0.0920	79	inf	0.5012	94.1666	88.4969	5.7179	0.78	AlfI:93.74,AloI:96.30,BcgI:95.03,FalI:90.58	178	2	17	6	5	INCONSISTENT	93.0010	uniform_fallback
PQAK01000001.1	MGQW01000001.1	90.1109	90.1109	0.0950	0.1137	0.37193	19	0.4317	154	inf	0.3045	90.1686	90.2090	4.1308	2.35	AlfI:87.36,AloI:90.41,BcgI:89.87,FalI:91.49	397	19	442	13	7.157894736842105	ok	90.1109	uniform
QEXY01000055.1	DTJX01000234.1	91.0743	91.0743	0.0939	0.1029	0.26912	39	0.3860	315	inf	0.3457	91.0471	91.3019	4.5386	4.48	AlfI:90.85,AloI:88.84,BcgI:91.00,FalI:93.38	649	39	686	10	6.076923076923077	ok	91.0743	uniform
PKWU01000040.1	PLOT01000304.1	92.3572	93.4486	0.3638	0.3346	0.11625	121	0.6192	653	2.948	0.5146	92.9124	95.0061	0.7137	1.79	AlfI:93.72,AloI:93.35,BcgI:93.25,FalI:93.96	1793	121	2438	42	9.776859504132231	ok	92.3572	gamma
PKYM01000155.1	PMKK01000199.1	94.2222	94.2222	0.2942	0.2796	0.11108	149	0.6671	539	inf	0.5733	94.1887	94.2900	1.8489	3.26	AlfI:94.72,AloI:92.88,BcgI:94.10,FalI:94.22	1890	149	2131	25	8.248322147651006	ok	94.2222	uniform
PKYW01000065.1	PKWB01000153.1	89.9747	89.9747	0.2373	0.1622	0.20717	51	0.5606	261	inf	0.2767	89.8587	90.9683	3.4990	2.94	AlfI:89.87,AloI:88.55,BcgI:89.93,FalI:92.04	683	51	1420	16	7.529411764705882	ok	89.9747	uniform
PLAY01000076.1	PMOA01000022.1	92.6806	93.1182	0.2157	0.2067	0.14582	85	0.5867	465	6.784	0.4879	92.8074	94.1354	1.4932	1.79	AlfI:92.80,AloI:93.53,BcgI:93.27,FalI:92.04	1282	85	1623	32	8.764705882352942	ok	92.6806	gamma
PLAX01000161.1	PLNE01000018.1	94.2674	94.5274	0.2431	0.1838	0.16096	75	0.5440	409	6.985	0.5986	94.2452	95.1474	2.2907	5.94	AlfI:94.14,AloI:94.70,BcgI:94.40,FalI:96.43	1091	75	978	21	7.506666666666667	ok	94.2674	gamma
PNBE01000044.1	PMOL01000005.1	88.4841	88.4841	0.2729	0.2718	0.19084	47	0.7115	161	inf	0.2038	88.4199	89.5309	4.2889	9.17	AlfI:87.95,AloI:87.55,BcgI:88.41,FalI:91.84	688	47	2209	29	9.446808510638299	ok	88.4841	uniform
PNBI01000125.1	PMBU01000142.1	91.7112	91.7112	0.0985	0.1117	0.32949	21	0.3679	244	inf	0.3968	91.6289	92.3684	2.0937	1.92	AlfI:90.82,AloI:92.92,BcgI:91.28,FalI:92.57	499	21	419	21	7.761904761904762	ok	91.7112	uniform
PLLC01000068.1	MNZQ01000058.1	93.1620	93.1620	0.0647	0.0682	0.30877	27	0.3384	305	inf	0.5042	93.2376	92.8697	2.4814	2.26	AlfI:91.32,AloI:92.25,BcgI:93.80,FalI:93.33	546	27	359	22	6.777777777777778	INCONSISTENT	93.1620	uniform
PLOF01000053.1	PLAX01000161.1	94.3601	94.7339	0.3436	0.3932	0.12527	105	0.6726	405	5.089	0.6153	94.3430	95.5028	1.3524	3.27	AlfI:95.24,AloI:94.11,BcgI:94.54,FalI:95.47	1338	105	1553	28	8.923809523809524	ok	94.3601	gamma
PLLV01000179.1	PLMX01000018.1	91.6930	92.2894	0.2027	0.1883	0.21306	49	0.5175	317	6.138	0.4427	92.0345	93.2126	0.9983	0.70	AlfI:92.45,AloI:92.83,BcgI:92.37,FalI:91.83	808	49	915	20	7.938775510204081	ok	91.6930	gamma
PLME01000027.1	DBZK01000004.1	88.5444	89.9332	0.5316	0.4902	0.19588	28	0.4671	461	5.395	0.2867	89.5786	92.4420	0.8246	0.78	AlfI:89.60,AloI:90.42,BcgI:90.18,FalI:89.66	891	28	1653	57	15.428571428571429	INCONSISTENT	88.5444	gamma
PLMM01000324.1	JACCWE010000070.1	91.3394	91.3394	0.1994	0.1706	0.16822	77	0.5884	363	inf	0.3599	91.3588	91.2711	2.2387	1.63	AlfI:91.28,AloI:90.03,BcgI:91.32,FalI:92.26	1194	77	1653	17	7.740259740259741	ok	91.3394	uniform
PLWS01000006.1	JAAXCW010000001.1	86.0730	87.4975	0.6614	0.6836	0.15515	23	0.8814	88	8.426	0.1663	87.2924	90.1537	1.8093	3.71	AlfI:88.32,AloI:87.71,BcgI:87.28,FalI:86.51	750	23	4065	127	29.434782608695652	BELOW_DETECTION	86.0730	gamma
PLXE01000036.1	PMAT01000096.1	92.5151	93.0447	0.5603	0.5825	0.08190	146	0.7733	658	5.962	0.4848	92.6767	94.2305	0.8165	6.55	AlfI:93.58,AloI:93.08,BcgI:92.76,FalI:92.91	3005	146	5261	80	16.36986301369863	ok	92.5151	gamma
PLXT01000147.1	PLTK01000213.1	94.1250	94.1250	0.0313	0.0418	0.52631	11	0.1985	218	inf	0.5947	94.7841	92.8819	6.4840	2.98	AlfI:96.04,AloI:95.97,BcgI:89.56,FalI:93.97	353	11	101	10	5.909090909090909	INCONSISTENT	94.1250	uniform
PLYD01000285.1	PLJM01000018.1	96.0161	96.4846	0.6809	0.6707	0.05550	223	0.9261	262	2.305	0.7583	95.8928	97.0786	0.3070	0.82	AlfI:96.44,AloI:96.75,BcgI:96.46,FalI:96.65	3833	223	4940	98	15.72645739910314	ok	96.0161	gamma
PLZX01000088.1	PMTR01000118.1	93.3649	93.4447	0.3246	0.2791	0.09425	210	0.6258	953	18.063	0.5144	93.3067	93.8464	0.5591	2.30	AlfI:93.83,AloI:93.27,BcgI:93.28,FalI:93.42	2869	210	3583	24	8.59047619047619	ok	93.3649	gamma
PLXL01000118.1	PLOF01000053.1	93.7987	93.7987	0.2093	0.2010	0.18701	53	0.5879	272	inf	0.5401	93.5586	94.4874	1.9184	3.37	AlfI:93.77,AloI:93.55,BcgI:93.60,FalI:95.47	861	53	848	39	8.320754716981131	ok	93.7987	uniform
PMBI01000073.1	PLLV01000179.1	90.8105	90.8105	0.2934	0.2721	0.20110	45	0.5768	292	inf	0.3424	90.6839	91.6245	0.3913	0.25	AlfI:91.02,AloI:90.78,BcgI:90.63,FalI:90.97	748	45	1326	23	9.844444444444445	ok	90.8105	uniform
PMBI01000073.1	CAITLA010000001.1	91.2641	91.2641	0.1934	0.2014	0.22996	45	0.4035	445	inf	0.3719	91.2815	91.2308	0.4387	0.24	AlfI:91.45,AloI:91.48,BcgI:91.04,FalI:91.41	806	45	925	12	7.688888888888889	INCONSISTENT	91.2641	uniform
PMJE01000528.1	PMBS01000356.1	92.9140	92.9140	0.1452	0.1190	0.15487	94	0.4127	841	inf	0.4745	92.7740	93.4218	1.0317	1.32	AlfI:92.55,AloI:92.22,BcgI:93.09,FalI:93.26	1917	94	1476	17	7.287234042553192	ok	92.9140	uniform
PMGM01000056.1	PLXT01000147.1	93.4390	93.4390	0.2696	0.1946	0.25281	32	0.6023	171	inf	0.5415	93.6879	92.9795	2.5651	3.21	AlfI:91.92,AloI:94.49,BcgI:92.42,FalI:93.76	505	32	520	16	9.09375	ok	93.4390	uniform
PMHJ01000046.1	JABCZE010000001.1	91.0222	91.0222	0.0395	0.0612	0.37165	21	0.2099	399	inf	0.3400	91.4289	87.7392	2.0238	1.30	AlfI:89.49,AloI:89.43,BcgI:91.46,FalI:90.63	545	21	347	12	6.0476190476190474	INCONSISTENT	91.0222	uniform
PMJR01000082.1	PMND01000160.1	89.8603	89.8603	0.2813	0.2914	0.18934	48	0.6403	250	inf	0.2826	89.7680	90.7212	0.7297	0.42	AlfI:89.42,AloI:90.15,BcgI:89.85,FalI:89.98	792	48	1775	31	10.270833333333334	ok	89.8603	uniform
PMLO01000263.1	PMBM01000208.1	91.1729	92.3322	0.2493	0.2427	0.14750	90	0.5650	502	3.707	0.4292	91.8930	94.2156	2.5794	9.51	AlfI:92.31,AloI:93.05,BcgI:91.98,FalI:94.56	1398	90	1872	23	8.244444444444444	ok	91.1729	gamma
PLQY01000013.1	PKYJ01000045.1	95.3572	95.3572	0.2617	0.3155	0.16081	64	0.6212	283	inf	0.6702	95.2773	95.4785	1.1688	1.71	AlfI:95.30,AloI:95.65,BcgI:95.60,FalI:94.48	845	64	797	22	8.25	ok	95.3572	uniform
PMMR01000025.1	PLGY01000008.1	91.5647	92.2259	0.6045	0.5308	0.14366	44	0.8315	156	5.962	0.4289	91.9068	93.5610	1.4029	2.74	AlfI:91.71,AloI:93.12,BcgI:92.45,FalI:91.76	982	44	2008	52	18.5	ok	91.5647	gamma
PMMM01000224.1	CAIWOY010000001.1	93.9226	94.3489	0.4199	0.4240	0.08061	255	0.6719	984	5.089	0.5840	93.9516	95.2412	0.4035	0.73	AlfI:94.27,AloI:94.59,BcgI:94.31,FalI:94.67	3248	255	4110	38	8.901960784313726	ok	93.9226	gamma
PMOK01000303.1	PMUN01000440.1	94.7455	95.9011	0.5945	0.6400	0.04655	456	0.8372	1015	1.336	0.7126	95.0121	97.0122	0.3660	2.13	AlfI:96.10,AloI:95.90,BcgI:95.85,FalI:95.73	6565	456	8866	47	12.449561403508772	ok	94.7455	gamma
PMTY01000090.1	JABCZE010000001.1	92.5497	92.5497	0.0980	0.1756	0.19266	72	0.4186	518	inf	0.4436	92.5993	92.2978	3.0283	3.39	AlfI:91.57,AloI:89.84,BcgI:92.86,FalI:92.72	1027	72	995	18	6.180555555555555	INCONSISTENT	92.5497	uniform
PMZN01000176.1	PLIM01000035.1	90.9659	90.9659	0.2177	0.1526	0.23641	39	0.5234	244	inf	0.3384	90.9845	90.9934	1.6510	1.54	AlfI:91.23,AloI:91.20,BcgI:90.70,FalI:92.35	654	39	904	16	7.871794871794871	ok	90.9659	uniform
PMZN01000176.1	PMVZ01000289.1	93.1879	93.1879	0.4488	0.2418	0.13448	94	0.7493	267	inf	0.4925	93.1244	93.4293	1.3660	2.03	AlfI:92.55,AloI:93.92,BcgI:93.28,FalI:92.93	1219	94	1829	41	9.48936170212766	ok	93.1879	uniform
PMYJ01000225.1	PLAX01000161.1	94.1603	94.1603	0.2070	0.2646	0.16109	75	0.5626	402	inf	0.5685	93.9599	94.6596	2.2853	3.73	AlfI:94.49,AloI:93.35,BcgI:93.97,FalI:95.63	1101	75	1050	25	7.8933333333333335	ok	94.1603	uniform
PMYB01000229.1	PLMF01000045.1	94.3873	94.6230	0.2307	0.1809	0.10765	154	0.5164	1049	7.405	0.6090	94.3687	95.1098	0.8846	2.63	AlfI:95.08,AloI:94.19,BcgI:94.50,FalI:94.45	2377	154	2156	22	8.272727272727273	ok	94.3873	gamma
QCPD01000001.1	QCJB01000001.1	87.0268	89.4564	0.4151	0.4507	0.31337	15	0.7991	45	3.454	0.2928	88.9428	92.7123	0.7422	0.34	AlfI:89.84,AloI:89.32,BcgI:89.99,FalI:89.24	252	15	733	25	12.933333333333334	ok	87.0268	gamma
