query	reference	label	q_domain	r_domain	q_phylum	r_phylum	q_genus	r_genus	q_species	r_species	fastani_ani	skani_ani	skani_align_frac	s2b_raw_ani	s2b_gbrt_ani	s2b_shared_tags
GCF_001685175.1	GCF_013294385.1	high	d__Bacteria	d__Bacteria	p__Firmicutes_A	p__Firmicutes_A	g__Clostridium	g__Clostridium	s__Clostridium beijerinckii	s__Clostridium beijerinckii	0.968352	0.972900	79.580000	0.987750	0.975175	125
GCF_018223745.1	GCF_013294385.1	high	d__Bacteria	d__Bacteria	p__Firmicutes_A	p__Firmicutes_A	g__Clostridium	g__Clostridium	s__Clostridium beijerinckii	s__Clostridium beijerinckii	0.973687	0.975700	81.930000	0.990132	0.963527	38
GCF_900459225.1	GCF_009730735.1	high	d__Bacteria	d__Bacteria	p__Firmicutes	p__Firmicutes	g__Streptococcus	g__Streptococcus	s__Streptococcus dysgalactiae	s__Streptococcus dysgalactiae	0.956981	0.957800	74.830000	0.985026	0.972563	144
GCF_001321425.1	GCF_001321205.1	high	d__Bacteria	d__Bacteria	p__Proteobacteria	p__Proteobacteria	g__Burkholderia	g__Burkholderia	s__Burkholderia mallei	s__Burkholderia mallei	0.999943	0.999900	99.790000	0.999601	0.993688	5487
GCF_001321425.1	GCF_001209505.1	high	d__Bacteria	d__Bacteria	p__Proteobacteria	p__Proteobacteria	g__Burkholderia	g__Burkholderia	s__Burkholderia mallei	s__Burkholderia mallei	0.999897	0.999900	99.920000	0.999724	0.993865	5888
GCF_001321425.1	GCF_000011705.1	high	d__Bacteria	d__Bacteria	p__Proteobacteria	p__Proteobacteria	g__Burkholderia	g__Burkholderia	s__Burkholderia mallei	s__Burkholderia mallei	0.991789	0.993600	95.410000	0.997074	0.988975	5863
GCF_001321425.1	GCF_000015905.1	high	d__Bacteria	d__Bacteria	p__Proteobacteria	p__Proteobacteria	g__Burkholderia	g__Burkholderia	s__Burkholderia mallei	s__Burkholderia mallei	0.992607	0.992800	94.690000	0.996710	0.988321	8293
GCF_001321205.1	GCF_001209505.1	high	d__Bacteria	d__Bacteria	p__Proteobacteria	p__Proteobacteria	g__Burkholderia	g__Burkholderia	s__Burkholderia mallei	s__Burkholderia mallei	0.999882	0.999900	99.860000	0.999841	0.993975	7082
GCF_001321205.1	GCF_000011705.1	high	d__Bacteria	d__Bacteria	p__Proteobacteria	p__Proteobacteria	g__Burkholderia	g__Burkholderia	s__Burkholderia mallei	s__Burkholderia mallei	0.991430	0.992300	95.260000	0.997025	0.989103	5336
GCF_001321205.1	GCF_000015905.1	high	d__Bacteria	d__Bacteria	p__Proteobacteria	p__Proteobacteria	g__Burkholderia	g__Burkholderia	s__Burkholderia mallei	s__Burkholderia mallei	0.992673	0.992800	94.600000	0.996300	0.987741	3370
GCF_001209505.1	GCF_000011705.1	high	d__Bacteria	d__Bacteria	p__Proteobacteria	p__Proteobacteria	g__Burkholderia	g__Burkholderia	s__Burkholderia mallei	s__Burkholderia mallei	0.992275	0.992700	95.370000	0.997167	0.989710	5902
GCF_001209505.1	GCF_000015905.1	high	d__Bacteria	d__Bacteria	p__Proteobacteria	p__Proteobacteria	g__Burkholderia	g__Burkholderia	s__Burkholderia mallei	s__Burkholderia mallei	0.992721	0.992800	94.750000	0.996646	0.988273	6401
GCF_000011705.1	GCF_000015905.1	high	d__Bacteria	d__Bacteria	p__Proteobacteria	p__Proteobacteria	g__Burkholderia	g__Burkholderia	s__Burkholderia mallei	s__Burkholderia mallei	0.991374	0.992800	78.560000	0.996362	0.987864	5601
GCF_005518035.1	GCF_009741445.1	high	d__Bacteria	d__Bacteria	p__Actinobacteriota	p__Actinobacteriota	g__Mycobacterium	g__Mycobacterium	s__Mycobacterium avium	s__Mycobacterium avium	0.986358	0.987400	92.670000	0.993740	0.984753	3165
GCF_005518035.1	GCF_002292785.1	high	d__Bacteria	d__Bacteria	p__Actinobacteriota	p__Actinobacteriota	g__Mycobacterium	g__Mycobacterium	s__Mycobacterium avium	s__Mycobacterium avium	0.988816	0.990300	90.370000	0.994761	0.985405	2935
GCF_009741445.1	GCF_002292785.1	high	d__Bacteria	d__Bacteria	p__Actinobacteriota	p__Actinobacteriota	g__Mycobacterium	g__Mycobacterium	s__Mycobacterium avium	s__Mycobacterium avium	0.989181	0.990200	88.110000	0.995243	0.986656	1649
GCF_009876415.1	GCF_012317185.1	high	d__Bacteria	d__Bacteria	p__Firmicutes	p__Firmicutes	g__Clostridium_AQ	g__Clostridium_AQ	s__Clostridium_AQ innocuum	s__Clostridium_AQ innocuum	0.974325	0.977800	76.210000	0.991025	0.981122	860
GCF_009876415.1	GCF_002814255.1	high	d__Bacteria	d__Bacteria	p__Firmicutes	p__Firmicutes	g__Clostridium_AQ	g__Clostridium_AQ	s__Clostridium_AQ innocuum	s__Clostridium_AQ innocuum	0.991464	0.994700	87.440000	0.997828	0.990519	935
GCF_012317185.1	GCF_002814255.1	high	d__Bacteria	d__Bacteria	p__Firmicutes	p__Firmicutes	g__Clostridium_AQ	g__Clostridium_AQ	s__Clostridium_AQ innocuum	s__Clostridium_AQ innocuum	0.972862	0.977500	81.320000	0.991199	0.981582	1367
GCF_000019305.1	GCA_001951135.2	high	d__Bacteria	d__Bacteria	p__Firmicutes_A	p__Firmicutes_A	g__Clostridium_F	g__Clostridium_F	s__Clostridium_F botulinum	s__Clostridium_F botulinum	0.961171	0.957200	78.930000	0.987424	0.977049	82
GCF_000019305.1	GCF_001276985.1	high	d__Bacteria	d__Bacteria	p__Firmicutes_A	p__Firmicutes_A	g__Clostridium_F	g__Clostridium_F	s__Clostridium_F botulinum	s__Clostridium_F botulinum	0.973704	0.976400	86.560000	0.988730	0.976152	61
GCA_001951135.2	GCF_001276985.1	high	d__Bacteria	d__Bacteria	p__Firmicutes_A	p__Firmicutes_A	g__Clostridium_F	g__Clostridium_F	s__Clostridium_F botulinum	s__Clostridium_F botulinum	0.962552	0.960200	84.360000	0.988582	0.976729	52
GCF_000950675.1	GCF_000008485.1	high	d__Bacteria	d__Bacteria	p__Proteobacteria	p__Proteobacteria	g__Legionella	g__Legionella	s__Legionella pneumophila	s__Legionella pneumophila	0.970219	0.972900	89.000000	0.987010	0.975504	599
GCF_002009015.1	GCF_009903625.1	mid_high	d__Bacteria	d__Bacteria	p__Proteobacteria	p__Proteobacteria	g__Microbulbifer	g__Microbulbifer	s__Microbulbifer mangrovi	s__Microbulbifer sp009903625	0.818438	0.000000	0.000000	0.964321	0.954777	127
GCF_000380565.1	GCF_002009015.1	mid_high	d__Bacteria	d__Bacteria	p__Proteobacteria	p__Proteobacteria	g__Microbulbifer	g__Microbulbifer	s__Microbulbifer variabilis	s__Microbulbifer mangrovi	0.000000	0.000000	0.000000	0.952206	0.879678	17
GCF_009363535.1	GCF_005771435.1	mid_high	d__Bacteria	d__Bacteria	p__Proteobacteria	p__Proteobacteria	g__Microbulbifer	g__Microbulbifer	s__Microbulbifer sp009363535	s__Microbulbifer harenosus	0.000000	0.000000	0.000000	0.960938	0.887296	12
GCF_017303155.1	GCF_001639145.1	mid_high	d__Bacteria	d__Bacteria	p__Proteobacteria	p__Proteobacteria	g__Microbulbifer	g__Microbulbifer	s__Microbulbifer salipaludis	s__Microbulbifer sp001639145	0.938722	0.937700	78.110000	0.977040	0.945612	671
GCF_000220505.1	GCF_002959965.1	mid_high	d__Bacteria	d__Bacteria	p__Proteobacteria	p__Proteobacteria	g__Microbulbifer	g__Microbulbifer	s__Microbulbifer agarilyticus_B	s__Microbulbifer pacificus	0.805825	0.000000	0.000000	0.958705	0.939487	84
GCF_018853815.1	GCF_018853445.1	mid_high	d__Bacteria	d__Bacteria	p__Proteobacteria	p__Proteobacteria	g__Acidithiobacillus	g__Acidithiobacillus	s__Acidithiobacillus sp018853815	s__Acidithiobacillus sp018853445	0.926902	0.927300	68.950000	0.970480	0.937915	289
GCF_003966655.1	GCF_018853815.1	mid_high	d__Bacteria	d__Bacteria	p__Proteobacteria	p__Proteobacteria	g__Acidithiobacillus	g__Acidithiobacillus	s__Acidithiobacillus ferridurans	s__Acidithiobacillus sp018853815	0.789814	0.000000	0.000000	0.961694	0.924773	31
GCF_018854495.1	GCF_002847505.1	mid_high	d__Bacteria	d__Bacteria	p__Proteobacteria	p__Proteobacteria	g__Acidithiobacillus	g__Acidithiobacillus	s__Acidithiobacillus ferrooxidans_C	s__Acidithiobacillus sp002847505	0.784195	0.000000	0.000000	0.964286	0.909434	21
GCF_009662475.1	GCF_003966655.1	mid_high	d__Bacteria	d__Bacteria	p__Proteobacteria	p__Proteobacteria	g__Acidithiobacillus	g__Acidithiobacillus	s__Acidithiobacillus thiooxidans	s__Acidithiobacillus ferridurans	0.799713	0.000000	0.000000	0.966090	0.946536	47
GCF_015100155.1	GCF_018854775.1	mid_high	d__Bacteria	d__Bacteria	p__Proteobacteria	p__Proteobacteria	g__Acidithiobacillus	g__Acidithiobacillus	s__Acidithiobacillus sp015100155	s__Acidithiobacillus ferriphilus	0.777062	0.000000	0.000000	0.000000	0.000000	0
GCF_000018785.1	GCA_002399815.1	mid_high	d__Bacteria	d__Bacteria	p__Firmicutes	p__Firmicutes	g__Acholeplasma	g__Acholeplasma	s__Acholeplasma laidlawii	s__Acholeplasma sp002399815	0.789682	0.000000	0.000000	0.000000	0.000000	0
GCF_000526235.1	GCF_000018785.1	mid_high	d__Bacteria	d__Bacteria	p__Firmicutes	p__Firmicutes	g__Acholeplasma	g__Acholeplasma	s__Acholeplasma granularum	s__Acholeplasma laidlawii	0.804225	0.000000	0.000000	0.000000	0.000000	0
GCF_000526235.1	GCF_900166985.1	mid_high	d__Bacteria	d__Bacteria	p__Firmicutes	p__Firmicutes	g__Acholeplasma	g__Acholeplasma	s__Acholeplasma granularum	s__Acholeplasma oculi	0.789934	0.000000	0.000000	0.000000	0.000000	0
GCF_015709225.1	GCF_000526235.1	mid_high	d__Bacteria	d__Bacteria	p__Firmicutes	p__Firmicutes	g__Acholeplasma	g__Acholeplasma	s__Acholeplasma laidlawii_A	s__Acholeplasma granularum	0.801879	0.000000	0.000000	0.000000	0.000000	0
GCF_016415625.1	GCF_000262305.1	mid_high	d__Bacteria	d__Bacteria	p__Proteobacteria	p__Proteobacteria	g__Shimwellia	g__Shimwellia	s__Shimwellia pseudoproteus	s__Shimwellia blattae	0.845735	0.847700	28.800000	0.965310	0.916159	109
GCF_000316645.1	GCF_014697105.1	mid_high	d__Bacteria	d__Bacteria	p__Cyanobacteria	p__Cyanobacteria	g__Trichormus	g__Trichormus	s__Trichormus sp000316645	s__Trichormus subtropica	0.807292	0.000000	0.000000	0.959459	0.953731	37
GCF_013393945.1	GCF_014696625.1	mid_high	d__Bacteria	d__Bacteria	p__Cyanobacteria	p__Cyanobacteria	g__Trichormus	g__Trichormus	s__Trichormus sp013393945	s__Trichormus parmelioides	0.807284	0.000000	0.000000	0.961277	0.939090	46
GCF_014697105.1	GCF_002896875.1	mid_high	d__Bacteria	d__Bacteria	p__Cyanobacteria	p__Cyanobacteria	g__Trichormus	g__Trichormus	s__Trichormus subtropica	s__Trichormus sp002896875	0.795968	0.000000	0.000000	0.965993	0.937665	34
GCF_013393945.1	GCF_002896875.1	mid_high	d__Bacteria	d__Bacteria	p__Cyanobacteria	p__Cyanobacteria	g__Trichormus	g__Trichormus	s__Trichormus sp013393945	s__Trichormus sp002896875	0.793247	0.000000	0.000000	0.962340	0.947711	39
GCF_009856605.1	GCF_000009705.1	mid_high	d__Bacteria	d__Bacteria	p__Cyanobacteria	p__Cyanobacteria	g__Trichormus	g__Trichormus	s__Trichormus variabilis	s__Trichormus sp000009705	0.930425	0.932100	60.620000	0.976116	0.949223	420
GCF_003336205.1	GCA_015478785.1	mid_high	d__Bacteria	d__Bacteria	p__Bacteroidota	p__Bacteroidota	g__Planobacterium	g__Planobacterium	s__Planobacterium lacus	s__Planobacterium sp015478785	0.945065	0.946500	85.560000	0.979356	0.966285	165
GCF_014041915.1	GCA_002319955.1	mid_high	d__Bacteria	d__Bacteria	p__Bacteroidota	p__Bacteroidota	g__Planobacterium	g__Planobacterium	s__Planobacterium sp014041915	s__Planobacterium sp002319955	0.000000	0.000000	0.000000	0.000000	0.000000	0
GCF_003336205.1	GCF_008831505.1	mid_high	d__Bacteria	d__Bacteria	p__Bacteroidota	p__Bacteroidota	g__Planobacterium	g__Planobacterium	s__Planobacterium lacus	s__Planobacterium sp008831505	0.000000	0.000000	0.000000	0.970982	0.931777	14
GCF_003336205.1	GCF_015354315.1	mid_high	d__Bacteria	d__Bacteria	p__Bacteroidota	p__Bacteroidota	g__Planobacterium	g__Planobacterium	s__Planobacterium lacus	s__Planobacterium sp015354315	0.000000	0.000000	0.000000	0.979167	0.937763	12
GCF_014041915.1	GCF_015354315.1	mid_high	d__Bacteria	d__Bacteria	p__Bacteroidota	p__Bacteroidota	g__Planobacterium	g__Planobacterium	s__Planobacterium sp014041915	s__Planobacterium sp015354315	0.000000	0.000000	0.000000	0.000000	0.000000	0
GCA_015660155.1	GCA_014382585.1	mid_high	d__Bacteria	d__Bacteria	p__Verrucomicrobiota	p__Verrucomicrobiota	g__JACNJL01	g__JACNJL01	s__JACNJL01 sp015660155	s__JACNJL01 sp014382585	0.845518	0.872700	13.980000	0.958401	0.966000	154
GCA_014382585.1	GCA_014239365.1	mid_high	d__Bacteria	d__Bacteria	p__Verrucomicrobiota	p__Verrucomicrobiota	g__JACNJL01	g__JACNJL01	s__JACNJL01 sp014382585	s__JACNJL01 sp014239365	0.883276	0.885800	47.870000	0.966277	0.927905	417
GCF_900101475.1	GCF_010500245.1	mid_high	d__Bacteria	d__Bacteria	p__Proteobacteria	p__Proteobacteria	g__Ruegeria_B	g__Ruegeria_B	s__Ruegeria_B marina	s__Ruegeria_B sp010500245	0.862837	0.865400	35.920000	0.962981	0.943058	390
GCF_900101475.1	GCF_000011965.2	mid_high	d__Bacteria	d__Bacteria	p__Proteobacteria	p__Proteobacteria	g__Ruegeria_B	g__Ruegeria_B	s__Ruegeria_B marina	s__Ruegeria_B pomeroyi	0.842838	0.841300	22.350000	0.957682	0.950332	288
GCF_012972675.1	GCF_009827545.1	mid_high	d__Bacteria	d__Bacteria	p__Proteobacteria	p__Proteobacteria	g__Pontixanthobacter	g__Pontixanthobacter	s__Pontixanthobacter rizhaonensis	s__Pontixanthobacter gangjinensis	0.781461	0.000000	0.000000	0.000000	0.000000	0
GCF_009828095.1	GCF_012972675.1	mid_high	d__Bacteria	d__Bacteria	p__Proteobacteria	p__Proteobacteria	g__Pontixanthobacter	g__Pontixanthobacter	s__Pontixanthobacter luteolus	s__Pontixanthobacter rizhaonensis	0.777949	0.000000	0.000000	0.000000	0.000000	0
GCF_012972675.1	GCF_009827455.1	mid_high	d__Bacteria	d__Bacteria	p__Proteobacteria	p__Proteobacteria	g__Pontixanthobacter	g__Pontixanthobacter	s__Pontixanthobacter rizhaonensis	s__Pontixanthobacter aestiaquae	0.784092	0.000000	0.000000	0.959821	0.922766	42
GCF_009827545.1	GCF_009827455.1	mid_high	d__Bacteria	d__Bacteria	p__Proteobacteria	p__Proteobacteria	g__Pontixanthobacter	g__Pontixanthobacter	s__Pontixanthobacter gangjinensis	s__Pontixanthobacter aestiaquae	0.784481	0.000000	0.000000	0.951858	0.892707	37
GCF_009828095.1	GCF_017812015.1	mid_high	d__Bacteria	d__Bacteria	p__Proteobacteria	p__Proteobacteria	g__Pontixanthobacter	g__Pontixanthobacter	s__Pontixanthobacter luteolus	s__Pontixanthobacter sp017812015	0.782393	0.000000	0.000000	0.948370	0.887429	23
GCA_003246795.1	GCA_016792785.1	mid_high	d__Bacteria	d__Bacteria	p__Proteobacteria	p__Proteobacteria	g__SZUA-430	g__SZUA-430	s__SZUA-430 sp003246795	s__SZUA-430 sp016792785	0.801630	0.000000	0.000000	0.953309	0.909011	85
GCA_016792785.1	GCA_016792645.1	mid_high	d__Bacteria	d__Bacteria	p__Proteobacteria	p__Proteobacteria	g__SZUA-430	g__SZUA-430	s__SZUA-430 sp016792785	s__SZUA-430 sp016792645	0.805326	0.000000	0.000000	0.957338	0.950572	178
GCA_902826695.1	GCA_017983635.1	mid_high	d__Bacteria	d__Bacteria	p__Proteobacteria	p__Proteobacteria	g__SZUA-430	g__SZUA-430	s__SZUA-430 sp902826695	s__SZUA-430 sp017983635	0.803254	0.000000	0.000000	0.957112	0.945879	145
GCA_003246795.1	GCA_013140995.1	mid_high	d__Bacteria	d__Bacteria	p__Proteobacteria	p__Proteobacteria	g__SZUA-430	g__SZUA-430	s__SZUA-430 sp003246795	s__SZUA-430 sp013140995	0.790054	0.000000	0.000000	0.953629	0.891163	62
GCA_002305315.1	GCA_017467985.1	mid_high	d__Bacteria	d__Bacteria	p__Firmicutes_A	p__Firmicutes_A	g__Faecimorpha	g__Faecimorpha	s__Faecimorpha stercoravium	s__Faecimorpha sp017467985	0.000000	0.000000	0.000000	0.000000	0.000000	0
GCA_002305315.1	GCA_900764045.1	mid_high	d__Bacteria	d__Bacteria	p__Firmicutes_A	p__Firmicutes_A	g__Faecimorpha	g__Faecimorpha	s__Faecimorpha stercoravium	s__Faecimorpha sp900764045	0.777982	0.000000	0.000000	0.000000	0.000000	0
GCA_017467985.1	GCA_900764045.1	mid_high	d__Bacteria	d__Bacteria	p__Firmicutes_A	p__Firmicutes_A	g__Faecimorpha	g__Faecimorpha	s__Faecimorpha sp017467985	s__Faecimorpha sp900764045	0.000000	0.000000	0.000000	0.000000	0.000000	0
GCA_018302785.1	GCA_018302805.1	mid_high	d__Archaea	d__Archaea	p__Nanoarchaeota	p__Nanoarchaeota	g__JAGVZF01	g__JAGVZF01	s__JAGVZF01 sp018302785	s__JAGVZF01 sp018302805	0.789685	0.000000	0.000000	0.000000	0.000000	0
GCA_002011425.1	GCA_002010365.1	mid_high	d__Bacteria	d__Bacteria	p__Bipolaricaulota	p__Bipolaricaulota	g__UBA3571	g__UBA3571	s__UBA3571 sp002011425	s__UBA3571 sp002010365	0.793403	0.000000	0.000000	0.000000	0.000000	0
GCA_013151115.1	GCA_002011425.1	mid_high	d__Bacteria	d__Bacteria	p__Bipolaricaulota	p__Bipolaricaulota	g__UBA3571	g__UBA3571	s__UBA3571 sp013151115	s__UBA3571 sp002011425	0.822854	0.857200	10.910000	0.958333	0.940520	27
GCA_002010365.1	GCA_013151115.1	mid_high	d__Bacteria	d__Bacteria	p__Bipolaricaulota	p__Bipolaricaulota	g__UBA3571	g__UBA3571	s__UBA3571 sp002010365	s__UBA3571 sp013151115	0.809368	0.000000	0.000000	0.953125	0.927541	10
GCA_013151115.1	GCA_002375995.1	mid_high	d__Bacteria	d__Bacteria	p__Bipolaricaulota	p__Bipolaricaulota	g__UBA3571	g__UBA3571	s__UBA3571 sp013151115	s__UBA3571 sp002375995	0.819301	0.846700	9.460000	0.963942	0.948012	13
GCA_002375995.1	GCA_002011425.1	mid_high	d__Bacteria	d__Bacteria	p__Bipolaricaulota	p__Bipolaricaulota	g__UBA3571	g__UBA3571	s__UBA3571 sp002375995	s__UBA3571 sp002011425	0.796271	0.000000	0.000000	0.954167	0.915655	15
GCF_012848855.1	GCF_000689395.1	mid_high	d__Bacteria	d__Bacteria	p__Proteobacteria	p__Proteobacteria	g__Pyruvatibacter	g__Pyruvatibacter	s__Pyruvatibacter mobilis	s__Pyruvatibacter ectocarpi	0.791407	0.000000	0.000000	0.000000	0.000000	0
GCA_003485715.1	GCA_002299125.1	mid_high	d__Bacteria	d__Bacteria	p__Proteobacteria	p__Proteobacteria	g__UBA7966	g__UBA7966	s__UBA7966 sp003485715	s__UBA7966 sp002299125	0.915998	0.915200	55.070000	0.967792	0.941347	685
GCA_017450695.1	GCA_017544725.1	mid_high	d__Bacteria	d__Bacteria	p__Verrucomicrobiota	p__Verrucomicrobiota	g__RGIG6996	g__RGIG6996	s__RGIG6996 sp017450695	s__RGIG6996 sp017544725	0.834700	0.844400	15.860000	0.957721	0.950769	204
GCA_015485585.1	GCA_015489555.1	mid_high	d__Bacteria	d__Bacteria	p__Patescibacteria	p__Patescibacteria	g__S139-149	g__S139-149	s__S139-149 sp015485585	s__S139-149 sp015489555	0.000000	0.000000	0.000000	0.000000	0.000000	0
GCF_000264455.2	GCF_014636235.1	mid_high	d__Bacteria	d__Bacteria	p__Proteobacteria	p__Proteobacteria	g__Tistrella	g__Tistrella	s__Tistrella mobilis	s__Tistrella bauzanensis	0.832002	0.000000	0.000000	0.961598	0.942367	402
GCA_018660965.1	GCA_016764135.1	mid_high	d__Bacteria	d__Bacteria	p__Proteobacteria	p__Proteobacteria	g__JABJJH01	g__JABJJH01	s__JABJJH01 sp018660965	s__JABJJH01 sp016764135	0.774510	0.000000	0.000000	0.953125	0.905502	20
GCF_000787815.1	GCF_014084125.1	mid_high	d__Bacteria	d__Bacteria	p__Actinobacteriota	p__Actinobacteriota	g__Streptacidiphilus	g__Streptacidiphilus	s__Streptacidiphilus neutrinimicus	s__Streptacidiphilus sp014084125	0.814147	0.000000	0.000000	0.960018	0.954030	204
GCF_015690355.1	GCF_000719095.1	mid_high	d__Bacteria	d__Bacteria	p__Actinobacteriota	p__Actinobacteriota	g__Streptacidiphilus	g__Streptacidiphilus	s__Streptacidiphilus fuscans	s__Streptacidiphilus jeojiense	0.816798	0.000000	0.000000	0.962289	0.949460	266
GCF_000744655.1	GCF_000787835.1	mid_high	d__Bacteria	d__Bacteria	p__Actinobacteriota	p__Actinobacteriota	g__Streptacidiphilus	g__Streptacidiphilus	s__Streptacidiphilus rugosus	s__Streptacidiphilus melanogenes	0.847016	0.845700	15.030000	0.964049	0.914582	565
GCF_000744655.1	GCA_014284505.1	mid_high	d__Bacteria	d__Bacteria	p__Actinobacteriota	p__Actinobacteriota	g__Streptacidiphilus	g__Streptacidiphilus	s__Streptacidiphilus rugosus	s__Streptacidiphilus sp014284505	0.809087	0.000000	0.000000	0.960690	0.959964	221
GCF_000787815.1	GCA_014284505.1	mid_high	d__Bacteria	d__Bacteria	p__Actinobacteriota	p__Actinobacteriota	g__Streptacidiphilus	g__Streptacidiphilus	s__Streptacidiphilus neutrinimicus	s__Streptacidiphilus sp014284505	0.806595	0.000000	0.000000	0.959047	0.948074	219
GCF_000820705.1	GCF_900142075.1	mid_high	d__Bacteria	d__Bacteria	p__Firmicutes_A	p__Firmicutes_A	g__Clostridium_AA	g__Clostridium_AA	s__Clostridium_AA polynesiense	s__Clostridium_AA amylolyticum	0.789121	0.000000	0.000000	0.000000	0.000000	0
GCF_000331225.1	GCA_002280855.1	mid_high	d__Bacteria	d__Bacteria	p__Proteobacteria	p__Proteobacteria	g__Sandarakinorhabdus	g__Sandarakinorhabdus	s__Sandarakinorhabdus sp000331225	s__Sandarakinorhabdus sp002280855	0.880808	0.881100	51.860000	0.963651	0.920592	619
GCF_009733735.1	GCF_000331225.1	mid_high	d__Bacteria	d__Bacteria	p__Proteobacteria	p__Proteobacteria	g__Sandarakinorhabdus	g__Sandarakinorhabdus	s__Sandarakinorhabdus oryzae	s__Sandarakinorhabdus sp000331225	0.859760	0.859000	30.060000	0.961677	0.910753	296
GCF_010994245.1	GCF_009733735.1	mid_high	d__Bacteria	d__Bacteria	p__Proteobacteria	p__Proteobacteria	g__Sandarakinorhabdus	g__Sandarakinorhabdus	s__Sandarakinorhabdus rubra	s__Sandarakinorhabdus oryzae	0.843975	0.845900	13.810000	0.960604	0.920295	234
GCF_000331225.1	GCF_002251755.1	mid_high	d__Bacteria	d__Bacteria	p__Proteobacteria	p__Proteobacteria	g__Sandarakinorhabdus	g__Sandarakinorhabdus	s__Sandarakinorhabdus sp000331225	s__Sandarakinorhabdus cyanobacteriorum	0.839397	0.830500	16.500000	0.960980	0.965319	185
GCA_003164335.1	GCA_903888815.1	mid_high	d__Bacteria	d__Bacteria	p__Fibrobacterota	p__Fibrobacterota	g__BOG-1184	g__BOG-1184	s__BOG-1184 sp003164335	s__BOG-1184 sp903888815	0.000000	0.000000	0.000000	0.000000	0.000000	0
GCF_001548395.1	GCA_003695655.1	mid_high	d__Bacteria	d__Bacteria	p__Cyanobacteria	p__Cyanobacteria	g__O-77	g__O-77	s__O-77 sp001548395	s__O-77 sp003695655	0.824440	0.000000	0.000000	0.959918	0.954522	184
GCF_013177315.1	GCF_001548395.1	mid_high	d__Bacteria	d__Bacteria	p__Cyanobacteria	p__Cyanobacteria	g__O-77	g__O-77	s__O-77 sp013177315	s__O-77 sp001548395	0.913464	0.909900	60.420000	0.971128	0.942600	1012
GCA_018061025.1	GCA_018061485.1	mid_high	d__Bacteria	d__Bacteria	p__Patescibacteria	p__Patescibacteria	g__JAGOUA01	g__JAGOUA01	s__JAGOUA01 sp018061025	s__JAGOUA01 sp018061485	0.000000	0.000000	0.000000	0.000000	0.000000	0
GCF_001832905.1	GCF_001832885.1	mid_high	d__Bacteria	d__Bacteria	p__Firmicutes	p__Firmicutes	g__Floricoccus	g__Floricoccus	s__Floricoccus tropicus	s__Floricoccus penangensis	0.935804	0.937100	75.710000	0.981841	0.967149	74
GCA_016882345.1	GCA_016882555.1	mid_high	d__Bacteria	d__Bacteria	p__Cyanobacteria	p__Cyanobacteria	g__RGUW01	g__RGUW01	s__RGUW01 sp016882345	s__RGUW01 sp016882555	0.827414	0.000000	0.000000	0.964086	0.946762	134
GCA_016882345.1	GCA_018970945.1	mid_high	d__Bacteria	d__Bacteria	p__Cyanobacteria	p__Cyanobacteria	g__RGUW01	g__RGUW01	s__RGUW01 sp016882345	s__RGUW01 sp018970945	0.814137	0.000000	0.000000	0.957325	0.955905	93
GCA_010027605.1	GCA_016882555.1	mid_high	d__Bacteria	d__Bacteria	p__Cyanobacteria	p__Cyanobacteria	g__RGUW01	g__RGUW01	s__RGUW01 sp010027605	s__RGUW01 sp016882555	0.822450	0.000000	0.000000	0.960674	0.960852	89
GCA_016882345.1	GCA_010027605.1	mid_high	d__Bacteria	d__Bacteria	p__Cyanobacteria	p__Cyanobacteria	g__RGUW01	g__RGUW01	s__RGUW01 sp016882345	s__RGUW01 sp010027605	0.811894	0.000000	0.000000	0.959926	0.954154	85
GCA_903928565.1	GCA_001822095.1	mid_high	d__Bacteria	d__Bacteria	p__Patescibacteria	p__Patescibacteria	g__XYD1-FULL-39-28	g__XYD1-FULL-39-28	s__XYD1-FULL-39-28 sp903928565	s__XYD1-FULL-39-28 sp001822095	0.762338	0.000000	0.000000	0.000000	0.000000	0
GCA_903839895.1	GCA_001822095.1	mid_high	d__Bacteria	d__Bacteria	p__Patescibacteria	p__Patescibacteria	g__XYD1-FULL-39-28	g__XYD1-FULL-39-28	s__XYD1-FULL-39-28 sp903839895	s__XYD1-FULL-39-28 sp001822095	0.000000	0.000000	0.000000	0.000000	0.000000	0
GCA_001822065.1	GCA_903831095.1	mid_high	d__Bacteria	d__Bacteria	p__Patescibacteria	p__Patescibacteria	g__XYD1-FULL-39-28	g__XYD1-FULL-39-28	s__XYD1-FULL-39-28 sp001822065	s__XYD1-FULL-39-28 sp903831095	0.000000	0.000000	0.000000	0.000000	0.000000	0
GCA_903923535.1	GCA_903928565.1	mid_high	d__Bacteria	d__Bacteria	p__Patescibacteria	p__Patescibacteria	g__XYD1-FULL-39-28	g__XYD1-FULL-39-28	s__XYD1-FULL-39-28 sp903923535	s__XYD1-FULL-39-28 sp903928565	0.768765	0.000000	0.000000	0.000000	0.000000	0
GCA_903835075.1	GCA_903845295.1	mid_high	d__Bacteria	d__Bacteria	p__Patescibacteria	p__Patescibacteria	g__XYD1-FULL-39-28	g__XYD1-FULL-39-28	s__XYD1-FULL-39-28 sp903835075	s__XYD1-FULL-39-28 sp903845295	0.773640	0.000000	0.000000	0.000000	0.000000	0
