query	reference	label	q_domain	r_domain	q_phylum	r_phylum	q_genus	r_genus	q_species	r_species	fastani_ani	skani_ani	skani_align_frac	s2b_raw_ani	s2b_gbrt_ani	s2b_shared_tags	s2b_af_q	s2b_af_r	s2b_ref_gc
GCF_009876415.1	GCF_012317185.1	high	d__Bacteria	d__Bacteria	p__Firmicutes	p__Firmicutes	g__Clostridium_AQ	g__Clostridium_AQ	s__Clostridium_AQ innocuum	s__Clostridium_AQ innocuum	0.974325	0.977800	76.210000	0.991025	0.979409	860	0.465620	0.429142	0.436245
GCF_009876415.1	GCF_002814255.1	high	d__Bacteria	d__Bacteria	p__Firmicutes	p__Firmicutes	g__Clostridium_AQ	g__Clostridium_AQ	s__Clostridium_AQ innocuum	s__Clostridium_AQ innocuum	0.991464	0.994700	87.440000	0.997828	0.993066	935	0.506226	0.492364	0.438462
GCF_012317185.1	GCF_002814255.1	high	d__Bacteria	d__Bacteria	p__Firmicutes	p__Firmicutes	g__Clostridium_AQ	g__Clostridium_AQ	s__Clostridium_AQ innocuum	s__Clostridium_AQ innocuum	0.972862	0.977500	81.320000	0.991199	0.978977	1367	0.682136	0.719853	0.438462
GCF_000019305.1	GCA_001951135.2	high	d__Bacteria	d__Bacteria	p__Firmicutes_A	p__Firmicutes_A	g__Clostridium_F	g__Clostridium_F	s__Clostridium_F botulinum	s__Clostridium_F botulinum	0.961171	0.957200	78.930000	0.987424	0.963993	82	0.479532	0.500000	0.279534
GCF_000019305.1	GCF_001276985.1	high	d__Bacteria	d__Bacteria	p__Firmicutes_A	p__Firmicutes_A	g__Clostridium_F	g__Clostridium_F	s__Clostridium_F botulinum	s__Clostridium_F botulinum	0.973704	0.976400	86.560000	0.988730	0.968365	61	0.356725	0.420690	0.279832
GCA_001951135.2	GCF_001276985.1	high	d__Bacteria	d__Bacteria	p__Firmicutes_A	p__Firmicutes_A	g__Clostridium_F	g__Clostridium_F	s__Clostridium_F botulinum	s__Clostridium_F botulinum	0.962552	0.960200	84.360000	0.988582	0.963127	52	0.317073	0.358621	0.279832
GCF_000950675.1	GCF_000008485.1	high	d__Bacteria	d__Bacteria	p__Proteobacteria	p__Proteobacteria	g__Legionella	g__Legionella	s__Legionella pneumophila	s__Legionella pneumophila	0.970219	0.972900	89.000000	0.987010	0.970280	599	0.710558	0.726061	0.382695
GCF_000950675.1	GCF_000586235.1	high	d__Bacteria	d__Bacteria	p__Proteobacteria	p__Proteobacteria	g__Legionella	g__Legionella	s__Legionella pneumophila	s__Legionella pneumophila	0.984994	0.987100	93.530000	0.994291	0.984340	312	0.370107	0.381418	0.381482
GCF_000950675.1	GCF_001582305.1	high	d__Bacteria	d__Bacteria	p__Proteobacteria	p__Proteobacteria	g__Legionella	g__Legionella	s__Legionella pneumophila	s__Legionella pneumophila	0.985359	0.987100	93.480000	0.993850	0.984182	437	0.518387	0.534230	0.381959
GCF_000950675.1	GCF_000823405.1	high	d__Bacteria	d__Bacteria	p__Proteobacteria	p__Proteobacteria	g__Legionella	g__Legionella	s__Legionella pneumophila	s__Legionella pneumophila	0.974454	0.976100	87.790000	0.986900	0.968164	229	0.271649	0.276236	0.382157
GCF_000008485.1	GCF_000586235.1	high	d__Bacteria	d__Bacteria	p__Proteobacteria	p__Proteobacteria	g__Legionella	g__Legionella	s__Legionella pneumophila	s__Legionella pneumophila	0.967761	0.968700	90.270000	0.985728	0.966198	254	0.307879	0.310513	0.381482
GCF_000008485.1	GCF_001582305.1	high	d__Bacteria	d__Bacteria	p__Proteobacteria	p__Proteobacteria	g__Legionella	g__Legionella	s__Legionella pneumophila	s__Legionella pneumophila	0.967541	0.968800	90.550000	0.984899	0.967780	358	0.433939	0.437653	0.381959
GCF_000008485.1	GCF_000823405.1	high	d__Bacteria	d__Bacteria	p__Proteobacteria	p__Proteobacteria	g__Legionella	g__Legionella	s__Legionella pneumophila	s__Legionella pneumophila	0.965720	0.966900	86.110000	0.982302	0.951067	196	0.237576	0.236429	0.382157
GCF_000586235.1	GCF_001582305.1	high	d__Bacteria	d__Bacteria	p__Proteobacteria	p__Proteobacteria	g__Legionella	g__Legionella	s__Legionella pneumophila	s__Legionella pneumophila	0.999918	1.000000	99.780000	1.000000	0.998671	424	0.518337	0.518337	0.381959
GCF_000586235.1	GCF_000823405.1	high	d__Bacteria	d__Bacteria	p__Proteobacteria	p__Proteobacteria	g__Legionella	g__Legionella	s__Legionella pneumophila	s__Legionella pneumophila	0.973559	0.974200	87.900000	0.989196	0.972356	269	0.328851	0.324487	0.382157
GCF_001582305.1	GCF_000823405.1	high	d__Bacteria	d__Bacteria	p__Proteobacteria	p__Proteobacteria	g__Legionella	g__Legionella	s__Legionella pneumophila	s__Legionella pneumophila	0.973496	0.974000	87.890000	0.988041	0.971346	358	0.437653	0.431846	0.382157
GCA_001414325.1	GCA_018367855.1	high	d__Bacteria	d__Bacteria	p__Firmicutes_A	p__Firmicutes_A	g__Butyribacter	g__Butyribacter	s__Butyribacter intestini	s__Butyribacter intestini	0.977054	0.981600	79.290000	0.990924	0.976042	272	0.316647	0.337051	0.367429
GCA_001414325.1	GCA_003481325.1	high	d__Bacteria	d__Bacteria	p__Firmicutes_A	p__Firmicutes_A	g__Butyribacter	g__Butyribacter	s__Butyribacter intestini	s__Butyribacter intestini	1.000000	1.000000	99.950000	1.000000	0.999198	859	1.000000	1.000000	0.367104
GCA_018367855.1	GCA_003481325.1	high	d__Bacteria	d__Bacteria	p__Firmicutes_A	p__Firmicutes_A	g__Butyribacter	g__Butyribacter	s__Butyribacter intestini	s__Butyribacter intestini	0.978682	0.981600	75.930000	0.991236	0.976583	271	0.335812	0.315483	0.367104
GCF_001718695.1	GCF_001530495.1	high	d__Bacteria	d__Bacteria	p__Proteobacteria	p__Proteobacteria	g__Burkholderia	g__Burkholderia	s__Burkholderia ubonensis	s__Burkholderia ubonensis	0.956764	0.958100	62.900000	0.989003	0.976495	3052	0.232657	0.258754	0.675740
GCF_001718695.1	GCF_000959245.1	high	d__Bacteria	d__Bacteria	p__Proteobacteria	p__Proteobacteria	g__Burkholderia	g__Burkholderia	s__Burkholderia ubonensis	s__Burkholderia ubonensis	0.956142	0.961500	56.400000	0.989847	0.979215	6704	0.511054	0.490812	0.673076
GCF_001530495.1	GCF_000959245.1	high	d__Bacteria	d__Bacteria	p__Proteobacteria	p__Proteobacteria	g__Burkholderia	g__Burkholderia	s__Burkholderia ubonensis	s__Burkholderia ubonensis	0.990751	0.990800	83.070000	0.994625	0.986608	5256	0.445613	0.384801	0.673076
GCF_002551965.1	GCF_000161295.1	high	d__Bacteria	d__Bacteria	p__Firmicutes	p__Firmicutes	g__Bacillus_A	g__Bacillus_A	s__Bacillus_A toyonensis	s__Bacillus_A toyonensis	0.983226	0.986500	86.680000	0.995119	0.987285	621	0.469033	0.464473	0.348765
GCF_002551965.1	GCF_000496285.1	high	d__Bacteria	d__Bacteria	p__Firmicutes	p__Firmicutes	g__Bacillus_A	g__Bacillus_A	s__Bacillus_A toyonensis	s__Bacillus_A toyonensis	0.994118	0.995700	93.510000	0.998413	0.993723	256	0.193353	0.215488	0.355558
GCF_000161295.1	GCF_000496285.1	high	d__Bacteria	d__Bacteria	p__Firmicutes	p__Firmicutes	g__Bacillus_A	g__Bacillus_A	s__Bacillus_A toyonensis	s__Bacillus_A toyonensis	0.985224	0.988000	91.110000	0.996181	0.989798	401	0.299925	0.337542	0.355558
GCF_900164635.1	GCF_001077535.1	high	d__Bacteria	d__Bacteria	p__Firmicutes_A	p__Firmicutes_A	g__Clostridioides	g__Clostridioides	s__Clostridioides difficile	s__Clostridioides difficile	0.993134	0.993200	92.420000	0.998140	0.987972	84	0.541935	0.477273	0.287713
GCF_900164635.1	GCF_000451245.2	high	d__Bacteria	d__Bacteria	p__Firmicutes_A	p__Firmicutes_A	g__Clostridioides	g__Clostridioides	s__Clostridioides difficile	s__Clostridioides difficile	0.993960	0.993600	94.680000	0.997059	0.989692	85	0.548387	0.488506	0.284145
GCF_900164635.1	GCA_018376295.1	high	d__Bacteria	d__Bacteria	p__Firmicutes_A	p__Firmicutes_A	g__Clostridioides	g__Clostridioides	s__Clostridioides difficile	s__Clostridioides difficile	0.993074	0.992200	91.190000	0.997685	0.986199	81	0.522581	0.482143	0.286266
GCF_900164635.1	GCA_002939365.1	high	d__Bacteria	d__Bacteria	p__Firmicutes_A	p__Firmicutes_A	g__Clostridioides	g__Clostridioides	s__Clostridioides difficile	s__Clostridioides difficile	0.993676	0.994600	91.270000	0.998547	0.993920	86	0.554839	0.527607	0.283986
GCF_001077535.1	GCF_000451245.2	high	d__Bacteria	d__Bacteria	p__Firmicutes_A	p__Firmicutes_A	g__Clostridioides	g__Clostridioides	s__Clostridioides difficile	s__Clostridioides difficile	0.993783	0.993200	94.650000	0.998470	0.993745	143	0.812500	0.821839	0.284145
GCF_001077535.1	GCA_018376295.1	high	d__Bacteria	d__Bacteria	p__Firmicutes_A	p__Firmicutes_A	g__Clostridioides	g__Clostridioides	s__Clostridioides difficile	s__Clostridioides difficile	0.991926	0.992700	90.750000	0.997917	0.987069	75	0.426136	0.446429	0.286266
GCF_001077535.1	GCA_002939365.1	high	d__Bacteria	d__Bacteria	p__Firmicutes_A	p__Firmicutes_A	g__Clostridioides	g__Clostridioides	s__Clostridioides difficile	s__Clostridioides difficile	0.993976	0.994800	91.670000	0.998897	0.993215	85	0.482955	0.521472	0.283986
GCF_000451245.2	GCA_018376295.1	high	d__Bacteria	d__Bacteria	p__Firmicutes_A	p__Firmicutes_A	g__Clostridioides	g__Clostridioides	s__Clostridioides difficile	s__Clostridioides difficile	0.993665	0.994400	91.040000	0.997196	0.985277	78	0.448276	0.464286	0.286266
GCF_000451245.2	GCA_002939365.1	high	d__Bacteria	d__Bacteria	p__Firmicutes_A	p__Firmicutes_A	g__Clostridioides	g__Clostridioides	s__Clostridioides difficile	s__Clostridioides difficile	0.994724	0.996000	92.860000	0.998162	0.991889	85	0.488506	0.521472	0.283986
GCA_018376295.1	GCA_002939365.1	high	d__Bacteria	d__Bacteria	p__Firmicutes_A	p__Firmicutes_A	g__Clostridioides	g__Clostridioides	s__Clostridioides difficile	s__Clostridioides difficile	0.992861	0.992600	90.530000	0.996767	0.982248	58	0.345238	0.355828	0.283986
GCF_001912845.1	GCF_001457695.1	high	d__Bacteria	d__Bacteria	p__Campylobacterota	p__Campylobacterota	g__Campylobacter_D	g__Campylobacter_D	s__Campylobacter_D jejuni	s__Campylobacter_D jejuni	0.974285	0.975700	84.830000	0.987171	0.968589	95	0.409483	0.407725	0.302266
GCF_001912845.1	GCF_001764765.1	high	d__Bacteria	d__Bacteria	p__Campylobacterota	p__Campylobacterota	g__Campylobacter_D	g__Campylobacter_D	s__Campylobacter_D jejuni	s__Campylobacter_D jejuni	0.980232	0.981600	92.990000	0.991291	0.978366	122	0.525862	0.532751	0.305882
GCF_001912845.1	GCF_002411985.1	high	d__Bacteria	d__Bacteria	p__Campylobacterota	p__Campylobacterota	g__Campylobacter_D	g__Campylobacter_D	s__Campylobacter_D jejuni	s__Campylobacter_D jejuni	0.999868	0.999900	100.000000	1.000000	0.998446	132	0.568966	0.586667	0.304453
GCF_001457695.1	GCF_001764765.1	high	d__Bacteria	d__Bacteria	p__Campylobacterota	p__Campylobacterota	g__Campylobacter_D	g__Campylobacter_D	s__Campylobacter_D jejuni	s__Campylobacter_D jejuni	0.975268	0.978000	88.950000	0.987637	0.969138	91	0.390558	0.397380	0.305882
GCF_001457695.1	GCF_002411985.1	high	d__Bacteria	d__Bacteria	p__Campylobacterota	p__Campylobacterota	g__Campylobacter_D	g__Campylobacter_D	s__Campylobacter_D jejuni	s__Campylobacter_D jejuni	0.976022	0.976800	90.610000	0.987699	0.969157	94	0.403433	0.417778	0.304453
GCF_001764765.1	GCF_002411985.1	high	d__Bacteria	d__Bacteria	p__Campylobacterota	p__Campylobacterota	g__Campylobacter_D	g__Campylobacter_D	s__Campylobacter_D jejuni	s__Campylobacter_D jejuni	0.980419	0.982000	92.040000	0.990728	0.977151	91	0.397380	0.404444	0.304453
GCF_900475675.1	GCA_905205905.1	high	d__Bacteria	d__Bacteria	p__Firmicutes	p__Firmicutes	g__Streptococcus	g__Streptococcus	s__Streptococcus lutetiensis	s__Streptococcus lutetiensis	0.991832	0.992100	88.350000	0.997839	0.992253	188	0.436195	0.427273	0.374416
GCF_900475675.1	GCF_015670875.1	high	d__Bacteria	d__Bacteria	p__Firmicutes	p__Firmicutes	g__Streptococcus	g__Streptococcus	s__Streptococcus lutetiensis	s__Streptococcus lutetiensis	0.991972	0.993200	85.700000	0.997628	0.991948	224	0.519722	0.507937	0.374851
GCA_905205905.1	GCF_015670875.1	high	d__Bacteria	d__Bacteria	p__Firmicutes	p__Firmicutes	g__Streptococcus	g__Streptococcus	s__Streptococcus lutetiensis	s__Streptococcus lutetiensis	0.992231	0.991200	87.940000	0.997001	0.991032	198	0.450000	0.448980	0.374851
GCA_902704835.1	GCA_902704365.1	high	d__Bacteria	d__Bacteria	p__Proteobacteria	p__Proteobacteria	g__Klebsiella	g__Klebsiella	s__Klebsiella pneumoniae	s__Klebsiella pneumoniae	0.999862	0.999900	99.700000	0.999874	0.999069	2966	0.711442	0.714871	0.570973
GCA_902704835.1	GCF_000742135.1	high	d__Bacteria	d__Bacteria	p__Proteobacteria	p__Proteobacteria	g__Klebsiella	g__Klebsiella	s__Klebsiella pneumoniae	s__Klebsiella pneumoniae	0.988892	0.990200	86.520000	0.995481	0.989725	1556	0.373231	0.382686	0.569871
GCA_902704835.1	GCA_902704165.1	high	d__Bacteria	d__Bacteria	p__Proteobacteria	p__Proteobacteria	g__Klebsiella	g__Klebsiella	s__Klebsiella pneumoniae	s__Klebsiella pneumoniae	0.999862	0.999900	99.600000	0.999955	0.999283	2760	0.662029	0.665381	0.571209
GCA_902704835.1	GCF_000406465.1	high	d__Bacteria	d__Bacteria	p__Proteobacteria	p__Proteobacteria	g__Klebsiella	g__Klebsiella	s__Klebsiella pneumoniae	s__Klebsiella pneumoniae	0.998679	0.999800	97.880000	0.999761	0.998367	2090	0.501319	0.510005	0.571672
GCA_902704365.1	GCF_000742135.1	high	d__Bacteria	d__Bacteria	p__Proteobacteria	p__Proteobacteria	g__Klebsiella	g__Klebsiella	s__Klebsiella pneumoniae	s__Klebsiella pneumoniae	0.988782	0.989700	86.660000	0.995940	0.990815	1701	0.409978	0.418347	0.569871
GCA_902704365.1	GCA_902704165.1	high	d__Bacteria	d__Bacteria	p__Proteobacteria	p__Proteobacteria	g__Klebsiella	g__Klebsiella	s__Klebsiella pneumoniae	s__Klebsiella pneumoniae	0.999787	0.999900	99.140000	0.999900	0.999088	3122	0.752470	0.752652	0.571209
GCA_902704365.1	GCF_000406465.1	high	d__Bacteria	d__Bacteria	p__Proteobacteria	p__Proteobacteria	g__Klebsiella	g__Klebsiella	s__Klebsiella pneumoniae	s__Klebsiella pneumoniae	0.998481	0.999800	97.490000	0.999803	0.998576	1901	0.458183	0.463885	0.571672
GCF_000742135.1	GCA_902704165.1	high	d__Bacteria	d__Bacteria	p__Proteobacteria	p__Proteobacteria	g__Klebsiella	g__Klebsiella	s__Klebsiella pneumoniae	s__Klebsiella pneumoniae	0.989642	0.989700	84.490000	0.996082	0.991638	2592	0.637482	0.624879	0.571209
GCF_000742135.1	GCF_000406465.1	high	d__Bacteria	d__Bacteria	p__Proteobacteria	p__Proteobacteria	g__Klebsiella	g__Klebsiella	s__Klebsiella pneumoniae	s__Klebsiella pneumoniae	0.989703	0.989500	85.120000	0.995987	0.991226	2188	0.538121	0.533919	0.571672
GCA_902704165.1	GCF_000406465.1	high	d__Bacteria	d__Bacteria	p__Proteobacteria	p__Proteobacteria	g__Klebsiella	g__Klebsiella	s__Klebsiella pneumoniae	s__Klebsiella pneumoniae	0.998579	0.999700	97.260000	0.999813	0.998612	2337	0.563404	0.570278	0.571672
GCF_000407565.1	GCF_012843815.1	high	d__Bacteria	d__Bacteria	p__Firmicutes	p__Firmicutes	g__Enterococcus_E	g__Enterococcus_E	s__Enterococcus_E cecorum	s__Enterococcus_E cecorum	0.973942	0.974700	77.270000	0.991781	0.979846	327	0.542289	0.540496	0.360857
GCF_000407565.1	GCF_001318265.1	high	d__Bacteria	d__Bacteria	p__Firmicutes	p__Firmicutes	g__Enterococcus_E	g__Enterococcus_E	s__Enterococcus_E cecorum	s__Enterococcus_E cecorum	0.982876	0.986600	87.120000	0.995306	0.987351	466	0.772803	0.816112	0.365097
GCF_012843815.1	GCF_001318265.1	high	d__Bacteria	d__Bacteria	p__Firmicutes	p__Firmicutes	g__Enterococcus_E	g__Enterococcus_E	s__Enterococcus_E cecorum	s__Enterococcus_E cecorum	0.973260	0.975800	83.200000	0.991258	0.979029	311	0.514050	0.544658	0.365097
GCA_900637645.1	GCF_000011645.1	high	d__Bacteria	d__Bacteria	p__Firmicutes	p__Firmicutes	g__Bacillus	g__Bacillus	s__Bacillus licheniformis	s__Bacillus licheniformis	0.999884	0.999900	100.000000	1.000000	0.999449	2448	0.998369	0.999184	0.461944
GCA_900637645.1	GCF_002271715.1	high	d__Bacteria	d__Bacteria	p__Firmicutes	p__Firmicutes	g__Bacillus	g__Bacillus	s__Bacillus licheniformis	s__Bacillus licheniformis	0.995587	0.995700	96.000000	0.998583	0.995540	838	0.341762	0.340789	0.461221
GCF_000011645.1	GCF_002271715.1	high	d__Bacteria	d__Bacteria	p__Firmicutes	p__Firmicutes	g__Bacillus	g__Bacillus	s__Bacillus licheniformis	s__Bacillus licheniformis	0.995731	0.995700	95.940000	0.998583	0.995540	838	0.342041	0.340789	0.461221
GCF_000829035.1	GCF_002762235.1	high	d__Bacteria	d__Bacteria	p__Firmicutes	p__Firmicutes	g__Lacticaseibacillus	g__Lacticaseibacillus	s__Lacticaseibacillus paracasei	s__Lacticaseibacillus paracasei	0.982507	0.983500	81.000000	0.993099	0.983464	1526	0.839384	0.798953	0.463322
GCF_000829035.1	GCF_002027415.1	high	d__Bacteria	d__Bacteria	p__Firmicutes	p__Firmicutes	g__Lacticaseibacillus	g__Lacticaseibacillus	s__Lacticaseibacillus paracasei	s__Lacticaseibacillus paracasei	0.983740	0.988400	88.030000	0.994183	0.984672	736	0.404840	0.428655	0.464267
GCF_002762235.1	GCF_002027415.1	high	d__Bacteria	d__Bacteria	p__Firmicutes	p__Firmicutes	g__Lacticaseibacillus	g__Lacticaseibacillus	s__Lacticaseibacillus paracasei	s__Lacticaseibacillus paracasei	0.983248	0.986400	89.520000	0.993612	0.983666	768	0.402094	0.447292	0.464267
GCA_905212305.1	GCF_000147455.1	high	d__Bacteria	d__Bacteria	p__Firmicutes	p__Firmicutes	g__Enterococcus	g__Enterococcus	s__Enterococcus faecalis	s__Enterococcus faecalis	0.986289	0.987600	86.390000	0.992682	0.982402	316	0.444444	0.450142	0.375892
GCA_905212305.1	GCA_000211255.2	high	d__Bacteria	d__Bacteria	p__Firmicutes	p__Firmicutes	g__Enterococcus	g__Enterococcus	s__Enterococcus faecalis	s__Enterococcus faecalis	0.988096	0.989600	78.150000	0.994256	0.982893	272	0.382560	0.341280	0.373400
GCA_905212305.1	GCA_002419925.1	high	d__Bacteria	d__Bacteria	p__Firmicutes	p__Firmicutes	g__Enterococcus	g__Enterococcus	s__Enterococcus faecalis	s__Enterococcus faecalis	0.987754	0.988700	90.690000	0.991132	0.977286	222	0.312236	0.313117	0.374622
GCA_905212305.1	GCF_000392875.1	high	d__Bacteria	d__Bacteria	p__Firmicutes	p__Firmicutes	g__Enterococcus	g__Enterococcus	s__Enterococcus faecalis	s__Enterococcus faecalis	0.987819	0.989600	84.810000	0.993796	0.982434	272	0.382560	0.357424	0.375844
GCF_000147455.1	GCA_000211255.2	high	d__Bacteria	d__Bacteria	p__Firmicutes	p__Firmicutes	g__Enterococcus	g__Enterococcus	s__Enterococcus faecalis	s__Enterococcus faecalis	0.982394	0.984600	78.430000	0.992071	0.979708	268	0.381766	0.336261	0.373400
GCF_000147455.1	GCA_002419925.1	high	d__Bacteria	d__Bacteria	p__Firmicutes	p__Firmicutes	g__Enterococcus	g__Enterococcus	s__Enterococcus faecalis	s__Enterococcus faecalis	0.985857	0.986200	88.290000	0.993504	0.981287	279	0.397436	0.393512	0.374622
GCF_000147455.1	GCF_000392875.1	high	d__Bacteria	d__Bacteria	p__Firmicutes	p__Firmicutes	g__Enterococcus	g__Enterococcus	s__Enterococcus faecalis	s__Enterococcus faecalis	0.983146	0.984300	84.590000	0.992770	0.982559	255	0.363248	0.335085	0.375844
GCA_000211255.2	GCA_002419925.1	high	d__Bacteria	d__Bacteria	p__Firmicutes	p__Firmicutes	g__Enterococcus	g__Enterococcus	s__Enterococcus faecalis	s__Enterococcus faecalis	0.985348	0.986700	89.000000	0.991629	0.979714	392	0.491844	0.552891	0.374622
GCA_000211255.2	GCF_000392875.1	high	d__Bacteria	d__Bacteria	p__Firmicutes	p__Firmicutes	g__Enterococcus	g__Enterococcus	s__Enterococcus faecalis	s__Enterococcus faecalis	0.988123	0.989800	92.710000	0.995117	0.987969	672	0.843162	0.883049	0.375844
GCA_002419925.1	GCF_000392875.1	high	d__Bacteria	d__Bacteria	p__Firmicutes	p__Firmicutes	g__Enterococcus	g__Enterococcus	s__Enterococcus faecalis	s__Enterococcus faecalis	0.986089	0.987900	83.770000	0.992410	0.982011	387	0.545839	0.508541	0.375844
GCA_019201465.1	GCF_013112235.1	high	d__Bacteria	d__Bacteria	p__Proteobacteria	p__Proteobacteria	g__Xanthomonas	g__Xanthomonas	s__Xanthomonas perforans	s__Xanthomonas perforans	0.985932	0.988100	91.070000	0.993073	0.984686	4295	0.571904	0.568950	0.649137
GCA_019201465.1	GCA_019201265.1	high	d__Bacteria	d__Bacteria	p__Proteobacteria	p__Proteobacteria	g__Xanthomonas	g__Xanthomonas	s__Xanthomonas perforans	s__Xanthomonas perforans	0.985575	0.987500	91.160000	0.993212	0.984654	3356	0.446871	0.442861	0.648725
GCF_013112235.1	GCA_019201265.1	high	d__Bacteria	d__Bacteria	p__Proteobacteria	p__Proteobacteria	g__Xanthomonas	g__Xanthomonas	s__Xanthomonas perforans	s__Xanthomonas perforans	0.987460	0.988000	92.140000	0.993913	0.985559	2834	0.375414	0.373977	0.648725
GCF_904845155.1	GCF_001492875.1	high	d__Bacteria	d__Bacteria	p__Campylobacterota	p__Campylobacterota	g__Campylobacter_D	g__Campylobacter_D	s__Campylobacter_D coli	s__Campylobacter_D coli	0.993853	0.994400	91.390000	0.998707	0.994056	145	0.488215	0.512367	0.310224
GCF_904845155.1	GCF_008727315.1	high	d__Bacteria	d__Bacteria	p__Campylobacterota	p__Campylobacterota	g__Campylobacter_D	g__Campylobacter_D	s__Campylobacter_D coli	s__Campylobacter_D coli	0.986550	0.987700	91.820000	0.998437	0.993731	120	0.404040	0.416667	0.313617
GCF_904845155.1	GCF_000254135.1	high	d__Bacteria	d__Bacteria	p__Campylobacterota	p__Campylobacterota	g__Campylobacter_D	g__Campylobacter_D	s__Campylobacter_D coli	s__Campylobacter_D coli	0.988924	0.990300	88.670000	0.997713	0.991830	123	0.414141	0.415541	0.310369
GCF_904845155.1	GCF_004368335.1	high	d__Bacteria	d__Bacteria	p__Campylobacterota	p__Campylobacterota	g__Campylobacter_D	g__Campylobacter_D	s__Campylobacter_D coli	s__Campylobacter_D coli	0.992402	0.991700	90.420000	0.998488	0.993907	124	0.417508	0.401294	0.312046
GCF_001492875.1	GCF_008727315.1	high	d__Bacteria	d__Bacteria	p__Campylobacterota	p__Campylobacterota	g__Campylobacter_D	g__Campylobacter_D	s__Campylobacter_D coli	s__Campylobacter_D coli	0.986608	0.987400	91.670000	0.998204	0.992002	87	0.307420	0.302083	0.313617
GCF_001492875.1	GCF_000254135.1	high	d__Bacteria	d__Bacteria	p__Campylobacterota	p__Campylobacterota	g__Campylobacter_D	g__Campylobacter_D	s__Campylobacter_D coli	s__Campylobacter_D coli	0.988993	0.991300	88.030000	0.997865	0.993603	161	0.568905	0.543919	0.310369
GCF_001492875.1	GCF_004368335.1	high	d__Bacteria	d__Bacteria	p__Campylobacterota	p__Campylobacterota	g__Campylobacter_D	g__Campylobacter_D	s__Campylobacter_D coli	s__Campylobacter_D coli	0.991306	0.992300	90.480000	0.999099	0.994725	104	0.367491	0.336570	0.312046
GCF_008727315.1	GCF_000254135.1	high	d__Bacteria	d__Bacteria	p__Campylobacterota	p__Campylobacterota	g__Campylobacter_D	g__Campylobacter_D	s__Campylobacter_D coli	s__Campylobacter_D coli	0.985717	0.986800	85.040000	0.997748	0.992145	111	0.385417	0.375000	0.310369
GCF_008727315.1	GCF_004368335.1	high	d__Bacteria	d__Bacteria	p__Campylobacterota	p__Campylobacterota	g__Campylobacter_D	g__Campylobacter_D	s__Campylobacter_D coli	s__Campylobacter_D coli	0.986818	0.986600	88.910000	0.997079	0.990761	107	0.371528	0.346278	0.312046
GCF_000254135.1	GCF_004368335.1	high	d__Bacteria	d__Bacteria	p__Campylobacterota	p__Campylobacterota	g__Campylobacter_D	g__Campylobacter_D	s__Campylobacter_D coli	s__Campylobacter_D coli	0.990146	0.990200	91.970000	0.997633	0.992079	132	0.445946	0.427184	0.312046
GCF_011075175.1	GCF_001461825.1	high	d__Bacteria	d__Bacteria	p__Firmicutes	p__Firmicutes	g__Bacillus	g__Bacillus	s__Bacillus velezensis	s__Bacillus velezensis	0.980139	0.982100	90.700000	0.989303	0.974475	558	0.276923	0.283105	0.463266
GCF_011075175.1	GCF_007678125.1	high	d__Bacteria	d__Bacteria	p__Firmicutes	p__Firmicutes	g__Bacillus	g__Bacillus	s__Bacillus velezensis	s__Bacillus velezensis	0.999987	1.000000	99.770000	0.999799	0.997210	621	0.308189	0.308189	0.458336
GCF_001461825.1	GCF_007678125.1	high	d__Bacteria	d__Bacteria	p__Firmicutes	p__Firmicutes	g__Bacillus	g__Bacillus	s__Bacillus velezensis	s__Bacillus velezensis	0.979455	0.981300	87.390000	0.990317	0.979058	1249	0.633688	0.619851	0.458336
GCF_000445325.1	GCF_000443915.1	high	d__Bacteria	d__Bacteria	p__Actinobacteriota	p__Actinobacteriota	g__Mycobacterium	g__Mycobacterium	s__Mycobacterium tuberculosis	s__Mycobacterium tuberculosis	0.998989	0.999400	99.650000	0.999885	0.999246	5152	0.994403	0.993252	0.653423
GCF_000445325.1	GCF_000445345.1	high	d__Bacteria	d__Bacteria	p__Actinobacteriota	p__Actinobacteriota	g__Mycobacterium	g__Mycobacterium	s__Mycobacterium tuberculosis	s__Mycobacterium tuberculosis	0.999200	0.999200	99.140000	0.999939	0.999332	5129	0.989963	0.999610	0.642062
GCF_000445325.1	GCF_000445595.1	high	d__Bacteria	d__Bacteria	p__Actinobacteriota	p__Actinobacteriota	g__Mycobacterium	g__Mycobacterium	s__Mycobacterium tuberculosis	s__Mycobacterium tuberculosis	0.999524	0.999500	99.480000	0.999945	0.999338	5155	0.994982	0.996328	0.650927
GCF_000445325.1	GCF_000195955.2	high	d__Bacteria	d__Bacteria	p__Actinobacteriota	p__Actinobacteriota	g__Mycobacterium	g__Mycobacterium	s__Mycobacterium tuberculosis	s__Mycobacterium tuberculosis	0.999231	0.999700	99.540000	0.999861	0.999223	5177	0.999228	0.992904	0.656147
GCF_000443915.1	GCF_000445345.1	high	d__Bacteria	d__Bacteria	p__Actinobacteriota	p__Actinobacteriota	g__Mycobacterium	g__Mycobacterium	s__Mycobacterium tuberculosis	s__Mycobacterium tuberculosis	0.998873	0.998700	98.630000	0.999872	0.999233	5112	0.985541	0.996297	0.642062
