cluster	species	total_pairs	struct_top_pairs	ani_top_pairs	both_top_pairs	struct_enrichment_ratio	ani_enrichment_ratio	struct_p	ani_p	log2_struct_over_ani	neg_log10_min_p	struct_q	ani_q	mode
HROM_Genome_1375	HROM_Genome_1375	820	69	462	62	1.6829273340225084	11.268296062585492	2.4644088247950254e-05	0.0	-2.7343684826801673	844.1858033112231	7.133094431767824e-05	0.0	ani_enriched
HROM_Genome_2864	JABCPH02 sp013333235	18872	124	2383	49	0.13141165450495532	2.5254352635911976	1.0	0.0	-4.258863978001594	832.2869566339865	1.0	0.0	ani_enriched
HROM_Genome_1880	HROM_Genome_1880	331	6	304	5	0.3625378730851062	18.368585569645383	0.9992474656622728	0.0	-5.54985869976524	821.0876515538552	1.0	0.0	ani_enriched
HROM_Genome_1369	HROM_Genome_1369	3842	324	917	199	1.686622057137738	4.77355687159045	2.5647906983762915e-19	0.0	-1.4994896797314365	789.8463962958945	9.410253196155266e-19	0.0	ani_enriched
HROM_Genome_3819	SDRK01 sp007845205	3418	852	1	0	4.985373057561779	0.0058513768281241545	0.0	1.0	9.150593523190379	768.7310519527776	0.0	1.0	structural_enriched
HROM_Genome_0384	Cutibacterium acnes	595	49	377	37	1.6470593175258652	12.67227270831125	0.0005346839952101673	0.0	-2.9309762141328317	753.029206994537	0.0015390627707430782	0.0	ani_enriched
HROM_Genome_1101	HROM_Genome_1101	11933	1709	99	37	2.8643266782439434	0.16592647229148647	0.0	1.0	4.102734086889746	746.9415348717833	0.0	1.0	structural_enriched
HROM_Genome_3282	SDRW01 sp013333595 [HROM_Genome_3282]	10047	1529	20	7	3.043695548098921	0.03981289140744174	9.42e-321	1.0	6.221292386940119	736.8867053423247	6.8176e-320	1.0	structural_enriched
HROM_Genome_2722	Centipeda artemidis	12090	1708	821	185	2.825476447103924	1.3581476364592047	1.186906e-317	4.903307208829759e-18	1.0563977674791938	729.7481246840428	8.47093e-317	1.4432898620340705e-17	structural_enriched
HROM_Genome_2654	HROM_Genome_2654	2594	722	540	235	5.566694036598872	4.163455373633506	2.830686e-317	2.0964379028200004e-174	0.4187029696533909	728.8789553668018	1.9929559e-316	8.880033718448945e-174	both_enriched
HROM_Genome_1141	Phocaeicola abscessus	231	47	231	47	4.069265289743866	20.000005998528362	2.2005925404466292e-16	2.873349092615268e-301	-2.2850127749292883	692.0226347105464	7.746680497112797e-16	1.512136239649045e-300	ani_enriched
HROM_Genome_5012	Moraxella catarrhalis	306	51	265	40	3.3333343330880596	17.320266632712467	5.73194078978307e-14	3.046537232412296e-295	-2.366067523620935	678.1485968212389	1.9143212509467814e-13	1.587245898086806e-294	ani_enriched
HROM_Genome_2657	HROM_Genome_2657	1102	78	461	44	1.4156084100591761	8.36660867996513	0.0016158644511105281	4.731052489414628e-291	-2.555566088754147	668.4981143698976	0.004526157951766587	2.440473610876259e-290	ani_enriched
HROM_Genome_1723	Lachnoanaerobaculum umeaense	362	0	276	0	0.0	15.248623357994	1.0	7.742096154437585e-277	-9.111135670234708	635.7693982874276	1.0	3.954541271041159e-276	ani_enriched
HROM_Genome_4856	HROM_Genome_4856	7015	74	1156	71	0.2109765422510476	3.2957957140839325	1.0	1.2957423751468207e-273	-3.956381030174029	628.3466465938136	1.0	6.55419201409217e-273	ani_enriched
HROM_Genome_1709	HROM_Genome_1709	209	21	209	21	2.009569980713376	20.000005998528362	0.0020018085649417816	1.2070218447389788e-272	-3.284541678997254	626.1149892540535	0.005577231349383253	6.04671520297123e-272	ani_enriched
HROM_Genome_2697	Staphylococcus aureus	962	290	405	216	6.029107837394204	8.41996094532639	9.070837745645777e-139	2.9324177258892033e-257	-0.4811637508127442	590.6885416542806	4.9746383847173156e-138	1.4413109765927122e-256	both_enriched
HROM_Genome_1048	Alloprevotella sp905371275 [HROM_Genome_1048]	74437	5886	632	275	1.5814720543189265	0.16980807650859014	2.885853019169622e-249	1.0	3.2182727052492943	572.2838676253713	1.927601824342786e-248	1.0	structural_enriched
HROM_Genome_0314	Actinomyces sp002999235	14635	5	1773	0	0.006832936794850824	2.4229593874541018	1.0	3.3209860545920243e-249	-8.332951996297892	572.1434264122909	1.0	1.617040873310696e-248	ani_enriched
HROM_Genome_4850	CAJPNX01 sp905372165	29399	1480	2873	740	1.006837269220789	1.954488834102248	0.39767179737325564	4.60333186128181e-245	-0.9567245586578549	562.6065674245676	0.9866047925307914	2.2206813886368733e-244	not_enriched
HROM_Genome_1959	HROM_Genome_1959	4904	896	106	45	3.654160965473371	0.43230029279037646	8.000684531510255e-245	1.0	3.0734501526425366	562.0538206790832	5.2764008112871433e-244	1.0	structural_enriched
HROM_Genome_2888	Fusobacterium nucleatum_J	1499	2	470	2	0.026684464307576202	6.270849112280407	1.0	7.019405827302763e-232	-7.556122817841175	532.2510630001484	1.0	3.355147189013523e-231	ani_enriched
HROM_Genome_3279	VGLK01 sp013333495	945	378	45	24	8.000002399411345	0.9523812380251602	1.73669582188781e-230	0.6523337717574008	3.0563548497870356	529.042587033639	1.1310231540044362e-229	1.0	structural_enriched
HROM_Genome_3300	HROM_Genome_3300	1891	516	222	112	5.4574315680807155	2.3479647444068195	5.423792631479973e-223	5.196579455381347e-31	1.2149630130112994	511.78568041942424	3.446092635367153e-222	1.6408593310628374e-30	structural_enriched
HROM_Genome_4964	Aggregatibacter segnis_A	9481	640	1284	368	1.3500689630901963	2.708575857199706	5.5390453357303306e-14	1.0250373604378046e-222	-1.0039364145591703	511.1491615835444	1.861833948332582e-13	4.8549496798917836e-222	ani_enriched
HROM_Genome_1932	Peptostreptococcus stomatis	5147	0	884	0	0.0	3.4350117160868607	1.0	2.6287830807075542e-222	-10.788718332690458	510.20736961252567	1.0	1.2338702568005728e-221	ani_enriched
HROM_Genome_3280	VGLK01 sp905372785	666	312	124	61	9.369372179490764	3.723724840566842	4.119617264868547e-216	2.140629543438677e-36	1.3277104474813686	495.9426198245442	2.5859284277066423e-215	6.884370321799696e-36	structural_enriched
HROM_Genome_1703	HROM_Genome_1703	4392	332	791	70	1.5118401620016886	3.6020047233233	2.254484816901978e-13	2.4681287974827865e-212	-1.2512350097486293	487.2445794230697	7.481443245897646e-13	1.1481206281147605e-211	ani_enriched
HROM_Genome_1946	Hornefia nodata	528	0	278	0	0.0	10.5303061886191	1.0	8.374896059136814e-211	-9.121533517340032	483.72021595495886	1.0	3.8613458821329915e-210	ani_enriched
HROM_Genome_4851	Neisseria bacilliformis	3788	71	710	49	0.37486811665668257	3.748681166566826	1.0	5.5787828604809844e-201	-3.3128195024643907	461.1006330645646	1.0	2.549601640623327e-200	ani_enriched
HROM_Genome_0350	Peptidiphaga sp905373325	9909	1271	371	35	2.565345405603951	0.7488144338938361	5.564010878017567e-200	0.9999999990746331	1.77509734615151	458.8006993696784	3.3707554272641313e-199	1.0	structural_enriched
HROM_Genome_1092	Porphyromonas sp905372565	6113	934	157	89	3.055783674566577	0.5136595684228615	5.361018506494354e-198	1.0	2.5688428353578794	454.2326944359215	3.210449013659263e-197	1.0	structural_enriched
HROM_Genome_1540	HROM_Genome_1540	233	5	184	5	0.4291846780800078	15.793996153344287	0.9915510952336665	2.381778246661701e-190	-5.068045387423099	436.6233202977093	1.0	1.0697469538885746e-189	ani_enriched
HROM_Genome_0349	HROM_Genome_0349	276	53	197	37	3.8405808620362434	14.275366600398868	3.981160883814292e-17	2.7367031035478638e-188	-1.8842418566633183	431.8792435338437	1.430472289977411e-16	1.218651552947382e-187	ani_enriched
HROM_Genome_2072	Lactobacillus paragasseri	351	42	217	16	2.3931631109350175	12.364676073164256	2.0942266610348163e-07	5.048090820217908e-186	-2.355480654598389	426.6618171804886	6.418188767053761e-07	2.228860438418246e-185	ani_enriched
HROM_Genome_5035	HROM_Genome_5035	378	8	224	5	0.4232805502334045	11.851855406535325	0.9986805308275865	5.370921749884556e-186	-4.723108793490807	426.59982775507837	1.0	2.35147078293265e-185	ani_enriched
HROM_Genome_0286	HROM_Genome_0286	435	83	237	62	3.816093098569779	10.896554992301658	1.106264609701736e-25	1.0789814595059975e-184	-1.5080794107442579	423.59963960781033	4.399724134767973e-25	4.684577836688539e-184	ani_enriched
HROM_Genome_1034	Prevotella marshii	300	13	201	10	0.8666669266028957	13.400004019014002	0.7387765561049123	4.092792351886911e-183	-3.899748526364499	419.96384455418473	1.0	1.7622684424240337e-182	ani_enriched
HROM_Genome_2497	Streptococcus intermedius	1275	194	378	30	3.0431381676192175	5.929413543093114	1.9342542167228684e-42	1.7624306665726396e-177	-0.9605231449995397	406.9908675431304	8.26021677797225e-42	7.526445715445453e-177	both_enriched
HROM_Genome_2857	Dialister invisus	41255	397	3393	121	0.19246157754007412	1.6448920216460239	1.0	3.566800121529544e-168	-3.0937472476149974	385.56262675364866	1.0	1.4986313413845907e-167	ani_enriched
HROM_Genome_1017	Prevotella baroniae	780	80	285	48	2.0512826665157293	7.307694499462286	1.8791729945238315e-09	1.153386778962934e-161	-1.826430057248226	370.57349733257223	5.933631091799492e-09	4.807316094717509e-161	ani_enriched
HROM_Genome_0403	Cryptobacterium curtum	820	257	291	103	6.268294562953401	7.097563104355796	1.1450079982346034e-127	5.561803553423724e-161	-0.17892345112991576	369.00027753626654	5.965491670802283e-127	2.299761628042667e-160	both_enriched
HROM_Genome_0211	Scardovia wiggsiae	25764	2332	333	48	1.810278450107442	0.2585003104141416	4.255311790017477e-160	1.0	2.806118414554536	366.9654468435567	2.436282903955061e-159	1.0	structural_enriched
HROM_Genome_3585	Saccharimonas sp015257605 [HROM_Genome_3585]	325	93	189	79	5.723078639578885	11.630772719144185	1.2170790885713658e-43	4.910775885592475e-155	-1.019159578283455	355.30925746324914	5.2841517095473466e-43	2.014578138892661e-154	ani_enriched
HROM_Genome_1216	Capnocytophaga sp905372595	52860	1045	4041	398	0.3953841518816144	1.5289448399556016	1.0	3.8899115281132938e-149	-1.9506977857327885	341.7267924421567	1.0	1.583315551677364e-148	ani_enriched
HROM_Genome_1891	Stomatobaculum longum_A [HROM_Genome_1891]	213342	13291	495	62	1.2459810057393315	0.046404378740573994	2.5328564958119495e-140	1.0	4.745475060185944	321.4325653035962	1.4038491854447083e-139	1.0	structural_enriched
HROM_Genome_4818	HROM_Genome_4818	2733	11	502	7	0.08049764580454151	3.673619835807258	1.0	4.6165892156945245e-139	-5.449417830009278	318.5296717587317	1.0	1.8645294429277885e-138	ani_enriched
HROM_Genome_4502	HROM_Genome_4502	1928	404	55	14	4.190872626247644	0.5705395902069812	5.1412789459515265e-132	0.9999989071207069	2.8655800260798716	302.3039304045285	2.761449825609016e-131	1.0	structural_enriched
HROM_Genome_0263	Pauljensenia bouchesdurhonensis	4095	128	619	25	0.6251528126524127	3.023199929936277	0.9999999984346103	8.686371222250842e-130	-2.2693359229467234	297.1743068180285	1.0	3.4812303129174534e-129	ani_enriched
HROM_Genome_1045	Alloprevotella sp000318095	7018	871	195	56	2.4821894022112003	0.5557140452711642	1.8484635266163913e-129	1.0	2.1563320568183326	296.4191222283729	9.827035687419795e-129	1.0	structural_enriched
HROM_Genome_1226	HROM_Genome_1226	28737	581	2392	245	0.4043568738958478	1.6647532570720618	1.0	1.7439720693230123e-124	-2.0406678279001698	284.96438622119956	1.0	6.935949985628163e-124	ani_enriched
HROM_Genome_2894	HROM_Genome_2894	2011	23	400	23	0.22874198804880774	3.9781215312836125	1.0	7.106406022632069e-123	-4.091069580731073	281.2569698043005	1.0	2.8048769225691727e-122	ani_enriched
HROM_Genome_1531	Campylobacter_A showae_A [HROM_Genome_1531]	692	41	224	11	1.1849714536700329	6.473990381026521	0.15181523393267868	8.410533934703294e-115	-2.435532203394222	262.66780073427157	0.38772420038689015	3.294652766902569e-114	ani_enriched
HROM_Genome_0321	Actinomyces sp900323545	203	7	128	7	0.6896553792595986	12.610841220746947	0.8852768606597688	4.38544094402777e-112	-4.098733953585359	256.4112402372036	1.0	1.7050856207749763e-111	ani_enriched
HROM_Genome_1522	Campylobacter_A showae_A [HROM_Genome_1522]	21894	669	1888	237	0.6111265192753939	1.7246739437846692	1.0	1.8023332655088892e-111	-1.496084823115862	254.99786323823878	1.0	6.955671343186158e-111	ani_enriched
HROM_Genome_4930	Haemophilus_A paraphrohaemolyticus	7585	408	872	189	1.0758078374949995	2.2992755742540187	0.06953880739627039	3.675205981635617e-111	-1.094819052951331	254.28533614182032	0.18114859326728436	1.4079281738471742e-110	ani_enriched
HROM_Genome_2913	HOT-345 sp003260355	10551	1094	227	65	2.0737377085006186	0.4302910967364172	5.434347489495916e-110	1.0	2.2663335040948875	251.59162077310975	2.775779452968012e-109	1.0	structural_enriched
HROM_Genome_1669	Pseudoramibacter alactolyticus	295	45	148	25	3.0508483726568683	10.033901314515923	3.601414281819332e-11	4.618329580829933e-109	-1.7065244806020696	249.45174205922777	1.180086063413756e-10	1.7563136581112374e-108	ani_enriched
HROM_Genome_4960	Aggregatibacter actinomycetemcomitans	235	46	134	46	3.914894791201296	11.404258739586384	2.106652475564353e-15	7.604217653513597e-109	-1.5323035514485928	248.95307208857926	7.173633593261621e-15	2.8708676793337566e-108	ani_enriched
HROM_Genome_1933	Filifactor alocis	3009	24	476	10	0.15952148353761403	3.1638427568293452	1.0	2.1910197606460034e-107	-4.281622559794734	245.59223787078247	1.0	8.212383419399768e-107	ani_enriched
HROM_Genome_4824	Neisseria sicca_A	3988	43	562	42	0.21564700550068194	2.8184562114275176	1.0	1.5733592138382313e-105	-3.692765790255671	241.31822180410728	1.0	5.855143931497989e-105	ani_enriched
HROM_Genome_1078	Bacteroides_D periocalifornicus [HROM_Genome_1078]	1864	38	352	25	0.40772544417600737	3.7768251671040685	0.9999999999879591	1.2023983016521724e-101	-3.1946929065912544	232.3767762454079	1.0	4.4429043628424245e-101	ani_enriched
HROM_Genome_3472	HROM_Genome_3472	670	206	11	5	6.149255575666929	0.3283583074385253	5.976441179235551e-101	0.9999987420092188	4.166436015362432	230.77326912211976	3.023034810079342e-100	1.0	structural_enriched
HROM_Genome_3293	HROM_Genome_3293	780	216	23	15	5.538463199592469	0.5897437666232722	7.068404505585719e-96	0.9981785636986192	3.2036343630490878	219.0925341440503	3.5072749975334854e-95	1.0	structural_enriched
HROM_Genome_1706	Johnsonella sp900766185	8577	105	887	38	0.24484092687950076	2.0683228775439733	1.0	5.192026659111629e-89	-3.0725041205722214	203.28294916242976	1.0	1.904961893941661e-88	ani_enriched
HROM_Genome_5043	HROM_Genome_5043	2016	1	347	1	0.009920637896095418	3.4424613499451095	1.0	8.618373742439395e-89	-7.855906666889713	202.7761768705631	1.0	3.1399809229447024e-88	ani_enriched
HROM_Genome_0036	HROM_Genome_0036	210	59	107	37	5.619049304348445	10.190479246869211	7.6468042011038545e-28	2.86479808647944e-80	-0.8533750862815168	183.1543095677639	3.1124882724805534e-27	1.0364998632331863e-79	both_enriched
HROM_Genome_0005	Rothia mucilaginosa [HROM_Genome_0005]	11741	1064	30	9	1.8124526345655543	0.05110298781669796	1.8357388511859008e-74	1.0	5.125222896889408	169.78384983739403	8.855740198776428e-74	1.0	structural_enriched
HROM_Genome_3289	Saccharimonas sp905373835 [HROM_Genome_3289]	351	73	126	29	4.15954540710134	7.179489332805052	3.8203651343708736e-25	1.8262773937173833e-71	-0.7833212298579458	162.88126191862483	1.4743779518572037e-24	6.51705837073121e-71	both_enriched
HROM_Genome_3421	HROM_Genome_3421	1819	297	34	23	3.265531490688798	0.37383188782296006	6.56039185089641e-71	0.9999999999990602	3.1082214014171368	161.60249126803686	3.135746930566082e-70	1.0	structural_enriched
HROM_Genome_1185	HROM_Genome_1185	22035	320	1710	143	0.29044710322346606	1.5520767078503968	1.0	1.6667124816246674e-68	-2.4160218421491586	156.06493321123213	1.0	5.907191856642529e-68	ani_enriched
HROM_Genome_1248	Campylobacter_A concisus_I [HROM_Genome_1248]	247	25	101	11	2.0242921051142067	8.178140104661395	0.0007223495482473499	4.504159739814693e-64	-1.9929105752136804	145.86044459519937	0.0020565252165949143	1.585585962461794e-63	ani_enriched
HROM_Genome_0972	Prevotella multiformis	861	45	186	14	1.045296480759322	4.3205587871385305	0.4017094690913807	5.113113283368971e-64	-2.0352371800565416	145.73363747981716	0.9918987364768216	1.787873839352506e-63	ani_enriched
HROM_Genome_2716	HROM_Genome_2716	4851	522	531	83	2.1521342261867256	2.1892399887071865	2.280986948265174e-58	1.1757325889672499e-61	-0.024638654562859578	140.29579923935142	1.0424510526720663e-57	4.083711192346248e-61	both_enriched
HROM_Genome_4929	Haemophilus_A parahaemolyticus	86955	5448	3050	1143	1.2530623044101261	0.7015124868669025	1.6102448910461036e-61	1.0	0.8368133725314499	139.98130439896758	7.490514180669822e-61	1.0	not_enriched
HROM_Genome_1937	HROM_Genome_1937	729	49	167	24	1.3443076734264605	4.581620029841202	0.023980650339732682	1.659693106136345e-61	-1.7586606652655252	139.95105796318146	0.0640810660799365	5.726490783424078e-61	ani_enriched
HROM_Genome_2735	Centipeda flueggei	231	12	92	0	1.0389613505729018	7.965370354392248	0.4877560094256753	2.6272218771991794e-57	-2.8875252707415875	130.28142333322717	1.0	9.005148671189293e-57	ani_enriched
HROM_Genome_2801	Veillonella tobetsuensis	8414	17	770	0	0.04040885452519398	1.8302834108470214	1.0	4.84059371717044e-56	-5.460368129569819	127.36772782562436	1.0	1.6483328932325486e-55	ani_enriched
HROM_Genome_2089	Streptococcus sp000187445	1377	227	114	19	3.2970235015729394	1.6557739170894938	2.1558147925673192e-55	1.8128191362761033e-07	0.9905189469891147	125.87401136857757	9.766778321109334e-55	4.893672383418912e-07	both_enriched
HROM_Genome_3457	HROM_Genome_3457	410	116	11	3	5.658538282510464	0.5365855267897853	2.007885006397581e-53	0.9929055216222809	3.340624188597267	121.33992799622509	9.018173175285688e-53	1.0	structural_enriched
HROM_Genome_1231	Campylobacter_A curvus	386	6	110	3	0.3108809222569175	5.699483574710155	0.9999075356796117	4.264397323057388e-51	-4.087462841250339	115.98153887934426	1.0	1.442695457995389e-50	ani_enriched
HROM_Genome_1005	Prevotella sp000163055	986	129	178	70	2.616633644837889	3.6105487502414286	9.280160295354776e-23	1.7856689237531225e-49	-0.4629719763425459	112.2468764644762	3.529170448087473e-22	5.963676341508826e-49	both_enriched
HROM_Genome_4496	Nanosyncoccus sp013332965 [HROM_Genome_4496]	339	101	3	1	5.958703852068922	0.17699120352679965	5.029350485403309e-49	0.9999950158563972	4.857980995127572	111.21137870908478	2.2395654725599353e-48	1.0	structural_enriched
HROM_Genome_4487	Nanosyncoccus nanoralicus [HROM_Genome_4487]	362	103	2	2	5.690609441570225	0.11049727071010146	6.872085649288711e-48	0.9999998269799331	5.371558862611963	108.59661681559292	3.034200528202897e-47	1.0	structural_enriched
HROM_Genome_1053	Alloprevotella sp003639005	22155	1597	239	42	1.4416614569916402	0.21575271648152913	5.915238694664902e-46	1.0	2.7377183700981766	104.14138242698233	2.589780974723037e-45	1.0	structural_enriched
HROM_Genome_2885	Pseudoleptotrichia goodfellowii	206	1	77	1	0.09708740775984641	7.4757303975081735	0.9999742334601037	7.510691845828212e-46	-5.6911619045530815	103.90258669291376	1.0	2.4924015615773876e-45	ani_enriched
HROM_Genome_2088	Streptococcus vestibularis	861	21	159	18	0.48780502435435025	3.6933808986829377	0.9999487190422138	1.1018589081921674e-45	-2.8911478590627713	103.51933051469169	1.0	3.633344880810881e-45	ani_enriched
HROM_Genome_1079	Bacteroides_D periocalifornicus [HROM_Genome_1079]	693	4	135	2	0.11544015006365577	3.896105064648382	0.9999999999968042	1.069068642709944e-41	-4.9122240399115595	94.33920097069782	1.0	3.481154767824255e-41	ani_enriched
HROM_Genome_2755	Veillonella sp900549805	227	75	16	15	6.6079314973111325	1.4096920527597083	2.413083418032554e-40	0.10682486745973602	2.1940106199666256	91.22249836345847	1.0221272038983421e-39	0.25766553678945586	structural_enriched
HROM_Genome_1213	Capnocytophaga sp000466425	1891	34	238	33	0.35959820409834176	2.517187428688392	0.9999999999999165	9.147385774349934e-38	-2.7893209992273427	85.28476540302985	1.0	2.9601167630039225e-37	ani_enriched
HROM_Genome_1218	Capnocytophaga haemolytica	210	12	68	3	1.1428574856301918	6.476192418571088	0.3597147410764202	4.126831248479851e-36	-2.454175893185802	81.47555348748536	0.9010162504846873	1.3190669205263818e-35	ani_enriched
HROM_Genome_1962	HROM_Genome_1962	600	116	6	2	3.86666782638215	0.20000005998528358	9.288398690864377e-36	0.9999999869023202	4.163746426513188	80.66429717893833	3.902625578984146e-35	1.0	structural_enriched
HROM_Genome_3824	HROM_Genome_3824	801	136	114	17	3.395756324344391	2.8464428012886804	2.626140082298158e-35	3.019937607762308e-23	0.25355335282290853	79.6249631359704	1.0945751863018722e-34	9.255220550848014e-23	both_enriched
HROM_Genome_2671	HROM_Genome_2671	780	0	132	0	0.0	3.3846163997509535	1.0	3.5852244450322407e-34	-8.049848549450562	77.01107208300213	1.0	1.1389645950376813e-33	ani_enriched
HROM_Genome_1219	HROM_Genome_1219	1176	109	160	48	1.8537420525846866	2.7210892515004574	9.897866787272119e-10	1.1023789821421433e-29	-0.5516424275211298	66.67749714127777	3.1636739853796163e-09	3.459876202988293e-29	both_enriched
HROM_Genome_3294	HROM_Genome_3294	351	76	9	3	4.330485629310984	0.5128206666289323	2.773054356788253e-27	0.9920516474125909	3.009460329249066	61.14984814223823	1.1199700154160307e-26	1.0	structural_enriched
HROM_Genome_3479	HROM_Genome_3479	373	77	17	17	4.12868756537985	0.9115284235254213	3.2778652886383095e-26	0.6857549839686302	2.146841388329271	58.68002003396339	1.313667550292738e-25	1.0	structural_enriched
HROM_Genome_4830	Neisseria cinerea	5395	451	83	28	1.6719189444552902	0.30769239997735937	1.985649326731009e-25	1.0	2.4348778850068062	56.87868134746194	7.778370670878614e-25	1.0	structural_enriched
HROM_Genome_3419	Saccharimonas sp905371715	561	94	51	20	3.3511596503773013	1.8181823635025782	1.6072078560918149e-24	3.81149067253291e-05	0.8757418970378543	54.787543809289346	6.157024213410556e-24	9.879535524326597e-05	both_enriched
HROM_Genome_2870	Leptotrichia wadei	842	0	118	0	0.0	2.8028511969434047	1.0	1.9680687266260565e-23	-7.888743248898259	52.282404418776665	1.0	6.067241459006955e-23	ani_enriched
HROM_Genome_4961	Aggregatibacter aphrophilus	2598	180	252	54	1.3856817089049673	1.939954392466954	1.0951572236053907e-05	7.589812747810427e-23	-0.4842845507519862	50.93265021866756	3.223598381346941e-05	2.3124517202393173e-22	both_enriched
HROM_Genome_3666	HROM_Genome_3666	322	66	35	17	4.099380111499602	2.1739136954922134	1.5729118503853984e-22	1.6926537259345767e-05	0.9055353159965075	50.20394346253324	5.938312130802845e-22	4.409362956059572e-05	both_enriched
HROM_Genome_2853	Anaeroglobus micronuciformis	2330164	87196	119607	2612	0.748411065936852	1.0265975774520513	1.0	1.5136601954501294e-21	-0.45596572409119146	47.939756264629	1.0	4.5849823362181246e-21	not_enriched
HROM_Genome_4966	HROM_Genome_4966	528	9	85	4	0.34090919315673346	3.2196979353691493	0.999979951161231	3.526979391285195e-21	-3.1699250014423126	47.09384514476678	1.0	1.0621712502078534e-20	ani_enriched
HROM_Genome_3452	Nanosynbacter sp900555675	239	54	35	16	4.518829807198877	2.9288711713326054	9.077115499839851e-21	1.4566249927113445e-08	0.6184372052722442	46.14853048696063	3.4022857377097574e-20	4.0153524931355055e-08	both_enriched
HROM_Genome_0268	Pauljensenia sp001064145	378	4	69	4	0.21164027511670225	3.6507947457631134	0.999994226687717	1.578816444375757e-20	-3.949016071281195	45.59502637938515	1.0	4.727375675400973e-20	ani_enriched
HROM_Genome_1082	Bacteroides_D sp013333195	36858	2239	72	5	1.2149333504450868	0.03906887058153025	2.4400098470800492e-20	1.0	4.949051860840763	45.1596997848954	9.080322359490755e-20	1.0	structural_enriched
HROM_Genome_4481	HROM_Genome_4481	228	52	9	5	4.561404876857345	0.7894739209945406	2.976819644812305e-20	0.8084905889091772	2.466318004222537	44.96084636254702	1.0999454148561779e-19	1.0	structural_enriched
HROM_Genome_2500	Streptococcus anginosus_C	703	44	98	30	1.251778469324677	2.7880520453140534	0.07771748731367349	1.3611981543548995e-19	-1.1463183884899784	43.44075145913878	0.2014468203503676	4.0524813623937295e-19	ani_enriched
HROM_Genome_1948	Eubacterium_N saphenum [HROM_Genome_1948]	25149	1559	137	16	1.2398110999127487	0.10895068677873417	1.9389454361552395e-17	1.0	3.50358002896213	38.48180234523264	7.015212307200554e-17	1.0	structural_enriched
HROM_Genome_3463	Nanosynbacter sp900557595	1007	117	91	24	2.3237345599084587	1.8073491021510235	7.589721008747492e-17	6.931429976380327e-08	0.36081710828095737	37.1171517479076	2.7083867435324955e-16	1.8907199045519112e-07	both_enriched
HROM_Genome_1073	Bacteroides_D sp905373475	28028	1712	145	9	1.2216358737505548	0.10346799164359256	9.153628849558125e-17	1.0	3.5570129298269677	36.929796184654464	3.2442453269522333e-16	1.0	structural_enriched
HROM_Genome_3440	HROM_Genome_3440	392	63	5	1	3.214286678334915	0.25510211732816784	4.2943658585588017e-16	0.9999831082402021	3.5292530681348686	35.38405758980499	1.5015869881269367e-15	1.0	structural_enriched
HROM_Genome_2499	Streptococcus anginosus [HROM_Genome_2499]	1137	27	125	26	0.47493417938457844	2.198769349002678	0.9999975537455787	4.835828855400794e-16	-2.1901838404261125	35.265308945480484	1.0	1.407523370761907e-15	ani_enriched
HROM_Genome_4959	Mesocricetibacter sp905373425	12859	294	850	171	0.4572674207611275	1.3220316586631238	1.0	6.787750509765458e-16	-1.5300436018329242	34.92624189580965	1.0	1.9646766753265573e-15	ani_enriched
HROM_Genome_1021	HROM_Genome_1021	2645	230	217	30	1.7391309563937702	1.640832250162818	1.3249491830426252e-15	2.1845555673345532e-12	0.0837513496932473	34.25740228862863	4.571513406392104e-15	6.253590387809353e-12	both_enriched
HROM_Genome_1714	Lachnoanaerobaculum sp000209465	1092	2	118	2	0.036630047616352315	2.1611728093647864	1.0	1.0316471203635582e-14	-5.5668151540108965	32.20503463096348	1.0	2.9695477884498e-14	ani_enriched
HROM_Genome_3446	Nanosynbacter sp900555885 [HROM_Genome_3446]	794	91	18	6	2.2921921232570286	0.45340063976512657	3.8853376239844824e-13	0.9999707458416077	2.3062464726550926	28.57639632437845	1.2811777861366552e-12	1.0	structural_enriched
HROM_Genome_5046	HROM_Genome_5046	210	3	37	2	0.28571437140754796	3.5238105806930924	0.9984712545295973	2.7808709400417264e-11	-3.4214637684382767	24.305671856511534	1.0	7.917124370282729e-11	ani_enriched
HROM_Genome_1926	JABZIP01 sp015258265	1867	117	161	21	1.2533479924091153	1.7246925365629704	0.008510947089382779	3.673084991390295e-11	-0.45887340812892524	24.027404116862837	0.023215724783080774	1.0400420002795347e-10	both_enriched
HROM_Genome_2504	Streptococcus sanguinis_F	780	32	83	7	0.8205130666062919	2.1282057665100695	0.8938531689818222	1.6449239214530749e-10	-1.3613364794455975	22.528156795149403	1.0	4.6324614220381186e-10	ani_enriched
HROM_Genome_3576	HROM_Genome_3576	1886	159	110	19	1.686108671137863	1.1664902756299682	2.449565402581326e-10	0.056703604831916325	0.5295100543734378	22.129940307820203	7.976397342155442e-10	0.13804943045527293	not_enriched
HROM_Genome_3578	HROM_Genome_3578	210	32	35	3	3.047619961680512	3.3333343330880605	2.260198364106987e-08	4.484197523339146e-10	-0.12737930647622756	21.52529137500067	7.051277531136168e-08	1.256057478311664e-09	both_enriched
HROM_Genome_5062	Treponema_D sp905372235	2277	183	78	18	1.6073786112124242	0.6851121949430005	5.074763488365273e-10	0.9998857075193269	1.2250155039515858	21.40157100937635	1.6320689984187084e-09	1.0	structural_enriched
