query	reference	ani	ani_uniform	af_query	af_reference	std_err	synteny_blocks	synteny_score	breakpoint_count	ani_gated	gate	flag
JAFVGW010000010.1	JAFXMJ010000556.1	98.0477	98.0477	0.0005	0.0006	1.12246	1	1.0000	0	98.0477	uniform	ok
JAFVGW010000010.1	JAGCFC010000175.1	93.7643	94.6195	0.0267	0.0298	0.33662	22	0.9455	6	93.7643	gamma	INCONSISTENT
JAFUMY010000025.1	JAFWBT010000013.1	92.7037	92.7037	0.0051	0.0050	1.97370	1	1.0000	0	92.7037	uniform_fallback	INCONSISTENT
JABFSA010000004.1	WYBL01000030.1	95.9950	95.9950	0.0001	0.0001	1.71823	1	1.0000	0	95.9950	uniform	ok
JAFYAC010000120.1	CACXEY010000001.1	97.8481	98.0323	0.1531	0.1721	0.07025	188	0.9326	81	97.8481	gamma	ok
JAFYYW010000005.1	DJQB01000012.1	92.2128	92.2128	0.0034	0.0033	1.91408	1	1.0000	0	92.2128	uniform	ok
JAFYYW010000005.1	JAAYCA010000019.1	89.6370	89.6370	0.0042	0.0054	2.07116	1	1.0000	0	89.6370	uniform_fallback	INCONSISTENT
JABDFX010000001.1	JABDAZ010000001.1	97.2346	97.2346	0.0018	0.0020	1.21478	1	1.0000	0	97.2346	uniform	ok
DUHJ01000134.1	PBMM01000001.1	91.1250	91.1250	0.0188	0.0240	0.74402	5	1.0000	0	91.1250	uniform	ok
DUHJ01000134.1	PCBQ01000001.1	91.2728	91.2728	0.0187	0.0223	0.75616	5	1.0000	0	91.2728	uniform	ok
JAFXXK010000018.1	DEFJ01000021.1	92.4298	92.4298	0.0002	0.0001	1.50485	1	1.0000	0	92.4298	uniform_fallback	INCONSISTENT
JAFXXK010000018.1	JAAXHI010000129.1	95.6250	95.6250	0.0001	0.0001	1.14340	1	1.0000	0	95.6250	uniform_fallback	INCONSISTENT
JAAXVP010000238.1	JACZJU010000241.1	95.2500	95.2500	0.0002	0.0001	1.82906	1	1.0000	0	95.2500	uniform	ok
JAAXVP010000238.1	JACRAU010000009.1	92.4972	92.4972	0.0060	0.0083	0.80196	5	1.0000	0	92.4972	uniform	ok
JAAXVP010000238.1	DDKN01000118.1	89.8591	89.8591	0.0119	0.0179	0.76119	5	1.0000	0	89.8591	uniform	ok
JAAXVP010000238.1	DDYH01000063.1	90.7921	90.7921	0.0031	0.0034	1.15769	2	1.0000	0	90.7921	uniform	ok
JAAXVP010000238.1	DEQR01000043.1	90.4246	90.4246	0.0051	0.0058	1.10643	2	1.0000	0	90.4246	uniform	ok
JAAXVP010000238.1	JAABRP010000137.1	92.1769	92.1769	0.0004	0.0004	2.19380	1	1.0000	0	92.1769	uniform_fallback	INCONSISTENT
JAAXVP010000238.1	JAABQU010000001.1	95.6456	95.6456	0.0006	0.0006	1.21220	2	1.0000	0	95.6456	uniform	ok
JAAXVP010000238.1	WYBC01000008.1	95.1617	95.1617	0.0005	0.0004	1.82895	1	1.0000	0	95.1617	uniform	ok
JAAXVP010000238.1	WYAY01000047.1	93.3246	93.3246	0.0014	0.0018	1.40507	2	1.0000	0	93.3246	uniform_fallback	INCONSISTENT
JAAXVP010000238.1	JAAPAA010000024.1	95.9990	95.9990	0.0002	0.0002	1.70806	1	1.0000	0	95.9990	uniform	ok
JAAXVP010000238.1	JABFXW010000171.1	93.0906	93.0906	0.0002	0.0001	2.13055	1	1.0000	0	93.0906	uniform_fallback	INCONSISTENT
JABFXA010000098.1	DGBP01000040.1	90.6550	90.6550	0.0139	0.0178	0.59638	8	1.0000	0	90.6550	uniform	ok
JABFXA010000098.1	NZZG01000132.1	91.3910	91.3910	0.0009	0.0010	1.79752	1	1.0000	0	91.3910	uniform_fallback	INCONSISTENT
JABFXA010000098.1	PBYI01000025.1	90.3248	90.3248	0.0096	0.0091	0.81122	5	1.0000	0	90.3248	uniform	ok
JABFXA010000098.1	JABFWL010000443.1	98.8134	98.8134	0.0006	0.0006	0.68580	2	0.9286	1	98.8134	uniform	ok
JABFXA010000098.1	JABFVK010000054.1	98.6899	98.6899	0.0019	0.0010	0.43593	4	1.0000	0	98.6899	uniform	ok
JABFXA010000098.1	CP059259.1	89.8802	89.8802	0.0035	0.0048	1.32446	2	1.0000	0	89.8802	uniform	ok
JABFXA010000098.1	JACCVL010000106.1	91.1412	91.1412	0.0010	0.0022	1.92405	1	1.0000	0	91.1412	uniform	ok
JABFXA010000098.1	JACDFQ010000065.1	95.0214	95.0214	0.0009	0.0014	1.28123	2	1.0000	0	95.0214	uniform_fallback	INCONSISTENT
JABXKT010000001.1	JABXKR010000279.1	99.9999	99.9999	0.0002	0.0002	9.40720	1	1.0000	0	99.9999	uniform	ok
JAFYYU010000001.1	CACWID010000001.1	90.6112	90.6112	0.1951	0.1480	0.22923	35	0.9320	21	90.6112	uniform	INCONSISTENT
JACCXP010000151.1	JACCZP010000152.1	97.4576	97.4576	0.0003	0.0003	1.44906	1	1.0000	0	97.4576	uniform	ok
JAFZDL010000110.1	JAHLFA010000022.1	99.9999	99.9999	0.0021	0.0019	8.45153	1	1.0000	0	99.9999	uniform	ok
JAFZDL010000110.1	JAFQCX010000001.1	87.2689	87.2689	0.0106	0.0124	1.80599	1	1.0000	0	87.2689	uniform_fallback	BELOW_DETECTION
JAFZDL010000110.1	QXXE01000104.1	99.9999	99.9999	0.0021	0.0008	8.45153	1	1.0000	0	99.9999	uniform	ok
JAFZDL010000110.1	JAAZCE010000055.1	99.9999	99.9999	0.0021	0.0017	8.45153	1	1.0000	0	99.9999	uniform	ok
JAEPMJ010000010.1	UBJR01000048.1	90.3361	90.3361	0.0024	0.0014	1.63727	1	1.0000	0	90.3361	uniform_fallback	INCONSISTENT
JAEPMJ010000010.1	DDFA01000072.1	91.0524	91.0524	0.0017	0.0016	1.75476	1	1.0000	0	91.0524	uniform	INCONSISTENT
JAEPMJ010000010.1	PAPF01000003.1	88.1680	88.1680	0.0049	0.0037	1.43791	1	1.0000	0	88.1680	uniform	BELOW_DETECTION
JACDHZ010000264.1	JACCTI010000196.1	99.4975	99.4975	0.0082	0.0092	0.14492	12	0.9846	1	99.4975	uniform	ok
JACDHZ010000264.1	JACDCM010000094.1	99.5382	99.5382	0.0013	0.0009	0.32688	2	1.0000	0	99.5382	uniform	ok
JAGCFC010000175.1	JAFRNH010000017.1	95.1220	95.1220	0.0001	0.0001	1.94228	1	1.0000	0	95.1220	uniform_fallback	INCONSISTENT
BJHT01000001.1	DSYF01000118.1	94.4079	94.4079	0.0003	0.0005	1.31406	2	1.0000	0	94.4079	uniform	ok
BJHT01000001.1	JABMNB010000133.1	99.9999	99.9999	0.0001	0.0001	9.01669	1	1.0000	0	99.9999	uniform	ok
JAGASN010000014.1	CAAGJQ010000001.1	94.5335	94.5335	0.0044	0.0035	1.36370	1	1.0000	0	94.5335	uniform	ok
JAAZXC010000100.1	DEAL01000041.1	87.1972	87.1972	0.0224	0.0242	1.16857	2	1.0000	0	87.1972	uniform	BELOW_DETECTION
JAAZXC010000100.1	DUAC01000001.1	91.5273	92.3323	0.4474	0.4203	0.15436	73	0.9765	15	91.5273	gamma	ok
JACMLN010000171.1	DSRU01000049.1	97.2450	97.2450	0.0011	0.0006	1.10684	1	1.0000	0	97.2450	uniform	ok
JACMLN010000171.1	JAAUSG010000318.1	99.4792	99.4792	0.0003	0.0002	0.51947	1	1.0000	0	99.4792	uniform	ok
JAFNGM010000001.1	VGSD01000001.1	97.4576	97.4576	0.0004	0.0003	1.44906	1	1.0000	0	97.4576	uniform	ok
JACWEO010000001.1	CABYZU010000001.1	92.7657	92.7657	0.0166	0.0204	1.34458	2	1.0000	0	92.7657	uniform	ok
JACWEO010000001.1	CACDQB010000001.1	99.3333	99.3333	0.0042	0.0060	0.66444	1	1.0000	0	99.3333	uniform	ok
JACWEO010000001.1	CACIHO010000001.1	99.9999	99.9999	0.0042	0.0045	8.16496	1	1.0000	0	99.9999	uniform	INCONSISTENT
JACWEO010000001.1	CACDYR010000001.1	99.9999	99.9999	0.0042	0.0038	8.16496	1	1.0000	0	99.9999	uniform	ok
JACWEO010000001.1	CACHPB010000001.1	98.6667	98.6667	0.0042	0.0038	0.93650	1	1.0000	0	98.6667	uniform	ok
JAGIBE010000001.1	DDSN01000103.1	91.6563	91.6563	0.0003	0.0005	1.98570	1	1.0000	0	91.6563	uniform_fallback	INCONSISTENT
JAGIBE010000001.1	DSOG01000024.1	93.1070	93.1070	0.0004	0.0009	2.01154	1	1.0000	0	93.1070	uniform	ok
JAGIBE010000001.1	DELZ01000002.1	93.7514	93.7514	0.0001	0.0002	2.04268	1	1.0000	0	93.7514	uniform_fallback	INCONSISTENT
JAGIBE010000001.1	DGLD01000006.1	94.4624	94.4624	0.0022	0.0027	1.17630	2	1.0000	0	94.4624	uniform	ok
JAGIBE010000001.1	DSIT01000125.1	92.0143	92.6514	0.3862	0.3276	0.11978	121	0.9765	25	92.0143	gamma	ok
JAGIBE010000001.1	DIGV01000020.1	95.5926	95.5926	0.0001	0.0002	1.61502	1	1.0000	0	95.5926	uniform	ok
JAGIBE010000001.1	DKII01000112.1	93.7514	93.7514	0.0001	0.0002	2.04268	1	1.0000	0	93.7514	uniform_fallback	INCONSISTENT
JAGIBE010000001.1	DLNQ01000005.1	97.3415	97.3415	0.0002	0.0002	1.30580	1	1.0000	0	97.3415	uniform	ok
JAGIBE010000001.1	JABDNC010000141.1	93.7564	93.7564	0.0001	0.0002	2.09979	1	1.0000	0	93.7564	uniform_fallback	INCONSISTENT
JAGCYV010000034.1	ONCC01000055.1	95.3788	95.3788	0.0042	0.0032	0.89517	4	1.0000	0	95.3788	uniform	INCONSISTENT
JAGCYV010000034.1	ONIP01000060.1	81.5809	96.5025	0.0010	0.0007	1.50028	1	1.0000	0	96.5025	uniform_fallback	INCONSISTENT
JAGCYV010000034.1	DECD01000025.1	91.2212	91.2212	0.0181	0.0130	0.78633	5	1.0000	0	91.2212	uniform	INCONSISTENT
JAGCYV010000034.1	DGIA01000010.1	87.1924	91.3961	0.5476	0.5047	0.16136	42	0.9915	5	87.1924	gamma	ok
JAAVAA010000001.1	QXWO01000112.1	96.4301	96.4301	0.0029	0.0017	1.22090	1	1.0000	0	96.4301	uniform	ok
JAFJUR010000243.1	JAAXXS010000326.1	91.5817	91.5817	0.0659	0.0699	0.31309	28	0.9938	1	91.5817	uniform	INCONSISTENT
JAGNNA010000346.1	JADJQR010000001.1	93.6311	93.6311	0.0006	0.0006	1.66482	1	1.0000	0	93.6311	uniform	ok
JAGNNA010000346.1	WOZM01000002.1	92.1626	92.1626	0.0019	0.0024	1.46767	1	1.0000	0	92.1626	uniform	ok
JAGNNA010000346.1	DITC01000030.1	96.7206	96.7206	0.0007	0.0011	1.30447	1	1.0000	0	96.7206	uniform	ok
JAGNNA010000346.1	DIVD01000052.1	91.3361	91.3361	0.0005	0.0011	1.76665	1	1.0000	0	91.3361	uniform_fallback	INCONSISTENT
JAGNNA010000346.1	JAABQQ010000001.1	94.4251	94.4251	0.0011	0.0016	1.14670	1	1.0000	0	94.4251	uniform	ok
JAGNNA010000346.1	JABMNB010000133.1	92.6989	92.6989	0.2364	0.2212	0.10274	217	0.9755	34	92.6989	uniform	ok
JAGNNA010000346.1	JACDZI010000024.1	97.2604	97.2604	0.0004	0.0006	1.20303	1	1.0000	0	97.2604	uniform	ok
JAGNNA010000346.1	JABCYT010000001.1	92.2026	92.2026	0.0171	0.0187	0.37879	20	0.9900	1	92.2026	uniform	INCONSISTENT
JAGNNA010000346.1	VMTE01000048.1	95.5844	95.5844	0.0005	0.0007	1.39724	1	1.0000	0	95.5844	uniform	ok
JAGNNA010000346.1	PHEM01000350.1	98.0872	98.0872	0.0008	0.0011	0.63247	2	1.0000	0	98.0872	uniform	ok
JACZJU010000241.1	DDKN01000118.1	91.8824	91.8824	0.0002	0.0005	2.13159	1	1.0000	0	91.8824	uniform_fallback	INCONSISTENT
JACZJU010000241.1	DDYH01000063.1	95.4223	95.4223	0.0002	0.0003	1.59240	1	1.0000	0	95.4223	uniform	ok
JACZJU010000241.1	JAAPAA010000024.1	93.2987	93.2987	0.0040	0.0054	0.90830	3	1.0000	0	93.2987	uniform	ok
JACZJU010000241.1	JAAOZX010000430.1	95.2598	95.2598	0.0005	0.0006	1.51569	1	1.0000	0	95.2598	uniform_fallback	INCONSISTENT
JACZJU010000241.1	JACDZI010000024.1	95.5542	95.5542	0.0004	0.0006	1.61098	1	1.0000	0	95.5542	uniform	ok
JAGAWD010000208.1	SUUF01000057.1	99.9999	99.9999	0.0006	0.0008	8.16496	1	1.0000	0	99.9999	uniform	ok
JAGAWD010000208.1	UQIF01000001.1	88.9727	88.9727	0.0039	0.0054	1.87989	1	1.0000	0	88.9727	uniform_fallback	INCONSISTENT
JAGAWD010000208.1	ONVK01000160.1	99.7076	99.7076	0.0013	0.0016	0.29197	2	1.0000	0	99.7076	uniform	ok
JAGAWD010000208.1	JAFUCC010000130.1	95.0549	95.0549	0.0005	0.0004	1.60708	1	1.0000	0	95.0549	uniform_fallback	INCONSISTENT
JAGAWD010000208.1	DFIX01000050.1	89.7543	89.7543	0.0026	0.0028	1.67584	1	1.0000	0	89.7543	uniform	ok
SUUF01000057.1	JAFUCC010000130.1	95.3923	95.3923	0.0020	0.0014	1.14489	2	1.0000	0	95.3923	uniform	ok
SUUF01000057.1	DFIX01000050.1	93.1004	93.1004	0.0006	0.0005	2.06775	1	1.0000	0	93.1004	uniform	ok
JAGCWY010000073.1	DFHF01000015.1	92.6834	92.6834	0.0018	0.0023	1.91096	1	1.0000	0	92.6834	uniform	ok
JAGOAJ010000016.1	JACCER010000010.1	90.8709	90.8709	0.0022	0.0019	1.74999	1	1.0000	0	90.8709	uniform	ok
SVKO01000002.1	DFCM01000093.1	99.5976	99.5976	0.0013	0.0025	0.28398	2	1.0000	0	99.5976	uniform	ok
SVKO01000002.1	DFGE01000032.1	92.0776	92.0776	0.0009	0.0009	1.92722	1	1.0000	0	92.0776	uniform_fallback	INCONSISTENT
JAGOEY010000063.1	WNDQ01000001.1	89.5625	89.5625	0.0081	0.0043	1.24289	2	1.0000	0	89.5625	uniform_fallback	INCONSISTENT
JAGOEY010000063.1	JAAFGZ010000050.1	89.9980	89.9980	0.0049	0.0023	1.71428	1	1.0000	0	89.9980	uniform	ok
JAGOEY010000063.1	WOZN01000330.1	94.5313	94.5313	0.0001	0.0001	2.00968	1	1.0000	0	94.5313	uniform_fallback	INCONSISTENT
JAGOEY010000063.1	DKSY01000006.1	90.2886	90.2886	0.0045	0.0018	1.72623	1	1.0000	0	90.2886	uniform_fallback	INCONSISTENT
JAGOEY010000063.1	JAAFIX010000001.1	89.6050	89.6050	0.0073	0.0042	1.60155	1	1.0000	0	89.6050	uniform	ok
JAGOEY010000063.1	JAAFKF010000001.1	90.5030	90.5030	0.0036	0.0019	1.80843	1	1.0000	0	90.5030	uniform	ok
JAGOEY010000063.1	PNMN01000001.1	87.3600	87.3600	0.0065	0.0044	1.79129	1	1.0000	0	87.3600	uniform	BELOW_DETECTION
JAGOEY010000063.1	PNNC01000063.1	95.1220	95.1220	0.0002	0.0001	1.94228	1	1.0000	0	95.1220	uniform_fallback	INCONSISTENT
CP043978.1	CP024013.1	90.4399	93.3777	0.8709	0.8603	0.91055	1	1.0000	0	90.4399	gamma	ok
JAFDWI010000100.1	DRLG01000001.1	98.1250	98.1250	0.0000	0.0000	1.07233	3	0.8333	2	98.1250	uniform	INCONSISTENT
JAFDWI010000100.1	WOZN01000330.1	98.1250	98.1250	0.0000	0.0000	1.07233	4	0.8235	3	98.1250	uniform	INCONSISTENT
JAFDWI010000100.1	DKRV01000003.1	98.1250	98.1250	0.0000	0.0000	1.07233	1	1.0000	0	98.1250	uniform	INCONSISTENT
JAFDWI010000100.1	PASB01000002.1	98.1250	98.1250	0.0000	0.0000	1.07233	4	0.8235	3	98.1250	uniform	ok
JAFDWI010000100.1	PFUG01000278.1	98.1250	98.1250	0.0000	0.0000	1.07233	8	0.8056	7	98.1250	uniform	INCONSISTENT
JAFDWI010000100.1	JACCVE010000120.1	98.1250	98.1250	0.0000	0.0000	1.07233	4	0.8235	3	98.1250	uniform	INCONSISTENT
JAFDWI010000100.1	JAAFKF010000001.1	98.1250	98.1250	0.0000	0.0000	1.07233	2	0.8571	1	98.1250	uniform	INCONSISTENT
JAFEFJ010000100.1	DDES01000003.1	93.5151	93.5151	0.0003	0.0005	2.08986	1	1.0000	0	93.5151	uniform_fallback	INCONSISTENT
JAFEFJ010000100.1	DTQM01000050.1	92.5464	92.5464	0.0010	0.0015	1.87527	1	1.0000	0	92.5464	uniform	ok
JAFEFJ010000100.1	JACCXK010000046.1	95.1220	95.1220	0.0004	0.0004	1.94228	1	1.0000	0	95.1220	uniform_fallback	INCONSISTENT
WFVD01000001.1	DRLG01000001.1	95.2302	95.2302	0.4137	0.4567	0.10540	150	0.8987	123	95.2302	uniform	ok
JAHDSQ010000027.1	DDLZ01000042.1	97.6795	97.6795	0.0009	0.0016	1.14664	1	1.0000	0	97.6795	uniform	ok
JAHDSQ010000027.1	DIRG01000012.1	99.6094	99.6094	0.0024	0.0045	0.38986	1	1.0000	0	99.6094	uniform	ok
JAHDSQ010000027.1	JAAYWX010000094.1	98.2377	98.2377	0.0002	0.0003	1.24395	1	1.0000	0	98.2377	uniform	ok
JAHDSQ010000027.1	JAAYSV010000060.1	88.6332	88.6332	0.0062	0.0091	1.71094	1	1.0000	0	88.6332	uniform_fallback	INCONSISTENT
JAGVZX010000146.1	DUGA01000059.1	93.9082	93.9082	0.0322	0.0291	0.64732	5	1.0000	0	93.9082	uniform	INCONSISTENT
JABGRN010000129.1	JABMPH010000065.1	99.0769	99.0769	0.0004	0.0005	0.92867	1	1.0000	0	99.0769	uniform	ok
JAGZJD010000046.1	FR892639.1	96.0283	96.0283	0.0146	0.0155	0.60357	6	1.0000	0	96.0283	uniform	ok
WGLW01000041.1	DIGV01000020.1	94.4443	94.4443	0.0002	0.0002	1.92938	1	1.0000	0	94.4443	uniform	ok
DVGO01000028.1	DEUP01000007.1	91.4965	91.4965	0.0006	0.0010	2.46113	1	1.0000	0	91.4965	uniform_fallback	INCONSISTENT
JAHDOX010000131.1	DSCZ01000013.1	98.3591	98.3591	0.0007	0.0003	0.94585	1	1.0000	0	98.3591	uniform	ok
JABHUE010000026.1	DUAT01000001.1	99.1525	99.1525	0.0014	0.0006	0.84386	1	1.0000	0	99.1525	uniform	ok
VEQP01000031.1	RGUL01000001.1	89.4921	89.4921	0.0018	0.0018	1.85069	1	1.0000	0	89.4921	uniform_fallback	INCONSISTENT
VEQP01000031.1	RFTM01000001.1	89.9278	89.9278	0.0067	0.0074	0.97099	3	1.0000	0	89.9278	uniform_fallback	INCONSISTENT
JAHRCV010000001.1	VWVY01000001.1	85.7887	85.7887	0.0091	0.0094	1.38493	1	1.0000	0	85.7887	uniform_fallback	BELOW_DETECTION
JAHRCV010000001.1	JAABRB010000001.1	93.7410	93.7410	0.0004	0.0003	2.02363	1	1.0000	0	93.7410	uniform_fallback	INCONSISTENT
JAHRCV010000001.1	JAAUPH010000020.1	93.7394	93.7394	0.0006	0.0007	1.79117	1	1.0000	0	93.7394	uniform_fallback	INCONSISTENT
JAHRCV010000001.1	JAAYVT010000351.1	93.0470	93.0470	0.0004	0.0003	2.11366	1	1.0000	0	93.0470	uniform_fallback	INCONSISTENT
JAHRCV010000001.1	JACABA010000001.1	53.5927	86.9792	0.0056	0.0037	1.63351	1	1.0000	0	86.9792	uniform_fallback	BELOW_DETECTION
JAHRCV010000001.1	CP059255.1	86.2521	86.2521	0.0092	0.0085	1.31110	1	1.0000	0	86.2521	uniform	BELOW_DETECTION
JAHRCV010000001.1	PHEO01000083.1	90.6935	90.6935	0.0026	0.0025	1.75184	1	1.0000	0	90.6935	uniform_fallback	INCONSISTENT
JAHRCV010000001.1	PHEB01000023.1	94.4857	94.4857	0.0005	0.0005	1.96896	1	1.0000	0	94.4857	uniform_fallback	INCONSISTENT
JAHLFA010000022.1	URZK01000001.1	99.9999	99.9999	0.0012	0.0014	8.30454	1	1.0000	0	99.9999	uniform	ok
JAHLFA010000022.1	QXXE01000104.1	99.9999	99.9999	0.0036	0.0016	5.92348	1	1.0000	0	99.9999	uniform	ok
JAHLFA010000022.1	JAAZCE010000055.1	99.9999	99.9999	0.0019	0.0017	8.45153	1	1.0000	0	99.9999	uniform	ok
JAFANH010000059.1	DDKG01000323.1	92.8453	92.8453	0.0010	0.0006	1.73827	1	1.0000	0	92.8453	uniform	INCONSISTENT
JAFANH010000059.1	WNDX01000001.1	88.4114	88.4114	0.0284	0.0165	0.63421	7	0.9459	2	88.4114	uniform	INCONSISTENT
JAFANH010000059.1	RFSK01000001.1	90.0768	90.0768	0.0057	0.0027	1.03840	3	1.0000	0	90.0768	uniform_fallback	INCONSISTENT
JAFANH010000059.1	JAABPT010000113.1	96.0938	96.0938	0.0004	0.0003	1.71247	1	1.0000	0	96.0938	uniform_fallback	INCONSISTENT
JAFANH010000059.1	DKJA01000209.1	92.0541	92.0541	0.0016	0.0007	1.63832	1	1.0000	0	92.0541	uniform	INCONSISTENT
JAFANH010000059.1	JABCYW010000001.1	87.0168	87.0168	0.0055	0.0026	1.59346	1	1.0000	0	87.0168	uniform_fallback	BELOW_DETECTION
JAFANH010000059.1	JABTBR010000001.1	88.4482	88.4482	0.0050	0.0021	1.42795	1	1.0000	0	88.4482	uniform	INCONSISTENT
JAFANH010000059.1	JAAFKF010000001.1	89.0486	89.0486	0.0030	0.0022	1.37851	2	1.0000	0	89.0486	uniform_fallback	INCONSISTENT
JACRAU010000009.1	DDKN01000118.1	88.8519	90.2171	0.2794	0.3034	0.18775	49	0.9409	26	88.8519	gamma	ok
JACRAU010000009.1	DEQR01000043.1	91.0355	91.0355	0.0069	0.0056	1.12239	2	0.9231	1	91.0355	uniform	INCONSISTENT
JACRAU010000009.1	JAABTK010000100.1	88.2338	88.2338	0.0057	0.0040	1.42800	1	1.0000	0	88.2338	uniform	BELOW_DETECTION
JACRAU010000009.1	JAABQU010000001.1	96.5780	96.5780	0.0005	0.0004	1.48439	1	1.0000	0	96.5780	uniform	INCONSISTENT
JACRAU010000009.1	WYAY01000047.1	88.7789	88.7789	0.0042	0.0041	1.63241	1	1.0000	0	88.7789	uniform_fallback	INCONSISTENT
JAEEHL010000183.1	ONVK01000160.1	95.6888	95.6888	0.0029	0.0025	0.98602	2	1.0000	0	95.6888	uniform	ok
JAEEHL010000183.1	DGVK01000164.1	96.8750	96.8750	0.0006	0.0006	1.16254	1	1.0000	0	96.8750	uniform_fallback	INCONSISTENT
JAEEHL010000183.1	DJXI01000075.1	92.4266	92.4266	0.0015	0.0014	1.48155	2	1.0000	0	92.4266	uniform_fallback	INCONSISTENT
JAHRWO010000398.1	JAFLBS010000001.1	91.5648	91.5648	0.0037	0.0022	2.18659	1	1.0000	0	91.5648	uniform_fallback	INCONSISTENT
JAEEYV010000049.1	DFKH01000060.1	94.8387	94.8387	0.0017	0.0021	1.77708	1	1.0000	0	94.8387	uniform_fallback	INCONSISTENT
DXDU01000062.1	HF972569.1	96.7908	96.7908	0.0009	0.0010	1.28825	1	1.0000	0	96.7908	uniform	ok
DWYP01000005.1	DIXY01000018.1	88.6327	88.6327	0.0175	0.0204	0.90971	3	1.0000	0	88.6327	uniform	INCONSISTENT
DWYP01000005.1	JABCPE020000001.1	90.8791	90.8791	0.0058	0.0071	1.90186	1	1.0000	0	90.8791	uniform	ok
OMXF01000100.1	ONDK01000098.1	89.2019	89.2019	0.0092	0.0113	1.05402	3	1.0000	0	89.2019	uniform	INCONSISTENT
JAGVSR010000145.1	JAAZKT010000002.1	99.6988	99.6988	0.0009	0.0021	0.30075	1	1.0000	0	99.6988	uniform	ok
JAGVSR010000145.1	CP059255.1	89.7193	89.7193	0.0014	0.0017	1.89552	1	1.0000	0	89.7193	uniform_fallback	INCONSISTENT
ONCC01000055.1	DECD01000025.1	88.2399	91.6277	0.3061	0.2917	0.19197	42	0.9731	11	88.2399	gamma	ok
ONCC01000055.1	DGIA01000010.1	93.4793	93.4793	0.0173	0.0229	0.61736	7	1.0000	0	93.4793	uniform	INCONSISTENT
JAFAUQ010000042.1	UBZP01000050.1	89.7158	89.7158	0.0015	0.0014	1.80391	1	1.0000	0	89.7158	uniform	ok
JAFAUQ010000042.1	JAAYVT010000351.1	94.2112	94.2112	0.0001	0.0001	1.94792	1	1.0000	0	94.2112	uniform	ok
JAFAUQ010000042.1	JACABA010000001.1	92.9756	92.9756	0.0001	0.0001	1.94898	1	1.0000	0	92.9756	uniform_fallback	INCONSISTENT
JAFAUQ010000042.1	JABCYT010000001.1	93.1090	93.1090	0.0005	0.0005	1.99379	1	1.0000	0	93.1090	uniform	ok
ONMP01000397.1	DCZG01000005.1	90.9807	90.9807	0.0007	0.0009	1.98920	1	1.0000	0	90.9807	uniform_fallback	INCONSISTENT
ONMP01000397.1	DFIX01000050.1	99.2781	99.2781	0.0025	0.0033	0.32250	2	1.0000	0	99.2781	uniform	ok
ONMP01000397.1	DJXA01000167.1	98.4680	98.4680	0.0020	0.0033	0.44243	3	1.0000	0	98.4680	uniform	ok
JADJAB010000001.1	DDEX01000037.1	88.6449	88.6449	0.0064	0.0077	1.14269	2	1.0000	0	88.6449	uniform	INCONSISTENT
JADJAB010000001.1	JAAIVJ010000001.1	87.7671	87.7671	0.0491	0.0537	0.44679	9	0.9577	3	87.7671	uniform	BELOW_DETECTION
JADJAB010000001.1	JAABTI010000001.1	90.7259	90.7259	0.0005	0.0012	2.11490	1	1.0000	0	90.7259	uniform	INCONSISTENT
JADJAB010000001.1	WOZM01000002.1	91.4572	91.4572	0.0023	0.0026	1.10880	3	1.0000	0	91.4572	uniform	INCONSISTENT
JADJAB010000001.1	DISJ01000011.1	89.6320	89.6320	0.0027	0.0030	1.63525	1	1.0000	0	89.6320	uniform	INCONSISTENT
JADJAB010000001.1	DISZ01000004.1	90.6867	90.6867	0.0007	0.0009	2.07795	1	1.0000	0	90.6867	uniform	INCONSISTENT
JADJAB010000001.1	DIVD01000052.1	90.1218	90.1218	0.0037	0.0047	1.17730	2	1.0000	0	90.1218	uniform	INCONSISTENT
JADJAB010000001.1	JAAURK010000032.1	91.2026	91.2026	0.0037	0.0042	1.06943	3	1.0000	0	91.2026	uniform	INCONSISTENT
JADJAB010000001.1	DKFM01000001.1	87.6278	87.6278	0.0087	0.0116	1.00844	3	0.9333	1	87.6278	uniform	BELOW_DETECTION
JADJAB010000001.1	CP059262.1	88.6515	88.6515	0.0156	0.0167	0.71444	4	1.0000	0	88.6515	uniform	INCONSISTENT
JADJAB010000001.1	PHEE01000033.1	88.0076	88.0076	0.0024	0.0033	1.77774	1	1.0000	0	88.0076	uniform	BELOW_DETECTION
JADJMD010000001.1	CP053447.1	85.3924	85.3924	0.0129	0.0150	1.69649	1	1.0000	0	85.3924	uniform	BELOW_DETECTION
UBJR01000048.1	UBZP01000050.1	84.0292	86.2407	0.1160	0.1395	0.26005	27	0.9409	12	84.0292	gamma	BELOW_DETECTION
UBJR01000048.1	DDFA01000072.1	87.7740	87.7740	0.0108	0.0210	0.69572	4	1.0000	0	87.7740	uniform	BELOW_DETECTION
UBJR01000048.1	DSIT01000125.1	89.6711	89.6711	0.0014	0.0016	1.64580	1	1.0000	0	89.6711	uniform_fallback	INCONSISTENT
UBJR01000048.1	DLGP01000051.1	85.5822	85.5822	0.0039	0.0050	1.52554	1	1.0000	0	85.5822	uniform_fallback	BELOW_DETECTION
UBJR01000048.1	PARB01000030.1	90.8915	90.8915	0.0004	0.0007	1.91522	1	1.0000	0	90.8915	uniform_fallback	INCONSISTENT
