query	reference	ani	ani_uniform	af_query	af_reference	std_err	synteny_blocks	anchor_adjacency	breakpoint_count	het_shape	retention	ani_from_loss	ani_from_hist	enzyme_spread	enzyme_chi2	per_enzyme	n_anchors	n_chains	n_tags	max_block_anchors	mean_block_anchors	flag	ani_gated	gate	ani_upper95	flag
NZ_CP010304.1	NZ_CP062742.1	99.9424	99.9504	0.9737	0.9791	0.00479	57	0.9923	452	0.070	0.9970	99.8592	99.9729	0.0057	0.04	AlfI:99.95,AloI:99.95,BcgI:99.95,FalI:99.95	8085	57	7026	1048	124.75438596491227	ok	99.9424	gamma	99.8877	ok
NZ_CP010304.1	NZ_CP062744.1	99.9430	99.9508	0.9712	0.9774	0.00477	61	0.9917	461	0.070	0.9970	99.8613	99.9729	0.0141	0.28	AlfI:99.95,AloI:99.96,BcgI:99.95,FalI:99.95	8077	61	7015	1048	116.54098360655738	ok	99.9430	gamma	99.8896	ok
NZ_CP010304.1	NZ_CP062746.1	99.9430	99.9508	0.9712	0.9775	0.00477	61	0.9917	461	0.070	0.9970	99.8613	99.9729	0.0141	0.28	AlfI:99.95,AloI:99.96,BcgI:99.95,FalI:99.95	8077	61	7015	1048	116.52459016393442	ok	99.9430	gamma	99.8896	ok
NZ_CP010304.1	NZ_CP062749.1	99.9436	99.9514	0.9739	0.9776	0.00474	56	0.9924	432	0.070	0.9970	99.8615	99.9735	0.0092	0.27	AlfI:99.96,AloI:99.95,BcgI:99.95,FalI:99.95	8018	56	7026	1048	126.5	ok	99.9436	gamma	99.8898	ok
NZ_CP010304.1	NZ_CP062752.1	99.9401	99.9485	0.9709	0.9769	0.00489	62	0.9916	463	0.070	0.9969	99.8590	99.9705	0.0096	0.17	AlfI:99.95,AloI:99.95,BcgI:99.95,FalI:99.95	8077	62	7015	1048	114.62903225806451	ok	99.9401	gamma	99.8875	ok
NZ_CP010304.1	NZ_CP062755.1	99.9458	99.9528	0.9739	0.9785	0.00467	57	0.9923	456	0.070	0.9971	99.8686	99.9735	0.0251	0.98	AlfI:99.95,AloI:99.97,BcgI:99.95,FalI:99.95	8051	57	7026	1048	124.71929824561404	ok	99.9458	gamma	99.8960	ok
NZ_CP010304.1	NZ_CP062761.1	99.9471	99.9535	0.9696	0.9785	0.00465	58	0.9921	456	0.070	0.9972	99.8774	99.9722	0.0061	0.11	AlfI:99.96,AloI:99.95,BcgI:99.95,FalI:99.96	8058	58	6992	1048	122.15517241379311	ok	99.9471	gamma	99.9039	ok
NZ_CP010304.1	NZ_CP062758.1	99.9420	99.9500	0.9731	0.9779	0.00481	58	0.9921	456	0.070	0.9970	99.8615	99.9717	0.0151	0.30	AlfI:99.95,AloI:99.96,BcgI:99.95,FalI:99.95	8080	58	7023	1048	122.60344827586206	ok	99.9420	gamma	99.8897	ok
NZ_CP010304.1	NZ_CP062763.1	99.9418	99.9494	0.9707	0.9780	0.00485	58	0.9921	453	0.070	0.9969	99.8681	99.9693	0.0137	0.52	AlfI:99.95,AloI:99.95,BcgI:99.94,FalI:99.96	8069	58	7000	1048	122.1896551724138	ok	99.9418	gamma	99.8957	ok
NZ_CP010304.1	NZ_CP062766.1	99.9428	99.9505	0.9735	0.9777	0.00479	58	0.9921	444	0.070	0.9970	99.8639	99.9717	0.0141	0.25	AlfI:99.95,AloI:99.96,BcgI:99.95,FalI:99.95	8069	58	7026	1048	122.37931034482759	ok	99.9428	gamma	99.8919	ok
NZ_CP010304.1	NZ_CP062782.1	99.9445	99.9519	0.9734	0.9713	0.00472	57	0.9922	439	0.070	0.9971	99.8662	99.9729	0.0059	0.12	AlfI:99.95,AloI:99.95,BcgI:99.95,FalI:99.95	8090	57	7026	1048	124.49122807017544	ok	99.9445	gamma	99.8940	ok
NZ_CP010304.1	NZ_CP062769.1	99.9410	99.9488	0.9653	0.9732	0.00488	48	0.9934	343	0.070	0.9969	99.8656	99.9693	0.0096	0.21	AlfI:99.95,AloI:99.95,BcgI:99.94,FalI:99.95	7925	48	6992	1049	145.8125	ok	99.9410	gamma	99.8934	ok
NZ_CP010304.1	NZ_CP062771.1	99.9429	99.9509	0.9737	0.9784	0.00477	54	0.9927	435	0.070	0.9970	99.8592	99.9735	0.0044	0.03	AlfI:99.95,AloI:99.95,BcgI:99.95,FalI:99.95	8031	54	7026	1048	131.25925925925927	ok	99.9429	gamma	99.8877	ok
NZ_CP010304.1	NZ_CP062774.1	99.9378	99.9471	0.9709	0.9718	0.00495	63	0.9914	469	0.070	0.9968	99.8495	99.9711	0.0090	0.22	AlfI:99.95,AloI:99.95,BcgI:99.94,FalI:99.95	8072	63	7015	1048	112.82539682539682	ok	99.9378	gamma	99.8790	ok
NZ_CP015832.1	NZ_CP015831.1	99.9930	99.9931	0.9497	0.9732	0.00177	42	0.9945	729	0.070	0.9996	99.9836	99.9954	0.0094	0.29	AlfI:99.99,AloI:100.00,BcgI:99.99,FalI:99.99	8271	42	7042	1621	173.11904761904762	ok	99.9930	gamma	99.9923	ok
NZ_CP015832.1	NZ_CP018237.1	99.9444	99.9517	0.9047	0.9354	0.00480	56	0.9922	409	0.070	0.9971	99.8667	99.9726	0.0286	0.77	AlfI:99.95,AloI:99.94,BcgI:99.95,FalI:99.97	7890	56	6802	951	123.08928571428571	ok	99.9444	gamma	99.8948	ok
NZ_CP015832.1	NZ_CP018239.1	99.9328	99.9431	0.9173	0.9457	0.00519	44	0.9939	287	0.070	0.9965	99.8438	99.9675	0.0255	0.87	AlfI:99.94,AloI:99.95,BcgI:99.95,FalI:99.93	7744	44	6865	952	155.52272727272728	ok	99.9328	gamma	99.8742	ok
NZ_CP015832.1	NZ_CP018245.1	99.9312	99.9439	0.9277	0.9485	0.00514	43	0.9941	326	0.070	0.9966	99.8162	99.9753	0.0261	1.05	AlfI:99.94,AloI:99.95,BcgI:99.94,FalI:99.96	7864	43	6914	1295	161.02325581395348	ok	99.9312	gamma	99.8492	ok
NZ_CP015832.1	NZ_CP018243.1	99.9718	99.9736	0.9222	0.9610	0.00352	37	0.9949	350	0.070	0.9984	99.9282	99.9848	0.0006	0.00	AlfI:99.97,AloI:99.97,BcgI:99.97,FalI:99.97	7866	37	6879	1100	187.27027027027026	ok	99.9718	gamma	99.9483	ok
NZ_CP015832.1	NZ_CP018252.2	99.9378	99.9484	0.9181	0.9447	0.00495	51	0.9929	418	0.070	0.9969	99.8296	99.9776	0.0132	0.20	AlfI:99.95,AloI:99.96,BcgI:99.95,FalI:99.95	7912	51	6876	1362	136.01960784313727	ok	99.9378	gamma	99.8614	ok
NZ_CP015832.1	NZ_CP018247.1	99.9358	99.9457	0.9113	0.9504	0.00508	42	0.9941	295	0.070	0.9967	99.8432	99.9710	0.0240	0.41	AlfI:99.94,AloI:99.93,BcgI:99.95,FalI:99.95	7745	42	6838	919	162.42857142857142	ok	99.9358	gamma	99.8737	ok
NZ_CP015832.1	NZ_CP018241.1	99.9817	99.9824	0.9358	0.9591	0.00285	44	0.9940	335	0.070	0.9989	99.9599	99.9879	0.0186	0.95	AlfI:99.99,AloI:99.98,BcgI:99.98,FalI:99.97	7953	44	6978	1100	159.70454545454547	ok	99.9817	gamma	99.9744	ok
NZ_CP015832.1	NZ_CP018250.1	99.9280	99.9415	0.9155	0.9502	0.00527	43	0.9940	326	0.070	0.9965	99.8124	99.9734	0.0219	0.35	AlfI:99.94,AloI:99.93,BcgI:99.94,FalI:99.95	7834	43	6861	898	159.4418604651163	ok	99.9280	gamma	99.8458	ok
NZ_CP015832.1	NZ_CP038282.1	99.9337	99.9445	0.9190	0.9540	0.00513	45	0.9938	368	0.070	0.9966	99.8367	99.9711	0.0376	1.08	AlfI:99.94,AloI:99.93,BcgI:99.95,FalI:99.96	7848	45	6870	1363	153.73333333333332	ok	99.9337	gamma	99.8678	ok
NZ_CP015832.1	NZ_CP038284.1	99.9418	99.9501	0.9152	0.9440	0.00487	52	0.9928	405	0.070	0.9970	99.8555	99.9734	0.0580	2.91	AlfI:99.95,AloI:99.92,BcgI:99.95,FalI:99.98	7866	52	6849	920	133.25	ok	99.9418	gamma	99.8847	ok
NZ_CP015832.1	NZ_CP038290.1	99.9301	99.9416	0.9178	0.9307	0.00526	39	0.9946	255	0.070	0.9965	99.8342	99.9681	0.0466	3.09	AlfI:99.95,AloI:99.93,BcgI:99.93,FalI:99.97	7783	39	6864	920	174.53846153846155	ok	99.9301	gamma	99.8655	ok
NZ_CP015832.1	NZ_CP038292.1	99.9343	99.9445	0.9167	0.9454	0.00513	53	0.9926	386	0.070	0.9966	99.8439	99.9693	0.0310	0.89	AlfI:99.94,AloI:99.93,BcgI:99.94,FalI:99.96	7842	53	6867	920	130.8679245283019	ok	99.9343	gamma	99.8742	ok
NZ_CP015832.1	NZ_CP038300.1	99.9361	99.9455	0.9168	0.9461	0.00508	60	0.9917	454	0.070	0.9967	99.8511	99.9687	0.0310	0.83	AlfI:99.94,AloI:99.93,BcgI:99.94,FalI:99.96	7882	60	6867	920	116.36666666666666	ok	99.9361	gamma	99.8807	ok
NZ_CP015832.1	NZ_CP038302.1	99.9368	99.9463	0.9151	0.9233	0.00505	59	0.9918	469	0.070	0.9967	99.8483	99.9704	0.0467	1.02	AlfI:99.94,AloI:99.91,BcgI:99.95,FalI:99.96	7889	59	6850	920	118.10169491525424	ok	99.9368	gamma	99.8783	ok
NZ_CP015832.1	NZ_CP038309.1	99.9390	99.9482	0.9135	0.9274	0.00496	43	0.9940	355	0.070	0.9969	99.8482	99.9728	0.0535	2.31	AlfI:99.94,AloI:99.92,BcgI:99.95,FalI:99.97	7852	43	6847	920	159.09302325581396	ok	99.9390	gamma	99.8782	ok
NZ_CP015832.1	NZ_CP038319.1	99.9294	99.9407	0.9134	0.9490	0.00530	52	0.9928	343	0.070	0.9964	99.8413	99.9651	0.0171	0.38	AlfI:99.93,AloI:99.93,BcgI:99.94,FalI:99.95	7871	52	6860	920	132.73076923076923	ok	99.9294	gamma	99.8720	ok
NZ_CP015832.1	NZ_CP038333.1	99.9401	99.9487	0.9135	0.9363	0.00494	48	0.9933	377	0.070	0.9969	99.8555	99.9716	0.0466	1.90	AlfI:99.95,AloI:99.93,BcgI:99.95,FalI:99.97	7841	48	6847	920	143.91666666666666	ok	99.9401	gamma	99.8847	ok
NZ_CP015832.1	NZ_CP038339.1	99.9408	99.9484	0.9182	0.9368	0.00494	45	0.9938	318	0.070	0.9969	99.8680	99.9682	0.0117	0.25	AlfI:99.94,AloI:99.95,BcgI:99.95,FalI:99.94	7798	45	6869	1364	152.93333333333334	ok	99.9408	gamma	99.8958	ok
NZ_CP015832.1	NZ_CP038342.1	99.9101	99.9311	0.9174	0.9463	0.00572	52	0.9927	330	0.070	0.9958	99.7671	99.9716	0.0095	0.08	AlfI:99.93,AloI:99.93,BcgI:99.93,FalI:99.92	7937	52	6876	934	132.15384615384616	ok	99.9101	gamma	99.8045	ok
NZ_CP015832.1	NZ_CP038344.1	99.9244	99.9383	0.9081	0.9471	0.00543	46	0.9935	293	0.070	0.9963	99.8162	99.9684	0.0512	3.46	AlfI:99.92,AloI:99.95,BcgI:99.95,FalI:99.97	7709	46	6822	1360	147.8695652173913	ok	99.9244	gamma	99.8494	ok
NZ_CP015832.1	NZ_CP038346.1	99.9330	99.9451	0.9242	0.9308	0.00509	54	0.9925	431	0.070	0.9967	99.8181	99.9764	0.0049	0.02	AlfI:99.94,AloI:99.95,BcgI:99.95,FalI:99.94	7894	54	6894	1362	129.07407407407408	ok	99.9330	gamma	99.8509	ok
NZ_CP015832.1	NZ_CP038349.1	99.9237	99.9388	0.9072	0.9425	0.00541	44	0.9938	280	0.070	0.9963	99.8016	99.9726	0.0242	0.60	AlfI:99.94,AloI:99.96,BcgI:99.94,FalI:99.94	7805	44	6820	934	154.20454545454547	ok	99.9237	gamma	99.8361	ok
NZ_CP015832.1	NZ_CP038351.1	99.9220	99.9376	0.9225	0.9379	0.00543	57	0.9921	439	0.070	0.9962	99.7991	99.9717	0.0070	0.09	AlfI:99.93,AloI:99.93,BcgI:99.94,FalI:99.94	8046	57	6901	1364	122.36842105263158	ok	99.9220	gamma	99.8337	ok
NZ_CP015832.1	NZ_CP038353.1	99.9073	99.9264	0.9282	0.9529	0.00589	48	0.9934	362	0.070	0.9955	99.7948	99.9589	0.0181	0.16	AlfI:99.93,AloI:99.93,BcgI:99.93,FalI:99.92	7878	48	6918	1362	144.47916666666666	ok	99.9073	gamma	99.8297	ok
NZ_CP015832.1	NZ_CP038355.1	99.9266	99.9388	0.9162	0.9421	0.00539	53	0.9926	380	0.070	0.9963	99.8342	99.9645	0.0467	1.15	AlfI:99.94,AloI:99.91,BcgI:99.94,FalI:99.96	7818	53	6864	920	130.60377358490567	ok	99.9266	gamma	99.8655	ok
NZ_CP015832.1	NZ_CP038357.1	99.9125	99.9323	0.9241	0.9468	0.00566	56	0.9922	396	0.070	0.9959	99.7729	99.9717	0.0251	0.46	AlfI:99.93,AloI:99.93,BcgI:99.94,FalI:99.91	7999	56	6904	1095	123.85714285714286	ok	99.9125	gamma	99.8097	ok
NZ_CP015832.1	NZ_CP038360.1	99.9166	99.9314	0.9154	0.9413	0.00571	45	0.9937	304	0.070	0.9958	99.8216	99.9585	0.0320	0.66	AlfI:99.94,AloI:99.93,BcgI:99.93,FalI:99.90	7761	45	6845	1364	151.84444444444443	ok	99.9166	gamma	99.8542	ok
NZ_CP015832.1	NZ_CP038366.1	99.9301	99.9426	0.9315	0.9482	0.00519	41	0.9944	345	0.070	0.9965	99.8215	99.9725	0.0327	1.43	AlfI:99.93,AloI:99.95,BcgI:99.94,FalI:99.96	7891	41	6931	1362	169.609756097561	ok	99.9301	gamma	99.8539	ok
NZ_CP015832.1	NZ_CP038372.1	99.9132	99.9325	0.9163	0.9437	0.00567	53	0.9926	408	0.070	0.9959	99.7789	99.9704	0.0112	0.15	AlfI:99.93,AloI:99.94,BcgI:99.94,FalI:99.93	8099	53	6870	934	130.73584905660377	ok	99.9132	gamma	99.8153	ok
NZ_CP015832.1	NZ_CP038402.1	99.9388	99.9477	0.9145	0.9281	0.00498	49	0.9932	401	0.070	0.9968	99.8530	99.9710	0.0242	0.89	AlfI:99.95,AloI:99.94,BcgI:99.94,FalI:99.96	7838	49	6846	919	140.87755102040816	ok	99.9388	gamma	99.8825	ok
NZ_CP015832.1	NZ_CP038414.1	99.9339	99.9459	0.9280	0.9529	0.00505	53	0.9927	468	0.070	0.9967	99.8189	99.9771	0.0062	0.10	AlfI:99.94,AloI:99.95,BcgI:99.95,FalI:99.95	7976	53	6925	1363	132.58490566037736	ok	99.9339	gamma	99.8516	ok
NZ_CP015832.1	NZ_CP038416.1	99.9416	99.9489	0.9182	0.9313	0.00492	45	0.9937	318	0.070	0.9969	99.8704	99.9682	0.0169	0.47	AlfI:99.94,AloI:99.95,BcgI:99.95,FalI:99.94	7759	45	6868	1364	152.75555555555556	ok	99.9416	gamma	99.8979	ok
NZ_CP015832.1	NZ_CP039834.1	99.9304	99.9427	0.9221	0.9495	0.00520	48	0.9934	390	0.070	0.9965	99.8227	99.9723	0.0235	0.80	AlfI:99.95,AloI:99.95,BcgI:99.94,FalI:99.96	7909	48	6887	1363	144.79166666666666	ok	99.9304	gamma	99.8551	ok
NZ_CP015832.1	NZ_CP062778.1	99.9143	99.9325	0.9187	0.9369	0.00566	53	0.9926	397	0.070	0.9959	99.7884	99.9680	0.0378	0.86	AlfI:99.94,AloI:99.91,BcgI:99.93,FalI:99.95	7868	53	6866	897	130.60377358490567	ok	99.9143	gamma	99.8240	ok
NZ_CP015832.1	NZ_CP062700.1	99.9154	99.9329	0.9187	0.9412	0.00565	46	0.9936	335	0.070	0.9959	99.7932	99.9674	0.0333	0.65	AlfI:99.94,AloI:99.91,BcgI:99.93,FalI:99.95	7810	46	6863	897	149.52173913043478	ok	99.9154	gamma	99.8283	ok
NZ_CP015832.1	NZ_CP062702.1	99.9740	99.9755	0.9223	0.9483	0.00339	43	0.9941	429	0.070	0.9985	99.9329	99.9859	0.0136	0.53	AlfI:99.98,AloI:99.99,BcgI:99.97,FalI:99.97	7899	43	6876	1364	162.37209302325581	ok	99.9740	gamma	99.9523	ok
NZ_CP015832.1	NZ_CP062705.1	99.9276	99.9413	0.9211	0.9416	0.00527	51	0.9929	426	0.070	0.9964	99.8108	99.9735	0.0160	0.22	AlfI:99.94,AloI:99.95,BcgI:99.94,FalI:99.94	7890	51	6890	1362	136.2941176470588	ok	99.9276	gamma	99.8443	ok
NZ_CP015832.1	NZ_CP062708.1	99.9276	99.9413	0.9211	0.9416	0.00527	51	0.9929	426	0.070	0.9964	99.8108	99.9735	0.0160	0.22	AlfI:99.94,AloI:99.95,BcgI:99.94,FalI:99.94	7890	51	6890	1362	136.2941176470588	ok	99.9276	gamma	99.8443	ok
NZ_CP015832.1	NZ_CP062711.1	99.9276	99.9413	0.9211	0.9476	0.00527	51	0.9929	426	0.070	0.9964	99.8108	99.9735	0.0160	0.22	AlfI:99.94,AloI:99.95,BcgI:99.94,FalI:99.94	7890	51	6890	1362	136.2941176470588	ok	99.9276	gamma	99.8443	ok
NZ_CP015832.1	NZ_CP062713.1	99.9276	99.9413	0.9211	0.9478	0.00527	51	0.9929	426	0.070	0.9964	99.8108	99.9735	0.0160	0.22	AlfI:99.94,AloI:99.95,BcgI:99.94,FalI:99.94	7890	51	6890	1362	136.2941176470588	ok	99.9276	gamma	99.8443	ok
NZ_CP015832.1	NZ_CP062715.1	99.9370	99.9477	0.9148	0.9466	0.00499	54	0.9925	432	0.070	0.9968	99.8290	99.9769	0.0141	0.22	AlfI:99.95,AloI:99.96,BcgI:99.95,FalI:99.95	7892	54	6850	1363	128.2962962962963	ok	99.9370	gamma	99.8609	ok
NZ_CP015832.1	NZ_CP062717.1	99.9373	99.9479	0.9185	0.9469	0.00497	53	0.9927	430	0.070	0.9968	99.8297	99.9770	0.0142	0.23	AlfI:99.95,AloI:99.96,BcgI:99.95,FalI:99.95	7904	53	6879	1363	131.18867924528303	ok	99.9373	gamma	99.8615	ok
NZ_CP015832.1	NZ_CP062719.1	99.9271	99.9414	0.9237	0.9418	0.00526	51	0.9929	418	0.070	0.9964	99.8039	99.9753	0.0201	0.23	AlfI:99.94,AloI:99.95,BcgI:99.94,FalI:99.93	7889	51	6902	1362	136.2549019607843	ok	99.9271	gamma	99.8381	ok
NZ_CP015832.1	NZ_CP062721.1	99.9259	99.9404	0.9237	0.9418	0.00530	51	0.9929	418	0.070	0.9964	99.8039	99.9741	0.0290	0.44	AlfI:99.94,AloI:99.95,BcgI:99.94,FalI:99.92	7889	51	6902	1362	136.2549019607843	ok	99.9259	gamma	99.8381	ok
NZ_CP015832.1	NZ_CP062723.1	99.9376	99.9483	0.9181	0.9452	0.00495	56	0.9922	443	0.070	0.9969	99.8272	99.9782	0.0132	0.20	AlfI:99.95,AloI:99.96,BcgI:99.95,FalI:99.95	7907	56	6876	1363	124.30357142857143	ok	99.9376	gamma	99.8593	ok
NZ_CP015832.1	NZ_CP062725.1	99.9377	99.9484	0.9184	0.9480	0.00494	50	0.9931	421	0.070	0.9969	99.8273	99.9782	0.0132	0.20	AlfI:99.95,AloI:99.96,BcgI:99.95,FalI:99.95	7933	50	6879	1363	138.84	ok	99.9377	gamma	99.8593	ok
NZ_CP015832.1	NZ_CP062727.1	99.9285	99.9423	0.9236	0.9507	0.00522	51	0.9930	431	0.070	0.9965	99.8063	99.9759	0.0156	0.21	AlfI:99.94,AloI:99.95,BcgI:99.94,FalI:99.94	7901	51	6902	1363	136.52941176470588	ok	99.9285	gamma	99.8402	ok
NZ_CP015832.1	NZ_CP062729.1	99.9378	99.9484	0.9180	0.9452	0.00495	53	0.9927	430	0.070	0.9969	99.8296	99.9776	0.0132	0.20	AlfI:99.95,AloI:99.96,BcgI:99.95,FalI:99.95	7908	53	6876	1363	131.1320754716981	ok	99.9378	gamma	99.8614	ok
NZ_CP015832.1	NZ_CP062780.1	99.9378	99.9484	0.9181	0.9447	0.00495	53	0.9927	430	0.070	0.9969	99.8296	99.9776	0.0132	0.20	AlfI:99.95,AloI:99.96,BcgI:99.95,FalI:99.95	7908	53	6876	1363	131.1320754716981	ok	99.9378	gamma	99.8614	ok
NZ_CP015832.1	NZ_CP062731.1	99.9378	99.9484	0.9181	0.9447	0.00495	53	0.9927	430	0.070	0.9969	99.8296	99.9776	0.0132	0.20	AlfI:99.95,AloI:99.96,BcgI:99.95,FalI:99.95	7908	53	6876	1363	131.1320754716981	ok	99.9378	gamma	99.8614	ok
NZ_CP015832.1	NZ_CP062733.1	99.9378	99.9484	0.9181	0.9441	0.00495	53	0.9927	431	0.070	0.9969	99.8296	99.9776	0.0132	0.20	AlfI:99.95,AloI:99.96,BcgI:99.95,FalI:99.95	7909	53	6876	1363	131.11320754716982	ok	99.9378	gamma	99.8614	ok
NZ_CP015832.1	NZ_CP062739.1	99.9378	99.9484	0.9181	0.9444	0.00495	59	0.9921	860	0.070	0.9969	99.8296	99.9776	0.0132	0.20	AlfI:99.95,AloI:99.96,BcgI:99.95,FalI:99.95	8143	59	6876	1363	121.88135593220339	ok	99.9378	gamma	99.8614	ok
NZ_CP015832.1	NZ_CP062736.1	99.9378	99.9484	0.9181	0.9441	0.00495	53	0.9927	430	0.070	0.9969	99.8296	99.9776	0.0132	0.20	AlfI:99.95,AloI:99.96,BcgI:99.95,FalI:99.95	7908	53	6876	1363	131.1320754716981	ok	99.9378	gamma	99.8614	ok
NZ_CP015832.1	NZ_CP062742.1	99.9298	99.9437	0.9236	0.9507	0.00516	51	0.9930	429	0.070	0.9966	99.8015	99.9788	0.0156	0.24	AlfI:99.95,AloI:99.95,BcgI:99.94,FalI:99.94	7919	51	6902	1363	136.58823529411765	ok	99.9298	gamma	99.8359	ok
NZ_CP015832.1	NZ_CP062744.1	99.9378	99.9484	0.9181	0.9447	0.00495	53	0.9927	430	0.070	0.9969	99.8296	99.9776	0.0132	0.20	AlfI:99.95,AloI:99.96,BcgI:99.95,FalI:99.95	7909	53	6876	1363	131.11320754716982	ok	99.9378	gamma	99.8614	ok
NZ_CP015832.1	NZ_CP062746.1	99.9386	99.9489	0.9186	0.9468	0.00492	53	0.9927	430	0.070	0.9969	99.8321	99.9776	0.0129	0.18	AlfI:99.95,AloI:99.96,BcgI:99.95,FalI:99.95	7909	53	6879	1363	131.16981132075472	ok	99.9386	gamma	99.8637	ok
NZ_CP015832.1	NZ_CP062749.1	99.9359	99.9466	0.9211	0.9475	0.00502	50	0.9931	414	0.070	0.9968	99.8324	99.9747	0.0118	0.19	AlfI:99.94,AloI:99.95,BcgI:99.95,FalI:99.95	7883	50	6890	1363	138.84	ok	99.9359	gamma	99.8639	ok
NZ_CP015832.1	NZ_CP062752.1	99.9365	99.9474	0.9182	0.9463	0.00499	54	0.9925	431	0.070	0.9968	99.8273	99.9770	0.0162	0.30	AlfI:99.95,AloI:99.96,BcgI:99.94,FalI:99.95	7907	54	6879	1362	128.74074074074073	ok	99.9365	gamma	99.8593	ok
NZ_CP015832.1	NZ_CP062755.1	99.9236	99.9390	0.9237	0.9503	0.00537	50	0.9931	426	0.070	0.9963	99.7991	99.9735	0.0081	0.06	AlfI:99.94,AloI:99.93,BcgI:99.94,FalI:99.94	7899	50	6902	1363	139.12	ok	99.9236	gamma	99.8337	ok
NZ_CP015832.1	NZ_CP062761.1	99.9293	99.9430	0.9197	0.9491	0.00520	55	0.9924	448	0.070	0.9965	99.8054	99.9769	0.0155	0.27	AlfI:99.95,AloI:99.95,BcgI:99.94,FalI:99.94	7893	55	6870	1363	126.32727272727273	ok	99.9293	gamma	99.8395	ok
NZ_CP015832.1	NZ_CP062758.1	99.9223	99.9390	0.9242	0.9511	0.00537	51	0.9930	429	0.070	0.9963	99.7872	99.9764	0.0117	0.21	AlfI:99.94,AloI:99.95,BcgI:99.94,FalI:99.94	7913	51	6904	1363	136.52941176470588	ok	99.9223	gamma	99.8228	ok
NZ_CP015832.1	NZ_CP062763.1	99.9242	99.9393	0.9208	0.9479	0.00537	54	0.9925	440	0.070	0.9963	99.8008	99.9734	0.0140	0.52	AlfI:99.95,AloI:99.95,BcgI:99.93,FalI:99.94	7902	54	6878	1363	128.57407407407408	ok	99.9242	gamma	99.8353	ok
NZ_CP015832.1	NZ_CP062766.1	99.9369	99.9475	0.9209	0.9477	0.00498	50	0.9931	427	0.070	0.9968	99.8300	99.9764	0.0142	0.25	AlfI:99.95,AloI:99.96,BcgI:99.95,FalI:99.95	7934	50	6890	1363	139.1	ok	99.9369	gamma	99.8617	ok
NZ_CP015832.1	NZ_CP062782.1	99.9274	99.9418	0.9234	0.9444	0.00524	48	0.9934	410	0.070	0.9965	99.8015	99.9764	0.0156	0.19	AlfI:99.94,AloI:99.95,BcgI:99.94,FalI:99.94	7947	48	6902	1363	144.66666666666666	ok	99.9274	gamma	99.8359	ok
NZ_CP015832.1	NZ_CP062769.1	99.9335	99.9455	0.9163	0.9419	0.00508	44	0.9939	327	0.070	0.9967	99.8200	99.9764	0.0161	0.28	AlfI:99.94,AloI:99.96,BcgI:99.94,FalI:99.95	7810	44	6874	1363	156.11363636363637	ok	99.9335	gamma	99.8527	ok
NZ_CP015832.1	NZ_CP062771.1	99.9332	99.9452	0.9227	0.9502	0.00509	51	0.9930	429	0.070	0.9967	99.8205	99.9759	0.0066	0.12	AlfI:99.95,AloI:99.95,BcgI:99.94,FalI:99.95	7890	51	6894	1363	136.3921568627451	ok	99.9332	gamma	99.8531	ok
NZ_CP015832.1	NZ_CP062774.1	99.9346	99.9464	0.9177	0.9403	0.00504	54	0.9925	432	0.070	0.9967	99.8176	99.9781	0.0127	0.24	AlfI:99.95,AloI:99.95,BcgI:99.94,FalI:99.96	7901	54	6876	1362	128.59259259259258	ok	99.9346	gamma	99.8505	ok
NZ_CP015831.1	NZ_CP018237.1	99.9296	99.9434	0.9393	0.9520	0.00510	54	0.9925	336	0.070	0.9966	99.8046	99.9776	0.0260	0.86	AlfI:99.94,AloI:99.94,BcgI:99.94,FalI:99.96	8114	54	7094	951	130.61111111111111	ok	99.9296	gamma	99.8382	ok
NZ_CP015831.1	NZ_CP018239.1	99.9286	99.9414	0.9449	0.9601	0.00518	44	0.9939	260	0.070	0.9964	99.8194	99.9715	0.0293	1.13	AlfI:99.93,AloI:99.96,BcgI:99.95,FalI:99.93	7992	44	7125	952	160.04545454545453	ok	99.9286	gamma	99.8516	ok
NZ_CP015831.1	NZ_CP018245.1	99.9276	99.9432	0.9596	0.9631	0.00508	38	0.9948	255	0.070	0.9966	99.7866	99.9819	0.0228	0.89	AlfI:99.94,AloI:99.95,BcgI:99.94,FalI:99.96	8093	38	7194	1295	186.42105263157896	ok	99.9276	gamma	99.8216	ok
NZ_CP015831.1	NZ_CP018243.1	99.9741	99.9741	0.9515	0.9726	0.00343	33	0.9955	271	inf	0.9984	99.9146	99.9887	0.0111	0.57	AlfI:99.97,AloI:99.98,BcgI:99.97,FalI:99.98	8038	33	7139	1111	214.12121212121212	ok	99.9741	uniform	99.9363	ok
NZ_CP015831.1	NZ_CP018252.2	99.9192	99.9380	0.9529	0.9616	0.00532	48	0.9934	351	0.070	0.9962	99.7697	99.9795	0.0200	0.49	AlfI:99.94,AloI:99.96,BcgI:99.94,FalI:99.95	8154	48	7169	1399	147.89583333333334	ok	99.9192	gamma	99.8061	ok
NZ_CP015831.1	NZ_CP018247.1	99.9329	99.9445	0.9405	0.9689	0.00505	41	0.9943	255	0.070	0.9966	99.8280	99.9731	0.0197	0.36	AlfI:99.94,AloI:99.93,BcgI:99.95,FalI:99.95	7943	41	7099	919	170.609756097561	ok	99.9329	gamma	99.8595	ok
