query	reference	ani	ani_uniform	af_query	af_reference	std_err	synteny_blocks	anchor_adjacency	breakpoint_count	het_shape	retention	ani_from_loss	ani_from_hist	enzyme_spread	enzyme_chi2	per_enzyme	n_anchors	n_chains	n_tags	max_block_anchors	mean_block_anchors	flag_verbose	ani_gated	gate	ani_upper95	flag	q_acc	r_acc	ani_pct	q_country	r_country
NZ_CP026063.1	NZ_JYAF02000001.1	98.9005	99.3454	0.9735	0.9607	0.03726	12	0.9931	4	0.161	0.9605	98.7404	99.5302	0.569	2.26	AlfI:99.40,AloI:98.83,BcgI:99.34,FalI:99.39	1671	12	1743	528	133.58333333333334	ok	98.9005	gamma	98.9038	ok	GCF_001018775.2	GCF_001018955.1	98.9005	missing	missing
NZ_CP026063.1	NZ_JYAG02000001.1	96.9558	98.0663	0.9522	0.8991	0.07031	12	0.9918	3	0.446	0.8793	96.9374	98.6558	0.4056	0.64	AlfI:98.01,AloI:97.75,BcgI:98.03,FalI:98.15	1386	12	1705	254	111.75	ok	96.9558	gamma	97.1553	ok	GCF_001018775.2	GCF_001018965.1	96.9558	missing	USA:NY
NZ_CP026063.1	NZ_CP026071.1	97.001	98.2448	0.9612	0.9701	0.06627	9	0.9942	0	0.365	0.8911	97.0212	98.8435	0.6387	1.38	AlfI:98.19,AloI:97.76,BcgI:98.39,FalI:98.23	1426	9	1733	507	152.66666666666666	ok	97.001	gamma	97.2359	ok	GCF_001018775.2	GCF_001018975.2	97.001	missing	missing
NZ_CP026063.1	NZ_JYAI02000002.1	98.9146	99.3386	0.9554	0.9667	0.03776	16	0.9906	3	0.17	0.9601	98.7391	99.5222	0.5725	2.29	AlfI:99.35,AloI:98.83,BcgI:99.33,FalI:99.40	1657	16	1715	528	100.1875	ok	98.9146	gamma	98.9039	ok	GCF_001018775.2	GCF_001019015.2	98.9146	missing	missing
NZ_CP026063.1	NZ_JYAL02000001.1	98.8701	99.368	0.9712	0.9655	0.03644	6	0.9969	2	0.137	0.9619	98.7498	99.5556	0.5178	2.24	AlfI:99.32,AloI:98.94,BcgI:99.46,FalI:99.38	1713	6	1756	596	267.6666666666667	ok	98.8701	gamma	98.9121	ok	GCF_001018775.2	GCF_001019035.1	98.8701	missing	USA
NZ_CP026063.1	NZ_JYAN02000001.1	98.8452	99.343	0.9604	0.9525	0.03759	10	0.9943	0	0.156	0.9603	98.6669	99.5512	0.5855	2.37	AlfI:99.31,AloI:98.82,BcgI:99.36,FalI:99.41	1661	10	1729	513	158.5	ok	98.8452	gamma	98.8346	ok	GCF_001018775.2	GCF_001019045.1	98.8452	missing	France
NZ_CP026063.1	NZ_JYAP02000001.1	99.9753	99.9764	0.9633	0.9642	0.0068	7	0.9965	0	0.07	0.9986	99.9431	99.9851	0.1616	1.55	AlfI:100.00,AloI:99.84,BcgI:99.97,FalI:99.99	1807	7	1741	779	244.71428571428572	ok	99.9753	gamma	99.9752	ok	GCF_001018775.2	GCF_001019055.2	99.9753	missing	USA:New York
NZ_CP026063.1	NZ_JYAO02000001.1	99.9482	99.9543	0.9643	0.9087	0.00952	12	0.9936	0	0.07	0.9972	99.8758	99.975	0.0734	1.01	AlfI:99.96,AloI:99.90,BcgI:99.97,FalI:99.95	1783	12	1730	359	143.66666666666666	ok	99.9482	gamma	99.9265	ok	GCF_001018775.2	GCF_001019065.2	99.9482	missing	Japan
NZ_CP026063.1	NZ_JYAQ02000002.1	93.5944	93.5944	0.0045	0.0048	1.99949	1	1.0	0	inf	0.5608	95.6965	87.7651	3.5495	0.31	AlfI:93.75,AloI:96.30,FalI:92.75	44	1	7	5	5.0	INCONSISTENT	93.5944	uniform_fallback	99.1251	INCONSISTENT	GCF_001018775.2	GCF_001019115.1	93.5944	missing	France
NZ_CP026063.1	NZ_CP026957.1	98.7773	99.3207	0.958	0.9616	0.0383	10	0.9943	0	0.147	0.959	98.6464	99.53	0.662	3.1	AlfI:99.29,AloI:98.75,BcgI:99.30,FalI:99.41	1628	10	1726	545	157.7	ok	98.7773	gamma	98.8153	ok	GCF_001018775.2	GCF_001019125.1	98.7773	missing	USA:North Dakota
NZ_CP026063.1	NZ_JYAS02000001.1	99.9112	99.9305	0.9906	0.9135	0.01158	7	0.9966	2	0.07	0.9958	99.7779	99.9707	0.0991	0.69	AlfI:99.92,AloI:99.84,BcgI:99.94,FalI:99.94	1859	7	1788	573	250.1428571428571	ok	99.9112	gamma	99.8467	ok	GCF_001018775.2	GCF_001019135.2	99.9112	missing	USA:Michigan
NZ_CP026063.1	NZ_JYAW02000001.1	97.2361	98.2928	0.9398	0.913	0.0654	19	0.9869	2	0.392	0.8943	97.1718	98.8265	0.5931	1.2	AlfI:98.24,AloI:97.83,BcgI:98.42,FalI:98.30	1421	19	1705	238	72.15789473684211	ok	97.2361	gamma	97.3855	ok	GCF_001018775.2	GCF_001019175.2	97.2361	missing	Denmark
NZ_CP026063.1	NZ_JYBA02000001.1	98.9487	99.3521	0.9575	0.9054	0.03724	16	0.9906	0	0.17	0.9609	98.7722	99.5285	0.6124	2.67	AlfI:99.36,AloI:98.81,BcgI:99.34,FalI:99.43	1676	16	1723	524	100.0	ok	98.9487	gamma	98.9349	ok	GCF_001018775.2	GCF_001019195.1	98.9487	missing	USA:New York
NZ_CP026063.1	NZ_CP026953.1	99.8922	99.9165	0.9876	0.9829	0.01272	3	0.9988	0	0.07	0.9949	99.7582	99.9583	0.3127	2.79	AlfI:99.95,AloI:99.64,BcgI:99.94,FalI:99.92	1838	3	1780	1430	576.6666666666666	ok	99.8922	gamma	99.8304	ok	GCF_001018775.2	GCF_001019205.1	99.8922	missing	Portugal:Lisbon
NZ_CP026063.1	NZ_JYBB02000001.1	99.9112	99.9286	0.9907	0.9573	0.01173	6	0.9971	0	0.07	0.9957	99.7964	99.9635	0.0616	0.32	AlfI:99.92,AloI:99.87,BcgI:99.94,FalI:99.93	1860	6	1788	988	291.8333333333333	ok	99.9112	gamma	99.8621	ok	GCF_001018775.2	GCF_001019215.2	99.9112	missing	missing
NZ_CP026063.1	NZ_CP026968.1	99.8831	99.9111	0.9746	0.9677	0.01325	7	0.9965	0	0.07	0.9946	99.7444	99.9551	0.3295	3.03	AlfI:99.95,AloI:99.62,BcgI:99.93,FalI:99.91	1776	7	1749	888	245.42857142857144	ok	99.8831	gamma	99.8194	ok	GCF_001018775.2	GCF_001019255.2	99.8831	missing	Portugal:Lisbon
NZ_CP026063.1	NZ_CP026077.1	98.944	99.3522	0.9416	0.9606	0.03754	9	0.9949	0	0.17	0.9609	98.7631	99.5316	0.6184	2.57	AlfI:99.39,AloI:98.79,BcgI:99.35,FalI:99.41	1618	9	1696	594	173.55555555555554	ok	98.944	gamma	98.9275	ok	GCF_001018775.2	GCF_001019275.1	98.944	missing	missing
NZ_CP026063.1	NZ_JXZL02000001.1	98.9908	99.3501	0.9513	0.9369	0.03729	13	0.9925	0	0.183	0.9608	98.8161	99.5121	0.5954	2.61	AlfI:99.40,AloI:98.81,BcgI:99.33,FalI:99.41	1674	13	1719	597	122.6923076923077	ok	98.9908	gamma	98.9765	ok	GCF_001018775.2	GCF_001019295.2	98.9908	missing	France
NZ_CP026063.1	NZ_CP026079.1	99.9659	99.9688	0.9741	0.9652	0.00779	7	0.9965	0	0.07	0.9981	99.9062	99.9853	0.0508	1.25	AlfI:99.96,AloI:99.94,BcgI:99.99,FalI:99.96	1816	7	1760	642	246.57142857142856	ok	99.9659	gamma	99.9491	ok	GCF_001018775.2	GCF_001019305.2	99.9659	missing	Japan
NZ_CP026063.1	NZ_JXZQ02000002.1	98.9179	99.3542	0.982	0.9806	0.03669	6	0.9969	3	0.161	0.961	98.751	99.538	0.5183	2.04	AlfI:99.37,AloI:98.89,BcgI:99.36,FalI:99.41	1720	6	1771	594	268.5	ok	98.9179	gamma	98.9126	ok	GCF_001018775.2	GCF_001019335.2	98.9179	missing	missing
NZ_CP026063.1	NZ_JXZT02000001.1	99.9961	99.9961	0.9729	0.9831	0.00272	7	0.9965	0	inf	0.9998	99.9811	99.9999	0.0095	0.02	AlfI:99.99,AloI:100.00,BcgI:99.99,FalI:100.00	1793	7	1745	654	247.8571428571429	ok	99.9961	uniform	99.9966	ok	GCF_001018775.2	GCF_001019355.1	99.9961	missing	missing
NZ_CP026063.1	NZ_JXZU02000001.1	99.9477	99.9547	0.9702	0.9688	0.00945	10	0.9948	0	0.07	0.9973	99.8579	99.9801	0.0979	0.77	AlfI:99.95,AloI:99.87,BcgI:99.97,FalI:99.96	1811	10	1745	651	173.2	ok	99.9477	gamma	99.9124	ok	GCF_001018775.2	GCF_001019375.2	99.9477	missing	missing
NZ_CP026063.1	NZ_CP026066.1	97.2202	98.304	0.9509	0.9532	0.06503	9	0.9942	0	0.381	0.895	97.1689	98.8426	0.6763	1.45	AlfI:98.25,AloI:97.74,BcgI:98.41,FalI:98.33	1432	9	1714	514	152.77777777777777	ok	97.2202	gamma	97.3822	ok	GCF_001018775.2	GCF_001019395.1	97.2202	missing	missing
NZ_CP026063.1	NZ_CP026068.1	98.9319	99.3536	0.9444	0.9768	0.03746	9	0.9949	0	0.166	0.961	98.7572	99.5354	0.6223	2.61	AlfI:99.39,AloI:98.79,BcgI:99.35,FalI:99.41	1618	9	1701	593	174.0	ok	98.9319	gamma	98.9217	ok	GCF_001018775.2	GCF_001019415.2	98.9319	missing	missing
NZ_CP026063.1	NZ_CP026069.1	99.9233	99.9379	0.9847	0.9581	0.01098	7	0.9965	2	0.07	0.9962	99.8044	99.973	0.0561	0.98	AlfI:99.94,AloI:99.91,BcgI:99.96,FalI:99.92	1821	7	1776	682	247.0	ok	99.9233	gamma	99.8688	ok	GCF_001018775.2	GCF_001019435.1	99.9233	missing	Japan
NZ_CP026063.1	NZ_JYAJ02000001.1	97.1543	98.3011	0.9655	0.9604	0.06472	7	0.9957	0	0.365	0.8948	97.1399	98.8533	0.6675	1.53	AlfI:98.24,AloI:97.78,BcgI:98.45,FalI:98.30	1465	7	1738	514	199.1428571428571	ok	97.1543	gamma	97.3522	ok	GCF_001018775.2	GCF_001019455.2	97.1543	missing	United Kingdom: London
NZ_CP026063.1	NZ_JYAK02000001.1	98.9358	99.3544	0.9416	0.9668	0.03748	11	0.9936	0	0.166	0.961	98.7631	99.5344	0.6184	2.55	AlfI:99.39,AloI:98.79,BcgI:99.36,FalI:99.41	1633	11	1696	594	143.0	ok	98.9358	gamma	98.9275	ok	GCF_001018775.2	GCF_001019475.1	98.9358	missing	missing
NZ_CP026063.1	NZ_CP026072.1	98.8978	99.3376	0.9787	0.9504	0.03722	7	0.9963	0	0.166	0.96	98.7318	99.5233	0.5029	2.07	AlfI:99.36,AloI:98.90,BcgI:99.32,FalI:99.40	1713	7	1769	524	229.42857142857144	ok	98.8978	gamma	98.8944	ok	GCF_001018775.2	GCF_001019485.1	98.8978	missing	USA:Massachusetts
NZ_CP026063.1	NZ_CP026958.1	99.9142	99.9321	0.982	0.95	0.01147	6	0.9971	2	0.07	0.9959	99.7862	99.9706	0.0491	0.94	AlfI:99.94,AloI:99.91,BcgI:99.96,FalI:99.91	1826	6	1780	582	288.0	ok	99.9142	gamma	99.8538	ok	GCF_001018775.2	GCF_001019495.2	99.9142	missing	Japan
NZ_CP026063.1	NZ_CP026073.1	98.7773	99.3207	0.9549	0.9586	0.0383	10	0.9943	0	0.147	0.959	98.6464	99.53	0.662	3.1	AlfI:99.29,AloI:98.75,BcgI:99.30,FalI:99.41	1628	10	1726	545	157.7	ok	98.7773	gamma	98.8153	ok	GCF_001018775.2	GCF_001019535.2	98.7773	missing	USA:North Dakota
NZ_CP026063.1	NZ_JYAV02000001.1	98.9545	99.3569	0.9366	0.9703	0.03739	11	0.9936	0	0.17	0.9612	98.7723	99.5346	0.6338	2.65	AlfI:99.40,AloI:98.78,BcgI:99.36,FalI:99.41	1616	11	1696	528	142.0909090909091	ok	98.9545	gamma	98.9362	ok	GCF_001018775.2	GCF_001019555.1	98.9545	missing	missing
NZ_CP026063.1	NZ_JYAX02000001.1	98.942	99.3391	0.9604	0.9486	0.03761	12	0.9931	0	0.178	0.9601	98.7645	99.5147	0.5005	1.86	AlfI:99.36,AloI:98.89,BcgI:99.33,FalI:99.39	1654	12	1725	525	132.66666666666666	ok	98.942	gamma	98.9275	ok	GCF_001018775.2	GCF_001019565.1	98.942	missing	Denmark
NZ_CP026063.1	NZ_CP026074.1	99.9727	99.9727	0.9713	0.9564	0.00728	5	0.9977	0	inf	0.9983	99.9155	99.9877	0.1875	2.66	AlfI:99.99,AloI:99.81,BcgI:99.99,FalI:99.97	1826	5	1759	1022	344.6	ok	99.9727	uniform	99.9559	ok	GCF_001018775.2	GCF_001019575.2	99.9727	missing	Portugal
NZ_CP026063.1	NZ_LORT02000003.1	99.0053	99.3603	0.9607	0.9513	0.03676	6	0.9968	0	0.183	0.9614	98.821	99.5235	0.5531	2.42	AlfI:99.41,AloI:98.86,BcgI:99.34,FalI:99.41	1659	6	1740	597	264.0	ok	99.0053	gamma	98.9802	ok	GCF_001018775.2	GCF_001471675.2	99.0053	missing	USA: DC
NZ_CP026063.1	NZ_LOSC02000001.1	98.9296	99.3406	0.9707	0.9259	0.03729	11	0.9938	2	0.173	0.9602	98.7562	99.5193	0.5775	2.68	AlfI:99.40,AloI:98.82,BcgI:99.31,FalI:99.40	1695	11	1752	597	146.8181818181818	ok	98.9296	gamma	98.9184	ok	GCF_001018775.2	GCF_001471695.1	98.9296	missing	USA: DC
NZ_CP026063.1	NZ_CP027101.1	98.872	99.3251	0.9756	0.9564	0.03769	6	0.9969	0	0.17	0.9592	98.6921	99.5203	0.5898	2.48	AlfI:99.36,AloI:98.79,BcgI:99.33,FalI:99.38	1672	6	1763	889	265.1666666666667	ok	98.872	gamma	98.857	ok	GCF_001018775.2	GCF_001471715.2	98.872	missing	USA: DC
NZ_CP026063.1	NZ_CP014064.2	99.9254	99.938	0.9849	0.9665	0.01095	3	0.9988	0	0.07	0.9962	99.8233	99.9682	0.113	1.05	AlfI:99.92,AloI:99.84,BcgI:99.96,FalI:99.95	1838	3	1778	989	577.0	ok	99.9254	gamma	99.8842	ok	GCF_001018775.2	GCF_001558795.2	99.9254	missing	USA:DC
NZ_CP026063.1	NZ_NJFS02000001.1	97.0741	98.2063	0.9631	0.9432	0.06678	14	0.9908	3	0.404	0.8886	97.0271	98.7905	0.2795	0.52	AlfI:98.11,AloI:98.01,BcgI:98.18,FalI:98.29	1540	14	1742	523	101.42857142857144	ok	97.0741	gamma	97.2412	ok	GCF_001018775.2	GCF_002206395.1	97.0741	missing	missing
NZ_CP026063.1	NZ_CP023500.1	98.9228	99.3318	0.9563	0.9724	0.03791	10	0.9943	0	0.178	0.9597	98.7427	99.5125	0.5543	2.29	AlfI:99.37,AloI:98.84,BcgI:99.31,FalI:99.39	1634	10	1720	597	158.2	ok	98.9228	gamma	98.9071	ok	GCF_001018775.2	GCF_002386245.1	98.9228	missing	missing
NZ_CP026063.1	NZ_PDDS01000001.1	99.9999	99.9999	0.9979	0.9812	0.43567	3	0.9989	0	inf	1.0	99.9999	99.9999	0.0	0.0	AlfI:100.00,AloI:100.00,BcgI:100.00,FalI:100.00	1899	3	1797	1258	597.3333333333334	ok	99.9999	uniform	100.0	ok	GCF_001018775.2	GCF_002554295.1	99.9999	missing	USA: MD
NZ_CP026063.1	NZ_CP033865.1	97.1089	98.2739	0.9557	0.9458	0.0657	8	0.9949	0	0.376	0.893	97.0791	98.8501	0.636	1.39	AlfI:98.21,AloI:97.78,BcgI:98.42,FalI:98.27	1442	8	1724	512	171.375	ok	97.1089	gamma	97.2934	ok	GCF_001018775.2	GCF_003827915.1	97.1089	missing	missing
NZ_CP026063.1	NZ_RKJB01000002.1	99.9272	99.9401	0.9885	0.9439	0.01075	4	0.9983	0	0.07	0.9964	99.8146	99.9732	0.0772	0.53	AlfI:99.95,AloI:99.87,BcgI:99.95,FalI:99.94	1838	4	1784	988	434.25	ok	99.9272	gamma	99.877	ok	GCF_001018775.2	GCF_003937725.1	99.9272	missing	missing
NZ_CP026063.1	NZ_RKJC01000002.1	99.9462	99.9533	0.9747	0.9416	0.00954	5	0.9977	0	0.07	0.9972	99.8595	99.9779	0.044	1.87	AlfI:99.95,AloI:99.94,BcgI:99.98,FalI:99.94	1801	5	1765	636	343.2	ok	99.9462	gamma	99.9134	ok	GCF_001018775.2	GCF_003938815.1	99.9462	missing	missing
NZ_CP026063.1	NZ_CP040998.1	98.9541	99.3476	0.9591	0.9631	0.03737	9	0.995	0	0.178	0.9606	98.7641	99.5255	0.6378	2.81	AlfI:99.38,AloI:98.78,BcgI:99.34,FalI:99.41	1655	9	1724	739	176.44444444444446	ok	98.9541	gamma	98.9271	ok	GCF_001018775.2	GCF_006364675.1	98.9541	missing	USA:VA
NZ_CP026063.1	NZ_CP041010.1	98.9043	99.3479	0.9601	0.9445	0.03717	7	0.9962	0	0.161	0.9606	98.7422	99.5331	0.4527	1.69	AlfI:99.37,AloI:98.94,BcgI:99.34,FalI:99.40	1695	7	1745	595	226.28571428571428	ok	98.9043	gamma	98.9054	ok	GCF_001018775.2	GCF_006364775.1	98.9043	missing	USA:VA
NZ_CP026063.1	NZ_VFAE01000004.1	99.0704	99.3978	0.9592	0.9654	0.03561	5	0.9975	0	0.178	0.9637	98.8749	99.5543	0.3616	1.87	AlfI:99.30,AloI:99.10,BcgI:99.43,FalI:99.46	1664	5	1738	603	317.6	ok	99.0704	gamma	99.0311	ok	GCF_001018775.2	GCF_006370485.1	99.0704	missing	USA: Miami, FL
NZ_CP026063.1	NZ_CP044106.1	97.9994	98.6417	0.9379	0.94	0.05681	11	0.9931	0	0.416	0.9168	97.7417	99.0056	0.4713	0.89	AlfI:98.69,AloI:98.22,BcgI:98.67,FalI:98.66	1526	11	1702	534	130.9090909090909	ok	97.9994	gamma	97.9434	ok	GCF_001018775.2	GCF_008693765.1	97.9994	missing	USA: KY
NZ_CP026063.1	NZ_CP068143.1	98.8389	99.3004	0.9671	0.9809	0.03854	6	0.9968	0	0.178	0.9577	98.6578	99.5	0.5455	2.98	AlfI:99.19,AloI:98.86,BcgI:99.41,FalI:99.33	1685	6	1753	600	264.3333333333333	ok	98.8389	gamma	98.8249	ok	GCF_001018775.2	GCF_016727585.1	98.8389	missing	Germany:Langen
NZ_CP026063.1	NZ_CP069470.1	99.0197	99.373	0.9604	0.9544	0.03639	7	0.9962	0	0.178	0.9621	98.8381	99.5343	0.5304	2.33	AlfI:99.42,AloI:98.90,BcgI:99.35,FalI:99.43	1661	7	1738	597	226.28571428571428	ok	99.0197	gamma	98.9964	ok	GCF_001018775.2	GCF_016889145.1	99.0197	missing	USA:MD
NZ_CP026063.1	NZ_CP069565.1	98.997	99.3688	0.9612	0.9668	0.03652	6	0.9968	0	0.173	0.9619	98.821	99.5343	0.5223	2.24	AlfI:99.42,AloI:98.90,BcgI:99.35,FalI:99.42	1661	6	1740	597	264.0	ok	98.997	gamma	98.9802	ok	GCF_001018775.2	GCF_016889945.1	98.997	missing	USA:MD
NZ_JXZV02000001.1	NZ_CP026960.1	99.9398	99.9485	0.9213	0.968	0.0101	14	0.9936	0	0.07	0.9969	99.8477	99.975	0.0782	1.36	AlfI:99.95,AloI:99.90,BcgI:99.97,FalI:99.94	1828	14	1738	456	123.64285714285714	ok	99.9398	gamma	99.9044	ok	GCF_001018795.1	GCF_001018805.1	99.9398	missing	missing
NZ_JXZV02000001.1	NZ_CP026064.1	98.0708	98.7974	0.9085	0.9218	0.05292	15	0.9918	3	0.303	0.9267	97.8933	99.1392	0.6592	2.18	AlfI:98.99,AloI:98.33,BcgI:98.83,FalI:98.75	1551	15	1708	333	98.0	ok	98.0708	gamma	98.0908	ok	GCF_001018795.1	GCF_001018835.1	98.0708	missing	missing
NZ_JXZV02000001.1	NZ_CP026067.1	97.9307	98.5287	0.9021	0.9076	0.05881	14	0.9924	0	0.487	0.9097	97.6896	98.8781	0.4385	2.25	AlfI:98.65,AloI:98.26,BcgI:98.70,FalI:98.40	1531	14	1723	257	103.78571428571428	ok	97.9307	gamma	97.8916	ok	GCF_001018795.1	GCF_001018845.1	97.9307	missing	missing
NZ_JXZV02000001.1	NZ_JXZZ02000001.1	98.9407	99.3457	0.9082	0.9063	0.03754	17	0.9912	0	0.173	0.9605	98.7655	99.5225	0.4339	1.44	AlfI:99.42,AloI:98.98,BcgI:99.33,FalI:99.37	1660	17	1714	429	93.23529411764706	ok	98.9407	gamma	98.929	ok	GCF_001018795.1	GCF_001018875.1	98.9407	missing	USA:Tennessee
NZ_JXZV02000001.1	NZ_JYAA02000001.1	99.9428	99.9505	0.9185	0.9342	0.00989	16	0.9925	2	0.07	0.997	99.8572	99.975	0.0848	2.07	AlfI:99.95,AloI:99.90,BcgI:99.98,FalI:99.94	1834	16	1738	360	108.25	ok	99.9428	gamma	99.9119	ok	GCF_001018795.1	GCF_001018885.1	99.9428	missing	missing
NZ_JXZV02000001.1	NZ_JYAD02000001.1	98.9135	99.3446	0.9131	0.9333	0.03748	14	0.9931	2	0.166	0.9605	98.7455	99.5275	0.3746	1.27	AlfI:99.42,AloI:99.04,BcgI:99.31,FalI:99.37	1664	14	1725	366	113.92857142857144	ok	98.9135	gamma	98.9096	ok	GCF_001018795.1	GCF_001018905.2	98.9135	missing	USA:Washington
NZ_JXZV02000001.1	NZ_CP026070.1	99.9399	99.9485	0.9201	0.9658	0.01009	14	0.9936	0	0.07	0.9969	99.8478	99.975	0.1195	2.37	AlfI:99.95,AloI:99.86,BcgI:99.98,FalI:99.94	1827	14	1739	360	123.71428571428572	ok	99.9399	gamma	99.9045	ok	GCF_001018795.1	GCF_001018915.1	99.9399	missing	missing
NZ_JXZV02000001.1	NZ_JYAF02000001.1	99.9433	99.9505	0.9185	0.9343	0.00989	16	0.9925	2	0.07	0.997	99.8667	99.9725	0.084	2.07	AlfI:99.95,AloI:99.90,BcgI:99.98,FalI:99.94	1837	16	1738	360	108.3125	ok	99.9433	gamma	99.9194	ok	GCF_001018795.1	GCF_001018955.1	99.9433	missing	missing
NZ_JXZV02000001.1	NZ_JYAG02000001.1	97.1398	98.0942	0.9025	0.8846	0.06945	18	0.9896	3	0.502	0.8812	97.0184	98.6442	0.3543	0.46	AlfI:98.21,AloI:97.86,BcgI:98.04,FalI:98.11	1429	18	1707	275	75.16666666666667	ok	97.1398	gamma	97.2349	ok	GCF_001018795.1	GCF_001018965.1	97.1398	missing	USA:NY
NZ_JXZV02000001.1	NZ_CP026071.1	97.0379	98.2486	0.8984	0.9283	0.06684	12	0.9933	0	0.376	0.8914	97.0263	98.8426	0.8874	2.4	AlfI:98.33,AloI:97.53,BcgI:98.42,FalI:98.19	1415	12	1696	388	112.41666666666669	ok	97.0379	gamma	97.2434	ok	GCF_001018795.1	GCF_001018975.2	97.0379	missing	missing
NZ_JXZV02000001.1	NZ_JYAI02000002.1	99.9398	99.9485	0.9213	0.9634	0.0101	18	0.9915	0	0.07	0.9969	99.8477	99.975	0.0782	1.36	AlfI:99.95,AloI:99.90,BcgI:99.97,FalI:99.94	1853	18	1738	392	97.72222222222224	ok	99.9398	gamma	99.9044	ok	GCF_001018795.1	GCF_001019015.2	99.9398	missing	missing
NZ_JXZV02000001.1	NZ_JYAL02000001.1	98.9158	99.3887	0.9057	0.9274	0.03622	14	0.993	3	0.129	0.9631	98.8199	99.5595	0.4687	1.56	AlfI:99.45,AloI:98.98,BcgI:99.39,FalI:99.41	1690	14	1712	430	113.0	ok	98.9158	gamma	98.9805	ok	GCF_001018795.1	GCF_001019035.1	98.9158	missing	USA
NZ_JXZV02000001.1	NZ_JYAN02000001.1	98.7453	99.2559	0.9168	0.9353	0.04009	16	0.9918	3	0.178	0.9551	98.5882	99.4666	0.7705	2.95	AlfI:99.32,AloI:98.55,BcgI:99.28,FalI:99.29	1666	16	1734	388	98.875	ok	98.7453	gamma	98.7595	ok	GCF_001018795.1	GCF_001019045.1	98.7453	missing	France
NZ_JXZV02000001.1	NZ_JYAP02000001.1	98.9437	99.3558	0.9094	0.9455	0.03721	15	0.993	0	0.166	0.9611	98.7763	99.5318	0.3766	1.21	AlfI:99.42,AloI:99.04,BcgI:99.33,FalI:99.38	1648	15	1716	393	105.53333333333332	ok	98.9437	gamma	98.9391	ok	GCF_001018795.1	GCF_001019055.2	98.9437	missing	USA:New York
NZ_JXZV02000001.1	NZ_JYAO02000001.1	98.9531	99.3506	0.9128	0.9013	0.03732	17	0.9919	0	0.173	0.9608	98.7789	99.5245	0.3827	1.16	AlfI:99.41,AloI:99.03,BcgI:99.34,FalI:99.37	1671	17	1720	324	94.11764705882354	ok	98.9531	gamma	98.9414	ok	GCF_001018795.1	GCF_001019065.2	98.9531	missing	Japan
NZ_JXZV02000001.1	NZ_JYAQ02000002.1	93.5944	93.5944	0.0043	0.0048	1.99949	1	1.0	0	inf	0.5608	95.6965	87.7651	3.5495	0.31	AlfI:93.75,AloI:96.30,FalI:92.75	47	1	7	5	5.0	INCONSISTENT	93.5944	uniform_fallback	99.1251	INCONSISTENT	GCF_001018795.1	GCF_001019115.1	93.5944	missing	France
NZ_JXZV02000001.1	NZ_CP026957.1	98.9051	99.3498	0.922	0.9466	0.03712	15	0.9925	3	0.156	0.9608	98.7583	99.53	0.8638	4.04	AlfI:99.45,AloI:98.59,BcgI:99.35,FalI:99.39	1680	15	1743	391	106.93333333333334	ok	98.9051	gamma	98.9208	ok	GCF_001018795.1	GCF_001019125.1	98.9051	missing	USA:North Dakota
NZ_JXZV02000001.1	NZ_JYAS02000001.1	98.9465	99.3573	0.926	0.8843	0.03688	21	0.9895	5	0.166	0.9612	98.7768	99.5336	0.4058	1.4	AlfI:99.40,AloI:98.99,BcgI:99.34,FalI:99.39	1698	21	1744	325	77.19047619047619	ok	98.9465	gamma	98.9383	ok	GCF_001018795.1	GCF_001019135.2	98.9465	missing	USA:Michigan
NZ_JXZV02000001.1	NZ_JYAW02000001.1	97.2074	98.2879	0.8857	0.8968	0.06593	21	0.9867	5	0.392	0.894	97.1405	98.8337	0.9297	2.37	AlfI:98.37,AloI:97.50,BcgI:98.43,FalI:98.25	1432	21	1685	236	64.47619047619048	ok	97.2074	gamma	97.3561	ok	GCF_001018795.1	GCF_001019175.2	97.2074	missing	Denmark
NZ_JXZV02000001.1	NZ_JYBA02000001.1	99.9635	99.9635	0.9416	0.9418	0.00838	20	0.991	3	inf	0.9978	99.8982	99.9806	0.0806	0.82	AlfI:99.98,AloI:99.90,BcgI:99.96,FalI:99.97	1914	20	1786	366	89.4	ok	99.9635	uniform	99.9429	ok	GCF_001018795.1	GCF_001019195.1	99.9635	missing	USA:New York
NZ_JXZV02000001.1	NZ_CP026953.1	98.9378	99.3476	0.9183	0.9275	0.03737	16	0.9918	0	0.17	0.9606	98.764	99.5255	0.2588	0.72	AlfI:99.39,AloI:99.13,BcgI:99.32,FalI:99.38	1664	16	1725	377	99.5	ok	98.9378	gamma	98.927	ok	GCF_001018795.1	GCF_001019205.1	98.9378	missing	Portugal:Lisbon
NZ_JXZV02000001.1	NZ_JYBB02000001.1	98.9289	99.3301	0.9138	0.9063	0.03794	17	0.9912	0	0.178	0.9596	98.7598	99.5045	0.4819	1.69	AlfI:99.40,AloI:98.92,BcgI:99.32,FalI:99.36	1673	17	1719	385	93.94117647058825	ok	98.9289	gamma	98.9234	ok	GCF_001018795.1	GCF_001019215.2	98.9289	missing	missing
NZ_JXZV02000001.1	NZ_CP026968.1	98.9552	99.3497	0.9174	0.9239	0.03731	16	0.9918	0	0.176	0.9608	98.7725	99.5255	0.2588	0.69	AlfI:99.39,AloI:99.13,BcgI:99.33,FalI:99.38	1664	16	1724	432	99.5	ok	98.9552	gamma	98.9351	ok	GCF_001018795.1	GCF_001019255.2	98.9552	missing	Portugal:Lisbon
