pairid	anim_ani	band	n_syn2b	n_dnadiff	n_matched	n_syn2b_only	n_dnadiff_only	median_dist	max_dist	shared_tags	spacing_bp	observable_fraction	dists
GCF_003353055.1__GCF_000379565.1		unknown	81	18	18	63	0	36632	310633	2074	2170	0.9737	847,884,3031,4320,5145,5502,15576,32036,34458,38805,43383,75703,91202,92721,104326,127821,239591,310633
GCF_014656075.1__GCA_000721275.1		unknown	12	17	12	0	5	118430	2099616	1658	2714	0.9058	2292,2740,3809,67905,77670,101469,135390,140695,189692,257500,773797,2099616
GCF_001695855.1__GCF_001270265.1		unknown	37	47	37	0	10	88242	1186668	3487	1291	0.9930	130,946,1430,2619,4718,5007,7028,10820,16199,19795,20951,26311,29089,32121,39332,56419,71165,81273,88242,122546,131191,172247,177199,184403,191990,206026,273404,352938,353584,484310,490146,503025,541153,645490,657779,689263,1186668
GCA_017962175.1__GCA_017394445.1		unknown	6	16	6	0	10	123483	278924	527	8539	0.6925	1049,1763,58802,188164,258287,278924
GCF_003626515.1__GCA_001579015.1		unknown	25	63	25	0	38	14068	129420	129	34884	1.0000	343,443,467,742,790,2440,3817,5803,5964,7743,10885,12717,14068,15250,17368,20379,22516,26041,34542,41570,45922,51028,82300,102478,129420
GCF_003293745.1__GCA_001464355.1		unknown	7	6	6	1	0	96266	1740526	190	23684	0.9942	59296,76262,92987,99545,385282,1740526
GCF_007673235.1__GCF_003234185.1		unknown	2	6	2	0	4	359400	644364	309	14563	0.9859	74435,644364
GCA_902610255.1__GCA_902595525.1		unknown	0	4	0	0	4			134	33582	0.9369	
GCA_014653665.1__GCA_902580535.1		unknown	0	1	0	0	1			8	562500	0.7500	
GCA_902587515.1__GCA_902575095.1		unknown	0	1	0	0	1			25	180000	0.8235	
GCF_009687885.1__GCF_009687845.1		unknown	92	58	58	34	0	61674	3580366	1037	4339	0.9225	128,325,1425,1443,1516,2017,2119,2762,3328,3642,3889,5535,5786,7518,7946,9583,9720,11553,13241,32163,35048,35264,43988,45055,45895,55020,57322,57682,61530,61818,62501,63291,68183,68499,80159,94723,136663,148813,163328,163366,166874,190307,193632,218310,231556,263945,286099,289756,318731,413611,462665,467920,469302,538664,616998,639288,2156688,3580366
GCA_005800655.1__GCA_003509845.1		unknown	0	6	0	0	6			275	16364	0.8168	
GCA_002937655.1__GCA_002720535.1		unknown	0	1	0	0	1			25	180000	0.5294	
GCA_014653585.1__GCA_902600635.1		unknown	0	2	0	0	2			16	281250	0.8750	
GCA_902618195.1__GCA_902615325.1		unknown	1	7	1	0	6	151811	151811	106	42453	0.8514	151811
GCA_902583585.1__GCA_902573985.1		unknown	0	1	0	0	1			26	173077	0.9375	
GCA_902635225.1__GCA_902523185.1		unknown	0	1	0	0	1			38	118421	0.7586	
GCA_002839185.1__GCA_012727545.1		unknown	0	3	0	0	3			137	32847	1.0000	
GCA_902587155.1__GCA_902514945.1		unknown	0	1	0	0	1			16	281250	0.7500	
GCA_002254365.1__GCA_900696515.1		unknown	0	2	0	0	2			104	43269	0.3175	
GCF_002140155.1__GCF_902825405.1		unknown	26	20	20	6	0	162370	2310882	1053	4274	0.9936	616,1241,1750,1752,11267,20373,20985,95267,125281,143675,181066,323153,408736,473854,764517,935410,1142074,1324455,2165216,2310882
GCA_902583075.1__GCA_902518395.1		unknown	0	1	0	0	1			65	69231	0.9189	
GCA_902624425.1__GCA_902538705.1		unknown	2	0	0	2	0			20	225000	1.0000	
GCA_900555665.1__GCA_900553545.1		unknown	3	3	3	0	0	327845	649259	170	26471	0.7143	81956,327845,649259
GCA_003282945.1__GCA_902604565.1		unknown	0	1	0	0	1			92	48913	0.8088	
GCA_902594745.1__GCA_902560025.1		unknown	1	3	1	0	2	186069	186069	163	27607	0.9635	186069
GCA_017615095.1__GCA_002309575.1		unknown	1	2	1	0	1	156177	156177	97	46392	0.4308	156177
GCA_902624425.1__GCA_902541365.1		unknown	1	0	0	1	0			35	128571	0.8636	
GCA_017964255.1__GCA_017525505.1		unknown	2	5	2	0	3	124354	149170	138	32609	0.5455	99539,149170
GCA_902633335.1__GCA_902524105.1		unknown	0	1	0	0	1			18	250000	0.8333	
GCA_016782225.1__GCA_013821245.1		unknown	0	2	0	0	2			32	140625	0.0000	
GCA_902635665.1__GCA_902542855.1		unknown	0	3	0	0	3			38	118421	0.7500	
GCF_018881635.1__GCF_018882465.1		unknown	0	7	0	0	7			59	76271	0.9298	
GCA_902612325.1__GCA_902554995.1		unknown	1	1	1	0	0	564579	564579	145	31034	0.9912	564579
GCF_003985155.1__GCF_001657485.1		unknown	41	50	41	0	9	82698	3656720	890	5056	0.9848	458,1249,1481,1932,3861,3895,5340,5768,11225,12038,13883,19121,19271,22807,23032,24566,33278,56038,72412,74987,82698,86411,87836,125466,134383,138612,186769,207313,232341,274223,315249,448722,492865,686335,792697,1017054,1224038,1600223,3543034,3611471,3656720
GCA_018700255.1__GCA_002292405.1		unknown	1	1	1	0	0	690690	690690	201	22388	0.3017	690690
GCF_900411395.1__GCF_001811505.1		unknown	31	34	31	0	3	32106	1109143	106	42453	0.9518	102,174,346,438,1370,5355,7467,8477,8925,12313,12478,17279,26689,27227,30027,32106,68799,109650,133222,139631,179653,504315,651294,679370,769802,828109,937768,982841,1032558,1089646,1109143
GCF_002803605.1__GCF_000487975.1		unknown	28	19	19	9	0	50692	847999	316	14241	0.9553	221,1767,2630,2940,2953,12803,14759,23391,37774,50692,71158,77594,82668,85911,113782,127370,132813,587016,847999
GCA_902600205.1__GCA_902597335.1		unknown	0	2	0	0	2			135	33333	0.8537	
GCA_014653375.1__GCA_902512765.1		unknown	0	1	0	0	1			11	409091	0.0000	
GCA_003281045.1__GCA_902560185.1		unknown	0	1	0	0	1			123	36585	0.8660	
GCA_003152165.1__GCA_017881915.1		unknown	0	7	0	0	7			91	49451	0.4706	
GCF_002179165.1__GCA_000163995.1		unknown	0	4	0	0	4			40	112500	0.3077	
GCA_902594145.1__GCA_902528805.1		unknown	0	4	0	0	4			65	69231	0.8718	
GCF_002913945.1__GCA_018375265.1		unknown	1	17	1	0	16	31528	31528	145	31034	1.0000	31528
GCA_002479035.1__GCA_002440265.1		unknown	35	2	2	33	0	7826	15051	535	8411	0.8073	602,15051
GCF_014698445.1__GCA_903917565.1		unknown	5	12	5	0	7	159490	208364	242	18595	0.8039	46239,128609,159490,179977,208364
GCA_012972825.1__GCA_012972835.1		unknown	1	9	1	0	8	48916	48916	125	36000	0.7732	48916
GCA_902605605.1__GCA_902604525.1		unknown	0	6	0	0	6			73	61644	0.8269	
GCF_004349235.1__GCF_004348535.1		unknown	0	10	0	0	10			592	7601	0.6647	
GCA_018056955.1__GCA_011045955.1		unknown	0	2	0	0	2			143	31469	0.6296	
GCF_000269965.1__GCF_000196555.1		unknown	15	85	15	0	70	1921	40946	1543	2916	1.0000	283,293,408,430,621,991,1851,1921,2720,3677,9816,12283,24969,27556,40946
GCF_009069125.1__GCF_005083345.1		unknown	0	1	0	0	1			17	264706	1.0000	
GCA_018969105.1__GCA_016780995.1		unknown	1	0	0	1	0			87	51724	0.3158	
GCA_900556535.1__GCA_004553495.1		unknown	0	2	0	0	2			90	50000	0.6364	
GCA_002701645.1__GCA_905182795.1		unknown	0	1	0	0	1			29	155172	0.5882	
GCA_005882895.1__GCA_005883075.1		unknown	1	7	1	0	6	105583	105583	69	65217	0.6250	105583
GCA_902561095.1__GCA_902536575.1		unknown	0	3	0	0	3			76	59211	0.8269	
GCF_900239975.1__GCF_000204255.1		unknown	0	1	0	0	1			47	95745	1.0000	
GCA_902542235.1__GCA_902535625.1		unknown	0	1	0	0	1			118	38136	0.8500	
GCA_000746705.1__GCA_012964965.1		unknown	0	2	0	0	2			11	409091	0.0000	
GCA_902604975.1__GCA_902520695.1		unknown	0	1	0	0	1			94	47872	0.8182	
GCF_004571065.1__GCF_002802985.1		unknown	7	10	7	0	3	260960	1491012	465	9677	0.8393	15316,44057,107288,260960,264522,375678,1491012
GCA_003279945.1__GCA_902535185.1		unknown	0	5	0	0	5			73	61644	0.8750	
GCA_902604355.1__GCA_902539165.1		unknown	0	2	0	0	2			36	125000	0.5185	
GCA_009702835.1__GCA_009691145.1		unknown	1	0	0	1	0			30	150000	0.2500	
GCF_003259375.1__GCF_900129275.1		unknown	12	23	12	0	11	116837	1000273	369	12195	0.9744	3471,3828,5996,48299,50434,56122,177552,188186,225380,278903,314033,1000273
GCA_017962845.1__GCA_017535665.1		unknown	94	31	31	63	0	5367	27615	722	6233	0.9711	117,167,501,751,1007,1101,1480,1960,1964,2023,2625,2878,2952,4796,5062,5367,5856,6572,8740,8832,9844,9937,10044,12267,13044,16553,18457,19752,20268,20481,27615
GCA_902593475.1__GCA_902576605.1		unknown	0	1	0	0	1			89	50562	0.8493	
GCA_016870455.1__GCA_000383815.1		unknown	0	8	0	0	8			18	250000	0.2857	
GCA_015062915.1__GCF_003111625.1		unknown	0	3	0	0	3			50	90000	0.8000	
GCA_003209375.1__GCA_003214195.1		unknown	0	4	0	0	4			77	58442	0.8333	
GCA_009937065.1__GCA_003523185.1		unknown	0	3	0	0	3			57	78947	0.4333	
GCF_000720925.1__GCA_014763705.1		unknown	5	6	5	0	1	365373	1847199	316	14241	0.9836	2178,18539,365373,635258,1847199
GCA_902624015.1__GCA_902558835.1		unknown	0	3	0	0	3			95	47368	0.8108	
GCA_003282155.1__GCA_902605135.1		unknown	0	2	0	0	2			94	47872	0.8167	
GCA_003279765.1__GCA_902617805.1		unknown	0	1	0	0	1			14	321429	0.8333	
GCA_003212615.1__GCA_003278545.1		unknown	0	4	0	0	4			114	39474	0.6827	
GCA_902609855.1__GCA_000419545.1		unknown	0	2	0	0	2			12	375000	1.0000	
GCA_004557315.1__GCA_016293065.1		unknown	13	2	2	11	0	137185	264837	515	8738	0.8721	9533,264837
GCF_000732605.1__GCA_900105215.1		unknown	24	22	22	2	0	203434	2040673	589	7640	0.9131	4045,5249,15193,22034,33544,53109,54202,123615,154838,182119,192025,214843,316286,343227,346549,435942,504260,704688,1215317,1280787,1869699,2040673
GCA_017558115.1__GCA_900768015.1		unknown	3	17	3	0	14	110266	221423	141	31915	0.6214	69771,110266,221423
GCF_013032005.1__GCF_013031245.1		unknown	7	6	6	1	0	391542	1027294	135	33333	0.9223	618,841,12456,770628,943488,1027294
GCA_902615715.1__GCA_902545945.1		unknown	2	0	0	2	0			37	121622	0.9583	
GCA_902624535.1__GCA_902517745.1		unknown	0	3	0	0	3			93	48387	0.7763	
GCF_001419705.1__GCF_000718785.1		unknown	5	17	5	0	12	48180	312408	570	7895	0.3693	2174,35089,48180,135665,312408
GCA_902617625.1__GCA_902594255.1		unknown	0	5	0	0	5			18	250000	0.5556	
GCA_017518975.1__GCA_017545225.1		unknown	4	10	4	0	6	31148	81915	281	16014	0.7950	1018,21188,41107,81915
GCA_017938985.1__GCA_017532185.1		unknown	0	14	0	0	14			83	54217	0.7714	
GCA_902618195.1__GCA_902615995.1		unknown	0	4	0	0	4			92	48913	0.8873	
GCA_900315695.1__GCA_902799765.1		unknown	2	19	2	0	17	146754	261503	149	30201	0.5618	32005,261503
GCA_902592715.1__GCA_902571975.1		unknown	0	2	0	0	2			112	40179	0.8387	
GCF_003651185.1__GCF_002887735.1		unknown	4	23	4	0	19	76852	149971	1761	2555	0.9977	36952,65558,88147,149971
GCA_902616715.1__GCA_902527995.1		unknown	0	3	0	0	3			89	50562	0.9853	
GCF_000504225.1__GCA_902633985.1		unknown	3	7	3	0	4	9176	379301	89	50562	0.9844	2309,9176,379301
GCA_002428605.1__GCA_002428415.1		unknown	0	1	0	0	1			164	27439	0.6875	
GCA_018883025.1__GCA_903891285.1		unknown	1	0	0	1	0			634	7098	0.8436	
GCF_017696205.1__GCA_902574955.1		unknown	0	5	0	0	5			117	38462	1.0000	
GCA_017615445.1__GCA_017538685.1		unknown	0	23	0	0	23			89	50562	0.6800	
GCF_000012505.1__GCA_016777265.1		unknown	0	5	0	0	5			159	28302	0.9886	
GCA_003214235.1__GCA_902518475.1		unknown	0	5	0	0	5			62	72581	0.6136	
GCA_902615045.1__GCA_902542975.1		unknown	1	1	1	0	0	240413	240413	190	23684	0.9042	240413
GCF_003096815.1__GCF_000758925.1		unknown	15	3	3	12	0	5420	83534	911	4940	0.9771	800,5420,83534
GCF_001866665.1__GCF_000720765.1		unknown	57	47	47	10	0	157850	4595150	499	9018	0.8761	3087,7076,7093,7358,8425,11172,11183,12547,35824,46590,54747,55765,62620,65501,72021,80004,80076,80816,86212,103913,110778,114272,139207,157850,170151,174664,244938,294383,453696,503601,510017,550467,555690,558912,905920,957732,1299053,1678958,1731498,2397017,2412784,2744442,3447255,3834681,4017133,4377251,4595150
GCA_902556505.1__GCA_902522385.1		unknown	0	5	0	0	5			91	49451	0.8472	
GCA_902622955.1__GCA_902558835.1		unknown	0	2	0	0	2			38	118421	0.6897	
GCA_016872175.1__GCA_016868535.1		unknown	1	6	1	0	5	231148	231148	52	86538	0.5263	231148
GCA_902578385.1__GCA_902538565.1		unknown	0	1	0	0	1			15	300000	0.2308	
GCA_014654455.1__GCA_902624185.1		unknown	0	5	0	0	5			12	375000	0.6000	
GCA_902551865.1__GCA_902519635.1		unknown	0	5	0	0	5			6	750000	0.0000	
GCA_012522035.1__GCA_012838385.1		unknown	0	4	0	0	4			387	11628	0.5709	
GCA_902590125.1__GCA_902551215.1		unknown	1	5	1	0	4	4536	4536	42	107143	0.8800	4536
GCA_902594335.1__GCA_902527265.1		unknown	0	1	0	0	1			109	41284	0.9241	
GCF_003627135.1__GCA_902836505.1		unknown	2	31	2	0	29	9954	12394	485	9278	1.0000	7514,12394
GCA_005843825.1__GCA_012972825.1		unknown	0	1	0	0	1			56	80357	0.7647	
GCA_902609235.1__GCA_902581925.1		unknown	2	4	2	0	2	240180	255967	37	121622	0.6667	224394,255967
GCF_902460545.1__GCF_000466745.1		unknown	35	14	14	21	0	3287	110164	636	7075	0.9952	199,663,791,1129,1408,1754,2454,4120,28597,44455,63076,68131,69400,110164
GCA_902569245.1__GCA_902536975.1		unknown	0	1	0	0	1			18	250000	0.8333	
GCA_017620435.1__GCA_017432885.1		unknown	0	1	0	0	1			34	132353	0.2727	
GCA_002293065.1__GCA_903925205.1		unknown	0	6	0	0	6			238	18908	0.7310	
GCA_902597865.1__GCA_902535745.1		unknown	0	1	0	0	1			69	65217	0.7407	
GCA_002968845.1__GCF_000282095.2		unknown	54	20	20	34	0	28622	231888	1181	3810	0.9666	496,524,806,3798,4127,4746,5355,7754,9788,16341,40904,41470,44622,48047,60559,65797,70647,82237,94393,231888
GCA_902566945.1__GCA_902552345.1		unknown	0	1	0	0	1			16	281250	0.6000	
GCF_007680845.1__GCF_000333375.1		unknown	4	6	4	0	2	304590	700624	476	9454	0.9829	5384,49136,560043,700624
GCA_018127705.1__GCA_905371715.1		unknown	6	23	6	0	17	6878	29169	182	24725	0.9939	65,907,5838,7917,9073,29169
GCF_001870485.1__GCF_016907015.1		unknown	15	11	11	4	0	51663	569953	233	19313	0.8586	4776,12219,14157,26514,42796,51663,132704,232946,363456,364034,569953
GCA_900556415.1__GCA_900552755.1		unknown	0	1	0	0	1			212	21226	0.9935	
GCA_902537575.1__GCA_902536575.1		unknown	0	2	0	0	2			44	102273	0.6667	
GCA_902603905.1__GCA_902597425.1		unknown	0	2	0	0	2			9	500000	0.6667	
GCA_902635865.1__GCA_902604575.1		unknown	0	3	0	0	3			50	90000	0.8788	
GCF_007558825.1__GCF_900169365.1		unknown	3	5	3	0	2	987962	1729656	506	8893	0.9721	155759,987962,1729656
GCA_016784545.1__GCA_013203185.1		unknown	0	3	0	0	3			40	112500	0.2857	
GCF_003096715.1__GCF_902859945.1		unknown	13	9	9	4	0	177363	3389992	495	9091	0.9572	6354,16959,54274,120240,177363,591225,703338,795205,3389992
GCA_902606645.1__GCA_902539165.1		unknown	0	3	0	0	3			30	150000	0.6522	
GCA_003208695.1__GCA_003279005.1		unknown	0	7	0	0	7			17	264706	0.4000	
GCA_902606075.1__GCA_902585415.1		unknown	0	2	0	0	2			24	187500	0.7333	
GCF_014647595.1__GCA_001313365.1		unknown	1	6	1	0	5	847963	847963	227	19824	0.9787	847963
GCF_002920175.1__GCA_002095305.1		unknown	4	10	4	0	6	323413	848684	107	42056	0.9375	3187,114126,532700,848684
GCF_001906925.1__GCF_001643235.1		unknown	7	30	7	0	23	11554	317697	435	10345	0.9697	2045,6679,7991,11554,24494,82683,317697
GCA_900321035.1__GCA_016286075.1		unknown	9	12	9	0	3	102954	610522	396	11364	0.9747	19538,20249,25954,32389,102954,190103,226045,364420,610522
GCA_001464735.1__GCA_016222925.1		unknown	4	2	2	2	0	272424	543421	417	10791	0.9650	1427,543421
GCA_902594145.1__GCA_902527045.1		unknown	0	2	0	0	2			84	53571	0.7812	
GCA_902598525.1__GCA_902583445.1		unknown	2	0	0	2	0			41	109756	0.9355	
GCA_902631255.1__GCA_902597695.1		unknown	0	3	0	0	3			68	66176	0.8750	
GCF_009828015.1__GCF_001542855.1		unknown	9	5	5	4	0	366891	459061	130	34615	0.9669	37624,48868,366891,392723,459061
GCA_017961705.1__GCA_017614295.1		unknown	2	9	2	0	7	133552	214470	434	10369	0.7667	52635,214470
GCA_902570125.1__GCA_902518395.1		unknown	0	3	0	0	3			66	68182	0.8718	
GCA_902629075.1__GCA_902553695.1		unknown	0	2	0	0	2			15	300000	0.8333	
GCF_014645735.1__GCF_001618425.1		unknown	36	42	36	0	6	81040	2961785	571	7881	0.9464	238,501,2117,3753,9531,10318,13758,16287,18532,20048,22816,24724,35152,59584,61332,68547,74620,80303,81776,106091,121172,123200,128199,151489,182823,183638,383136,400366,400809,411978,481677,532304,591088,2594987,2923874,2961785
GCA_902628565.1__GCA_902554995.1		unknown	0	1	0	0	1			58	77586	0.9032	
GCA_902607525.1__GCA_902561465.1		unknown	0	3	0	0	3			59	76271	0.6757	
GCA_002371155.1__GCA_902788485.1		unknown	0	11	0	0	11			11	409091	0.0000	
GCA_003209675.1__GCA_003281285.1		unknown	0	3	0	0	3			145	31034	0.9083	
GCA_902552755.1__GCA_902527215.1		unknown	0	2	0	0	2			114	39474	0.7009	
GCA_003212035.1__GCA_003280915.1		unknown	0	8	0	0	8			157	28662	0.7674	
GCA_902609675.1__GCA_902603305.1		unknown	0	3	0	0	3			77	58442	0.9483	
GCF_001418135.1__GCF_012927245.1		unknown	12	15	12	0	3	97919	5431692	681	6608	0.5317	6597,29901,37619,56806,63549,68872,126966,257499,430556,2361538,3453223,5431692
GCA_902543405.1__GCA_902518235.1		unknown	0	1	0	0	1			63	71429	0.6486	
GCA_003216775.1__GCA_003281455.1		unknown	0	6	0	0	6			152	29605	0.9318	
GCF_004403985.1__GCF_015751745.1		unknown	11	4	4	7	0	51796	500770	246	18293	0.9450	2473,20886,82706,500770
GCF_018687535.1__GCF_000019745.1		unknown	2	2	2	0	0	42734	70106	48	93750	1.0000	15361,70106
GCA_902540595.1__GCA_902515625.1		unknown	0	1	0	0	1			37	121622	0.8421	
GCA_902614055.1__GCA_902571975.1		unknown	0	5	0	0	5			55	81818	0.6667	
GCA_016790385.1__GCA_016703645.1		unknown	3	1	1	2	0	31158	31158	292	15411	0.1719	31158
GCA_003281625.1__GCF_001180265.1		unknown	2	0	0	2	0			139	32374	0.8492	
GCA_900556605.1__GCA_900552755.1		unknown	1	1	1	0	0	361523	361523	424	10613	0.9831	361523
GCF_000373145.1__GCA_001311585.1		unknown	7	27	7	0	20	17794	397588	79	56962	0.9500	53,2545,14697,17794,148940,178169,397588
GCA_902546375.1__GCA_902523125.1		unknown	0	5	0	0	5			42	107143	0.7273	
GCA_004552445.1__GCA_900772435.1		unknown	1	2	1	0	1	783487	783487	55	81818	0.9000	783487
GCA_007134865.1__GCA_007116575.1		unknown	3	0	0	3	0			86	52326	0.3077	
GCA_003211275.1__GCF_014279975.1		unknown	1	9	1	0	8	47698	47698	146	30822	0.5724	47698
GCA_002256995.1__GCA_002343685.1		unknown	4	7	4	0	3	157410	1231090	93	48387	0.6866	77658,85707,229113,1231090
GCA_014361015.1__GCA_011057175.1		unknown	0	1	0	0	1			72	62500	0.4545	
GCF_001766415.1__GCF_000714435.1		unknown	3	5	3	0	2	1134189	2807335	91	49451	0.9286	62719,1134189,2807335
GCA_902616675.1__GCA_902582155.1		unknown	0	1	0	0	1			47	95745	0.8947	
GCF_001679645.1__GCA_019200975.1		unknown	11	10	10	1	0	534872	3027422	344	13081	0.7636	36825,130479,133527,229177,351330,718413,760444,1072894,2459512,3027422
GCA_900472605.1__GCA_900467745.1		unknown	27	9	9	18	0	450120	1030959	1444	3116	0.9712	3579,12375,207412,260558,450120,504885,580622,675989,1030959
GCF_012689525.1__GCF_000020125.1		unknown	37	62	37	0	25	60589	730290	3258	1381	0.9997	136,256,390,644,1408,2183,2296,4142,7673,8784,17221,17877,19053,40082,41417,42025,56516,57272,60589,62837,69015,92857,109601,112698,113681,145791,164223,168105,218232,224067,256699,311396,314624,398731,448064,478665,730290
GCA_004554085.1__GCA_004557125.1		unknown	84	29	29	55	0	13013	88730	793	5675	0.9183	133,273,402,686,2233,2562,3124,4094,4444,7715,7777,9134,9957,12662,13013,14495,19384,19461,20317,29631,30073,30400,30631,30968,32014,34703,39771,69738,88730
GCF_005083565.1__GCA_011752475.1		unknown	0	1	0	0	1			19	236842	1.0000	
GCF_003054115.1__GCF_001636695.1		unknown	1	12	1	0	11	122027	122027	136	33088	0.9740	122027
GCF_014649335.1__GCA_000258595.1		unknown	14	21	14	0	7	109871	1423310	1177	3823	0.9919	293,524,48389,49220,58544,103866,109600,110142,147811,240715,245819,583425,920478,1423310
GCF_001180025.1__GCA_902517615.1		unknown	0	2	0	0	2			24	187500	0.7857	
GCA_003282945.1__GCA_902549785.1		unknown	0	7	0	0	7			30	150000	0.8667	
GCA_000510845.1__GCA_000371745.1		unknown	0	9	0	0	9			12	375000	0.8571	
GCA_017540385.1__GCA_902774245.1		unknown	2	3	2	0	1	423570	838289	173	26012	0.1958	8851,838289
GCF_900091725.1__GCF_014650675.1		unknown	26	10	10	16	0	187987	507613	479	9395	0.9137	29016,30487,145008,157918,183854,192120,249433,323725,343034,507613
GCA_902610105.1__GCA_902606555.1		unknown	0	3	0	0	3			60	75000	0.5588	
GCA_002304435.1__GCA_903861185.1		unknown	1	2	1	0	1	747171	747171	490	9184	0.9455	747171
GCA_902626245.1__GCA_902604305.1		unknown	0	1	0	0	1			10	450000	0.5000	
GCF_012932795.1__GCA_905612525.1		unknown	0	4	0	0	4			5	900000	0.0000	
GCA_902596375.1__GCA_902588895.1		unknown	0	2	0	0	2			81	55556	0.7419	
GCA_902787255.1__GCA_902784785.1		unknown	1	8	1	0	7	37186	37186	202	22277	0.6719	37186
GCA_003212375.1__GCA_902616385.1		unknown	0	3	0	0	3			52	86538	0.8710	
GCF_000754815.1__GCF_001112925.1		unknown	3	20	3	0	17	18310	148059	143	31469	1.0000	1477,18310,148059
GCA_902562275.1__GCA_902515745.1		unknown	1	3	1	0	2	369044	369044	90	50000	0.7922	369044
GCF_001296025.1__GCF_009905735.1		unknown	15	10	10	5	0	36370	548931	131	34351	0.9020	1312,2356,12434,15647,17981,54759,68109,93532,544539,548931
GCA_902612825.1__GCA_902575375.1		unknown	0	5	0	0	5			105	42857	0.8415	
GCF_000204255.1__GCF_000007605.1		unknown	0	1	0	0	1			48	93750	1.0000	
GCA_902603305.1__GCA_902599955.1		unknown	0	1	0	0	1			21	214286	0.6875	
GCA_905182255.1__GCA_905181635.1		unknown	1	6	1	0	5	7272	7272	37	121622	0.9310	7272
GCA_902584995.1__GCA_902522525.1		unknown	0	1	0	0	1			89	50562	0.9189	
GCA_905618895.1__GCA_905612495.1		unknown	0	2	0	0	2			14	321429	1.0000	
GCA_902591695.1__GCA_902560805.1		unknown	0	4	0	0	4			26	173077	0.5000	
GCA_014874485.1__GCA_014360805.1		unknown	15	33	15	0	18	21441	268459	156	28846	0.7000	665,1897,3346,7235,7961,9341,12564,21441,48168,91220,128982,148204,174943,194747,268459
GCF_002865545.1__GCF_000439455.1		unknown	0	3	0	0	3			25	180000	1.0000	
GCA_902581005.1__GCA_902560505.1		unknown	0	3	0	0	3			186	24194	0.9320	
GCA_003282155.1__GCA_902540265.1		unknown	0	1	0	0	1			79	56962	0.9000	
GCA_902608845.1__GCA_902591775.1		unknown	0	2	0	0	2			59	76271	0.7949	
GCA_902601865.1__GCA_902528805.1		unknown	0	3	0	0	3			103	43689	0.7746	
GCA_905373315.1__GCA_905372835.1		unknown	0	3	0	0	3			78	57692	0.3867	
GCA_905215595.1__GCA_900765705.1		unknown	6	15	6	0	9	94677	460955	506	8893	0.8150	686,82829,94511,94843,95667,460955
GCA_003210275.1__GCA_003211115.1		unknown	0	1	0	0	1			15	300000	0.0000	
GCF_000960085.1__GCF_000187585.1		unknown	3	12	3	0	9	83908	84849	179	25140	0.9551	15490,83908,84849
GCA_009774215.1__GCA_910588955.1		unknown	1	7	1	0	6	107714	107714	148	30405	0.4510	107714
GCA_902539115.1__GCA_902534675.1		unknown	0	4	0	0	4			57	78947	0.6970	
GCA_902621305.1__GCA_902602695.1		unknown	0	5	0	0	5			79	56962	0.8500	
GCA_003212615.1__GCA_003279535.1		unknown	0	4	0	0	4			61	73770	0.7073	
GCF_003122215.1__GCF_017303295.1		unknown	28	14	14	14	0	15639	140247	738	6098	0.9901	52,921,3762,4675,7118,8834,9450,21828,25789,32131,64709,86420,96949,140247
GCA_014799475.1__GCA_014799505.1		unknown	26	12	12	14	0	19783	197885	371	12129	0.9507	174,1176,1902,1972,3312,6550,33016,52896,58373,68437,146723,197885
GCA_902604835.1__GCA_902533795.1		unknown	0	2	0	0	2			234	19231	0.9276	
GCA_910585245.1__GCA_910579435.1		unknown	3	37	3	0	34	14621	28607	77	58442	0.5758	984,14621,28607
GCA_900314795.1__GCA_003499325.1		unknown	1	27	1	0	26	6	6	253	17787	0.9167	6
GCF_002834225.1__GCA_902771755.1		unknown	16	12	12	4	0	169772	1657530	281	16014	0.9809	2027,16184,17429,22621,49647,134542,205001,647291,769879,1113781,1386082,1657530
GCA_902597335.1__GCA_902594335.1		unknown	0	2	0	0	2			26	173077	0.8333	
GCF_000260415.1__GCF_001434845.1		unknown	0	5	0	0	5			62	72581	0.8438	
GCA_011338225.1__GCA_011369655.1		unknown	1	0	0	1	0			88	51136	0.3261	
GCA_902615435.1__GCA_902587515.1		unknown	0	1	0	0	1			22	204545	0.5000	
GCA_017447165.1__GCA_902769185.1		unknown	0	8	0	0	8			48	93750	1.0000	
GCA_017450845.1__GCA_902773215.1		unknown	9	7	7	2	0	237988	1152357	431	10441	0.6950	33628,79064,118989,237988,246286,608729,1152357
GCA_902600635.1__GCA_902524045.1		unknown	0	1	0	0	1			10	450000	0.7500	
GCF_000164675.2__GCA_018366675.1		unknown	3	40	3	0	37	21758	28867	596	7550	1.0000	44,21758,28867
GCA_902584995.1__GCA_902520695.1		unknown	0	3	0	0	3			44	102273	0.8065	
GCA_900556515.1__GCA_900548935.1		unknown	4	8	4	0	4	175836	473798	662	6798	0.7565	26416,38012,313660,473798
GCF_000980885.2__GCF_014673495.1		unknown	34	34	34	0	0	341732	6564215	2958	1521	0.9699	514,823,2182,2613,3373,7639,7987,16040,24853,53107,72155,143226,162068,201420,215376,254007,296068,387397,444715,482619,659386,1175438,1460532,1495257,1640363,1969310,4700874,4861499,5286138,5415924,5718839,5900091,6235541,6564215
GCF_007830055.1__GCF_004118265.1		unknown	3	13	3	0	10	412505	1216199	123	36585	0.9737	71781,412505,1216199
GCA_003279775.1__GCA_902596785.1		unknown	0	5	0	0	5			105	42857	0.8108	
GCF_005405005.1__GCF_005404945.1		unknown	0	6	0	0	6			107	42056	0.9756	
