pairid	band	phylum	dd_breakpoints_ref	dd_breakpoints_qry	dd_relocations_ref	dd_relocations_qry	dd_translocations_ref	dd_translocations_qry	dd_inversions_ref	dd_inversions_qry	dd_insertions_ref	dd_insertions_qry	dd_insertionsum_ref	dd_insertionsum_qry	dd_tandemins_ref	dd_tandemins_qry	dd_tandeminssum_ref	dd_tandeminssum_qry
GCF_000024945.1__GCA_018367495.1	85-90	Firmicutes_C	927.0	1279.0	8.0	5.0	0.0	235.0	2.0	0.0	615.0	442.0	585654.0	773623.0	0.0	0.0	0.0	0.0
GCF_013141725.1__GCF_007829615.1	80-85	Firmicutes	2033.0	2026.0	19.0	12.0	100.0	83.0	3.0	3.0	1017.0	1033.0	5169797.0	4055851.0	0.0	0.0	0.0	0.0
GCF_001005085.2__GCF_018604545.1	80-85	Actinobacteriota	4570.0	4525.0	50.0	87.0	338.0	0.0	28.0	127.0	2258.0	2381.0	4802189.0	5874584.0	0.0	0.0	0.0	0.0
GCF_014645495.1__GCA_002337005.1	85-90	Bacteroidota	1444.0	1543.0	4.0	5.0	31.0	145.0	12.0	3.0	772.0	707.0	1348295.0	1104459.0	0.0	0.0	0.0	0.0
GCF_011761985.1__GCA_002432125.1	80-85	Proteobacteria	1433.0	1466.0	5.0	1.0	11.0	96.0	2.0	2.0	784.0	739.0	1534357.0	1812226.0	0.0	0.0	0.0	0.0
GCF_002159735.1__GCA_019116265.1	85-90	Actinobacteriota	1025.0	1133.0	5.0	4.0	17.0	169.0	5.0	4.0	610.0	541.0	576680.0	808692.0	0.0	0.0	0.0	0.0
GCA_002719425.1__GCA_002703265.1	85-90	Chloroflexota	182.0	192.0	0.0	0.0	12.0	30.0	0.0	0.0	101.0	89.0	307936.0	260231.0	0.0	0.0	0.0	0.0
GCF_002844235.1__GCF_001613795.1	80-85	Proteobacteria	1927.0	1930.0	11.0	9.0	14.0	23.0	0.0	0.0	971.0	973.0	2209126.0	2438226.0	0.0	0.0	0.0	0.0
GCA_011523825.1__GCA_009843525.1	85-90	Actinobacteriota	1205.0	1201.0	3.0	2.0	19.0	39.0	1.0	1.0	625.0	590.0	872438.0	829371.0	0.0	0.0	0.0	0.0
GCF_002155695.1__GCF_002952215.1	80-85	Proteobacteria	1816.0	1815.0	15.0	33.0	81.0	0.0	5.0	42.0	905.0	924.0	1764217.0	1540313.0	0.0	0.0	0.0	0.0
GCF_001678475.1__GCF_001678495.1	80-85	Proteobacteria	987.0	983.0	4.0	4.0	57.0	87.0	9.0	9.0	552.0	508.0	1224744.0	1135194.0	0.0	0.0	0.0	0.0
GCA_003282055.1__GCA_902557235.1	85-90	Proteobacteria	150.0	134.0	0.0	0.0	30.0	6.0	3.0	3.0	88.0	99.0	587560.0	188253.0	0.0	0.0	0.0	0.0
GCA_000635015.1__GCA_017644425.1	90-95	Cyanobacteria	347.0	226.0	7.0	10.0	101.0	8.0	6.0	5.0	151.0	135.0	328703.0	153151.0	0.0	0.0	0.0	0.0
GCF_900637845.1__GCF_000373785.1	80-85	Firmicutes	579.0	610.0	7.0	6.0	0.0	5.0	0.0	0.0	276.0	315.0	1104472.0	947468.0	0.0	0.0	0.0	0.0
GCA_902615325.1__GCA_902524215.1	90-95	Proteobacteria	156.0	168.0	1.0	1.0	23.0	33.0	1.0	1.0	107.0	108.0	355143.0	730422.0	0.0	0.0	0.0	0.0
GCA_902802805.1__GCA_902801845.1	85-90	Firmicutes_A	1380.0	1327.0	9.0	28.0	259.0	114.0	24.0	32.0	684.0	742.0	1227118.0	780883.0	0.0	0.0	0.0	0.0
GCA_003211955.1__GCA_000634415.1	90-95	Cyanobacteria	214.0	331.0	0.0	1.0	43.0	116.0	1.0	1.0	147.0	149.0	323679.0	325002.0	0.0	0.0	0.0	0.0
GCF_002096835.1__GCF_000220085.1	90-95	Firmicutes	1153.0	1137.0	11.0	18.0	67.0	80.0	4.0	3.0	479.0	377.0	500076.0	416244.0	1.0	2.0	175.0	1116.0
GCF_009759665.1__GCF_001590795.1	85-90	Proteobacteria	4374.0	4355.0	189.0	101.0	261.0	14.0	8.0	122.0	2045.0	2222.0	2402965.0	2964691.0	0.0	1.0	0.0	1169.0
GCF_003265355.1__GCF_000719515.1	85-90	Actinobacteriota	2953.0	2916.0	10.0	12.0	340.0	87.0	2.0	10.0	1456.0	1692.0	2408318.0	2807925.0	0.0	1.0	0.0	144.0
GCF_000341615.1__GCF_000219605.1	85-90	Proteobacteria	1812.0	1763.0	23.0	27.0	130.0	0.0	3.0	23.0	902.0	894.0	1185968.0	1296516.0	1.0	0.0	18.0	0.0
GCA_001916065.1__GCA_900753165.1	85-90	Firmicutes_A	924.0	975.0	13.0	8.0	63.0	140.0	8.0	9.0	495.0	492.0	510677.0	768985.0	0.0	1.0	0.0	67.0
GCA_003281005.1__GCA_902596375.1	90-95	Proteobacteria	219.0	209.0	0.0	0.0	27.0	28.0	0.0	0.0	126.0	115.0	318540.0	309926.0	0.0	0.0	0.0	0.0
GCA_902609685.1__GCA_902589765.1	90-95	Proteobacteria	123.0	166.0	0.0	0.0	14.0	44.0	1.0	1.0	74.0	86.0	140274.0	381380.0	0.0	0.0	0.0	0.0
GCA_017458265.1__GCA_002393945.1	90-95	Bacteroidota	842.0	824.0	15.0	14.0	71.0	42.0	50.0	51.0	406.0	417.0	993056.0	561692.0	0.0	0.0	0.0	0.0
GCA_015063035.1__GCA_017646885.1	90-95	Methanobacteriota	916.0	1209.0	0.0	1.0	34.0	271.0	0.0	0.0	606.0	576.0	234924.0	1096997.0	0.0	0.0	0.0	0.0
GCF_007859295.1__GCF_018613575.1	80-85	Firmicutes	1382.0	1382.0	23.0	34.0	36.0	78.0	16.0	5.0	667.0	641.0	1516186.0	1809721.0	0.0	1.0	0.0	289.0
GCF_900113505.1__GCF_003033885.1	90-95	Proteobacteria	2212.0	2164.0	134.0	67.0	122.0	0.0	7.0	56.0	953.0	944.0	748781.0	960406.0	2.0	2.0	251.0	271.0
GCF_014203535.1__GCF_008704515.1	90-95	Actinobacteriota	2976.0	2905.0	43.0	70.0	182.0	0.0	10.0	78.0	1416.0	1449.0	2253023.0	3441722.0	1.0	0.0	276.0	0.0
GCF_001665295.1__GCF_001672815.1	85-90	Actinobacteriota	2419.0	2638.0	9.0	9.0	121.0	321.0	13.0	9.0	1384.0	1112.0	1741297.0	1342574.0	0.0	0.0	0.0	0.0
GCF_006716065.1__GCF_000016425.1	85-90	Actinobacteriota	2230.0	2230.0	153.0	161.0	0.0	0.0	90.0	82.0	1071.0	1078.0	1622458.0	2071678.0	0.0	0.0	0.0	0.0
GCF_002157835.1__GCF_001570425.1	90-95	Actinobacteriota	1547.0	1617.0	26.0	24.0	8.0	91.0	11.0	0.0	749.0	772.0	1510306.0	2161720.0	0.0	0.0	0.0	0.0
GCF_001811505.1__GCA_905221305.1	80-85	Firmicutes	918.0	883.0	29.0	37.0	167.0	60.0	3.0	33.0	414.0	476.0	968450.0	1188550.0	0.0	0.0	0.0	0.0
GCF_000187465.1__GCA_905370255.1	95-100	Firmicutes	589.0	885.0	10.0	9.0	1.0	283.0	11.0	0.0	387.0	346.0	419424.0	888991.0	0.0	3.0	0.0	972.0
GCF_002567495.1__GCF_000832605.1	85-90	Firmicutes	2680.0	2559.0	97.0	81.0	287.0	53.0	4.0	75.0	1197.0	1145.0	1326779.0	1419457.0	1.0	3.0	414.0	345.0
GCA_900556205.1__GCA_900546085.1	90-95	Actinobacteriota	970.0	678.0	2.0	2.0	225.0	98.0	3.0	3.0	540.0	410.0	726779.0	257431.0	0.0	0.0	0.0	0.0
GCF_003265355.1__GCF_900102815.1	90-95	Actinobacteriota	2629.0	2442.0	10.0	12.0	362.0	80.0	7.0	10.0	1205.0	1392.0	1588983.0	1497117.0	0.0	0.0	0.0	0.0
GCA_016928765.1__GCA_002402545.1	90-95	Desulfobacterota	1028.0	904.0	0.0	0.0	178.0	71.0	1.0	1.0	512.0	524.0	891907.0	668418.0	0.0	0.0	0.0	0.0
GCF_016728705.1__GCA_019114925.1	90-95	Actinobacteriota	586.0	906.0	2.0	1.0	0.0	235.0	4.0	0.0	347.0	377.0	175412.0	785127.0	0.0	0.0	0.0	0.0
GCF_018614655.1__GCF_904063055.1	85-90	Proteobacteria	2714.0	2770.0	19.0	28.0	147.0	145.0	13.0	7.0	1403.0	1314.0	2653166.0	2511793.0	0.0	0.0	0.0	0.0
GCF_004348115.1__GCA_002329155.1	85-90	Proteobacteria	2192.0	2238.0	27.0	25.0	0.0	102.0	36.0	4.0	1108.0	1096.0	1435805.0	1896220.0	0.0	1.0	0.0	240.0
GCA_014799475.1__GCA_014799565.1	90-95	Firmicutes_A	903.0	931.0	2.0	4.0	83.0	113.0	2.0	2.0	460.0	439.0	822545.0	755020.0	0.0	0.0	0.0	0.0
GCF_003206135.1__GCF_002179555.1	90-95	Proteobacteria	1139.0	1146.0	9.0	11.0	50.0	84.0	2.0	2.0	605.0	491.0	744938.0	538766.0	0.0	0.0	0.0	0.0
GCF_009760405.1__GCF_009708175.1	85-90	Actinobacteriota	3966.0	3972.0	36.0	36.0	105.0	130.0	46.0	34.0	1958.0	1990.0	2812750.0	4797097.0	0.0	0.0	0.0	0.0
GCA_900556915.1__GCF_009696075.1	90-95	Firmicutes	1134.0	803.0	3.0	3.0	319.0	98.0	1.0	2.0	561.0	415.0	712614.0	301841.0	0.0	1.0	0.0	62.0
GCA_014871545.1__GCA_900550785.1	90-95	Actinobacteriota	1034.0	686.0	0.0	1.0	282.0	127.0	0.0	0.0	447.0	408.0	423333.0	349028.0	0.0	1.0	0.0	187.0
GCF_014472415.1__GCF_009834515.1	85-90	Proteobacteria	3264.0	3208.0	115.0	72.0	213.0	0.0	0.0	63.0	1651.0	1338.0	1777113.0	1294905.0	1.0	0.0	156.0	0.0
GCF_010728155.1__GCF_010731695.1	85-90	Actinobacteriota	1633.0	1634.0	37.0	36.0	0.0	0.0	12.0	13.0	803.0	800.0	3074869.0	1519733.0	0.0	0.0	0.0	0.0
GCF_006385165.1__GCF_001073085.1	80-85	Firmicutes	1114.0	1127.0	40.0	29.0	106.0	161.0	6.0	2.0	504.0	577.0	1234193.0	1345297.0	0.0	0.0	0.0	0.0
GCA_011361945.1__GCA_011375725.1	90-95	Thermoproteota	469.0	251.0	0.0	0.0	148.0	23.0	0.0	0.0	274.0	167.0	586398.0	41040.0	0.0	0.0	0.0	0.0
GCF_005121165.2__GCA_019118935.1	90-95	Firmicutes_A	887.0	998.0	23.0	27.0	0.0	146.0	15.0	2.0	494.0	373.0	336233.0	1574426.0	2.0	0.0	321.0	0.0
GCF_000745715.1__GCF_018128905.1	90-95	Actinobacteriota	3478.0	3400.0	78.0	122.0	226.0	0.0	24.0	97.0	1661.0	1684.0	2695331.0	2872111.0	1.0	1.0	124.0	144.0
GCA_905215835.1__GCA_900762325.1	90-95	Actinobacteriota	971.0	707.0	5.0	2.0	218.0	43.0	4.0	3.0	443.0	387.0	457995.0	256975.0	0.0	0.0	0.0	0.0
GCA_902569245.1__GCA_902527265.1	90-95	Proteobacteria	147.0	172.0	0.0	0.0	20.0	40.0	2.0	2.0	88.0	95.0	296359.0	282805.0	0.0	0.0	0.0	0.0
GCA_900550825.1__GCA_900544725.1	90-95	Actinobacteriota	977.0	849.0	1.0	0.0	212.0	74.0	4.0	4.0	481.0	499.0	428636.0	348286.0	3.0	0.0	297.0	0.0
GCA_900079725.1__GCA_002482385.1	85-90	Bacteroidota	2076.0	2102.0	78.0	78.0	0.0	158.0	93.0	38.0	907.0	984.0	1554923.0	2049628.0	0.0	0.0	0.0	0.0
GCF_003852405.1__GCF_004006335.1	80-85	Proteobacteria	2813.0	2804.0	26.0	49.0	190.0	0.0	10.0	91.0	1419.0	1438.0	3775502.0	3835274.0	1.0	0.0	149.0	0.0
GCF_003399635.1__GCF_003399625.1	90-95	Actinobacteriota	1702.0	1732.0	2.0	5.0	68.0	66.0	3.0	1.0	801.0	824.0	1346609.0	1066501.0	0.0	0.0	0.0	0.0
GCF_002925905.1__GCF_001598695.1	90-95	Proteobacteria	1438.0	1519.0	26.0	17.0	62.0	68.0	2.0	2.0	547.0	732.0	937990.0	1281445.0	0.0	2.0	0.0	600.0
GCA_902624495.1__GCA_902589305.1	85-90	Proteobacteria	199.0	187.0	0.0	0.0	22.0	11.0	0.0	0.0	119.0	119.0	486032.0	350959.0	0.0	0.0	0.0	0.0
GCF_000687555.1__GCF_000526575.1	90-95	Firmicutes_A	706.0	657.0	8.0	13.0	56.0	5.0	2.0	3.0	293.0	323.0	580711.0	684160.0	1.0	1.0	45.0	88.0
GCF_014874145.1__GCF_000215705.1	80-85	Proteobacteria	2412.0	2412.0	45.0	70.0	185.0	0.0	12.0	99.0	1195.0	1220.0	2329430.0	3021043.0	0.0	0.0	0.0	0.0
GCF_001687625.2__GCF_001465795.2	85-90	Firmicutes	1545.0	1544.0	118.0	99.0	0.0	0.0	30.0	30.0	651.0	686.0	1007598.0	785847.0	1.0	0.0	118.0	0.0
GCF_001613305.1__GCF_000308615.1	85-90	Actinobacteriota	4129.0	4147.0	18.0	26.0	273.0	272.0	9.0	12.0	2067.0	2074.0	4124973.0	3116418.0	0.0	1.0	0.0	125.0
GCF_002286935.1__GCF_000741135.1	85-90	Actinobacteriota	1490.0	1485.0	8.0	7.0	24.0	22.0	5.0	5.0	750.0	763.0	841661.0	840607.0	0.0	0.0	0.0	0.0
GCF_002286815.1__GCF_900187445.1	90-95	Proteobacteria	3114.0	3019.0	43.0	40.0	247.0	190.0	12.0	10.0	1461.0	1417.0	1423134.0	1174031.0	1.0	0.0	732.0	0.0
GCF_013181195.1__GCF_003931565.1	85-90	Proteobacteria	2908.0	2970.0	32.0	30.0	199.0	184.0	15.0	29.0	1485.0	1414.0	2484575.0	2669417.0	0.0	0.0	0.0	0.0
GCF_001426345.1__GCF_007859655.1	85-90	Proteobacteria	3122.0	3122.0	162.0	117.0	150.0	0.0	28.0	102.0	1488.0	1414.0	1797085.0	1178338.0	0.0	0.0	0.0	0.0
GCF_004331285.1__GCF_000367925.1	80-85	Proteobacteria	1475.0	1457.0	5.0	8.0	63.0	33.0	3.0	7.0	750.0	722.0	1732003.0	1446511.0	0.0	0.0	0.0	0.0
GCF_900461125.1__GCF_014287615.1	85-90	Firmicutes_A	2166.0	2207.0	39.0	40.0	0.0	85.0	37.0	9.0	1008.0	1104.0	2588652.0	2653641.0	2.0	0.0	187.0	0.0
GCF_004801855.1__GCF_900115715.1	90-95	Proteobacteria	2630.0	2511.0	31.0	34.0	320.0	144.0	6.0	7.0	1250.0	1343.0	1439468.0	1177339.0	1.0	2.0	195.0	302.0
GCF_001645105.1__GCF_015163715.1	85-90	Proteobacteria	2469.0	2676.0	8.0	8.0	101.0	414.0	4.0	4.0	1387.0	1350.0	1627862.0	1836455.0	0.0	0.0	0.0	0.0
GCA_003279685.1__GCA_902613755.1	80-85	Proteobacteria	335.0	336.0	4.0	3.0	12.0	11.0	0.0	0.0	180.0	183.0	657605.0	659325.0	0.0	0.0	0.0	0.0
GCA_003209755.1__GCA_902564695.1	80-85	Cyanobacteria	451.0	469.0	2.0	1.0	31.0	60.0	4.0	2.0	267.0	256.0	575450.0	824599.0	0.0	0.0	0.0	0.0
GCF_003846175.1__GCA_002551355.1	85-90	Actinobacteriota	4052.0	4067.0	15.0	10.0	144.0	279.0	13.0	4.0	2143.0	2019.0	4541041.0	6565562.0	1.0	0.0	99.0	0.0
GCA_900541475.1__GCA_902835305.1	90-95	Actinobacteriota	823.0	776.0	8.0	8.0	85.0	34.0	2.0	2.0	407.0	384.0	514404.0	353592.0	0.0	0.0	0.0	0.0
GCF_000344155.1__GCF_000298235.1	80-85	Actinobacteriota	2314.0	2313.0	2.0	2.0	62.0	56.0	5.0	5.0	1210.0	1214.0	2324016.0	1828393.0	0.0	1.0	0.0	87.0
GCF_012524205.1__GCF_000304335.1	80-85	Actinobacteriota	1799.0	1816.0	15.0	15.0	40.0	106.0	9.0	4.0	954.0	912.0	2069202.0	2462525.0	0.0	0.0	0.0	0.0
GCF_014698835.1__GCA_003326205.1	90-95	Cyanobacteria	6836.0	6835.0	46.0	51.0	567.0	508.0	36.0	37.0	3065.0	3132.0	2327919.0	2880105.0	6.0	6.0	1152.0	1586.0
GCA_902602515.1__GCA_902597795.1	85-90	Proteobacteria	200.0	204.0	1.0	0.0	15.0	18.0	1.0	0.0	115.0	121.0	618798.0	948300.0	0.0	0.0	0.0	0.0
GCF_014486695.1__GCF_011742145.1	80-85	Bacteroidota	1402.0	1412.0	4.0	9.0	28.0	40.0	4.0	2.0	747.0	655.0	1184550.0	1044130.0	0.0	0.0	0.0	0.0
GCF_000145295.1__GCF_000008645.1	80-85	Methanobacteriota	704.0	704.0	11.0	13.0	0.0	0.0	6.0	6.0	354.0	335.0	1057627.0	932972.0	0.0	1.0	0.0	125.0
GCA_014384685.1__GCA_012964335.1	85-90	Thermoplasmatota	717.0	576.0	0.0	1.0	226.0	17.0	0.0	0.0	356.0	455.0	775930.0	199164.0	0.0	0.0	0.0	0.0
GCF_000427725.1__GCA_000824845.1	85-90	Proteobacteria	3648.0	3706.0	13.0	10.0	187.0	296.0	16.0	16.0	1717.0	1887.0	2246562.0	2450821.0	1.0	0.0	7.0	0.0
GCA_004020545.1__GCF_006439355.1	85-90	Proteobacteria	3339.0	3334.0	16.0	17.0	239.0	155.0	9.0	17.0	1655.0	1731.0	2187605.0	2582552.0	0.0	0.0	0.0	0.0
GCF_000718025.1__GCF_000716875.1	85-90	Actinobacteriota	4966.0	4929.0	24.0	12.0	227.0	323.0	11.0	8.0	2563.0	2505.0	3716838.0	5656109.0	0.0	0.0	0.0	0.0
GCF_002135355.1__GCF_902753875.1	85-90	Proteobacteria	1639.0	1677.0	6.0	9.0	84.0	115.0	4.0	1.0	831.0	792.0	1528112.0	1301791.0	0.0	2.0	0.0	306.0
GCF_003044275.1__GCF_013205025.1	85-90	Actinobacteriota	2863.0	2873.0	136.0	193.0	8.0	146.0	98.0	29.0	1543.0	1198.0	2335344.0	1849723.0	0.0	0.0	0.0	0.0
GCF_000504305.1__GCF_000226255.1	90-95	Desulfobacterota_I	4106.0	4164.0	57.0	66.0	0.0	146.0	55.0	18.0	1958.0	2051.0	1175212.0	1332428.0	0.0	0.0	0.0	0.0
GCF_001636695.1__GCF_013266735.1	80-85	Bacteroidota	1728.0	1710.0	3.0	10.0	199.0	86.0	4.0	5.0	844.0	991.0	2964506.0	2860142.0	0.0	0.0	0.0	0.0
GCF_003013475.1__GCF_000282075.1	90-95	Firmicutes	1708.0	1823.0	14.0	20.0	143.0	197.0	1.0	2.0	764.0	778.0	770529.0	918719.0	0.0	0.0	0.0	0.0
GCA_902582315.1__GCA_902581445.1	90-95	Proteobacteria	152.0	156.0	0.0	0.0	17.0	16.0	1.0	0.0	79.0	88.0	295323.0	318260.0	0.0	0.0	0.0	0.0
GCA_900549715.1__GCF_003465825.1	95-100	Actinobacteriota	551.0	573.0	12.0	11.0	30.0	56.0	2.0	2.0	287.0	233.0	511128.0	265764.0	0.0	0.0	0.0	0.0
GCF_005048265.1__GCF_003056335.1	80-85	Proteobacteria	1835.0	1836.0	3.0	3.0	96.0	74.0	12.0	13.0	946.0	940.0	1830596.0	1885640.0	0.0	0.0	0.0	0.0
GCF_003048615.2__GCF_902460415.1	85-90	Campylobacterota	602.0	604.0	28.0	21.0	0.0	21.0	25.0	15.0	276.0	311.0	391674.0	536234.0	0.0	0.0	0.0	0.0
GCF_014145145.1__GCF_003096095.1	90-95	Actinobacteriota	1842.0	1367.0	1.0	7.0	528.0	1.0	0.0	2.0	890.0	949.0	1219387.0	423652.0	0.0	0.0	0.0	0.0
GCA_902600245.1__GCA_902588315.1	90-95	Proteobacteria	192.0	166.0	0.0	0.0	34.0	10.0	1.0	1.0	109.0	102.0	473508.0	238596.0	0.0	0.0	0.0	0.0
GCA_003485715.1__GCA_002299125.1	90-95	Proteobacteria	650.0	544.0	1.0	3.0	46.0	22.0	0.0	0.0	382.0	303.0	417326.0	216884.0	0.0	0.0	0.0	0.0
GCF_015071065.1__GCF_002975175.1	90-95	Firmicutes	3022.0	3083.0	31.0	36.0	220.0	262.0	6.0	2.0	1180.0	1292.0	1220109.0	1288726.0	6.0	5.0	623.0	1133.0
GCF_900104585.1__GCA_002307035.1	85-90	Bacteroidota	1187.0	1310.0	6.0	7.0	28.0	172.0	11.0	0.0	615.0	609.0	956676.0	1480859.0	0.0	0.0	0.0	0.0
GCF_004187715.1__GCF_008705135.1	85-90	Actinobacteriota	4704.0	4680.0	79.0	143.0	354.0	0.0	50.0	172.0	2248.0	2478.0	4883240.0	4894190.0	0.0	0.0	0.0	0.0
GCF_004794465.1__GCF_018224615.1	80-85	Actinobacteriota	1510.0	1483.0	6.0	7.0	129.0	15.0	1.0	1.0	749.0	839.0	1638547.0	2298901.0	0.0	0.0	0.0	0.0
GCF_900104725.1__GCF_900113015.1	80-85	Actinobacteriota	4559.0	4600.0	185.0	80.0	0.0	398.0	253.0	74.0	2273.0	2286.0	6110139.0	6389694.0	0.0	0.0	0.0	0.0
GCF_001188955.3__GCF_000719705.1	85-90	Actinobacteriota	5014.0	5083.0	31.0	26.0	355.0	447.0	28.0	14.0	2495.0	2595.0	3719234.0	4329607.0	0.0	1.0	0.0	99.0
GCF_000721605.1__GCF_007176755.1	80-85	Actinobacteriota	4112.0	4102.0	23.0	30.0	215.0	202.0	31.0	29.0	2050.0	2065.0	4448274.0	4686428.0	0.0	0.0	0.0	0.0
GCF_002356415.1__GCA_905221305.1	90-95	Firmicutes	602.0	621.0	23.0	25.0	0.0	23.0	12.0	6.0	256.0	271.0	399105.0	425804.0	1.0	0.0	447.0	0.0
GCA_900541725.1__GCF_003437035.1	90-95	Actinobacteriota	752.0	747.0	10.0	10.0	53.0	42.0	2.0	3.0	362.0	353.0	566621.0	404010.0	1.0	0.0	187.0	0.0
GCF_000384295.1__GCF_900119165.1	85-90	Actinobacteriota	3744.0	3744.0	171.0	148.0	0.0	2.0	110.0	133.0	1802.0	1816.0	3479439.0	5103499.0	1.0	0.0	66.0	0.0
GCA_009845545.1__GCA_003635195.1	80-85	Poribacteria	4408.0	4408.0	11.0	19.0	514.0	298.0	3.0	1.0	2323.0	2270.0	2820075.0	1956028.0	1.0	1.0	113.0	545.0
GCF_003943815.1__GCF_000194945.1	85-90	Firmicutes	985.0	979.0	33.0	37.0	126.0	48.0	5.0	33.0	417.0	558.0	1472618.0	1200004.0	0.0	0.0	0.0	0.0
GCF_000835165.1__GCF_000819445.1	80-85	Actinobacteriota	1506.0	1506.0	32.0	42.0	4.0	0.0	15.0	14.0	755.0	731.0	1363274.0	1376285.0	0.0	0.0	0.0	0.0
GCF_000239795.1__GCF_000344805.1	85-90	Proteobacteria	5337.0	4854.0	101.0	87.0	887.0	0.0	1.0	86.0	2570.0	2758.0	3008440.0	1679445.0	0.0	0.0	0.0	0.0
GCA_900549245.1__GCA_018382295.1	90-95	Actinobacteriota	1030.0	847.0	4.0	5.0	250.0	53.0	3.0	3.0	487.0	517.0	438800.0	291317.0	0.0	0.0	0.0	0.0
GCF_001642705.1__GCF_000935045.1	90-95	Proteobacteria	2926.0	2980.0	20.0	38.0	158.0	243.0	9.0	4.0	1393.0	1307.0	2026282.0	1291704.0	1.0	0.0	212.0	0.0
GCF_009296165.1__GCF_003208475.1	85-90	Proteobacteria	2095.0	2045.0	2.0	1.0	234.0	74.0	0.0	0.0	1068.0	1211.0	2326746.0	1724406.0	0.0	0.0	0.0	0.0
GCA_002284855.1__GCA_000372185.1	80-85	Actinobacteriota	328.0	345.0	4.0	5.0	0.0	29.0	7.0	6.0	181.0	165.0	441593.0	671952.0	0.0	0.0	0.0	0.0
GCF_014198335.1__GCF_000172795.2	90-95	Proteobacteria	2548.0	2491.0	72.0	70.0	117.0	34.0	20.0	38.0	1232.0	1115.0	1889445.0	1631245.0	0.0	1.0	0.0	321.0
GCF_001945365.1__GCF_902497995.1	85-90	Proteobacteria	2555.0	2573.0	12.0	16.0	118.0	147.0	3.0	0.0	1332.0	1252.0	2905583.0	2646040.0	0.0	0.0	0.0	0.0
GCA_902597335.1__GCA_902522365.1	80-85	Proteobacteria	228.0	250.0	1.0	0.0	9.0	42.0	1.0	1.0	144.0	133.0	271016.0	572380.0	0.0	0.0	0.0	0.0
GCF_003397705.1__GCF_000263595.1	85-90	Actinobacteriota	1137.0	1127.0	37.0	34.0	46.0	59.0	7.0	9.0	542.0	545.0	629518.0	708080.0	0.0	0.0	0.0	0.0
GCF_016106035.1__GCF_003660105.1	80-85	Campylobacterota	1060.0	1023.0	34.0	90.0	168.0	3.0	19.0	84.0	535.0	516.0	1152825.0	1174957.0	0.0	0.0	0.0	0.0
GCF_001954275.1__GCF_001665605.1	80-85	Actinobacteriota	2326.0	2319.0	11.0	18.0	112.0	78.0	2.0	3.0	1177.0	1202.0	2715689.0	2205402.0	0.0	0.0	0.0	0.0
GCA_002401105.1__GCA_002400885.1	80-85	Bacteroidota	923.0	900.0	0.0	0.0	84.0	78.0	0.0	0.0	548.0	525.0	1500340.0	1164201.0	0.0	0.0	0.0	0.0
GCF_004217615.1__GCF_018070325.1	80-85	Actinobacteriota	3302.0	3335.0	80.0	38.0	0.0	306.0	87.0	3.0	1735.0	1679.0	3989250.0	4377080.0	0.0	1.0	0.0	552.0
GCA_009691135.1__GCA_903893085.1	80-85	Actinobacteriota	392.0	479.0	0.0	0.0	19.0	129.0	0.0	0.0	298.0	218.0	358473.0	412196.0	0.0	0.0	0.0	0.0
GCF_910594985.1__GCF_910593845.1	80-85	Firmicutes	3337.0	3326.0	11.0	9.0	202.0	206.0	1.0	2.0	1692.0	1674.0	3135454.0	3700693.0	0.0	0.0	0.0	0.0
GCF_000281895.1__GCF_018325905.1	85-90	Proteobacteria	3525.0	3524.0	298.0	233.0	0.0	0.0	102.0	80.0	1534.0	1696.0	1879008.0	1472736.0	1.0	1.0	183.0	300.0
GCF_004342105.1__GCF_001636945.1	85-90	Actinobacteriota	4701.0	4731.0	21.0	17.0	251.0	391.0	43.0	32.0	2438.0	2347.0	4450772.0	4564865.0	0.0	0.0	0.0	0.0
GCF_018130165.1__GCA_017305715.1	85-90	Proteobacteria	4640.0	4660.0	19.0	15.0	234.0	242.0	2.0	1.0	2146.0	2330.0	2850747.0	3448650.0	0.0	1.0	0.0	957.0
GCF_002217655.1__GCF_000733845.1	90-95	Firmicutes	2121.0	2120.0	110.0	90.0	64.0	0.0	18.0	57.0	850.0	977.0	840700.0	1018186.0	0.0	2.0	0.0	174.0
GCA_900545555.1__GCA_900754275.1	90-95	Actinobacteriota	779.0	792.0	0.0	1.0	113.0	112.0	1.0	1.0	406.0	407.0	331434.0	484072.0	0.0	0.0	0.0	0.0
GCF_000931445.1__GCF_000772045.1	85-90	Actinobacteriota	4366.0	4366.0	160.0	178.0	0.0	0.0	100.0	88.0	2157.0	2149.0	4330893.0	3836439.0	0.0	1.0	0.0	276.0
GCF_000383935.1__GCF_014650575.1	85-90	Actinobacteriota	4881.0	4877.0	20.0	22.0	204.0	165.0	16.0	27.0	2435.0	2461.0	3545352.0	4059961.0	0.0	0.0	0.0	0.0
GCF_001595965.1__GCF_018687275.1	85-90	Proteobacteria	316.0	295.0	10.0	14.0	24.0	0.0	0.0	2.0	137.0	157.0	690784.0	490251.0	0.0	0.0	0.0	0.0
GCA_014871665.1__GCA_900754275.1	90-95	Actinobacteriota	738.0	780.0	3.0	1.0	111.0	127.0	0.0	0.0	374.0	402.0	334289.0	311788.0	0.0	0.0	0.0	0.0
