pairid	dnadiff_inverted_fraction	syn2b_inverted_fraction	syn2b_raw_inverted_fraction	syn2b_shared_tags	syn2b_observable_fraction	syn2b_breakpoints	se_pred_min	se_pred_raw	se_pred	resid	z	m_bin	band
GCF_002890795.1__GCF_013409135.1	0.4554717071356902	0.4391	0.4391	312	0.9743	9.0	0.04009363838533937	0.04009363838533937	0.04009363838533937	-0.016371707135690194	-0.40833677847697325	(291.0, 454.0]	85-90
GCF_007858275.1__GCF_001870435.1	0.5931531293556944	0.38378	0.61622	185	0.8323	13.0	0.048403238055990276	0.048403238055990276	0.048403238055990276	0.02306687064430557	0.4765563538873794	(142.0, 206.0]	85-90
GCF_001428075.1__GCF_005796225.1	0.6086990053542898	0.45902	0.45902	61	0.9211	4.0	0.08088744375176583	0.08088744375176583	0.08088744375176583	-0.1496790053542898	-1.8504603237758046	(31.0, 63.0]	80-85
GCA_900552515.1__GCA_900546575.1	0.4786892164689491	0.43609	0.43609	266	0.8457	5.0	0.042552198369546115	0.042552198369546115	0.042552198369546115	-0.0425992164689491	-1.0011049511236683	(206.0, 291.0]	90-95
GCF_001040705.1__GCF_000341795.1	0.5002732121376141	0.4916	0.5084	238	0.9793	11.0	0.044717290179620714	0.044717290179620714	0.044717290179620714	0.008126787862385854	0.18173703794979787	(206.0, 291.0]	85-90
GCA_005697215.1__GCA_013099195.1	0.0	0.0	0.0	89	1.0	0.0	0.0205	0.0205	0.0205	0.0	0.0	(63.0, 99.0]	90-95
GCF_006874475.1__GCF_900156315.1	0.5450832081055766	0.45897	0.54103	1974	0.9628	21.0	0.024686910572204047	0.02468691057220405	0.02468691057220405	-0.004053208105576633	-0.16418450148801922	(761.0, 4886.0]	90-95
GCA_017540455.1__GCA_017531065.1	0.4686984443995345	0.45361	0.45361	97	0.8095	0.0	0.06529296339801745	0.06529296339801745	0.06529296339801745	-0.015088444399534495	-0.2310883687045615	(63.0, 99.0]	90-95
GCF_004661485.1__GCF_000744605.1	0.4918007758117967	0.23333	0.76667	30	0.6897	6.0	0.09689405126122726	0.09689405126122726	0.09689405126122726	0.27486922418820325	2.8368018532649986	(14.0, 31.0]	80-85
GCA_002733415.1__GCA_013214625.1	0.4668463131675053	0.49573	0.50427	117	0.7436	1.0	0.060280103145233584	0.060280103145233584	0.060280103145233584	0.037423686832494696	0.6208298406910379	(99.0, 142.0]	90-95
GCA_003212375.1__GCF_017696075.1	0.5707209455623421	0.3	0.3	10	0.375	0.0	0.1788973169167162	0.1788973169167162	0.1788973169167162	-0.2707209455623421	-1.5132756054042635	(1.999, 14.0]	85-90
GCA_003220795.1__GCA_001919865.1	0.5204314996993741	0.4186	0.4186	43	0.4667	0.0	0.09451286440799819	0.09451286440799819	0.09451286440799819	-0.10183149969937405	-1.0774353347263117	(31.0, 63.0]	80-85
GCA_017847875.1__GCA_017468365.1	0.3768505042017738	0.19231	0.19231	26	0.5	0.0	0.09698098610346258	0.09698098610346258	0.09698098610346258	-0.1845405042017738	-1.9028524210395197	(14.0, 31.0]	80-85
GCA_009930355.1__GCA_016930915.1	0.4719007495673848	0.45946	0.54054	74	0.0392	0.0	0.07394544086540007	0.07394544086540007	0.07394544086540007	0.0686392504326152	0.9282418176065308	(63.0, 99.0]	90-95
GCF_003226895.2__GCF_003687455.1	0.456511269452673	0.46018	0.46018	113	1.0	1.0	0.061045714690213415	0.061045714690213415	0.061045714690213415	0.0036687305473269705	0.06009808495067264	(99.0, 142.0]	85-90
GCF_002096435.1__GCA_905221385.1	0.3216532401801432	0.26531	0.26531	98	0.9873	18.0	0.05840962740968971	0.05840962740968971	0.05840962740968971	-0.056343240180143195	-0.9646224891137771	(63.0, 99.0]	90-95
GCF_001722335.1__GCF_900108565.1	0.4908838386052422	0.48673	0.48673	452	0.8914	6.0	0.03537686347943353	0.03537686347943353	0.03537686347943353	-0.0041538386052422105	-0.11741681417452568	(291.0, 454.0]	85-90
GCF_001767395.1__GCF_001894885.1	0.6187578092193521	0.37838	0.62162	148	1.0	1.0	0.05301393861220253	0.05301393861220253	0.05301393861220253	0.0028621907806478664	0.05398940081748726	(142.0, 206.0]	80-85
GCF_011617465.1__GCF_001570805.1	0.6656529557700918	0.29924	0.70076	1183	0.9991	5.0	0.026207728356422988	0.026207728356422984	0.026207728356422984	0.03510704422990829	1.3395683804584408	(761.0, 4886.0]	90-95
GCF_002946355.1__GCA_904501845.1	0.433590931029663	0.41176	0.41176	34	1.0	0.0	0.10552082431912782	0.10552082431912782	0.10552082431912782	-0.021830931029662992	-0.20688741933667482	(31.0, 63.0]	85-90
GCA_004553595.1__GCA_017432245.1	0.4222339207184115	0.38095	0.38095	21	0.5	0.0	0.13156732924899817	0.13156732924899817	0.13156732924899817	-0.04128392071841147	-0.3137855040006129	(14.0, 31.0]	90-95
GCA_902617465.1__GCA_902594145.1	0.5612437205859024	0.16667	0.83333	6	0.5	0.0	0.1877115389342559	0.1877115389342559	0.1877115389342559	0.2720862794140976	1.4494914961482102	(1.999, 14.0]	80-85
GCA_002684935.1__GCA_002477465.1	0.4981008875525826	0.4878	0.4878	287	0.7246	0.0	0.041588153911708704	0.041588153911708704	0.041588153911708704	-0.010300887552582572	-0.24768802131614853	(206.0, 291.0]	90-95
GCA_900549015.1__GCA_900541345.1	0.5010852927344807	0.44681	0.55319	94	0.7222	1.0	0.06614365564738617	0.06614365564738617	0.06614365564738617	0.0521047072655193	0.7877506429836759	(63.0, 99.0]	90-95
GCF_002192255.1__GCA_014171555.1	0.0025798109377597	0.00102	0.00102	981	1.0	0.0	0.020538067021534424	0.020538067021534424	0.020538067021534424	-0.0015598109377596998	-0.07594730975043651	(761.0, 4886.0]	90-95
GCF_004216735.1__GCF_900114915.1	0.4437600793028451	0.46803	0.46803	829	0.9888	31.0	0.02952887079258472	0.02952887079258472	0.02952887079258472	0.02426992069715489	0.8219048018337886	(761.0, 4886.0]	85-90
GCA_002737415.1__GCA_013205565.1	0.5237663416130242	0.46034	0.53966	643	0.9784	1.0	0.031643796178807464	0.031643796178807464	0.031643796178807464	0.015893658386975873	0.5022677524898292	(454.0, 761.0]	90-95
GCA_900551195.1__GCA_018382295.1	0.5579661954785768	0.41082	0.58918	499	0.6485	7.0	0.03390849791250218	0.033908497912502174	0.033908497912502174	0.031213804521423194	0.9205304405393482	(454.0, 761.0]	90-95
GCF_014196125.1__GCA_001796045.1	0.4907121900629085	0.4386	0.5614	114	1.0	2.0	0.060570278172505834	0.060570278172505834	0.060570278172505834	0.0706878099370915	1.1670378949849076	(99.0, 142.0]	85-90
GCA_009668225.1__GCF_900635955.1	0.4061738972553633	0.39035	0.39035	228	0.8722	5.0	0.04461011527571164	0.04461011527571164	0.04461011527571164	-0.015823897255363317	-0.35471545315595215	(206.0, 291.0]	85-90
GCF_001517085.1__GCF_900099765.1	0.5232867854360331	0.48112	0.51888	821	0.902	3.0	0.029623893773728906	0.029623893773728906	0.029623893773728906	-0.004406785436033123	-0.14875780576627481	(761.0, 4886.0]	90-95
GCA_900557435.1__GCF_001404675.1	0.4486624874141761	0.3871	0.3871	93	0.1585	0.0	0.0652466494307216	0.0652466494307216	0.0652466494307216	-0.06156248741417608	-0.9435348474030482	(63.0, 99.0]	90-95
GCA_011620595.1__GCA_002403305.1	0.6126566480782457	0.45817	0.54183	251	0.8282	0.0	0.04367806562738099	0.04367806562738099	0.04367806562738099	-0.07082664807824568	-1.6215610069014992	(206.0, 291.0]	90-95
GCF_016648925.1__GCA_000180035.1	0.5245797389479321	0.45604	0.54396	182	0.807	6.0	0.04970125297874434	0.049701252978744344	0.049701252978744344	0.019380261052067915	0.38993505979328613	(142.0, 206.0]	90-95
GCF_001718315.1__GCF_902499135.1	0.5898574189288919	0.39763	0.60237	928	0.9976	21.0	0.02843304779817147	0.028433047798171473	0.028433047798171473	0.012512581071108086	0.4400717489003331	(761.0, 4886.0]	85-90
GCA_017633615.1__GCA_017557635.1	0.4577595524633507	0.5	0.5	14	0.0	0.0	0.16515868992318528	0.16515868992318528	0.16515868992318528	0.042240447536649295	0.2557567364835309	(1.999, 14.0]	80-85
GCF_000220085.1__GCA_905221355.1	0.3519991128990477	0.27778	0.27778	18	0.3846	3.0	0.13108402319937137	0.13108402319937137	0.13108402319937137	-0.07421911289904765	-0.5661949571548058	(14.0, 31.0]	85-90
GCF_900105755.1__GCF_000497445.1	0.1463517644305764	0.07377	0.07377	244	1.0	22.0	0.02900722723668458	0.02900722723668458	0.02900722723668458	-0.0725817644305764	-2.5021958782321803	(206.0, 291.0]	80-85
GCF_002564555.1__GCF_000291355.1	0.4824097861060214	0.43609	0.56391	133	0.771	4.0	0.056578522180792304	0.0565785221807923	0.0565785221807923	0.0815002138939786	1.4404797218554235	(99.0, 142.0]	90-95
GCF_001953875.1__GCF_001941845.1	0.4335821715963152	0.44065	0.44065	1171	0.8632	19.0	0.027144409752965556	0.027144409752965556	0.027144409752965556	0.007067828403684806	0.2603787839929965	(761.0, 4886.0]	90-95
GCF_900111645.1__GCF_000970325.1	0.4341094207091117	0.5	0.5	18	0.6471	0.0	0.1459765011530585	0.1459765011530585	0.1459765011530585	0.06589057929088832	0.45137798735017687	(14.0, 31.0]	80-85
GCF_008312835.1__GCF_004217285.1	0.5833818828290326	0.46047	0.53953	215	0.8756	8.0	0.04645595904732257	0.04645595904732257	0.04645595904732257	-0.04385188282903263	-0.9439452704950664	(206.0, 291.0]	80-85
GCF_001810785.1__GCA_000831085.1	0.3773775090909239	0.425	0.425	40	0.8947	3.0	0.09802423169808575	0.09802423169808575	0.09802423169808575	0.04762249090907611	0.4858236589474447	(31.0, 63.0]	85-90
GCF_001429165.1__GCF_003070885.1	0.2981626829247391	0.2956	0.2956	318	0.9874	6.0	0.0374838893090865	0.0374838893090865	0.0374838893090865	-0.0025626829247391014	-0.06836758329979059	(291.0, 454.0]	85-90
GCA_003210775.1__GCA_003211205.1	0.3952477021567572	0.44086	0.44086	93	0.5763	0.0	0.06638296763361187	0.06638296763361187	0.06638296763361187	0.04561229784324278	0.6871084476818083	(63.0, 99.0]	85-90
GCF_003952385.1__GCA_000824785.1	0.5868054127016232	0.4625	0.5375	480	1.0	41.0	0.03462913633536553	0.03462913633536553	0.03462913633536553	-0.04930541270162325	-1.4238129482677668	(454.0, 761.0]	85-90
GCA_017445925.1__GCA_902801485.1	0.4584884658196753	0.35106	0.35106	94	0.5962	5.0	0.06375986215794385	0.06375986215794385	0.06375986215794385	-0.1074284658196753	-1.6848917513898791	(63.0, 99.0]	85-90
GCF_003416765.1__GCA_905215465.1	0.4640557032175326	0.47222	0.47222	432	1.0	3.0	0.035887791966587146	0.035887791966587146	0.035887791966587146	0.008164296782467384	0.22749509889236552	(291.0, 454.0]	90-95
GCA_013333625.2__GCA_905372275.1	0.59538427521702	0.42077	0.57923	183	0.8424	0.0	0.049227061234705695	0.049227061234705695	0.049227061234705695	-0.016154275217019953	-0.32815843180236376	(142.0, 206.0]	90-95
GCF_000967265.1__GCF_000967185.1	0.0074886455212439	0.00413	0.00413	242	0.9957	5.0	0.021114247121257264	0.021114247121257264	0.021114247121257264	-0.0033586455212439	-0.15907010569477065	(206.0, 291.0]	90-95
GCF_903679515.1__GCF_009936175.1	0.5732551018176251	0.33333	0.66667	6	0.0	0.0	0.23690435872393736	0.23690435872393736	0.23690435872393736	0.09341489818237492	0.3943148141534639	(1.999, 14.0]	80-85
GCF_001667735.1__GCF_002101785.1	0.4035871595664078	0.41111	0.41111	90	0.4884	0.0	0.06682803354893646	0.06682803354893646	0.06682803354893646	0.007522840433592193	0.11257013013982237	(63.0, 99.0]	80-85
GCF_016894385.1__GCF_000372525.1	0.5389739420806248	0.48104	0.51896	501	1.0	25.0	0.03420043624967179	0.03420043624967179	0.03420043624967179	-0.02001394208062479	-0.5851955201541283	(454.0, 761.0]	85-90
GCA_015259045.1__GCA_015259035.1	0.5276004130778695	0.4726	0.5274	146	0.4554	0.0	0.0546613081559074	0.0546613081559074	0.0546613081559074	-0.00020041307786955453	-0.003666452279150135	(142.0, 206.0]	90-95
GCF_004348685.1__GCF_900099965.1	0.4917867808324498	0.49695	0.49695	328	0.4351	5.0	0.0395796514392027	0.0395796514392027	0.0395796514392027	0.005163219167550193	0.1304513551737888	(291.0, 454.0]	85-90
GCF_004348425.1__GCF_013372625.1	0.5174655809325259	0.47339	0.52661	357	0.6434	2.0	0.03834694483032003	0.03834694483032003	0.03834694483032003	0.009144419067474097	0.23846538773654322	(291.0, 454.0]	85-90
GCF_000717915.1__GCF_017639205.1	0.4311881083078642	0.38333	0.38333	540	0.8998	14.0	0.03284257397022392	0.03284257397022392	0.03284257397022392	-0.04785810830786419	-1.457197244992241	(454.0, 761.0]	85-90
GCF_002929375.1__GCF_001422665.1	0.6178708601649215	0.33333	0.66667	78	0.8429	2.0	0.06859394186212522	0.06859394186212522	0.06859394186212522	0.04879913983507844	0.7114205498375555	(63.0, 99.0]	80-85
GCF_008642315.1__GCF_008704395.1	0.9798327832874733	0.00904	0.99096	553	1.0	24.0	0.021085870277061103	0.021085870277061106	0.021085870277061106	0.0111272167125267	0.5277096257502719	(454.0, 761.0]	85-90
GCF_008801605.1__GCF_900103345.1	0.6330149415249627	0.30208	0.69792	96	0.8	25.0	0.06101816849430995	0.06101816849430995	0.06101816849430995	0.06490505847503725	1.0637005350478481	(63.0, 99.0]	80-85
GCF_001429505.1__GCA_017308075.1	0.5873834289337795	0.37778	0.62222	270	0.9785	55.0	0.04158886765605181	0.04158886765605181	0.04158886765605181	0.03483657106622051	0.8376417303381729	(206.0, 291.0]	80-85
GCF_015548375.1__GCF_015546965.1	0.5426940561496122	0.45042	0.54958	706	0.9502	5.0	0.03078296967394053	0.03078296967394053	0.03078296967394053	0.006885943850387766	0.22369329286047065	(454.0, 761.0]	90-95
GCF_001667885.1__GCF_001667315.1	0.4527892493484016	0.47273	0.47273	110	0.5672	0.0	0.061872967076862774	0.061872967076862774	0.061872967076862774	0.019940750651598393	0.32228534679493626	(99.0, 142.0]	80-85
GCA_011523005.1__GCA_002712325.1	0.4033971144764984	0.2	0.2	5	0.0	0.0	0.22033667420563469	0.22033667420563469	0.22033667420563469	-0.2033971144764984	-0.9231196540920508	(1.999, 14.0]	80-85
GCA_903863195.1__GCA_903843705.1	0.4390961234678448	0.44032	0.44032	377	0.7112	3.0	0.037461826710025625	0.037461826710025625	0.037461826710025625	0.001223876532155166	0.032669964057775884	(291.0, 454.0]	90-95
GCF_004919685.1__GCF_900199455.1	0.5567944517542295	0.49652	0.49652	574	0.8258	35.0	0.03279131795199106	0.03279131795199106	0.03279131795199106	-0.06027445175422946	-1.8381222689028773	(454.0, 761.0]	85-90
GCF_000876655.1__GCF_017832975.1	0.980750352127705	0.0201	0.9799	398	0.9244	15.0	0.022241381875654522	0.022241381875654526	0.022241381875654526	-0.0008503521277050119	-0.038232881952169055	(291.0, 454.0]	90-95
GCF_900100705.1__GCF_014692875.1	0.608370563587424	0.35484	0.64516	31	0.4	1.0	0.10736376602355792	0.10736376602355792	0.10736376602355792	0.03678943641257593	0.3426615680052014	(14.0, 31.0]	80-85
GCF_900102375.1__GCF_003721435.2	0.4153953966776808	0.32558	0.32558	86	0.7765	19.0	0.06527101871698869	0.06527101871698869	0.06527101871698869	-0.08981539667768079	-1.3760379176417499	(63.0, 99.0]	80-85
GCF_004357905.1__GCF_000816245.1	0.6138061703500952	0.4	0.6	5	0.0	0.0	0.2694666027544044	0.2694666027544044	0.2694666027544044	-0.013806170350095237	-0.051235181684753606	(1.999, 14.0]	85-90
GCA_002455975.1__GCA_002341865.1	0.4237977403190898	0.45455	0.45455	22	0.6	0.0	0.13179506878621688	0.13179506878621688	0.13179506878621688	0.03075225968091022	0.23333391730151204	(14.0, 31.0]	90-95
GCF_002913745.1__GCF_015230015.1	0.4862596680015897	0.47015	0.47015	134	0.6759	7.0	0.05671172206082687	0.05671172206082687	0.05671172206082687	-0.016109668001589694	-0.2840624022016307	(99.0, 142.0]	90-95
GCF_008801405.1__GCF_000801955.1	0.4019281862217257	0.38451	0.38451	723	0.9986	15.0	0.030208599072757233	0.030208599072757233	0.030208599072757233	-0.017418186221725696	-0.5765969543895133	(454.0, 761.0]	90-95
GCF_018688355.1__GCF_018688255.1	0.0034824955399243	0.0	0.0	125	1.0	0.0	0.0205	0.0205	0.0205	-0.0034824955399243	-0.1698778312158195	(99.0, 142.0]	90-95
GCF_900312745.1__GCF_000520975.1	0.5908363927995355	0.36601	0.63399	306	0.9921	5.0	0.039506543950760024	0.039506543950760024	0.039506543950760024	0.04315360720046457	1.0923154213198238	(291.0, 454.0]	90-95
GCA_014874455.1__GCA_002898875.1	0.5127353607170377	0.48252	0.51748	143	0.6579	0.0	0.05519426608245117	0.05519426608245117	0.05519426608245117	0.004744639282962315	0.08596253958472069	(142.0, 206.0]	85-90
GCF_000144625.1__GCA_002365025.1	0.4885029683026605	0.4	0.4	15	0.0	0.0	0.15647443880710996	0.15647443880710996	0.15647443880710996	-0.08850296830266047	-0.5656065551496263	(14.0, 31.0]	80-85
GCA_910583605.1__GCA_910578175.1	0.3114369129500138	0.30357	0.30357	56	0.7879	0.0	0.07809135488900164	0.07809135488900164	0.07809135488900164	-0.007866912950013794	-0.10073987013281757	(31.0, 63.0]	85-90
GCF_019049325.1__GCF_001267885.1	0.4020531065130662	0.38102	0.38102	685	0.9167	18.0	0.030627983589230776	0.030627983589230776	0.030627983589230776	-0.02103310651306617	-0.686728411349342	(454.0, 761.0]	85-90
GCF_004166885.1__GCF_000448565.1	0.4815127158082756	0.30769	0.30769	13	0.75	3.0	0.1583182319316674	0.1583182319316674	0.1583182319316674	-0.17382271580827557	-1.0979323965877799	(1.999, 14.0]	85-90
GCF_001633105.1__GCF_005405905.1	0.6782913305683137	0.36022	0.63978	558	0.9605	19.0	0.03227107612295155	0.03227107612295155	0.03227107612295155	-0.038511330568313684	-1.1933698901637804	(454.0, 761.0]	90-95
GCF_007556605.1__GCF_004342625.1	0.5670062197916466	0.39024	0.60976	82	0.7937	3.0	0.06917117549341968	0.06917117549341968	0.06917117549341968	0.04275378020835341	0.6180866510273577	(63.0, 99.0]	80-85
GCF_016728705.1__GCF_000833575.1	0.9922223179470276	0.0	1.0	50	1.0	0.0	0.0205	0.0205	0.0205	0.007777682052972357	0.3793991245352369	(31.0, 63.0]	80-85
GCF_001514235.1__GCF_001514145.1	0.4516546503922622	0.49714	0.49714	350	0.9498	32.0	0.03865877087254586	0.03865877087254586	0.03865877087254586	0.04548534960773781	1.1765855090866315	(291.0, 454.0]	85-90
GCA_017964785.1__GCA_017551005.1	0.5393017253662744	0.49123	0.49123	57	0.7	0.0	0.08375387636992973	0.08375387636992973	0.08375387636992973	-0.04807172536627441	-0.5739641847017085	(31.0, 63.0]	85-90
GCF_001426705.1__GCF_007989805.1	0.428770868684333	0.38753	0.38753	449	0.9907	5.0	0.034861079715711785	0.034861079715711785	0.034861079715711785	-0.04124086868433302	-1.1830060635140307	(291.0, 454.0]	85-90
GCA_902613845.1__GCA_902575065.1	0.2777000329272308	0.24242	0.24242	33	0.7273	0.0	0.0937568867085765	0.0937568867085765	0.0937568867085765	-0.03528003292723078	-0.3762927094293491	(31.0, 63.0]	90-95
GCA_000831085.1__GCA_905221355.1	0.4591842537136781	0.44118	0.44118	102	0.6129	1.0	0.06368288256408144	0.06368288256408144	0.06368288256408144	-0.018004253713678087	-0.2827173172565038	(99.0, 142.0]	90-95
GCF_010560025.1__GCF_900112325.1	0.5081435258811091	0.47213	0.52787	951	0.9913	24.0	0.02853760479041509	0.02853760479041509	0.02853760479041509	0.019726474118890835	0.6912449122400194	(761.0, 4886.0]	90-95
GCF_001953865.1__GCF_001620365.2	0.5356005753495472	0.45416	0.54584	938	0.9786	11.0	0.028596042049060598	0.028596042049060598	0.028596042049060598	0.0102394246504528	0.35807139438687363	(761.0, 4886.0]	85-90
GCA_900540625.1__GCA_001701165.1	0.5142623564565866	0.47945	0.52055	365	0.8786	3.0	0.038061093896559775	0.038061093896559775	0.038061093896559775	0.006287643543413379	0.1651987081743255	(291.0, 454.0]	90-95
GCF_013277515.1__GCF_901542415.1	0.4988877111626366	0.39286	0.60714	84	0.8675	20.0	0.06849023346100418	0.06849023346100418	0.06849023346100418	0.10825228883736343	1.5805507350036747	(63.0, 99.0]	90-95
GCF_001619955.1__GCF_001425385.1	0.5741647216516491	0.45205	0.54795	146	0.8777	58.0	0.05451520458010736	0.05451520458010736	0.05451520458010736	-0.026214721651649064	-0.4808699124136615	(142.0, 206.0]	80-85
GCF_000686885.1__GCF_015223105.1	0.4733973667653242	0.45946	0.45946	111	0.699	0.0	0.06152535100687292	0.06152535100687292	0.06152535100687292	-0.0139373667653242	-0.22653047137865617	(99.0, 142.0]	90-95
GCF_001455345.1__GCF_000161455.1	0.3799259544359893	0.42424	0.57576	33	1.0	11.0	0.10748303957673762	0.10748303957673762	0.10748303957673762	0.19583404556401074	1.8219995111339853	(31.0, 63.0]	80-85
GCA_902627565.1__GCA_902624075.1	0.5040864771700825	0.25	0.25	4	0.0	0.0	0.2663085616348074	0.2663085616348074	0.2663085616348074	-0.2540864771700825	-0.9541055518842643	(1.999, 14.0]	80-85
GCF_004745075.1__GCA_019117545.1	0.4804972659718652	0.41875	0.41875	160	0.9848	0.0	0.05204032390848466	0.05204032390848466	0.05204032390848466	-0.061747265971865195	-1.1865273183243563	(142.0, 206.0]	80-85
GCA_017468365.1__GCA_017399765.1	0.4040625493748637	0.45833	0.54167	24	0.375	0.0	0.126404521130641	0.126404521130641	0.126404521130641	0.1376074506251363	1.088627601246295	(14.0, 31.0]	80-85
GCA_900547595.1__GCA_014804965.1	0.5027924271597405	0.45455	0.45455	44	0.2692	1.0	0.0943138117042346	0.0943138117042346	0.0943138117042346	-0.048242427159740475	-0.5115096748610621	(31.0, 63.0]	85-90
GCF_000722695.1__GCA_000344275.1	0.3935728253443036	0.33333	0.33333	18	1.0	2.0	0.1377971639553345	0.1377971639553345	0.1377971639553345	-0.060242825344303585	-0.437184798402895	(14.0, 31.0]	85-90
GCF_003253745.1__GCF_000185905.1	0.4148150163782038	0.43131	0.43131	626	0.9599	24.0	0.031773463132021305	0.031773463132021305	0.031773463132021305	0.016494983621796244	0.5191433981640042	(454.0, 761.0]	85-90
GCF_900207575.1__GCA_017599285.1	0.3349475228424917	0.39062	0.39062	64	0.7302	23.0	0.07755060519815432	0.07755060519815432	0.07755060519815432	0.05567247715750834	0.7178857858717693	(63.0, 99.0]	80-85
GCF_007896845.1__GCF_900114995.1	0.5616899218906444	0.41327	0.58673	196	0.738	0.0	0.04775873529877834	0.04775873529877834	0.04775873529877834	0.0250400781093556	0.5243036263985015	(142.0, 206.0]	90-95
GCF_004353825.1__GCF_902703175.1	0.4533771946347924	0.39245	0.39245	265	0.939	6.0	0.04211258397685361	0.04211258397685361	0.04211258397685361	-0.0609271946347924	-1.446769323589355	(206.0, 291.0]	85-90
GCF_000012425.1__GCA_013335535.1	0.585602064522731	0.46667	0.53333	75	0.9831	17.0	0.07356158173887599	0.07356158173887599	0.07356158173887599	-0.05227206452273103	-0.7105891864626148	(63.0, 99.0]	80-85
GCF_003688915.1__GCF_002259485.1	0.1717608594706701	0.16431	0.16431	1132	0.9991	17.0	0.024549664537977064	0.024549664537977064	0.024549664537977064	-0.00745085947067009	-0.30350147795885335	(761.0, 4886.0]	90-95
GCF_001006325.2__GCA_017308595.1	0.5222244997401119	0.47321	0.52679	112	0.989	10.0	0.06138204229553973	0.061382042295539736	0.061382042295539736	0.004565500259888111	0.07437843527438087	(99.0, 142.0]	80-85
GCA_002335385.1__GCA_002327965.1	0.4747525558468681	0.49223	0.49223	193	0.8818	8.0	0.04866175148733905	0.04866175148733905	0.04866175148733905	0.017477444153131905	0.35916183899955256	(142.0, 206.0]	85-90
GCA_903937385.1__GCA_903876615.1	0.4270756254941965	0.46429	0.46429	196	0.9804	0.0	0.04825797454633053	0.04825797454633053	0.04825797454633053	0.037214374505803505	0.7711549201070486	(142.0, 206.0]	90-95
GCF_000374105.1__GCA_014762745.1	0.5381378002925323	0.30556	0.69444	36	1.0	0.0	0.09635977173904056	0.09635977173904056	0.09635977173904056	0.15630219970746762	1.622069011648988	(31.0, 63.0]	80-85
GCF_007829855.1__GCF_000717245.1	0.3657696030745018	0.3506	0.3506	579	0.9802	15.0	0.03180670594829839	0.03180670594829839	0.03180670594829839	-0.01516960307450177	-0.47693096855612366	(454.0, 761.0]	85-90
GCF_018130945.1__GCF_016599855.1	0.5574084578816472	0.48092	0.51908	262	0.9004	40.0	0.04304967724318017	0.04304967724318017	0.04304967724318017	-0.03832845788164718	-0.8903308999307094	(206.0, 291.0]	80-85
GCF_900188485.1__GCF_016862515.1	0.4244786957950192	0.41438	0.41438	473	0.9612	28.0	0.034523416395607846	0.034523416395607846	0.034523416395607846	-0.010098695795019152	-0.29251727810761896	(454.0, 761.0]	85-90
GCF_000960995.1__GCF_001411805.1	0.354806769473963	0.33045	0.33045	1616	0.9975	40.0	0.02502335799204455	0.02502335799204455	0.02502335799204455	-0.02435676947396298	-0.9733613482933229	(761.0, 4886.0]	90-95
GCA_900542555.1__GCA_900541065.1	0.5415725274983259	0.49934	0.50066	757	0.9044	6.0	0.03028112654190335	0.03028112654190335	0.03028112654190335	-0.04091252749832586	-1.3510900078869477	(454.0, 761.0]	90-95
GCF_000257665.1__GCA_905182225.1	0.5696085403071971	0.35165	0.64835	91	0.9692	0.0	0.06471774179355413	0.06471774179355413	0.06471774179355413	0.07874145969280288	1.2166904701956938	(63.0, 99.0]	90-95
GCF_003122365.1__GCF_011766325.1	0.7450008251704133	0.22723	0.77277	1109	1.0	24.0	0.025659109979497455	0.025659109979497455	0.025659109979497455	0.02776917482958663	1.0822345300275493	(761.0, 4886.0]	90-95
GCF_011038785.1__GCF_000012845.1	0.4568420212015184	0.45185	0.45185	135	0.6343	16.0	0.056387997314900136	0.056387997314900136	0.056387997314900136	-0.004992021201518426	-0.08852985456533174	(99.0, 142.0]	90-95
GCF_008828755.2__GCF_014205885.1	0.5359807376906166	0.4	0.6	5	1.0	0.0	0.2694666027544044	0.2694666027544044	0.2694666027544044	0.06401926230938337	0.23757772449349285	(1.999, 14.0]	90-95
GCF_003751445.1__GCF_002711365.1	0.4133314263595247	0.33579	0.33579	271	0.996	16.0	0.040719203342673496	0.040719203342673496	0.040719203342673496	-0.07754142635952471	-1.904296253219221	(206.0, 291.0]	80-85
GCF_005938045.2__GCF_018502625.1	0.678478171930391	0.34579	0.65421	107	0.9811	37.0	0.060000042130327884	0.06000004213032789	0.06000004213032789	-0.02426817193039099	-0.4044692481661491	(99.0, 142.0]	80-85
GCF_900475285.1__GCF_001042985.1	0.4480329871557434	0.43689	0.43689	103	1.0	0.0	0.06334491116499391	0.06334491116499391	0.06334491116499391	-0.011142987155743411	-0.17590974477364685	(99.0, 142.0]	80-85
GCF_017303275.1__GCF_000294775.2	0.3784396372375257	0.38538	0.38538	301	0.9264	3.0	0.0400471517115426	0.0400471517115426	0.0400471517115426	0.006940362762474284	0.1733047786385741	(291.0, 454.0]	90-95
GCF_002113595.1__GCF_001186335.1	0.5993673177270081	0.32955	0.67045	88	0.7356	15.0	0.0647798705617725	0.0647798705617725	0.0647798705617725	0.07108268227299186	1.0972958367554801	(63.0, 99.0]	80-85
GCF_002858865.1__GCF_002742625.1	0.5159429339455056	0.49593	0.49593	123	0.877	30.0	0.058965735978058875	0.058965735978058875	0.058965735978058875	-0.02001293394550563	-0.3393993751380027	(99.0, 142.0]	85-90
GCA_005883695.1__GCA_005882895.1	0.5098568405069084	0.44828	0.55172	58	0.2	0.0	0.08266585862482352	0.08266585862482352	0.08266585862482352	0.041863159493091606	0.506414137462556	(31.0, 63.0]	85-90
