pairid	fastani_ani	fastani_mapped	fastani_total
GCA_900551305.1__GCA_900547855.1	94.5794	335	430
GCF_004803795.1__GCA_905372745.1	88.629	538	857
GCF_000307025.1__GCF_000060285.1	87.1641	813	983
GCF_000813705.1__GCF_017753665.1	94.9492	665	733
GCF_000799605.1__GCF_012275445.1	91.6617	1807	2251
GCA_902583075.1__GCA_902581405.1	84.6319	246	387
GCF_009377175.1__GCF_014648915.1	85.5282	1898	3117
GCF_000559085.1__GCF_008329905.1	91.5967	1632	2097
GCA_016297215.1__GCA_900766775.1	90.8681	396	616
GCF_001468265.1__GCA_001830555.1	84.6032	843	1445
GCF_015069875.1__GCF_000172075.1	93.6894	900	1321
GCA_003279615.1__GCA_902629395.1	82.4908	218	493
GCF_018336815.1__GCA_905373565.1	87.9623	465	903
GCF_003254545.1__GCF_016735615.1	90.3807	1370	1665
GCF_001676055.1__GCF_019242955.1	83.5725	1014	1436
GCA_017647785.1__GCA_002358855.1	83.2812	426	626
GCF_000374925.1__GCF_900102785.1	91.1011	1177	1466
GCF_018127785.1__GCF_018127965.1	87.7364	775	1100
GCF_009857535.1__GCF_012849375.1	93.6346	1866	2108
GCA_003280915.1__GCA_902535175.1	92.8258	377	495
GCF_900460525.1__GCF_002082245.2	84.715	1143	1576
GCA_902596785.1__GCA_902538255.1	89.3444	213	298
GCF_009377195.2__GCF_002929375.1	83.769	872	1201
GCF_003385455.1__GCF_002979755.1	82.7966	1124	1712
GCF_003096895.1__GCF_013416555.1	88.4769	1140	1505
GCA_003280985.1__GCA_902615165.1	93.1602	156	373
GCF_902859935.1__GCF_000472445.1	84.8566	1433	2784
GCA_017517715.1__GCA_017429685.1	88.1753	515	639
GCA_002292345.1__GCA_905182435.1	88.4663	401	742
GCF_000720475.1__GCF_014649395.1	88.6356	2160	3027
GCA_016295375.1__GCA_002391195.1	94.2996	581	714
GCF_013177695.1__GCF_904848625.1	84.9927	1505	3126
GCF_013337115.1__GCF_014647435.1	89.575	1039	1405
GCF_000296385.1__GCA_000209465.1	84.8329	687	973
GCA_910586735.1__GCA_910576865.1	88.6874	560	814
GCF_001424485.1__GCF_900100695.1	85.6877	1101	1574
GCA_905234755.1__GCA_902791865.1	87.6649	842	1096
GCA_003514385.1__GCA_002451755.1	94.4023	516	688
GCF_001956215.1__GCF_000294775.2	88.3842	1265	1531
GCF_001469875.2__GCF_000337835.1	93.7226	1003	1294
GCF_900277125.1__GCF_005080685.1	87.1662	1386	1949
GCF_003254565.1__GCF_900129555.1	83.7551	1051	1769
GCF_004402785.1__GCF_004402495.1	90.171	926	1198
GCA_003248755.1__GCF_003385395.1	85.4575	751	1195
GCF_003550015.1__GCA_017388605.1	84.1947	350	702
GCA_902555695.1__GCA_902542505.1	94.6779	153	344
GCF_001593385.1__GCF_000745535.1	92.2618	1428	1761
GCF_001180025.1__GCA_902546145.1	82.7638	124	262
GCF_000187465.1__GCA_905221305.1	83.6435	383	631
GCF_010994375.1__GCF_900104135.1	84.4751	815	1300
GCA_902619825.1__GCA_902615855.1	92.1363	268	355
GCF_013375155.1__GCF_001642805.2	93.938	1511	1761
GCA_902617375.1__GCA_902526865.1	92.8174	337	468
GCF_010093065.1__GCF_000024005.1	82.6076	1710	2656
GCA_004010275.1__GCF_008704395.1	89.9905	1880	2632
GCF_001729805.1__GCF_001521715.1	93.3846	1350	1632
GCF_009883635.2__GCF_001320245.1	91.8317	1632	2063
GCF_900142735.1__GCA_900107365.1	89.2304	1290	1729
GCA_902593735.1__GCA_902537945.1	87.7383	378	569
GCA_016290315.1__GCA_002363515.1	92.7532	214	362
GCF_003182075.1__GCA_910589545.1	91.7714	497	645
GCF_900105725.1__GCF_000298235.1	88.7426	1385	2117
GCF_900166655.1__GCF_902726645.1	94.0691	1194	1325
GCA_900556795.1__GCF_009494395.1	93.8605	418	506
GCF_000968685.2__GCF_017874715.1	93.7355	2500	2926
GCF_000878135.1__GCF_011761235.1	83.9956	716	1074
GCF_001574435.1__GCF_000170855.1	87.4778	1156	1593
GCF_014649995.1__GCF_001293595.1	84.7263	1499	2500
GCA_900556675.1__GCA_900549535.1	91.7525	303	373
GCF_002019855.1__GCF_016860545.1	86.6502	1963	2833
GCF_015276835.1__GCA_000183865.1	88.267	813	953
GCF_004331455.1__GCF_900109115.1	86.999	1525	2143
GCF_003668635.1__GCF_003428875.1	86.5745	898	1211
GCA_900316525.1__GCA_017530725.1	87.345	525	977
GCA_902588855.1__GCA_902546085.1	83.5787	152	246
GCF_009757775.1__GCF_001541095.1	93.6743	1638	1824
GCF_007050945.1__GCF_014645835.1	85.0053	2180	3742
GCF_004028235.1__GCF_000421845.1	88.6643	774	1070
GCF_003434305.1__GCF_900091455.1	85.1076	1367	2302
GCA_902595065.1__GCA_902593675.1	87.4646	377	500
GCF_000620865.1__GCF_000685865.1	86.6515	861	1024
GCF_002584535.1__GCF_001590835.1	86.306	1218	1674
GCF_001425755.1__GCF_013283745.1	83.744	781	1291
GCF_003946915.1__GCF_003254585.1	86.0618	1225	1622
GCF_900637185.1__GCF_014646295.1	88.6652	1796	2327
GCA_016840515.1__GCA_016840645.1	91.1035	557	1151
GCF_014352935.1__GCF_013201705.1	83.7543	483	673
GCA_015056315.1__GCA_017516765.1	84.9354	673	980
GCF_014873495.1__GCF_014203845.1	89.9655	2361	3498
GCA_900544175.1__GCA_018711925.1	86.2144	413	800
GCF_002993965.1__GCF_002993975.1	93.8175	427	505
GCF_001692445.1__GCF_000718325.1	89.2175	1091	1499
GCF_003231275.1__GCA_010671725.1	84.3831	1054	2331
GCF_000725805.1__GCF_003325375.1	85.2411	1643	2820
GCA_017405965.1__GCA_902776955.1	84.6538	714	1178
GCF_000259195.1__GCF_002025705.1	84.2787	1214	1853
GCF_008931845.1__GCF_000008685.2	90.787	349	366
GCF_014873495.1__GCF_000091305.1	92.4498	2715	3498
GCA_900473205.1__GCF_000834635.1	82.9345	1028	1639
GCF_000411135.1__GCF_000724605.1	90.9413	635	695
GCF_016806145.1__GCF_003019815.1	86.9641	1723	3145
GCF_014257025.1__GCF_014648915.1	85.3183	1892	3036
GCF_008807415.1__GCF_002091755.1	91.7971	1800	2293
GCF_002264395.1__GCA_002438345.1	90.3001	1356	2245
GCA_902624785.1__GCA_902623195.1	88.5094	177	336
GCF_003096715.1__GCF_000739775.1	95.5436	1993	2625
GCA_003141835.1__GCA_903889135.1	86.9928	340	515
GCF_008085905.1__GCF_013364275.1	85.0902	1972	3222
GCA_011525035.1__GCA_002430755.1	92.0412	375	632
GCF_000819745.1__GCF_000820025.1	92.6581	1261	1545
GCA_902596605.1__GCA_902540655.1	92.5496	366	630
GCF_001811505.1__GCF_001075875.1	93.1421	493	670
GCF_004803815.1__GCF_000313615.1	92.4702	606	699
GCF_902506425.1__GCF_014204535.1	85.9876	955	1507
GCF_003052555.1__GCF_002081825.1	93.083	1472	1736
GCF_002412165.1__GCF_001806325.1	85.8487	923	1208
GCF_002945325.1__GCF_000018485.1	88.8597	467	571
GCA_003211835.1__GCA_902554325.1	93.3253	259	352
GCF_001426405.1__GCA_002355495.1	85.1241	1679	2512
GCF_004785795.1__GCF_003633575.1	85.1937	1052	1665
GCF_014529705.1__GCF_002278135.2	87.5272	1835	2912
GCA_910575815.1__GCA_910574635.1	85.4389	769	1493
GCF_900129855.1__GCF_001280065.1	84.7779	1783	3125
GCF_015751715.1__GCF_015751955.1	94.2828	993	1216
GCF_002148965.1__GCF_900236475.1	93.5534	2053	2650
GCF_900009135.1__GCF_900009275.2	90.9953	1406	1961
GCA_017454905.1__GCA_017428725.1	83.896	534	776
GCF_002979555.1__GCF_001645105.1	88.6109	1461	1838
GCF_003253005.1__GCA_905205995.1	93.6854	518	634
GCF_001546485.1__GCF_000263595.1	86.6938	398	506
GCF_002920535.1__GCF_018614415.1	85.1277	1545	2652
GCF_003931565.1__GCF_000744465.1	84.4844	1108	1781
GCA_905213895.1__GCA_900761235.1	93.7064	514	718
GCF_001723605.1__GCA_002307095.1	87.2149	595	1009
GCA_017469885.1__GCA_017419465.1	92.4783	493	863
GCF_001679645.1__GCF_012974785.1	91.5578	1708	1931
GCF_009377205.1__GCF_014650715.1	87.828	1711	2949
GCF_014202595.1__GCA_019119225.1	94.4339	393	500
GCF_000312505.2__GCA_905332505.2	87.1531	422	567
GCF_001690655.1__GCF_001690275.1	83.408	563	726
GCF_002218195.1__GCA_002354635.1	82.9269	758	1159
GCF_009902005.1__GCF_004363555.1	85.6237	824	1091
GCF_001418645.1__GCF_009857135.1	92.9594	1552	2317
GCA_900315675.1__GCA_017428385.1	85.3022	786	1175
GCF_017832355.1__GCF_013375155.1	83.1345	1143	1846
GCA_003210155.1__GCF_017696085.1	94.2685	433	468
GCF_002836635.1__GCF_002799155.1	84.5745	918	1347
GCF_003946805.1__GCF_014842075.1	84.0333	765	1260
GCF_014190775.1__GCF_000633535.1	87.8302	1078	1464
GCA_003213625.1__GCA_902627635.1	91.3937	217	355
GCF_000377965.1__GCF_000717645.1	90.1621	1965	2719
GCF_003637665.1__GCF_001653475.1	93.9012	477	538
GCF_018129985.1__GCF_002266435.2	92.6948	2011	2369
GCF_007096885.1__GCF_004795015.1	90.2909	1725	2318
GCF_004403065.1__GCF_004403395.1	88.2862	848	1120
GCF_004770475.1__GCF_002811945.1	87.1372	1207	1354
GCF_008801285.1__GCF_001557875.1	88.9322	1221	1507
GCA_900548935.1__GCA_900545905.1	91.9632	329	520
GCF_011761345.1__GCF_900176565.1	93.0072	1121	1344
GCF_001983955.1__GCA_000223255.2	83.1766	387	655
GCF_003063505.1__GCF_001412535.1	84.5326	740	1127
GCA_001830325.1__GCA_000342265.1	85.9186	515	695
GCF_000373625.1__GCF_014673495.1	85.3728	1568	2277
GCF_002261345.1__GCF_002261265.1	83.1871	1003	1669
GCA_015234495.1__GCA_016183935.1	86.8972	435	525
GCF_000805385.1__GCF_000426065.1	91.3066	1840	2078
GCA_003213595.1__GCA_902625415.1	91.518	300	359
GCF_001717585.1__GCA_905372865.1	88.3179	580	812
GCF_000702905.1__GCF_000155955.1	90.357	655	772
GCF_005937985.2__GCF_004798705.1	84.3164	823	1216
GCF_006442685.1__GCA_000824805.1	84.2513	1294	2052
GCF_003234265.1__GCF_001864835.1	84.2398	794	1095
GCF_000564995.1__GCA_015259105.1	94.7204	364	499
GCA_900538305.1__GCA_905210055.1	94.1109	448	648
GCA_002448495.1__GCA_902798865.1	87.6751	381	587
GCF_000721235.1__GCF_003112575.1	89.7574	1957	2794
GCF_900105205.1__GCF_002024885.1	86.1403	943	1193
GCA_017435745.1__GCA_017436125.1	83.224	339	552
GCF_004764665.1__GCF_000316985.1	87.9367	1331	1845
GCA_002720055.1__GCA_002172185.1	88.1515	265	508
GCF_004912135.1__GCF_001429245.1	83.8464	1025	1619
GCF_013520985.1__GCF_003952365.1	85.0172	1399	2405
GCF_002813325.1__GCF_011601275.1	92.9581	1707	2100
GCF_900566085.1__GCF_900566055.1	88.3233	1538	2059
GCF_000717055.1__GCF_004803895.1	93.0276	2299	2995
GCF_002954455.1__GCF_900166965.1	85.2703	1102	1503
GCF_002013895.1__GCF_001605725.1	86.5783	1427	1795
GCF_009711935.1__GCF_014698755.1	85.8252	1077	1721
GCA_002409325.1__GCA_002305545.1	88.3686	596	661
GCF_001612785.1__GCF_000308435.1	91.7367	1937	2441
GCF_013372185.1__GCF_000816185.1	82.3047	389	504
GCA_902575835.1__GCA_902559605.1	93.1	183	360
GCA_900541205.1__GCA_900758845.1	94.3763	548	704
GCA_902611265.1__GCA_902583075.1	84.1943	266	365
GCA_902592265.1__GCA_902573465.1	90.4888	254	324
GCF_003752655.1__GCF_019049245.1	86.1252	2211	3343
GCF_008274625.1__GCF_000745535.1	87.605	1370	1652
GCF_001672975.1__GCF_001666835.1	83.2918	1223	1835
GCF_000426865.1__GCF_000023645.1	92.3858	1281	1511
GCF_001866135.1__GCF_000956405.1	83.9288	777	1109
GCF_001513955.1__GCF_003074055.1	84.9279	1842	3199
GCA_002457595.1__GCA_013330385.1	86.5149	147	277
GCA_900552395.1__GCA_905215385.1	95.0402	443	496
GCF_006874425.1__GCF_005217525.1	84.3483	1273	1815
GCF_013376875.1__GCF_000204195.1	89.6433	1483	1818
GCA_003208885.1__GCA_003216465.1	85.3178	276	321
GCF_003634935.1__GCF_000328705.1	85.448	1798	2618
GCF_002849595.1__GCA_002307375.1	84.0186	859	1199
GCF_001705035.1__GCF_005490985.1	87.1588	857	1081
GCF_000732195.1__GCA_000985875.1	92.6367	1720	2077
GCF_016899805.1__GCF_000190575.1	88.6988	713	1313
GCF_014648695.1__GCA_001704275.1	87.9716	2064	2998
GCF_007671725.1__GCF_000337415.1	85.5312	715	1059
GCF_009729075.1__GCF_010731115.1	89.2784	1491	2047
GCA_003281165.1__GCF_001180325.1	92.6935	335	433
GCF_001641635.1__GCF_015291745.1	86.8542	1845	3306
GCF_002754715.1__GCF_000720765.1	94.4636	2859	3641
GCA_902588615.1__GCA_902538085.1	93.845	238	304
GCA_015063035.1__GCA_004553595.1	91.2749	533	707
GCA_900551625.1__GCA_018381235.1	93.4643	398	437
GCA_902612325.1__GCA_902555945.1	81.5197	240	396
GCF_900116865.1__GCA_017620235.1	87.0922	690	1201
GCA_902600205.1__GCA_902547535.1	89.7113	266	332
GCA_003213235.1__GCA_902600395.1	93.0254	195	468
GCF_002584535.1__GCF_001884135.1	83.4167	1077	1674
GCF_002284575.1__GCF_900156895.1	92.863	1730	2346
GCF_014207235.1__GCF_001984035.1	84.3909	876	1359
GCA_009778425.1__GCA_009782565.1	91.7055	407	529
GCF_002240565.1__GCF_000069225.1	92.546	952	1128
GCA_002737305.1__GCA_903855705.1	89.6517	393	481
GCF_000016785.1__GCF_000008545.1	95.1972	564	607
GCF_900090295.1__GCF_016907275.1	84.2977	1422	2256
GCF_002250505.1__GCF_900156175.1	86.0966	1441	2123
GCF_003634755.1__GCA_017995345.1	84.7845	638	1095
GCF_001995215.1__GCF_014205155.1	91.6208	2505	3044
GCF_002964845.1__GCF_000423905.1	92.4963	590	724
GCA_004554245.1__GCA_900770445.1	93.759	584	721
GCA_902588315.1__GCA_902517615.1	84.1144	260	358
GCF_000266865.1__GCF_000063605.1	91.4455	251	298
GCF_002087075.1__GCF_015561235.1	86.5979	430	683
GCF_009857435.1__GCF_009380215.1	84.4859	1455	2040
GCA_910586705.1__GCA_910584725.1	87.6436	939	1300
GCF_014596915.1__GCA_014650475.1	84.7138	1649	2908
GCA_017463585.1__GCA_017379895.1	85.4653	414	685
GCF_000721235.1__GCA_014650015.1	85.0487	1725	2794
GCF_001098625.1__GCF_013282745.1	84.8976	1100	1632
GCF_002577405.1__GCF_006384875.1	90.4171	1359	1648
GCF_002284565.1__GCF_016756495.1	84.8602	1450	2372
GCF_001908025.1__GCF_000733845.1	91.2041	882	1121
GCF_014154935.1__GCF_008035925.1	89.3532	2514	3083
GCF_018070025.1__GCF_016598615.1	88.172	2425	3708
GCA_017650305.1__GCA_017544105.1	85.2357	369	664
GCF_017347095.1__GCF_001590685.1	89.1499	1049	1398
GCA_002840505.1__GCA_000753945.1	91.9739	287	1089
GCF_001757995.1__GCF_018742245.1	94.75	1512	1869
GCA_003402375.1__GCA_003402285.1	85.3469	680	912
GCF_001720585.1__GCF_000012905.2	95.17	1178	1382
GCF_000967965.1__GCF_009601685.2	84.5547	1256	2062
GCA_003599455.1__GCF_011388215.1	84.9662	896	1376
GCF_001023535.1__GCF_000281895.1	87.8422	1665	2120
GCA_900318015.1__GCA_902778105.1	84.1605	523	1014
GCF_002786295.1__GCF_900215355.1	83.9798	972	1485
GCF_006547145.1__GCF_008327685.1	92.8088	2464	3176
GCA_902523665.1__GCA_902516925.1	84.519	211	351
GCF_900114765.1__GCA_002296055.1	88.8006	863	1286
GCF_016907515.1__GCF_013409625.1	89.0451	1392	1938
GCA_900470195.1__GCF_002975205.1	86.8855	1213	1682
GCA_019112785.1__GCA_019120545.1	88.2747	632	1060
GCF_017569205.1__GCA_012838755.1	87.2469	661	1143
GCF_001426585.1__GCF_001418135.1	89.9683	1455	2160
GCF_000708615.2__GCF_900129385.1	86.5633	1104	1443
GCF_001648775.1__GCF_001269815.1	90.2124	1707	2157
GCF_001418475.1__GCF_009857135.1	93.0824	1744	2596
GCF_001570945.1__GCF_000297495.1	86.885	771	1049
GCF_000271845.1__GCF_000292525.1	89.8637	1730	2665
GCA_902590695.1__GCA_902541435.1	93.4314	259	447
GCA_902610845.1__GCA_902524385.1	89.0455	218	336
GCF_004784465.1__GCF_004784475.1	95.3951	1858	2272
GCA_010031285.1__GCF_006364615.1	86.3384	174	182
GCA_003132025.1__GCA_013289615.1	83.0151	768	1371
GCF_901538265.1__GCF_017939745.1	87.4427	2304	3378
GCF_014333445.1__GCA_017888745.1	91.5339	325	450
GCF_000187745.1__GCA_905221095.1	91.9871	522	725
GCF_001949125.1__GCF_000701405.1	90.9828	1118	1665
GCF_014202075.1__GCA_002483305.1	84.9662	648	879
GCF_018129965.1__GCF_018130955.1	85.0841	1512	2351
GCF_000828085.3__GCF_017982655.1	89.8229	1761	2615
GCA_017649635.1__GCA_002310215.1	88.9805	586	795
GCF_013276795.1__GCF_001068775.1	84.7269	388	650
GCF_001620365.2__GCF_001613935.1	89.7672	2188	2996
GCF_900187615.1__GCF_019212185.1	84.4653	1305	1985
GCA_902604305.1__GCA_902595725.1	88.0703	195	261
GCA_003141715.1__GCA_003141525.1	86.9208	845	1169
GCF_002967995.1__GCF_001307275.1	84.7664	1472	2158
GCA_902601865.1__GCA_902555695.1	82.2547	236	386
GCF_008180195.1__GCF_014692505.1	83.803	1001	1708
GCF_000376425.1__GCA_001899765.1	84.2647	684	1184
GCF_002909235.1__GCF_018860365.1	82.7394	1181	1781
GCA_015903945.1__GCA_015904045.1	94.1923	593	922
GCF_003054165.1__GCF_900114845.1	84.5636	1144	1621
GCF_001466965.1__GCF_000452705.1	94.2984	1561	1776
GCA_016869735.1__GCA_903844785.1	85.5093	670	1017
GCF_015712165.1__GCF_014650035.1	84.713	1633	2950
GCF_001690275.1__GCF_900094935.1	82.9338	578	923
GCA_900556285.1__GCA_905214465.1	92.7476	323	368
GCF_012844225.1__GCF_001895045.1	87.7723	1278	1469
GCF_002217435.1__GCF_001879205.1	82.7698	1121	1831
GCA_900548315.1__GCA_900767685.1	91.4687	463	632
GCF_900105505.1__GCF_014490555.1	83.8128	586	855
GCF_000426865.1__GCF_000020725.1	95.6689	1326	1511
GCF_003481825.1__GCF_003478505.1	85.2283	716	1116
GCA_902598595.1__GCA_902582875.1	82.8303	154	225
GCF_001419745.1__GCF_008704495.1	88.442	2006	2540
GCA_903891045.1__GCA_903887485.1	90.2983	581	751
GCF_900100305.1__GCF_000176855.2	93.2466	1403	1583
GCF_902499045.1__GCF_000203915.1	91.918	1829	2298
GCA_003021785.1__GCF_009184545.1	83.8587	564	743
GCA_017983975.1__GCA_903889745.1	94.2583	367	531
GCF_013302895.1__GCF_003323715.1	86.2258	1734	2535
GCF_002165775.1__GCF_001298465.1	94.2519	567	615
GCF_018070565.1__GCF_011193355.1	86.1192	1695	2608
GCF_004912145.1__GCF_000300855.1	85.8532	1302	1741
GCF_017875955.1__GCF_014268825.1	84.376	1161	2001
GCF_004682055.1__GCF_001983175.1	87.91	1568	2178
GCF_002148425.1__GCF_001465345.1	94.036	952	1240
GCA_000436095.1__GCA_905207485.1	84.5042	398	569
GCF_900091505.1__GCF_900143515.1	88.2621	1638	2299
GCF_003284975.1__GCF_002086125.1	91.5887	1324	1694
GCA_900540995.1__GCA_905215115.1	93.3275	475	659
GCA_902624535.1__GCA_902570695.1	91.3562	254	308
GCF_013607945.1__GCF_003851685.1	90.734	1550	1793
GCA_900317905.1__GCA_902803575.1	91.9302	440	720
GCF_011752995.1__GCF_000020125.1	85.3344	1388	2379
GCA_900316955.1__GCA_902781705.1	84.8055	637	1023
GCF_018881715.1__GCF_018687275.1	84.0234	458	685
GCF_014489635.1__GCF_000242715.1	88.7872	2476	3315
GCA_003213155.1__GCA_902574345.1	93.1961	190	330
GCF_004920835.1__GCF_002192255.1	91.6119	1283	1486
GCA_902584685.1__GCA_902514805.1	91.2171	158	236
GCF_000715845.1__GCF_000720725.1	89.9128	2190	2939
GCF_001956585.1__GCF_001937665.1	90.5377	865	1013
GCF_900078665.2__GCF_010727325.1	85.5328	1396	2139
GCA_902538915.1__GCA_902514605.1	83.8906	151	303
GCF_002287885.2__GCA_000294575.1	82.0264	230	412
GCA_004294135.1__GCA_013297995.1	86.907	626	839
GCF_904067545.1__GCF_002214465.1	83.1837	470	674
GCF_900105755.1__GCF_002217755.1	92.1166	2423	3152
GCF_000411315.1__GCF_014651075.1	85.0572	1681	3116
GCF_015670745.1__GCA_905214525.1	93.6855	580	680
GCA_003210825.1__GCA_003279005.1	84.2753	236	337
GCF_001590835.1__GCF_000742895.1	83.23	1075	1837
GCF_001922545.1__GCF_001945665.1	91.6453	351	380
GCA_004551905.1__GCA_902800055.1	90.7149	414	610
GCF_002155425.1__GCF_001677335.1	83.5893	771	1116
GCF_015390235.1__GCF_006335115.1	85.1763	1011	1397
GCF_001476285.1__GCF_006539145.1	84.7269	797	1222
GCA_902613915.1__GCA_902609855.1	83.3834	230	328
GCF_000234095.1__GCF_001717585.1	87.1523	594	795
GCF_001998965.1__GCF_001998825.1	83.9222	473	732
GCF_014266025.1__GCF_013177455.1	88.4439	1073	1384
GCF_004769575.1__GCF_002811945.1	84.0945	1034	1324
GCF_900170025.1__GCA_016788925.1	93.0374	722	1482
GCF_003234365.1__GCF_000333375.1	86.4097	707	1317
GCF_014518425.1__GCF_007991735.1	85.4221	1058	1710
GCF_002210295.1__GCF_900142545.1	89.9243	862	1111
GCA_003162415.1__GCA_003132805.1	83.8537	641	1220
GCF_900250115.1__GCF_000203875.1	84.7438	1439	2334
GCF_004349235.1__GCF_900115095.1	88.5161	2098	2971
GCF_014201115.1__GCF_000341085.1	89.2946	1756	2591
GCF_003693445.1__GCF_005155025.1	92.3939	1165	1350
GCA_903890595.1__GCA_903863195.1	84.5239	584	782
GCF_003387355.1__GCF_018860545.1	83.6257	913	1251
GCA_902605865.1__GCA_902547535.1	85.2003	312	399
GCF_011516645.2__GCF_016839165.1	89.9005	2002	3531
GCF_000746845.1__GCA_002696485.1	84.418	739	1049
GCF_900116495.1__GCF_003352915.1	86.4142	1047	1474
GCF_015354405.1__GCF_001612635.1	92.1703	1969	2510
GCF_002013415.1__GCF_002013375.1	94.2471	1395	1688
GCF_005048155.1__GCF_000373585.1	85.2517	1712	2818
GCF_000196675.1__GCA_001725415.1	85.8506	1662	2434
GCA_902565325.1__GCA_902517615.1	84.5619	165	239
GCF_017874615.1__GCF_008386395.1	94.6038	1999	2302
GCF_016863095.1__GCF_014647835.1	90.4839	1834	3068
GCF_001509475.1__GCF_001542625.1	84.5834	1918	3479
GCA_001799475.1__GCA_018822105.1	86.9133	674	922
GCF_017355185.1__GCF_900177245.1	85.8971	894	1236
GCA_002842435.1__GCA_002842135.1	85.2463	420	829
GCA_017524725.1__GCA_017523615.1	87.9304	772	1240
GCF_013623835.1__GCF_001570805.1	85.1349	991	1485
GCF_902498065.1__GCF_000282195.1	88.1316	1476	2055
GCA_007127715.1__GCA_007693855.1	81.9086	628	821
GCF_013371215.1__GCF_001586275.1	83.6754	757	1113
GCA_902589475.1__GCA_902578675.1	93.7442	264	644
GCA_902780135.1__GCA_902774245.1	89.3876	719	932
GCA_902621855.1__GCA_902521325.1	87.737	236	483
GCF_000520975.1__GCF_000626715.1	92.2045	1633	2014
GCF_003626645.1__GCF_003391135.1	85.7032	1755	2640
GCA_003402375.1__GCF_013168275.1	87.378	704	912
GCF_003627155.1__GCA_905221455.1	91.9142	481	657
GCA_003602595.1__GCA_002712575.1	91.577	313	404
GCA_017301975.1__GCA_903838675.1	84.9783	1513	2259
GCF_012927105.1__GCF_900013425.1	91.055	1134	1678
GCF_012034245.1__GCF_900091565.1	84.4124	1252	2001
GCA_002393735.1__GCA_902789665.1	94.8386	530	677
GCA_004210455.1__GCA_002205125.1	92.2438	1725	2013
GCF_000341615.1__GCA_003488145.1	92.5778	817	1515
GCF_012910955.1__GCF_003628555.1	83.1544	938	1660
GCF_013336725.1__GCF_000331735.1	86.167	2619	3884
GCA_001773955.1__GCA_003451675.1	85.8563	371	591
GCA_903871235.1__GCA_903851535.1	85.6107	418	982
GCF_002240635.1__GCF_014775655.1	91.3631	928	1105
GCF_002836515.1__GCF_019212185.1	83.8261	1193	1963
GCF_001905735.1__GCF_010550605.1	93.8507	1827	2538
GCF_000377205.1__GCF_000385215.1	90.535	754	871
GCF_003462485.1__GCF_001870205.1	89.606	526	670
GCA_900767885.1__GCA_900767495.1	94.0653	280	459
GCF_002885955.2__GCF_003600685.1	84.9694	1323	2283
GCA_003284215.1__GCA_902595065.1	82.4748	318	423
GCF_003234265.1__GCF_013359865.1	84.3949	741	1095
GCA_017555905.1__GCA_904502285.1	94.2754	491	574
GCF_000799245.1__GCF_000744465.1	84.9936	1173	1718
GCF_012927245.1__GCF_014654895.1	90.8734	1967	2636
GCA_902555185.1__GCA_902536385.1	83.5609	167	260
GCA_002684575.1__GCA_013911195.1	91.5405	451	830
GCF_013155335.1__GCF_900112035.1	85.1829	1056	1634
GCA_011526165.1__GCA_016868295.1	87.1737	567	858
GCA_902613275.1__GCA_902538155.1	91.8681	131	277
GCF_017874545.1__GCF_000189775.2	84.2285	602	944
GCF_009834925.2__GCF_000024265.1	90.1797	936	1391
GCF_013179805.1__GCF_014695295.1	93.2078	1779	2356
GCF_001906585.1__GCF_003675325.1	84.8342	1561	2659
GCA_001578945.1__GCA_901875575.1	85.0786	400	656
GCA_905235605.1__GCA_902774115.1	86.258	591	815
GCA_004375725.1__GCA_016783105.1	91.3862	229	288
GCF_000721075.1__GCF_014204985.1	85.0217	1679	3064
GCA_018674605.1__GCA_905612275.1	87.0566	77	176
GCF_003024235.1__GCA_001724815.1	90.6143	801	969
GCF_000519185.1__GCF_009789675.1	85.8283	1648	3150
GCF_003363755.1__GCF_001547895.1	92.804	2028	2222
GCF_010727605.1__GCA_902168065.1	86.9386	947	1929
GCF_001427105.1__GCA_017309275.1	83.86	892	1573
GCF_001640115.1__GCF_016858305.2	86.06	911	1265
GCF_002831625.1__GCA_018401815.1	87.9058	803	1061
GCF_000819985.1__GCF_000820025.1	87.1856	1087	1382
GCF_017876515.1__GCF_001969445.1	91.4496	1207	1542
GCF_002962445.1__GCF_017601095.1	85.6983	349	656
GCA_002254365.1__GCA_902500775.1	83.7166	807	1185
GCF_001428885.1__GCF_014202475.1	84.3784	1816	2960
GCF_004187715.1__GCF_014203535.1	85.4326	1781	3155
GCF_005930475.1__GCF_000306785.1	91.548	1316	1648
GCF_000472545.1__GCF_000739735.1	84.5828	1401	2368
GCA_910585245.1__GCA_910585165.1	84.4678	491	868
GCA_007126465.1__GCA_003564505.1	87.3772	178	468
GCA_902563435.1__GCA_902562645.1	87.6065	245	373
GCA_902628525.1__GCA_902590535.1	84.4187	153	270
GCF_000733845.1__GCF_014679505.1	86.4161	906	1129
GCF_009807095.1__GCF_001423885.1	90.4406	1091	1311
GCF_000293885.2__GCF_902497785.1	89.2609	1642	2332
GCF_014250475.1__GCF_001717585.1	85.9831	605	783
GCF_001027925.1__GCF_000338295.1	83.5824	1547	2448
GCF_900323885.1__GCF_014207985.1	90.006	3196	4500
GCF_003417065.2__GCF_013377905.1	89.2148	1097	1392
GCF_001426375.1__GCF_000799595.1	91.7619	1908	2681
GCF_000720835.1__GCF_014534645.1	84.8667	1684	2654
GCF_001534745.1__GCF_013373935.1	84.123	974	1571
GCF_001662305.1__GCF_000196875.2	88.7544	1015	1173
