pairid	q_acc	r_acc	status	syn2b_breakpoints	syn2b_scj_distance	syn2b_breakpoint_density	syn2b_inverted_fraction	syn2b_raw_inverted_fraction	syn2b_orientation_mismatches	syn2b_orientation_mismatches_raw	syn2b_orientation_uninformative	syn2b_observable_fraction	syn2b_observable_adjacencies	syn2b_structural	syn2b_shared_tags	syn2b_repeats_dropped	syn2b_landmarks_collapsed	syn2b_circular
GCA_005877205.1__GCA_001920395.1	GCA_005877205.1	GCA_001920395.1	ok	0	2	0.00000	0.28571	0.28571	2	2	0	0.0000	0	0.0000	7	2	9	false
GCF_002096595.1__GCF_001347015.1	GCF_002096595.1	GCF_001347015.1	ok	6	20	0.26087	0.47826	0.47826	11	11	0	1.0000	10	0.1667	23	3	10	false
GCA_900547855.1__GCA_900545665.1	GCA_900547855.1	GCA_900545665.1	ok	5	170	0.00606	0.43394	0.43394	358	358	0	0.7776	598	0.7854	825	3	304	false
GCA_013333515.2__GCA_905373275.1	GCA_013333515.2	GCA_905373275.1	ok	0	34	0.00000	0.38614	0.38614	39	39	0	0.6863	35	0.5467	101	1	21	false
GCA_900319565.1__GCA_002309675.1	GCA_900319565.1	GCA_002309675.1	ok	1	67	0.00376	0.49624	0.49624	132	132	0	0.6166	119	0.6794	266	1	159	false
GCA_902557215.1__GCA_902540235.1	GCA_902557215.1	GCA_902540235.1	ok	0	5	0.00000	0.50000	0.50000	8	8	0	0.4286	3	0.5000	16	0	0	false
GCA_004560915.1__GCA_905193755.1	GCA_004560915.1	GCA_905193755.1	ok	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	false
GCF_002001125.1__GCF_002001085.1	GCF_002001125.1	GCF_002001085.1	ok	36	86	0.29752	0.40496	0.59504	49	72	0	0.9423	98	0.4189	121	13	715	false
GCF_005508865.1__GCF_014851905.1	GCF_005508865.1	GCF_014851905.1	ok	44	92	0.24719	0.34270	0.65730	61	117	0	0.9770	170	0.5780	178	10	482	false
GCF_900112575.1__GCF_003122385.1	GCF_900112575.1	GCF_003122385.1	ok	4	25	0.04040	0.44444	0.55556	44	55	0	0.8061	79	0.7549	99	8	31	false
GCF_900168135.1__GCF_900102785.1	GCF_900168135.1	GCF_900102785.1	ok	8	39	0.02051	0.43590	0.56410	170	220	0	0.9558	346	0.8971	390	27	292	false
GCF_008042035.1__GCF_016901035.1	GCF_008042035.1	GCF_016901035.1	ok	6	124	0.02317	0.43629	0.56371	113	146	0	0.9926	135	0.5118	259	60	556	false
GCF_005048265.1__GCF_018860625.1	GCF_005048265.1	GCF_018860625.1	ok	0	11	0.00000	0.33962	0.33962	18	18	0	0.6744	29	0.7442	53	26	416	false
GCF_003626515.1__GCA_905221505.1	GCF_003626515.1	GCA_905221505.1	ok	5	37	0.08772	0.47368	0.52632	27	30	0	1.0000	27	0.3729	57	4	7	false
GCA_902619105.1__GCA_902610585.1	GCA_902619105.1	GCA_902610585.1	ok	0	7	0.00000	0.43478	0.56522	20	26	0	0.9697	32	0.8250	46	0	9	false
GCF_002096845.1__GCF_001810785.1	GCF_002096845.1	GCF_001810785.1	ok	10	34	0.13889	0.43056	0.43056	31	31	0	0.7231	47	0.5467	72	15	73	false
GCA_004377005.1__GCA_011049545.1	GCA_004377005.1	GCA_011049545.1	ok	0	31	0.00000	0.39796	0.60204	39	59	0	0.3333	18	0.4746	98	6	20	false
GCF_001277345.1__GCF_015326965.1	GCF_001277345.1	GCF_015326965.1	ok	8	21	0.08333	0.38542	0.38542	37	37	0	0.9474	90	0.7961	96	17	267	false
GCF_900143085.1__GCF_001458115.1	GCF_900143085.1	GCF_001458115.1	ok	0	6	0.00000	0.46939	0.46939	23	23	0	0.8810	37	0.8605	49	11	27	false
GCA_017538775.1__GCA_017542425.1	GCA_017538775.1	GCA_017542425.1	ok	0	39	0.00000	0.45263	0.54737	43	52	0	0.2037	11	0.3158	95	8	41	false
GCA_018828385.1__GCA_018262195.1	GCA_018828385.1	GCA_018262195.1	ok	16	63	0.16162	0.41414	0.41414	41	41	0	0.9123	52	0.3700	99	13	632	false
GCF_009709555.1__GCF_000972385.1	GCF_009709555.1	GCF_000972385.1	ok	3	81	0.01107	0.49077	0.49077	133	133	0	0.7419	138	0.6524	271	106	774	false
GCA_900555885.1__GCA_900555425.1	GCA_900555885.1	GCA_900555425.1	ok	0	23	0.00000	0.48235	0.51765	41	44	0	0.5745	27	0.6034	85	0	15	false
GCF_002742645.2__GCF_002310375.3	GCF_002742645.2	GCF_002310375.3	ok	38	76	0.14286	0.35714	0.64286	95	171	0	1.0000	266	0.7500	266	25	203	true
GCF_001667735.1__GCA_002102225.1	GCF_001667735.1	GCA_002102225.1	ok	2	39	0.01770	0.47788	0.47788	54	54	0	0.4375	28	0.4868	113	67	546	false
GCF_003046795.1__GCF_000717475.1	GCF_003046795.1	GCF_000717475.1	ok	59	160	0.21852	0.43704	0.56296	118	152	0	0.8091	195	0.4771	270	9	94	false
GCF_002086635.1__GCF_001667075.1	GCF_002086635.1	GCF_001667075.1	ok	5	38	0.06173	0.41975	0.41975	34	34	0	0.4615	24	0.3968	81	20	517	false
GCF_000020645.1__GCA_903820085.1	GCF_000020645.1	GCA_903820085.1	ok	0	8	0.00000	0.08333	0.08333	1	1	0	1.0000	3	0.2727	12	21	91	false
GCF_004368965.1__GCF_016918735.1	GCF_004368965.1	GCF_016918735.1	ok	0	9	0.00000	0.36364	0.36364	8	8	0	1.0000	9	0.5000	22	3	28	false
GCF_001310975.1__GCF_000019085.1	GCF_001310975.1	GCF_000019085.1	ok	0	20	0.00000	0.36111	0.36111	13	13	0	0.2857	10	0.4444	36	9	2	false
GCF_001512285.1__GCF_014648735.1	GCF_001512285.1	GCF_014648735.1	ok	7	27	0.06863	0.48039	0.51961	49	53	0	0.9882	84	0.7404	102	14	246	false
GCF_001544495.1__GCF_017220215.1	GCF_001544495.1	GCF_017220215.1	ok	34	86	0.18378	0.44865	0.44865	83	83	0	0.8729	158	0.5943	185	360	1456	false
GCF_013409995.1__GCF_000759675.1	GCF_013409995.1	GCF_000759675.1	ok	2	11	0.05882	0.47059	0.47059	16	16	0	0.8000	12	0.5000	34	12	46	false
GCA_002877985.1__GCA_011361985.1	GCA_002877985.1	GCA_011361985.1	ok	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	false
GCF_900116535.1__GCF_001975225.1	GCF_900116535.1	GCF_001975225.1	ok	0	14	0.00000	0.43750	0.56250	21	27	0	0.6957	32	0.7021	48	11	251	false
GCF_013170825.1__GCF_013170705.1	GCF_013170825.1	GCF_013170705.1	ok	22	44	0.00811	0.04311	0.04311	117	117	0	1.0000	2714	0.9839	2714	73	1183	true
GCF_000718135.1__GCF_014650075.1	GCF_000718135.1	GCF_014650075.1	ok	20	74	0.01284	0.48845	0.48845	761	761	0	0.9817	1504	0.9526	1558	21	570	false
GCF_900090305.1__GCF_902825405.1	GCF_900090305.1	GCF_902825405.1	ok	3	163	0.01293	0.43103	0.43103	100	100	0	1.0000	74	0.3034	232	49	407	false
GCF_013359735.1__GCF_009928425.1	GCF_013359735.1	GCF_009928425.1	ok	0	21	0.00000	0.45122	0.45122	37	37	0	0.6914	56	0.7439	82	151	267	false
GCF_008119715.1__GCF_014199795.1	GCF_008119715.1	GCF_014199795.1	ok	9	226	0.00704	0.47105	0.52895	602	676	0	0.8160	1033	0.8232	1278	30	651	false
GCF_002927045.1__GCF_900155955.1	GCF_002927045.1	GCF_900155955.1	ok	30	83	0.02370	0.42970	0.57030	544	722	0	0.9771	1235	0.9357	1266	148	605	false
GCF_014077095.1__GCF_014077005.1	GCF_014077095.1	GCF_014077005.1	ok	14	51	0.04698	0.30872	0.69128	92	206	0	0.9596	261	0.8300	298	14	43	false
GCF_001722335.1__GCF_010731795.1	GCF_001722335.1	GCF_010731795.1	ok	0	28	0.00000	0.40260	0.59740	31	46	0	0.5395	41	0.6316	77	66	716	false
GCF_000721105.1__GCF_014656055.1	GCF_000721105.1	GCF_014656055.1	ok	16	82	0.05714	0.28929	0.28929	81	81	0	0.7695	207	0.7123	280	35	753	false
GCF_012396485.1__GCF_007954625.1	GCF_012396485.1	GCF_007954625.1	ok	0	5	0.00000	0.31579	0.31579	6	6	0	0.6471	11	0.7059	19	13	28	false
GCA_017534385.1__GCA_017406175.1	GCA_017534385.1	GCA_017406175.1	ok	5	73	0.03731	0.45522	0.45522	61	61	0	0.4902	25	0.2551	134	30	144	false
GCA_900548855.1__GCA_900544905.1	GCA_900548855.1	GCA_900544905.1	ok	0	2	0.00000	0.41667	0.58333	10	14	0	1.0000	4	0.6667	24	3	13	false
GCA_017630035.1__GCA_017556595.1	GCA_017630035.1	GCA_017556595.1	ok	0	36	0.00000	0.47059	0.47059	56	56	0	0.7333	22	0.4286	119	10	126	false
GCF_013336725.1__GCF_900111765.1	GCF_013336725.1	GCF_900111765.1	ok	37	97	0.09024	0.30244	0.69756	124	286	0	0.9611	371	0.7765	410	53	562	false
GCA_905235685.1__GCA_905234705.1	GCA_905235685.1	GCA_905234705.1	ok	0	33	0.00000	0.42268	0.42268	41	41	0	0.5476	23	0.5000	97	6	49	false
GCF_000717025.1__GCA_014651175.1	GCF_000717025.1	GCA_014651175.1	ok	17	55	0.03441	0.36235	0.36235	179	179	0	0.9682	456	0.8891	494	22	631	false
GCA_904501875.1__GCA_900754145.1	GCA_904501875.1	GCA_900754145.1	ok	0	2	0.00000	0.40000	0.40000	6	6	0	1.0000	2	0.5000	15	7	29	false
GCF_014843825.1__GCF_900103325.1	GCF_014843825.1	GCF_900103325.1	ok	3	103	0.01493	0.44776	0.44776	90	90	0	0.3190	52	0.4012	201	53	1090	false
GCA_002321335.1__GCA_002297815.1	GCA_002321335.1	GCA_002297815.1	ok	2	29	0.01887	0.40566	0.40566	43	43	0	0.4314	22	0.5085	106	8	89	false
GCF_008042275.1__GCF_002711365.1	GCF_008042275.1	GCF_002711365.1	ok	25	63	0.08681	0.46875	0.46875	135	135	0	0.9815	266	0.7928	288	125	668	false
GCF_000633395.1__GCF_000397205.1	GCF_000633395.1	GCF_000397205.1	ok	14	64	0.01918	0.40685	0.59315	297	433	0	0.9492	692	0.9137	730	17	455	false
GCA_004020645.1__GCF_002295115.1	GCA_004020645.1	GCF_002295115.1	ok	25	95	0.09091	0.38545	0.38545	106	106	0	0.8645	217	0.6713	275	55	1154	false
GCA_003214115.1__GCA_003214815.1	GCA_003214115.1	GCA_003214815.1	ok	0	2	0.00000	0.21053	0.78947	4	15	0	0.7000	7	0.8000	19	2	0	false
GCF_001617365.1__GCF_000264295.1	GCF_001617365.1	GCF_000264295.1	ok	4	60	0.01980	0.42079	0.57921	85	117	0	0.7233	115	0.6667	202	16	508	false
GCF_006352025.1__GCF_014640315.1	GCF_006352025.1	GCF_014640315.1	ok	1	17	0.01639	0.49180	0.49180	30	30	0	0.9787	46	0.7258	61	9	136	false
GCA_001437625.1__GCA_905612295.1	GCA_001437625.1	GCA_905612295.1	ok	0	1	0.00000	0.28571	0.71429	2	5	0	0.0000	0	0.5000	7	1	2	false
GCA_017551675.1__GCA_017430235.1	GCA_017551675.1	GCA_017430235.1	ok	1	25	0.01000	0.38000	0.62000	38	62	0	0.8704	47	0.6667	100	6	39	false
GCF_013409365.1__GCF_001552135.1	GCF_013409365.1	GCF_001552135.1	ok	13	105	0.04452	0.42466	0.57534	124	168	0	0.9953	213	0.6557	292	56	638	false
GCF_003289625.1__GCF_002245215.1	GCF_003289625.1	GCF_002245215.1	ok	6	15	0.00724	0.44632	0.55368	370	459	0	0.9952	822	0.9820	829	14	593	false
GCF_011742875.1__GCF_900119235.1	GCF_011742875.1	GCF_900119235.1	ok	17	41	0.14167	0.37500	0.37500	45	45	0	0.9737	111	0.6963	120	14	750	false
GCA_002700285.1__GCA_002336655.1	GCA_002700285.1	GCA_002336655.1	ok	0	20	0.00000	0.43478	0.43478	20	20	0	0.5714	4	0.2593	46	40	49	false
GCA_002348925.1__GCA_902798205.1	GCA_002348925.1	GCA_902798205.1	ok	0	0	0.00000	0.00000	0.00000	0	0	0	0.0000	0	1.0000	3	0	21	false
GCF_002005565.1__GCF_000829695.1	GCF_002005565.1	GCF_000829695.1	ok	1	57	0.00426	0.48936	0.51064	115	120	0	0.7264	146	0.7324	235	53	539	false
GCF_002804025.1__GCF_000008305.1	GCF_002804025.1	GCF_000008305.1	ok	0	0	0.00000	0.00000	0.00000	0	0	0	1.0000	3	1.0000	3	4	0	true
GCF_900105155.1__GCF_018325905.1	GCF_900105155.1	GCF_018325905.1	ok	37	74	0.32174	0.48696	0.48696	56	56	0	1.0000	115	0.5132	115	65	601	true
GCF_005938625.1__GCF_900582195.1	GCF_005938625.1	GCF_900582195.1	ok	5	112	0.00435	0.44212	0.44212	508	508	0	0.9455	1023	0.9011	1149	39	759	false
GCF_003625485.1__GCA_017940685.1	GCF_003625485.1	GCA_017940685.1	ok	0	10	0.00000	0.39130	0.39130	9	9	0	0.8333	5	0.3750	23	3	26	false
GCF_018448905.1__GCF_001010285.1	GCF_018448905.1	GCF_001010285.1	ok	8	46	0.14035	0.45614	0.54386	26	31	0	0.3393	19	0.2698	57	87	37	false
GCF_001665875.1__GCF_010731775.1	GCF_001665875.1	GCF_010731775.1	ok	3	73	0.00677	0.34989	0.34989	155	155	0	0.8213	363	0.8360	443	84	598	false
GCF_003432035.1__GCF_900205965.1	GCF_003432035.1	GCF_900205965.1	ok	0	8	0.00000	0.20000	0.20000	5	5	0	0.1111	1	0.2727	25	12	22	false
GCA_003281685.1__GCA_902573335.1	GCA_003281685.1	GCA_902573335.1	ok	0	3	0.00000	0.18182	0.81818	2	9	0	1.0000	2	0.4000	11	1	2	false
GCF_019049255.1__GCF_001611795.1	GCF_019049255.1	GCF_001611795.1	ok	27	100	0.09030	0.49833	0.49833	149	149	0	0.7953	237	0.6885	299	109	618	false
GCA_900554455.1__GCA_905215835.1	GCA_900554455.1	GCA_905215835.1	ok	0	128	0.00000	0.45774	0.45774	287	287	0	0.7215	342	0.7475	627	6	247	false
GCF_007828215.1__GCF_900105485.1	GCF_007828215.1	GCF_900105485.1	ok	15	56	0.13158	0.49123	0.49123	56	56	0	0.7080	80	0.5556	114	37	582	false
GCF_018614415.1__GCF_014648815.1	GCF_018614415.1	GCF_014648815.1	ok	18	142	0.04534	0.49118	0.49118	195	195	0	0.6667	246	0.6405	397	25	578	false
GCF_001426345.1__GCA_018828145.1	GCF_001426345.1	GCA_018828145.1	ok	11	49	0.11000	0.50000	0.50000	50	50	0	0.9296	66	0.5333	100	16	631	false
GCA_004195615.1__GCA_014239955.1	GCA_004195615.1	GCA_014239955.1	ok	0	16	0.00000	0.42169	0.42169	35	35	0	0.8182	54	0.7808	83	1	57	false
GCF_018131185.1__GCF_015291745.1	GCF_018131185.1	GCF_015291745.1	ok	35	77	0.03692	0.45148	0.45148	428	428	0	0.9894	936	0.9213	948	59	1375	false
GCF_012641435.1__GCF_003627795.1	GCF_012641435.1	GCF_003627795.1	ok	1	21	0.00433	0.20346	0.20346	47	47	0	0.9298	212	0.9095	231	71	1405	false
GCA_004017275.1__GCF_006442965.1	GCA_004017275.1	GCF_006442965.1	ok	20	84	0.10870	0.48370	0.51630	89	95	0	0.7613	118	0.5556	184	26	1090	false
GCA_003213715.1__GCA_902533965.1	GCA_003213715.1	GCA_902533965.1	ok	0	5	0.00000	0.33333	0.66667	8	16	0	0.3077	4	0.6429	24	0	6	false
GCA_016873455.1__GCA_016873515.1	GCA_016873455.1	GCA_016873515.1	ok	2	57	0.01274	0.47771	0.47771	75	75	0	0.5876	57	0.5366	157	13	173	false
GCF_003143855.1__GCA_014650475.1	GCF_003143855.1	GCA_014650475.1	ok	17	82	0.05822	0.45548	0.54452	133	159	0	0.8417	218	0.7172	292	138	590	false
GCF_001937665.1__GCF_000195595.1	GCF_001937665.1	GCF_000195595.1	ok	1	38	0.00488	0.49756	0.49756	102	102	0	0.8713	149	0.8000	205	12	194	false
GCF_001673635.1__GCF_000613245.1	GCF_001673635.1	GCF_000613245.1	ok	2	64	0.00242	0.31394	0.68606	259	566	0	0.9244	758	0.9222	825	21	547	false
GCA_013811805.1__GCA_013812385.1	GCA_013811805.1	GCA_013812385.1	ok	0	14	0.00000	0.46212	0.53788	61	71	0	0.2917	7	0.5758	132	49	315	false
GCF_001667015.1__GCF_010731655.1	GCF_001667015.1	GCF_010731655.1	ok	0	63	0.00000	0.47664	0.47664	51	51	0	0.2358	25	0.4057	107	97	564	false
GCF_006715665.1__GCF_003058055.1	GCF_006715665.1	GCF_003058055.1	ok	23	46	0.10407	0.43891	0.43891	97	97	0	1.0000	221	0.8115	221	33	444	true
GCF_001665685.1__GCF_000373905.1	GCF_001665685.1	GCF_000373905.1	ok	5	70	0.02841	0.46591	0.46591	82	82	0	0.6057	106	0.6133	176	24	790	false
GCA_902582845.1__GCA_902571015.1	GCA_902582845.1	GCA_902571015.1	ok	0	1	0.00000	0.45455	0.45455	5	5	0	0.5000	2	0.8000	11	0	1	false
GCA_902594395.1__GCA_902563075.1	GCA_902594395.1	GCA_902563075.1	ok	0	0	0.00000	0.00000	0.00000	0	0	0	0.0000	0	1.0000	3	0	3	false
GCF_000514815.1__GCF_000514775.1	GCF_000514815.1	GCF_000514775.1	ok	33	91	0.05093	0.43364	0.56636	281	367	0	0.9917	599	0.8615	648	57	398	false
GCF_000721605.1__GCA_014650015.1	GCF_000721605.1	GCA_014650015.1	ok	24	104	0.02794	0.42841	0.42841	368	368	0	0.9605	779	0.8794	859	43	497	false
GCF_004348725.1__GCF_004216905.1	GCF_004348725.1	GCF_004216905.1	ok	3	123	0.01277	0.48936	0.48936	115	115	0	0.3705	83	0.4652	235	19	895	false
GCF_000718785.1__GCF_011193355.1	GCF_000718785.1	GCF_011193355.1	ok	28	83	0.11111	0.49603	0.49603	125	125	0	0.8805	221	0.6993	252	19	538	false
GCF_000742135.1__GCF_003261575.2	GCF_000742135.1	GCF_003261575.2	ok	8	16	0.10127	0.37975	0.62025	30	49	0	1.0000	77	0.8118	79	39	258	false
GCA_902618535.1__GCA_902536485.1	GCA_902618535.1	GCA_902536485.1	ok	0	0	0.00000	0.25000	0.25000	2	2	0	0.0000	0	1.0000	8	0	1	false
GCF_018613695.1__GCF_900106835.1	GCF_018613695.1	GCF_900106835.1	ok	0	14	0.00000	0.39683	0.39683	50	50	0	0.9252	99	0.8783	126	18	262	false
GCF_902459775.1__GCF_902459705.1	GCF_902459775.1	GCF_902459705.1	ok	5	21	0.03030	0.32121	0.32121	53	53	0	0.9324	138	0.8662	165	9	1261	false
GCF_900102525.1__GCF_011764485.1	GCF_900102525.1	GCF_011764485.1	ok	48	101	0.06770	0.27786	0.27786	197	197	0	0.9831	696	0.8653	709	50	1018	false
GCA_009783295.1__GCF_004135385.1	GCA_009783295.1	GCF_004135385.1	ok	2	68	0.01274	0.43949	0.43949	69	69	0	0.5064	79	0.5723	157	26	405	false
GCF_009601705.1__GCF_000022485.1	GCF_009601705.1	GCF_000022485.1	ok	0	0	0.00000	0.00000	1.00000	0	3	0	1.0000	3	1.0000	3	7	6	true
GCF_001693485.1__GCF_000472965.1	GCF_001693485.1	GCF_000472965.1	ok	57	162	0.02426	0.46596	0.46596	1095	1095	0	0.9922	2290	0.9324	2350	54	1224	false
GCF_002913945.1__GCF_902460845.1	GCF_002913945.1	GCF_902460845.1	ok	2	28	0.01739	0.43478	0.56522	50	65	0	0.7477	80	0.7522	115	0	21	false
GCA_017529425.1__GCA_017445425.1	GCA_017529425.1	GCA_017445425.1	ok	3	36	0.02830	0.49057	0.50943	52	54	0	0.7903	49	0.5714	106	6	81	false
GCF_004349195.1__GCF_003968755.1	GCF_004349195.1	GCF_003968755.1	ok	1	6	0.05263	0.21053	0.78947	4	15	0	0.6667	6	0.5000	19	6	14	false
GCF_003051085.1__GCF_900107505.1	GCF_003051085.1	GCF_900107505.1	ok	0	25	0.00000	0.37624	0.37624	76	76	0	0.8632	164	0.8705	202	9	147	false
GCF_002113125.1__GCF_014207255.1	GCF_002113125.1	GCF_014207255.1	ok	24	59	0.21053	0.34211	0.34211	39	39	0	0.8654	90	0.5354	114	16	570	false
GCF_002096685.1__GCF_003627155.1	GCF_002096685.1	GCF_003627155.1	ok	10	24	0.41667	0.37500	0.37500	9	9	0	0.8261	19	0.2727	24	3	9	false
GCF_008245025.1__GCF_000816305.1	GCF_008245025.1	GCF_000816305.1	ok	0	0	0.00000	0.00000	0.00000	0	0	0	1.0000	5	1.0000	5	8	3	true
GCF_014297265.1__GCF_010119545.1	GCF_014297265.1	GCF_010119545.1	ok	0	8	0.00000	0.47059	0.47059	8	8	0	0.8000	4	0.3333	17	5	70	false
GCF_002699855.1__GCF_000507185.2	GCF_002699855.1	GCF_000507185.2	ok	11	158	0.02292	0.43750	0.56250	210	270	0	0.6548	313	0.6756	480	78	645	false
GCF_014962245.1__GCF_000092185.1	GCF_014962245.1	GCF_000092185.1	ok	0	0	0.00000	0.00000	1.00000	0	22	0	1.0000	22	1.0000	22	0	16	true
GCF_900105395.1__GCF_014656195.1	GCF_900105395.1	GCF_014656195.1	ok	24	88	0.06630	0.45028	0.45028	163	163	0	1.0000	321	0.7714	362	93	579	false
GCF_002211285.1__GCF_014193025.1	GCF_002211285.1	GCF_014193025.1	ok	20	71	0.04415	0.32892	0.32892	149	149	0	0.9356	407	0.8460	453	49	1247	false
GCF_013344685.1__GCA_001897375.1	GCF_013344685.1	GCA_001897375.1	ok	23	69	0.02340	0.43032	0.56968	423	560	0	0.9990	960	0.9314	983	34	671	false
GCF_003129925.1__GCF_002802875.1	GCF_003129925.1	GCF_002802875.1	ok	3	52	0.01596	0.48404	0.48404	91	91	0	0.7127	129	0.7204	188	14	402	false
GCA_003702465.1__GCA_018657375.1	GCA_003702465.1	GCA_018657375.1	ok	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	false
GCF_900215245.1__GCF_001647715.1	GCF_900215245.1	GCF_001647715.1	ok	11	22	0.00686	0.00249	0.00249	4	4	0	1.0000	1604	0.9864	1604	44	465	true
GCF_000520535.1__GCF_015751955.1	GCF_000520535.1	GCF_015751955.1	ok	1	65	0.00472	0.43868	0.56132	93	119	0	0.6105	116	0.6701	212	50	345	false
GCF_013149805.1__GCF_001636295.1	GCF_013149805.1	GCF_001636295.1	ok	7	25	0.08861	0.36709	0.63291	29	50	0	0.8462	66	0.7059	79	11	437	false
GCA_004020365.1__GCA_004020645.1	GCA_004020365.1	GCA_004020645.1	ok	91	300	0.04541	0.40319	0.40319	808	808	0	0.9514	1842	0.8542	2004	48	1167	false
GCF_001074565.1__GCA_905373305.1	GCF_001074565.1	GCA_905373305.1	ok	0	9	0.00000	0.50000	0.50000	18	18	0	0.5556	5	0.4706	36	2	11	false
GCF_002140155.1__GCF_900089595.1	GCF_002140155.1	GCF_900089595.1	ok	17	52	0.05449	0.35577	0.35577	111	111	0	0.9357	291	0.8410	312	35	457	false
GCF_003201105.1__GCF_000725385.1	GCF_003201105.1	GCF_000725385.1	ok	16	50	0.05498	0.43986	0.43986	128	128	0	0.9207	267	0.8355	291	17	602	false
GCF_005844325.1__GCF_003471585.1	GCF_005844325.1	GCF_003471585.1	ok	8	67	0.01301	0.32195	0.67805	198	417	0	0.9387	551	0.8903	615	9	318	false
GCF_001550375.1__GCF_009857135.1	GCF_001550375.1	GCF_009857135.1	ok	0	234	0.00000	0.10284	0.89716	47	410	0	0.3640	166	0.4902	457	117	777	false
GCA_900472625.1__GCA_900467745.1	GCA_900472625.1	GCA_900467745.1	ok	10	75	0.03690	0.42435	0.42435	115	115	0	0.7973	177	0.7024	271	16	1136	false
GCF_009496285.1__GCF_000960085.1	GCF_009496285.1	GCF_000960085.1	ok	1	12	0.03704	0.44444	0.44444	12	12	0	0.3684	7	0.4545	27	14	11	false
GCF_003952485.1__GCF_000425965.1	GCF_003952485.1	GCF_000425965.1	ok	46	118	0.25843	0.47753	0.47753	85	85	0	1.0000	151	0.4709	178	85	1088	false
GCF_000745775.1__GCF_900101855.1	GCF_000745775.1	GCF_900101855.1	ok	0	4	0.00000	0.17391	0.17391	4	4	0	0.7143	10	0.7500	23	7	38	false
GCF_000373645.1__GCF_000717025.1	GCF_000373645.1	GCF_000717025.1	ok	18	55	0.08696	0.46377	0.53623	96	111	0	0.9126	167	0.7356	207	27	593	false
GCF_900176385.1__GCF_001570945.1	GCF_900176385.1	GCF_001570945.1	ok	3	73	0.01163	0.47674	0.52326	123	135	0	0.9581	183	0.7115	258	4	574	false
GCF_003369565.1__GCF_003352005.1	GCF_003369565.1	GCF_003352005.1	ok	4	26	0.07143	0.35714	0.64286	20	36	0	0.6364	35	0.5667	56	11	53	false
GCF_000725385.1__GCA_000632805.1	GCF_000725385.1	GCA_000632805.1	ok	19	38	0.15574	0.33607	0.33607	41	41	0	1.0000	122	0.7305	122	517	700	true
GCF_000956465.1__GCF_014779795.1	GCF_000956465.1	GCF_014779795.1	ok	7	42	0.04575	0.38562	0.38562	59	59	0	0.8507	114	0.7237	153	13	869	false
GCF_012184385.1__GCF_900111005.1	GCF_012184385.1	GCF_900111005.1	ok	19	257	0.02650	0.48954	0.51046	351	366	0	0.6093	418	0.6385	717	71	1383	false
GCA_015521565.1__GCA_013152685.1	GCA_015521565.1	GCA_013152685.1	ok	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	false
GCF_007097385.1__GCF_003097655.1	GCF_007097385.1	GCF_003097655.1	ok	0	16	0.00000	0.47500	0.52500	38	42	0	0.8545	47	0.7500	80	14	26	false
GCF_001428825.1__GCA_019192965.1	GCF_001428825.1	GCA_019192965.1	ok	24	76	0.13636	0.40909	0.40909	72	72	0	0.9524	140	0.6062	176	24	681	false
GCF_001277295.1__GCF_002368115.1	GCF_001277295.1	GCF_002368115.1	ok	89	178	0.50282	0.47458	0.47458	84	84	0	1.0000	177	0.3308	177	56	18	true
GCF_000381045.1__GCF_000373145.1	GCF_000381045.1	GCF_000373145.1	ok	0	2	0.00000	0.28571	0.28571	2	2	0	0.0000	0	0.0000	7	12	7	false
GCF_000738175.1__GCF_000163435.1	GCF_000738175.1	GCF_000163435.1	ok	4	36	0.00909	0.43864	0.56136	193	247	0	0.9375	405	0.9178	440	20	175	false
GCF_004349085.1__GCF_003312425.1	GCF_004349085.1	GCF_003312425.1	ok	3	20	0.05000	0.45000	0.45000	27	27	0	0.9000	36	0.6296	60	8	25	false
GCF_017874195.1__GCA_002508705.1	GCF_017874195.1	GCA_002508705.1	ok	3	18	0.11111	0.44444	0.55556	12	15	0	0.6667	6	0.1429	27	15	150	false
GCF_002929825.1__GCF_002929505.1	GCF_002929825.1	GCF_002929505.1	ok	2	37	0.00180	0.46979	0.53021	521	588	0	0.9944	1057	0.9661	1109	25	613	false
GCF_018881975.1__GCF_018687815.1	GCF_018881975.1	GCF_018687815.1	ok	0	11	0.00000	0.41304	0.41304	19	19	0	0.7111	32	0.7609	46	7	58	false
GCA_001560915.1__GCA_902787415.1	GCA_001560915.1	GCA_902787415.1	ok	0	56	0.00000	0.41584	0.41584	42	42	0	1.0000	44	0.4400	101	23	93	false
GCF_001854885.1__GCF_008932245.1	GCF_001854885.1	GCF_008932245.1	ok	14	61	0.00782	0.36872	0.36872	660	660	0	0.9815	1754	0.9661	1790	57	1014	false
GCA_902588925.1__GCA_902588855.1	GCA_902588925.1	GCA_902588855.1	ok	0	2	0.00000	0.50000	0.50000	5	5	0	1.0000	3	0.6000	10	0	1	false
GCF_016586355.1__GCA_019119895.1	GCF_016586355.1	GCA_019119895.1	ok	0	9	0.00000	0.19231	0.80769	10	42	0	0.9355	29	0.7750	52	4	22	false
