pairid	dnadiff_blocks	dnadiff_inverted_blocks	dnadiff_aligned_bp	dnadiff_inverted_bp	dnadiff_inverted_fraction
GCF_003665985.1__GCF_003666065.1	227	103	3458594	1632973	0.4721493763072508
GCA_001805545.1__GCA_001805805.1	204	57	904950	239314	0.2644499696115807
GCA_019117225.1__GCF_016901895.1	197	90	1335941	481147	0.3601558751471809
GCA_900557215.1__GCA_900765835.1	90	44	964672	548625	0.5687166207788761
GCA_900765835.1__GCA_905213655.1	72	42	1691001	994379	0.5880416392420821
GCA_003476745.1__GCA_003537815.1	131	45	1428817	460766	0.3224807655564009
GCA_003487495.1__GCA_003537815.1	136	52	1431152	636289	0.4445991760483861
GCA_003537815.1__GCA_905201315.1	128	74	1400199	730564	0.5217572645031171
GCA_900468955.1__GCA_900469835.1	357	151	5663490	2490173	0.4396887784740504
GCA_900468955.1__GCA_900472805.1	161	77	6114486	2754888	0.4505510356880365
GCA_900469835.1__GCA_900472805.1	344	185	5644266	3243870	0.57471954723608
GCF_000738695.1__GCF_000988945.1	1968	986	7853823	3992517	0.508353320414784
GCA_002451285.1__GCA_903839765.1	368	229	1848976	1168329	0.6318789427228909
GCA_905192665.1__GCF_001437235.1	227	96	1658409	731110	0.44085023658217
GCF_000312405.1__GCF_001437235.1	217	118	1670613	987494	0.5910968009946049
GCA_905192665.1__GCF_000312405.1	140	91	1705068	1095552	0.6425268669636636
GCA_002788255.1__GCA_002793395.1	240	100	1730035	642526	0.3713947983711312
GCA_018383155.1__GCF_000417525.1	277	143	2148721	929530	0.4325968797251946
GCA_008668735.1__GCA_018383155.1	299	156	1919472	941558	0.4905296873306826
GCA_014847725.1__GCA_016297315.1	295	144	1648826	823315	0.4993340716364249
GCF_016899785.1__GCF_016902055.1	653	327	2812039	1517831	0.5397617173872766
GCF_016899785.1__GCF_904390235.1	361	173	2642271	1318472	0.498991965623511
GCF_016902055.1__GCF_904390235.1	519	257	2655279	1444661	0.5440712633211049
GCA_000745515.1__GCF_017309995.1	249	103	4671670	1609654	0.3445564434131691
GCF_002076915.1__GCF_014646495.1	42	34	2250718	2219265	0.9860253483555026
GCF_000394055.1__GCF_001885825.1	79	34	3545663	1735562	0.4894887077536697
GCF_000394055.1__GCF_902387535.1	79	34	3545663	1735562	0.4894887077536697
GCF_001885825.1__GCF_902387535.1	58	0	3531376	0	0.0
GCA_018821025.1__GCA_018828925.1	364	174	1308698	631224	0.4823297659200212
GCA_019119285.1__GCF_016902035.1	395	184	1901669	958181	0.5038631854439443
GCA_903868325.1__GCA_903881285.1	188	86	1150769	551096	0.4788936789225292
GCA_903835545.1__GCA_903902575.1	192	92	1156995	525615	0.4542932337650551
GCA_903881285.1__GCA_903902575.1	184	70	1156339	451433	0.3903984904080896
GCF_902173115.1__GCF_902173195.1	179	71	4134150	1552290	0.375479844708102
GCF_001223385.1__GCF_902173195.1	154	93	4126961	2594031	0.6285571877223943
GCF_000834455.1__GCF_902173225.1	141	92	4143386	2456298	0.5928238402118461
GCA_003530025.1__GCA_905213035.1	74	46	639932	422024	0.659482570023065
GCA_003487045.1__GCA_003530025.1	72	26	471607	176596	0.3744558498919651
GCA_900543855.1__GCA_905213035.1	130	64	1128024	602267	0.5339132855329319
GCA_900066555.1__GCF_003464045.1	334	166	2238466	1041158	0.4651212035384947
GCA_900066095.1__GCA_900066555.1	258	103	2157986	718076	0.3327528538183287
GCF_000337255.1__GCF_000485535.1	156	67	3658014	2015415	0.5509587989548427
GCA_016293465.1__GCA_016297085.1	172	94	1752022	1011169	0.5771440084656472
GCF_001282805.1__GCF_001461995.1	679	311	4013376	1886304	0.4700043056020667
GCF_003050685.1__GCF_017301795.1	205	30	4516813	854910	0.1892728346291954
GCF_006838285.1__GCF_017301695.1	727	150	3917988	807822	0.2061828673288432
GCA_005880595.1__GCA_005881015.1	1195	608	2440945	1186036	0.4858921442310253
GCA_005880425.1__GCA_005880595.1	966	469	2080352	958891	0.4609272853824737
GCA_005880595.1__GCA_005881515.1	1043	495	2408478	1075687	0.446625213101386
GCA_004195525.1__GCA_015660245.1	67	32	1254132	422859	0.3371726421142272
GCA_900765435.1__GCA_902385565.1	162	95	1979588	1418925	0.7167779356108442
GCA_900540725.1__GCA_900765435.1	223	77	1814419	635099	0.3500288522110935
GCA_902385565.1__GCA_905213495.1	233	103	1912613	920525	0.4812918243261966
GCA_902561665.1__GCA_902577125.1	72	40	607081	396009	0.652316577194806
GCF_018916835.1__GCF_900460335.1	242	89	2714386	918747	0.3384732311469334
GCA_003446085.1__GCF_018916835.1	478	241	1702037	866954	0.5093626049257448
GCF_004346445.1__GCF_900460335.1	113	43	2941115	914257	0.310853876846026
GCF_004565215.1__GCF_904820355.1	298	201	3036080	2076244	0.683856815367184
GCF_002860585.1__GCF_004564745.1	286	101	2898612	1008040	0.3477664482172847
GCF_000317975.2__GCF_900005785.1	308	188	3174444	1754952	0.5528375992772278
GCA_016838965.1__GCA_016839085.1	130	59	2279104	1169382	0.5130884768751228
GCF_017104825.1__GCF_902499205.1	978	483	7427767	3460708	0.4659149916791951
GCF_902499025.1__GCF_902499305.1	744	386	7024981	3578349	0.5093749008004435
GCF_902499095.1__GCF_902499305.1	287	146	8584144	4422111	0.5151487440098861
GCF_000686065.1__GCF_000686965.1	303	165	3072867	1740157	0.5662975325648654
GCA_016215525.1__GCF_003258855.1	958	503	4542286	2357390	0.51898757585938
GCA_016215525.1__GCF_900604295.1	451	197	4823651	2375128	0.4923921734802124
GCF_003258855.1__GCF_900604295.1	1115	575	4861995	2749067	0.565419544857615
GCF_018068205.1__GCF_018771265.1	165	100	4061277	2732167	0.672735939951892
GCF_011682035.1__GCF_018067475.1	294	128	4047690	1688788	0.4172226628027344
GCF_004120665.1__GCF_016406205.1	165	42	4099682	1033225	0.252025644915874
GCA_017991735.1__GCA_018057325.1	61	41	552054	385686	0.6986381767001054
GCA_905201875.1__GCF_000158315.2	274	160	2977327	1734575	0.5825947233877905
GCF_000158315.2__GCF_003463295.1	256	123	3073810	1656212	0.5388140451101402
GCA_905201875.1__GCF_000242995.2	322	193	3061802	1808338	0.5906123256827188
GCF_002160465.1__GCF_015550635.1	266	154	2905632	1636481	0.5632100004405238
GCF_002160465.1__GCF_015558205.1	270	126	2886442	1195747	0.4142633040954919
GCA_018364715.1__GCF_904384175.1	183	89	2857446	1342277	0.4697471098316468
GCA_003132345.1__GCA_003134935.1	691	333	3342721	1643382	0.491630022368005
GCA_003134935.1__GCA_003167435.1	590	301	3315060	1766658	0.5329188611970824
GCA_003131505.1__GCA_003134935.1	834	423	3150956	1677934	0.5325158459845203
GCA_015762695.1__GCA_015762725.1	645	123	2721681	347794	0.1277864672604908
GCA_902786495.1__GCA_902787845.1	630	300	2577977	1300687	0.5045378605006949
GCA_905214355.1__GCA_905373145.1	400	203	2528454	1342559	0.5309801958034436
GCF_001483765.1__GCF_014138825.1	78	43	2755933	1940861	0.7042482527695703
GCF_002196895.1__GCF_002196905.1	216	109	4090712	2284118	0.5583668564298832
GCA_900752585.1__GCA_905197195.1	136	71	2999521	1537571	0.5126055126801913
GCA_017420335.1__GCA_902789405.1	389	201	1991452	1047563	0.5260297511564427
GCA_017420335.1__GCA_902790165.1	376	180	2167115	1161438	0.5359374098744183
GCA_902789405.1__GCA_902790165.1	463	233	2309414	1154880	0.5000749107782321
GCF_004564155.1__GCF_900101805.1	279	148	2663409	1324692	0.4973670960787472
GCF_001467785.1__GCF_900101805.1	234	129	3051663	1614895	0.5291852344115323
GCF_004564155.1__GCF_900640145.1	294	133	2670805	1470083	0.5504269312061345
GCA_002779155.1__GCA_002789755.1	212	102	1226401	573518	0.4676431281448727
GCA_002781685.1__GCA_002784285.1	387	121	1582267	458510	0.2897804226467467
GCA_001873345.1__GCA_002781685.1	261	119	1352851	593843	0.4389566922003975
GCA_900546595.1__GCA_900761175.1	228	125	1789335	1008446	0.563587030936074
GCA_900546595.1__GCA_905213195.1	217	124	2009262	1207300	0.6008673831486386
GCA_900761175.1__GCA_905213195.1	274	127	1892625	818641	0.4325426325870153
GCA_003218855.1__GCA_003219305.1	670	339	1566850	749340	0.4782461626830903
GCA_003218855.1__GCA_003219835.1	460	241	1865159	943707	0.5059659793079303
GCA_003219305.1__GCA_003219835.1	743	381	1824167	939193	0.5148613038170299
GCA_017389045.1__GCA_017444765.1	232	118	1652958	754069	0.4561936842920389
GCA_017962885.1__GCA_902785225.1	222	123	1705620	1049120	0.61509597682954
GCA_017444765.1__GCA_902799505.1	381	193	1373656	717224	0.5221278107473778
GCA_003672615.1__GCA_013329535.1	298	0	1626577	0	0.0
GCF_001587475.1__GCF_011405175.1	300	147	3390553	1801781	0.531412132475145
GCF_007829715.1__GCF_011405175.1	618	256	2740979	1389781	0.5070381786945467
GCF_000744755.1__GCF_001587475.1	314	147	3424156	1586962	0.463460776903856
GCA_014869875.1__GCA_905209055.1	242	142	1716320	984749	0.5737560594760883
GCA_014869765.1__GCA_905209055.1	273	153	1673219	909403	0.5435050641906409
GCA_018265115.1__GCA_905209055.1	272	145	1613313	932592	0.5780601780311694
GCF_002327125.1__GCF_014050135.1	419	256	4533143	2910421	0.6420315882380062
GCF_002327125.1__GCF_012395955.1	374	152	4536148	1782043	0.3928538045936773
GCF_012395955.1__GCF_014050135.1	204	118	4800837	2798916	0.5830058383569365
GCA_015259565.1__GCA_015259595.1	225	108	1775559	998225	0.5622032272653288
GCA_015259565.1__GCA_905372995.1	263	150	1709776	972484	0.568778600237692
GCA_015259595.1__GCA_905372995.1	245	133	1707077	830583	0.4865527448381063
GCA_014847325.1__GCA_900767785.1	506	252	1713403	853095	0.497895124497856
GCA_014847325.1__GCA_905209365.1	490	241	1772986	848050	0.478317369680302
GCA_900767785.1__GCA_905209365.1	517	246	1762846	826662	0.4689360273103833
GCF_018618605.1__GCF_018618655.1	138	88	2839133	1506403	0.5305855696087503
GCF_018618605.1__GCF_018618725.1	175	114	2858921	1785281	0.6244597174948171
GCF_018618505.1__GCF_018618595.1	136	67	2846019	1204206	0.4231194521189071
GCA_903819625.1__GCA_903917195.1	969	497	3069524	1519763	0.4951135746128716
GCA_903819625.1__GCA_903831365.1	1046	505	2635110	1312263	0.4979917346903924
GCA_903868785.1__GCA_903917195.1	919	439	3101251	1475016	0.4756196773495599
GCA_019119645.1__GCF_904376885.1	124	64	2663180	1178182	0.4423966836638905
GCA_001314745.1__GCF_900215475.1	317	166	3261312	1901596	0.583076994780015
GCA_007692565.1__GCA_007693425.1	557	261	2883439	1361472	0.4721695170246362
GCA_007125865.1__GCA_007132815.1	372	130	2734289	924428	0.3380871590384191
GCA_007118755.1__GCA_007125865.1	418	166	2284276	908220	0.3975964375583335
GCA_900768445.1__GCA_902783145.1	138	80	823327	490152	0.5953308952578987
GCA_900768445.1__GCA_905206315.1	94	20	901271	165288	0.1833943397712785
GCA_902783145.1__GCA_905206315.1	166	109	944922	614572	0.6503944240900307
GCA_007118405.1__GCA_007132805.1	360	184	1437314	698268	0.4858145123473367
GCA_017383565.1__GCA_017391745.1	416	207	1644746	866904	0.5270746972480858
GCA_014237205.1__GCA_016841465.1	844	432	4785894	2490841	0.5204546945669921
GCA_017394725.1__GCA_902778865.1	574	288	2075838	983586	0.4738259922017036
GCA_000468855.1__GCA_018371925.1	81	33	1569068	534757	0.3408118704861739
GCF_004769265.1__GCF_004769805.1	244	118	3769131	1729133	0.4587617145702816
GCF_004769515.1__GCF_004769795.1	141	54	3786616	1555103	0.4106841042239297
GCF_002812165.1__GCF_004769805.1	171	60	3638405	1188072	0.326536490577602
GCA_003388515.1__GCA_003389355.1	298	155	5075293	2124089	0.418515541861327
GCA_003388515.1__GCA_003390835.1	267	121	5318570	2197764	0.4132246073662657
GCA_003389355.1__GCA_003390835.1	303	140	5152857	2004323	0.3889731463535665
GCA_017431445.1__GCA_902798735.1	440	221	2155237	1134323	0.526310099538937
GCA_903907025.1__GCA_903950355.1	554	285	4696026	2252147	0.4795857177962813
GCA_903933865.1__GCA_903952425.1	612	301	1670027	863615	0.5171263698131826
GCA_904418865.1__GCA_905214975.1	91	44	1049604	544103	0.5183888399815549
GCA_004801705.1__GCA_905200985.1	173	72	2535851	1091495	0.4304255257899616
GCA_002490885.1__GCA_900540065.1	248	102	2148015	1061735	0.4942865855219819
GCA_004801705.1__GCF_004793735.1	45	23	3204062	2404116	0.7503337950389225
GCA_902776575.1__GCA_902790225.1	456	236	1511305	775533	0.5131545253936167
GCA_902787895.1__GCA_902790225.1	449	228	1407340	658679	0.4680311793880654
GCA_902787535.1__GCA_902790225.1	355	146	1467307	578623	0.3943435150244632
GCA_014847535.1__GCA_018382885.1	465	235	1676257	913170	0.5447673000023266
GCA_014847535.1__GCA_900066535.1	506	262	1855443	971261	0.5234658246036121
GCF_003435225.1__GCF_003435535.1	368	172	2880064	1327718	0.4610029499344459
GCF_000195735.1__GCF_000277245.1	6	0	1111641	0	0.0
GCF_000022785.1__GCF_000277205.1	3	0	1111383	0	0.0
GCF_000195735.1__GCF_000277165.1	6	0	1130090	0	0.0
GCF_002879775.1__GCF_009826915.1	307	197	2430448	1543056	0.6348854203011132
GCF_000214115.1__GCF_004563775.1	299	158	2435596	1504790	0.6178323498642632
GCA_000219475.3__GCA_002311195.1	163	63	1605661	618066	0.3849293219428011
GCF_002553705.1__GCF_007876425.1	216	112	1458135	882847	0.6054631429874463
GCF_003316915.1__GCF_010206295.1	143	97	1756250	1068257	0.6082602135231316
GCA_002333435.1__GCA_016789285.1	431	206	3225517	1670132	0.5177873810617026
GCA_002344645.1__GCA_003501905.1	874	460	2650054	1407606	0.5311612518084537
GCA_002344645.1__GCA_016789285.1	354	182	3051018	1615070	0.5293544646409821
GCA_005792965.1__GCA_005805455.1	53	21	1943477	553853	0.2849804757144026
GCA_005789365.1__GCA_005792965.1	178	84	1773007	790823	0.4460349000314155
GCA_005777115.1__GCA_005805455.1	49	17	1912817	807780	0.422298630762901
GCF_002150045.1__GCF_002150055.1	36	9	4270684	799775	0.1872709383321266
GCA_903893645.1__GCA_903927385.1	446	210	7029709	3417920	0.4862107378840291
GCA_903895425.1__GCA_903927385.1	451	225	7044840	3399061	0.4824894532736016
GCA_903893645.1__GCA_903895425.1	219	60	7112496	2012064	0.2828914068985065
GCF_007655045.1__GCF_014651795.1	257	86	3309221	1001331	0.3025881317687758
GCF_002442575.1__GCF_014651795.1	252	183	3373988	2272379	0.6734994315332479
GCF_000800185.1__GCF_014651795.1	252	135	3359370	1770948	0.5271667008992758
GCA_014846275.1__GCA_900759975.1	195	111	1093852	644726	0.5894088048474565
GCA_014846275.1__GCA_905213695.1	181	125	1090513	713748	0.6545066404527043
GCA_900759975.1__GCA_905213695.1	165	81	1092506	390640	0.3575632536571881
GCA_002359295.1__GCA_002419625.1	420	223	2948334	1576064	0.5345608740393727
GCA_002341545.1__GCA_002414985.1	89	54	3227741	1759542	0.5451310994283618
GCA_002363785.1__GCA_002388535.1	126	68	3207183	1603981	0.5001214461413646
GCA_017435285.1__GCA_017625895.1	603	297	1555314	799922	0.5143154372686158
GCF_002157125.1__GCF_002157165.1	222	20	3724807	183622	0.0492970508270629
GCF_002157125.1__GCF_002157185.1	14	8	4608232	4156051	0.9018753830102304
GCF_002157165.1__GCF_002157185.1	227	213	3718307	3604334	0.969348146885128
GCF_001889465.1__GCF_001889485.1	8	0	2714642	0	0.0
GCF_001889445.1__GCF_001889465.1	60	0	2583466	0	0.0
GCF_000576145.2__GCF_001889445.1	43	0	2677310	0	0.0
GCA_005778305.1__GCA_005798385.1	144	65	1116994	487387	0.4363380644837841
GCA_005787845.1__GCA_009694705.1	96	45	914308	503531	0.5507236073620706
GCA_005787845.1__GCA_005799035.1	137	77	905850	479505	0.5293426063917868
GCA_003155455.1__GCA_003161995.1	533	265	2584002	1322692	0.5118773127884576
GCA_003155455.1__GCA_003158815.1	635	299	2520078	1284211	0.5095917666040496
GCA_003158435.1__GCA_003158815.1	789	439	2676127	1470598	0.5495247422861471
GCF_000827735.1__GCF_002302475.1	264	82	2305817	534485	0.2317985338819169
GCF_002302475.1__GCF_018332555.1	230	103	2174284	964000	0.4433643443082872
GCF_000827655.1__GCF_000827735.1	163	83	2634167	1034347	0.3926656890014945
GCA_016842245.1__GCA_016842425.1	375	189	4268437	2291116	0.536757600030175
GCA_016842145.1__GCA_016842425.1	1087	530	3948211	1875543	0.4750361619477783
GCA_016842265.1__GCA_016842285.1	173	72	4473117	1808980	0.4044115099157925
GCA_003132485.1__GCA_003132545.1	887	464	2880974	1475597	0.5121868506970212
GCA_003132485.1__GCA_003132965.1	770	405	3394246	1761294	0.5189058188475437
GCA_003132545.1__GCA_003132965.1	765	343	3007731	1422632	0.4729917668834081
GCA_017511185.1__GCA_017533965.1	348	184	1258232	645125	0.5127234087195366
GCA_017510565.1__GCA_017533965.1	383	190	1323320	677022	0.5116086811957803
GCA_017511185.1__GCA_017524105.1	454	217	1434525	675690	0.4710200240497725
GCA_902769435.1__GCA_902796715.1	317	165	1671805	904450	0.5410020905548195
GCA_902769435.1__GCF_002259715.1	278	166	1732155	1059229	0.6115093626147775
GCA_902760825.1__GCA_902769435.1	261	120	1782092	809852	0.454438940301623
GCF_018612935.1__GCF_900143105.1	321	196	2103187	1488436	0.7077050209990837
GCA_003966995.1__GCF_011317485.1	836	404	4908255	2133419	0.4346593646825603
GCA_002689885.1__GCA_902593395.1	90	48	759707	390008	0.5133663372852955
GCA_002169705.1__GCA_902593395.1	77	39	699999	354898	0.5069978671398102
GCA_002169705.1__GCA_902510115.1	93	57	564396	382497	0.6777103310441605
GCF_904842695.1__GCF_904848685.1	165	65	2105239	676693	0.321432863442108
GCA_002067955.1__GCA_018432365.1	279	134	1908995	843243	0.4417209055026336
GCA_002067495.1__GCA_002498505.1	322	160	1939835	1061545	0.5472346874863068
GCA_002067495.1__GCA_002067955.1	295	137	1900925	883652	0.4648536896510909
GCF_004684865.1__GCF_004745855.1	209	95	2265717	1073572	0.4738332280686423
GCF_002902105.1__GCF_004684865.1	334	151	2266195	1095453	0.4833886757317883
GCA_017887775.1__GCA_018713055.1	105	54	1898571	892924	0.4703137254282299
GCA_010548265.1__GCA_010548645.1	35	19	5406392	3598606	0.6656206209242689
GCA_009842775.1__GCA_009845765.1	101	49	3752407	2026227	0.5399806044493575
GCF_002095655.1__GCF_005864155.1	224	128	2668897	1344758	0.5038628317241167
GCF_002095695.1__GCF_002095895.1	156	27	2378189	34559	0.0145316457186539
GCF_002095765.1__GCF_002095895.1	122	26	2455074	30421	0.0123910725297893
GCA_016595455.1__GCA_016595575.1	182	71	3696013	969995	0.2624436115349161
GCA_002347465.1__GCA_002381895.1	345	163	2862495	1369138	0.4783023201787252
GCF_004794375.1__GCF_004794395.1	727	359	3365107	1523345	0.4526884286294611
GCA_903838475.1__GCA_903910395.1	326	156	1494408	712664	0.4768871686982404
GCF_002006175.1__GCF_002006215.1	275	131	4934905	2351031	0.4764085630827746
GCF_002006175.1__GCF_002006235.1	533	270	4224484	2223154	0.5262545674217254
GCF_002006215.1__GCF_002006235.1	520	269	4327817	2130686	0.4923234970425043
GCF_009931375.1__GCF_013307145.1	85	2	6653953	3775	0.0005673319303577
GCA_000300755.1__GCF_016026055.1	1083	558	5822522	2821513	0.4845860608169449
GCF_000022645.2__GCF_902832765.1	215	115	6772781	4442546	0.6559411857551573
GCA_002437545.1__GCA_002449415.1	375	183	2040954	1014456	0.4970499090131379
GCA_002404975.1__GCA_002437545.1	409	217	1797611	971035	0.5401808288890088
GCA_002405855.1__GCA_002431435.1	401	209	1771070	868770	0.4905339709892889
GCF_000367805.1__GCF_002356075.1	99	52	777181	327022	0.4207797154073504
GCF_002023425.1__GCF_009865615.1	349	203	3407563	1976017	0.5798915529954985
GCF_002843945.1__GCF_002951395.1	381	192	3414106	1843534	0.5399756188003536
GCF_000735205.1__GCF_014219705.1	388	231	3400637	1889249	0.5555573852781112
GCA_018822025.1__GCA_903886575.1	781	370	2654586	1222256	0.4604318714857985
GCA_018822025.1__GCA_903929545.1	824	410	2674375	1303869	0.4875415751343772
GCA_903886575.1__GCA_903929545.1	835	406	2765379	1303811	0.4714764233040028
GCA_016778485.1__GCA_016779845.1	93	54	952447	486027	0.5102929611831419
GCA_016778485.1__GCA_016779885.1	92	50	740565	420816	0.5682364140892426
GCA_016779845.1__GCA_016779885.1	98	52	752618	384045	0.5102787868480424
GCA_900765695.1__GCA_902406395.1	437	221	1975599	958011	0.4849217882778843
GCA_900765695.1__GCA_905208225.1	556	271	2095374	1039733	0.4962040189484073
GCA_902406395.1__GCA_905208225.1	198	103	2162199	991046	0.4583509658454194
GCF_001762595.1__GCF_017644995.1	131	85	1459280	891869	0.6111705772709829
GCF_001238805.1__GCF_001764275.1	88	51	1515704	947975	0.6254354412207133
GCF_006348105.1__GCF_013363775.1	129	62	1436766	692890	0.4822566792365632
GCF_001810345.1__GCF_014931375.1	151	82	1793549	1090598	0.6080670224231398
GCA_001914055.1__GCF_014931375.1	117	54	1772442	817051	0.4609747455770062
GCA_001914055.1__GCF_001810345.1	125	96	1780770	1438606	0.8078561521139732
GCF_000825065.1__GCF_000825085.1	57	3	2786808	38577	0.0138427189817167
GCF_902167775.1__GCF_902505515.1	204	125	2194204	1187499	0.541198083678637
GCF_000825045.1__GCF_009696495.1	285	180	2294861	1326006	0.5778153883830001
GCA_017886625.1__GCA_019117385.1	264	143	2592110	1347162	0.5197163700614558
GCA_017886625.1__GCA_904419965.1	246	114	2578689	1109874	0.4304024254184975
GCA_019117385.1__GCA_904419965.1	80	38	2785425	1342822	0.4820887297270614
GCF_900197825.1__GCF_900197835.1	107	60	2212470	1110680	0.5020090667896062
GCF_900197845.1__GCF_900450885.1	74	44	2224277	1026896	0.4616763109990347
GCF_900197835.1__GCF_900450885.1	95	51	2226591	825130	0.3705799583309193
GCF_002870005.1__GCF_003051885.1	86	32	4281488	1458333	0.3406135904152949
GCF_008244655.1__GCF_015319205.1	135	62	4315735	1697521	0.3933330012153202
GCF_002811785.1__GCF_002869975.1	93	63	4233803	2834722	0.66954508747809
GCA_002362615.1__GCA_002492815.1	117	60	2012611	1060504	0.5269294463758769
GCA_002493675.1__GCA_900541215.1	232	130	2221554	1263891	0.5689220248528732
GCA_002491315.1__GCA_002492815.1	114	56	2161506	1009887	0.4672145254281043
GCA_017472515.1__GCA_017542665.1	176	88	532718	305643	0.5737425805022545
GCF_004524045.1__GCF_019048365.1	249	89	4025691	1422504	0.3533564796701982
GCF_004524015.1__GCF_019048365.1	250	116	4026202	1958261	0.486379222900391
GCF_004524015.1__GCF_004524045.1	156	77	4757108	2164698	0.455044955884962
GCA_002698025.1__GCA_002712225.1	110	55	1764005	836251	0.4740638490253712
GCF_001556555.1__GCF_001557305.1	616	269	3630089	1640336	0.4518721166340549
GCF_001556895.1__GCF_001557305.1	653	308	3742597	1726497	0.4613098872253678
GCF_001556895.1__GCF_001557455.1	402	206	3459339	1810223	0.5232858069128236
GCA_018238305.1__GCA_018238725.1	607	314	3345252	1702170	0.5088316216536153
GCA_018238305.1__GCA_018238705.1	858	424	2694626	1235595	0.4585404430893192
GCA_018238705.1__GCA_018238745.1	777	380	2642545	1305260	0.4939405005401989
GCF_004216655.1__GCF_004217385.1	162	112	5261409	3924287	0.7458623726077939
GCF_003182235.1__GCF_003350115.1	55	31	5411701	2896829	0.5352899208585249
GCF_003182235.1__GCF_004216655.1	175	61	5257982	2002877	0.3809212355614759
GCF_014635785.1__GCF_900187075.1	27	11	2403927	1153240	0.4797317056632751
GCF_011090225.1__GCF_012689305.1	396	193	3283182	1634152	0.4977342102874589
GCF_011090235.1__GCF_012689315.1	338	193	3358003	2100836	0.6256206441745288
GCF_001267945.1__GCF_011090275.1	361	171	3521148	1230869	0.3495646874258054
GCF_004103265.1__GCF_005886885.1	409	219	4452101	2398400	0.5387119474603115
GCF_004103265.1__GCF_014925335.1	258	117	4738253	2086553	0.4403633575497129
GCF_005886885.1__GCF_014925335.1	286	121	4508373	1357456	0.3010966483917812
GCF_001281205.1__GCF_006493415.1	135	81	1361395	665817	0.4890696675101642
GCF_000830375.1__GCF_006493415.1	133	47	1403826	505331	0.3599669759642577
GCF_001281205.1__GCF_001281225.1	94	0	1398785	0	0.0
GCA_004557615.1__GCA_900771865.1	375	207	1515586	831963	0.5489381664913769
GCA_004557615.1__GCA_905209415.1	154	55	1538564	623567	0.405291557582265
GCA_900771865.1__GCA_905209415.1	386	209	1569959	834131	0.5313075054826273
GCF_000510915.2__GCF_900105815.1	162	79	5593847	2905676	0.5194414505795385
GCF_014646715.1__GCF_018732265.1	466	230	5300748	2599591	0.4904196539809098
GCF_000510915.2__GCF_900004755.1	206	81	5571798	1881407	0.3376660460411522
GCA_012839545.1__GCA_018432245.1	314	153	1647780	800371	0.4857268567405843
GCA_012839545.1__GCA_018435075.1	86	37	1859822	917447	0.4932982833841088
GCA_018432245.1__GCA_018435075.1	278	141	1657190	819153	0.4943024034661082
GCA_015688895.1__GCA_017390755.1	277	154	998568	583568	0.5844048677706476
GCF_002096365.1__GCF_015548965.1	192	40	1652660	415175	0.2512162211223119
GCF_002998215.1__GCF_019149305.1	197	95	3759703	1415017	0.3763640372657095
GCF_001637525.1__GCF_018729275.1	83	30	3865522	1069638	0.2767124336635518
GCF_014621755.1__GCF_016461605.1	206	149	3804766	2774069	0.7291037083489497
GCA_002433445.1__GCA_003447135.1	328	154	1070683	500356	0.4673241286169669
GCA_002323365.1__GCA_002436445.1	334	172	1657058	850453	0.5132306775019342
GCA_002433445.1__GCA_002719855.1	134	62	1474815	634705	0.4303624522397724
GCA_902793085.1__GCA_902793625.1	342	153	1573804	789908	0.5019100218324518
GCA_902787875.1__GCA_902793625.1	319	154	1442262	676877	0.4693162546056125
GCA_902792265.1__GCA_902793625.1	361	175	1419857	671888	0.4732082174472499
GCA_903933355.1__GCA_903960955.1	724	356	2057972	1032412	0.5016647456816711
GCA_903955405.1__GCA_903960955.1	665	339	2020063	992806	0.491472790700092
GCA_903950265.1__GCA_903955405.1	646	331	1880205	957535	0.5092715953845458
GCA_003343635.1__GCF_902386815.1	206	101	1971795	921110	0.4671428825004627
GCA_003343635.1__GCF_015550205.1	306	145	1940178	937471	0.4831881404695858
GCF_003433795.1__GCF_015550205.1	308	162	2736080	1608928	0.5880412853425339
GCF_003034305.1__GCF_006265105.1	172	148	955206	922229	0.9654765568892992
GCF_000959065.1__GCF_003034345.1	121	97	968099	828977	0.856293622862951
GCF_003034305.1__GCF_006265075.1	172	148	955203	922226	0.9654764484617406
GCA_017886845.1__GCA_904382625.1	334	152	2575075	1125946	0.437247847150083
GCA_004006215.1__GCF_004551665.1	149	9	3542013	8798	0.002483898280441
GCF_000988095.1__GCF_008801725.1	149	87	3698713	2329351	0.6297733833363118
GCA_004006215.1__GCF_008801725.1	186	137	3523146	2685080	0.7621256683657163
GCF_003568675.1__GCF_005786655.1	1520	695	8392683	3849240	0.458642367405036
GCA_001508665.1__GCA_002496255.1	563	274	1554451	721288	0.4640146263857787
GCA_001509255.1__GCA_002503525.1	658	317	1419999	662082	0.4662552579262379
GCA_001508665.1__GCA_001509255.1	550	204	1297582	429747	0.3311906299563342
GCA_015656935.1__GCA_904501725.1	164	0	2132630	0	0.0
GCA_017888015.1__GCA_019120015.1	154	91	2125003	1394667	0.6563129557934742
GCA_017888015.1__GCA_904419565.1	171	84	2378344	1151587	0.4841969874837282
GCA_019120015.1__GCA_904419565.1	43	22	2400981	1508735	0.6283827318916726
GCA_018716545.1__GCA_900753255.1	568	283	1844196	883530	0.4790868215742795
GCA_018716545.1__GCA_904419555.1	385	190	1881977	975678	0.5184324781865028
GCA_900753255.1__GCA_905199005.1	382	203	2108758	1144736	0.5428484444398077
