pairid	q_acc	r_acc	status	syn2b_breakpoints	syn2b_scj_distance	syn2b_breakpoint_density	syn2b_inverted_fraction	syn2b_raw_inverted_fraction	syn2b_orientation_mismatches	syn2b_orientation_mismatches_raw	syn2b_orientation_uninformative	syn2b_observable_fraction	syn2b_observable_adjacencies	syn2b_structural	syn2b_shared_tags	syn2b_repeats_dropped	syn2b_landmarks_collapsed	syn2b_circular
GCF_003755065.1__GCF_015350975.1	GCF_003755065.1	GCF_015350975.1	ok	23	54	0.08156	0.40071	0.40071	113	113	0	0.9926	269	0.8200	282	15	1480	false
GCA_902591755.1__GCA_902528375.1	GCA_902591755.1	GCA_902528375.1	ok	0	12	0.00000	0.40845	0.40845	29	29	0	0.9455	52	0.8154	71	0	37	false
GCA_905182795.1__GCA_000402755.1	GCA_905182795.1	GCA_000402755.1	ok	0	23	0.00000	0.43636	0.43636	24	24	0	0.7105	27	0.5400	55	1	38	false
GCF_003992595.1__GCF_003057865.1	GCF_003992595.1	GCF_003057865.1	ok	2	21	0.02439	0.41463	0.58537	34	48	0	0.8413	53	0.7162	82	40	353	false
GCF_004519305.1__GCF_003231275.1	GCF_004519305.1	GCF_003231275.1	ok	15	65	0.07317	0.44878	0.55122	92	113	0	0.8395	136	0.6615	205	51	1989	false
GCF_003252795.1__GCF_900638025.1	GCF_003252795.1	GCF_900638025.1	ok	16	39	0.05461	0.36177	0.36177	106	106	0	0.9795	286	0.8738	293	19	156	false
GCF_001447385.1__GCF_000622145.1	GCF_001447385.1	GCF_000622145.1	ok	27	101	0.15000	0.37222	0.62778	67	113	0	0.6797	104	0.4656	180	222	1395	false
GCF_010119545.1__GCF_010092985.1	GCF_010119545.1	GCF_010092985.1	ok	8	48	0.09412	0.49412	0.49412	42	42	0	0.5833	49	0.4839	85	57	486	false
GCF_003863365.1__GCF_013170805.1	GCF_003863365.1	GCF_013170805.1	ok	55	169	0.15581	0.49008	0.50992	173	180	0	0.8006	281	0.5764	353	194	3035	false
GCF_014649395.1__GCF_000414115.1	GCF_014649395.1	GCF_000414115.1	ok	47	489	0.01036	0.48467	0.51533	2198	2337	0	0.9978	4104	0.8924	4535	61	1982	false
GCF_902829295.1__GCF_014652475.1	GCF_902829295.1	GCF_014652475.1	ok	51	124	0.30723	0.42771	0.42771	71	71	0	0.8514	126	0.3861	166	36	1233	false
GCF_016804325.1__GCA_019216885.1	GCF_016804325.1	GCA_019216885.1	ok	242	486	0.09817	0.31886	0.68114	786	1679	0	1.0000	2462	0.8204	2465	353	2099	false
GCA_003278165.1__GCA_902555435.1	GCA_003278165.1	GCA_902555435.1	ok	0	37	0.00000	0.35028	0.64972	62	115	0	0.7643	120	0.7744	177	2	42	false
GCF_019050325.1__GCF_002102345.1	GCF_019050325.1	GCF_002102345.1	ok	1	43	0.00265	0.48677	0.48677	184	184	0	0.9438	319	0.8828	378	43	1629	false
GCF_003634515.1__GCF_000211415.1	GCF_003634515.1	GCF_000211415.1	ok	18	47	0.01938	0.45748	0.45748	425	425	0	0.9934	909	0.9499	929	88	895	false
GCA_002437305.1__GCA_002314195.1	GCA_002437305.1	GCA_002314195.1	ok	2	43	0.01439	0.49640	0.50360	69	70	0	0.8154	53	0.5700	139	13	332	false
GCF_000379065.1__GCF_000016425.1	GCF_000379065.1	GCF_000016425.1	ok	47	93	0.05038	0.34512	0.65488	322	611	0	1.0000	932	0.9049	933	193	932	false
GCF_001262495.1__GCF_000956525.1	GCF_001262495.1	GCF_000956525.1	ok	2	23	0.01212	0.36364	0.36364	60	60	0	0.9728	143	0.8598	165	18	1783	false
GCF_012568445.1__GCF_012567685.1	GCF_012568445.1	GCF_012567685.1	ok	0	0	0.00000	0.00000	0.00000	0	0	0	1.0000	4	1.0000	4	14	3	true
GCF_014280435.1__GCF_001713415.1	GCF_014280435.1	GCF_001713415.1	ok	83	167	0.49405	0.47024	0.47024	79	79	0	1.0000	166	0.3320	168	150	1549	false
GCF_006715495.1__GCF_003719195.1	GCF_006715495.1	GCF_003719195.1	ok	24	53	0.10714	0.49554	0.49554	111	111	0	0.9641	215	0.7837	224	100	1802	false
GCA_002418985.1__GCA_002412715.1	GCA_002418985.1	GCA_002412715.1	ok	7	125	0.00652	0.50000	0.50000	537	537	0	0.8879	919	0.8813	1074	11	585	false
GCF_900114015.1__GCF_000426025.1	GCF_900114015.1	GCF_000426025.1	ok	32	132	0.02658	0.47176	0.47176	568	568	0	0.9515	1098	0.8905	1204	53	842	false
GCF_900215375.1__GCA_902706205.1	GCF_900215375.1	GCA_902706205.1	ok	4	27	0.02484	0.44720	0.44720	72	72	0	0.8951	128	0.8235	161	17	911	false
GCF_000008025.1__GCA_902636535.1	GCF_000008025.1	GCA_902636535.1	ok	65	192	0.15366	0.49882	0.49882	211	211	0	1.0000	360	0.6057	423	35	55	false
GCF_006715785.1__GCF_019219825.1	GCF_006715785.1	GCF_019219825.1	ok	28	102	0.05821	0.47817	0.52183	230	251	0	0.9908	430	0.7980	481	111	1869	false
GCF_002920635.1__GCF_000009765.2	GCF_002920635.1	GCF_000009765.2	ok	14	138	0.03175	0.44444	0.44444	196	196	0	0.7114	313	0.6954	441	150	1973	false
GCF_001012825.1__GCF_000758545.1	GCF_001012825.1	GCF_000758545.1	ok	25	81	0.01514	0.35615	0.64385	588	1063	0	0.9782	1614	0.9516	1651	40	767	false
GCF_900130125.1__GCF_001314995.1	GCF_900130125.1	GCF_001314995.1	ok	23	49	0.09583	0.45000	0.45000	108	108	0	0.9833	235	0.8123	240	77	701	false
GCA_017546275.1__GCA_017546585.1	GCA_017546275.1	GCA_017546585.1	ok	0	79	0.00000	0.44163	0.55837	227	287	0	0.8013	363	0.8305	514	70	431	false
GCF_900101225.1__GCF_001570725.1	GCF_900101225.1	GCF_001570725.1	ok	9	20	0.00647	0.37356	0.62644	520	872	0	0.9993	1377	0.9856	1392	20	918	false
GCF_000959365.1__GCF_902833145.1	GCF_000959365.1	GCF_902833145.1	ok	52	128	0.09319	0.41935	0.41935	234	234	0	0.9981	533	0.7898	558	161	4217	false
GCA_004017275.1__GCF_003601975.1	GCA_004017275.1	GCF_003601975.1	ok	49	155	0.10560	0.47414	0.52586	220	244	0	0.9135	380	0.6843	464	131	2961	false
GCF_014145615.1__GCF_014635905.1	GCF_014145615.1	GCF_014635905.1	ok	1	9	0.01099	0.40659	0.40659	37	37	0	0.8987	71	0.8902	91	20	171	false
GCF_017833035.1__GCF_011759585.1	GCF_017833035.1	GCF_011759585.1	ok	46	98	0.16084	0.08741	0.08741	25	25	0	0.9964	280	0.7048	286	13	1119	false
GCF_008369405.1__GCF_001578775.1	GCF_008369405.1	GCF_001578775.1	ok	9	32	0.02387	0.39257	0.39257	148	148	0	0.9623	357	0.9160	377	13	195	false
GCF_003205615.1__GCF_000718555.1	GCF_003205615.1	GCF_000718555.1	ok	27	121	0.02346	0.37011	0.62989	426	725	0	0.9577	1063	0.8957	1151	56	1495	false
GCF_003143855.1__GCF_000829695.1	GCF_003143855.1	GCF_000829695.1	ok	43	142	0.03802	0.46065	0.53935	521	610	0	0.9596	1046	0.8765	1131	282	1746	false
GCF_000761215.1__GCF_016860525.1	GCF_000761215.1	GCF_016860525.1	ok	42	86	0.08554	0.31161	0.68839	153	338	0	1.0000	488	0.8383	491	254	1608	false
GCF_014784055.1__GCF_014352875.1	GCF_014784055.1	GCF_014352875.1	ok	56	112	0.18361	0.43279	0.43279	132	132	0	1.0000	305	0.6898	305	28	180	true
GCF_003148825.1__GCF_016755875.1	GCF_003148825.1	GCF_016755875.1	ok	45	104	0.01588	0.49453	0.49453	1401	1401	0	0.9936	2811	0.9638	2833	232	1609	false
GCF_003732275.1__GCF_013359695.1	GCF_003732275.1	GCF_013359695.1	ok	20	89	0.04329	0.49784	0.50216	230	232	0	0.9633	394	0.8090	462	1436	2024	false
GCF_900156405.1__GCF_002966515.1	GCF_900156405.1	GCF_002966515.1	ok	19	54	0.13571	0.42143	0.42143	59	59	0	0.8705	121	0.6561	140	59	591	false
GCA_002692685.1__GCA_012270265.1	GCA_002692685.1	GCA_012270265.1	ok	0	56	0.00000	0.41304	0.58696	76	108	0	0.8293	68	0.5725	184	2	350	false
GCA_902588835.1__GCA_902564265.1	GCA_902588835.1	GCA_902564265.1	ok	0	19	0.00000	0.39437	0.39437	28	28	0	0.7736	41	0.7031	71	0	32	false
GCF_001747895.1__GCF_001431205.1	GCF_001747895.1	GCF_001431205.1	ok	3	24	0.00815	0.16576	0.83424	61	307	0	0.9579	341	0.9337	368	17	109	false
GCF_012034245.1__GCF_900091625.1	GCF_012034245.1	GCF_900091625.1	ok	22	86	0.06414	0.47230	0.47230	162	162	0	0.8480	290	0.7618	343	109	1331	false
GCF_003426735.1__GCF_900129275.1	GCF_003426735.1	GCF_900129275.1	ok	7	22	0.07692	0.41758	0.41758	38	38	0	0.9079	69	0.7471	91	38	303	false
GCF_001040845.1__GCF_000230675.1	GCF_001040845.1	GCF_000230675.1	ok	0	7	0.00000	0.17241	0.17241	25	25	0	1.0000	137	0.9514	145	22	592	false
GCF_012027615.1__GCF_002214565.1	GCF_012027615.1	GCF_002214565.1	ok	23	51	0.07278	0.34177	0.65823	108	208	0	0.9778	308	0.8482	316	12	279	false
GCA_902803265.1__GCA_902783785.1	GCA_902803265.1	GCA_902783785.1	ok	0	3	0.00000	0.43333	0.43333	13	13	0	0.2500	1	0.5000	30	3	110	false
GCF_002940665.1__GCF_905142465.1	GCF_002940665.1	GCF_905142465.1	ok	9	23	0.00822	0.41370	0.41370	453	453	0	0.9954	1089	0.9791	1095	98	2899	false
GCF_002138415.1__GCA_002435595.1	GCF_002138415.1	GCA_002435595.1	ok	5	122	0.01761	0.43310	0.56690	123	161	0	1.0000	171	0.5764	284	49	1926	false
GCF_009727155.1__GCF_014192225.1	GCF_009727155.1	GCF_014192225.1	ok	56	133	0.06371	0.41980	0.41980	369	369	0	1.0000	857	0.8576	879	104	3411	false
GCA_017481395.1__GCA_017456845.1	GCA_017481395.1	GCA_017456845.1	ok	0	18	0.00000	0.36905	0.63095	31	53	0	0.6780	40	0.7231	84	10	284	false
GCF_001483755.1__GCF_001482365.1	GCF_001483755.1	GCF_001482365.1	ok	23	65	0.10502	0.39726	0.39726	87	87	0	0.8848	192	0.7269	219	73	610	false
GCA_003003725.1__GCF_015207505.1	GCA_003003725.1	GCF_015207505.1	ok	18	272	0.02719	0.48943	0.48943	324	324	0	0.5119	258	0.5294	662	76	774	false
GCA_900547285.1__GCA_900542965.1	GCA_900547285.1	GCA_900542965.1	ok	2	163	0.00194	0.48155	0.51845	496	534	0	0.8449	790	0.8333	1030	16	786	false
GCA_017618815.1__GCA_900167925.1	GCA_017618815.1	GCA_900167925.1	ok	0	107	0.00000	0.35249	0.35249	92	92	0	0.4625	117	0.5804	261	36	487	false
GCA_009706135.1__GCF_002288365.1	GCA_009706135.1	GCF_002288365.1	ok	0	37	0.00000	0.50000	0.50000	25	25	0	0.1020	5	0.2449	50	4	138	false
GCA_007116835.1__GCF_013415115.1	GCA_007116835.1	GCF_013415115.1	ok	0	110	0.00000	0.42982	0.57018	98	130	0	0.3333	72	0.4907	228	30	531	false
GCF_006715495.1__GCF_000300975.2	GCF_006715495.1	GCF_000300975.2	ok	22	91	0.07190	0.46078	0.53922	141	165	0	0.9921	250	0.7147	306	31	1912	false
GCF_003725545.1__GCF_003027925.1	GCF_003725545.1	GCF_003027925.1	ok	7	96	0.01250	0.45000	0.45000	252	252	0	0.8283	415	0.8168	560	62	1086	false
GCF_013407165.1__GCA_001510275.1	GCF_013407165.1	GCA_001510275.1	ok	0	10	0.00000	0.21429	0.78571	3	11	0	1.0000	3	0.2308	14	3	35	false
GCA_900554595.1__GCA_900539735.1	GCA_900554595.1	GCA_900539735.1	ok	8	157	0.01210	0.48109	0.51891	318	343	0	0.7264	446	0.7512	661	17	763	false
GCF_003545875.1__GCF_001729245.1	GCF_003545875.1	GCF_001729245.1	ok	5	18	0.01825	0.36131	0.63869	99	175	0	0.9669	263	0.9350	274	27	514	false
GCA_017547385.1__GCA_017461605.1	GCA_017547385.1	GCA_017461605.1	ok	12	37	0.08108	0.35811	0.35811	53	53	0	0.8768	121	0.7517	148	87	706	false
GCF_001939065.1__GCF_000702605.1	GCF_001939065.1	GCF_000702605.1	ok	12	38	0.01008	0.34118	0.34118	406	406	0	0.9882	1174	0.9683	1190	31	588	false
GCA_017644325.1__GCA_902538695.1	GCA_017644325.1	GCA_902538695.1	ok	0	35	0.00000	0.45205	0.45205	33	33	0	1.0000	35	0.5000	73	0	60	false
GCF_002086735.1__GCF_000164135.1	GCF_002086735.1	GCF_000164135.1	ok	28	175	0.01015	0.42624	0.57376	1176	1583	0	0.9621	2615	0.9368	2759	51	1352	false
GCF_001730295.1__GCA_001465115.1	GCF_001730295.1	GCA_001465115.1	ok	9	37	0.09474	0.33684	0.33684	32	32	0	0.7340	69	0.6337	95	38	214	false
GCA_902600485.1__GCA_902585365.1	GCA_902600485.1	GCA_902585365.1	ok	0	29	0.00000	0.30882	0.30882	42	42	0	0.9434	100	0.7786	136	0	24	false
GCA_013329255.1__GCA_905181785.1	GCA_013329255.1	GCA_905181785.1	ok	0	62	0.00000	0.49007	0.49007	148	148	0	0.7096	193	0.7754	302	1	407	false
GCA_017548765.1__GCA_002309675.1	GCA_017548765.1	GCA_002309675.1	ok	0	68	0.00000	0.46708	0.46708	149	149	0	0.8245	202	0.7597	319	17	602	false
GCA_002396385.1__GCA_002362105.1	GCA_002396385.1	GCA_002362105.1	ok	33	124	0.05861	0.48313	0.51687	272	291	0	0.8818	470	0.7821	563	44	537	false
GCF_011769525.1__GCF_002368275.1	GCF_011769525.1	GCF_002368275.1	ok	252	509	0.27010	0.42980	0.42980	401	401	0	0.9968	923	0.5690	933	187	588	false
GCA_900472575.1__GCF_003597675.1	GCA_900472575.1	GCF_003597675.1	ok	16	70	0.06478	0.31174	0.68826	77	170	0	0.8430	204	0.7328	247	69	2623	false
GCA_900542315.1__GCA_900757185.1	GCA_900542315.1	GCA_900757185.1	ok	10	102	0.01095	0.43421	0.56579	396	516	1	0.9435	801	0.8864	913	6	768	false
GCF_003996995.1__GCF_013170825.1	GCF_003996995.1	GCF_013170825.1	ok	7	348	0.01182	0.49155	0.49155	291	291	0	0.3232	191	0.4219	592	84	2911	false
GCA_900556885.1__GCA_900555675.1	GCA_900556885.1	GCA_900555675.1	ok	1	33	0.00575	0.36207	0.63793	63	111	0	0.8794	124	0.7937	174	1	62	false
GCF_017498525.1__GCA_013423955.1	GCF_017498525.1	GCA_013423955.1	ok	52	104	0.21577	0.41909	0.58091	101	140	0	1.0000	241	0.6451	241	381	1290	true
GCF_014764705.1__GCF_000495915.1	GCF_014764705.1	GCF_000495915.1	ok	20	133	0.00433	0.45087	0.54913	2083	2537	1	0.9903	4511	0.9712	4621	492	1998	false
GCF_016467435.1__GCF_002356515.1	GCF_016467435.1	GCF_002356515.1	ok	47	110	0.02626	0.47430	0.52570	849	941	0	0.9899	1770	0.9400	1790	132	3019	false
GCA_017856235.1__GCA_902598525.1	GCA_017856235.1	GCA_902598525.1	ok	0	6	0.00000	0.40909	0.40909	9	9	0	0.1818	2	0.5000	22	0	50	false
GCA_017964785.1__GCA_017518935.1	GCA_017964785.1	GCA_017518935.1	ok	7	97	0.01972	0.46761	0.53239	166	189	0	0.8326	179	0.6572	355	34	640	false
GCA_900539945.1__GCF_002549975.1	GCA_900539945.1	GCF_002549975.1	ok	37	119	0.20109	0.33152	0.66848	61	123	0	0.7651	127	0.4413	184	55	890	false
GCF_006874465.1__GCF_900156315.1	GCF_006874465.1	GCF_900156315.1	ok	83	222	0.02868	0.40567	0.40567	1174	1174	0	0.9933	2806	0.9246	2894	126	1733	false
GCF_003268775.1__GCF_000739775.1	GCF_003268775.1	GCF_000739775.1	ok	42	153	0.03175	0.41194	0.41194	545	545	0	0.9768	1223	0.8857	1323	84	4495	false
GCF_900176615.1__GCF_000204565.1	GCF_900176615.1	GCF_000204565.1	ok	4	13	0.08696	0.13043	0.86957	6	40	0	0.9111	41	0.7400	46	58	108	false
GCF_000559085.1__GCF_013404075.1	GCF_000559085.1	GCF_013404075.1	ok	5	72	0.01597	0.41853	0.58147	131	182	0	1.0000	248	0.7714	313	145	1889	false
GCF_002114285.1__GCF_018228765.1	GCF_002114285.1	GCF_018228765.1	ok	15	91	0.05319	0.42553	0.42553	120	120	0	0.7367	207	0.6894	282	41	324	false
GCF_001904745.1__GCF_000331305.1	GCF_001904745.1	GCF_000331305.1	ok	55	241	0.03988	0.44888	0.44888	619	619	0	0.8828	1213	0.8297	1379	254	692	false
GCA_900321715.1__GCA_017550525.1	GCA_900321715.1	GCA_017550525.1	ok	5	59	0.01786	0.46429	0.53571	130	150	0	0.9545	210	0.7790	280	17	244	false
GCA_003133645.1__GCA_002279285.1	GCA_003133645.1	GCA_002279285.1	ok	1	212	0.00117	0.49650	0.49650	425	425	0	0.8645	504	0.7151	856	39	760	false
GCF_003664255.1__GCF_003236335.1	GCF_003664255.1	GCF_003236335.1	ok	7	252	0.01254	0.47849	0.47849	267	267	0	0.9937	317	0.5516	558	133	1276	false
GCF_000766145.1__GCF_014322795.1	GCF_000766145.1	GCF_014322795.1	ok	12	59	0.03987	0.45847	0.54153	138	163	0	0.9401	251	0.8027	301	31	329	false
GCA_002371115.1__GCA_902788095.1	GCA_002371115.1	GCA_902788095.1	ok	2	35	0.02564	0.46154	0.53846	36	42	0	0.3793	22	0.4444	78	9	373	false
GCF_004570865.1__GCF_004114915.1	GCF_004570865.1	GCF_004114915.1	ok	66	166	0.03761	0.44103	0.44103	774	774	0	0.9778	1714	0.9085	1755	182	3570	false
GCF_008729015.1__GCF_000223905.1	GCF_008729015.1	GCF_000223905.1	ok	10	23	0.02793	0.43296	0.56704	155	203	0	0.9972	354	0.9373	358	102	601	false
GCF_002291145.1__GCF_016654115.1	GCF_002291145.1	GCF_016654115.1	ok	10	172	0.02028	0.46856	0.46856	231	231	0	0.8810	259	0.6000	493	117	2338	false
GCF_004519405.1__GCF_013386585.1	GCF_004519405.1	GCF_013386585.1	ok	9	90	0.01324	0.29265	0.29265	199	199	0	0.9950	599	0.8676	680	31	1894	false
GCA_009903935.1__GCA_011055415.1	GCA_009903935.1	GCA_011055415.1	ok	10	86	0.01629	0.46417	0.46417	285	285	0	0.9130	525	0.8581	614	17	235	false
GCF_001445655.1__GCF_002891295.1	GCF_001445655.1	GCF_002891295.1	ok	72	155	0.11650	0.22977	0.77023	142	476	0	0.9967	600	0.7731	618	168	1554	false
GCF_001017575.1__GCF_000816305.1	GCF_001017575.1	GCF_000816305.1	ok	3	6	0.01852	0.00000	0.00000	0	0	0	1.0000	162	0.9636	162	67	142	true
GCF_002083135.2__GCF_001543285.1	GCF_002083135.2	GCF_001543285.1	ok	9	18	0.02032	0.00000	1.00000	0	443	0	1.0000	443	0.9602	443	59	110	true
GCF_002355895.1__GCA_001579035.1	GCF_002355895.1	GCA_001579035.1	ok	30	69	0.22556	0.45113	0.54887	60	73	0	1.0000	123	0.5741	133	21	207	false
GCF_004792295.1__GCF_019134595.1	GCF_004792295.1	GCF_019134595.1	ok	34	72	0.05090	0.38024	0.61976	254	414	0	0.9970	664	0.8974	668	55	652	false
GCF_000971985.1__GCF_001421015.2	GCF_000971985.1	GCF_001421015.2	ok	3	21	0.00435	0.28737	0.71263	198	491	0	0.9797	674	0.9697	689	31	923	false
GCA_003170315.1__GCA_003167415.1	GCA_003170315.1	GCA_003167415.1	ok	4	49	0.00655	0.44517	0.55483	272	339	0	0.9556	559	0.9190	611	6	510	false
GCF_900187455.1__GCF_009883635.2	GCF_900187455.1	GCF_009883635.2	ok	42	106	0.19266	0.36697	0.36697	80	80	0	0.8848	192	0.5875	218	110	2314	false
GCF_018638295.1__GCF_014649995.1	GCF_018638295.1	GCF_014649995.1	ok	34	112	0.02833	0.49500	0.50500	594	606	0	0.9699	1129	0.9074	1200	62	1493	false
GCF_000472545.1__GCF_902859825.1	GCF_000472545.1	GCF_902859825.1	ok	19	96	0.02132	0.39169	0.39169	349	349	0	0.9619	807	0.8918	891	51	3644	false
GCF_014174155.1__GCF_014174305.1	GCF_014174155.1	GCF_014174305.1	ok	15	64	0.02322	0.34520	0.65480	223	423	0	0.9736	591	0.9005	646	29	1025	false
GCA_003281185.1__GCA_902574955.1	GCA_003281185.1	GCA_902574955.1	ok	0	16	0.00000	0.41593	0.58407	47	66	0	0.9639	80	0.8351	113	2	65	false
GCA_017622815.1__GCA_017466325.1	GCA_017622815.1	GCA_017466325.1	ok	103	253	0.07941	0.45412	0.54588	589	708	0	0.9855	1226	0.8163	1297	26	622	false
GCF_002270415.1__GCF_014207355.1	GCF_002270415.1	GCF_014207355.1	ok	49	120	0.01201	0.33619	0.66381	1372	2709	0	0.9966	4051	0.9709	4081	275	3192	false
GCF_007858185.1__GCF_018614655.1	GCF_007858185.1	GCF_018614655.1	ok	24	77	0.05660	0.39858	0.60142	169	255	0	0.9372	373	0.8209	424	47	1708	false
GCF_001618425.1__GCA_013361595.1	GCF_001618425.1	GCA_013361595.1	ok	0	198	0.00000	0.47011	0.47011	173	173	0	0.9640	107	0.3571	368	55	1335	false
GCA_004555735.1__GCA_905215645.1	GCA_004555735.1	GCA_905215645.1	ok	0	73	0.00000	0.49282	0.49282	103	103	0	0.4834	73	0.5549	209	15	288	false
GCF_013839425.1__GCF_009690625.1	GCF_013839425.1	GCF_009690625.1	ok	4	20	0.04124	0.10309	0.10309	10	10	0	0.8125	78	0.7980	97	8	499	false
GCF_001647545.1__GCA_002365595.1	GCF_001647545.1	GCA_002365595.1	ok	1	13	0.01099	0.40659	0.59341	37	54	0	0.9855	68	0.8395	91	11	347	false
GCF_017873555.1__GCF_018623055.1	GCF_017873555.1	GCF_018623055.1	ok	18	51	0.04265	0.49052	0.50948	207	215	0	0.9644	406	0.8838	422	32	320	false
GCF_001939065.1__GCF_001275385.1	GCF_001939065.1	GCF_001275385.1	ok	6	24	0.00919	0.32619	0.32619	213	213	0	0.9844	631	0.9630	653	9	550	false
GCF_001424125.1__GCF_007989805.1	GCF_001424125.1	GCF_007989805.1	ok	13	49	0.02121	0.33442	0.33442	205	205	0	0.9932	588	0.9215	613	8	1157	false
GCF_000948285.1__GCA_002243605.1	GCF_000948285.1	GCA_002243605.1	ok	17	35	0.04261	0.35088	0.64912	140	259	0	0.9975	397	0.9157	399	239	781	false
GCF_018687455.1__GCF_001659725.1	GCF_018687455.1	GCF_001659725.1	ok	4	8	0.07547	0.26415	0.26415	14	14	0	1.0000	53	0.8596	53	13	288	true
GCF_018881635.1__GCF_018881855.1	GCF_018881635.1	GCF_018881855.1	ok	2	11	0.03636	0.10909	0.10909	6	6	0	0.9600	48	0.8070	55	12	300	false
GCF_900143185.1__GCF_900116415.1	GCF_900143185.1	GCF_900116415.1	ok	7	19	0.07609	0.31522	0.31522	29	29	0	0.9759	81	0.7957	92	19	277	false
GCA_004017535.1__GCF_003601985.1	GCA_004017535.1	GCF_003601985.1	ok	52	137	0.14943	0.43391	0.43391	151	151	0	0.9290	301	0.6460	348	68	2714	false
GCF_000719265.1__GCF_014650495.1	GCF_000719265.1	GCF_014650495.1	ok	37	112	0.07400	0.40400	0.40400	202	202	0	0.9559	434	0.7812	500	38	1584	false
GCF_000612545.1__GCF_008704535.1	GCF_000612545.1	GCF_008704535.1	ok	30	69	0.04552	0.41730	0.58270	275	384	0	0.9818	646	0.8994	659	100	1418	false
GCA_005889285.1__GCA_005881235.1	GCA_005889285.1	GCA_005881235.1	ok	0	87	0.00000	0.43133	0.43133	179	179	0	0.7289	199	0.7247	415	21	538	false
GCF_001428845.1__GCF_000757485.1	GCF_001428845.1	GCF_000757485.1	ok	22	81	0.05164	0.46948	0.46948	200	200	0	0.9719	381	0.8159	426	47	1813	false
GCA_017524965.1__GCA_902780135.1	GCA_017524965.1	GCA_902780135.1	ok	47	266	0.06217	0.42328	0.57672	320	436	0	0.7284	531	0.6568	756	54	810	false
GCA_002509405.1__GCA_002505345.1	GCA_002509405.1	GCA_002505345.1	ok	0	32	0.00000	0.47295	0.52705	236	263	0	0.9421	456	0.9350	499	5	247	false
GCF_009744115.1__GCF_013426735.1	GCF_009744115.1	GCF_013426735.1	ok	29	105	0.01957	0.33401	0.33401	495	495	0	0.9641	1424	0.9301	1482	98	1699	false
GCF_017355365.1__GCF_001049495.1	GCF_017355365.1	GCF_001049495.1	ok	0	25	0.00000	0.44805	0.55195	69	85	0	0.8112	116	0.8288	154	19	1445	false
GCF_007341385.1__GCF_002303885.1	GCF_007341385.1	GCF_002303885.1	ok	5	32	0.04202	0.48739	0.51261	58	61	0	0.8804	81	0.7117	119	25	379	false
GCF_004340965.1__GCF_001422045.1	GCF_004340965.1	GCF_001422045.1	ok	97	198	0.11086	0.24800	0.24800	217	217	0	0.9931	860	0.7944	875	19	1915	false
GCF_000331285.1__GCA_903934325.1	GCF_000331285.1	GCA_903934325.1	ok	12	60	0.06557	0.48087	0.51913	88	95	0	0.8378	124	0.6610	183	6	1111	false
GCF_001905005.1__GCF_008704655.1	GCF_001905005.1	GCF_008704655.1	ok	78	170	0.04884	0.32373	0.32373	517	517	0	0.9875	1576	0.8981	1597	92	1791	false
GCF_000439105.1__GCF_900114105.1	GCF_000439105.1	GCF_900114105.1	ok	9	20	0.02088	0.41299	0.58701	178	253	0	0.9976	418	0.9534	431	12	149	false
GCF_000235465.1__GCF_000493815.1	GCF_000235465.1	GCF_000493815.1	ok	0	20	0.00000	0.32558	0.32558	14	14	0	0.2941	5	0.2308	43	13	68	false
GCF_002878475.1__GCF_001010355.1	GCF_002878475.1	GCF_001010355.1	ok	5	47	0.02488	0.45771	0.54229	92	109	0	0.9404	142	0.7459	201	53	2009	false
GCA_002254365.1__GCA_902500805.1	GCA_002254365.1	GCA_902500805.1	ok	0	72	0.00000	0.46186	0.46186	109	109	0	0.6111	88	0.5909	236	41	767	false
GCA_902619165.1__GCA_902537215.1	GCA_902619165.1	GCA_902537215.1	ok	6	44	0.01583	0.44063	0.44063	167	167	0	0.9424	327	0.8808	379	1	114	false
GCF_014836635.1__GCF_018403285.1	GCF_014836635.1	GCF_018403285.1	ok	17	70	0.01185	0.49442	0.49442	709	709	0	0.9864	1374	0.9510	1434	32	565	false
GCF_004331485.1__GCF_004331465.1	GCF_004331485.1	GCF_004331465.1	ok	34	111	0.00850	0.43236	0.43236	1729	1729	0	0.9965	3948	0.9724	3999	48	2573	false
GCF_001709075.1__GCF_000236805.1	GCF_001709075.1	GCF_000236805.1	ok	4	56	0.01476	0.47970	0.52030	130	141	0	0.8041	197	0.7838	271	42	742	false
GCF_017873555.1__GCF_002355655.1	GCF_017873555.1	GCF_002355655.1	ok	32	73	0.07207	0.46171	0.53829	205	239	0	0.9683	428	0.8447	444	22	302	false
GCF_004327355.1__GCF_004327285.1	GCF_004327355.1	GCF_004327285.1	ok	79	206	0.08634	0.40984	0.59016	375	540	0	0.9655	840	0.7874	915	78	1934	false
GCF_011927955.1__GCF_900169365.1	GCF_011927955.1	GCF_900169365.1	ok	3	36	0.01765	0.36471	0.63529	62	108	0	0.9929	140	0.7919	170	34	1617	false
GCF_001619875.1__GCF_014836645.1	GCF_001619875.1	GCF_014836645.1	ok	13	42	0.09559	0.32353	0.67647	44	92	0	0.8793	102	0.6934	136	18	435	false
GCF_003663945.1__GCA_001874145.1	GCF_003663945.1	GCA_001874145.1	ok	7	19	0.10606	0.22727	0.77273	15	51	0	0.9623	51	0.7031	66	7	139	false
GCA_902558885.1__GCA_902529515.1	GCA_902558885.1	GCA_902529515.1	ok	1	12	0.01818	0.45455	0.54545	25	30	0	0.8462	33	0.7447	55	0	41	false
