pairid	anim_ani	anim_af_ref	anim_af_qry	aligned_bases_qry	af_tier
GCF_003028475.1__GCF_006974125.1	90.9600	80.37	80.93	3656650	strict
GCF_000155895.1__GCF_000472565.1	84.6000	60.69	56.67	825644	low-AF
GCF_004345665.1__GCF_004217145.1	85.6300	40.99	43.78	3547552	low-AF
GCF_002846275.1__GCF_014874095.1	86.8900	42.87	51.50	4157786	low-AF
GCF_002741105.1__GCF_014109765.1	88.3800	67.06	77.06	3764064	strict
GCF_014874145.1__GCA_000426125.1	85.4700	35.82	36.75	1750052	low-AF
GCA_017536475.1__GCA_017411745.1	92.2600	79.82	78.24	1477530	strict
GCF_003931565.1__GCF_002742645.2	86.1600	51.05	45.74	2486962	low-AF
GCF_003667505.1__GCF_900143515.1	93.7200	69.16	83.39	5348191	strict
GCF_015910535.1__GCF_000243395.2	85.8300	53.30	56.43	2426221	low-AF
GCA_017962175.1__GCA_017651345.1	89.8600	39.25	48.46	1858263	low-AF
GCA_903909605.1__GCA_903893675.1	86.3900	74.06	71.13	954554	strict
GCA_003559215.1__GCF_000337675.1	90.1000	70.76	79.32	3126176	strict
GCF_003583925.1__GCF_002204745.1	87.5600	50.30	45.05	2297051	low-AF
GCF_005768555.2__GCF_014647675.1	88.6300	55.84	55.62	5765127	low-AF
GCF_000220175.1__GCA_000204585.1	84.5700	50.10	55.25	888239	low-AF
GCF_001667945.1__GCF_010731755.1	85.2100	54.17	48.70	2270792	low-AF
GCA_003210315.1__GCF_014279775.1	88.8700	49.29	70.40	1111428	strict
GCF_018449635.1__GCF_001557535.2	88.8900	59.91	77.43	5259799	strict
GCA_015206945.1__GCA_017115045.1	90.4700	62.32	58.48	4901629	low-AF
GCF_009764265.1__GCF_000612585.1	85.9800	37.41	37.19	2511910	low-AF
GCF_000220175.1__GCA_013140415.1	85.8300	70.97	52.75	847982	low-AF
GCA_017557885.1__GCA_017539325.1	85.1800	49.15	44.84	1004843	low-AF
GCF_002295065.1__GCF_000688075.1	85.8900	45.12	48.61	3211356	low-AF
GCF_000719865.1__GCF_000220705.2	92.2700	73.49	74.88	5195560	strict
GCF_001305855.1__GCF_001591825.1	90.6000	80.76	83.00	3582524	strict
GCF_009720385.1__GCF_007483665.1	91.6500	70.48	75.33	6652008	strict
GCF_000220085.1__GCA_901875575.1	90.4200	69.97	73.79	1434381	strict
GCF_004923315.1__GCF_000283655.1	90.3100	72.57	61.59	4990485	strict
GCF_003696285.1__GCA_002345575.1	86.1300	46.36	42.05	1832476	low-AF
GCA_017963805.1__GCA_002366995.1	90.9600	86.38	58.62	1200549	low-AF
GCF_003096925.1__GCF_003053685.1	90.3400	73.82	64.59	5559492	strict
GCA_905221305.1__GCA_000223255.2	86.2900	43.09	43.87	820274	low-AF
GCF_016616885.1__GCF_000473045.1	92.5700	69.78	75.36	6093231	strict
GCA_905234755.1__GCA_902776565.1	87.3800	40.66	41.03	1357415	low-AF
GCF_002210345.1__GCA_902779055.1	88.4800	47.06	50.00	1793023	low-AF
GCA_902614065.1__GCA_902550325.1	84.7100	72.74	52.22	712451	low-AF
GCF_001902145.1__GCF_001439845.1	94.7400	76.67	86.03	5136336	strict
GCF_004364585.1__GCF_017347085.1	93.4800	79.35	88.33	2604109	strict
GCF_000186705.1__GCA_009993635.1	85.6300	48.54	45.42	1415823	low-AF
GCA_903951325.1__GCA_903838995.1	93.2900	86.17	88.75	1704855	strict
GCF_903645285.1__GCA_000831085.1	88.3200	56.32	57.35	1162397	low-AF
GCA_002169115.2__GCA_014239265.1	94.0700	31.65	52.74	332378	low-AF
GCF_006438785.1__GCF_000264375.1	86.1100	52.64	50.22	2151492	low-AF
GCF_000970855.1__GCF_013346935.1	85.6500	47.53	47.07	950908	low-AF
GCF_900095175.1__GCF_018688355.1	85.0400	53.94	59.21	1129532	low-AF
GCF_002723955.1__GCF_000964465.1	89.7100	75.59	78.41	2594798	strict
GCF_008274785.1__GCF_000196875.2	93.3000	80.50	84.57	3250841	strict
GCF_009496155.1__GCF_003942865.1	93.3100	74.31	68.58	1487361	strict
GCF_003601975.1__GCF_000688075.1	86.6400	51.25	44.67	3642964	low-AF
GCA_003210895.1__GCA_003282425.1	89.5900	58.70	39.40	500618	low-AF
GCF_017872555.1__GCF_003443535.1	84.5500	56.62	60.15	2470242	strict
GCA_013821905.1__GCF_013410105.1	86.5900	51.61	62.51	2097135	strict
GCF_001544455.2__GCF_001557535.2	87.5600	48.90	63.52	4366684	strict
GCF_018131105.1__GCF_016599855.1	89.1100	64.03	66.02	4536763	strict
GCF_001425025.1__GCF_013155375.1	86.4500	53.45	52.16	2342269	low-AF
GCF_001180165.1__GCA_902538255.1	90.9200	44.92	60.11	483667	strict
GCF_001969855.1__GCF_900166645.1	85.6100	55.06	57.03	2497260	low-AF
GCF_003633895.1__GCF_014652335.1	93.1400	77.96	71.42	2586628	strict
GCA_004010275.1__GCF_001419745.1	88.4900	54.71	55.66	4776241	low-AF
GCA_902603555.1__GCA_902556265.1	85.6500	43.63	46.75	438337	low-AF
GCF_014863605.1__GCF_004006335.1	92.0600	85.48	82.63	5424701	strict
GCF_002803155.1__GCF_000935125.1	87.0700	43.48	36.51	3782483	low-AF
GCF_016658545.1__GCF_009883635.2	88.6000	66.22	60.88	4083014	strict
GCF_006717025.1__GCF_014518425.1	86.2300	40.62	45.14	2096562	low-AF
GCF_006937785.1__GCF_016584665.1	89.8000	69.58	70.30	3664004	strict
GCA_007279905.1__GCA_002367695.1	85.8500	43.63	47.42	732395	low-AF
GCF_000718325.1__GCF_005937995.2	94.0000	81.94	88.18	3552553	strict
GCA_018823905.1__GCA_016704835.1	88.6900	62.76	68.88	2540792	strict
GCA_905214235.1__GCA_902834055.1	96.5400	61.37	29.89	577977	verylow-AF
GCA_011525365.1__GCA_011523565.1	86.8800	53.26	47.01	1985574	low-AF
GCF_008119785.1__GCF_900090225.1	89.9000	57.09	44.58	4086963	low-AF
GCA_017503645.1__GCA_017451695.1	86.0700	53.97	53.59	1250999	low-AF
GCF_010448615.1__GCF_001594225.2	94.9600	87.84	85.24	5471165	strict
GCF_000374425.1__GCF_000369525.1	86.0200	41.93	52.88	1952520	low-AF
GCF_015155755.1__GCF_009834365.1	86.3600	49.85	52.62	1901963	low-AF
GCA_902630065.1__GCA_902533775.1	92.7700	51.61	51.69	498058	low-AF
GCA_902554195.1__GCA_902539445.1	93.2700	58.60	80.92	647064	strict
GCA_902615435.1__GCA_902591415.1	86.4100	58.40	51.01	530117	low-AF
GCA_002685315.1__GCA_002495525.1	88.4400	61.31	78.73	862225	strict
GCF_018986915.1__GCF_000175115.2	86.6800	49.71	54.14	2623701	low-AF
GCF_010858045.1__GCF_000308555.1	91.7500	80.93	79.61	5131360	strict
GCF_003063295.1__GCF_900187115.1	94.5300	79.20	82.48	1827285	strict
GCA_902632445.1__GCA_902556855.1	85.3900	48.59	44.29	370010	low-AF
GCF_000222765.1__GCA_013378335.1	88.7600	34.46	40.61	809982	low-AF
GCF_008369295.1__GCF_012935755.1	85.7100	38.87	44.25	2713332	low-AF
GCF_004684775.1__GCF_008642335.1	86.8500	51.28	44.90	4090711	low-AF
GCA_003209565.1__GCA_003281315.1	92.0500	68.34	78.13	1033025	strict
GCF_000373145.1__GCA_011053565.1	85.0000	53.90	45.40	1026420	low-AF
GCF_003045775.1__GCF_017303055.1	86.3700	42.09	40.27	1939129	low-AF
GCF_000612545.1__GCF_018614135.1	87.2500	45.58	46.68	3491381	low-AF
GCF_000262405.1__GCF_013520865.1	90.5900	73.86	55.68	3943636	low-AF
GCA_008638415.1__GCF_000341065.1	89.0200	63.47	65.42	4019996	strict
GCF_001672915.1__GCF_002101815.1	87.5700	77.48	71.77	4376832	strict
GCF_009834545.1__GCF_902497625.1	86.0400	44.20	40.68	2481178	low-AF
GCF_014204135.1__GCF_019048265.1	90.2600	69.35	78.59	3154603	strict
GCA_900552655.1__GCA_900754085.1	91.9300	80.39	72.25	1152730	strict
GCF_003853645.1__GCF_016899425.1	91.2200	67.44	62.37	5224099	strict
GCF_003696305.1__GCF_016008875.1	87.9300	59.77	62.81	3064441	strict
GCF_001905445.1__GCF_013401435.1	87.1800	43.88	47.24	3572440	low-AF
GCF_002939785.1__GCF_002939945.1	88.5200	69.77	64.30	3243063	strict
GCF_003287275.1__GCF_014844075.1	89.2900	69.35	74.06	5177170	strict
GCF_900205925.1__GCF_016908015.1	89.9600	68.07	74.21	2615222	strict
GCF_001180305.1__GCA_902618335.1	89.8900	74.62	55.19	807759	low-AF
GCF_001423905.1__GCF_000878135.1	89.7500	78.07	77.49	2664971	strict
GCA_003279455.1__GCA_003278445.1	85.8300	49.10	41.60	533456	low-AF
GCA_003281585.1__GCA_902570945.1	91.2100	71.67	57.79	742778	low-AF
GCA_902574215.1__GCA_902560805.1	86.5500	47.63	57.27	577397	low-AF
GCA_900544385.1__GCA_905209765.1	93.1100	77.77	81.76	1607799	strict
GCA_015062935.1__GCA_900314615.1	86.7000	55.67	55.25	1380973	low-AF
GCF_009696075.1__GCA_900754615.1	89.0000	71.03	69.65	1441849	strict
GCA_017621795.1__GCA_017465625.1	88.2500	71.55	60.09	1221625	strict
GCF_900112245.1__GCA_011050675.1	90.7800	74.86	79.13	3529712	strict
GCF_001613935.1__GCF_000478275.1	91.6100	71.37	78.11	6462274	strict
GCF_001983165.1__GCF_002837185.1	87.1900	55.81	50.91	3313616	low-AF
GCA_900543885.1__GCA_900541315.1	89.1900	65.04	59.08	1989065	low-AF
GCA_002720055.1__GCA_002713185.1	86.6900	81.14	77.94	1217590	strict
GCF_002022415.1__GCF_000384965.1	90.8700	87.97	83.31	1511221	strict
GCF_001262015.1__GCF_000144405.1	86.4600	45.05	44.46	1450325	low-AF
GCA_003218785.1__GCA_003218395.1	93.5100	55.92	59.62	1659779	low-AF
GCA_902604785.1__GCA_902579085.1	86.3300	50.74	47.12	488961	low-AF
GCF_000212815.1__GCF_000385925.1	88.4900	36.80	32.92	750450	low-AF
GCF_007096885.1__GCF_001905905.1	86.9100	37.32	38.48	2747821	low-AF
GCF_015670795.1__GCA_900758885.1	94.7000	83.78	74.37	1744480	strict
GCF_003635165.1__GCF_000292915.1	92.5300	76.64	63.91	4977068	strict
GCA_900547815.1__GCF_009696075.1	90.4700	71.93	70.97	1467990	strict
GCA_900313675.1__GCA_002382975.1	94.8800	61.98	55.41	1333273	low-AF
GCF_014650655.1__GCF_006540305.1	88.0600	47.85	52.22	4142593	low-AF
GCF_001401805.1__GCA_007988745.1	92.5400	83.81	85.18	3747546	strict
GCF_000723385.1__GCF_011745145.1	87.1600	67.40	69.99	4297391	strict
GCF_900169075.1__GCF_001563495.1	93.3700	82.77	87.02	4233371	strict
GCF_013170705.1__GCA_014189435.1	88.1400	55.36	66.30	4555112	strict
GCA_001510275.1__GCA_000484975.1	88.2900	77.25	64.77	790904	strict
GCF_002153655.1__GCF_000613865.1	95.0300	74.23	86.23	2349756	strict
GCA_017557635.1__GCA_905234745.1	86.7100	61.75	54.76	1335993	low-AF
GCA_017528425.1__GCA_902761395.1	90.6000	81.64	54.82	1141384	low-AF
GCF_002797975.1__GCA_002367105.1	94.2200	72.92	78.84	4156888	strict
GCA_018607995.1__GCA_000156115.1	92.6200	65.86	84.02	2631981	strict
GCF_000518245.1__GCF_001676785.2	86.9800	54.60	49.25	1684873	low-AF
GCA_014384505.1__GCA_905182255.1	88.7600	60.06	43.91	597644	low-AF
GCF_000720145.1__GCF_018614155.1	88.2700	52.65	53.15	4638095	low-AF
GCF_003130205.1__GCF_017160915.1	94.5900	68.47	81.54	1771385	strict
GCF_006539885.1__GCA_014652975.1	86.5900	50.63	49.59	1410046	low-AF
GCF_900079115.1__GCF_009601705.1	87.3700	75.43	65.13	1976009	strict
GCF_003752655.1__GCF_014205055.1	86.3400	49.95	43.61	4376889	low-AF
GCA_902627595.1__GCA_902514765.1	87.3500	62.20	49.15	561598	low-AF
GCF_004770905.1__GCF_000332495.1	84.4800	62.00	62.52	2518102	strict
GCF_009362785.1__GCF_001580545.1	90.8000	67.44	59.40	5316982	low-AF
GCA_002448495.1__GCA_902781305.1	88.2700	49.40	65.72	1379395	strict
GCA_011390235.1__GCA_011390615.1	88.7300	42.14	50.26	1284984	low-AF
GCF_002245535.1__GCF_001050035.1	87.9000	75.78	74.53	4095935	strict
GCF_000384655.1__GCF_000092845.1	93.4400	84.82	83.78	2749263	strict
GCA_003284275.1__GCA_902590465.1	86.8900	53.99	39.77	381382	low-AF
GCA_902594485.1__GCA_902593165.1	93.1500	58.45	83.38	717644	strict
GCF_001905845.1__GCF_008705135.1	86.9500	43.78	46.47	4061814	low-AF
GCF_001544495.1__GCA_001544655.2	85.8900	39.36	41.90	2956168	low-AF
GCF_002836635.1__GCA_002363385.1	85.7200	42.10	40.19	1664847	low-AF
GCA_902634045.1__GCA_902510025.1	84.6700	51.97	45.34	404502	low-AF
GCF_009371975.2__GCF_002813345.1	86.3500	62.39	51.52	1402038	low-AF
GCF_002303925.1__GCF_902498135.1	94.5800	75.44	80.96	5135289	strict
GCF_004346385.1__GCF_001418135.1	87.4500	50.37	50.82	3986166	low-AF
GCA_002722255.1__GCF_001971725.1	86.5700	47.55	49.44	1586541	low-AF
GCF_001602375.1__GCA_002508705.1	85.4400	45.40	51.93	1270151	low-AF
GCA_902593845.1__GCA_902568855.1	93.6300	70.06	43.96	465871	low-AF
GCF_002742625.1__GCF_002310375.3	86.4100	60.80	46.52	2563972	low-AF
GCF_014932895.1__GCF_002119445.1	91.3000	66.97	72.19	4193167	strict
GCF_003634755.1__GCF_015752255.1	91.7700	61.59	71.49	2362879	strict
GCF_001276215.1__GCF_001276985.1	90.1700	70.89	74.62	2751447	strict
GCF_000971235.1__GCF_000971115.1	91.4000	79.93	83.94	2581709	strict
GCA_017551925.1__GCA_902763885.1	86.2600	39.09	40.97	1071757	low-AF
GCA_003216175.1__GCF_003208055.1	86.6900	65.74	74.40	1178111	strict
GCF_004684055.1__GCA_018434075.1	85.5500	59.84	72.33	1386550	strict
GCF_014256275.1__GCF_000010805.1	90.4100	69.16	69.58	6139864	strict
GCF_000746395.1__GCF_016612545.1	88.4900	54.72	53.86	6168162	low-AF
GCF_014750685.1__GCF_001314995.1	85.9400	47.68	43.52	3062631	low-AF
GCF_900182635.1__GCF_900113615.1	90.9000	75.07	74.87	2377969	strict
GCF_903679515.1__GCF_902825155.1	85.3400	55.76	56.88	1121171	low-AF
GCF_002563675.1__GCA_001603275.1	87.4700	70.92	66.60	2172704	strict
GCF_900091425.1__GCF_009707425.1	86.4500	46.68	41.58	2941511	low-AF
GCF_002953615.1__GCA_004001285.1	94.0700	78.53	81.67	2843946	strict
GCF_012927345.1__GCF_900996225.1	87.3600	52.32	41.55	4019816	low-AF
GCA_018658605.1__GCA_012965455.1	89.8700	75.17	73.62	3245061	strict
GCA_902578255.1__GCA_902561095.1	91.2500	65.06	62.73	633130	strict
GCA_900541785.1__GCA_900756725.1	92.6000	79.86	72.98	1569984	strict
GCA_002840155.1__GCF_900113745.1	86.1600	67.74	61.90	2813812	strict
GCF_014268885.2__GCF_013373935.1	88.0600	58.74	62.04	3478996	strict
GCA_902785555.1__GCA_902767125.1	86.4400	74.75	44.23	1253169	low-AF
GCF_900476395.1__GCF_002939985.1	90.1600	76.74	78.72	3854171	strict
GCF_004403515.1__GCF_004402495.1	91.2700	70.88	76.49	2630371	strict
GCF_017329635.1__GCF_000219875.1	86.1600	62.29	63.61	1860700	strict
GCF_900177515.1__GCF_001639105.2	89.9000	70.13	63.57	4878461	strict
GCA_003209655.1__GCA_003213955.1	87.2900	73.10	74.67	1220882	strict
GCF_001005295.1__GCF_000725805.1	88.3100	52.68	59.24	4529627	low-AF
GCF_003626655.1__GCF_003172955.1	86.6700	56.76	51.30	3684611	low-AF
GCF_001808955.1__GCF_001061665.1	90.9100	68.27	65.59	1516627	strict
GCA_003210275.1__GCA_003283415.1	90.2700	54.06	60.57	710051	strict
GCF_019129285.1__GCA_905207245.1	87.9900	47.42	43.14	2990518	low-AF
GCF_003968755.1__GCF_003634755.1	86.3600	52.41	51.20	1733830	low-AF
GCF_016107655.1__GCF_900169145.1	88.6900	69.51	61.21	2604393	strict
GCA_003216415.1__GCA_017644425.1	90.1300	79.34	90.56	1352319	strict
GCF_014696435.1__GCF_002367995.1	94.8000	73.63	73.13	6758843	strict
GCA_902362375.1__GCA_900755095.1	92.5000	49.64	28.11	1792015	verylow-AF
GCA_019057865.1__GCA_016839585.1	93.3900	71.54	58.35	2488002	low-AF
GCF_000717655.1__GCF_008704935.1	91.0600	73.21	65.18	5594076	strict
GCA_015056685.1__GCF_000420825.1	94.5000	73.23	67.60	2717960	strict
GCF_004123835.1__GCF_000744505.1	85.3900	38.81	40.64	2826210	low-AF
GCF_001902635.1__GCF_003812745.1	93.8200	86.70	79.49	4180048	strict
GCF_003337565.1__GCF_900005615.1	85.2900	44.33	42.20	1775151	low-AF
GCF_017104715.1__GCF_904848645.1	88.1500	60.86	59.71	5987521	low-AF
GCF_014698505.1__GCF_013393905.1	89.9000	51.14	55.75	4945332	low-AF
GCF_002573625.1__GCF_008633215.1	91.0100	73.24	54.62	1560146	low-AF
GCA_902625035.1__GCA_902622805.1	85.6900	37.15	33.97	350063	low-AF
GCF_001476655.1__GCF_001792815.1	86.6800	53.60	46.52	1871175	low-AF
GCF_002940665.1__GCF_003999565.1	88.4100	60.75	68.12	3237856	strict
GCA_900318345.1__GCA_016290325.1	88.6700	69.17	63.55	2017284	strict
GCA_910584465.1__GCA_910583785.1	86.5200	48.51	51.06	1398381	low-AF
GCF_003202695.1__GCF_000499185.1	89.9300	70.75	80.59	1558224	strict
GCF_002803155.1__GCF_002082195.1	87.0700	46.19	37.71	3905847	low-AF
GCF_001720165.1__GCA_002354555.1	84.6500	48.41	48.49	1380530	low-AF
GCF_902499175.1__GCA_001883705.1	92.9600	71.30	65.22	5802538	strict
GCF_000797495.1__GCA_018365455.1	86.9800	63.23	61.35	4534343	strict
GCF_002895085.1__GCF_000204255.1	92.6900	96.89	99.23	1135421	strict
GCA_900542175.1__GCA_900540855.1	94.3900	79.24	85.74	1761124	strict
GCF_011752815.1__GCF_000758325.1	93.6300	91.29	88.05	4211522	strict
GCF_003610465.1__GCF_001908105.1	92.7300	78.88	75.52	3064724	strict
GCF_002179165.1__GCF_000254135.1	85.2700	64.52	64.78	1196562	strict
GCF_001477655.1__GCA_902771225.1	85.5300	47.44	44.67	1136158	low-AF
GCF_003815975.1__GCF_006829085.1	85.7400	43.17	44.47	2365388	low-AF
GCA_003212005.1__GCA_902574955.1	89.0700	29.24	28.87	295059	verylow-AF
GCF_003466125.1__GCF_010509075.1	92.9700	70.95	78.67	1701384	strict
GCF_002563775.1__GCF_002085925.2	94.9800	79.19	86.48	3475644	strict
GCF_001921865.1__GCF_003850345.1	91.2100	79.58	82.82	5594634	strict
GCF_002743375.1__GCF_002743335.1	88.6900	75.81	76.85	2506958	strict
GCF_001570565.1__GCF_001570525.1	93.1900	76.83	83.78	6582329	strict
GCF_002979555.1__GCF_013386585.1	88.6800	58.54	73.48	4103342	strict
GCA_003514385.1__GCA_002438685.1	94.2200	84.29	81.35	1687009	strict
GCA_002716845.1__GCA_003538555.1	94.2800	65.72	55.20	920696	low-AF
GCA_900541275.1__GCF_001808555.1	94.2100	80.67	85.63	1706319	strict
GCF_001427105.1__GCF_000756375.1	91.4500	75.71	70.42	3328697	strict
GCA_007845165.1__GCA_013333375.2	91.7100	69.49	71.14	441140	strict
GCA_008868125.1__GCF_900095745.1	87.3700	59.27	64.47	2365112	strict
GCA_902622545.1__GCA_902530715.1	90.3000	77.75	43.98	507428	low-AF
GCF_009707515.1__GCF_001708445.1	86.5800	50.71	58.31	3361701	low-AF
GCA_902618205.1__GCA_902616245.1	94.5000	84.09	80.14	1102860	strict
GCF_004195115.1__GCF_003614975.1	87.3900	68.11	69.83	3747496	strict
GCF_004011505.1__GCF_900323885.1	86.7100	40.10	46.77	5388212	low-AF
GCF_905397435.1__GCF_000426345.1	86.8500	41.38	34.82	3148039	low-AF
GCA_900555465.1__GCA_019115425.1	88.8200	56.21	59.02	1109488	low-AF
GCF_014851765.1__GCF_017968885.1	86.2000	43.85	45.23	2922997	low-AF
GCF_002742335.1__GCF_900142205.1	91.6800	21.27	23.06	1068946	verylow-AF
GCF_014648595.1__GCF_014648255.1	88.0400	62.51	71.22	3528197	strict
GCF_002197485.1__GCF_001187595.1	87.8500	72.60	75.35	2132454	strict
GCF_005081705.1__GCF_005082585.1	84.6100	74.48	73.75	481462	strict
GCF_003143935.1__GCF_001514065.1	91.5400	70.62	74.80	7196491	strict
GCF_017676385.1__GCF_017676345.1	88.9800	64.01	70.66	5165810	strict
GCF_008801285.1__GCF_002875705.1	88.4600	62.78	73.35	3359441	strict
GCF_008369405.1__GCF_003943465.1	93.2100	73.56	82.24	1679192	strict
GCA_016125555.1__GCA_013822695.1	85.1900	47.34	48.84	1498105	low-AF
GCF_011395035.1__GCF_000759475.1	84.3600	56.84	37.67	2459132	low-AF
GCF_000424445.1__GCA_017940955.1	94.9500	49.31	64.47	2443900	strict
GCF_013927005.1__GCF_002208095.1	87.3000	66.72	64.85	3614687	strict
GCF_004346005.1__GCF_000974985.2	86.6500	42.73	42.25	3924749	low-AF
GCF_001673535.1__GCF_001672755.1	85.2900	51.15	50.16	2815830	low-AF
GCF_001672975.1__GCF_009741445.1	86.4900	72.58	61.48	3640584	strict
GCF_001668575.1__GCF_001500025.1	87.9600	80.78	79.55	4360580	strict
GCF_002101885.1__GCF_010727125.1	87.7000	74.20	74.31	3369779	strict
GCA_902571005.1__GCA_902519835.1	95.2200	85.11	74.48	938844	strict
GCF_000015825.1__GCA_001896715.1	85.8100	42.43	46.30	1147375	low-AF
GCF_900104705.1__GCF_000400485.1	87.0500	58.89	61.17	1696543	strict
GCF_005298175.1__GCF_003344045.1	85.9800	69.84	60.04	2655557	strict
GCF_000716675.1__GCF_014650815.1	91.6400	81.17	77.66	7546891	strict
GCF_002896715.1__GCF_014196515.1	85.3600	43.66	44.48	2096316	low-AF
GCA_902625365.1__GCA_902582755.1	91.5700	50.21	70.67	729047	strict
GCF_003003925.1__GCF_000316515.1	93.8600	79.38	82.33	2649976	strict
GCF_000378945.1__GCF_000214035.2	92.6600	83.77	87.17	3564039	strict
GCF_000156655.1__GCA_900754615.1	89.0400	75.04	59.48	1497502	low-AF
GCF_008119785.1__GCF_014648395.1	89.4400	64.81	49.70	4556392	low-AF
GCA_011524395.1__GCF_001942495.1	93.8000	72.00	76.40	5920646	strict
GCF_003001935.1__GCF_900323885.1	87.7500	47.53	52.08	6343736	low-AF
GCA_004210805.1__GCF_003058055.1	86.8900	46.72	50.57	2403231	low-AF
GCA_003212035.1__GCA_902615165.1	92.8100	72.71	48.06	550023	low-AF
GCF_003353015.1__GCF_000772705.2	88.1500	64.71	67.30	3184243	strict
GCF_000955735.1__GCF_000022325.1	88.4600	31.97	37.84	951579	low-AF
GCA_003282975.1__GCF_000701385.1	92.7800	68.70	86.84	944436	strict
GCF_002561295.1__GCF_013314535.1	91.4100	67.38	77.47	3715952	strict
GCF_004403305.1__GCF_003602235.1	88.2200	59.04	62.32	2731952	strict
GCA_017940385.1__GCA_902764345.1	92.8100	85.64	86.69	2124450	strict
GCF_014863605.1__GCF_012974785.1	92.6400	85.17	82.23	5398215	strict
GCA_900548565.1__GCF_015670795.1	94.4900	72.48	87.98	1694317	strict
GCF_001667945.1__GCF_900078685.2	86.2200	56.94	58.18	2712696	low-AF
GCA_902619165.1__GCA_902576905.1	93.9900	86.79	64.24	1466258	strict
GCF_001907655.1__GCF_001644575.1	85.5600	52.55	52.89	3164138	low-AF
GCF_001426995.1__GCF_017876435.1	87.0600	62.68	65.87	2334665	strict
GCF_002860345.1__GCF_002286915.1	91.8200	78.76	82.65	1790824	strict
GCA_902596045.1__GCA_902520685.1	85.7000	57.43	47.97	514746	low-AF
GCA_013823325.1__GCF_900185715.1	88.9700	70.65	59.56	3592314	low-AF
GCF_900580675.1__GCF_003852405.1	89.0000	67.64	72.38	4386505	strict
GCF_009758255.1__GCF_003387575.1	90.8000	80.94	76.27	3028656	strict
GCF_003458715.1__GCF_000156655.1	89.0700	64.24	71.18	1619201	strict
GCF_009769385.1__GCF_014205015.1	89.4900	56.46	51.01	5525848	low-AF
GCF_002843585.1__GCF_002741075.1	85.5800	44.60	48.44	2617795	low-AF
GCA_018376905.1__GCA_900757265.1	93.2400	79.32	57.07	1287677	low-AF
GCF_002967995.1__GCF_001983175.1	85.7200	38.47	38.43	2507109	low-AF
GCF_006716915.1__GCF_001428505.1	88.1200	66.03	68.02	3260690	strict
GCA_900551185.1__GCF_001405375.1	94.8100	68.12	88.16	1514678	strict
GCA_902619835.1__GCA_902536085.1	86.6900	51.24	42.14	390950	low-AF
GCA_003506795.1__GCA_002412715.1	94.9900	54.70	76.42	2033883	strict
GCF_002192255.1__GCF_001704155.1	86.1600	46.65	43.70	1971837	low-AF
GCF_000428885.1__GCA_013390615.1	86.2300	45.77	51.76	1702766	low-AF
GCF_008364795.1__GCF_001305595.1	88.8700	58.34	64.71	4371402	strict
GCF_003075455.1__GCF_015751665.1	85.5300	52.25	51.78	1767744	low-AF
GCF_001687605.2__GCF_001465795.2	88.5900	79.15	84.86	2767900	strict
GCF_001618005.1__GCF_900168345.1	90.2400	76.74	77.43	2552809	strict
GCF_004216615.1__GCF_016405905.1	88.9000	62.40	65.35	4274607	strict
GCF_003942675.1__GCF_007475365.1	92.0200	77.32	74.34	1478010	strict
GCA_902582765.1__GCA_902516395.1	90.9300	58.89	66.06	632652	strict
GCF_002096355.1__GCF_000220045.1	88.5100	56.96	63.34	1170118	strict
GCF_900157385.1__GCF_000277125.1	85.3800	51.54	47.13	2841685	low-AF
GCF_002959915.1__GCF_900637515.1	87.8900	36.53	37.37	761455	low-AF
GCF_006227205.1__GCF_900105485.1	85.7200	42.44	37.33	2496359	low-AF
GCF_003732485.1__GCF_003352185.1	85.5400	44.68	38.72	2797831	low-AF
GCA_017559135.1__GCA_002358855.1	90.9100	76.23	72.80	1484740	strict
GCF_012935715.1__GCF_000633255.1	85.7700	41.81	36.67	2676985	low-AF
GCA_008501705.1__GCA_905479745.1	88.6100	85.67	86.50	2666835	strict
GCF_018127965.1__GCF_003609775.1	90.6100	78.36	75.69	2436180	strict
GCF_902506575.1__GCF_014534645.1	87.1300	40.79	45.35	3598200	low-AF
GCA_016882315.1__GCA_000708525.1	86.0700	49.94	55.44	1602969	low-AF
GCF_002926165.1__GCF_009908295.1	86.4700	40.33	43.32	3033538	low-AF
GCF_014211915.1__GCF_000012365.1	86.8500	42.73	38.17	2903927	low-AF
GCA_902596925.1__GCA_902587155.1	93.5100	72.31	63.41	712183	strict
GCA_004173515.1__GCF_014930455.1	91.5700	78.60	74.12	7561995	strict
GCA_015064185.1__GCA_017505785.1	86.9400	71.54	78.70	1205186	strict
GCF_013337765.1__GCF_008329905.1	85.8400	60.52	60.18	3907814	strict
GCF_015354575.1__GCF_900187455.1	85.7800	34.79	41.66	2524823	low-AF
GCF_900078675.2__GCF_000164135.1	85.9300	45.20	51.04	3026560	low-AF
GCF_000337555.1__GCF_000337595.1	93.4000	76.34	80.00	3523167	strict
GCA_003211315.1__GCA_003209055.1	87.7500	65.25	50.23	696955	low-AF
GCA_900105215.1__GCA_001312405.1	89.1000	73.45	59.39	3522718	low-AF
GCF_003725545.1__GCF_012034245.1	86.8700	43.79	45.54	2690925	low-AF
GCF_000344295.2__GCA_905372745.1	91.4500	69.86	68.68	1502328	strict
GCA_902587545.1__GCA_902540995.1	94.5200	79.67	69.18	783811	strict
