pairid	dd_breakpoints_ref	dd_breakpoints_qry	dd_relocations_ref	dd_relocations_qry	dd_translocations_ref	dd_translocations_qry	dd_inversions_ref	dd_inversions_qry	dd_insertions_ref	dd_insertions_qry	dd_insertionsum_ref	dd_insertionsum_qry	dd_tandemins_ref	dd_tandemins_qry	dd_tandeminssum_ref	dd_tandeminssum_qry
GCA_005768775.1__GCA_905369865.1	633.0	881.0	3.0	1.0	59.0	232.0	0.0	1.0	267.0	388.0	163108.0	549027.0	2.0	2.0	240.0	300.0
GCA_018367315.1__GCA_905369865.1	674.0	811.0	6.0	4.0	92.0	215.0	0.0	0.0	306.0	354.0	212958.0	430506.0	1.0	1.0	168.0	261.0
GCA_018648885.1__GCA_018653345.1	894.0	1265.0	3.0	3.0	55.0	271.0	0.0	0.0	443.0	461.0	443315.0	566329.0	0.0	2.0	0.0	112.0
GCA_018648885.1__GCA_018676775.1	804.0	979.0	0.0	1.0	51.0	164.0	0.0	0.0	448.0	300.0	552487.0	451362.0	0.0	1.0	0.0	37.0
GCA_018653345.1__GCA_018676775.1	1275.0	1027.0	2.0	3.0	291.0	183.0	0.0	0.0	570.0	352.0	578659.0	312445.0	1.0	0.0	75.0	0.0
GCA_018374935.1__GCA_018379525.1	700.0	741.0	8.0	15.0	57.0	71.0	0.0	0.0	342.0	266.0	346703.0	199584.0	1.0	0.0	224.0	0.0
GCA_018379525.1__GCA_900539745.1	775.0	699.0	17.0	7.0	73.0	67.0	0.0	0.0	248.0	355.0	278917.0	427151.0	0.0	1.0	0.0	299.0
GCA_015660395.1__GCA_910595855.1	294.0	253.0	0.0	0.0	80.0	52.0	0.0	0.0	135.0	140.0	127191.0	128609.0	0.0	0.0	0.0	0.0
GCA_012959215.1__GCA_012964205.1	199.0	275.0	3.0	3.0	25.0	48.0	0.0	0.0	106.0	165.0	107731.0	214719.0	0.0	0.0	0.0	0.0
GCA_012964205.1__GCA_015660395.1	227.0	261.0	0.0	1.0	36.0	68.0	0.0	0.0	140.0	125.0	142830.0	138950.0	0.0	0.0	0.0	0.0
GCF_000526895.1__GCF_902728075.1	401.0	386.0	3.0	8.0	52.0	29.0	3.0	3.0	195.0	117.0	160971.0	122471.0	0.0	0.0	0.0	0.0
GCF_000526895.1__GCF_900445535.1	222.0	85.0	0.0	2.0	39.0	0.0	0.0	0.0	116.0	0.0	97478.0	0.0	2.0	0.0	264.0	0.0
GCF_014201435.1__GCF_902728055.1	452.0	427.0	4.0	12.0	54.0	27.0	3.0	3.0	179.0	145.0	161640.0	129006.0	0.0	2.0	0.0	636.0
GCA_902554565.1__GCA_902570835.1	79.0	106.0	0.0	0.0	13.0	25.0	1.0	1.0	49.0	66.0	213537.0	392740.0	0.0	0.0	0.0	0.0
GCF_016882075.1__GCF_018440865.1	244.0	247.0	21.0	20.0	5.0	10.0	0.0	0.0	100.0	92.0	261477.0	166797.0	1.0	1.0	207.0	63.0
GCF_014223385.1__GCF_016881825.1	187.0	178.0	4.0	7.0	5.0	2.0	0.0	0.0	92.0	53.0	142675.0	148690.0	1.0	0.0	77.0	0.0
GCA_017552555.1__GCA_017615775.1	721.0	874.0	8.0	10.0	37.0	139.0	14.0	12.0	356.0	355.0	386801.0	443283.0	1.0	1.0	78.0	68.0
GCA_001792065.1__GCA_001792375.1	67.0	52.0	0.0	0.0	4.0	4.0	0.0	0.0	39.0	15.0	21546.0	2129.0	0.0	0.0	0.0	0.0
GCA_001792065.1__GCA_001792575.1	131.0	196.0	0.0	1.0	5.0	27.0	0.0	0.0	59.0	99.0	3096.0	53824.0	0.0	0.0	0.0	0.0
GCA_001792375.1__GCA_001792575.1	126.0	200.0	0.0	1.0	3.0	25.0	0.0	0.0	50.0	115.0	2245.0	72673.0	0.0	0.0	0.0	0.0
GCA_900765505.1__GCA_905213535.1	75.0	50.0	0.0	0.0	16.0	3.0	0.0	0.0	31.0	23.0	45065.0	13021.0	1.0	0.0	64.0	0.0
GCA_003556585.1__GCA_003561415.1	1042.0	463.0	0.0	0.0	243.0	108.0	1.0	1.0	674.0	150.0	1142684.0	163493.0	0.0	1.0	0.0	48.0
GCA_003556585.1__GCA_003564555.1	566.0	186.0	0.0	0.0	146.0	20.0	0.0	0.0	347.0	102.0	638850.0	205675.0	0.0	0.0	0.0	0.0
GCA_003561415.1__GCA_003564555.1	539.0	456.0	0.0	0.0	147.0	58.0	0.0	0.0	197.0	311.0	205060.0	870791.0	1.0	0.0	48.0	0.0
GCA_002491085.1__GCA_002493585.1	306.0	255.0	0.0	0.0	24.0	7.0	0.0	0.0	112.0	130.0	314441.0	35325.0	0.0	0.0	0.0	0.0
GCA_002361915.1__GCA_002490745.1	292.0	228.0	0.0	1.0	32.0	5.0	0.0	0.0	111.0	118.0	203008.0	104134.0	0.0	0.0	0.0	0.0
GCA_002491865.1__GCA_910584515.1	274.0	224.0	1.0	1.0	30.0	20.0	0.0	0.0	149.0	119.0	449647.0	151633.0	0.0	0.0	0.0	0.0
GCA_007120115.1__GCA_007127115.1	651.0	419.0	0.0	0.0	147.0	83.0	0.0	0.0	464.0	254.0	652347.0	116649.0	0.0	0.0	0.0	0.0
GCF_004769745.1__GCF_004770835.1	41.0	59.0	1.0	0.0	8.0	15.0	0.0	0.0	18.0	7.0	29511.0	1124.0	0.0	0.0	0.0	0.0
GCA_015659065.1__GCA_015664875.1	1002.0	762.0	0.0	0.0	301.0	235.0	2.0	2.0	436.0	246.0	385308.0	148321.0	1.0	2.0	270.0	135.0
GCA_900554055.1__GCA_905211945.1	604.0	786.0	2.0	3.0	62.0	199.0	0.0	0.0	332.0	390.0	224641.0	339394.0	0.0	2.0	0.0	80.0
GCA_004552825.1__GCA_014866545.1	2099.0	1725.0	3.0	3.0	379.0	156.0	0.0	1.0	819.0	706.0	553596.0	195720.0	4.0	1.0	690.0	133.0
GCA_008667845.1__GCA_008667945.1	2031.0	2057.0	9.0	5.0	265.0	274.0	4.0	6.0	786.0	867.0	287701.0	469734.0	1.0	0.0	108.0	0.0
GCA_008668375.1__GCA_014866525.1	1653.0	1562.0	2.0	4.0	180.0	111.0	6.0	6.0	515.0	629.0	360502.0	294734.0	3.0	0.0	400.0	0.0
GCF_900452545.1__GCF_900639855.1	100.0	228.0	7.0	4.0	0.0	47.0	1.0	0.0	5.0	70.0	452.0	55414.0	1.0	1.0	18.0	119.0
GCA_017387765.1__GCA_017389205.1	469.0	370.0	0.0	0.0	121.0	72.0	2.0	4.0	209.0	219.0	282814.0	164026.0	0.0	0.0	0.0	0.0
GCA_016288455.1__GCA_017392725.1	599.0	772.0	3.0	3.0	76.0	220.0	14.0	12.0	371.0	352.0	231744.0	494081.0	0.0	0.0	0.0	0.0
GCA_016288455.1__GCA_017389205.1	498.0	541.0	0.0	1.0	76.0	101.0	14.0	15.0	271.0	269.0	297041.0	430041.0	0.0	0.0	0.0	0.0
GCA_900550435.1__GCF_018917285.1	948.0	896.0	10.0	13.0	94.0	71.0	3.0	2.0	439.0	345.0	775289.0	521833.0	2.0	2.0	300.0	461.0
GCF_001889125.1__GCF_014217915.1	708.0	708.0	39.0	35.0	0.0	0.0	14.0	14.0	287.0	299.0	422449.0	455682.0	1.0	3.0	78.0	168.0
GCF_001889125.1__GCF_014883915.1	531.0	531.0	33.0	38.0	0.0	0.0	14.0	14.0	204.0	184.0	601099.0	351418.0	1.0	4.0	68.0	176.0
GCF_014217915.1__GCF_014883915.1	774.0	774.0	40.0	41.0	0.0	0.0	10.0	14.0	327.0	298.0	681284.0	394548.0	1.0	1.0	102.0	78.0
GCF_002313185.2__GCF_018917625.1	842.0	996.0	15.0	27.0	16.0	86.0	17.0	3.0	396.0	374.0	315373.0	848913.0	0.0	0.0	0.0	0.0
GCA_002333025.1__GCA_002477715.1	1214.0	1634.0	2.0	0.0	74.0	335.0	6.0	5.0	597.0	768.0	374368.0	743973.0	0.0	1.0	0.0	133.0
GCA_002332665.1__GCF_018917625.1	1255.0	709.0	1.0	3.0	289.0	13.0	0.0	1.0	472.0	342.0	1196512.0	122322.0	1.0	0.0	74.0	0.0
GCA_013043175.1__GCA_018679895.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GCA_013042345.1__GCA_018679745.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GCA_013001085.1__GCA_018679745.1	768.0	663.0	1.0	1.0	228.0	189.0	0.0	0.0	342.0	298.0	326594.0	300610.0	0.0	0.0	0.0	0.0
GCA_002372155.1__GCF_000621945.1	679.0	319.0	1.0	3.0	195.0	8.0	0.0	0.0	294.0	143.0	893733.0	56073.0	0.0	0.0	0.0	0.0
GCF_000282675.1__GCF_013450275.1	903.0	721.0	13.0	15.0	110.0	6.0	2.0	7.0	376.0	271.0	433964.0	510664.0	5.0	4.0	623.0	317.0
GCF_000833915.1__GCF_002989205.1	423.0	543.0	3.0	5.0	30.0	48.0	1.0	2.0	184.0	203.0	190670.0	221091.0	1.0	0.0	168.0	0.0
GCF_000012185.1__GCF_900408185.1	356.0	454.0	7.0	6.0	0.0	70.0	14.0	2.0	155.0	151.0	229486.0	269677.0	1.0	1.0	60.0	293.0
GCF_001184645.1__GCF_003414885.1	357.0	380.0	3.0	2.0	14.0	29.0	2.0	2.0	164.0	117.0	183715.0	186851.0	2.0	1.0	319.0	168.0
GCA_018829725.1__GCA_018899275.1	124.0	347.0	0.0	0.0	20.0	140.0	0.0	0.0	60.0	145.0	73174.0	187909.0	1.0	0.0	106.0	0.0
GCA_018829725.1__GCA_018901505.1	88.0	77.0	0.0	0.0	22.0	15.0	0.0	0.0	32.0	35.0	198008.0	80733.0	1.0	0.0	106.0	0.0
GCA_018899275.1__GCA_018901505.1	349.0	94.0	0.0	0.0	150.0	14.0	0.0	0.0	142.0	44.0	188686.0	34415.0	0.0	0.0	0.0	0.0
GCA_016893405.2__GCF_016834575.1	2235.0	2528.0	61.0	98.0	0.0	309.0	48.0	2.0	997.0	919.0	674305.0	1085336.0	2.0	0.0	221.0	0.0
GCA_016893405.2__GCF_000342345.1	1641.0	1876.0	33.0	55.0	3.0	200.0	28.0	1.0	727.0	823.0	1042658.0	1411683.0	2.0	1.0	265.0	72.0
GCF_000719785.1__GCF_016834575.1	1809.0	1835.0	12.0	23.0	168.0	247.0	6.0	3.0	660.0	523.0	297496.0	575342.0	10.0	9.0	1144.0	808.0
GCA_003385575.1__GCA_003385625.1	10.0	12.0	0.0	1.0	1.0	2.0	1.0	1.0	2.0	1.0	407.0	233.0	1.0	0.0	140.0	0.0
GCA_003385575.1__GCA_003389245.1	16.0	18.0	0.0	1.0	1.0	2.0	0.0	0.0	3.0	4.0	741.0	1998.0	2.0	1.0	235.0	102.0
GCA_003385625.1__GCA_003389245.1	8.0	8.0	0.0	0.0	2.0	2.0	0.0	0.0	1.0	1.0	29.0	821.0	1.0	0.0	29.0	0.0
GCF_001050495.1__GCF_902385745.1	820.0	278.0	1.0	2.0	335.0	3.0	0.0	0.0	416.0	180.0	325624.0	20881.0	0.0	1.0	0.0	3.0
GCF_015477305.1__GCF_015478245.1	978.0	941.0	7.0	11.0	60.0	24.0	2.0	2.0	350.0	455.0	837841.0	1522280.0	3.0	1.0	497.0	111.0
GCF_013839485.1__GCF_015477305.1	1613.0	1578.0	19.0	12.0	148.0	82.0	2.0	1.0	639.0	668.0	1065300.0	1053330.0	1.0	7.0	75.0	1146.0
GCF_015477435.1__GCF_015478245.1	1805.0	1797.0	11.0	15.0	71.0	45.0	2.0	1.0	755.0	802.0	1572796.0	1314774.0	2.0	5.0	411.0	513.0
GCF_004352805.1__GCF_005774755.1	3741.0	3910.0	14.0	11.0	369.0	439.0	16.0	20.0	1854.0	2032.0	1451996.0	1931109.0	0.0	2.0	0.0	618.0
GCF_004352805.1__GCF_009908215.1	3693.0	3781.0	18.0	16.0	388.0	380.0	17.0	23.0	1758.0	2002.0	1464212.0	1923345.0	1.0	0.0	120.0	0.0
GCF_005774755.1__GCF_009908215.1	704.0	594.0	0.0	0.0	146.0	59.0	0.0	0.0	347.0	411.0	30456.0	26914.0	2.0	2.0	672.0	36.0
GCA_002168455.2__GCA_002295295.1	209.0	273.0	2.0	2.0	5.0	33.0	0.0	0.0	94.0	147.0	192839.0	172150.0	0.0	0.0	0.0	0.0
GCA_002335965.1__GCA_002479915.1	565.0	560.0	0.0	1.0	100.0	91.0	0.0	0.0	232.0	285.0	130752.0	258457.0	0.0	0.0	0.0	0.0
GCA_002359785.1__GCA_002702085.1	757.0	331.0	1.0	0.0	202.0	7.0	0.0	0.0	345.0	159.0	640647.0	80273.0	0.0	0.0	0.0	0.0
GCA_018372155.1__GCF_009725145.1	1758.0	1357.0	13.0	11.0	193.0	48.0	0.0	0.0	714.0	431.0	649508.0	620935.0	5.0	4.0	1020.0	414.0
GCA_018372155.1__GCF_018403165.1	1599.0	1067.0	4.0	3.0	203.0	61.0	2.0	2.0	642.0	273.0	575285.0	353954.0	2.0	7.0	677.0	1561.0
GCA_018372155.1__GCF_003864435.1	1494.0	1040.0	11.0	6.0	201.0	41.0	2.0	2.0	580.0	316.0	384850.0	343862.0	2.0	6.0	687.0	368.0
GCA_016705185.1__GCA_016708405.1	478.0	476.0	29.0	22.0	18.0	21.0	5.0	3.0	169.0	223.0	391131.0	391817.0	3.0	1.0	214.0	42.0
GCA_016708405.1__GCA_016719845.1	534.0	556.0	15.0	13.0	11.0	35.0	3.0	0.0	271.0	171.0	492295.0	229828.0	0.0	1.0	0.0	83.0
GCA_016703055.1__GCA_017994455.1	409.0	694.0	4.0	4.0	3.0	141.0	3.0	0.0	142.0	330.0	90919.0	1002434.0	1.0	1.0	39.0	1.0
GCA_900757895.1__GCA_905199735.1	618.0	258.0	0.0	0.0	231.0	13.0	1.0	1.0	234.0	159.0	210396.0	99675.0	0.0	0.0	0.0	0.0
GCA_018383065.1__GCA_900757895.1	283.0	652.0	0.0	1.0	13.0	230.0	1.0	1.0	168.0	252.0	96763.0	220046.0	0.0	0.0	0.0	0.0
GCA_018383065.1__GCA_905199735.1	91.0	99.0	0.0	0.0	12.0	7.0	0.0	0.0	35.0	53.0	62967.0	103837.0	0.0	0.0	0.0	0.0
GCA_017524245.1__GCA_902781295.1	770.0	348.0	0.0	0.0	261.0	16.0	1.0	1.0	305.0	216.0	928074.0	98565.0	0.0	1.0	0.0	93.0
GCA_015490915.1__GCA_015492595.1	439.0	817.0	1.0	0.0	59.0	231.0	5.0	5.0	188.0	393.0	81110.0	493219.0	0.0	0.0	0.0	0.0
GCA_900540355.1__GCA_900759275.1	570.0	613.0	1.0	2.0	114.0	122.0	2.0	0.0	269.0	218.0	259929.0	312592.0	4.0	1.0	568.0	48.0
GCA_900540355.1__GCA_905206035.1	631.0	625.0	2.0	1.0	115.0	100.0	0.0	0.0	278.0	260.0	223659.0	345342.0	8.0	0.0	768.0	0.0
GCA_900759275.1__GCA_905206035.1	592.0	547.0	2.0	1.0	116.0	110.0	0.0	0.0	202.0	205.0	287631.0	306888.0	2.0	6.0	242.0	317.0
GCA_018715145.1__GCA_904397225.1	193.0	220.0	0.0	0.0	58.0	50.0	0.0	0.0	76.0	96.0	123512.0	83583.0	0.0	0.0	0.0	0.0
GCA_018715145.1__GCA_905203225.1	381.0	431.0	2.0	0.0	81.0	105.0	0.0	0.0	177.0	215.0	210324.0	382294.0	0.0	0.0	0.0	0.0
GCA_904397225.1__GCA_905203225.1	385.0	446.0	3.0	0.0	80.0	110.0	0.0	0.0	165.0	223.0	182033.0	386353.0	0.0	0.0	0.0	0.0
GCF_000750195.1__GCF_001941605.1	482.0	483.0	44.0	45.0	0.0	0.0	8.0	8.0	191.0	184.0	455204.0	328071.0	3.0	4.0	343.0	2223.0
GCF_000750195.1__GCF_007827205.1	310.0	311.0	35.0	32.0	0.0	0.0	8.0	8.0	115.0	135.0	203513.0	293805.0	1.0	4.0	176.0	1087.0
GCF_000568425.1__GCF_001941605.1	764.0	603.0	15.0	26.0	93.0	0.0	0.0	3.0	286.0	280.0	420392.0	295378.0	0.0	2.0	0.0	997.0
GCA_016717845.1__GCA_018000175.1	196.0	346.0	2.0	1.0	8.0	49.0	2.0	0.0	26.0	184.0	60677.0	271819.0	0.0	0.0	0.0	0.0
GCA_016717845.1__GCA_018002605.1	194.0	488.0	3.0	2.0	4.0	116.0	2.0	0.0	36.0	215.0	49439.0	319940.0	0.0	0.0	0.0	0.0
GCA_018000175.1__GCA_018002605.1	78.0	212.0	1.0	0.0	5.0	75.0	0.0	0.0	28.0	57.0	24677.0	91303.0	0.0	0.0	0.0	0.0
GCA_902757695.1__GCA_902787195.1	1380.0	1288.0	16.0	21.0	196.0	106.0	0.0	0.0	630.0	592.0	751558.0	727063.0	6.0	3.0	494.0	146.0
GCA_017540975.1__GCA_902792745.1	1445.0	1242.0	19.0	29.0	225.0	83.0	0.0	0.0	642.0	576.0	1228813.0	582171.0	6.0	2.0	618.0	146.0
GCA_902771665.1__GCA_902792745.1	1231.0	1151.0	28.0	31.0	115.0	61.0	0.0	0.0	541.0	477.0	622344.0	681586.0	10.0	1.0	1005.0	67.0
GCA_903874075.1__GCA_903908655.1	256.0	224.0	0.0	0.0	35.0	31.0	1.0	1.0	140.0	80.0	54229.0	39181.0	0.0	0.0	0.0	0.0
GCF_003578785.1__GCF_004569575.1	783.0	541.0	0.0	1.0	198.0	18.0	0.0	0.0	309.0	234.0	305139.0	193777.0	3.0	0.0	198.0	0.0
GCF_003578925.1__GCF_015235375.1	517.0	289.0	1.0	4.0	156.0	14.0	0.0	0.0	172.0	121.0	176394.0	183975.0	4.0	6.0	361.0	688.0
GCA_905187805.1__GCA_905215005.1	609.0	935.0	3.0	1.0	29.0	261.0	3.0	3.0	359.0	462.0	211300.0	545394.0	0.0	0.0	0.0	0.0
GCF_002763625.1__GCF_002763815.1	1366.0	1366.0	160.0	138.0	0.0	0.0	46.0	44.0	435.0	500.0	356893.0	456764.0	2.0	1.0	1841.0	784.0
GCF_002763595.1__GCF_002763815.1	1052.0	1052.0	134.0	122.0	0.0	0.0	26.0	24.0	353.0	353.0	344727.0	298011.0	0.0	0.0	0.0	0.0
GCF_002761935.1__GCF_002763735.1	1084.0	1078.0	82.0	77.0	32.0	0.0	6.0	20.0	401.0	368.0	403081.0	379207.0	1.0	0.0	266.0	0.0
GCA_017992035.1__GCA_018059965.1	156.0	285.0	0.0	1.0	18.0	86.0	0.0	0.0	95.0	112.0	153263.0	224480.0	0.0	0.0	0.0	0.0
GCA_017992035.1__GCA_905199485.1	280.0	228.0	2.0	2.0	28.0	20.0	0.0	0.0	159.0	69.0	530795.0	22486.0	1.0	0.0	100.0	0.0
GCA_018059965.1__GCA_905199485.1	591.0	291.0	3.0	3.0	168.0	43.0	1.0	1.0	280.0	107.0	728105.0	67339.0	0.0	0.0	0.0	0.0
GCF_001272985.1__GCF_002896635.1	95.0	126.0	1.0	3.0	8.0	17.0	0.0	0.0	25.0	30.0	3527.0	8113.0	4.0	2.0	170.0	199.0
GCF_000783055.1__GCF_002007035.1	348.0	581.0	3.0	6.0	50.0	212.0	0.0	1.0	135.0	244.0	77396.0	107682.0	11.0	2.0	1176.0	139.0
GCF_012273335.1__GCF_016757895.1	1173.0	1299.0	34.0	53.0	0.0	97.0	22.0	2.0	503.0	493.0	787592.0	660866.0	3.0	5.0	1630.0	656.0
GCA_902758475.1__GCA_902773745.1	774.0	640.0	3.0	5.0	110.0	45.0	4.0	6.0	323.0	294.0	527355.0	385181.0	0.0	0.0	0.0	0.0
GCA_018657695.1__GCA_018662995.1	446.0	384.0	0.0	0.0	166.0	129.0	1.0	1.0	223.0	205.0	204517.0	225657.0	1.0	0.0	39.0	0.0
GCA_018657695.1__GCA_018701195.1	553.0	135.0	0.0	0.0	240.0	25.0	1.0	1.0	248.0	56.0	461064.0	24371.0	2.0	0.0	102.0	0.0
GCA_018662995.1__GCA_018701195.1	447.0	113.0	0.0	0.0	196.0	29.0	0.0	0.0	197.0	37.0	515131.0	22935.0	1.0	0.0	63.0	0.0
GCA_017851575.1__GCA_017852015.1	137.0	253.0	0.0	0.0	52.0	105.0	0.0	0.0	55.0	87.0	50986.0	69445.0	0.0	0.0	0.0	0.0
GCA_017851575.1__GCA_017853135.1	137.0	228.0	0.0	0.0	49.0	95.0	0.0	0.0	56.0	84.0	49051.0	65253.0	0.0	0.0	0.0	0.0
GCA_017852015.1__GCA_017853135.1	235.0	215.0	0.0	0.0	91.0	83.0	0.0	0.0	82.0	88.0	62283.0	63799.0	0.0	0.0	0.0	0.0
GCF_001431365.1__GCF_003254095.1	105.0	81.0	0.0	0.0	13.0	7.0	0.0	0.0	40.0	34.0	13687.0	19115.0	1.0	0.0	252.0	0.0
GCF_001431365.1__GCF_014651335.1	140.0	106.0	0.0	0.0	17.0	12.0	0.0	0.0	72.0	16.0	10001.0	5028.0	2.0	0.0	300.0	0.0
GCF_003254095.1__GCF_014651335.1	112.0	126.0	0.0	2.0	9.0	6.0	0.0	0.0	56.0	34.0	18110.0	13403.0	1.0	0.0	48.0	0.0
GCA_002786095.1__GCF_900640075.1	414.0	202.0	0.0	0.0	104.0	21.0	0.0	0.0	229.0	35.0	376572.0	114876.0	0.0	3.0	0.0	180.0
GCA_007117925.1__GCA_007133755.1	722.0	749.0	0.0	0.0	184.0	200.0	0.0	0.0	424.0	441.0	476543.0	498407.0	1.0	1.0	48.0	35.0
GCF_000834105.1__GCF_014836545.1	1192.0	1058.0	6.0	6.0	139.0	31.0	3.0	3.0	469.0	512.0	435712.0	570563.0	0.0	3.0	0.0	525.0
GCF_002836675.1__GCF_014841975.1	1383.0	1265.0	24.0	16.0	145.0	19.0	2.0	10.0	599.0	508.0	501951.0	619187.0	1.0	4.0	190.0	884.0
GCA_002398185.1__GCA_002410745.1	1948.0	1789.0	7.0	1.0	175.0	94.0	4.0	4.0	830.0	703.0	666190.0	259552.0	1.0	0.0	63.0	0.0
GCA_002398185.1__GCA_002424445.1	1975.0	1937.0	7.0	2.0	143.0	121.0	6.0	6.0	853.0	771.0	393306.0	332982.0	0.0	0.0	0.0	0.0
GCA_002410745.1__GCA_002424445.1	1879.0	1984.0	2.0	3.0	86.0	140.0	4.0	4.0	735.0	765.0	260144.0	600032.0	1.0	0.0	127.0	0.0
GCF_001869395.1__GCF_900518835.1	510.0	614.0	1.0	1.0	82.0	160.0	6.0	6.0	101.0	233.0	136246.0	173832.0	1.0	0.0	120.0	0.0
GCF_001869365.1__GCF_900518825.1	953.0	283.0	0.0	0.0	147.0	10.0	0.0	0.0	67.0	428.0	199165.0	260604.0	0.0	0.0	0.0	0.0
GCF_000725025.1__GCF_001869505.1	184.0	719.0	0.0	0.0	8.0	157.0	0.0	0.0	243.0	38.0	122246.0	92564.0	0.0	1.0	0.0	60.0
GCF_000428085.1__GCF_001752515.1	30.0	61.0	2.0	1.0	2.0	15.0	0.0	0.0	5.0	24.0	244.0	19522.0	0.0	0.0	0.0	0.0
GCF_000428085.1__GCF_001752545.1	51.0	100.0	0.0	0.0	1.0	19.0	0.0	0.0	24.0	44.0	39809.0	58706.0	0.0	0.0	0.0	0.0
GCF_001752515.1__GCF_001752545.1	59.0	74.0	0.0	0.0	5.0	13.0	0.0	0.0	32.0	27.0	40995.0	40293.0	0.0	0.0	0.0	0.0
GCA_016778585.1__GCA_016780305.1	41.0	66.0	0.0	0.0	10.0	18.0	0.0	0.0	17.0	23.0	29562.0	86459.0	2.0	1.0	48.0	39.0
GCA_001626545.1__GCF_017744235.1	212.0	206.0	1.0	1.0	13.0	5.0	2.0	3.0	104.0	81.0	398816.0	370251.0	1.0	0.0	102.0	0.0
GCA_001626545.1__GCA_001626595.1	574.0	922.0	0.0	2.0	2.0	232.0	0.0	0.0	180.0	383.0	127018.0	210562.0	1.0	0.0	102.0	0.0
GCA_001626435.1__GCA_001626515.1	88.0	101.0	0.0	1.0	0.0	10.0	1.0	1.0	21.0	42.0	191254.0	5409.0	0.0	1.0	0.0	26.0
GCA_017401145.1__GCA_902756765.1	444.0	263.0	0.0	0.0	107.0	45.0	0.0	0.0	245.0	105.0	974151.0	67296.0	1.0	0.0	35.0	0.0
GCA_017401145.1__GCA_902800665.1	563.0	380.0	2.0	2.0	115.0	54.0	0.0	1.0	308.0	163.0	1233307.0	138762.0	0.0	0.0	0.0	0.0
GCA_902756765.1__GCA_902800665.1	1027.0	931.0	2.0	3.0	174.0	130.0	0.0	1.0	451.0	417.0	443148.0	454579.0	1.0	0.0	49.0	0.0
GCA_903836845.1__GCA_903927055.1	1574.0	1294.0	2.0	2.0	480.0	373.0	0.0	0.0	823.0	531.0	491160.0	224785.0	1.0	0.0	37.0	0.0
GCA_903836845.1__GCA_903911365.1	1689.0	1098.0	0.0	1.0	541.0	316.0	1.0	1.0	879.0	309.0	584108.0	147413.0	1.0	1.0	158.0	228.0
GCA_903911365.1__GCA_903921545.1	1241.0	1299.0	2.0	1.0	381.0	377.0	0.0	0.0	359.0	529.0	210552.0	243193.0	0.0	3.0	0.0	266.0
GCA_018713965.1__GCA_905213845.1	814.0	476.0	2.0	5.0	193.0	57.0	2.0	2.0	429.0	168.0	602827.0	50015.0	4.0	1.0	391.0	60.0
GCA_900319115.1__GCA_902776465.1	661.0	647.0	6.0	7.0	67.0	68.0	6.0	5.0	291.0	251.0	600715.0	440231.0	4.0	6.0	338.0	722.0
GCA_902765375.1__GCA_902789945.1	815.0	819.0	14.0	11.0	66.0	74.0	5.0	6.0	306.0	292.0	622767.0	324699.0	9.0	6.0	703.0	719.0
GCA_900319115.1__GCA_902772275.1	692.0	657.0	5.0	7.0	60.0	45.0	3.0	2.0	291.0	239.0	555771.0	463173.0	10.0	4.0	965.0	331.0
GCA_902784495.1__GCA_902798945.1	643.0	455.0	2.0	1.0	143.0	45.0	5.0	8.0	239.0	222.0	384038.0	217563.0	1.0	2.0	93.0	93.0
GCA_902758375.1__GCA_902784495.1	403.0	575.0	2.0	1.0	36.0	142.0	10.0	6.0	186.0	214.0	193765.0	304946.0	2.0	1.0	144.0	57.0
GCA_900320875.1__GCA_902802965.1	381.0	365.0	2.0	3.0	48.0	56.0	13.0	14.0	169.0	136.0	367435.0	156344.0	0.0	3.0	0.0	339.0
GCF_018618015.1__GCF_018618055.1	8.0	10.0	0.0	0.0	1.0	1.0	0.0	0.0	4.0	2.0	505.0	200.0	0.0	0.0	0.0	0.0
GCF_018617985.1__GCF_018618075.1	532.0	507.0	3.0	2.0	40.0	15.0	0.0	1.0	213.0	239.0	404299.0	295942.0	1.0	0.0	96.0	0.0
GCF_018617955.1__GCF_018618015.1	474.0	503.0	2.0	3.0	29.0	29.0	2.0	3.0	196.0	212.0	237499.0	223971.0	0.0	0.0	0.0	0.0
GCA_903813735.1__GCA_903813945.1	427.0	353.0	0.0	0.0	50.0	34.0	0.0	0.0	223.0	98.0	147478.0	53928.0	2.0	0.0	255.0	0.0
GCA_903813955.1__GCA_903819315.1	571.0	513.0	0.0	0.0	91.0	53.0	0.0	0.0	83.0	331.0	29208.0	264616.0	0.0	5.0	0.0	534.0
GCA_903813955.1__GCA_903813975.1	591.0	596.0	0.0	0.0	101.0	96.0	0.0	0.0	119.0	276.0	46466.0	192765.0	3.0	6.0	458.0	569.0
GCA_017958655.1__GCA_900321615.1	448.0	532.0	0.0	0.0	93.0	166.0	2.0	2.0	239.0	275.0	393741.0	180576.0	0.0	0.0	0.0	0.0
GCA_017958655.1__GCA_902759985.1	448.0	532.0	0.0	0.0	93.0	166.0	2.0	2.0	239.0	275.0	393741.0	180576.0	0.0	0.0	0.0	0.0
