pairid	q_acc	r_acc	status	syn2b_breakpoints	syn2b_scj_distance	syn2b_breakpoint_density	syn2b_inverted_fraction	syn2b_raw_inverted_fraction	syn2b_orientation_mismatches	syn2b_orientation_mismatches_raw	syn2b_orientation_uninformative	syn2b_observable_fraction	syn2b_observable_adjacencies	syn2b_structural	syn2b_shared_tags	syn2b_repeats_dropped	syn2b_landmarks_collapsed	syn2b_circular
GCA_016776415.1__GCA_018814905.1	GCA_016776415.1	GCA_018814905.1	ok	0.0	189.0	0.0	0.44922	0.44922	637.0	637.0	0.0	0.9465	1062.0	0.8502	1418	35	277	False
GCA_002071555.1__GCA_017993015.1	GCA_002071555.1	GCA_017993015.1	ok	0.0	286.0	0.0	0.4041	0.5959	847.0	1249.0	0.0	0.8427	1704.0	0.8593	2096	18	377	False
GCA_002071555.1__GCA_018436145.1	GCA_002071555.1	GCA_018436145.1	ok	0.0	250.0	0.0	0.49425	0.50575	945.0	967.0	0.0	0.8552	1536.0	0.8635	1912	37	380	False
GCA_017993015.1__GCA_018436145.1	GCA_017993015.1	GCA_018436145.1	ok	0.0	93.0	0.0	0.4778	0.5222	904.0	988.0	0.0	0.9888	1760.0	0.9498	1892	29	367	False
GCF_000519025.1__GCF_000526975.1	GCF_000519025.1	GCF_000526975.1	ok	1.0	75.0	0.0003	0.49777	0.50223	1675.0	1690.0	0.0	0.9885	3269.0	0.9776	3365	29	1015	False
GCF_007954305.1__GCF_007954345.1	GCF_007954305.1	GCF_007954345.1	ok	0.0	29.0	0.0	0.23689	0.23689	994.0	994.0	0.0	0.9971	4085.0	0.993	4196	38	328	False
GCF_000337295.1__GCF_000685635.1	GCF_000337295.1	GCF_000685635.1	ok	4.0	19.0	0.00071	0.00124	0.00124	7.0	7.0	0.0	0.9981	5637.0	0.9966	5652	43	701	False
GCF_000337295.1__GCF_005406325.1	GCF_000337295.1	GCF_005406325.1	ok	0.0	18.0	0.0	0.11974	0.88026	680.0	4999.0	0.0	0.9975	5661.0	0.9968	5679	45	703	False
GCF_000685635.1__GCF_005406325.1	GCF_000685635.1	GCF_005406325.1	ok	4.0	16.0	0.00071	0.11708	0.88292	660.0	4977.0	0.0	0.9993	5629.0	0.9972	5637	58	704	False
GCA_016869095.1__GCA_017302665.1	GCA_016869095.1	GCA_017302665.1	ok	8.0	34.0	0.01444	0.44585	0.55415	247.0	307.0	0.0	0.9758	524.0	0.9384	554	28	68	False
GCA_903872275.1__GCA_903889345.1	GCA_903872275.1	GCA_903889345.1	ok	15.0	860.0	0.00176	0.48286	0.48286	4126.0	4126.0	0.0	0.912	7369.0	0.8961	8545	178	1285	False
GCA_903863355.1__GCA_903872275.1	GCA_903863355.1	GCA_903872275.1	ok	7.0	880.0	0.00082	0.49247	0.50753	4216.0	4345.0	0.0	0.9688	7401.0	0.894	8561	175	1267	False
GCA_903863355.1__GCA_903889345.1	GCA_903863355.1	GCA_903889345.1	ok	5.0	518.0	0.00054	0.4692	0.4692	4327.0	4327.0	0.0	0.9669	8452.0	0.9424	9222	255	1334	False
GCF_014841625.1__GCF_014842095.1	GCF_014841625.1	GCF_014842095.1	ok	8.0	32.0	0.00172	0.48448	0.48448	2248.0	2248.0	0.0	0.9985	4614.0	0.9931	4640	24	1942	False
GCA_900600405.1__GCF_014842095.1	GCA_900600405.1	GCF_014842095.1	ok	1.0	22.0	0.00021	0.40197	0.40197	1921.0	1921.0	0.0	0.9979	4750.0	0.9954	4779	26	1974	False
GCA_900600405.1__GCF_014841705.1	GCA_900600405.1	GCF_014841705.1	ok	6.0	31.0	0.00152	0.27524	0.72476	1085.0	2857.0	0.0	0.9969	3916.0	0.9921	3942	14	1848	False
GCA_001805945.1__GCA_001805995.1	GCA_001805945.1	GCA_001805995.1	ok	0.0	132.0	0.0	0.30157	0.30157	652.0	652.0	0.0	0.9515	1981.0	0.9376	2162	1	242	False
GCA_001805945.1__GCA_003500255.1	GCA_001805945.1	GCA_003500255.1	ok	0.0	127.0	0.0	0.37255	0.62745	760.0	1280.0	0.0	0.9462	1881.0	0.9368	2040	1	243	False
GCA_001804475.1__GCA_003500255.1	GCA_001804475.1	GCA_003500255.1	ok	0.0	55.0	0.0	0.48506	0.51494	1088.0	1155.0	0.0	0.9799	2148.0	0.9751	2243	4	255	False
GCA_017886555.1__GCA_905201965.1	GCA_017886555.1	GCA_905201965.1	ok	2.0	284.0	0.00136	0.45207	0.45207	665.0	665.0	0.0	0.9654	1117.0	0.7977	1471	9	160	False
GCA_017544355.1__GCA_905233155.1	GCA_017544355.1	GCA_905233155.1	ok	13.0	294.0	0.00644	0.46954	0.46954	948.0	948.0	0.0	0.8753	1642.0	0.8488	2019	50	657	False
GCA_017544355.1__GCA_905234335.1	GCA_017544355.1	GCA_905234335.1	ok	9.0	250.0	0.00509	0.44262	0.44262	783.0	783.0	0.0	0.8917	1351.0	0.846	1769	57	601	False
GCA_905233155.1__GCA_905234335.1	GCA_905233155.1	GCA_905234335.1	ok	14.0	295.0	0.00406	0.40238	0.40238	1389.0	1389.0	0.0	0.9742	3024.0	0.9111	3452	57	710	False
GCA_015490595.1__GCA_015492235.1	GCA_015490595.1	GCA_015492235.1	ok	0.0	244.0	0.0	0.4778	0.4778	904.0	904.0	0.0	0.9957	1609.0	0.8685	1892	4	191	False
GCA_015490595.1__GCF_013761125.1	GCA_015490595.1	GCF_013761125.1	ok	3.0	48.0	0.00272	0.45018	0.45018	497.0	497.0	0.0	0.9617	1056.0	0.9565	1104	5	204	False
GCA_015492235.1__GCF_013761125.1	GCA_015492235.1	GCF_013761125.1	ok	3.0	250.0	0.00315	0.46849	0.46849	446.0	446.0	0.0	0.6797	643.0	0.7363	952	3	195	False
GCA_002712965.1__GCA_009391645.1	GCA_002712965.1	GCA_009391645.1	ok	5.0	52.0	0.00658	0.47368	0.52632	360.0	400.0	0.0	0.9649	688.0	0.9294	760	66	109	False
GCA_018814585.1__GCA_018817105.1	GCA_018814585.1	GCA_018817105.1	ok	0.0	18.0	0.0	0.2142	0.2142	374.0	374.0	0.0	0.9948	1708.0	0.9896	1746	10	142	False
GCA_018814585.1__GCA_018825025.1	GCA_018814585.1	GCA_018825025.1	ok	0.0	9.0	0.0	0.22339	0.22339	405.0	405.0	0.0	0.9967	1786.0	0.995	1813	5	149	False
GCA_018817105.1__GCA_018825025.1	GCA_018817105.1	GCA_018825025.1	ok	0.0	19.0	0.0	0.36007	0.36007	624.0	624.0	0.0	0.9918	1700.0	0.989	1733	9	143	False
GCF_002049255.1__GCF_002049395.1	GCF_002049255.1	GCF_002049395.1	ok	2.0	86.0	0.00112	0.47819	0.52181	855.0	933.0	0.0	0.9865	1679.0	0.9513	1788	38	173	False
GCF_002049395.1__GCF_900167165.1	GCF_002049395.1	GCF_900167165.1	ok	1.0	106.0	0.0006	0.47267	0.52733	787.0	878.0	0.0	0.9599	1531.0	0.9354	1665	23	169	False
GCF_002049255.1__GCF_003047205.1	GCF_002049255.1	GCF_003047205.1	ok	10.0	62.0	0.00601	0.49249	0.49249	820.0	820.0	0.0	0.9712	1616.0	0.9629	1665	44	174	False
GCF_001556235.1__GCF_003815615.1	GCF_001556235.1	GCF_003815615.1	ok	9.0	132.0	0.00333	0.45391	0.45391	1226.0	1226.0	0.0	0.9526	2572.0	0.9512	2701	42	315	False
GCF_001556235.1__GCF_003815635.1	GCF_001556235.1	GCF_003815635.1	ok	4.0	134.0	0.00148	0.44798	0.44798	1210.0	1210.0	0.0	0.9489	2562.0	0.9504	2701	33	320	False
GCF_003815615.1__GCF_003815635.1	GCF_003815615.1	GCF_003815635.1	ok	9.0	18.0	0.00328	0.00255	0.00255	7.0	7.0	0.0	1.0	2744.0	0.9935	2744	53	317	True
GCA_018000135.1__GCA_018435005.1	GCA_018000135.1	GCA_018435005.1	ok	1.0	43.0	0.00015	0.48386	0.51614	3268.0	3486.0	0.0	0.9988	6682.0	0.9936	6754	31	825	False
GCA_002359565.1__GCA_009926805.1	GCA_002359565.1	GCA_009926805.1	ok	3.0	187.0	0.00115	0.4893	0.5107	1281.0	1337.0	0.0	0.9519	2395.0	0.9277	2618	3	247	False
GCA_002359565.1__GCA_009927355.1	GCA_002359565.1	GCA_009927355.1	ok	0.0	212.0	0.0	0.45554	0.54446	953.0	1139.0	0.0	0.9654	1784.0	0.8945	2092	4	227	False
GCA_009926805.1__GCA_009927355.1	GCA_009926805.1	GCA_009927355.1	ok	0.0	230.0	0.0	0.43592	0.43592	915.0	915.0	0.0	0.9789	1807.0	0.8873	2099	3	244	False
GCA_017422705.1__GCA_902767505.1	GCA_017422705.1	GCA_902767505.1	ok	3.0	142.0	0.00271	0.45758	0.45758	507.0	507.0	0.0	0.9657	902.0	0.864	1108	19	166	False
GCA_902767505.1__GCA_902798315.1	GCA_902767505.1	GCA_902798315.1	ok	1.0	228.0	0.00074	0.42563	0.42563	578.0	578.0	0.0	0.8602	1003.0	0.8193	1358	19	184	False
GCA_902767505.1__GCA_902800885.1	GCA_902767505.1	GCA_902800885.1	ok	4.0	207.0	0.00257	0.4653	0.4653	724.0	724.0	0.0	0.8615	1269.0	0.8621	1556	22	183	False
GCF_001854285.1__GCF_001854305.1	GCF_001854285.1	GCF_001854305.1	ok	23.0	50.0	0.00175	0.00046	0.99954	6.0	13157.0	0.0	0.9998	13158.0	0.9962	13163	560	2976	False
GCF_005887445.1__GCF_005887475.1	GCF_005887445.1	GCF_005887475.1	ok	0.0	68.0	0.0	0.42992	0.57008	2331.0	3091.0	0.0	0.9968	5225.0	0.9872	5422	47	504	False
GCA_004560015.1__GCA_015655785.1	GCA_004560015.1	GCA_015655785.1	ok	13.0	141.0	0.01764	0.38942	0.61058	287.0	450.0	0.0	0.8133	588.0	0.8084	737	21	265	False
GCA_900540325.1__GCA_905211165.1	GCA_900540325.1	GCA_905211165.1	ok	5.0	78.0	0.00543	0.45109	0.54891	415.0	505.0	0.0	0.9794	807.0	0.9121	920	7	291	False
GCA_014465835.1__GCA_015655785.1	GCA_014465835.1	GCA_015655785.1	ok	5.0	33.0	0.00353	0.28037	0.28037	397.0	397.0	0.0	0.9886	1386.0	0.9767	1416	26	268	False
GCF_002253345.1__GCF_002253365.1	GCF_002253345.1	GCF_002253365.1	ok	3.0	56.0	0.00227	0.43409	0.43409	573.0	573.0	0.0	0.9647	1257.0	0.9574	1320	12	137	False
GCF_002253325.1__GCF_002253455.1	GCF_002253325.1	GCF_002253455.1	ok	3.0	25.0	0.00226	0.49246	0.50754	653.0	673.0	0.0	0.9893	1295.0	0.981	1326	12	136	False
GCF_002253455.1__GCF_002253465.1	GCF_002253455.1	GCF_002253465.1	ok	4.0	48.0	0.00301	0.29142	0.70858	387.0	941.0	0.0	0.9945	1277.0	0.9637	1328	10	136	False
GCA_003241585.1__GCA_003241635.1	GCA_003241585.1	GCA_003241635.1	ok	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9993	18507.0	1.0	18702	108	3358	False
GCA_009392385.1__GCA_009392625.1	GCA_009392385.1	GCA_009392625.1	ok	0.0	211.0	0.0	0.49129	0.49129	818.0	818.0	0.0	0.9248	1217.0	0.8557	1665	8	264	False
GCA_009391445.1__GCA_009392385.1	GCA_009391445.1	GCA_009392385.1	ok	0.0	209.0	0.0	0.49119	0.50881	1171.0	1213.0	0.0	0.954	1972.0	0.9049	2384	9	308	False
GCA_002816355.1__GCA_009392645.1	GCA_002816355.1	GCA_009392645.1	ok	0.0	146.0	0.0	0.44774	0.55226	514.0	634.0	0.0	0.9938	966.0	0.8687	1148	5	232	False
GCA_009698005.1__GCA_009701225.1	GCA_009698005.1	GCA_009701225.1	ok	0.0	4.0	0.0	0.43895	0.43895	967.0	967.0	0.0	0.9986	2190.0	0.9982	2203	1	305	False
GCA_009700495.1__GCA_009702335.1	GCA_009700495.1	GCA_009702335.1	ok	0.0	42.0	0.0	0.46778	0.46778	922.0	922.0	0.0	0.9801	1922.0	0.9786	1971	6	293	False
GCA_009701225.1__GCA_009702335.1	GCA_009701225.1	GCA_009702335.1	ok	0.0	3.0	0.0	0.46013	0.53987	952.0	1117.0	0.0	0.9995	2058.0	0.9985	2069	0	295	False
GCF_000174695.1__GCF_016728685.1	GCF_000174695.1	GCF_016728685.1	ok	5.0	97.0	0.00111	0.38574	0.38574	1737.0	1737.0	0.0	0.98	4411.0	0.9785	4503	52	633	False
GCA_003516525.1__GCA_013822525.1	GCA_003516525.1	GCA_013822525.1	ok	8.0	187.0	0.00327	0.43208	0.56792	1056.0	1388.0	0.0	0.9379	2221.0	0.9221	2444	4	693	False
GCA_003516525.1__GCF_001598955.1	GCA_003516525.1	GCF_001598955.1	ok	9.0	201.0	0.00353	0.4594	0.5406	1171.0	1378.0	0.0	0.9263	2349.0	0.921	2549	13	741	False
GCA_013822525.1__GCF_001598955.1	GCA_013822525.1	GCF_001598955.1	ok	2.0	83.0	0.00041	0.38627	0.38627	1885.0	1885.0	0.0	0.9842	4789.0	0.983	4880	15	966	False
GCA_903845385.1__GCA_903924745.1	GCA_903845385.1	GCA_903924745.1	ok	0.0	125.0	0.0	0.3617	0.6383	527.0	930.0	0.0	0.974	1272.0	0.9109	1457	17	270	False
GCA_903914725.1__GCA_903927785.1	GCA_903914725.1	GCA_903927785.1	ok	0.0	111.0	0.0	0.47391	0.52609	445.0	494.0	0.0	0.9842	810.0	0.8796	939	15	235	False
GCA_903819525.1__GCA_903898735.1	GCA_903819525.1	GCA_903898735.1	ok	1.0	198.0	0.00084	0.45424	0.54576	541.0	650.0	0.0	0.8662	874.0	0.8193	1191	20	262	False
GCA_016777665.1__GCA_902542575.1	GCA_016777665.1	GCA_902542575.1	ok	2.0	62.0	0.00259	0.40933	0.40933	316.0	316.0	0.0	0.9712	675.0	0.9159	772	5	392	False
GCA_016777665.1__GCA_016780545.1	GCA_016777665.1	GCA_016780545.1	ok	2.0	88.0	0.00055	0.42841	0.42841	1550.0	1550.0	0.0	0.9943	3492.0	0.9754	3618	6	483	False
GCA_016780855.1__GCA_902539465.1	GCA_016780855.1	GCA_902539465.1	ok	3.0	85.0	0.00329	0.48189	0.51811	439.0	472.0	0.0	0.961	789.0	0.9027	911	9	439	False
GCA_018052765.1__GCA_019136315.1	GCA_018052765.1	GCA_019136315.1	ok	0.0	71.0	0.0	0.49668	0.49668	748.0	748.0	0.0	0.9625	1412.0	0.9522	1506	10	221	False
GCA_019136315.1__GCA_019136965.1	GCA_019136315.1	GCA_019136965.1	ok	1.0	144.0	0.00055	0.44293	0.44293	811.0	811.0	0.0	0.9893	1659.0	0.9201	1831	7	243	False
GCA_017993075.1__GCA_019136965.1	GCA_017993075.1	GCA_019136965.1	ok	0.0	157.0	0.0	0.49031	0.50969	835.0	868.0	0.0	0.9722	1503.0	0.9056	1703	16	249	False
GCA_903837215.1__GCA_903860295.1	GCA_903837215.1	GCA_903860295.1	ok	5.0	340.0	0.00112	0.48283	0.51717	2151.0	2304.0	0.0	0.9649	4044.0	0.9225	4455	12	869	False
GCA_903860295.1__GCA_903911465.1	GCA_903860295.1	GCA_903911465.1	ok	3.0	371.0	0.00066	0.49284	0.49284	2238.0	2238.0	0.0	0.9516	4092.0	0.917	4541	15	871	False
GCA_903832185.1__GCA_903837215.1	GCA_903832185.1	GCA_903837215.1	ok	0.0	107.0	0.0	0.40611	0.40611	2048.0	2048.0	0.0	0.9932	4786.0	0.9781	5043	14	897	False
GCF_002777325.1__GCF_002777705.1	GCF_002777325.1	GCF_002777705.1	ok	8.0	57.0	0.00442	0.37748	0.37748	684.0	684.0	0.0	0.9842	1747.0	0.9683	1812	76	242	False
GCF_002777325.1__GCF_002777795.1	GCF_002777325.1	GCF_002777795.1	ok	1.0	40.0	0.00043	0.34033	0.65967	795.0	1541.0	0.0	0.9886	2253.0	0.9826	2336	86	234	False
GCF_002777705.1__GCF_002777795.1	GCF_002777705.1	GCF_002777795.1	ok	8.0	53.0	0.00442	0.45022	0.45022	814.0	814.0	0.0	0.9892	1748.0	0.9705	1808	100	240	False
GCA_902535235.1__GCA_902591215.1	GCA_902535235.1	GCA_902591215.1	ok	0.0	34.0	0.0	0.4845	0.5155	250.0	266.0	0.0	0.977	468.0	0.9325	516	0	36	False
GCA_902535235.1__GCA_902633865.1	GCA_902535235.1	GCA_902633865.1	ok	0.0	35.0	0.0	0.42596	0.42596	256.0	256.0	0.0	0.9655	559.0	0.9414	601	0	39	False
GCA_902591215.1__GCA_902633865.1	GCA_902591215.1	GCA_902633865.1	ok	0.0	38.0	0.0	0.23833	0.23833	143.0	143.0	0.0	0.9448	548.0	0.9357	600	0	39	False
GCA_013331705.1__GCA_018303935.1	GCA_013331705.1	GCA_018303935.1	ok	0.0	44.0	0.0	0.44961	0.44961	406.0	406.0	0.0	0.9859	842.0	0.9503	903	5	164	False
GCA_013330855.1__GCA_018303935.1	GCA_013330855.1	GCA_018303935.1	ok	0.0	40.0	0.0	0.4755	0.4755	427.0	427.0	0.0	0.9894	840.0	0.9545	898	4	166	False
GCA_013330725.1__GCA_018303935.1	GCA_013330725.1	GCA_018303935.1	ok	0.0	38.0	0.0	0.4359	0.4359	391.0	391.0	0.0	0.9858	836.0	0.9565	897	4	159	False
GCA_003560415.1__GCA_003564115.1	GCA_003560415.1	GCA_003564115.1	ok	1.0	367.0	0.00018	0.4544	0.4544	2486.0	2486.0	0.0	0.9446	4855.0	0.9299	5471	44	1146	False
GCA_003560415.1__GCA_007126425.1	GCA_003560415.1	GCA_007126425.1	ok	0.0	269.0	0.0	0.47922	0.52078	1603.0	1742.0	0.0	0.957	2807.0	0.9131	3345	26	859	False
GCA_003564115.1__GCA_007126425.1	GCA_003564115.1	GCA_007126425.1	ok	0.0	233.0	0.0	0.46836	0.46836	1732.0	1732.0	0.0	0.9917	3244.0	0.9331	3698	22	931	False
GCA_001775315.1__GCA_001777095.1	GCA_001775315.1	GCA_001777095.1	ok	0.0	19.0	0.0	0.24606	0.24606	156.0	156.0	0.0	0.9832	585.0	0.9685	634	0	43	False
GCA_910577625.1__GCF_900157005.1	GCA_910577625.1	GCF_900157005.1	ok	11.0	59.0	0.00702	0.49617	0.50383	778.0	790.0	0.0	0.9813	1519.0	0.9624	1568	23	144	False
GCF_004153525.1__GCF_013408895.1	GCF_004153525.1	GCF_013408895.1	ok	14.0	130.0	0.00348	0.47652	0.52348	1918.0	2107.0	0.0	0.9742	3920.0	0.9678	4025	44	2099	False
GCF_002112905.1__GCF_004153525.1	GCF_002112905.1	GCF_004153525.1	ok	14.0	138.0	0.00314	0.41093	0.58907	1834.0	2629.0	0.0	0.9966	4340.0	0.9691	4463	22	2071	False
GCF_004368175.1__GCF_017350015.1	GCF_004368175.1	GCF_017350015.1	ok	7.0	86.0	0.00081	0.41197	0.58803	3580.0	5110.0	0.0	0.995	8587.0	0.9901	8690	29	2032	False
GCA_017856755.1__GCA_903926905.1	GCA_017856755.1	GCA_903926905.1	ok	0.0	195.0	0.0	0.4823	0.5177	613.0	658.0	0.0	0.83	991.0	0.8399	1271	11	220	False
GCA_017856755.1__GCA_903827255.1	GCA_017856755.1	GCA_903827255.1	ok	0.0	195.0	0.0	0.49804	0.50196	635.0	640.0	0.0	0.8322	987.0	0.8395	1275	12	218	False
GCA_903858065.1__GCA_903926905.1	GCA_903858065.1	GCA_903926905.1	ok	0.0	98.0	0.0	0.41761	0.41761	963.0	963.0	0.0	0.9648	2141.0	0.9563	2306	22	234	False
GCA_902785195.1__GCA_902799115.1	GCA_902785195.1	GCA_902799115.1	ok	11.0	94.0	0.00502	0.49224	0.50776	1078.0	1112.0	0.0	0.977	2081.0	0.9566	2190	55	549	False
GCA_003585625.1__GCA_015700695.1	GCA_003585625.1	GCA_015700695.1	ok	8.0	34.0	0.00565	0.25706	0.25706	364.0	364.0	0.0	0.9943	1393.0	0.976	1416	6	345	False
GCA_003585625.1__GCF_000263655.1	GCA_003585625.1	GCF_000263655.1	ok	5.0	19.0	0.00318	0.39072	0.60928	615.0	959.0	0.0	0.9968	1557.0	0.9879	1574	3	349	False
GCA_015700695.1__GCF_000263655.1	GCA_015700695.1	GCF_000263655.1	ok	3.0	19.0	0.00213	0.48582	0.48582	685.0	685.0	0.0	0.9943	1390.0	0.9865	1410	7	350	False
GCA_017444725.1__GCA_017960495.1	GCA_017444725.1	GCA_017960495.1	ok	1.0	155.0	0.00091	0.4153	0.5847	456.0	642.0	0.0	0.9783	901.0	0.8532	1098	9	160	False
GCA_017444725.1__GCA_017963185.1	GCA_017444725.1	GCA_017963185.1	ok	0.0	142.0	0.0	0.46505	0.53495	326.0	375.0	0.0	0.9693	506.0	0.7822	701	31	250	False
GCA_017960495.1__GCA_017963185.1	GCA_017960495.1	GCA_017963185.1	ok	2.0	183.0	0.00246	0.49569	0.50431	403.0	410.0	0.0	0.8101	499.0	0.7423	813	30	258	False
GCA_001769395.1__GCA_001769745.1	GCA_001769395.1	GCA_001769745.1	ok	3.0	246.0	0.00107	0.40641	0.40641	1142.0	1142.0	0.0	0.9717	2371.0	0.9063	2810	23	328	False
GCA_001769395.1__GCA_003512225.1	GCA_001769395.1	GCA_003512225.1	ok	1.0	173.0	0.00024	0.44928	0.55072	1860.0	2280.0	0.0	0.9591	3849.0	0.9571	4140	43	421	False
GCA_001769745.1__GCA_003512225.1	GCA_001769745.1	GCA_003512225.1	ok	7.0	275.0	0.00244	0.45249	0.54751	1300.0	1573.0	0.0	0.9015	2481.0	0.9007	2873	38	347	False
GCA_003550585.1__GCA_003556465.1	GCA_003550585.1	GCA_003556465.1	ok	2.0	208.0	0.00088	0.46934	0.46934	1064.0	1064.0	0.0	0.9379	1948.0	0.9041	2267	18	368	False
GCA_003550585.1__GCA_003564375.1	GCA_003550585.1	GCA_003564375.1	ok	4.0	192.0	0.00164	0.47644	0.47644	1163.0	1163.0	0.0	0.9442	2115.0	0.9172	2441	26	378	False
GCA_003556465.1__GCA_003564375.1	GCA_003556465.1	GCA_003564375.1	ok	2.0	190.0	0.00081	0.45695	0.54305	1125.0	1337.0	0.0	0.9522	2151.0	0.9192	2462	30	378	False
GCA_000435895.1__GCA_905206395.1	GCA_000435895.1	GCA_905206395.1	ok	3.0	303.0	0.00223	0.4822	0.5178	650.0	698.0	0.0	0.9767	1007.0	0.7687	1348	7	281	False
GCA_000435895.1__GCF_015097275.1	GCA_000435895.1	GCF_015097275.1	ok	9.0	83.0	0.00312	0.30988	0.69012	894.0	1991.0	1.0	0.9761	2816.0	0.9713	2886	23	311	False
GCA_009808535.1__GCF_009913895.1	GCA_009808535.1	GCF_009913895.1	ok	3.0	36.0	0.00274	0.38243	0.38243	418.0	418.0	0.0	0.9734	1062.0	0.9672	1093	21	214	False
GCA_009808245.1__GCF_004100005.1	GCA_009808245.1	GCF_004100005.1	ok	4.0	44.0	0.00278	0.34168	0.65832	491.0	946.0	0.0	0.99	1391.0	0.9693	1437	18	194	False
GCA_009808295.1__GCF_001436795.1	GCA_009808295.1	GCF_001436795.1	ok	9.0	31.0	0.00567	0.45718	0.45718	726.0	726.0	0.0	0.9956	1568.0	0.9805	1588	8	222	False
GCA_005777705.1__GCA_005790615.1	GCA_005777705.1	GCA_005790615.1	ok	0.0	157.0	0.0	0.46521	0.46521	1825.0	1825.0	0.0	0.9926	3618.0	0.9584	3923	6	572	False
GCA_005777705.1__GCA_005800055.1	GCA_005777705.1	GCA_005800055.1	ok	0.0	112.0	0.0	0.49185	0.50815	2113.0	2183.0	0.0	0.9774	4106.0	0.9734	4296	10	614	False
GCA_005790615.1__GCA_005800055.1	GCA_005790615.1	GCA_005800055.1	ok	0.0	231.0	0.0	0.43342	0.56658	1852.0	2421.0	0.0	0.9478	3957.0	0.9449	4273	8	620	False
GCF_015732255.1__GCF_015732315.1	GCF_015732255.1	GCF_015732315.1	ok	9.0	87.0	0.00588	0.4128	0.5872	632.0	899.0	0.0	0.9649	1429.0	0.9425	1531	3	214	False
GCF_015732255.1__GCF_015732325.1	GCF_015732255.1	GCF_015732325.1	ok	13.0	117.0	0.00613	0.43794	0.56206	928.0	1191.0	0.0	0.9796	1966.0	0.9437	2119	2	234	False
GCF_015732195.1__GCF_015732255.1	GCF_015732195.1	GCF_015732255.1	ok	2.0	69.0	0.00134	0.47043	0.52957	700.0	788.0	0.0	0.981	1392.0	0.9529	1488	6	221	False
GCF_010857985.1__GCF_010868115.1	GCF_010857985.1	GCF_010868115.1	ok	6.0	123.0	0.0005	0.44649	0.55351	5390.0	6682.0	0.0	0.9989	11921.0	0.9898	12072	70	2191	False
GCF_010857985.1__GCF_010868155.1	GCF_010857985.1	GCF_010868155.1	ok	11.0	165.0	0.00092	0.47248	0.47248	5675.0	5675.0	0.0	0.9989	11826.0	0.9862	12011	99	2178	False
GCF_010868115.1__GCF_010868155.1	GCF_010868115.1	GCF_010868155.1	ok	11.0	147.0	0.00092	0.48251	0.51749	5752.0	6169.0	0.0	0.9958	11699.0	0.9876	11921	117	2183	False
GCA_003526955.1__GCF_015553695.1	GCA_003526955.1	GCF_015553695.1	ok	7.0	80.0	0.00434	0.47055	0.47055	759.0	759.0	0.0	0.9702	1530.0	0.9501	1613	16	262	False
GCA_003539535.1__GCA_018370305.1	GCA_003539535.1	GCA_018370305.1	ok	0.0	31.0	0.0	0.41257	0.58743	512.0	729.0	0.0	0.9809	1184.0	0.9745	1241	5	230	False
GCA_003539535.1__GCA_014870035.1	GCA_003539535.1	GCA_014870035.1	ok	0.0	124.0	0.0	0.41667	0.41667	525.0	525.0	0.0	0.9928	1098.0	0.8987	1260	3	229	False
GCA_015228835.1__GCA_015231415.1	GCA_015228835.1	GCA_015231415.1	ok	7.0	221.0	0.00517	0.45381	0.45381	614.0	614.0	0.0	0.8131	970.0	0.8211	1353	12	193	False
GCA_015228835.1__GCA_015231655.1	GCA_015228835.1	GCA_015231655.1	ok	8.0	238.0	0.00613	0.4885	0.4885	637.0	637.0	0.0	0.804	923.0	0.8013	1304	18	177	False
GCA_015231415.1__GCA_015231655.1	GCA_015231415.1	GCA_015231655.1	ok	15.0	200.0	0.00829	0.46298	0.46298	838.0	838.0	0.0	0.9411	1549.0	0.8853	1810	20	198	False
GCA_009700315.1__GCA_009706105.1	GCA_009700315.1	GCA_009706105.1	ok	2.0	339.0	0.00026	0.45469	0.45469	3467.0	3467.0	0.0	0.9592	7259.0	0.9554	7625	27	1676	False
GCA_009698525.1__GCA_009706105.1	GCA_009698525.1	GCA_009706105.1	ok	1.0	192.0	0.00012	0.41388	0.58612	3460.0	4900.0	0.0	0.9795	8133.0	0.9769	8360	29	1750	False
GCA_009700745.1__GCA_009706105.1	GCA_009700745.1	GCA_009706105.1	ok	0.0	372.0	0.0	0.4938	0.5062	3545.0	3634.0	0.0	0.9492	6761.0	0.9479	7179	26	1623	False
GCF_001063195.1__GCF_003989425.1	GCF_001063195.1	GCF_003989425.1	ok	0.0	17.0	0.0	0.48357	0.51643	1707.0	1823.0	1.0	0.9969	3507.0	0.9952	3531	13	453	False
GCA_002398805.1__GCA_002427175.1	GCA_002398805.1	GCA_002427175.1	ok	0.0	211.0	0.0	0.43828	0.56172	980.0	1256.0	0.0	0.9354	1940.0	0.9022	2236	12	290	False
GCA_002396905.1__GCA_002427175.1	GCA_002396905.1	GCA_002427175.1	ok	0.0	180.0	0.0	0.46069	0.46069	1049.0	1049.0	0.0	0.9612	2032.0	0.9188	2277	8	291	False
GCA_002396905.1__GCA_002397125.1	GCA_002396905.1	GCA_002397125.1	ok	0.0	140.0	0.0	0.45159	0.45159	1068.0	1068.0	0.0	0.964	2142.0	0.9389	2365	9	282	False
GCA_002380895.1__GCA_002454595.1	GCA_002380895.1	GCA_002454595.1	ok	3.0	41.0	0.00104	0.3798	0.6202	1098.0	1793.0	0.0	0.9941	2844.0	0.9858	2891	12	709	False
