pairid	query	reference	ani	ani_uniform	af_query	af_reference	std_err	ani_cal	synteny_blocks	anchor_adjacency	breakpoint_count	het_shape	retention	ani_from_loss	ani_from_hist	enzyme_spread	enzyme_chi2	per_enzyme	n_anchors	n_chains	n_tags	max_block_anchors	mean_block_anchors	flag	ani_gated	gate	ani_upper95	band	phylum	skani_ani	anim_ani	discordance
GCA_003209915.1__GCA_902540595.1	QCOF01000001.1	CACBNI010000001.1	95.8066	97.0347	0.6413	0.6484	0.16934	95.3956	20	0.9658	12	0.761	0.8091	95.9048	97.9132	1.034	1.97	AlfI:96.31,AloI:97.24,BcgI:96.26,FalI:97.30	400	20	502	43	17.95	ok	95.8066	gamma	96.3482	90-95	Proteobacteria	94.94	95.65	-0.9299999999999926
GCF_900290235.1__GCF_001418645.1	NZ_OLMK01000189.1	NZ_LIQW01000001.1	97.4412	97.5697	0.4978	0.5344	0.03122	95.8753	711	0.9232	610	3.601	0.8408	97.4374	97.6553	0.6749	10.06	AlfI:97.41,AloI:97.55,BcgI:97.56,FalI:98.08	9768	711	9734	76	11.31223628691983	ok	97.4412	gamma	97.5219	95-100	Actinobacteriota	95.45	95.37	3.049999999999997
GCA_007095845.1__GCF_014696875.1	SFBI01000001.1	NZ_JACJQV010000001.1	95.529	96.4759	0.3802	0.3492	0.09407	93.6725	136	0.9572	39	1.297	0.7614	95.541	97.3772	0.9498	5.31	AlfI:96.32,AloI:96.30,BcgI:96.77,FalI:95.82	2606	136	1835	27	7.411764705882353	INCONSISTENT	95.529	gamma	95.7652	90-95	Cyanobacteria	94.88	95.43	-0.28999999999999204
GCF_013409135.1__GCA_003488145.1	NZ_JACCAJ010000001.1	DNMQ01000251.1	97.7503	98.0745	0.6116	0.7665	0.03157	96.9758	442	0.9297	441	1.154	0.8777	97.614	98.3002	0.0862	0.09	AlfI:98.06,AloI:98.13,BcgI:98.08,FalI:98.04	6494	442	7400	79	14.199095022624434	ok	97.7503	gamma	97.7087	95-100	Proteobacteria	96.91	96.63	3.6599999999999966
GCF_014334015.1__GCA_902362375.1	NZ_CP060488.1	CABIVS010000001.1	94.4908	96.0605	0.6617	0.6867	0.06155	94.1933	92	0.9722	91	1.002	0.7309	94.8894	97.3899	0.417	1.66	AlfI:96.08,AloI:95.79,BcgI:96.21,FalI:95.96	3464	92	5123	140	35.57608695652174	ok	94.4908	gamma	95.0304	90-95	Bacteroidota	94.38	95.3	-1.9200000000000017
GCF_000448565.1__GCA_018365265.1	NZ_CM002128.1	JAGZKI010000072.1	95.293	96.2929	0.7996	0.8326	0.08959	95.4892	67	0.9565	66	1.26	0.753	95.3864	97.2151	0.4228	1.23	AlfI:96.30,AloI:96.30,BcgI:96.01,FalI:96.43	1613	67	2237	58	22.65671641791045	ok	95.293	gamma	95.5988	90-95	Firmicutes	94.83	95.06	-0.5900000000000034
GCF_000952795.1__GCF_014054945.1	NZ_KQ001376.1	NZ_CP059566.1	97.4991	97.6937	0.401	0.3598	0.06534	95.2373	215	0.9054	155	2.516	0.8503	97.3529	97.8904	0.5902	1.19	AlfI:97.72,AloI:97.73,BcgI:97.73,FalI:97.14	2497	215	2111	33	7.902325581395349	ok	97.4991	gamma	97.5347	95-100	Proteobacteria	95.02	95.96	5.420000000000002
GCA_902770045.1__GCA_902764415.1	CACXRO010000001.1	CACWVU010000001.1	96.5287	97.6407	0.606	0.5361	0.05769	95.7325	134	0.9715	64	0.605	0.8472	96.5555	98.3264	0.2846	1.21	AlfI:97.62,AloI:97.59,BcgI:97.59,FalI:97.87	2592	134	3081	61	17.29850746268657	ok	96.5287	gamma	96.7171	95-100	Verrucomicrobiota	95.21	95.61	-1.5400000000000063
GCF_002573625.1__GCF_001457555.1	NZ_NJGI01000001.1	NZ_LN831027.1	95.9347	96.9584	0.4685	0.5346	0.12295	94.8176	62	0.9252	53	0.866	0.8064	96.0514	97.6394	0.9717	0.63	AlfI:97.04,AloI:97.16,BcgI:97.87,FalI:96.90	1079	62	979	28	11.580645161290322	ok	95.9347	gamma	96.3737	90-95	Fusobacteriota	94.62	95.47	2.950000000000003
GCA_003212795.1__GCA_902533755.1	QCOV01000001.1	CACANC010000001.1	95.9975	96.6138	0.5337	0.7011	0.15586	94.9886	35	0.9351	31	1.52	0.7801	96.043	97.1147	2.0971	3.97	AlfI:97.38,AloI:96.20,BcgI:95.28,FalI:96.80	549	35	654	39	13.771428571428572	ok	95.9975	gamma	96.4291	90-95	Proteobacteria	94.95	95.68	2.1700000000000017
GCA_009995705.1__GCA_001264245.1	JAADBR010000001.1	CP011339.1	95.9365	96.5701	0.3478	0.3152	0.0929	93.7468	158	0.9516	54	1.729	0.7691	95.8486	97.2248	1.252	9.25	AlfI:96.38,AloI:96.63,BcgI:96.94,FalI:95.69	3032	158	1783	26	7.715189873417722	INCONSISTENT	95.9365	gamma	96.0727	90-95	Cyanobacteria	94.51	95.24	0.0799999999999983
GCF_009717815.1__GCF_016648925.1	NZ_WMZH01000010.1	NZ_JACLQX010000001.1	95.6743	96.3694	0.8304	0.839	0.08817	95.6882	46	0.9747	39	1.68	0.7588	95.5996	97.1354	0.596	2.56	AlfI:96.32,AloI:96.57,BcgI:95.98,FalI:96.55	1623	46	2218	116	33.65217391304348	ok	95.6743	gamma	95.81	95-100	Firmicutes	95.03	95.33	-2.1400000000000006
GCF_000981785.2__GCA_001264245.1	NZ_CP011304.1	CP011339.1	96.0829	96.7501	0.4464	0.3653	0.0859	94.225	135	0.9036	134	1.476	0.7825	96.0366	97.357	0.868	6.42	AlfI:96.23,AloI:96.95,BcgI:97.03,FalI:96.16	2810	135	1950	33	10.303703703703704	INCONSISTENT	96.0829	gamma	96.2481	90-95	Cyanobacteria	94.76	95.57	5.209999999999994
GCF_009792235.1__GCA_009995705.1	NZ_CP046973.1	JAADBR010000001.1	96.3265	96.7965	0.2384	0.2671	0.09868	93.6449	139	0.8697	138	1.856	0.7861	96.3289	97.187	0.811	2.91	AlfI:96.78,AloI:96.21,BcgI:97.03,FalI:96.42	2755	139	1417	24	7.625899280575539	INCONSISTENT	96.3265	gamma	96.5728	90-95	Cyanobacteria	94.28	95.16	8.189999999999998
GCA_902599405.1__GCA_902575725.1	CACKFO010000001.1	CACGSS010000001.1	96.5015	96.5015	0.367	0.6137	0.22176	94.2268	17	0.9733	6	inf	0.7698	96.0784	96.8769	1.0538	0.78	AlfI:96.84,AloI:95.92,BcgI:96.98,FalI:96.31	269	17	325	78	13.882352941176473	ok	96.5015	uniform	96.6182	95-100	Proteobacteria	95.03	95.29	-2.0400000000000063
GCF_015206885.1__GCF_000981785.2	NZ_JADEXY010000274.1	NZ_CP011304.1	94.5578	95.7992	0.545	0.5661	0.09102	93.6994	144	0.9771	27	1.336	0.7085	94.8238	97.0013	1.4662	12.22	AlfI:94.78,AloI:95.01,BcgI:96.25,FalI:95.30	2410	144	2436	33	8.98611111111111	ok	94.5578	gamma	95.0269	90-95	Cyanobacteria	94.27	95.4	-2.309999999999988
GCF_001813295.1__GCF_016648925.1	NZ_KV811999.1	NZ_JACLQX010000001.1	95.8917	96.4113	0.8086	0.8613	0.08532	95.7823	57	0.9777	36	2.026	0.762	95.871	96.933	0.2895	0.42	AlfI:96.18,AloI:96.34,BcgI:96.44,FalI:96.47	1688	57	2279	121	28.73684210526316	ok	95.8917	gamma	96.0755	90-95	Firmicutes	94.79	95.44	-2.3299999999999983
GCA_003142615.1__GCA_903940425.1	PLMW01000085.1	CAJAKX010000001.1	96.6578	97.0762	0.6048	0.6011	0.05097	95.4435	270	0.941	208	1.856	0.8047	96.5561	97.4761	0.4547	2.19	AlfI:97.06,AloI:96.85,BcgI:97.16,FalI:96.70	4015	270	4677	93	13.27777777777778	ok	96.6578	gamma	96.6854	90-95	Verrucomicrobiota	94.92	95.24	1.1400000000000006
GCF_014764705.1__GCA_003488145.1	NZ_JACXXG010000099.1	DNMQ01000251.1	97.7418	98.0581	0.5451	0.7223	0.03272	96.7139	426	0.9355	377	1.224	0.8766	97.579	98.2973	0.2142	1.46	AlfI:98.10,AloI:98.22,BcgI:98.01,FalI:98.18	6184	426	6981	81	13.842723004694836	ok	97.7418	gamma	97.6767	95-100	Proteobacteria	96.69	96.55	3.0
GCA_902610975.1__GCA_902610115.1	CACLXL010000001.1	CACLUK010000001.1	96.082	96.614	0.4854	0.5552	0.22373	94.4028	14	0.9772	5	1.911	0.7801	95.8836	97.2581	1.4385	1.38	AlfI:96.46,AloI:96.85,BcgI:95.43,FalI:96.87	262	14	322	59	16.285714285714285	ok	96.082	gamma	96.4389	95-100	Proteobacteria	95.06	95.55	-2.1700000000000017
GCF_015206885.1__GCF_014698335.1	NZ_JADEXY010000274.1	NZ_JACJSV010000001.1	95.8091	96.7724	0.4889	0.4907	0.07925	94.6053	164	0.9637	45	1.107	0.7843	95.8274	97.5816	1.2816	13.71	AlfI:96.11,AloI:95.92,BcgI:97.20,FalI:96.23	2837	164	2334	30	8.292682926829269	ok	95.8091	gamma	96.0233	95-100	Cyanobacteria	95.07	95.91	-0.46000000000000796
GCF_000156715.1__GCF_014844275.1	NZ_DS999324.1	NZ_CP053850.1	95.9389	96.6693	0.5546	0.5992	0.12476	94.8687	56	0.9302	51	1.375	0.7836	95.898	97.342	0.7986	0.9	AlfI:96.87,AloI:97.04,BcgI:96.24,FalI:96.71	915	56	1010	58	13.142857142857142	ok	95.9389	gamma	96.2082	90-95	Proteobacteria	94.51	95.2	2.180000000000007
GCA_902578545.1__GCA_902573735.1	CACHDI010000001.1	CACGLH010000001.1	96.2453	96.962	0.4895	0.4973	0.14533	94.7232	30	0.9784	10	1.189	0.8048	96.2164	97.5339	1.1012	0.93	AlfI:96.89,AloI:96.00,BcgI:97.10,FalI:97.05	547	30	671	80	16.1	ok	96.2453	gamma	96.5926	90-95	Proteobacteria	94.0	95.02	-2.8200000000000074
GCA_900541125.1__GCA_905216045.1	UQIK01000001.1	CAJMSL010000001.1	96.1966	96.9056	0.6724	0.7307	0.05954	95.6516	199	0.9423	157	1.26	0.7922	96.2027	97.5076	0.4448	2.15	AlfI:96.90,AloI:97.07,BcgI:96.82,FalI:97.27	2947	199	3753	49	13.879396984924623	ok	96.1966	gamma	96.3502	95-100	Actinobacteriota	95.06	95.12	0.8900000000000006
GCA_003213625.1__GCA_902587025.1	QCMT01000001.1	CACIJJ010000001.1	95.168	96.1953	0.6012	0.7462	0.19832	94.6577	15	0.9657	11	1.224	0.7491	95.3354	97.106	2.4288	4.0	AlfI:96.46,AloI:96.11,BcgI:94.13,FalI:96.56	349	15	480	63	21.666666666666668	ok	95.168	gamma	95.8055	90-95	Actinobacteriota	94.62	95.18	-1.3899999999999864
GCA_902560185.1__GCA_902554995.1	CACEKW010000001.1	CACDQT010000001.1	96.146	96.8744	0.3305	0.4117	0.2543	93.8798	18	0.96	5	1.26	0.7986	96.0709	97.5205	1.5113	0.81	AlfI:97.27,AloI:97.84,BcgI:96.33,FalI:96.86	197	18	227	13	7.666666666666667	ok	96.146	gamma	96.7214	95-100	Proteobacteria	95.05	95.71	-0.29000000000000625
GCF_000952795.1__GCF_000227275.1	NZ_KQ001376.1	NZ_JH164964.1	97.03	97.4826	0.402	0.3752	0.07025	94.9838	201	0.9055	143	1.392	0.8349	96.8739	97.8839	0.5349	1.71	AlfI:97.49,AloI:97.92,BcgI:97.41,FalI:97.38	2397	201	2092	30	7.8159203980099505	ok	97.03	gamma	97.0635	90-95	Proteobacteria	94.94	95.94	5.390000000000001
GCF_014696875.1__GCF_009792235.1	NZ_JACJQV010000001.1	NZ_CP046973.1	95.4481	96.5513	0.3668	0.3522	0.09073	93.7215	133	0.963	39	1.107	0.7672	95.5136	97.538	0.5276	1.85	AlfI:96.34,AloI:96.20,BcgI:96.73,FalI:96.30	2927	133	1950	26	8.62406015037594	INCONSISTENT	95.4481	gamma	95.7316	90-95	Cyanobacteria	94.53	95.31	-0.9899999999999949
GCF_002159765.1__GCA_018715125.1	NZ_NFJH01000001.1	DVMF01000001.1	95.9798	96.8664	0.7505	0.7785	0.05854	95.7261	108	0.9688	89	1.14	0.7887	95.9379	97.6811	0.442	1.72	AlfI:96.84,AloI:96.90,BcgI:96.82,FalI:97.26	2980	108	4033	112	26.60185185185185	ok	95.9798	gamma	96.0819	90-95	Actinobacteriota	94.77	95.64	-1.2399999999999949
GCF_001073155.1__GCF_016648925.1	NZ_JVEE01000003.1	NZ_JACLQX010000001.1	95.6	96.326	0.8155	0.8317	0.08859	95.6098	69	0.9786	32	1.565	0.7554	95.6546	96.9964	0.585	2.1	AlfI:96.05,AloI:95.95,BcgI:96.20,FalI:96.54	1605	69	2205	87	22.202898550724637	ok	95.6	gamma	95.8652	90-95	Firmicutes	94.88	95.28	-2.5799999999999983
GCA_902770835.1__GCA_902769815.1	CACXUM010000001.1	CACXQO010000001.1	96.7544	97.3452	0.524	0.5267	0.05814	95.4392	233	0.9329	167	1.189	0.827	96.6307	97.8297	0.3409	0.74	AlfI:97.44,AloI:97.60,BcgI:97.32,FalI:97.26	3172	233	3339	43	10.96137339055794	ok	96.7544	gamma	96.7858	90-95	Bacteroidota	94.92	95.25	1.960000000000008
GCA_902609685.1__GCA_902554995.1	CACLSR010000001.1	CACDQT010000001.1	96.9084	97.3036	0.2734	0.4561	0.22308	94.4075	19	0.9371	11	1.68	0.8286	96.746	97.6756	1.5458	1.13	AlfI:97.97,AloI:97.53,BcgI:96.43,FalI:97.34	238	19	242	26	9.63157894736842	ok	96.9084	gamma	97.347	90-95	Proteobacteria	94.02	95.22	1.509999999999991
GCA_902550325.1__GCA_902526165.1	CACCYT010000001.1	CABZKA010000001.1	95.7785	95.7785	0.497	0.3864	0.2614	93.1455	17	0.9699	5	inf	0.719	95.7409	95.831	1.7426	1.19	AlfI:96.03,AloI:95.83,BcgI:94.28,FalI:96.00	233	17	289	25	10.470588235294118	ok	95.7785	uniform	96.336	90-95	Bacteroidota	94.0	95.12	-1.8699999999999903
GCF_001809325.1__GCA_003028315.1	NZ_KV796920.1	CP028150.1	96.7436	96.9633	0.3406	0.3484	0.07792	94.2543	212	0.9129	130	3.355	0.7957	96.6796	97.1909	1.2208	3.16	AlfI:96.99,AloI:97.49,BcgI:96.93,FalI:96.27	2369	212	2045	29	7.429245283018868	ok	96.7436	gamma	96.874	90-95	Proteobacteria	94.04	95.26	3.969999999999999
GCA_003212275.1__GCA_902560185.1	QCQE01000001.1	CACEKW010000001.1	94.8644	96.1204	0.5184	0.6437	0.23597	94.0355	16	0.9792	4	1.107	0.7433	95.0465	97.3091	2.9107	5.01	AlfI:95.72,AloI:96.88,BcgI:93.97,FalI:96.67	265	16	353	50	12.75	ok	94.8644	gamma	95.6006	90-95	Proteobacteria	94.5	95.3	-2.6200000000000045
GCA_007095785.1__GCF_009792235.1	SFBL01000001.1	NZ_CP046973.1	95.3107	96.631	0.4381	0.417	0.08469	94.0968	159	0.9547	55	0.918	0.7739	95.5061	97.6697	0.7155	4.75	AlfI:96.52,AloI:96.19,BcgI:96.90,FalI:96.20	2785	159	2207	27	8.29559748427673	INCONSISTENT	95.3107	gamma	95.7118	90-95	Cyanobacteria	94.86	95.69	0.21999999999999886
GCF_900198625.1__GCF_900198365.1	NZ_FZPK01000098.1	NZ_FZMS01000111.1	96.7417	97.2389	0.3593	0.3771	0.09669	94.6118	123	0.9158	77	1.434	0.8228	96.6253	97.6677	0.8062	2.09	AlfI:97.56,AloI:96.76,BcgI:96.92,FalI:97.17	1575	123	1288	41	7.813008130081301	ok	96.7417	gamma	96.8815	95-100	Campylobacterota	95.09	95.54	3.960000000000008
GCF_900089585.1__GCF_902825405.1	NZ_FLRH01000001.1	NZ_CADEAU010000001.1	96.8224	97.0313	0.5126	0.5615	0.04279	95.4328	474	0.9086	472	3.258	0.8005	96.8199	97.2	0.1763	0.64	AlfI:96.98,AloI:97.16,BcgI:97.01,FalI:97.13	8082	474	6591	47	10.89451476793249	ok	96.8224	gamma	96.9274	90-95	Actinobacteriota	94.86	95.19	4.329999999999998
GCF_003324185.1__GCF_003287405.1	NZ_PXUP01000075.1	NZ_PRLD01000040.1	96.0678	96.3996	0.6751	0.6875	0.05828	94.9288	149	0.9648	114	3.074	0.753	96.0047	96.8064	0.4773	2.05	AlfI:96.42,AloI:96.70,BcgI:96.22,FalI:96.55	3706	149	4571	213	21.986577181208055	ok	96.0678	gamma	96.141	90-95	Firmicutes_A	94.46	95.03	-1.4500000000000028
GCF_000952795.1__GCF_017753665.1	NZ_KQ001376.1	NZ_CP072524.1	95.8335	96.4348	0.7814	0.764	0.06827	95.3998	137	0.9674	73	1.911	0.7544	95.7516	97.1398	1.4208	5.68	AlfI:96.49,AloI:97.01,BcgI:96.41,FalI:95.59	2559	137	3375	79	16.824817518248175	ok	95.8335	gamma	95.9114	90-95	Proteobacteria	94.89	95.12	-1.6200000000000045
GCF_003149105.1__GCA_013911065.1	NZ_QGDS01000001.1	JACERV010000045.1	95.0995	95.842	0.7179	0.7766	0.07896	94.6228	81	0.9744	53	1.968	0.716	95.1102	96.7276	0.4863	1.73	AlfI:96.03,AloI:95.74,BcgI:95.54,FalI:95.92	2328	81	3203	96	25.938271604938272	ok	95.0995	gamma	95.2883	90-95	Firmicutes_A	94.48	95.09	-2.3499999999999943
GCF_013372165.1__GCF_013372145.1	NZ_CP053828.1	NZ_CP053827.1	95.8348	96.335	0.751	0.8006	0.10801	95.4766	40	0.9632	39	2.086	0.7596	95.8506	96.8314	0.6704	2.24	AlfI:96.02,AloI:95.97,BcgI:95.87,FalI:96.54	1133	40	1469	220	26.525	ok	95.8348	gamma	96.1083	90-95	Campylobacterota	94.62	95.0	-1.3199999999999932
GCA_902620785.1__GCA_902618945.1	CACNJN010000001.1	CACNCK010000001.1	94.4804	95.8255	0.7591	0.824	0.13725	94.8174	26	0.9788	15	1.189	0.721	94.7819	97.0547	0.4448	0.25	AlfI:95.82,AloI:96.23,BcgI:95.80,FalI:95.79	737	26	1127	92	27.692307692307693	ok	94.4804	gamma	95.0952	90-95	Proteobacteria	94.82	95.21	-2.6700000000000017
GCF_014054945.1__GCA_001067655.1	NZ_CP059566.1	JUNU01000302.1	96.3706	96.7185	0.6892	0.6983	0.06283	95.5107	220	0.9158	219	2.701	0.777	96.2079	97.1737	1.191	4.97	AlfI:96.79,AloI:97.19,BcgI:96.71,FalI:96.00	3047	220	3541	64	11.822727272727272	ok	96.3706	gamma	96.3602	95-100	Proteobacteria	95.24	95.47	3.8900000000000006
GCF_001690655.1__GCF_900103255.1	NZ_LZHQ01000001.1	NZ_FMWS01000132.1	95.9685	97.0053	0.6366	0.5465	0.10001	95.2101	79	0.944	54	0.892	0.8036	96.0311	97.7803	0.678	1.15	AlfI:97.10,AloI:97.55,BcgI:96.87,FalI:96.96	1172	79	1369	45	12.531645569620252	ok	95.9685	gamma	96.2871	90-95	Proteobacteria	94.84	95.28	0.8800000000000097
GCA_902628045.1__GCA_902622665.1	CACOLU010000001.1	CACNQV010000001.1	96.6589	97.4713	0.6654	0.5988	0.15054	95.8825	27	0.9722	10	0.807	0.8402	96.6413	97.9868	1.0601	1.83	AlfI:98.21,AloI:97.15,BcgI:97.67,FalI:97.30	408	27	504	45	13.962962962962964	ok	96.6589	gamma	97.0615	90-95	Actinobacteriota	94.61	95.27	-1.9500000000000028
GCF_000297435.1__GCF_000010625.1	NZ_CAIP01000449.1	NC_010296.1	95.7652	96.7769	0.5412	0.5171	0.07527	94.7619	161	0.979	29	1.075	0.7847	95.7852	97.6283	1.3173	15.9	AlfI:96.39,AloI:96.76,BcgI:97.19,FalI:95.87	2951	161	2599	29	9.409937888198758	ok	95.7652	gamma	95.9713	95-100	Cyanobacteria	95.14	95.9	-1.9999999999999858
GCA_004193545.1__GCA_905067555.1	RPGO01000021.1	CAJHIS010000001.1	96.1062	96.7394	0.2481	0.3985	0.14077	93.6902	54	0.9402	30	1.565	0.7838	95.9991	97.3877	0.9557	1.21	AlfI:96.45,AloI:96.00,BcgI:96.96,FalI:96.88	830	54	744	26	9.74074074074074	ok	96.1062	gamma	96.347	90-95	Halobacteriota	94.26	95.4	1.3799999999999955
GCA_007095785.1__GCF_015206885.1	SFBL01000001.1	NZ_JADEXY010000274.1	95.5021	96.46	0.3804	0.3974	0.09129	93.7542	137	0.9536	44	1.297	0.7604	95.523	97.361	1.1754	8.99	AlfI:96.31,AloI:96.09,BcgI:96.84,FalI:95.66	2491	137	1964	29	7.598540145985401	INCONSISTENT	95.5021	gamma	95.7406	90-95	Cyanobacteria	94.84	95.74	0.37999999999999545
GCA_902621205.1__GCA_902617515.1	CACNLH010000001.1	CACMWX010000001.1	96.8664	97.3256	0.4335	0.5866	0.17021	95.1921	24	0.9663	10	1.434	0.8293	96.768	97.6941	0.3646	0.31	AlfI:97.52,AloI:97.42,BcgI:97.56,FalI:97.19	367	24	409	42	12.958333333333334	ok	96.8664	gamma	97.2276	90-95	Proteobacteria	94.8	95.28	-1.3500000000000085
GCA_902776565.1__GCA_902762455.1	CACYQN010000001.1	CACWOG010000001.1	97.3067	97.8435	0.386	0.4439	0.05242	95.5441	286	0.8992	258	0.918	0.8622	97.1583	98.2218	0.3617	1.65	AlfI:97.64,AloI:97.93,BcgI:97.87,FalI:98.00	3346	286	3185	33	9.048951048951048	ok	97.3067	gamma	97.3102	95-100	Bacteroidota	95.32	95.25	5.329999999999998
GCA_902583575.1__GCA_902551185.1	CACHWY010000001.1	CACDCN010000001.1	95.5871	96.0214	0.58	0.7098	0.18444	94.4535	18	0.9783	8	2.516	0.7365	95.7079	96.4028	3.0388	5.09	AlfI:95.30,AloI:97.62,BcgI:94.58,FalI:96.23	430	18	551	54	21.055555555555557	ok	95.5871	gamma	96.1354	90-95	Proteobacteria	94.92	95.35	-2.480000000000004
GCF_003048375.1__GCF_000466685.1	NZ_CP021642.1	NZ_ANNG01000001.1	95.83	96.1368	0.7512	0.7472	0.08708	95.0842	57	0.9659	56	3.707	0.7407	95.697	96.627	1.7588	2.8	AlfI:96.23,AloI:97.53,BcgI:95.78,FalI:96.30	1721	57	2323	98	28.80701754385965	ok	95.83	gamma	95.8984	90-95	Campylobacterota	94.95	95.14	-1.4500000000000028
GCF_018127965.1__GCF_018127925.1	NZ_CP072349.1	NZ_CP072348.1	95.0302	96.125	0.8395	0.8578	0.07393	95.4445	54	0.9777	52	1.26	0.7402	95.2	97.1124	0.3962	1.44	AlfI:96.34,AloI:95.95,BcgI:96.26,FalI:95.99	3557	54	3444	474	43.129629629629626	ok	95.0302	gamma	95.372	90-95	Bacteroidota	94.94	95.26	-2.509999999999991
GCF_003726095.1__GCF_001591585.1	NZ_CP026031.1	NZ_BCVE01000001.1	95.0506	95.9251	0.8601	0.8612	0.06902	95.1526	57	0.9797	56	1.631	0.7255	95.1255	96.8469	0.4613	0.95	AlfI:95.75,AloI:96.21,BcgI:95.90,FalI:95.95	2841	57	4170	246	48.45614035087719	ok	95.0506	gamma	95.2832	90-95	Firmicutes	94.75	95.01	-2.9599999999999937
GCF_000297435.1__GCA_002282935.1	NZ_CAIP01000449.1	MTBT01000001.1	95.6911	96.4455	0.3612	0.3924	0.09427	93.689	125	0.9712	23	1.584	0.759	95.6378	97.2342	1.3566	7.98	AlfI:96.26,AloI:96.92,BcgI:96.73,FalI:95.56	2238	125	1822	15	7.2	INCONSISTENT	95.6911	gamma	95.8616	90-95	Cyanobacteria	94.3	95.02	-2.0999999999999943
GCF_001809325.1__GCF_000260655.1	NZ_KV796920.1	NZ_AJMT01000001.1	96.1635	96.6227	0.7305	0.7639	0.0629	95.5657	175	0.9641	91	2.148	0.7694	96.0865	97.1255	0.9116	3.07	AlfI:96.71,AloI:97.03,BcgI:96.58,FalI:96.11	2977	175	3665	89	14.965714285714286	ok	96.1635	gamma	96.2371	95-100	Proteobacteria	95.09	95.48	-0.9299999999999926
GCA_902623215.1__GCA_902614355.1	CACNSS010000001.1	CACMKP010000001.1	95.4651	96.3352	0.6018	0.6015	0.21344	94.4523	18	0.9758	6	1.297	0.7595	95.5979	97.0609	1.198	1.31	AlfI:95.85,AloI:96.17,BcgI:95.43,FalI:96.63	294	18	390	45	14.444444444444445	ok	95.4651	gamma	96.1117	90-95	Proteobacteria	94.27	95.12	-2.4599999999999937
GCA_902622985.1__GCA_902619105.1	CACNSH010000001.1	CACNCV010000001.1	95.8498	96.6012	0.6807	0.716	0.15192	95.2828	22	0.9774	11	1.392	0.777	95.8068	97.3429	1.0138	1.95	AlfI:96.49,AloI:96.91,BcgI:95.90,FalI:96.84	511	22	698	69	22.636363636363637	ok	95.8498	gamma	96.1797	95-100	Proteobacteria	95.1	95.26	-2.480000000000004
GCA_003210735.1__GCA_003211235.1	QCUM01000001.1	QCTG01000001.1	96.6253	96.991	0.3868	0.5669	0.09026	94.7206	74	0.9757	27	2.148	0.7983	96.5491	97.3338	0.8169	1.72	AlfI:97.11,AloI:96.96,BcgI:97.05,FalI:96.29	1262	74	1538	89	15.635135135135137	ok	96.6253	gamma	96.7762	90-95	Cyanobacteria	94.45	95.46	-2.1100000000000136
GCF_001314995.1__GCA_900755095.1	NZ_CP012938.1	CAAEFE010000001.1	98.4828	99.0061	0.2708	0.493	0.04159	96.3428	70	0.9644	69	0.244	0.9392	98.4144	99.2082	0.1281	0.41	AlfI:98.94,AloI:99.03,BcgI:98.99,FalI:99.06	2088	70	2157	133	27.67142857142857	ok	98.4828	gamma	98.5735	90-95	Bacteroidota	94.98	96.4	-0.03999999999999204
GCF_003252795.1__GCA_015255025.1	NZ_QEPQ01000001.1	JABZOY010000100.1	95.9869	96.3042	0.5339	0.5841	0.11379	94.4208	89	0.9095	82	3.258	0.7506	95.9354	96.7015	0.8243	1.5	AlfI:96.06,AloI:95.76,BcgI:96.24,FalI:96.59	1100	89	1270	34	10.258426966292134	ok	95.9869	gamma	96.2019	90-95	Proteobacteria	94.78	95.15	4.200000000000003
GCA_902555695.1__GCA_902542505.1	CACDTV010000001.1	CACBUI010000001.1	97.3407	97.3407	0.2973	0.4415	0.21204	94.542	21	0.9511	9	inf	0.8309	97.1588	97.461	1.3228	1.42	AlfI:98.32,AloI:97.74,BcgI:97.00,FalI:97.23	240	21	253	26	9.333333333333334	ok	97.3407	uniform	97.7231	90-95	Proteobacteria	94.75	95.24	0.12999999999999545
GCA_900539255.1__GCA_900772495.1	UQBJ01000001.1	CAAHEJ010000001.1	97.1794	97.3853	0.2595	0.2998	0.10136	94.3717	112	0.9142	67	2.781	0.8321	97.0656	97.5853	2.2673	7.42	AlfI:97.28,AloI:99.54,BcgI:97.49,FalI:97.33	1412	112	1046	26	7.375	ok	97.1794	gamma	97.3374	90-95	Campylobacterota	94.92	95.7	4.280000000000001
GCF_001655615.1__GCF_000282195.1	NZ_CP011567.1	NZ_AKJT01000001.1	95.862	96.3021	0.8142	0.8631	0.0378	94.9344	161	0.9797	160	2.591	0.7438	95.7788	96.8623	0.4602	1.76	AlfI:96.29,AloI:96.51,BcgI:96.32,FalI:96.04	8105	161	11243	196	48.91925465838509	ok	95.862	gamma	95.8659	90-95	Proteobacteria	94.93	95.09	-2.8799999999999955
GCF_000008025.1__GCA_902636535.1	NC_002978.6	CACPSE010000001.1	97.6116	98.1676	0.3438	0.3382	0.12577	95.2978	50	0.8763	49	0.709	0.8859	97.4024	98.5372	1.1433	1.7	AlfI:97.96,AloI:97.42,BcgI:98.57,FalI:98.16	709	50	480	18	7.94	INCONSISTENT	97.6116	gamma	97.7951	95-100	Proteobacteria	95.12	95.32	7.689999999999998
