pairid	ani_gated	breakpoint_count	synteny_score	dnadiff_blocks	dnadiff_breakpoints	dnadiff_large_indels	dnadiff_synteny_score	dnadiff_blocks_min10000	dnadiff_breakpoints_min10000	dnadiff_large_indels_min10000	dnadiff_blocks_min5000	dnadiff_breakpoints_min5000	dnadiff_large_indels_min5000	mm2_blocks	mm2_breakpoints	mm2_large_indels	mm2_synteny_score	mm2_status
GCA_003213015.1__GCA_902588835.1	91.5777	8	0.9568	90	57	58	0.3595505617977528	90	53	45	90	55	49	38	33	24	0.108108	ok
GCA_902586025.1__GCA_902545405.1	95.5758	9	0.9625	86	60	39	0.2941176470588235	86	55	27	86	58	31	49	38	28	0.208333	ok
GCA_003214175.1__GCA_902572915.1	91.9911	11	0.9252	133	94	74	0.2878787878787878	133	92	68	133	93	72	96	88	47	0.073684	ok
GCA_004570955.1__GCF_014207425.1	87.5095	3	0.9901	359	121	239	0.6620111731843575	359	116	150	359	120	184	65	43	40	0.328125	ok
GCA_003167215.1__GCA_003131985.1	90.0494	28	0.9309	1117	845	556	0.242831541218638	1117	821	511	1117	836	536	483	405	220	0.159751	ok
GCF_002550015.1__GCA_900772565.1	95.3292	158	0.9391	670	503	314	0.2481315396113602	670	486	286	670	493	299	479	383	213	0.198745	ok
GCF_004362055.1__GCF_002217355.1	88.9811	9	0.961	900	576	539	0.3592880978865406	900	572	451	900	575	497	197	129	116	0.341837	ok
GCF_001905125.1__GCF_000717645.1	87.1586	52	0.9724	2182	1591	1088	0.270518110958276	2182	1581	1010	2182	1585	1033	374	255	226	0.316354	ok
GCF_002979455.1__GCF_000799335.1	88.9696	12	0.9872	942	511	518	0.4569606801275239	942	479	285	942	499	383	157	113	95	0.275641	ok
GCF_016642265.1__GCA_000180035.1	88.2042	8	0.9855	489	338	233	0.3073770491803278	489	334	195	489	335	206	162	118	89	0.267081	ok
GCF_003001755.1__GCF_015291625.1	92.5455	46	0.9942	1587	219	1015	0.8619167717528373	1587	210	324	1587	215	632	146	103	87	0.289655	ok
GCF_009189165.1__GCF_008807415.1	90.6087	73	0.9822	1339	139	648	0.8961136023916293	1339	138	178	1339	138	332	156	85	133	0.451613	ok
GCF_016804005.1__GCA_000470535.1	88.8611	107	0.8954	1729	1304	847	0.2453703703703703	1729	1303	841	1729	1304	843	776	515	642	0.335484	ok
GCF_005083845.1__GCF_001280225.1	84.17	0	1.0	66	4	25	0.9384615384615383	66	2	1	66	2	1	4	3	1	0.0	ok
GCF_010894435.1__GCF_900111765.1	85.4926	47	0.9692	2599	1768	1385	0.3194765204003079	2599	1734	1077	2599	1755	1185	1021	719	570	0.295098	ok
GCF_001579645.1__GCA_905221455.1	94.1405	6	0.9341	428	306	204	0.2833723653395784	428	303	177	428	306	184	448	315	251	0.295302	ok
GCA_003280725.1__GCA_902578845.1	93.9802	1	0.9949	76	55	37	0.2666666666666667	76	47	19	76	50	24	57	45	28	0.196429	ok
GCA_003209915.1__GCA_902540595.1	95.8066	12	0.9658	96	70	48	0.2631578947368421	96	69	39	96	69	40	48	37	24	0.212766	ok
GCA_014804675.1__GCA_910585715.1	90.2036	4	0.9545	740	561	346	0.2408660351826793	740	539	310	740	550	328	321	263	164	0.178125	ok
GCF_010731875.1__GCF_010726245.1	85.8818	38	0.9597	915	23	864	0.974835886214442	915	22	275	915	23	606	236	24	229	0.897872	ok
GCF_000245335.1__GCF_000009045.1	86.919	7	0.9933	420	67	222	0.8400954653937948	420	58	59	420	61	90	61	35	56	0.416667	ok
GCF_900130075.1__GCF_000013625.1	86.341	13	0.9823	625	30	615	0.9519230769230768	625	30	204	625	30	437	60	20	53	0.661017	ok
GCF_002813405.1__GCA_000720845.1	85.3995	55	0.9634	2026	1403	1228	0.3071604938271605	2026	1402	1163	2026	1402	1172	463	218	385	0.528139	ok
GCA_016777435.1__GCA_002477505.1	93.5846	16	0.9778	262	200	130	0.2337164750957854	262	138	34	262	170	80	227	198	112	0.123894	ok
GCA_900315765.1__GCA_902800365.1	91.7377	26	0.9809	535	383	250	0.2827715355805243	535	347	158	535	369	210	305	228	165	0.25	ok
GCF_900115955.1__GCF_900111005.1	90.576	72	0.9893	1656	1188	813	0.2821752265861027	1656	1173	732	1656	1180	766	366	268	243	0.265753	ok
GCF_000244935.1__GCF_016907215.1	95.2878	93	0.9916	1115	151	854	0.8644524236983842	1115	149	467	1115	150	656	183	130	134	0.285714	ok
GCA_900544115.1__GCF_001405375.1	93.7498	32	0.9868	389	267	216	0.3118556701030928	389	246	166	389	257	190	111	87	49	0.209091	ok
GCF_008123965.1__GCF_000426845.1	89.0665	28	0.9895	1681	1178	796	0.2988095238095238	1681	1124	596	1681	1151	681	479	358	253	0.251046	ok
GCA_002841405.1__GCF_001766835.1	87.9558	0	1.0	844	590	434	0.3001186239620403	844	510	235	844	544	312	520	392	255	0.244701	ok
GCF_014211915.1__GCF_902833055.1	92.0596	115	0.9845	1325	881	693	0.3345921450151057	1325	875	562	1325	876	618	234	158	155	0.321888	ok
GCF_004770145.1__GCF_000332515.2	83.0213	7	0.9849	609	199	450	0.6726973684210527	609	197	264	609	199	360	196	136	102	0.302564	ok
GCF_900108305.1__GCA_902826915.1	89.7204	6	0.9444	548	401	280	0.2669104204753199	548	387	236	548	394	262	339	262	159	0.224852	ok
GCA_003670455.1__GCA_903851225.1	91.1713	0	1.0	191	141	88	0.2578947368421053	191	115	41	191	129	63	151	127	72	0.153333	ok
GCF_000282575.1__GCA_017744395.1	87.8025	9	0.9908	1270	751	661	0.4081954294720252	1270	689	375	1270	724	465	362	275	192	0.238227	ok
GCF_013410035.1__GCF_014653115.1	85.57	37	0.9694	1020	621	597	0.3905789990186457	1020	618	424	1020	619	489	180	100	131	0.441341	ok
GCF_000719555.1__GCA_002355495.1	88.1721	17	0.9873	2145	276	1537	0.8712686567164178	2145	261	230	2145	267	538	529	393	279	0.255682	ok
GCA_005239475.1__GCA_003135435.1	92.2753	17	0.9814	1261	933	546	0.2595238095238095	1261	790	249	1261	845	381	931	725	435	0.22043	ok
GCA_009830035.1__GCF_001598475.1	86.9385	20	0.9761	851	593	434	0.3023529411764706	851	576	346	851	587	375	147	99	86	0.321918	ok
GCF_014696655.1__GCA_017114995.1	91.1303	17	0.963	2517	1861	1270	0.2603338632750397	2517	1781	1085	2517	1817	1173	1265	914	655	0.276899	ok
GCF_002900095.1__GCF_016236915.1	85.9465	23	0.9286	625	437	310	0.2996794871794872	625	437	277	625	437	289	170	98	126	0.420118	ok
GCF_002211105.1__GCA_004295565.1	94.0124	22	0.9937	503	67	375	0.8665338645418327	503	62	178	503	65	254	100	71	52	0.282828	ok
GCA_017935785.1__GCA_017379075.1	88.2428	6	0.9825	715	520	332	0.2717086834733894	715	481	235	715	499	281	613	471	283	0.230392	ok
GCF_013523165.1__GCF_019139675.1	87.5793	32	0.9614	1031	168	812	0.8368932038834951	1031	159	199	1031	163	398	423	310	222	0.265403	ok
GCF_001280125.1__GCF_014656215.1	92.0112	39	0.9864	2040	1488	1002	0.2702305051495831	2040	1387	778	2040	1442	889	530	379	280	0.283554	ok
GCA_902598315.1__GCA_902566945.1	92.4683	2	0.9355	101	63	47	0.37	101	62	30	101	63	33	34	30	21	0.090909	ok
GCF_010095445.1__GCF_000217955.3	86.6753	16	0.9846	1150	732	635	0.3629242819843342	1150	685	419	1150	711	492	534	398	274	0.253283	ok
GCF_010998615.1__GCF_002305895.1	91.857	28	0.9945	1395	254	932	0.8177905308464849	1395	231	353	1395	243	562	391	284	219	0.271795	ok
GCF_900459225.1__GCF_002055535.1	91.8797	22	0.9426	426	39	301	0.908235294117647	426	39	65	426	39	140	27	11	21	0.576923	ok
GCF_015776785.2__GCF_000716875.1	92.7737	118	0.9672	1600	1180	805	0.2620387742338962	1600	1178	776	1600	1180	788	425	316	205	0.254717	ok
GCF_002879865.1__GCF_001865575.1	87.4091	36	0.9852	1588	505	924	0.6817895400126024	1588	495	398	1588	502	505	428	325	225	0.238876	ok
GCA_013333945.2__GCA_905372155.1	93.0255	27	0.9788	739	532	350	0.2791327913279132	739	419	127	739	464	222	486	379	233	0.218557	ok
GCA_016712025.1__GCA_016703105.1	86.9001	21	0.9896	865	580	453	0.3287037037037037	865	554	346	865	563	389	151	108	96	0.28	ok
GCF_008801835.1__GCF_000196015.1	89.2651	37	0.9784	1211	394	860	0.6743801652892563	1211	386	257	1211	393	489	719	539	381	0.249304	ok
GCF_017795885.1__GCA_002280785.1	86.9166	34	0.9	973	681	465	0.2993827160493827	973	680	412	973	680	419	321	182	248	0.43125	ok
GCF_001908175.1__GCF_018617485.1	90.0283	3	0.9977	226	63	152	0.72	226	62	90	226	63	108	23	17	13	0.227273	ok
GCA_003216895.1__GCA_902634795.1	93.0644	5	0.9697	140	97	72	0.302158273381295	140	87	53	140	90	60	89	81	37	0.079545	ok
GCF_002813575.1__GCF_003113895.1	92.9609	129	0.9437	3037	906	1882	0.7015810276679841	3037	897	617	3037	901	984	1262	906	813	0.281523	ok
GCF_004792295.1__GCF_900116435.1	88.3082	32	0.94	730	532	369	0.2702331961591221	730	530	352	730	531	358	170	83	132	0.508876	ok
GCF_005082365.1__GCF_000009605.1	87.9497	2	0.9355	156	2	78	0.9870967741935484	156	2	1	156	2	12	2	1	0	0.0	ok
GCA_017553445.1__GCA_902771225.1	91.3548	0	1.0	323	233	161	0.2763975155279503	323	212	110	323	223	134	228	179	104	0.211454	ok
GCF_008329565.1__GCF_010731875.1	85.6249	17	0.9776	895	51	721	0.9429530201342282	895	47	194	895	51	428	243	168	138	0.305785	ok
GCA_900315895.1__GCA_905235115.1	86.1807	5	0.9688	320	227	150	0.2884012539184952	320	214	105	320	221	130	118	98	53	0.162393	ok
GCA_017469525.1__GCA_902770725.1	89.8816	25	0.9634	615	442	302	0.2801302931596091	615	413	237	615	434	280	290	237	144	0.179931	ok
GCA_902540545.1__GCA_902519255.1	94.9678	2	0.9863	79	56	48	0.282051282051282	79	48	27	79	54	33	57	43	29	0.232143	ok
GCA_003526765.1__GCA_002432805.1	95.5211	2	0.9959	214	144	115	0.323943661971831	214	106	23	214	118	53	163	128	83	0.209877	ok
GCF_014236655.1__GCF_000512695.2	87.6272	45	0.9646	1127	862	542	0.2344582593250443	1127	837	480	1127	858	517	318	238	176	0.249211	ok
GCF_001590835.1__GCF_000161455.1	88.7982	21	0.9711	1368	338	957	0.7527432333577176	1368	319	312	1368	329	555	574	406	318	0.291449	ok
GCF_013201625.1__GCF_003660105.1	91.2147	6	0.8605	427	87	367	0.795774647887324	427	86	102	427	86	208	205	99	181	0.514706	ok
GCF_000819725.1__GCF_000820145.1	91.6066	72	0.9689	838	601	394	0.2819593787335722	838	563	313	838	584	354	303	221	150	0.268212	ok
GCA_003316695.1__GCF_900187115.1	85.6682	4	0.9437	517	121	411	0.7655038759689923	517	116	107	517	117	203	248	182	117	0.263158	ok
GCF_016907365.1__GCF_014836755.1	89.8106	47	0.9814	1262	850	718	0.3259318001586042	1262	850	681	1262	850	684	99	59	78	0.397959	ok
GCA_900554905.1__GCA_900542305.1	95.3286	6	0.9961	424	281	207	0.3356973995271868	424	203	28	424	235	89	345	258	184	0.25	ok
GCF_001439925.1__GCF_900156045.1	86.6066	9	0.9852	943	565	489	0.4002123142250531	943	551	382	943	558	419	313	225	168	0.278846	ok
GCF_003254745.1__GCF_013284035.1	89.9386	10	0.991	763	51	355	0.9330708661417324	763	50	99	763	51	164	182	117	128	0.353591	ok
GCF_018613655.1__GCF_001465795.2	86.0627	4	0.9902	531	49	465	0.9075471698113208	531	45	158	531	47	311	129	80	90	0.375	ok
GCF_000379065.1__GCF_000484695.1	95.0223	103	0.9725	658	494	325	0.2480974124809741	658	492	313	658	494	317	420	327	268	0.21957	ok
GCF_003732705.1__GCF_001308855.1	92.8482	31	0.9951	1405	597	826	0.5747863247863247	1405	581	507	1405	593	683	98	72	52	0.257732	ok
GCA_902549785.1__GCA_902531455.1	95.9731	0	1.0	80	54	48	0.3164556962025316	80	44	26	80	48	34	75	64	34	0.135135	ok
GCF_003985145.1__GCF_017357385.1	91.5903	61	0.989	1224	308	891	0.7481602616516763	1224	301	396	1224	302	602	172	119	106	0.304094	ok
GCA_003213855.1__GCA_017644295.1	91.1716	1	0.9965	143	76	103	0.4647887323943662	143	59	38	143	61	51	98	68	58	0.298969	ok
GCA_003852775.1__GCF_003627075.1	89.1214	13	0.9869	719	100	523	0.8607242339832869	719	92	84	719	96	239	213	149	109	0.29717	ok
GCA_001604435.1__GCA_018436725.1	93.5558	5	0.9942	932	652	394	0.2996777658431794	932	468	31	932	505	109	749	575	355	0.231283	ok
GCA_902802585.1__GCA_902780135.1	92.7345	83	0.9415	656	467	350	0.2870229007633588	656	449	300	656	462	332	330	248	168	0.246201	ok
GCF_018155095.1__GCF_000278235.1	86.8365	4	0.9697	415	137	295	0.6690821256038647	415	131	116	415	136	184	92	67	54	0.263736	ok
GCF_014251555.1__GCF_014251335.1	87.3875	0	1.0	88	0	29	1.0	88	0	0	88	0	2	1	0	0	1.0	ok
GCF_000373645.1__GCF_900116325.1	88.222	37	0.979	1647	1151	823	0.3007290400972053	1647	1132	717	1647	1142	748	322	221	185	0.311526	ok
GCF_000012825.1__GCA_011959205.1	93.117	77	0.9084	648	469	333	0.2751159196290572	648	469	325	648	469	329	398	267	291	0.327456	ok
GCA_019113175.1__GCA_019118445.1	92.4273	13	0.9695	933	693	434	0.2564377682403433	933	652	348	933	668	384	470	379	218	0.191898	ok
GCA_001788495.1__GCA_001790205.1	93.2551	43	0.9563	985	755	461	0.2327235772357723	985	643	267	985	690	359	525	444	248	0.152672	ok
GCA_902574955.1__GCA_902572915.1	94.2535	3	0.9697	103	73	53	0.284313725490196	103	66	40	103	68	46	86	74	42	0.129412	ok
GCA_008933825.1__GCA_002840845.1	86.8584	15	0.9759	747	536	373	0.2815013404825737	747	485	264	747	516	314	241	189	118	0.2125	ok
GCA_900556205.1__GCA_900555355.1	95.5735	14	0.9856	545	370	227	0.3198529411764705	545	278	16	545	304	69	477	399	211	0.161765	ok
GCF_012986595.1__GCF_014268495.2	91.1109	37	0.992	1270	102	711	0.9196217494089834	1270	99	202	1270	99	437	87	64	42	0.255814	ok
GCA_011526165.1__GCA_016791205.1	90.6885	21	0.9771	904	675	402	0.2524916943521594	904	542	156	904	603	261	494	403	219	0.182556	ok
GCA_002502095.1__GCA_002501805.1	94.378	11	0.9827	127	89	61	0.2936507936507936	127	82	41	127	87	54	65	61	31	0.046875	ok
GCF_000382065.1__GCA_002365915.1	89.2422	79	0.9012	1192	874	607	0.2661628883291351	1192	872	598	1192	872	600	467	385	253	0.17382	ok
GCF_002940205.1__GCF_000802365.1	89.4357	128	0.9575	1518	1117	749	0.2636783124588002	1518	1066	647	1518	1092	698	491	390	245	0.204082	ok
GCF_002200015.1__GCF_900094905.1	92.4817	14	0.9917	834	508	460	0.39015606242497	834	475	349	834	493	399	257	189	116	0.261719	ok
GCF_013072695.1__GCF_000805455.1	87.6707	7	0.9712	707	465	406	0.3413597733711048	707	456	348	707	462	362	121	74	79	0.383333	ok
GCF_003324185.1__GCF_002550015.1	95.9764	41	0.9877	502	365	242	0.2714570858283432	502	345	193	502	356	219	255	182	145	0.283465	ok
GCF_002155975.1__GCF_014654205.1	94.2397	34	0.9952	2062	1506	940	0.2692867540029112	2062	1247	430	2062	1356	641	1219	921	625	0.243842	ok
GCF_016907475.1__GCF_017086465.1	86.6176	26	0.9848	958	33	948	0.9655172413793104	958	30	230	958	33	622	32	10	31	0.677419	ok
GCF_007997215.1__GCF_900112005.1	88.9533	24	0.9808	926	615	553	0.3351351351351351	926	590	489	926	600	510	295	196	147	0.333333	ok
GCA_003211555.1__GCA_902543485.1	87.4789	0	1.0	107	75	66	0.2924528301886793	107	66	47	107	69	53	49	39	29	0.1875	ok
GCF_013393195.1__GCF_001428525.1	89.1014	10	0.9664	1091	715	544	0.3440366972477064	1091	707	408	1091	712	433	209	103	123	0.504808	ok
GCF_018688315.1__GCF_018687275.1	87.1116	11	0.9567	217	2	146	0.9907407407407408	217	2	32	217	2	57	20	3	19	0.842105	ok
GCA_015060625.1__GCF_000025925.1	87.3406	32	0.976	572	110	377	0.8073555166374782	572	102	169	572	105	243	166	111	99	0.327273	ok
GCA_902802755.1__GCA_902771655.1	93.5381	46	0.9302	655	500	297	0.2354740061162079	655	479	249	655	491	276	299	258	140	0.134228	ok
GCF_900446215.1__GCF_902499075.1	92.6506	190	0.9754	1378	973	724	0.2933914306463325	1378	968	693	1378	970	702	369	253	217	0.3125	ok
GCF_000222705.1__GCA_901875575.1	90.1269	6	0.9727	411	266	213	0.3512195121951219	411	253	136	411	259	162	207	150	107	0.271845	ok
GCF_014863585.1__GCF_001594225.2	94.6004	68	0.9913	732	48	533	0.9343365253077976	732	45	280	732	45	395	53	33	33	0.365385	ok
GCA_003158735.1__GCA_003142855.1	92.7198	39	0.9885	1848	1355	846	0.2663779101245263	1848	1164	438	1848	1268	639	965	721	496	0.252075	ok
GCF_015767275.1__GCA_019233085.1	91.859	196	0.9018	1473	1090	733	0.2595108695652174	1473	1075	704	1473	1085	722	686	594	348	0.132847	ok
GCF_900637545.1__GCF_000819985.1	91.1794	122	0.9535	1123	819	559	0.2700534759358288	1123	818	552	1123	819	554	267	207	160	0.221805	ok
GCF_002843385.1__GCF_002356295.1	87.0246	2	0.9937	956	131	731	0.86282722513089	956	121	221	956	125	453	364	261	199	0.280992	ok
GCF_009617895.1__GCF_009617875.1	88.2525	29	0.919	782	67	662	0.9142125480153648	782	65	211	782	66	412	159	44	148	0.721519	ok
GCA_002841035.1__GCA_002770955.1	95.5694	0	1.0	916	666	372	0.2721311475409835	916	503	52	916	559	173	571	460	248	0.192982	ok
GCF_003636935.1__GCF_000277405.1	94.1526	9	0.9877	234	53	133	0.7725321888412018	234	49	70	234	52	92	48	33	25	0.297872	ok
GCF_002026145.1__GCA_000634215.1	94.8295	1	0.9967	362	199	103	0.4487534626038781	362	180	26	362	186	39	356	260	168	0.267606	ok
GCF_001990265.1__GCF_000756375.1	87.9445	8	0.9922	1183	830	536	0.2978003384094755	1183	714	276	1183	774	372	441	341	208	0.225	ok
GCF_002086305.1__GCF_900240975.1	86.4199	15	0.9842	1197	413	695	0.6546822742474916	1197	398	183	1197	404	342	303	213	170	0.294702	ok
GCF_000426925.1__GCF_014698755.1	90.5964	0	1.0	1737	1281	857	0.2620967741935484	1737	1223	735	1737	1248	789	1386	999	653	0.2787	ok
GCF_007665395.1__GCF_000730625.1	92.4098	49	0.9876	778	528	395	0.3204633204633205	778	523	336	778	527	362	150	109	85	0.268456	ok
GCF_000717055.1__GCF_014257025.1	87.5584	62	0.9683	2110	1569	1048	0.2560455192034139	2110	1544	968	2110	1558	1007	552	421	288	0.235935	ok
GCA_902619485.1__GCA_902543145.1	95.3665	10	0.9768	118	78	69	0.3333333333333333	118	72	50	118	77	55	86	69	54	0.188235	ok
GCF_006716315.1__GCF_900101045.1	87.5697	35	0.9842	1327	850	750	0.3589743589743589	1327	847	706	1327	848	709	128	40	112	0.685039	ok
GCF_004920835.1__GCF_002799155.1	92.084	18	0.9962	677	99	436	0.8535502958579881	677	92	189	677	97	294	133	90	80	0.318182	ok
GCF_003481985.1__GCF_003481825.1	93.4441	50	0.972	691	489	336	0.2913043478260869	691	472	281	691	482	304	270	197	140	0.267658	ok
GCA_004962925.1__GCF_002356515.1	88.9636	16	0.9882	1737	450	1298	0.7407834101382489	1737	359	234	1737	405	568	778	579	401	0.254826	ok
GCA_003153215.1__GCA_003141695.1	96.6468	16	0.9864	967	677	411	0.2991718426501035	967	518	98	967	560	193	438	351	201	0.196796	ok
GCF_000761545.1__GCF_016901015.1	86.0907	35	0.9524	1308	883	655	0.324407039020658	1308	860	464	1308	874	514	440	341	227	0.223235	ok
GCA_003283905.1__GCA_902513955.1	95.324	10	0.9605	110	80	51	0.2660550458715596	110	78	39	110	78	41	72	53	42	0.253521	ok
GCF_001729765.1__GCF_007035645.1	89.6964	18	0.9925	396	44	352	0.8886075949367088	396	44	250	396	44	308	14	12	8	0.076923	ok
GCA_001543395.1__GCA_017539045.1	94.3535	24	0.983	354	231	186	0.3456090651558073	354	215	125	354	222	143	129	102	56	0.203125	ok
GCA_003281365.1__GCA_017644325.1	89.8451	1	0.9973	112	39	66	0.6486486486486487	112	36	32	112	37	40	29	19	18	0.321429	ok
GCF_001613425.1__GCF_000710915.1	95.7023	191	0.9848	1213	890	614	0.2656765676567657	1213	877	571	1213	883	591	324	282	163	0.126935	ok
GCF_006439515.1__GCF_008520305.1	94.2957	90	0.9873	1074	775	546	0.2777260018639329	1074	744	480	1074	760	511	451	337	240	0.251111	ok
GCA_012510335.1__GCA_012510295.1	93.1932	0	1.0	657	461	248	0.2972560975609756	657	357	25	657	387	81	561	451	207	0.194643	ok
GCF_000018465.1__GCA_016125975.1	92.3846	10	0.8667	234	116	196	0.502145922746781	234	116	192	234	116	194	140	82	117	0.410072	ok
GCF_015864945.1__GCF_000247645.1	86.4291	14	0.9779	576	178	492	0.6904347826086956	576	178	377	576	178	397	100	15	93	0.848485	ok
GCA_001915995.1__GCA_003525075.1	94.3697	10	0.9548	288	206	136	0.2822299651567944	288	197	104	288	203	114	53	40	29	0.230769	ok
GCF_004348515.1__GCF_014648675.1	91.267	6	0.9973	1951	1376	932	0.2943589743589744	1951	1172	475	1951	1270	676	937	692	470	0.260684	ok
GCF_014252255.1__GCF_014251715.1	87.8922	0	1.0	92	0	17	1.0	92	0	0	92	0	0	2	0	1	1.0	ok
GCF_014268495.2__GCF_004683905.1	90.2297	38	0.9914	1121	100	575	0.9107142857142856	1121	98	158	1121	99	302	14	7	10	0.461538	ok
GCF_001536285.1__GCF_000177675.1	96.0799	260	0.9686	1560	1160	800	0.2559332905708787	1560	1145	759	1560	1152	781	555	477	279	0.138989	ok
GCF_900411395.1__GCF_009731465.1	92.5922	32	0.9617	514	119	352	0.7680311890838207	514	113	137	514	118	226	272	200	145	0.261993	ok
GCF_001838165.1__GCA_018375675.1	93.8449	74	0.9664	373	272	193	0.2688172043010752	373	253	162	373	265	181	211	171	113	0.185714	ok
GCF_002979415.1__GCA_017744855.1	89.1481	49	0.9402	833	639	384	0.2319711538461538	833	614	333	833	632	363	324	270	161	0.164087	ok
GCF_000195895.1__GCA_002505485.1	91.8106	64	0.9112	1320	980	661	0.2570128885519332	1320	979	630	1320	980	637	586	357	468	0.389744	ok
GCF_001281525.1__GCF_000772935.1	90.0538	14	0.9449	733	545	361	0.2554644808743169	733	538	320	733	541	332	245	141	160	0.422131	ok
GCF_016342265.1__GCA_019209935.1	91.7039	16	0.9917	421	289	191	0.3119047619047619	421	277	143	421	281	163	29	23	10	0.178571	ok
GCA_005843815.1__GCA_903866255.1	90.6666	10	0.9783	400	296	161	0.2581453634085213	400	253	84	400	272	117	247	194	115	0.211382	ok
GCF_016904945.1__GCF_014863405.1	87.4452	24	0.9783	1017	587	587	0.422244094488189	1017	585	495	1017	587	517	193	126	122	0.34375	ok
GCF_013185915.1__GCF_002192255.1	84.6601	21	0.9845	1193	50	639	0.9580536912751678	1193	48	91	1193	49	188	91	41	71	0.544444	ok
GCF_014193375.1__GCF_015992245.1	87.3862	12	0.9804	1117	134	857	0.8799283154121864	1117	122	136	1117	129	324	275	200	138	0.270073	ok
GCF_013410405.1__GCF_000739085.1	89.3511	44	0.9869	1301	115	1229	0.9115384615384616	1301	114	396	1301	114	875	105	45	100	0.567308	ok
GCF_016765655.1__GCF_000576635.1	87.8009	67	0.9529	1778	1299	854	0.2689926842993809	1778	1280	754	1778	1295	791	588	447	274	0.238501	ok
GCF_001305855.1__GCF_000935355.1	84.3475	3	0.9899	793	446	437	0.4368686868686868	793	431	274	793	438	314	276	185	140	0.327273	ok
GCF_002042885.1__GCF_900079995.3	92.8204	19	0.9937	397	263	216	0.3358585858585858	397	259	187	397	261	199	91	66	50	0.266667	ok
GCF_002019765.1__GCF_007725405.1	90.6454	21	0.9893	420	17	411	0.9594272076372315	420	17	247	420	17	343	2	1	1	0.0	ok
GCF_003182485.1__GCF_900182545.1	94.2203	43	0.988	708	471	341	0.3338048090523338	708	469	278	708	470	309	66	45	46	0.307692	ok
GCF_018687895.1__GCF_018687535.1	91.1114	7	0.9933	109	5	71	0.9537037037037036	109	5	10	109	5	17	2	1	1	0.0	ok
GCF_004368965.1__GCF_000332455.1	84.1886	21	0.9485	628	452	320	0.2791068580542265	628	443	288	628	447	301	453	319	230	0.294248	ok
GCF_004402215.1__GCF_900101115.1	92.4527	38	0.985	621	428	327	0.3096774193548387	621	395	249	621	415	288	266	201	116	0.241509	ok
GCA_902558885.1__GCA_902517815.1	91.6719	13	0.9437	143	91	81	0.3591549295774647	143	87	53	143	89	60	84	71	49	0.144578	ok
GCF_000738435.1__GCA_016780825.1	91.8626	63	0.9517	205	151	106	0.2598039215686274	205	151	106	205	151	106	124	101	86	0.178862	ok
GCF_003075375.1__GCF_001984105.1	88.3641	14	0.9829	790	419	472	0.4689480354879595	790	393	240	790	410	314	253	181	138	0.281746	ok
GCF_001679045.1__GCF_001457655.1	92.6201	40	0.9195	387	109	249	0.7176165803108808	387	105	102	387	106	165	124	94	65	0.235772	ok
GCF_004798905.1__GCF_009363755.1	86.282	23	0.9634	909	86	677	0.9052863436123348	909	86	113	909	86	254	217	139	135	0.356481	ok
GCF_002102355.1__GCF_010727605.1	91.5342	5	0.9986	651	98	426	0.8492307692307692	651	86	212	651	89	288	137	98	77	0.279412	ok
GCF_000712075.1__GCF_016135805.1	89.7128	50	0.9153	1792	1248	969	0.3031825795644891	1792	1241	873	1792	1244	886	769	573	426	0.253906	ok
GCF_007679425.1__GCF_900104815.1	91.5644	31	0.9925	1581	164	946	0.8962025316455696	1581	155	282	1581	160	529	231	185	108	0.195652	ok
GCF_014696655.1__GCF_002949795.1	90.506	14	0.9705	2474	801	1633	0.6761019005256773	2474	735	440	2474	759	734	1325	991	663	0.251511	ok
GCF_902506145.1__GCF_001544875.2	88.4328	60	0.9736	1423	944	797	0.3361462728551336	1423	942	686	1423	943	719	329	202	243	0.384146	ok
GCA_009840635.1__GCA_002238705.1	90.347	3	0.9885	701	531	339	0.2414285714285714	701	485	258	701	505	295	418	351	180	0.158273	ok
GCF_900290235.1__GCF_001418645.1	97.4412	610	0.9232	2304	1735	1125	0.2466348241424228	2304	1677	1007	2304	1709	1068	1754	1531	808	0.12664	ok
GCF_002896875.1__GCA_011332035.1	92.3313	17	0.8731	2474	1857	1223	0.2490901738778811	2474	1856	1214	2474	1857	1216	855	558	662	0.346604	ok
GCF_000170855.1__GCA_000953735.1	89.7243	3	0.9936	1034	168	838	0.8373668925459825	1034	136	239	1034	148	512	365	240	229	0.340659	ok
GCF_003287955.1__GCF_001428335.1	92.8434	34	0.9857	635	414	333	0.3470031545741324	635	404	231	635	408	273	169	122	87	0.27381	ok
GCF_018861315.1__GCF_011065935.1	88.7599	2	0.9852	1116	754	540	0.3237668161434978	1116	727	415	1116	738	458	608	447	290	0.263591	ok
GCF_900460525.1__GCF_901472495.1	87.8077	26	0.9763	875	66	523	0.9244851258581236	875	66	163	875	66	319	17	7	11	0.5625	ok
GCF_002811985.1__GCF_016919175.1	86.1805	6	0.9869	940	666	466	0.2907348242811501	940	619	343	940	645	395	348	252	202	0.273775	ok
GCF_900187975.1__GCF_900112375.1	95.9777	89	0.9888	1207	901	571	0.2529021558872305	1207	871	513	1207	888	539	531	400	274	0.245283	ok
GCA_003131365.1__GCA_017881465.1	92.362	19	0.9788	748	569	324	0.2382864792503346	748	472	155	748	517	237	406	338	189	0.165432	ok
GCF_001411495.1__GCF_000959365.1	87.5265	71	0.972	1777	663	938	0.6266891891891893	1777	660	343	1777	660	472	456	284	381	0.375824	ok
