dnadiff_blocks	dnadiff_breakpoints	dnadiff_large_indels	dnadiff_synteny_score	pairid
114	82	58	0.2743362831858407	GCA_902618025.1__GCA_902578805.1
157	112	79	0.282051282051282	GCA_902618025.1__GCA_902583415.1
144	108	70	0.2447552447552448	GCA_902618025.1__GCA_902589185.1
136	92	70	0.3185185185185185	GCA_902618025.1__GCA_902595145.1
158	120	78	0.2356687898089171	GCA_902618025.1__GCA_902595515.1
107	72	61	0.3207547169811321	GCA_902618195.1__GCA_902590245.1
94	64	51	0.3118279569892472	GCA_902618195.1__GCA_902615025.1
123	92	65	0.2459016393442623	GCA_902618195.1__GCA_902615325.1
79	55	44	0.2948717948717948	GCA_902618195.1__GCA_902615995.1
104	72	49	0.3009708737864077	GCA_902618205.1__GCA_902541285.1
89	60	49	0.3181818181818182	GCA_902618205.1__GCA_902555065.1
84	56	41	0.3253012048192771	GCA_902618205.1__GCA_902586025.1
102	55	64	0.4554455445544554	GCA_902618205.1__GCA_902589315.1
81	48	49	0.4	GCA_902618205.1__GCA_902616245.1
117	79	71	0.3189655172413793	GCA_902618245.1__GCA_902561795.1
167	97	101	0.4156626506024096	GCA_902618245.1__GCA_902613595.1
103	73	48	0.284313725490196	GCA_902618335.1__GCA_902522795.1
98	76	40	0.2164948453608247	GCA_902618335.1__GCA_902573335.1
127	82	73	0.3492063492063492	GCA_902618485.1__GCA_902518155.1
56	39	31	0.2909090909090909	GCA_902618485.1__GCA_902538495.1
63	44	32	0.2903225806451612	GCA_902618485.1__GCA_902538745.1
79	54	39	0.3076923076923077	GCA_902618485.1__GCA_902540785.1
74	58	32	0.2054794520547945	GCA_902618485.1__GCA_902586495.1
66	49	29	0.2461538461538461	GCA_902618535.1__GCA_902536485.1
70	45	41	0.3478260869565217	GCA_902618555.1__GCA_902566675.1
87	65	44	0.2441860465116279	GCA_902618565.1__GCA_902521355.1
90	57	66	0.3595505617977528	GCA_902618565.1__GCA_902534735.1
91	62	46	0.3111111111111111	GCA_902618565.1__GCA_902543295.1
91	65	51	0.2777777777777778	GCA_902618565.1__GCA_902564385.1
101	76	52	0.24	GCA_902618565.1__GCA_902570695.1
88	66	39	0.2413793103448276	GCA_902618565.1__GCA_902614975.1
118	78	67	0.3333333333333333	GCA_902618695.1__GCA_902538255.1
99	74	46	0.2448979591836735	GCA_902618695.1__GCA_902542855.1
121	76	69	0.3666666666666667	GCA_902618695.1__GCA_902545555.1
140	95	76	0.3165467625899281	GCA_902618695.1__GCA_902553675.1
119	85	58	0.2796610169491526	GCA_902618695.1__GCA_902571135.1
82	60	50	0.2592592592592593	GCA_902618795.1__GCA_902521995.1
75	60	37	0.1891891891891891	GCA_902618795.1__GCA_902565305.1
48	33	28	0.2978723404255319	GCA_902618795.1__GCA_902578845.1
119	82	69	0.3050847457627118	GCA_902618855.1__GCA_902554035.1
132	88	79	0.3282442748091603	GCA_902618855.1__GCA_902564565.1
73	54	41	0.25	GCA_902618855.1__GCA_902567765.1
143	87	77	0.3873239436619718	GCA_902618855.1__GCA_902569405.1
114	83	55	0.2654867256637168	GCA_902618855.1__GCA_902582105.1
100	68	54	0.3131313131313131	GCA_902618855.1__GCA_902583345.1
109	81	47	0.25	GCA_902618855.1__GCA_902588255.1
123	73	70	0.4016393442622951	GCA_902618855.1__GCA_902608975.1
110	70	63	0.3577981651376146	GCA_902619045.1__GCA_902518895.1
106	69	61	0.3428571428571428	GCA_902619045.1__GCA_902524385.1
125	83	64	0.3306451612903226	GCA_902619045.1__GCA_902525035.1
110	76	47	0.3027522935779816	GCA_902619045.1__GCA_902577905.1
112	72	71	0.3513513513513513	GCA_902619045.1__GCA_902585605.1
91	68	44	0.2444444444444444	GCA_902619055.1__GCA_902535885.1
95	60	51	0.3617021276595744	GCA_902619055.1__GCA_902560675.1
105	75	52	0.2788461538461538	GCA_902619055.1__GCA_902570155.1
93	57	56	0.3804347826086957	GCA_902619055.1__GCA_902573325.1
93	56	57	0.3913043478260869	GCA_902619055.1__GCA_902590695.1
103	67	59	0.3431372549019608	GCA_902619055.1__GCA_902602515.1
98	69	52	0.2886597938144329	GCA_902619105.1__GCA_902519835.1
54	38	33	0.2830188679245283	GCA_902619105.1__GCA_902533965.1
82	41	51	0.4938271604938271	GCA_902619105.1__GCA_902564295.1
73	48	41	0.3333333333333333	GCA_902619105.1__GCA_902589175.1
77	53	45	0.3026315789473685	GCA_902619105.1__GCA_902610585.1
141	94	83	0.3285714285714286	GCA_902619165.1__GCA_902537215.1
180	122	101	0.3184357541899442	GCA_902619165.1__GCA_902537235.1
142	110	55	0.2198581560283687	GCA_902619165.1__GCA_902540655.1
130	93	70	0.2790697674418605	GCA_902619165.1__GCA_902560505.1
112	78	58	0.2972972972972972	GCA_902619165.1__GCA_902576905.1
158	116	83	0.2611464968152867	GCA_902619165.1__GCA_902596985.1
79	55	38	0.2948717948717948	GCA_902619375.1__GCA_902527525.1
90	59	47	0.3370786516853933	GCA_902619375.1__GCA_902538085.1
74	48	43	0.3424657534246575	GCA_902619375.1__GCA_902542505.1
109	78	54	0.2777777777777778	GCA_902619375.1__GCA_902557145.1
75	43	50	0.4189189189189189	GCA_902619375.1__GCA_902574995.1
75	46	44	0.3783783783783784	GCA_902619375.1__GCA_902575725.1
119	60	87	0.4915254237288136	GCA_902619375.1__GCA_902599045.1
113	80	52	0.2857142857142857	GCA_902619375.1__GCA_902601865.1
105	80	49	0.2307692307692307	GCA_902619485.1__GCA_902529515.1
92	64	51	0.2967032967032966	GCA_902619485.1__GCA_902542765.1
118	78	69	0.3333333333333333	GCA_902619485.1__GCA_902543145.1
140	101	72	0.2733812949640287	GCA_902619485.1__GCA_902592615.1
154	110	81	0.2810457516339869	GCA_902619485.1__GCA_902616615.1
134	76	90	0.4285714285714286	GCA_902619485.1__GCA_902618025.1
94	68	42	0.2688172043010752	GCA_902619495.1__GCA_902537845.1
93	64	55	0.3043478260869565	GCA_902619495.1__GCA_902590505.1
99	64	61	0.3469387755102041	GCA_902619495.1__GCA_902592655.1
85	59	43	0.2976190476190476	GCA_902619495.1__GCA_902610115.1
113	62	71	0.4464285714285714	GCA_902619595.1__GCA_902574695.1
200	140	117	0.2964824120603014	GCA_902619615.1__GCA_902530325.1
174	101	106	0.4161849710982659	GCA_902619615.1__GCA_902619485.1
66	39	37	0.4	GCA_902619665.1__GCA_902528175.1
87	67	38	0.2209302325581394	GCA_902619665.1__GCA_902530715.1
90	70	33	0.2134831460674157	GCA_902619665.1__GCA_902535155.1
73	39	52	0.4583333333333333	GCA_902619665.1__GCA_902583455.1
58	42	24	0.2631578947368421	GCA_902619665.1__GCA_902590295.1
65	49	36	0.234375	GCA_902619665.1__GCA_902611815.1
95	65	53	0.3085106382978723	GCA_902619675.1__GCA_902596205.1
113	74	69	0.3392857142857143	GCA_902619745.1__GCA_902521615.1
127	81	73	0.3571428571428571	GCA_902619745.1__GCA_902560805.1
114	73	64	0.3539823008849557	GCA_902619745.1__GCA_902571955.1
108	71	67	0.3364485981308411	GCA_902619745.1__GCA_902609235.1
117	76	62	0.3448275862068966	GCA_902619805.1__GCA_902529515.1
155	109	79	0.2922077922077922	GCA_902619805.1__GCA_902539895.1
75	43	46	0.4189189189189189	GCA_902619825.1__GCA_902526825.1
130	83	78	0.3565891472868217	GCA_902619825.1__GCA_902571385.1
54	38	30	0.2830188679245283	GCA_902619825.1__GCA_902587025.1
84	53	53	0.3614457831325302	GCA_902619825.1__GCA_902615855.1
89	44	58	0.5	GCA_902619835.1__GCA_902536085.1
88	62	47	0.2873563218390804	GCA_902619835.1__GCA_902555185.1
79	54	42	0.3076923076923077	GCA_902619835.1__GCA_902572475.1
101	75	44	0.25	GCA_902619835.1__GCA_902596205.1
109	79	54	0.2685185185185185	GCA_902619835.1__GCA_902598735.1
84	57	50	0.3132530120481928	GCA_902619835.1__GCA_902603945.1
107	71	58	0.330188679245283	GCA_902619835.1__GCA_902613545.1
145	100	75	0.3055555555555556	GCA_902619855.1__GCA_902566635.1
130	95	62	0.2635658914728682	GCA_902619855.1__GCA_902586905.1
91	57	52	0.3666666666666667	GCA_902620265.1__GCA_902536765.1
94	57	52	0.3870967741935484	GCA_902620265.1__GCA_902580275.1
82	59	43	0.2716049382716049	GCA_902620265.1__GCA_902617645.1
118	81	54	0.3076923076923077	GCA_902620285.1__GCA_902518705.1
106	68	61	0.3523809523809523	GCA_902620285.1__GCA_902530685.1
129	90	58	0.296875	GCA_902620285.1__GCA_902540265.1
115	80	57	0.2982456140350877	GCA_902620285.1__GCA_902597795.1
125	86	63	0.3064516129032257	GCA_902620285.1__GCA_902602135.1
87	63	42	0.2674418604651163	GCA_902620425.1__GCA_902522015.1
98	64	70	0.3402061855670103	GCA_902620425.1__GCA_902575815.1
115	74	65	0.3508771929824561	GCA_902620425.1__GCA_902593125.1
99	70	49	0.2857142857142857	GCA_902620425.1__GCA_902615745.1
105	68	60	0.3461538461538461	GCA_902620425.1__GCA_902618015.1
123	85	66	0.3032786885245901	GCA_902620455.1__GCA_902516925.1
104	73	56	0.2912621359223301	GCA_902620455.1__GCA_902517365.1
149	108	79	0.2702702702702703	GCA_902620455.1__GCA_902519955.1
130	91	68	0.2945736434108527	GCA_902620455.1__GCA_902523665.1
166	112	88	0.3212121212121211	GCA_902620455.1__GCA_902593165.1
111	84	50	0.2363636363636363	GCA_902620465.1__GCA_902528645.1
73	48	32	0.3333333333333333	GCA_902620465.1__GCA_902537895.1
54	39	27	0.2641509433962264	GCA_902620465.1__GCA_902538495.1
58	38	30	0.3333333333333333	GCA_902620465.1__GCA_902539145.1
70	47	38	0.3188405797101449	GCA_902620465.1__GCA_902540785.1
49	36	24	0.25	GCA_902620465.1__GCA_902544135.1
111	62	66	0.4363636363636364	GCA_902620465.1__GCA_902582605.1
123	80	72	0.3442622950819672	GCA_902620465.1__GCA_902586125.1
125	76	68	0.3870967741935484	GCA_902620465.1__GCA_902612325.1
55	37	24	0.3148148148148147	GCA_902620525.1__GCA_902552185.1
46	33	19	0.2666666666666667	GCA_902620525.1__GCA_902573835.1
86	55	46	0.3529411764705882	GCA_902620525.1__GCA_902574035.1
99	70	44	0.2857142857142857	GCA_902620525.1__GCA_902599495.1
91	55	58	0.3888888888888888	GCA_902620785.1__GCA_902574355.1
66	50	31	0.2307692307692307	GCA_902620785.1__GCA_902605935.1
97	64	56	0.3333333333333333	GCA_902620785.1__GCA_902606175.1
72	50	47	0.295774647887324	GCA_902620785.1__GCA_902618945.1
104	77	59	0.2524271844660194	GCA_902620895.1__GCA_902527105.1
115	91	62	0.2017543859649122	GCA_902620895.1__GCA_902537445.1
90	64	54	0.2808988764044944	GCA_902620895.1__GCA_902564235.1
109	81	51	0.25	GCA_902620895.1__GCA_902572825.1
118	86	57	0.2649572649572649	GCA_902620895.1__GCA_902606505.1
109	74	57	0.3148148148148147	GCA_902621165.1__GCA_902518705.1
87	61	44	0.2906976744186046	GCA_902621165.1__GCA_902519435.1
87	62	47	0.2790697674418605	GCA_902621165.1__GCA_902522015.1
97	66	55	0.3125	GCA_902621165.1__GCA_902571865.1
106	66	55	0.3714285714285714	GCA_902621165.1__GCA_902577945.1
118	88	53	0.2478632478632478	GCA_902621205.1__GCA_902521795.1
74	48	41	0.3424657534246575	GCA_902621205.1__GCA_902524245.1
73	51	46	0.2916666666666666	GCA_902621205.1__GCA_902546975.1
82	50	52	0.3827160493827161	GCA_902621205.1__GCA_902599405.1
80	54	49	0.3164556962025316	GCA_902621205.1__GCA_902616855.1
76	44	40	0.4133333333333333	GCA_902621205.1__GCA_902617515.1
95	73	43	0.2234042553191489	GCA_902621305.1__GCA_902521325.1
122	85	60	0.2975206611570248	GCA_902621305.1__GCA_902573325.1
125	89	61	0.282258064516129	GCA_902621305.1__GCA_902602695.1
116	84	58	0.2695652173913043	GCA_902621305.1__GCA_902612805.1
93	71	41	0.2282608695652174	GCA_902621305.1__GCA_902619055.1
68	42	43	0.3731343283582089	GCA_902621345.1__GCA_902538745.1
76	51	39	0.3199999999999999	GCA_902621345.1__GCA_902540785.1
73	55	35	0.2361111111111111	GCA_902621345.1__GCA_902561015.1
87	56	53	0.3488372093023255	GCA_902621345.1__GCA_902615145.1
133	97	65	0.2651515151515151	GCA_902621725.1__GCA_902514875.1
106	74	54	0.2952380952380952	GCA_902621725.1__GCA_902517315.1
126	83	69	0.3359999999999999	GCA_902621725.1__GCA_902560675.1
129	92	64	0.28125	GCA_902621725.1__GCA_902573325.1
122	88	65	0.2727272727272727	GCA_902621725.1__GCA_902612805.1
117	77	66	0.3362068965517241	GCA_902621725.1__GCA_902614395.1
105	64	60	0.3846153846153846	GCA_902621725.1__GCA_902615625.1
101	71	48	0.29	GCA_902621855.1__GCA_902519435.1
98	73	48	0.2474226804123711	GCA_902621855.1__GCA_902521325.1
111	82	50	0.2545454545454545	GCA_902621855.1__GCA_902522865.1
112	73	66	0.3423423423423423	GCA_902621855.1__GCA_902612805.1
104	62	60	0.3980582524271845	GCA_902621855.1__GCA_902614395.1
120	75	73	0.3697478991596639	GCA_902621855.1__GCA_902620425.1
81	58	47	0.275	GCA_902622245.1__GCA_902588975.1
110	80	53	0.2660550458715596	GCA_902622475.1__GCA_902524385.1
92	61	53	0.3296703296703297	GCA_902622475.1__GCA_902560675.1
103	74	52	0.2745098039215686	GCA_902622475.1__GCA_902575375.1
114	83	61	0.2654867256637168	GCA_902622475.1__GCA_902612805.1
102	62	57	0.3861386138613861	GCA_902622475.1__GCA_902621165.1
97	70	51	0.2708333333333333	GCA_902622545.1__GCA_902530715.1
74	41	46	0.4383561643835616	GCA_902622545.1__GCA_902599575.1
90	60	53	0.3258426966292135	GCA_902622545.1__GCA_902614905.1
183	108	113	0.4065934065934066	GCA_902622575.1__GCA_902595555.1
112	68	74	0.3873873873873874	GCA_902622595.1__GCA_902517365.1
109	72	67	0.3333333333333333	GCA_902622595.1__GCA_902523665.1
166	118	87	0.2848484848484848	GCA_902622595.1__GCA_902593165.1
129	94	68	0.265625	GCA_902622595.1__GCA_902594485.1
111	75	58	0.3181818181818182	GCA_902622595.1__GCA_902620455.1
102	67	56	0.3366336633663366	GCA_902622625.1__GCA_902527105.1
96	70	54	0.2631578947368421	GCA_902622625.1__GCA_902536725.1
89	64	48	0.2727272727272727	GCA_902622625.1__GCA_902606255.1
106	65	70	0.3809523809523809	GCA_902622655.1__GCA_902525565.1
108	80	49	0.2523364485981308	GCA_902622655.1__GCA_902559075.1
112	77	61	0.3063063063063063	GCA_902622655.1__GCA_902572515.1
113	67	65	0.4017857142857143	GCA_902622655.1__GCA_902588315.1
117	74	60	0.3620689655172413	GCA_902622655.1__GCA_902591535.1
112	77	53	0.3063063063063063	GCA_902622655.1__GCA_902595105.1
97	67	51	0.3020833333333333	GCA_902622655.1__GCA_902596185.1
109	76	55	0.2962962962962963	GCA_902622655.1__GCA_902609235.1
113	78	52	0.3035714285714286	GCA_902622655.1__GCA_902619745.1
128	79	67	0.3779527559055118	GCA_902622665.1__GCA_902555985.1
80	48	54	0.3924050632911392	GCA_902622665.1__GCA_902576605.1
95	67	54	0.2872340425531915	GCA_902622665.1__GCA_902580215.1
86	57	49	0.3294117647058824	GCA_902622665.1__GCA_902593475.1
88	59	39	0.3218390804597701	GCA_902622665.1__GCA_902599555.1
105	61	69	0.4134615384615384	GCA_902622665.1__GCA_902610815.1
96	67	44	0.2947368421052632	GCA_902622705.1__GCA_902538695.1
110	81	52	0.2568807339449541	GCA_902622705.1__GCA_902591865.1
102	65	50	0.3564356435643564	GCA_902622745.1__GCA_902615995.1
116	77	59	0.3304347826086956	GCA_902622745.1__GCA_902616005.1
92	66	50	0.2747252747252747	GCA_902622795.1__GCA_902514665.1
80	54	44	0.3164556962025316	GCA_902622795.1__GCA_902526115.1
98	76	44	0.2164948453608247	GCA_902622795.1__GCA_902526405.1
88	71	37	0.1839080459770115	GCA_902622795.1__GCA_902526595.1
74	55	35	0.2465753424657534	GCA_902622795.1__GCA_902539035.1
77	48	45	0.368421052631579	GCA_902622795.1__GCA_902583635.1
118	82	72	0.2991452991452992	GCA_902622805.1__GCA_902592285.1
139	92	75	0.3333333333333333	GCA_902622805.1__GCA_902596045.1
51	33	28	0.3399999999999999	GCA_902622825.1__GCA_902563575.1
80	48	53	0.3924050632911392	GCA_902622845.1__GCA_902594005.1
230	160	122	0.3013100436681223	GCA_902622875.1__GCA_000384615.1
103	73	51	0.284313725490196	GCA_902622955.1__GCA_902558835.1
105	65	57	0.375	GCA_902622955.1__GCA_902588925.1
116	75	62	0.3478260869565217	GCA_902622955.1__GCA_902591535.1
120	82	56	0.3109243697478991	GCA_902622955.1__GCA_902592275.1
112	82	54	0.2612612612612612	GCA_902622955.1__GCA_902596355.1
97	70	53	0.2708333333333333	GCA_902622985.1__GCA_902564025.1
87	64	45	0.2558139534883721	GCA_902622985.1__GCA_902565955.1
72	48	45	0.323943661971831	GCA_902622985.1__GCA_902610585.1
89	44	54	0.5	GCA_902622985.1__GCA_902614655.1
74	58	42	0.2054794520547945	GCA_902622985.1__GCA_902617525.1
63	39	34	0.3709677419354839	GCA_902622985.1__GCA_902619105.1
117	86	61	0.2586206896551724	GCA_902623075.1__GCA_902538885.1
109	77	54	0.2870370370370371	GCA_902623075.1__GCA_902554745.1
127	82	68	0.3492063492063492	GCA_902623075.1__GCA_902588895.1
126	84	70	0.3279999999999999	GCA_902623075.1__GCA_902591535.1
103	70	59	0.3137254901960784	GCA_902623075.1__GCA_902591845.1
289	206	139	0.2847222222222222	GCA_902623175.1__GCA_902520195.1
82	44	54	0.4567901234567901	GCA_902623215.1__GCA_902524345.1
77	49	49	0.3552631578947368	GCA_902623215.1__GCA_902561015.1
76	55	40	0.2666666666666667	GCA_902623215.1__GCA_902597575.1
54	33	33	0.3773584905660377	GCA_902623215.1__GCA_902614355.1
86	61	47	0.2823529411764706	GCA_902623215.1__GCA_902615145.1
110	81	51	0.2568807339449541	GCA_902623255.1__GCA_902518895.1
142	103	73	0.2695035460992907	GCA_902623255.1__GCA_902525035.1
130	84	71	0.3488372093023255	GCA_902623255.1__GCA_902537325.1
104	74	57	0.2815533980582524	GCA_902623255.1__GCA_902562275.1
123	81	59	0.3360655737704918	GCA_902623255.1__GCA_902588745.1
117	80	62	0.3103448275862068	GCA_902623255.1__GCA_902602135.1
131	93	65	0.2846153846153846	GCA_902623305.1__GCA_902529645.1
113	68	68	0.3928571428571429	GCA_902623305.1__GCA_902538255.1
132	91	70	0.3053435114503816	GCA_902623305.1__GCA_902589725.1
119	70	72	0.4067796610169492	GCA_902623305.1__GCA_902591535.1
96	65	48	0.3157894736842105	GCA_902623395.1__GCA_902545945.1
104	74	49	0.2815533980582524	GCA_902623395.1__GCA_902557785.1
102	69	59	0.3168316831683168	GCA_902623395.1__GCA_902591415.1
108	72	63	0.3271028037383178	GCA_902623395.1__GCA_902596205.1
95	66	58	0.2978723404255319	GCA_902623395.1__GCA_902603945.1
120	83	63	0.3025210084033614	GCA_902623395.1__GCA_902613915.1
109	67	62	0.3796296296296296	GCA_902623395.1__GCA_902615435.1
92	62	50	0.3186813186813186	GCA_902623415.1__GCA_902527415.1
88	63	35	0.2758620689655172	GCA_902623415.1__GCA_902574215.1
82	51	40	0.3703703703703703	GCA_902623415.1__GCA_902588925.1
82	59	37	0.2716049382716049	GCA_902623415.1__GCA_902591695.1
84	60	40	0.2771084337349397	GCA_902623415.1__GCA_902592545.1
81	63	43	0.2125	GCA_902623415.1__GCA_902600245.1
95	63	55	0.3297872340425531	GCA_902623415.1__GCA_902618695.1
105	68	66	0.3461538461538461	GCA_902623495.1__GCA_902517745.1
101	60	61	0.4	GCA_902623495.1__GCA_902594705.1
94	67	59	0.2795698924731182	GCA_902623495.1__GCA_902598015.1
104	71	50	0.3106796116504854	GCA_902623495.1__GCA_902603045.1
97	65	50	0.3229166666666666	GCA_902623495.1__GCA_902611845.1
109	73	65	0.324074074074074	GCA_902623535.1__GCA_902601475.1
134	92	77	0.3082706766917293	GCA_902623545.1__GCA_902515745.1
103	68	57	0.3333333333333333	GCA_902623545.1__GCA_902521325.1
99	75	47	0.2346938775510204	GCA_902623545.1__GCA_902522015.1
119	79	60	0.3305084745762712	GCA_902623545.1__GCA_902580765.1
123	94	58	0.2295081967213115	GCA_902623545.1__GCA_902597015.1
111	72	59	0.3454545454545454	GCA_902623585.1__GCA_902524385.1
106	63	62	0.4	GCA_902623585.1__GCA_902572735.1
93	74	38	0.1956521739130434	GCA_902623585.1__GCA_902575815.1
113	72	70	0.3571428571428571	GCA_902623585.1__GCA_902582755.1
87	53	53	0.3837209302325581	GCA_902623585.1__GCA_902614085.1
118	83	62	0.2905982905982905	GCA_902623685.1__GCA_902515455.1
102	69	48	0.3168316831683168	GCA_902623785.1__GCA_902562205.1
92	58	47	0.3626373626373627	GCA_902623785.1__GCA_902591755.1
87	52	53	0.3953488372093023	GCA_902623785.1__GCA_902599625.1
100	67	53	0.3232323232323232	GCA_902623785.1__GCA_902610755.1
75	54	32	0.2702702702702703	GCA_902623915.1__GCA_902573065.1
76	47	43	0.3733333333333333	GCA_902623915.1__GCA_902578115.1
69	42	40	0.3823529411764705	GCA_902623915.1__GCA_902582475.1
120	63	77	0.4705882352941176	GCA_902623975.1__GCA_902520335.1
120	75	81	0.3697478991596639	GCA_902623975.1__GCA_902573465.1
142	101	80	0.2836879432624113	GCA_902623995.1__GCA_902529515.1
114	80	55	0.2920353982300885	GCA_902623995.1__GCA_902542765.1
168	128	90	0.2335329341317364	GCA_902623995.1__GCA_902583415.1
153	104	86	0.3157894736842105	GCA_902623995.1__GCA_902618025.1
197	146	85	0.2551020408163265	GCA_902623995.1__GCA_902619615.1
103	69	48	0.3235294117647058	GCA_902624015.1__GCA_902525565.1
116	81	61	0.2956521739130434	GCA_902624015.1__GCA_902538255.1
109	79	57	0.2685185185185185	GCA_902624015.1__GCA_902558835.1
95	60	51	0.3617021276595744	GCA_902624015.1__GCA_902578175.1
100	70	59	0.2929292929292929	GCA_902624015.1__GCA_902588315.1
104	77	53	0.2524271844660194	GCA_902624015.1__GCA_902596355.1
89	56	55	0.3636363636363636	GCA_902624015.1__GCA_902596785.1
92	64	52	0.2967032967032966	GCA_902624015.1__GCA_902617805.1
135	95	67	0.2910447761194029	GCA_902624045.1__GCA_902555665.1
152	109	77	0.2781456953642384	GCA_902624045.1__GCA_902593445.1
159	108	81	0.3164556962025316	GCA_902624045.1__GCA_902594405.1
141	91	75	0.35	GCA_902624045.1__GCA_902594865.1
129	86	60	0.328125	GCA_902624075.1__GCA_902566365.1
118	82	63	0.2991452991452992	GCA_902624085.1__GCA_902623195.1
124	80	64	0.3495934959349593	GCA_902624105.1__GCA_902623195.1
93	68	41	0.2608695652173913	GCA_902624105.1__GCA_902624085.1
87	66	39	0.2325581395348837	GCA_902624185.1__GCA_902572005.1
72	44	44	0.3802816901408451	GCA_902624185.1__GCA_902604005.1
93	54	50	0.4130434782608695	GCA_902624195.1__GCA_902557775.1
117	73	64	0.3706896551724138	GCA_902624195.1__GCA_902579115.1
100	64	56	0.3535353535353535	GCA_902624195.1__GCA_902598315.1
91	68	48	0.2444444444444444	GCA_902624195.1__GCA_902598735.1
104	72	53	0.3009708737864077	GCA_902624195.1__GCA_902619835.1
114	57	76	0.495575221238938	GCA_902624275.1__GCA_902526795.1
99	38	61	0.6122448979591837	GCA_902624275.1__GCA_902538565.1
107	63	65	0.4056603773584906	GCA_902624275.1__GCA_902576865.1
139	74	97	0.4637681159420289	GCA_902624275.1__GCA_902578385.1
79	57	35	0.2692307692307693	GCA_902624275.1__GCA_902599655.1
135	88	79	0.3432835820895522	GCA_902624315.1__GCA_902526645.1
65	43	33	0.328125	GCA_902624345.1__GCA_902547215.1
85	55	44	0.3452380952380952	GCA_902624345.1__GCA_902562205.1
83	56	51	0.3170731707317072	GCA_902624345.1__GCA_902566755.1
91	63	48	0.3	GCA_902624345.1__GCA_902588835.1
103	64	53	0.3725490196078431	GCA_902624425.1__GCA_902538705.1
104	77	48	0.2524271844660194	GCA_902624425.1__GCA_902541365.1
102	60	58	0.4059405940594059	GCA_902624425.1__GCA_902594005.1
118	57	83	0.5128205128205128	GCA_902624425.1__GCA_902622845.1
74	43	49	0.410958904109589	GCA_902624465.1__GCA_902616725.1
105	67	58	0.3557692307692307	GCA_902624495.1__GCA_902578315.1
104	74	45	0.2815533980582524	GCA_902624495.1__GCA_902589305.1
100	67	49	0.3232323232323232	GCA_902624495.1__GCA_902619495.1
119	80	60	0.3220338983050848	GCA_902624535.1__GCA_902517745.1
98	69	46	0.2886597938144329	GCA_902624535.1__GCA_902521075.1
95	65	45	0.3085106382978723	GCA_902624535.1__GCA_902542235.1
115	79	64	0.3070175438596491	GCA_902624535.1__GCA_902570695.1
102	77	51	0.2376237623762376	GCA_902624535.1__GCA_902577875.1
115	77	64	0.3245614035087719	GCA_902624535.1__GCA_902595635.1
92	71	43	0.2197802197802197	GCA_902624585.1__GCA_902538885.1
80	55	41	0.3037974683544303	GCA_902624585.1__GCA_902591845.1
91	67	39	0.2555555555555555	GCA_902624585.1__GCA_902597555.1
81	52	51	0.35	GCA_902624585.1__GCA_902617805.1
77	52	41	0.3157894736842105	GCA_902624635.1__GCA_902520355.1
90	67	46	0.2471910112359551	GCA_902624635.1__GCA_902527485.1
105	76	45	0.2692307692307693	GCA_902624635.1__GCA_902543375.1
83	32	49	0.6097560975609756	GCA_902624635.1__GCA_902576375.1
101	55	59	0.4499999999999999	GCA_902624635.1__GCA_902578265.1
84	41	52	0.5060240963855422	GCA_902624635.1__GCA_902582845.1
49	28	28	0.4166666666666666	GCA_902624635.1__GCA_902594395.1
91	62	46	0.3111111111111111	GCA_902624635.1__GCA_902610675.1
96	65	54	0.3157894736842105	GCA_902624765.1__GCA_902578495.1
87	56	41	0.3488372093023255	GCA_902624765.1__GCA_902589965.1
135	102	68	0.2388059701492537	GCA_902624785.1__GCA_902623195.1
78	52	50	0.3246753246753247	GCA_902624885.1__GCA_902544345.1
96	60	52	0.368421052631579	GCA_902624885.1__GCA_902547825.1
76	46	49	0.3866666666666667	GCA_902624885.1__GCA_902556855.1
77	52	47	0.3157894736842105	GCA_902624885.1__GCA_902557605.1
88	62	45	0.2873563218390804	GCA_902624885.1__GCA_902618555.1
100	55	61	0.4444444444444444	GCA_902625035.1__GCA_902543375.1
93	66	46	0.2826086956521739	GCA_902625035.1__GCA_902544985.1
88	56	53	0.3563218390804598	GCA_902625035.1__GCA_902565385.1
103	73	45	0.284313725490196	GCA_902625035.1__GCA_902580335.1
90	65	41	0.2696629213483146	GCA_902625035.1__GCA_902592265.1
85	60	42	0.2857142857142857	GCA_902625035.1__GCA_902593845.1
99	72	52	0.2653061224489795	GCA_902625035.1__GCA_902622805.1
79	40	49	0.4871794871794872	GCA_902625035.1__GCA_902624635.1
93	65	51	0.2934782608695652	GCA_902625125.1__GCA_902537845.1
76	53	39	0.2933333333333333	GCA_902625125.1__GCA_902545945.1
84	56	39	0.3253012048192771	GCA_902625125.1__GCA_902615715.1
220	156	106	0.2876712328767123	GCA_902625215.1__GCA_902623995.1
100	76	51	0.2323232323232323	GCA_902625325.1__GCA_902573015.1
114	86	53	0.2389380530973451	GCA_902625325.1__GCA_902573085.1
91	69	50	0.2333333333333332	GCA_902625325.1__GCA_902601345.1
104	72	53	0.3009708737864077	GCA_902625365.1__GCA_902514875.1
92	71	45	0.2197802197802197	GCA_902625365.1__GCA_902538155.1
108	80	51	0.2523364485981308	GCA_902625365.1__GCA_902560675.1
99	65	52	0.336734693877551	GCA_902625365.1__GCA_902582755.1
109	75	59	0.3055555555555556	GCA_902625365.1__GCA_902588745.1
97	70	48	0.2708333333333333	GCA_902625365.1__GCA_902602885.1
