query	ref	truth_ani_mle_v8	ani_mle_rerun	ani_gated	dist_chainedkmer	dist_gbrt_v7	dist_af_q	dist_af_r	dist_shared_tags	dist_status
GCF_900117415.1	GCA_001464655.1	87.1205	87.1205	87.1205	NA	NA	NA	NA	NA	screened_out
GCA_905339355.1	GCF_003852895.1	88.3437	88.3437	88.3437	NA	NA	NA	NA	NA	screened_out
GCF_001708505.1	GCF_012767755.2	86.3614	86.3614	86.3614	NA	NA	NA	NA	NA	screened_out
GCA_014874455.1	GCA_011054265.1	92.9830	92.9830	92.9830	NA	NA	NA	NA	NA	screened_out
GCF_001956985.1	GCF_011064595.1	86.1869	86.1869	86.1869	NA	NA	NA	NA	NA	screened_out
GCA_019237635.1	GCF_000164865.1	93.1642	93.1642	93.1642	NA	NA	NA	NA	NA	screened_out
GCA_003229995.1	GCA_015487095.1	94.3097	94.3097	94.3097	NA	NA	NA	NA	NA	screened_out
GCA_009773665.1	GCF_000429325.1	93.3063	93.3063	93.3063	NA	NA	NA	NA	NA	screened_out
GCF_004011505.1	GCF_003001935.1	86.4953	86.4953	86.4953	NA	NA	NA	NA	NA	screened_out
GCF_009755885.1	GCF_008016535.1	94.2032	94.2032	94.2032	0.0000	0.0000	0.0969	0.1097	0	ok
GCA_002328405.1	GCA_002689455.1	92.8428	92.8428	92.8428	NA	NA	NA	NA	NA	screened_out
GCF_011947365.2	GCA_003934985.1	93.3879	93.3879	93.3879	NA	NA	NA	NA	NA	screened_out
GCA_905480125.1	GCA_018669945.1	93.9985	93.9985	93.9985	NA	NA	NA	NA	NA	screened_out
GCF_000284075.1	GCF_000273745.1	92.4840	92.4840	92.4840	0.9364	0.9154	0.1245	0.1208	118	ok
GCF_008040105.1	GCA_003454135.1	90.0931	90.0931	90.0931	NA	NA	NA	NA	NA	screened_out
GCA_910579215.1	GCA_900540705.1	91.5787	91.5787	91.5787	NA	NA	NA	NA	NA	screened_out
GCF_002237555.1	GCF_900188425.1	90.3883	90.3883	90.3883	NA	NA	NA	NA	NA	screened_out
GCA_001001345.1	GCA_001003855.1	91.5197	91.5197	91.5197	NA	NA	NA	NA	NA	screened_out
GCF_002157755.1	GCF_002157795.1	94.8617	94.8617	94.8617	NA	NA	NA	NA	NA	screened_out
GCA_003241875.1	GCF_014205635.1	91.1659	91.1659	91.1659	NA	NA	NA	NA	NA	screened_out
GCF_001885215.1	GCA_013203655.1	94.7266	94.7266	94.7266	NA	NA	NA	NA	NA	screened_out
GCA_017509605.1	GCA_902773225.1	90.1544	90.1544	90.1544	NA	NA	NA	NA	NA	screened_out
GCA_009701845.1	GCA_009700815.1	94.6397	94.6397	94.6397	NA	NA	NA	NA	NA	screened_out
GCA_013815325.1	GCA_003169975.1	90.5027	90.5027	90.5027	NA	NA	NA	NA	NA	screened_out
GCA_003169975.1	GCA_013695925.1	91.3386	91.3386	91.3386	NA	NA	NA	NA	NA	screened_out
GCF_002761955.1	GCF_000160475.1	92.2283	92.2283	92.2283	0.9394	0.9251	0.1440	0.1398	228	ok
GCA_017613015.1	GCA_902774175.1	90.6252	90.6252	90.6252	NA	NA	NA	NA	NA	screened_out
GCF_013389365.1	GCF_000373985.1	91.4333	91.4333	91.4333	NA	NA	NA	NA	NA	screened_out
GCA_002841515.1	GCA_002841605.1	92.7600	92.7600	92.7600	NA	NA	NA	NA	NA	screened_out
GCA_905235135.1	GCA_902786595.1	92.2289	92.2289	92.2289	NA	NA	NA	NA	NA	screened_out
GCA_903859815.1	GCA_003242955.1	93.4718	93.4718	93.4718	NA	NA	NA	NA	NA	screened_out
GCF_000686665.1	GCF_014131695.1	94.7587	94.7587	94.7587	NA	NA	NA	NA	NA	screened_out
GCF_015865005.1	GCF_001894825.1	91.5316	91.5316	91.5316	NA	NA	NA	NA	NA	screened_out
GCA_017853515.1	GCA_018402585.1	90.9908	90.9908	90.9908	NA	NA	NA	NA	NA	screened_out
GCA_011337865.1	GCA_015711935.1	93.4485	93.4485	93.4485	NA	NA	NA	NA	NA	screened_out
GCA_011371465.1	GCF_004339085.1	92.1835	92.1835	92.1835	NA	NA	NA	NA	NA	screened_out
GCA_016873155.1	GCA_016188675.1	90.5661	90.5661	90.5661	NA	NA	NA	NA	NA	screened_out
GCA_000271405.2	GCF_003957375.1	94.8697	94.8697	94.8697	NA	NA	NA	NA	NA	screened_out
GCA_002390205.1	GCA_018668255.1	94.7950	94.7950	94.7950	NA	NA	NA	NA	NA	screened_out
GCA_009835985.1	GCA_002238705.1	90.2316	90.2316	90.2316	NA	NA	NA	NA	NA	screened_out
GCA_903930675.1	GCA_903824185.1	93.0400	93.0400	93.0400	NA	NA	NA	NA	NA	screened_out
GCA_017849325.1	GCA_000017645.1	93.5043	93.5043	93.5043	NA	NA	NA	NA	NA	screened_out
GCA_003552745.1	GCA_007126865.1	93.8310	93.8310	93.8310	NA	NA	NA	NA	NA	screened_out
GCA_018241365.1	GCA_018971925.1	92.6390	92.6390	92.6390	NA	NA	NA	NA	NA	screened_out
GCA_000472185.1	GCA_018222665.1	94.7877	94.7877	94.7877	NA	NA	NA	NA	NA	screened_out
GCA_002279765.1	GCA_017853885.1	92.2660	92.2660	92.2660	NA	NA	NA	NA	NA	screened_out
GCA_002360635.1	GCA_002364245.1	90.5051	90.5051	90.5051	NA	NA	NA	NA	NA	screened_out
GCA_002722135.1	GCA_013330765.1	91.5885	91.5885	91.5885	NA	NA	NA	NA	NA	screened_out
GCA_016718505.1	GCA_016720635.1	90.4520	90.4520	90.4520	0.9371	0.9169	0.1135	0.1059	293	ok
GCA_902505605.1	GCA_005223145.1	91.6711	91.6711	91.6711	NA	NA	NA	NA	NA	screened_out
GCA_017694295.1	GCA_015058945.1	94.0050	94.0050	94.0050	NA	NA	NA	NA	NA	screened_out
GCA_002068435.1	GCA_012516785.1	94.6751	94.6751	94.6751	NA	NA	NA	NA	NA	screened_out
GCA_017433225.1	GCA_900317985.1	94.4459	94.4459	94.4459	NA	NA	NA	NA	NA	screened_out
GCA_005885125.1	GCA_005884945.1	90.0837	90.0837	90.0837	NA	NA	NA	NA	NA	screened_out
GCA_900542035.1	GCA_905215625.1	93.3564	93.3564	93.3564	NA	NA	NA	NA	NA	screened_out
GCF_000196115.1	GCF_007859915.1	91.8943	91.8943	91.8943	NA	NA	NA	NA	NA	screened_out
GCA_902766515.1	GCA_017430225.1	92.5142	92.5142	92.5142	NA	NA	NA	NA	NA	screened_out
GCA_014360645.1	GCA_015711875.1	91.6201	91.6201	91.6201	NA	NA	NA	NA	NA	screened_out
GCA_902530455.1	GCA_902605645.1	91.6892	91.6892	91.6892	NA	NA	NA	NA	NA	screened_out
GCA_004376465.1	GCA_004376895.1	92.4241	92.4241	92.4241	NA	NA	NA	NA	NA	screened_out
GCA_902635965.1	GCA_002171475.2	91.4324	91.4324	91.4324	NA	NA	NA	NA	NA	screened_out
GCA_903902855.1	GCA_903902345.1	90.7774	90.7774	90.7774	NA	NA	NA	NA	NA	screened_out
GCA_018821925.1	GCA_001777915.1	90.9004	90.9004	90.9004	NA	NA	NA	NA	NA	screened_out
GCA_009695395.1	GCA_016871445.1	92.4539	92.4539	92.4539	NA	NA	NA	NA	NA	screened_out
GCA_013816485.1	GCA_013821615.1	91.3430	91.3430	91.3430	NA	NA	NA	NA	NA	screened_out
GCF_903642205.1	GCF_009765965.1	92.0034	92.0034	92.0034	NA	NA	NA	NA	NA	screened_out
GCA_017536505.1	GCA_900553395.1	94.1604	94.1604	94.1604	NA	NA	NA	NA	NA	screened_out
GCF_900102925.1	GCF_004804315.1	93.7988	93.7988	93.7988	NA	NA	NA	NA	NA	screened_out
GCA_016795225.1	GCF_008254045.1	92.9663	92.9663	92.9663	NA	NA	NA	NA	NA	screened_out
GCA_017559045.1	GCA_017440565.1	93.4575	93.4575	93.4575	NA	NA	NA	NA	NA	screened_out
GCA_905203285.1	GCF_000188195.1	91.0705	91.0705	91.0705	NA	NA	NA	NA	NA	screened_out
GCA_018729455.1	GCF_001305515.1	94.3734	94.3734	94.3734	0.9437	0.9293	0.1232	0.1201	1727	ok
GCA_003153455.1	GCA_016202615.1	90.8781	90.8781	90.8781	NA	NA	NA	NA	NA	screened_out
GCA_002414905.1	GCA_017999215.1	91.6477	91.6477	91.6477	NA	NA	NA	NA	NA	screened_out
GCA_002307185.1	GCA_001897035.1	94.6965	94.6965	94.6965	NA	NA	NA	NA	NA	screened_out
GCA_018240865.1	GCA_002291855.1	92.0473	92.0473	92.0473	NA	NA	NA	NA	NA	screened_out
GCA_003162425.1	GCA_003166875.1	94.7455	94.7455	94.7455	0.9591	0.9475	0.1239	0.1359	1718	ok
GCA_902627575.1	GCA_002711125.1	90.4633	90.4633	90.4633	NA	NA	NA	NA	NA	screened_out
GCF_008692845.1	GCF_000006945.2	93.0809	93.0809	93.0809	0.9377	0.9208	0.1265	0.1145	684	ok
GCA_015061035.1	GCA_017521245.1	93.1626	93.1626	93.1626	NA	NA	NA	NA	NA	screened_out
GCA_903861645.1	GCA_903825465.1	91.1767	91.1767	91.1767	NA	NA	NA	NA	NA	screened_out
GCF_003855155.1	GCF_002836945.1	91.5816	91.5816	91.5816	NA	NA	NA	NA	NA	screened_out
GCF_002368335.1	GCF_016056305.1	93.9574	93.9574	93.9574	0.9487	0.9330	0.1013	0.1033	680	ok
GCA_002632185.1	GCA_016765295.1	90.7760	90.7760	90.7760	NA	NA	NA	NA	NA	screened_out
GCA_016928355.1	GCF_000147875.1	92.5542	92.5542	92.5542	NA	NA	NA	NA	NA	screened_out
GCF_008274695.1	GCA_004297635.1	92.8333	92.8333	92.8333	NA	NA	NA	NA	NA	screened_out
GCA_002389785.1	GCA_016718805.1	92.9511	92.9511	92.9511	NA	NA	NA	NA	NA	screened_out
GCF_903644055.1	GCF_013113735.1	92.2735	92.2735	92.2735	NA	NA	NA	NA	NA	screened_out
GCA_017436305.1	GCA_014804675.1	93.1657	93.1657	93.1657	NA	NA	NA	NA	NA	screened_out
GCF_900100755.1	GCF_013349955.1	92.2538	92.2538	92.2538	NA	NA	NA	NA	NA	screened_out
GCF_004919095.1	GCF_010435965.1	94.4022	94.4022	94.4022	0.9524	0.9345	0.1148	0.1146	847	ok
GCA_013695685.1	GCA_013812145.1	91.0457	91.0457	91.0457	NA	NA	NA	NA	NA	screened_out
GCF_014647155.1	GCF_017874335.1	90.2692	90.2692	90.2692	NA	NA	NA	NA	NA	screened_out
GCA_018970895.1	GCA_002279065.1	92.1133	92.1133	92.1133	NA	NA	NA	NA	NA	screened_out
GCA_900544245.1	GCA_900556425.1	93.1128	93.1128	93.1128	NA	NA	NA	NA	NA	screened_out
GCA_019233825.1	GCA_019236035.1	92.6977	92.6977	92.6977	NA	NA	NA	NA	NA	screened_out
GCF_003007785.1	GCF_017312365.1	91.4450	91.4450	91.4450	NA	NA	NA	NA	NA	screened_out
GCF_000292915.1	GCF_902499115.1	94.0577	94.0577	94.0577	NA	NA	NA	NA	NA	screened_out
GCA_002497905.1	GCA_002506875.1	94.7007	94.7007	94.7007	0.9494	0.9326	0.1303	0.1323	325	ok
GCA_018969105.1	GCA_005792725.1	91.2355	91.2355	91.2355	NA	NA	NA	NA	NA	screened_out
GCA_003221695.1	GCA_003220675.1	91.8034	91.8034	91.8034	NA	NA	NA	NA	NA	screened_out
GCA_011373175.1	GCA_011048055.1	94.2475	94.2475	94.2475	NA	NA	NA	NA	NA	screened_out
GCF_002742685.1	GCF_000836725.1	90.7028	90.7028	90.7028	NA	NA	NA	NA	NA	screened_out
GCA_000435195.1	GCA_905197685.1	94.7138	94.7138	94.7138	NA	NA	NA	NA	NA	screened_out
GCA_016650215.1	GCA_003223645.1	90.1690	90.1690	90.1690	NA	NA	NA	NA	NA	screened_out
GCA_019084485.1	GCA_003604975.1	91.6630	91.6630	91.6630	NA	NA	NA	NA	NA	screened_out
GCA_019248085.1	GCA_018818345.1	95.5526	95.5526	95.5526	NA	NA	NA	NA	NA	screened_out
GCA_910585945.1	GCF_000701705.1	93.5264	93.5264	93.5264	NA	NA	NA	NA	NA	screened_out
GCF_001019715.1	GCF_001999335.1	93.1369	93.1369	93.1369	NA	NA	NA	NA	NA	screened_out
GCA_017396085.1	GCA_017648105.1	92.8747	92.8747	92.8747	NA	NA	NA	NA	NA	screened_out
GCF_000420025.1	GCA_009699505.1	92.9362	92.9362	92.9362	NA	NA	NA	NA	NA	screened_out
GCA_018262315.1	GCA_003576805.1	91.0409	91.0409	91.0409	NA	NA	NA	NA	NA	screened_out
GCA_003132325.1	GCA_003168235.1	93.8282	93.8282	93.8282	NA	NA	NA	NA	NA	screened_out
GCA_900768845.1	GCA_900553035.1	91.5270	91.5270	91.5270	NA	NA	NA	NA	NA	screened_out
GCA_002709295.1	GCA_002862325.1	91.9432	91.9432	91.9432	NA	NA	NA	NA	NA	screened_out
GCA_001772805.1	GCA_011057755.1	95.7788	95.7788	95.7788	NA	NA	NA	NA	NA	screened_out
GCA_002505405.1	GCA_016778305.1	99.4186	99.4186	99.4186	NA	NA	NA	NA	NA	screened_out
GCA_900556425.1	GCA_003149935.1	95.5302	95.5302	95.5302	NA	NA	NA	NA	NA	screened_out
GCA_001695645.1	GCF_004365815.1	91.3900	91.3900	91.3900	NA	NA	NA	NA	NA	screened_out
GCA_002067035.1	GCA_003157895.1	92.8269	92.8269	92.8269	NA	NA	NA	NA	NA	screened_out
GCA_904395865.1	GCA_904395905.1	91.9001	91.9001	91.9001	NA	NA	NA	NA	NA	screened_out
GCA_012728075.1	GCF_016767175.1	96.1956	96.1956	96.1956	NA	NA	NA	NA	NA	screened_out
GCA_009936695.1	GCA_002683215.1	92.7506	92.7506	92.7506	NA	NA	NA	NA	NA	screened_out
GCA_002842435.1	GCA_002479405.1	91.2317	91.2317	91.2317	NA	NA	NA	NA	NA	screened_out
GCA_015061885.1	GCA_015061575.1	90.3554	90.3554	90.3554	NA	NA	NA	NA	NA	screened_out
GCA_002718935.1	GCA_003517285.1	96.3344	96.3344	96.3344	NA	NA	NA	NA	NA	screened_out
GCA_009921505.1	GCA_900299425.1	97.4389	97.4389	97.4389	NA	NA	NA	NA	NA	screened_out
GCF_000253295.1	GCA_902825785.1	90.7796	90.7796	90.7796	NA	NA	NA	NA	NA	screened_out
GCA_902573235.1	GCA_902610655.1	97.3333	97.3333	97.3333	NA	NA	NA	NA	NA	screened_out
GCA_009840005.1	GCA_009845645.1	95.0321	95.0321	95.0321	NA	NA	NA	NA	NA	screened_out
GCA_002348425.1	GCA_002719885.1	95.2779	95.2779	95.2779	NA	NA	NA	NA	NA	screened_out
GCA_000383735.1	GCA_002729295.1	97.0850	97.0850	97.0850	NA	NA	NA	NA	NA	screened_out
GCF_000025485.1	GCF_009720725.1	90.8646	90.8646	90.8646	NA	NA	NA	NA	NA	screened_out
GCA_017482465.1	GCA_015064205.1	96.5404	96.5404	96.5404	NA	NA	NA	NA	NA	screened_out
GCF_002899675.1	GCA_018378255.1	91.2684	91.2684	91.2684	NA	NA	NA	NA	NA	screened_out
GCA_012522935.1	GCA_012519465.1	96.7061	96.7061	96.7061	0.9674	0.9393	0.1277	0.1383	346	ok
GCA_902801565.1	GCA_017444295.1	95.0620	95.0620	95.0620	NA	NA	NA	NA	NA	screened_out
GCA_000166735.2	GCF_016908715.1	97.8633	97.8633	97.8633	NA	NA	NA	NA	NA	screened_out
GCA_002712565.1	GCA_002731735.1	98.5156	98.5156	98.5156	0.9878	0.9687	0.1791	0.1469	469	ok
GCF_002240055.1	GCF_008327825.1	95.8768	95.8768	95.8768	NA	NA	NA	NA	NA	screened_out
GCA_015056255.1	GCA_017396845.1	96.6672	96.6672	96.6672	NA	NA	NA	NA	NA	screened_out
GCA_007128245.1	GCA_007116645.1	99.9999	99.9999	99.9999	NA	NA	NA	NA	NA	screened_out
GCA_003136095.1	GCA_003159055.1	95.1666	95.1666	95.1666	NA	NA	NA	NA	NA	screened_out
GCA_013042625.1	GCA_013003555.1	99.5694	99.5694	99.5694	NA	NA	NA	NA	NA	screened_out
GCA_016286345.1	GCA_002309415.1	95.1986	95.1986	95.1986	NA	NA	NA	NA	NA	screened_out
GCF_000478985.1	GCF_000146345.1	97.0702	97.0702	97.0702	NA	NA	NA	NA	NA	screened_out
GCA_016718805.1	GCA_016721765.1	96.5747	96.5747	96.5747	NA	NA	NA	NA	NA	screened_out
GCA_003219345.1	GCA_003218515.1	95.8591	95.8591	95.8591	NA	NA	NA	NA	NA	screened_out
GCA_900556745.1	GCF_902506685.1	95.5194	95.5194	95.5194	0.9608	0.9444	0.1680	0.1113	261	ok
GCA_001873845.1	GCA_018260615.1	95.3488	95.3488	95.3488	NA	NA	NA	NA	NA	screened_out
GCA_017537495.1	GCA_017556505.1	96.5379	96.5379	96.5379	NA	NA	NA	NA	NA	screened_out
GCF_014352935.1	GCF_003544815.1	95.0536	95.0536	95.0536	NA	NA	NA	NA	NA	screened_out
GCA_017635875.1	GCA_017634675.1	99.8902	99.8902	99.8902	NA	NA	NA	NA	NA	screened_out
GCA_002423555.1	GCA_002419295.1	99.5469	99.5469	99.5469	NA	NA	NA	NA	NA	screened_out
GCA_900766795.1	GCA_017829075.1	97.1465	97.1465	97.1465	NA	NA	NA	NA	NA	screened_out
GCA_004560705.1	GCF_900086725.1	97.6991	97.6991	97.6991	NA	NA	NA	NA	NA	screened_out
GCF_003252795.1	GCA_900756875.1	95.4233	95.4233	95.4233	0.9555	0.9357	0.1257	0.1302	256	ok
GCA_015489955.1	GCF_000745455.1	96.0341	96.0341	96.0341	NA	NA	NA	NA	NA	screened_out
GCA_016182655.1	GCA_016218105.1	97.7287	97.7287	97.7287	NA	NA	NA	NA	NA	screened_out
GCA_910588155.1	GCA_910587445.1	97.1482	97.1482	97.1482	NA	NA	NA	NA	NA	screened_out
GCA_013331595.1	GCA_018304285.1	99.9188	99.9188	99.9188	NA	NA	NA	NA	NA	screened_out
GCA_016714745.1	GCA_016715645.1	96.6079	96.6079	96.6079	NA	NA	NA	NA	NA	screened_out
GCF_001299475.1	GCA_012513395.1	97.8571	97.8571	97.8571	NA	NA	NA	NA	NA	screened_out
GCA_000789255.1	GCF_001006045.1	99.1264	99.1264	99.1264	NA	NA	NA	NA	NA	screened_out
GCA_000008885.1	GCF_000247565.1	95.8793	95.8793	95.8793	NA	NA	NA	NA	NA	screened_out
GCA_019120335.1	GCF_000407565.1	95.0118	95.0118	95.0118	0.9622	0.9358	0.1109	0.1056	206	ok
GCF_003349965.1	GCF_900101395.1	97.9433	97.9433	97.9433	NA	NA	NA	NA	NA	screened_out
GCA_002692065.1	GCA_902551855.1	95.6193	95.6193	95.6193	NA	NA	NA	NA	NA	screened_out
GCA_016215305.1	GCA_016214075.1	99.1745	99.1745	99.1745	NA	NA	NA	NA	NA	screened_out
GCF_001644665.1	GCF_900143265.1	99.9999	99.9999	99.9999	NA	NA	NA	NA	NA	screened_out
GCA_902777615.1	GCA_017939945.1	96.3893	96.3893	96.3893	NA	NA	NA	NA	NA	screened_out
GCF_014636865.1	GCF_900109365.1	97.8504	97.8504	97.8504	NA	NA	NA	NA	NA	screened_out
GCF_016902415.1	GCA_900553355.1	95.1751	95.1751	95.1751	NA	NA	NA	NA	NA	screened_out
GCA_013044245.1	GCA_013043995.1	99.9999	99.9999	99.9999	NA	NA	NA	NA	NA	screened_out
GCA_002167345.2	GCA_902562835.1	95.3299	95.3299	95.3299	NA	NA	NA	NA	NA	screened_out
GCA_009699025.1	GCA_903927265.1	97.5382	97.5382	97.5382	NA	NA	NA	NA	NA	screened_out
GCF_000146285.1	GCF_000160615.1	99.0641	99.0641	99.0641	NA	NA	NA	NA	NA	screened_out
GCA_018896985.1	GCA_016195565.1	95.0331	95.0331	95.0331	NA	NA	NA	NA	NA	screened_out
GCA_003218935.1	GCA_003219345.1	96.0730	96.0730	96.0730	NA	NA	NA	NA	NA	screened_out
GCA_900552235.1	GCA_000434175.1	96.4664	96.4664	96.4664	0.9686	0.9555	0.2181	0.1820	111	ok
GCA_910587055.1	GCA_910578465.1	96.1240	96.1240	96.1240	NA	NA	NA	NA	NA	screened_out
GCA_902766525.1	GCA_902796855.1	98.0000	98.0000	98.0000	NA	NA	NA	NA	NA	screened_out
GCA_002292015.1	GCA_016874655.1	95.0000	95.0000	95.0000	NA	NA	NA	NA	NA	screened_out
GCA_017457545.1	GCA_015065005.1	99.9999	99.9999	99.9999	NA	NA	NA	NA	NA	screened_out
GCA_902527045.1	GCA_902601865.1	95.0102	95.0102	95.0102	NA	NA	NA	NA	NA	screened_out
GCF_900112825.1	GCF_900116685.1	96.7387	96.7387	96.7387	NA	NA	NA	NA	NA	screened_out
GCA_004195035.1	GCA_011358715.1	99.3333	99.3333	99.3333	NA	NA	NA	NA	NA	screened_out
GCA_009758405.1	GCA_002878135.1	99.5434	99.5434	99.5434	NA	NA	NA	NA	NA	screened_out
GCA_001515185.1	GCA_004375695.1	95.0158	95.0158	95.0158	NA	NA	NA	NA	NA	screened_out
GCA_016756835.1	GCA_003349915.1	95.6615	95.6615	95.6615	0.9597	0.9453	0.1312	0.1339	852	ok
GCA_002898935.1	GCA_011053555.1	98.5094	98.5094	98.5094	NA	NA	NA	NA	NA	screened_out
GCA_014238285.1	GCA_013002305.1	95.8898	95.8898	95.8898	NA	NA	NA	NA	NA	screened_out
GCF_904846695.1	GCF_001921745.1	95.0247	95.0247	95.0247	NA	NA	NA	NA	NA	screened_out
GCA_018712435.1	GCA_900752115.1	96.1340	96.1340	96.1340	NA	NA	NA	NA	NA	screened_out
GCA_017613535.1	GCA_002308795.1	99.9999	99.9999	99.9999	NA	NA	NA	NA	NA	screened_out
GCA_000415965.1	GCA_000416005.1	95.6038	95.6038	95.6038	NA	NA	NA	NA	NA	screened_out
GCA_017547145.1	GCA_017652785.1	97.9816	97.9816	97.9816	NA	NA	NA	NA	NA	screened_out
GCA_019057735.1	GCA_019057795.1	97.5312	97.5312	97.5312	NA	NA	NA	NA	NA	screened_out
GCF_016742975.1	GCF_003812745.1	96.4882	96.4882	96.4882	0.9607	0.9515	0.1855	0.1834	1637	ok
GCA_902622515.1	GCA_902573725.1	95.2274	95.2274	95.2274	0.9712	0.9374	0.1144	0.1643	216	ok
GCA_016177555.1	GCA_016188005.1	96.3199	96.3199	96.3199	NA	NA	NA	NA	NA	screened_out
GCA_002731655.1	GCA_003193815.1	96.6007	96.6007	96.6007	NA	NA	NA	NA	NA	screened_out
GCA_014654265.1	GCA_902629585.1	99.9999	99.9999	99.9999	NA	NA	NA	NA	NA	screened_out
GCA_017399665.1	GCA_017522945.1	96.6206	96.6206	96.6206	NA	NA	NA	NA	NA	screened_out
GCF_000963945.1	GCF_000193495.2	95.4562	95.4562	95.4562	NA	NA	NA	NA	NA	screened_out
GCA_013043685.1	GCF_002966125.1	95.1837	95.1837	95.1837	NA	NA	NA	NA	NA	screened_out
GCA_003444085.1	GCA_003561215.1	97.9812	97.9812	97.9812	NA	NA	NA	NA	NA	screened_out
GCA_003140115.1	GCA_003161205.1	96.7652	96.7652	96.7652	NA	NA	NA	NA	NA	screened_out
GCA_002479485.1	GCA_002332905.1	95.0882	95.0882	95.0882	0.9632	0.9469	0.1511	0.1633	334	ok
GCF_000426685.1	GCF_000382285.1	95.7415	95.7415	95.7415	0.9568	0.9460	0.1551	0.1690	1820	ok
GCF_001693435.1	GCF_001690525.1	96.1436	96.1436	96.1436	NA	NA	NA	NA	NA	screened_out
GCA_002494625.1	GCA_002011235.1	99.9999	99.9999	99.9999	NA	NA	NA	NA	NA	screened_out
GCF_000017185.1	GCF_000179575.2	96.3391	96.3391	96.3391	NA	NA	NA	NA	NA	screened_out
GCF_000319245.1	GCF_000319225.1	98.7500	98.7500	98.7500	NA	NA	NA	NA	NA	screened_out
GCA_900314855.1	GCA_003512125.1	95.6044	95.6044	95.6044	NA	NA	NA	NA	NA	screened_out
GCF_002807055.1	GCA_018883545.1	95.0803	95.0803	95.0803	NA	NA	NA	NA	NA	screened_out
GCA_002704185.1	GCA_902517865.1	95.2761	95.2761	95.2761	NA	NA	NA	NA	NA	screened_out
GCF_900100855.1	GCA_002685255.1	95.7405	95.7405	95.7405	NA	NA	NA	NA	NA	screened_out
GCA_003554565.1	GCA_003551365.1	97.0309	97.0309	97.0309	NA	NA	NA	NA	NA	screened_out
GCA_017532355.1	GCA_015068085.1	98.1383	98.1383	98.1383	NA	NA	NA	NA	NA	screened_out
GCA_017516285.1	GCA_017521985.1	99.9999	99.9999	99.9999	NA	NA	NA	NA	NA	screened_out
GCF_000327505.1	GCA_015520565.1	95.2083	95.2083	95.2083	NA	NA	NA	NA	NA	screened_out
GCF_000023985.1	GCF_000025525.1	96.5262	96.5262	96.5262	NA	NA	NA	NA	NA	screened_out
GCF_000173795.1	GCA_900764725.1	95.4531	95.4531	95.4531	NA	NA	NA	NA	NA	screened_out
GCA_007131685.1	GCA_007126375.1	95.7627	95.7627	95.7627	NA	NA	NA	NA	NA	screened_out
GCF_900454535.1	GCF_002921135.1	96.3232	96.3232	96.3232	0.9565	0.9410	0.1521	0.1477	399	ok
GCF_002871095.1	GCF_018107685.1	95.9257	95.9257	95.9257	NA	NA	NA	NA	NA	screened_out
GCA_002375995.1	GCA_002010365.1	96.4103	96.4103	96.4103	NA	NA	NA	NA	NA	screened_out
GCA_000371745.1	GCA_903869725.1	99.9999	99.9999	99.9999	NA	NA	NA	NA	NA	screened_out
GCA_009919985.1	GCA_903919985.1	96.0000	96.0000	96.0000	NA	NA	NA	NA	NA	screened_out
GCA_012841225.1	GCA_001462345.1	99.9999	99.9999	99.9999	NA	NA	NA	NA	NA	screened_out
GCA_002281295.1	GCA_002282715.1	99.9999	99.9999	99.9999	NA	NA	NA	NA	NA	screened_out
GCF_002272795.1	GCF_002272835.1	98.6207	98.6207	98.6207	NA	NA	NA	NA	NA	screened_out
GCA_002715985.1	GCA_002729955.1	99.3548	99.3548	99.3548	NA	NA	NA	NA	NA	screened_out
GCA_014190055.1	GCA_014190295.1	97.2601	97.2601	97.2601	NA	NA	NA	NA	NA	screened_out
GCA_903925015.1	GCA_903907865.1	95.0405	95.0405	95.0405	NA	NA	NA	NA	NA	screened_out
GCA_004525465.1	GCA_016934745.1	95.9146	95.9146	95.9146	NA	NA	NA	NA	NA	screened_out
GCA_900546275.1	GCA_905215145.1	98.6565	98.6565	98.6565	NA	NA	NA	NA	NA	screened_out
GCA_012521915.1	GCA_012729935.1	98.7719	98.7719	98.7719	NA	NA	NA	NA	NA	screened_out
GCA_900541905.1	GCA_900542375.1	95.6707	95.6707	95.6707	0.9628	0.9432	0.1350	0.1433	264	ok
GCA_002684315.1	GCA_002171655.1	96.7925	96.7925	96.7925	NA	NA	NA	NA	NA	screened_out
GCA_016722285.1	GCA_016715985.1	96.6526	96.6526	96.6526	NA	NA	NA	NA	NA	screened_out
GCA_900316395.1	GCA_905234245.1	95.4915	95.4915	95.4915	0.9587	0.9321	0.1336	0.1103	304	ok
GCA_903910445.1	GCA_903850915.1	99.4548	99.4548	99.4548	NA	NA	NA	NA	NA	screened_out
GCF_004014855.1	GCF_011082725.1	96.4430	96.4430	96.4430	NA	NA	NA	NA	NA	screened_out
GCF_006716675.1	GCF_006717145.1	93.0770	93.0770	93.0770	0.9219	0.9079	0.1113	0.1100	1408	ok
GCA_002305655.1	GCA_019136135.1	95.4402	95.4402	95.4402	0.9598	0.9448	0.1464	0.1303	1089	ok
GCF_003286915.1	GCA_018598175.1	96.7735	96.7735	96.7735	NA	NA	NA	NA	NA	screened_out
GCF_000378205.1	GCF_000143985.1	95.2433	95.2433	95.2433	0.9550	0.9300	0.1065	0.1035	731	ok
