cluster	genomes	expected_pairs	rows	median_junctions	pct_pairs_ge2_junctions	median_raw_inverted_fraction
HROM_Genome_1023	331	54615	54615	2.0	56.056028563581435	0.49845
HROM_Genome_1024	99	4851	4851	1.0	47.51597608740466	0.49889
HROM_Genome_1025	1711	1462905	1462905	0.0	24.22795738615973	0.49896
HROM_Genome_1026	1012	511566	511566	3.0	69.89107954789802	0.49822
HROM_Genome_1027	3	3	3	0.0	33.333333333333336	0.46522
HROM_Genome_1028	6	15	15	0.0	0.0	0.4918
HROM_Genome_1029	50	1225	1225	0.0	23.183673469387756	0.49691
HROM_Genome_1030	6	15	15	1.0	46.666666666666664	0.51284
HROM_Genome_1031	2	1	1	1.0	0.0	0.4849
HROM_Genome_1032	615	188805	188805	3.0	67.84301263208071	0.49889
HROM_Genome_1033	19	171	171	1.0	39.1812865497076	0.49452
HROM_Genome_1034	25	300	300	2.0	55.666666666666664	0.49776
HROM_Genome_1035	104	5356	5356	1.0	37.509335324869305	0.49762
HROM_Genome_1036	170	14365	14365	2.0	57.90462930734424	0.4997
HROM_Genome_1037	195	18915	18915	1.0	46.07454401268834	0.49909
HROM_Genome_1038	654	213531	213531	1.0	33.720162412015114	0.49855
HROM_Genome_1039	28	378	378	0.0	25.396825396825395	0.49549
HROM_Genome_1040	3	3	3	3.0	100.0	0.49553
HROM_Genome_1042	155	11935	11935	1.0	28.227901131126938	0.50033
HROM_Genome_1043	2	1	1	2.0	100.0	0.5651
HROM_Genome_1044	12	66	66	1.0	43.93939393939394	0.5161
HROM_Genome_1045	119	7021	7021	0.0	22.589374732944027	0.49828
HROM_Genome_1046	607	183921	183921	2.0	55.91313661843944	0.49974
HROM_Genome_1047	299	44551	44551	1.0	43.58375794033804	0.49947
HROM_Genome_1048	392	76636	76636	3.0	67.82321624301895	0.5
HROM_Genome_1049	6	15	15	1.0	46.666666666666664	0.49934
HROM_Genome_1050	3	3	3	2.0	66.66666666666667	0.49805
HROM_Genome_1053	211	22155	22155	1.0	45.15007898894155	0.49851
HROM_Genome_1054	4	6	6	9.0	83.33333333333333	0.50959
HROM_Genome_1055	1654	1367031	1367031	1.0	35.122978191423606	0.49908
HROM_Genome_1056	771	296835	296835	1.0	44.19896575538599	0.49888
HROM_Genome_1057	7	21	21	1.0	28.571428571428573	0.53714
HROM_Genome_1058	8	28	28	0.0	7.142857142857143	0.50924
HROM_Genome_1059	11	55	55	2.0	52.72727272727273	0.53854
HROM_Genome_1060	2	1	1	3.0	100.0	0.53364
HROM_Genome_1065	3	3	3	0.0	0.0	0.46735
HROM_Genome_1066	13	78	78	2.0	55.12820512820513	0.4884
HROM_Genome_1067	30	435	435	1.0	38.160919540229884	0.50203
HROM_Genome_1068	2	1	1	0.0	0.0	0.49503
HROM_Genome_1069	6	15	15	2.0	66.66666666666667	0.51819
HROM_Genome_1070	12	66	66	3.0	69.6969696969697	0.49343
HROM_Genome_1071	5	10	10	0.0	0.0	0.50024
HROM_Genome_1072	5	10	10	2.0	60.0	0.50515
HROM_Genome_1073	238	28203	28203	1.0	38.059780874375065	0.49888
HROM_Genome_1074	20	190	190	1.0	27.894736842105264	0.49915
HROM_Genome_1076	23	253	253	0.0	4.3478260869565215	0.50059
HROM_Genome_1077	166	13695	13695	0.0	19.81014968966776	0.49835
HROM_Genome_1078	69	2346	2346	1.0	31.585677749360613	0.49966
HROM_Genome_1079	42	861	861	0.0	18.00232288037166	0.49859
HROM_Genome_1080	3	3	3	0.0	0.0	0.49151
HROM_Genome_1081	5	10	10	1.0	20.0	0.48757
HROM_Genome_1082	278	38503	38503	0.0	8.165597485910189	0.49635
HROM_Genome_1083	10	45	45	0.0	15.555555555555555	0.49046
HROM_Genome_1084	3	3	3	2.0	66.66666666666667	0.5057
HROM_Genome_1085	607	183921	183921	1.0	46.494924396065656	0.4981
HROM_Genome_1086	12	66	66	2.0	54.54545454545455	0.49872
HROM_Genome_1087	182	16471	16471	0.0	21.14018578106976	0.49922
HROM_Genome_1088	474	112101	112101	0.0	5.716273717451227	0.49919
HROM_Genome_1089	235	27495	27495	1.0	48.64157119476268	0.49859
HROM_Genome_1090	282	39621	39621	1.0	29.035107644935767	0.49869
HROM_Genome_1092	112	6216	6216	0.0	6.435006435006435	0.49634
HROM_Genome_1093	330	54285	54285	1.0	46.51745417702865	0.49832
HROM_Genome_1094	82	3321	3321	1.0	41.43330322192111	0.49839
HROM_Genome_1098	460	105570	105570	1.0	43.5455148242872	0.49882
HROM_Genome_1099	3123	4875003	4875003	1.0	37.726438322191804	0.49882
HROM_Genome_1101	155	11935	11935	2.0	54.42815249266862	0.4992
HROM_Genome_1102	52	1326	1326	3.0	64.1025641025641	0.50173
HROM_Genome_1103	7	21	21	1.0	38.095238095238095	0.51184
HROM_Genome_1104	4	6	6	3.0	66.66666666666667	0.51103
HROM_Genome_1106	338	56953	56953	2.0	60.42175126858989	0.49962
HROM_Genome_1108	3	3	3	7.0	100.0	0.45891
HROM_Genome_1109	330	54285	54285	1.0	36.907064566639036	0.49856
HROM_Genome_1111	4	6	6	2.0	66.66666666666667	0.50901
HROM_Genome_1112	687	235641	235641	2.0	53.209331143561606	0.49825
HROM_Genome_1113	12	66	66	5.0	78.78787878787878	0.49726
HROM_Genome_1114	14	91	91	2.0	67.03296703296704	0.50402
HROM_Genome_1115	6	15	15	5.0	93.33333333333333	0.50321
HROM_Genome_1116	5	10	10	4.0	90.0	0.5117
HROM_Genome_1117	28	378	378	0.0	1.8518518518518519	0.49574
HROM_Genome_1118	141	9870	9870	2.0	62.299898682877405	0.49835
HROM_Genome_1119	7	21	21	4.0	80.95238095238095	0.51692
HROM_Genome_1120	5	10	10	2.0	50.0	0.50751
HROM_Genome_1123	4	6	6	13.0	83.33333333333333	0.56431
HROM_Genome_1125	119	7021	7021	0.0	19.940179461615156	0.49841
HROM_Genome_1126	1005	504510	504510	0.0	31.66240510594438	0.49837
HROM_Genome_1128	15	105	105	0.0	9.523809523809524	0.49378
HROM_Genome_1138	797	317206	317206	7.0	80.06563558066367	0.49923
HROM_Genome_1139	10	45	45	2.0	68.88888888888889	0.49753
HROM_Genome_1140	2	1	1	0.0	0.0	0.54074
HROM_Genome_1141	22	231	231	1.0	43.29004329004329	0.50183
HROM_Genome_1142	8	28	28	0.0	3.5714285714285716	0.49926
HROM_Genome_1146	107	5671	5671	3.0	69.59971786281079	0.49872
HROM_Genome_1148	7	21	21	4.0	85.71428571428571	0.50887
HROM_Genome_1149	2	1	1	1.0	0.0	0.49699
HROM_Genome_1150	2	1	1	11.0	100.0	0.39805
HROM_Genome_1154	2	1	1	3.0	100.0	0.53952
HROM_Genome_1155	2	1	1	0.0	0.0	0.10603
HROM_Genome_1157	744	276396	276396	1.0	42.57912560239656	0.4991
HROM_Genome_1158	258	33153	33153	2.0	58.17271438482189	0.49896
HROM_Genome_1159	311	48205	48205	3.0	68.49082045430971	0.49868
HROM_Genome_1160	447	99681	99681	2.0	55.50405794484405	0.49908
HROM_Genome_1162	72	2556	2556	2.0	60.52425665101721	0.49762
HROM_Genome_1166	9	36	36	3.0	61.111111111111114	0.49548
HROM_Genome_1172	2	1	1	6.0	100.0	0.48416
HROM_Genome_1174	2	1	1	9.0	100.0	0.50512
HROM_Genome_1177	2	1	1	0.0	0.0	0.49524
HROM_Genome_1178	12	66	66	0.0	16.666666666666668	0.49504
HROM_Genome_1179	2	1	1	7.0	100.0	0.56708
HROM_Genome_1180	2	1	1	5.0	100.0	0.53069
HROM_Genome_1184	2	1	1	0.0	0.0	0.35276
HROM_Genome_1185	229	26106	26106	0.0	9.660614418141423	0.4986
HROM_Genome_1186	21	210	210	0.0	8.095238095238095	0.49744
HROM_Genome_1187	806	324415	324415	0.0	7.567775842670653	0.49888
HROM_Genome_1190	550	150975	150975	0.0	1.4201026660043055	0.49842
HROM_Genome_1191	14	91	91	0.0	0.0	0.49448
HROM_Genome_1192	14	91	91	0.0	1.098901098901099	0.48801
HROM_Genome_1193	8	28	28	0.0	0.0	0.49412
HROM_Genome_1194	13	78	78	0.0	1.2820512820512822	0.49237
HROM_Genome_1196	38	703	703	0.0	11.2375533428165	0.50246
HROM_Genome_1199	10	45	45	0.0	6.666666666666667	0.50224
HROM_Genome_1200	5	10	10	0.0	0.0	0.50742
HROM_Genome_1204	3	3	3	0.0	0.0	0.51367
HROM_Genome_1205	3	3	3	0.0	0.0	0.52018
HROM_Genome_1206	4	6	6	0.0	0.0	0.49822
HROM_Genome_1208	65	2080	2080	0.0	6.826923076923077	0.50115
HROM_Genome_1209	534	142311	142311	0.0	30.97652324837855	0.5
HROM_Genome_1210	500	124750	124750	0.0	25.635270541082164	0.49936
HROM_Genome_1211	1215	737505	737505	0.0	12.090223117131409	0.49937
HROM_Genome_1212	241	28920	28920	0.0	21.255186721991702	0.49932
HROM_Genome_1213	62	1891	1891	0.0	13.960867265996827	0.49859
HROM_Genome_1214	10	45	45	1.0	15.555555555555555	0.49947
HROM_Genome_1216	329	53956	53956	0.0	6.027133219660464	0.49896
HROM_Genome_1217	350	61075	61075	0.0	14.01555464592714	0.49943
HROM_Genome_1218	21	210	210	1.0	29.523809523809526	0.49899
HROM_Genome_1219	49	1176	1176	0.0	22.70408163265306	0.49913
HROM_Genome_1220	198	19503	19503	0.0	21.07880838845306	0.49862
HROM_Genome_1221	9	36	36	1.0	41.666666666666664	0.48848
HROM_Genome_1222	5	10	10	2.0	50.0	0.49888
HROM_Genome_1223	255	32385	32385	1.0	35.37131387988266	0.49893
HROM_Genome_1224	56	1540	1540	1.0	34.285714285714285	0.4991
HROM_Genome_1225	1546	1194285	1194285	1.0	31.690593116383443	0.49892
HROM_Genome_1226	246	30135	30135	0.0	19.33300149328024	0.49858
HROM_Genome_1227	976	475800	475800	0.0	23.46700294241278	0.49904
HROM_Genome_1228	8	28	28	1.0	39.285714285714285	0.50088
HROM_Genome_1231	30	435	435	0.0	7.126436781609195	0.49843
HROM_Genome_1232	2143	2295153	2295153	0.0	21.559695584564516	0.49802
HROM_Genome_1234	4	6	6	1.0	16.666666666666668	0.51701
HROM_Genome_1235	5	10	10	0.0	10.0	0.48981
HROM_Genome_1236	2	1	1	0.0	0.0	0.4028
HROM_Genome_1237	2	1	1	5.0	100.0	0.53606
HROM_Genome_1238	7	21	21	1.0	28.571428571428573	0.50627
HROM_Genome_1239	6	15	15	0.0	6.666666666666667	0.49199
HROM_Genome_1241	18	153	153	0.0	14.379084967320262	0.5
HROM_Genome_1242	4	6	6	0.0	0.0	0.51595
HROM_Genome_1243	2	1	1	2.0	100.0	0.47559
HROM_Genome_1244	2	1	1	0.0	0.0	0.50045
HROM_Genome_1246	10	45	45	0.0	4.444444444444445	0.50247
HROM_Genome_1247	7	21	21	0.0	9.523809523809524	0.50312
HROM_Genome_1248	26	325	325	0.0	8.923076923076923	0.49618
HROM_Genome_1250	3	3	3	0.0	0.0	0.50392
HROM_Genome_1252	9	36	36	0.0	2.7777777777777777	0.50865
HROM_Genome_1254	2	1	1	1.0	0.0	0.5835
HROM_Genome_1255	2	1	1	1.0	0.0	0.5575
HROM_Genome_1261	2	1	1	4.0	100.0	0.52276
HROM_Genome_1262	4	6	6	1.0	33.333333333333336	0.51351
HROM_Genome_1266	2	1	1	0.0	0.0	0.55587
HROM_Genome_1269	3	3	3	0.0	0.0	0.51799
HROM_Genome_1270	4	6	6	0.0	0.0	0.5156
HROM_Genome_1271	2	1	1	0.0	0.0	0.48175
HROM_Genome_1275	9	36	36	0.0	22.22222222222222	0.50264
HROM_Genome_1276	3	3	3	0.0	0.0	0.50619
HROM_Genome_1277	9	36	36	0.0	2.7777777777777777	0.4872
HROM_Genome_1279	7	21	21	0.0	4.761904761904762	0.48413
HROM_Genome_1280	6	15	15	0.0	0.0	0.47277
HROM_Genome_1281	8	28	28	0.0	17.857142857142858	0.49722
HROM_Genome_1282	2	1	1	0.0	0.0	0.42325
HROM_Genome_1283	2	1	1	1.0	0.0	0.51688
HROM_Genome_1284	12	66	66	0.0	16.666666666666668	0.5
HROM_Genome_1286	8	28	28	1.0	21.428571428571427	0.49064
HROM_Genome_1290	3	3	3	0.0	0.0	0.52946
HROM_Genome_1292	4	6	6	0.0	0.0	0.4913
HROM_Genome_1294	6	15	15	0.0	6.666666666666667	0.48197
HROM_Genome_1295	11	55	55	0.0	5.454545454545454	0.49134
HROM_Genome_1297	2	1	1	2.0	100.0	0.53666
HROM_Genome_1301	2	1	1	2.0	100.0	0.49337
HROM_Genome_1304	3	3	3	0.0	0.0	0.49455
HROM_Genome_1308	2	1	1	0.0	0.0	0.4396
HROM_Genome_1309	2	1	1	0.0	0.0	0.47186
HROM_Genome_1310	2	1	1	0.0	0.0	0.50678
HROM_Genome_1311	3	3	3	0.0	0.0	0.49565
HROM_Genome_1313	2	1	1	0.0	0.0	0.61294
HROM_Genome_1315	2	1	1	0.0	0.0	0.5
HROM_Genome_1321	3	3	3	0.0	0.0	0.45821
HROM_Genome_1322	3	3	3	0.0	0.0	0.5
HROM_Genome_1323	2	1	1	0.0	0.0	0.56315
HROM_Genome_1326	2	1	1	0.0	0.0	0.44861
HROM_Genome_1328	2	1	1	0.0	0.0	0.49119
HROM_Genome_1332	2	1	1	0.0	0.0	0.55793
HROM_Genome_1344	2	1	1	0.0	0.0	0.53511
HROM_Genome_1364	2	1	1	0.0	0.0	0.51934
HROM_Genome_1368	259	33411	33411	0.0	10.562389632157075	0.49856
HROM_Genome_1369	95	4465	4465	0.0	22.262038073908176	0.49905
HROM_Genome_1371	3	3	3	0.0	0.0	0.48441
HROM_Genome_1372	2	1	1	0.0	0.0	0.58127
HROM_Genome_1374	3	3	3	0.0	33.333333333333336	0.50681
HROM_Genome_1375	41	820	820	0.0	11.341463414634147	0.50136
HROM_Genome_1377	7	21	21	0.0	14.285714285714286	0.50213
HROM_Genome_1378	7	21	21	0.0	9.523809523809524	0.50488
HROM_Genome_1379	4	6	6	0.0	0.0	0.50286
HROM_Genome_1381	7	21	21	0.0	14.285714285714286	0.48569
HROM_Genome_1383	2	1	1	0.0	0.0	0.47991
HROM_Genome_1385	13	78	78	0.0	6.410256410256411	0.5
HROM_Genome_1386	3	3	3	0.0	0.0	0.5489
HROM_Genome_1387	2	1	1	0.0	0.0	0.50533
HROM_Genome_1388	2	1	1	0.0	0.0	0.43014
HROM_Genome_1389	6	15	15	0.0	0.0	0.49174
HROM_Genome_1390	3	3	3	0.0	0.0	0.48831
HROM_Genome_1391	14	91	91	0.0	0.0	0.5014
HROM_Genome_1392	8	28	28	0.0	0.0	0.48402
HROM_Genome_1393	2	1	1	0.0	0.0	0.53924
HROM_Genome_1396	2	1	1	0.0	0.0	0.50846
HROM_Genome_1399	2	1	1	0.0	0.0	0.48496
HROM_Genome_1401	5	10	10	0.0	0.0	0.50521
HROM_Genome_1402	2	1	1	1.0	0.0	0.48606
HROM_Genome_1405	3	3	3	0.0	0.0	0.49438
HROM_Genome_1407	6	15	15	0.0	0.0	0.48096
HROM_Genome_1410	3	3	3	0.0	0.0	0.49769
HROM_Genome_1411	3	3	3	0.0	0.0	0.48281
HROM_Genome_1412	5	10	10	0.0	20.0	0.51531
HROM_Genome_1414	4	6	6	0.0	0.0	0.51963
HROM_Genome_1415	2	1	1	0.0	0.0	0.47047
HROM_Genome_1416	2	1	1	0.0	0.0	0.50969
HROM_Genome_1421	7	21	21	0.0	4.761904761904762	0.48221
HROM_Genome_1422	2	1	1	0.0	0.0	0.46354
HROM_Genome_1423	8	28	28	1.0	32.142857142857146	0.50652
HROM_Genome_1424	7	21	21	0.0	0.0	0.49502
HROM_Genome_1425	2	1	1	1.0	0.0	0.57035
HROM_Genome_1427	4	6	6	0.0	33.333333333333336	0.53838
HROM_Genome_1428	4	6	6	0.0	0.0	0.50812
HROM_Genome_1429	3	3	3	0.0	0.0	0.49344
HROM_Genome_1433	2	1	1	0.0	0.0	0.71937
HROM_Genome_1434	2	1	1	0.0	0.0	0.4936
HROM_Genome_1435	2	1	1	2.0	100.0	0.4185
HROM_Genome_1436	3	3	3	0.0	0.0	0.51389
HROM_Genome_1438	3	3	3	0.0	0.0	0.49375
HROM_Genome_1439	2	1	1	0.0	0.0	0.53205
HROM_Genome_1440	9	36	36	0.0	11.11111111111111	0.50261
HROM_Genome_1441	2	1	1	0.0	0.0	0.43915
HROM_Genome_1442	3	3	3	0.0	33.333333333333336	0.49161
HROM_Genome_1445	4	6	6	0.0	16.666666666666668	0.4954
HROM_Genome_1448	4	6	6	0.0	0.0	0.51432
HROM_Genome_1451	5	10	10	0.0	0.0	0.48443
HROM_Genome_1452	4	6	6	0.0	16.666666666666668	0.52662
HROM_Genome_1454	4	6	6	0.0	0.0	0.50579
HROM_Genome_1455	3	3	3	0.0	0.0	0.4922
HROM_Genome_1456	2	1	1	0.0	0.0	0.48978
HROM_Genome_1460	2	1	1	1.0	0.0	0.52093
HROM_Genome_1464	2	1	1	2.0	100.0	0.55465
HROM_Genome_1466	3	3	3	0.0	0.0	0.50388
HROM_Genome_1471	2	1	1	0.0	0.0	0.54028
HROM_Genome_1472	2	1	1	0.0	0.0	0.5201
HROM_Genome_1476	2	1	1	0.0	0.0	0.57396
HROM_Genome_1477	2	1	1	0.0	0.0	0.46869
HROM_Genome_1481	2	1	1	1.0	0.0	0.47025
HROM_Genome_1482	2	1	1	1.0	0.0	0.45031
HROM_Genome_1498	2	1	1	0.0	0.0	0.46358
HROM_Genome_1507	2	1	1	0.0	0.0	0.51787
HROM_Genome_1518	2	1	1	0.0	0.0	0.53886
HROM_Genome_1519	150	11175	11175	0.0	13.807606263982104	0.4988
HROM_Genome_1520	2	1	1	0.0	0.0	0.56273
HROM_Genome_1521	3	3	3	0.0	33.333333333333336	0.50545
HROM_Genome_1522	224	24976	24976	1.0	29.88468930172966	0.49853
HROM_Genome_1523	8	28	28	0.0	25.0	0.50276
HROM_Genome_1524	4	6	6	1.0	16.666666666666668	0.53224
HROM_Genome_1525	7	21	21	1.0	33.333333333333336	0.49069
HROM_Genome_1526	2	1	1	0.0	0.0	0.55005
HROM_Genome_1527	2	1	1	6.0	100.0	0.56133
HROM_Genome_1528	16	120	120	0.0	20.833333333333332	0.50316
HROM_Genome_1529	9	36	36	0.0	11.11111111111111	0.49813
HROM_Genome_1530	4	6	6	0.0	33.333333333333336	0.50456
HROM_Genome_1531	38	703	703	0.0	18.349928876244665	0.49482
HROM_Genome_1532	16	120	120	0.0	11.666666666666666	0.50233
HROM_Genome_1534	15	105	105	0.0	33.333333333333336	0.4958
HROM_Genome_1535	65	2080	2080	0.0	1.875	0.50085
HROM_Genome_1536	13	78	78	0.0	8.974358974358974	0.49691
HROM_Genome_1537	3	3	3	0.0	0.0	0.46477
HROM_Genome_1538	8	28	28	0.0	7.142857142857143	0.51734
HROM_Genome_1539	10	45	45	0.0	4.444444444444445	0.49813
HROM_Genome_1540	23	253	253	0.0	18.972332015810277	0.50052
HROM_Genome_1541	52	1326	1326	0.0	6.93815987933635	0.501
HROM_Genome_1542	32	496	496	0.0	7.862903225806452	0.49727
HROM_Genome_1544	2	1	1	1.0	0.0	0.51212
HROM_Genome_1545	19	171	171	0.0	6.432748538011696	0.50347
HROM_Genome_1546	16	120	120	0.0	11.666666666666666	0.49874
HROM_Genome_1547	6	15	15	0.0	13.333333333333334	0.4921
HROM_Genome_1548	2	1	1	3.0	100.0	0.50814
HROM_Genome_1550	4	6	6	0.0	0.0	0.50684
HROM_Genome_1551	12	66	66	0.0	7.575757575757576	0.49385
HROM_Genome_1552	5	10	10	0.0	10.0	0.49947
HROM_Genome_1553	5	10	10	0.0	10.0	0.50815
HROM_Genome_1554	10	45	45	0.0	11.11111111111111	0.50633
HROM_Genome_1555	2	1	1	0.0	0.0	0.49072
HROM_Genome_1556	2	1	1	0.0	0.0	0.53714
HROM_Genome_1557	4	6	6	1.0	33.333333333333336	0.48824
HROM_Genome_1558	5	10	10	0.0	10.0	0.49107
HROM_Genome_1559	8	28	28	1.0	21.428571428571427	0.50097
HROM_Genome_1560	10	45	45	0.0	24.444444444444443	0.49333
HROM_Genome_1561	7	21	21	0.0	4.761904761904762	0.49654
HROM_Genome_1562	5	10	10	0.0	10.0	0.50554
HROM_Genome_1564	7	21	21	0.0	9.523809523809524	0.504
HROM_Genome_1565	3	3	3	0.0	0.0	0.49781
HROM_Genome_1566	3	3	3	2.0	66.66666666666667	0.50576
HROM_Genome_1567	5	10	10	1.0	20.0	0.49002
HROM_Genome_1569	2	1	1	3.0	100.0	0.53621
HROM_Genome_1571	2	1	1	0.0	0.0	0.46124
HROM_Genome_1572	3	3	3	1.0	0.0	0.55275
HROM_Genome_1573	7	21	21	0.0	0.0	0.49286
HROM_Genome_1575	13	78	78	0.0	20.512820512820515	0.50459
HROM_Genome_1576	5	10	10	0.0	10.0	0.52299
HROM_Genome_1577	5	10	10	1.0	30.0	0.50767
HROM_Genome_1581	2	1	1	4.0	100.0	0.4278
HROM_Genome_1584	4	6	6	0.0	0.0	0.50452
HROM_Genome_1586	2	1	1	0.0	0.0	0.38544
HROM_Genome_1588	4	6	6	0.0	33.333333333333336	0.48747
HROM_Genome_1589	3	3	3	0.0	0.0	0.49897
HROM_Genome_1590	2	1	1	0.0	0.0	0.49788
HROM_Genome_1591	3	3	3	1.0	33.333333333333336	0.56114
HROM_Genome_1596	2	1	1	1.0	0.0	0.5013
HROM_Genome_1598	2	1	1	1.0	0.0	0.45971
HROM_Genome_1603	3	3	3	0.0	33.333333333333336	0.47592
HROM_Genome_1609	2	1	1	0.0	0.0	0.50169
HROM_Genome_1610	2	1	1	0.0	0.0	0.48465
HROM_Genome_1611	2	1	1	0.0	0.0	0.54057
HROM_Genome_1617	3	3	3	3.0	66.66666666666667	0.52621
HROM_Genome_1618	2	1	1	0.0	0.0	0.49865
HROM_Genome_1621	2	1	1	0.0	0.0	0.4986
HROM_Genome_1642	2	1	1	0.0	0.0	0.02509
HROM_Genome_1643	2	1	1	0.0	0.0	0.43956
HROM_Genome_1644	13	78	78	0.0	25.641025641025642	0.49724
HROM_Genome_1645	10	45	45	1.0	28.88888888888889	0.50819
HROM_Genome_1646	3	3	3	0.0	0.0	0.52638
HROM_Genome_1649	3	3	3	0.0	33.333333333333336	0.5161
HROM_Genome_1651	16	120	120	2.0	61.666666666666664	0.49876
HROM_Genome_1654	9	36	36	1.0	38.888888888888886	0.51171
HROM_Genome_1655	2	1	1	8.0	100.0	0.5495
HROM_Genome_1656	8	28	28	0.0	25.0	0.50492
HROM_Genome_1657	2	1	1	3.0	100.0	0.47219
HROM_Genome_1659	10	45	45	0.0	11.11111111111111	0.4971
HROM_Genome_1660	3	3	3	1.0	0.0	0.52645
HROM_Genome_1663	6	15	15	0.0	0.0	0.52183
HROM_Genome_1664	29	406	406	0.0	4.679802955665025	0.49428
HROM_Genome_1665	73	2628	2628	0.0	4.680365296803653	0.49563
HROM_Genome_1669	25	300	300	0.0	17.666666666666668	0.49636
HROM_Genome_1670	57	1596	1596	0.0	10.025062656641603	0.49807
HROM_Genome_1671	2	1	1	0.0	0.0	0.48019
HROM_Genome_1672	3	3	3	1.0	33.333333333333336	0.47066
HROM_Genome_1673	692	239086	239086	0.0	11.162928820591754	0.49872
HROM_Genome_1674	2	1	1	0.0	0.0	0.52526
HROM_Genome_1675	14	91	91	0.0	3.2967032967032965	0.49663
HROM_Genome_1676	737	271216	271216	0.0	24.676272786266296	0.49807
HROM_Genome_1677	2	1	1	1.0	0.0	0.52663
HROM_Genome_1679	15	105	105	0.0	6.666666666666667	0.49715
HROM_Genome_1681	13	78	78	0.0	11.538461538461538	0.49593
HROM_Genome_1682	29	406	406	0.0	22.660098522167488	0.49486
HROM_Genome_1683	36	630	630	0.0	23.650793650793652	0.50327
HROM_Genome_1684	52	1326	1326	1.0	29.86425339366516	0.49472
HROM_Genome_1688	3	3	3	0.0	0.0	0.46982
HROM_Genome_1690	2	1	1	0.0	0.0	0.44444
HROM_Genome_1691	3	3	3	1.0	0.0	0.4942
HROM_Genome_1692	3	3	3	1.0	0.0	0.44209
HROM_Genome_1693	2	1	1	0.0	0.0	0.49224
HROM_Genome_1696	2	1	1	0.0	0.0	0.54674
HROM_Genome_1698	3	3	3	0.0	0.0	0.51373
HROM_Genome_1700	2	1	1	3.0	100.0	0.46493
HROM_Genome_1701	59	1711	1711	0.0	21.975452951490357	0.49752
HROM_Genome_1702	17	136	136	0.0	2.2058823529411766	0.50295
HROM_Genome_1703	99	4851	4851	0.0	7.153164296021439	0.49693
HROM_Genome_1704	141	9870	9870	0.0	7.801418439716312	0.49832
HROM_Genome_1705	57	1596	1596	0.0	15.789473684210526	0.49746
HROM_Genome_1706	133	8778	8778	0.0	8.794714057871953	0.49833
HROM_Genome_1708	18	153	153	0.0	14.379084967320262	0.5
HROM_Genome_1709	21	210	210	0.0	8.571428571428571	0.50057
HROM_Genome_1710	485	117370	117370	0.0	6.628610377438869	0.49937
HROM_Genome_1711	634	200661	200661	0.0	6.921125679628827	0.49903
HROM_Genome_1712	648	209628	209628	0.0	8.43541893258534	0.49841
HROM_Genome_1713	733	268278	268278	0.0	9.784626395008162	0.49802
HROM_Genome_1714	51	1275	1275	0.0	7.764705882352941	0.49627
HROM_Genome_1715	18	153	153	0.0	5.882352941176471	0.49445
HROM_Genome_1716	2	1	1	0.0	0.0	0.53045
HROM_Genome_1717	27	351	351	0.0	5.698005698005698	0.5
HROM_Genome_1723	29	406	406	0.0	9.852216748768473	0.5014
HROM_Genome_1724	93	4278	4278	0.0	8.415147265077138	0.49753
HROM_Genome_1725	4	6	6	0.0	16.666666666666668	0.52975
HROM_Genome_1732	2	1	1	0.0	0.0	0.48879
HROM_Genome_1738	344	58996	58996	0.0	11.98216828259543	0.49835
HROM_Genome_1739	1229	754606	754606	0.0	17.91689968009796	0.49908
HROM_Genome_1740	100	4950	4950	0.0	19.595959595959595	0.4983
HROM_Genome_1741	202	20301	20301	0.0	7.457760701443279	0.49902
HROM_Genome_1742	4	6	6	1.0	16.666666666666668	0.48241
HROM_Genome_1743	16	120	120	0.0	0.8333333333333334	0.49635
HROM_Genome_1745	3	3	3	0.0	33.333333333333336	0.50837
HROM_Genome_1746	11	55	55	0.0	10.909090909090908	0.50386
HROM_Genome_1750	27	351	351	0.0	5.982905982905983	0.49718
HROM_Genome_1753	4	6	6	0.0	0.0	0.53971
HROM_Genome_1757	134	8911	8911	0.0	12.961508248232521	0.49922
HROM_Genome_1758	50	1225	1225	0.0	20.489795918367346	0.4963
HROM_Genome_1759	7	21	21	1.0	19.047619047619047	0.48333
HROM_Genome_1760	7	21	21	0.0	9.523809523809524	0.49327
HROM_Genome_1761	2	1	1	1.0	0.0	0.46615
HROM_Genome_1762	7	21	21	0.0	14.285714285714286	0.50409
HROM_Genome_1763	3	3	3	1.0	33.333333333333336	0.46974
HROM_Genome_1764	5	10	10	1.0	30.0	0.49944
HROM_Genome_1765	30	435	435	0.0	15.402298850574713	0.49429
HROM_Genome_1766	30	435	435	1.0	22.75862068965517	0.49671
HROM_Genome_1767	3	3	3	1.0	0.0	0.48801
HROM_Genome_1769	3	3	3	2.0	66.66666666666667	0.50277
HROM_Genome_1770	2	1	1	0.0	0.0	0.45299
HROM_Genome_1771	6	15	15	1.0	20.0	0.49208
HROM_Genome_1772	3	3	3	1.0	33.333333333333336	0.51688
HROM_Genome_1773	2	1	1	1.0	0.0	0.48563
HROM_Genome_1775	2	1	1	4.0	100.0	0.48512
HROM_Genome_1776	2	1	1	0.0	0.0	0.53508
HROM_Genome_1780	6	15	15	0.0	20.0	0.49825
HROM_Genome_1782	2	1	1	1.0	0.0	0.64317
HROM_Genome_1783	2	1	1	1.0	0.0	0.52007
HROM_Genome_1786	3	3	3	0.0	0.0	0.50414
