query	reference	ani	ani_uniform	af_query	af_reference	std_err	synteny_blocks	anchor_adjacency	breakpoint_count
ENA|AE006468|AE006468.2	ENA|AM946981|AM946981.2	80.0940	88.1855	0.2206	0.2275	0.25814	16	0.2604	517
ENA|AE006468|AE006468.2	ENA|AE005674|AE005674.2	79.6593	87.7586	0.2035	0.2056	0.27537	10	0.2377	494
ENA|AE006468|AE006468.2	ENA|CP000038|CP000038.1	80.7927	87.7722	0.2287	0.2285	0.26013	15	0.2737	475
ENA|AE006468|AE006468.2	ENA|CU928158|CU928158.2	79.3694	87.4448	0.2202	0.2260	0.27168	17	0.3125	385
ENA|AE006468|AE006468.2	ENA|AE006468|AE006468.2	99.9999	99.9999	0.9993	0.9993	0.23457	7	0.9562	269
ENA|AE006468|AE006468.2	ENA|AL513382|AL513382.1	98.4368	98.7178	0.9000	0.9196	0.02972	40	0.9501	247
ENA|AE006468|AE006468.2	ENA|CP000647|CP000647.1	82.4005	88.6150	0.1301	0.1160	0.32017	11	0.3448	228
ENA|AE006468|AE006468.2	ENA|CP001918|CP001918.1	81.9812	88.6206	0.0933	0.0818	0.38072	9	0.3059	211
ENA|AE006468|AE006468.2	ENA|FN543502|FN543502.1	82.8892	87.8166	0.3229	0.2910	0.21582	21	0.5173	265
ENA|AE006468|AE006468.2	ENA|JUNK01000001|JUNK01000001.1	88.3988	88.3988	0.0091	0.0047	0.99144	3	0.0178	772
ENA|AE006468|AE006468.2	ENA|LFJZ01000001|LFJZ01000001.1	83.0316	88.3104	0.1451	0.1403	0.30410	16	0.2601	421
ENA|AE006468|AE006468.2	ENA|CYEF01000001|CYEF01000001.1	83.1451	88.3231	0.1445	0.1244	0.30715	18	0.2577	412
ENA|AE006468|AE006468.2	ENA|CYEJ01000001|CYEJ01000001.1	84.4671	88.9747	0.1163	0.1076	0.32489	18	0.2220	445
ENA|AE006468|AE006468.2	ENA|CYDQ01000001|CYDQ01000001.1	84.0467	88.6587	0.1267	0.1179	0.31817	16	0.2053	511
ENA|AE006468|AE006468.2	ENA|CYDW01000001|CYDW01000001.1	83.5715	88.8966	0.1297	0.1265	0.31118	18	0.2377	449
ENA|AE006468|AE006468.2	ENA|CYEE01000001|CYEE01000001.1	84.8936	89.0038	0.1153	0.1070	0.32184	17	0.2150	471
ENA|AE006468|AE006468.2	ENA|CYEP01000001|CYEP01000001.1	82.4621	88.3168	0.1626	0.1496	0.29582	19	0.2642	415
ENA|AL513382|AL513382.1	ENA|U00096|U00096.3	82.3918	88.0823	0.1753	0.1794	0.29198	15	0.2664	435
ENA|AL513382|AL513382.1	ENA|BA000007|BA000007.3	81.6876	87.5475	0.2080	0.1796	0.28201	14	0.2655	451
ENA|AL513382|AL513382.1	ENA|AP009048|AP009048.1	82.8145	88.0504	0.1825	0.1868	0.28697	14	0.2664	435
ENA|AL513382|AL513382.1	ENA|AE014075|AE014075.1	79.7814	88.5335	0.1712	0.1508	0.28468	17	0.3002	373
ENA|AL513382|AL513382.1	ENA|CP000243|CP000243.1	80.2640	88.0810	0.1508	0.1415	0.30988	14	0.2680	355
ENA|AL513382|AL513382.1	ENA|AM946981|AM946981.2	82.1177	87.9660	0.2139	0.2230	0.26869	18	0.2967	429
ENA|AL513382|AL513382.1	ENA|AE005674|AE005674.2	83.0854	88.0236	0.1509	0.1579	0.31257	13	0.2390	433
ENA|AL513382|AL513382.1	ENA|CP000038|CP000038.1	84.3472	88.1534	0.1690	0.1718	0.29736	15	0.2724	414
ENA|AL513382|AL513382.1	ENA|CU928158|CU928158.2	81.4919	88.1526	0.1508	0.1551	0.31154	15	0.2713	360
ENA|AL513382|AL513382.1	ENA|AE006468|AE006468.2	98.4802	98.7368	0.9039	0.9521	0.02950	25	0.9524	236
ENA|AL513382|AL513382.1	ENA|AL513382|AL513382.1	99.9999	99.9999	0.9993	0.9993	0.23668	8	0.9640	215
ENA|AL513382|AL513382.1	ENA|CP000647|CP000647.1	82.3041	87.9528	0.1375	0.1237	0.32956	11	0.3679	201
ENA|AL513382|AL513382.1	ENA|CP001918|CP001918.1	83.6632	89.7165	0.0789	0.0696	0.36577	10	0.3355	208
ENA|AL513382|AL513382.1	ENA|FN543502|FN543502.1	82.9670	87.6465	0.2724	0.2420	0.23763	23	0.4593	279
ENA|AL513382|AL513382.1	ENA|JUNK01000001|JUNK01000001.1	90.6005	90.6005	0.0052	0.0029	1.17372	2	0.0156	694
ENA|AL513382|AL513382.1	ENA|LFJZ01000001|LFJZ01000001.1	82.1749	88.1882	0.1772	0.1692	0.28514	17	0.3189	363
ENA|AL513382|AL513382.1	ENA|CYEF01000001|CYEF01000001.1	83.6958	88.6937	0.1544	0.1305	0.29091	19	0.3102	367
ENA|AL513382|AL513382.1	ENA|CYEJ01000001|CYEJ01000001.1	82.5408	89.0672	0.1375	0.1278	0.29873	17	0.2929	379
ENA|AL513382|AL513382.1	ENA|CYDQ01000001|CYDQ01000001.1	83.4803	88.1153	0.1427	0.1307	0.31767	15	0.2446	423
ENA|AL513382|AL513382.1	ENA|CYDW01000001|CYDW01000001.1	81.0631	88.5230	0.1465	0.1442	0.30771	17	0.2657	387
ENA|AL513382|AL513382.1	ENA|CYEE01000001|CYEE01000001.1	85.7250	89.4350	0.1165	0.1034	0.31060	17	0.2621	411
ENA|AL513382|AL513382.1	ENA|CYEP01000001|CYEP01000001.1	85.7951	89.7946	0.1173	0.1043	0.30614	17	0.2923	368
ENA|CP000647|CP000647.1	ENA|U00096|U00096.3	75.7018	86.9882	0.1352	0.1522	0.32000	12	0.3394	216
ENA|CP000647|CP000647.1	ENA|BA000007|BA000007.3	78.8418	87.5938	0.1095	0.1059	0.33539	12	0.3463	202
ENA|CP000647|CP000647.1	ENA|AP009048|AP009048.1	77.5250	87.3068	0.1136	0.1269	0.33799	13	0.3272	220
ENA|CP000647|CP000647.1	ENA|AE014075|AE014075.1	75.5714	87.2196	0.1189	0.1227	0.33815	12	0.3355	204
ENA|CP000647|CP000647.1	ENA|CP000243|CP000243.1	80.0625	87.7730	0.0926	0.0953	0.35337	12	0.3323	209
ENA|CP000647|CP000647.1	ENA|AM946981|AM946981.2	75.6692	87.0867	0.1117	0.1264	0.34763	13	0.3323	213
ENA|CP000647|CP000647.1	ENA|AE005674|AE005674.2	75.9179	87.1838	0.1039	0.1199	0.36054	10	0.3102	209
ENA|CP000647|CP000647.1	ENA|CP000038|CP000038.1	77.5750	87.8244	0.0793	0.0865	0.37866	9	0.2745	222
ENA|CP000647|CP000647.1	ENA|CU928158|CU928158.2	74.8689	87.1736	0.1044	0.1174	0.35512	10	0.3540	177
ENA|CP000647|CP000647.1	ENA|AE006468|AE006468.2	80.0455	87.9041	0.1160	0.1303	0.31680	11	0.3448	228
ENA|CP000647|CP000647.1	ENA|AL513382|AL513382.1	80.4312	87.3565	0.1237	0.1375	0.32392	11	0.3679	201
ENA|CP000647|CP000647.1	ENA|CP000647|CP000647.1	99.9999	99.9999	0.9998	0.9998	0.20157	7	0.9811	152
ENA|CP000647|CP000647.1	ENA|CP001918|CP001918.1	81.5673	87.5033	0.1737	0.1697	0.27115	19	0.4262	237
ENA|CP000647|CP000647.1	ENA|FN543502|FN543502.1	83.8899	87.2487	0.1722	0.1759	0.27674	17	0.4014	258
ENA|CP000647|CP000647.1	ENA|JUNK01000001|JUNK01000001.1	99.5947	99.5994	0.0162	0.0094	0.05393	97	0.0719	4373
ENA|CP000647|CP000647.1	ENA|LFJZ01000001|LFJZ01000001.1	80.9490	88.4321	0.0696	0.0756	0.38120	12	0.2934	224
ENA|CP000647|CP000647.1	ENA|CYEF01000001|CYEF01000001.1	80.7112	88.1376	0.0752	0.0737	0.37822	14	0.2840	232
ENA|CP000647|CP000647.1	ENA|CYEJ01000001|CYEJ01000001.1	83.1383	88.3501	0.0694	0.0703	0.37759	14	0.3059	211
ENA|CP000647|CP000647.1	ENA|CYDQ01000001|CYDQ01000001.1	79.7224	87.7691	0.0869	0.0897	0.36956	14	0.3125	209
ENA|CP000647|CP000647.1	ENA|CYDW01000001|CYDW01000001.1	79.8095	87.7080	0.0876	0.0937	0.36384	12	0.3175	215
ENA|CP000647|CP000647.1	ENA|CYEE01000001|CYEE01000001.1	78.6061	87.7628	0.0810	0.0828	0.38119	13	0.2890	219
ENA|CP000647|CP000647.1	ENA|CYEP01000001|CYEP01000001.1	78.5169	87.5653	0.0845	0.0847	0.38223	10	0.2997	208
ENA|CP001918|CP001918.1	ENA|U00096|U00096.3	80.2781	87.0738	0.1471	0.1674	0.30781	14	0.3923	206
ENA|CP001918|CP001918.1	ENA|BA000007|BA000007.3	80.5942	87.2015	0.1225	0.1204	0.33136	12	0.3548	220
ENA|CP001918|CP001918.1	ENA|AP009048|AP009048.1	81.9763	87.5728	0.1191	0.1363	0.32558	14	0.3687	214
ENA|CP001918|CP001918.1	ENA|AE014075|AE014075.1	82.0625	87.6128	0.1053	0.1059	0.34249	15	0.3485	215
ENA|CP001918|CP001918.1	ENA|CP000243|CP000243.1	83.0468	87.9903	0.1062	0.1112	0.33096	16	0.3735	203
ENA|CP001918|CP001918.1	ENA|AM946981|AM946981.2	81.2899	87.5124	0.1148	0.1363	0.33110	13	0.3440	225
ENA|CP001918|CP001918.1	ENA|AE005674|AE005674.2	79.6925	87.5240	0.0931	0.1093	0.36756	9	0.3016	220
ENA|CP001918|CP001918.1	ENA|CP000038|CP000038.1	84.9757	89.1056	0.0689	0.0781	0.35867	13	0.3206	231
ENA|CP001918|CP001918.1	ENA|CU928158|CU928158.2	79.9559	87.4066	0.0928	0.1068	0.36590	12	0.3185	199
ENA|CP001918|CP001918.1	ENA|AE006468|AE006468.2	80.5903	88.0789	0.0818	0.0933	0.38062	9	0.3059	211
ENA|CP001918|CP001918.1	ENA|AL513382|AL513382.1	82.3175	89.2919	0.0696	0.0789	0.36396	10	0.3355	208
ENA|CP001918|CP001918.1	ENA|CP000647|CP000647.1	81.6972	87.5518	0.1697	0.1737	0.27323	19	0.4262	237
ENA|CP001918|CP001918.1	ENA|CP001918|CP001918.1	99.9999	99.9999	0.9998	0.9998	0.20447	3	0.9915	66
ENA|CP001918|CP001918.1	ENA|FN543502|FN543502.1	80.7025	87.2057	0.1555	0.1572	0.29740	14	0.3575	266
ENA|CP001918|CP001918.1	ENA|JUNK01000001|JUNK01000001.1	98.4375	98.4375	0.0010	0.0006	0.58594	3	0.0194	557
ENA|CP001918|CP001918.1	ENA|LFJZ01000001|LFJZ01000001.1	83.0188	87.3534	0.1345	0.1497	0.31026	18	0.3939	217
ENA|CP001918|CP001918.1	ENA|CYEF01000001|CYEF01000001.1	85.2196	88.0928	0.0941	0.0946	0.34672	15	0.3249	241
ENA|CP001918|CP001918.1	ENA|CYEJ01000001|CYEJ01000001.1	84.0418	88.6535	0.0839	0.0890	0.34674	16	0.3333	230
ENA|CP001918|CP001918.1	ENA|CYDQ01000001|CYDQ01000001.1	83.1786	87.2394	0.1298	0.1376	0.32039	14	0.3900	208
ENA|CP001918|CP001918.1	ENA|CYDW01000001|CYDW01000001.1	82.7917	87.6040	0.1207	0.1319	0.32326	17	0.4056	192
ENA|CP001918|CP001918.1	ENA|CYEE01000001|CYEE01000001.1	83.7368	87.3994	0.1354	0.1432	0.31035	16	0.4057	208
ENA|CP001918|CP001918.1	ENA|CYEP01000001|CYEP01000001.1	83.4734	88.6579	0.0756	0.0775	0.36211	14	0.3231	220
ENA|FN543502|FN543502.1	ENA|U00096|U00096.3	78.2902	86.6195	0.3133	0.3555	0.21912	24	0.5241	237
ENA|FN543502|FN543502.1	ENA|BA000007|BA000007.3	76.4320	87.4423	0.2445	0.2375	0.23201	25	0.4407	302
ENA|FN543502|FN543502.1	ENA|AP009048|AP009048.1	78.5409	86.7154	0.2999	0.3425	0.22167	23	0.5141	242
ENA|FN543502|FN543502.1	ENA|AE014075|AE014075.1	81.5237	87.8830	0.2052	0.2080	0.24238	24	0.4137	309
ENA|FN543502|FN543502.1	ENA|CP000243|CP000243.1	80.3840	88.5989	0.2057	0.2164	0.22635	26	0.4625	287
ENA|FN543502|FN543502.1	ENA|AM946981|AM946981.2	77.9088	86.7649	0.2822	0.3304	0.22795	22	0.4756	269
ENA|FN543502|FN543502.1	ENA|AE005674|AE005674.2	77.9807	87.8105	0.1473	0.1702	0.29129	15	0.3069	323
ENA|FN543502|FN543502.1	ENA|CP000038|CP000038.1	79.8345	87.5008	0.2111	0.2334	0.24894	25	0.4189	283
ENA|FN543502|FN543502.1	ENA|CU928158|CU928158.2	81.3958	88.7526	0.1175	0.1378	0.29923	18	0.2998	334
ENA|FN543502|FN543502.1	ENA|AE006468|AE006468.2	81.5129	87.2646	0.2910	0.3229	0.21351	21	0.5173	265
ENA|FN543502|FN543502.1	ENA|AL513382|AL513382.1	81.8094	87.1757	0.2420	0.2724	0.23558	23	0.4593	279
ENA|FN543502|FN543502.1	ENA|CP000647|CP000647.1	83.4350	86.9760	0.1852	0.1815	0.27374	18	0.4107	254
ENA|FN543502|FN543502.1	ENA|CP001918|CP001918.1	81.0290	87.2526	0.1572	0.1555	0.29714	14	0.3575	266
ENA|FN543502|FN543502.1	ENA|FN543502|FN543502.1	99.9999	99.9999	0.9979	0.9979	0.20803	14	0.9506	381
ENA|FN543502|FN543502.1	ENA|JUNK01000001|JUNK01000001.1	96.8397	96.8397	0.0098	0.0046	0.40635	7	0.0688	731
ENA|FN543502|FN543502.1	ENA|LFJZ01000001|LFJZ01000001.1	75.2859	86.9751	0.2471	0.2692	0.23839	26	0.4349	295
ENA|FN543502|FN543502.1	ENA|CYEF01000001|CYEF01000001.1	80.2604	88.2400	0.1650	0.1613	0.26331	24	0.3614	341
ENA|FN543502|FN543502.1	ENA|CYEJ01000001|CYEJ01000001.1	79.7787	87.5785	0.1938	0.1986	0.25216	26	0.3996	308
ENA|FN543502|FN543502.1	ENA|CYDQ01000001|CYDQ01000001.1	80.4877	87.7335	0.1736	0.1785	0.26659	25	0.3896	293
ENA|FN543502|FN543502.1	ENA|CYDW01000001|CYDW01000001.1	81.9736	87.9902	0.1635	0.1788	0.26889	22	0.3704	311
ENA|FN543502|FN543502.1	ENA|CYEE01000001|CYEE01000001.1	80.5763	87.6215	0.1913	0.1935	0.25726	26	0.4126	279
ENA|FN543502|FN543502.1	ENA|CYEP01000001|CYEP01000001.1	82.9575	89.1042	0.1603	0.1646	0.24532	28	0.4153	321
ENA|JUNK01000001|JUNK01000001.1	ENA|U00096|U00096.3	97.9250	98.1427	0.3476	0.6724	0.03808	355	0.8152	862
ENA|JUNK01000001|JUNK01000001.1	ENA|BA000007|BA000007.3	97.9462	98.1441	0.3566	0.5916	0.03765	367	0.7993	976
ENA|JUNK01000001|JUNK01000001.1	ENA|AP009048|AP009048.1	97.9194	98.1436	0.3474	0.6735	0.03809	355	0.8149	863
ENA|JUNK01000001|JUNK01000001.1	ENA|AE014075|AE014075.1	97.7357	98.0030	0.3433	0.5919	0.04006	372	0.8279	765
ENA|JUNK01000001|JUNK01000001.1	ENA|CP000243|CP000243.1	97.6757	97.9523	0.3457	0.6136	0.04062	359	0.8435	681
ENA|JUNK01000001|JUNK01000001.1	ENA|AM946981|AM946981.2	97.9565	98.1779	0.3436	0.6792	0.03784	350	0.8186	838
ENA|JUNK01000001|JUNK01000001.1	ENA|AE005674|AE005674.2	97.7830	98.0097	0.3023	0.6058	0.04215	332	0.7865	897
ENA|JUNK01000001|JUNK01000001.1	ENA|CP000038|CP000038.1	97.9400	98.1111	0.3133	0.6050	0.03970	352	0.8086	838
ENA|JUNK01000001|JUNK01000001.1	ENA|CU928158|CU928158.2	95.6019	96.1993	0.1431	0.2851	0.08891	186	0.6567	664
ENA|JUNK01000001|JUNK01000001.1	ENA|AE006468|AE006468.2	89.0006	89.0006	0.0047	0.0091	1.00269	3	0.0389	346
ENA|JUNK01000001|JUNK01000001.1	ENA|AL513382|AL513382.1	90.1499	90.1499	0.0029	0.0052	1.16254	2	0.0373	284
ENA|JUNK01000001|JUNK01000001.1	ENA|CP000647|CP000647.1	99.6140	99.6139	0.0094	0.0162	0.05294	97	0.2060	1307
ENA|JUNK01000001|JUNK01000001.1	ENA|CP001918|CP001918.1	98.4375	98.4375	0.0006	0.0010	0.58594	3	0.0786	129
ENA|JUNK01000001|JUNK01000001.1	ENA|FN543502|FN543502.1	96.4668	96.4668	0.0046	0.0098	0.47508	7	0.2069	207
ENA|JUNK01000001|JUNK01000001.1	ENA|JUNK01000001|JUNK01000001.1	99.9999	99.9999	0.3966	0.3966	0.24676	363	0.8202	927
ENA|JUNK01000001|JUNK01000001.1	ENA|LFJZ01000001|LFJZ01000001.1	97.8433	98.0938	0.3551	0.6535	0.03825	368	0.8564	648
ENA|JUNK01000001|JUNK01000001.1	ENA|CYEF01000001|CYEF01000001.1	97.8812	98.0916	0.3526	0.5848	0.03829	377	0.8379	746
ENA|JUNK01000001|JUNK01000001.1	ENA|CYEJ01000001|CYEJ01000001.1	97.8390	98.0765	0.3570	0.6243	0.03829	375	0.8428	726
ENA|JUNK01000001|JUNK01000001.1	ENA|CYDQ01000001|CYDQ01000001.1	97.9159	98.1364	0.3505	0.6246	0.03800	362	0.8162	864
ENA|JUNK01000001|JUNK01000001.1	ENA|CYDW01000001|CYDW01000001.1	97.5996	97.8979	0.3391	0.6303	0.04162	359	0.8382	691
ENA|JUNK01000001|JUNK01000001.1	ENA|CYEE01000001|CYEE01000001.1	97.8927	98.1251	0.3591	0.6321	0.03776	376	0.8368	761
ENA|JUNK01000001|JUNK01000001.1	ENA|CYEP01000001|CYEP01000001.1	97.6915	97.9487	0.3441	0.6013	0.04056	371	0.8388	707
ENA|LFJZ01000001|LFJZ01000001.1	ENA|U00096|U00096.3	98.5083	98.9155	0.8639	0.9304	0.02621	51	0.9177	454
ENA|LFJZ01000001|LFJZ01000001.1	ENA|BA000007|BA000007.3	98.1806	98.4899	0.8470	0.8118	0.03153	65	0.9000	542
ENA|LFJZ01000001|LFJZ01000001.1	ENA|AP009048|AP009048.1	98.5069	98.9147	0.8644	0.9311	0.02621	52	0.9182	451
ENA|LFJZ01000001|LFJZ01000001.1	ENA|AE014075|AE014075.1	96.9417	97.5360	0.8325	0.8094	0.04288	64	0.9205	370
ENA|LFJZ01000001|LFJZ01000001.1	ENA|CP000243|CP000243.1	96.9058	97.5002	0.8318	0.8459	0.04332	61	0.9318	311
ENA|LFJZ01000001|LFJZ01000001.1	ENA|AM946981|AM946981.2	98.5157	98.9313	0.8518	0.9342	0.02605	53	0.9242	414
ENA|LFJZ01000001|LFJZ01000001.1	ENA|AE005674|AE005674.2	98.3149	98.7315	0.7836	0.8849	0.02974	76	0.9129	438
ENA|LFJZ01000001|LFJZ01000001.1	ENA|CP000038|CP000038.1	98.7163	99.0784	0.8004	0.8993	0.02454	72	0.9124	468
ENA|LFJZ01000001|LFJZ01000001.1	ENA|CU928158|CU928158.2	92.1097	94.5780	0.5849	0.6399	0.08314	75	0.8356	384
ENA|LFJZ01000001|LFJZ01000001.1	ENA|AE006468|AE006468.2	83.1492	88.3627	0.1403	0.1451	0.30329	16	0.2772	386
ENA|LFJZ01000001|LFJZ01000001.1	ENA|AL513382|AL513382.1	81.4736	87.7888	0.1692	0.1772	0.29073	17	0.3414	328
ENA|LFJZ01000001|LFJZ01000001.1	ENA|CP000647|CP000647.1	82.8443	88.9754	0.0756	0.0696	0.38431	12	0.3252	193
ENA|LFJZ01000001|LFJZ01000001.1	ENA|CP001918|CP001918.1	84.5675	88.0241	0.1497	0.1345	0.31191	18	0.4325	185
ENA|LFJZ01000001|LFJZ01000001.1	ENA|FN543502|FN543502.1	77.2391	87.5666	0.2692	0.2471	0.23993	26	0.4799	246
ENA|LFJZ01000001|LFJZ01000001.1	ENA|JUNK01000001|JUNK01000001.1	97.9397	98.1361	0.6547	0.3615	0.03778	364	0.7343	1402
ENA|LFJZ01000001|LFJZ01000001.1	ENA|LFJZ01000001|LFJZ01000001.1	99.9999	99.9999	0.9678	0.9678	0.22492	51	0.9557	289
ENA|LFJZ01000001|LFJZ01000001.1	ENA|CYEF01000001|CYEF01000001.1	99.2747	99.4234	0.8752	0.7990	0.01821	86	0.9420	339
ENA|LFJZ01000001|LFJZ01000001.1	ENA|CYEJ01000001|CYEJ01000001.1	99.3541	99.4693	0.8775	0.8422	0.01739	75	0.9407	350
ENA|LFJZ01000001|LFJZ01000001.1	ENA|CYDQ01000001|CYDQ01000001.1	99.3747	99.5000	0.8683	0.8487	0.01694	73	0.9209	473
ENA|LFJZ01000001|LFJZ01000001.1	ENA|CYDW01000001|CYDW01000001.1	96.7971	97.4397	0.8353	0.8641	0.04383	69	0.9187	375
ENA|LFJZ01000001|LFJZ01000001.1	ENA|CYEE01000001|CYEE01000001.1	99.3453	99.4859	0.8745	0.8511	0.01714	79	0.9322	402
ENA|LFJZ01000001|LFJZ01000001.1	ENA|CYEP01000001|CYEP01000001.1	96.8667	97.4735	0.8351	0.8124	0.04341	73	0.9233	354
ENA|CYEF01000001|CYEF01000001.1	ENA|U00096|U00096.3	98.5969	98.9285	0.7681	0.9166	0.02585	83	0.9224	429
ENA|CYEF01000001|CYEF01000001.1	ENA|BA000007|BA000007.3	98.0870	98.4608	0.7911	0.8175	0.03137	106	0.8680	763
ENA|CYEF01000001|CYEF01000001.1	ENA|AP009048|AP009048.1	98.6029	98.9270	0.7681	0.9167	0.02587	83	0.9224	429
ENA|CYEF01000001|CYEF01000001.1	ENA|AE014075|AE014075.1	96.9402	97.5488	0.7557	0.8004	0.04237	93	0.9095	431
ENA|CYEF01000001|CYEF01000001.1	ENA|CP000243|CP000243.1	96.9265	97.5239	0.7576	0.8329	0.04258	89	0.9282	335
ENA|CYEF01000001|CYEF01000001.1	ENA|AM946981|AM946981.2	98.5823	98.9387	0.7568	0.9076	0.02592	86	0.9231	418
ENA|CYEF01000001|CYEF01000001.1	ENA|AE005674|AE005674.2	98.3253	98.7230	0.6996	0.8608	0.02970	114	0.8991	516
ENA|CYEF01000001|CYEF01000001.1	ENA|CP000038|CP000038.1	98.7436	99.0736	0.7095	0.8542	0.02451	106	0.9080	494
ENA|CYEF01000001|CYEF01000001.1	ENA|CU928158|CU928158.2	92.9371	94.8718	0.4788	0.5919	0.08315	91	0.8293	391
ENA|CYEF01000001|CYEF01000001.1	ENA|AE006468|AE006468.2	82.8911	88.2422	0.1244	0.1445	0.30719	18	0.2860	357
ENA|CYEF01000001|CYEF01000001.1	ENA|AL513382|AL513382.1	83.0489	88.6680	0.1190	0.1425	0.30239	19	0.3375	316
ENA|CYEF01000001|CYEF01000001.1	ENA|CP000647|CP000647.1	82.0958	88.5758	0.0737	0.0752	0.38115	14	0.3370	181
ENA|CYEF01000001|CYEF01000001.1	ENA|CP001918|CP001918.1	85.9732	88.5057	0.0946	0.0941	0.34694	15	0.3779	191
ENA|CYEF01000001|CYEF01000001.1	ENA|FN543502|FN543502.1	81.3124	88.6233	0.1613	0.1650	0.26696	24	0.4072	281
ENA|CYEF01000001|CYEF01000001.1	ENA|JUNK01000001|JUNK01000001.1	97.9484	98.1217	0.5812	0.3544	0.03792	377	0.7207	1497
ENA|CYEF01000001|CYEF01000001.1	ENA|LFJZ01000001|LFJZ01000001.1	99.2357	99.4089	0.7849	0.8772	0.01842	91	0.9465	311
ENA|CYEF01000001|CYEF01000001.1	ENA|CYEF01000001|CYEF01000001.1	99.9999	99.9999	0.9429	0.9429	0.21672	106	0.9320	480
ENA|CYEF01000001|CYEF01000001.1	ENA|CYEJ01000001|CYEJ01000001.1	99.1934	99.3874	0.8064	0.8671	0.01856	108	0.9240	461
ENA|CYEF01000001|CYEF01000001.1	ENA|CYDQ01000001|CYDQ01000001.1	99.1318	99.3724	0.7893	0.8474	0.01905	99	0.8944	644
ENA|CYEF01000001|CYEF01000001.1	ENA|CYDW01000001|CYDW01000001.1	96.9132	97.4918	0.7466	0.8509	0.04313	98	0.9057	444
ENA|CYEF01000001|CYEF01000001.1	ENA|CYEE01000001|CYEE01000001.1	99.1010	99.3564	0.7921	0.8459	0.01928	106	0.9082	552
ENA|CYEF01000001|CYEF01000001.1	ENA|CYEP01000001|CYEP01000001.1	96.9994	97.5449	0.7635	0.8218	0.04212	106	0.9076	445
ENA|CYEJ01000001|CYEJ01000001.1	ENA|U00096|U00096.3	98.5673	98.9105	0.8218	0.9291	0.02615	63	0.9102	502
ENA|CYEJ01000001|CYEJ01000001.1	ENA|BA000007|BA000007.3	98.2146	98.4964	0.8249	0.8133	0.03114	85	0.8671	763
ENA|CYEJ01000001|CYEJ01000001.1	ENA|AP009048|AP009048.1	98.5653	98.9092	0.8223	0.9298	0.02616	64	0.9108	499
ENA|CYEJ01000001|CYEJ01000001.1	ENA|AE014075|AE014075.1	96.9609	97.5447	0.7975	0.8205	0.04272	73	0.9103	423
ENA|CYEJ01000001|CYEJ01000001.1	ENA|CP000243|CP000243.1	96.9144	97.4929	0.8042	0.8556	0.04300	74	0.9234	358
ENA|CYEJ01000001|CYEJ01000001.1	ENA|AM946981|AM946981.2	98.6213	98.9593	0.8035	0.9264	0.02561	65	0.9132	481
ENA|CYEJ01000001|CYEJ01000001.1	ENA|AE005674|AE005674.2	98.4046	98.7574	0.7366	0.8693	0.02938	90	0.9049	483
ENA|CYEJ01000001|CYEJ01000001.1	ENA|CP000038|CP000038.1	98.7924	99.0829	0.7630	0.8951	0.02435	85	0.9039	522
ENA|CYEJ01000001|CYEJ01000001.1	ENA|CU928158|CU928158.2	92.3807	94.7141	0.5418	0.6261	0.08272	85	0.8287	404
ENA|CYEJ01000001|CYEJ01000001.1	ENA|AE006468|AE006468.2	84.4732	88.7859	0.1076	0.1163	0.32633	18	0.2410	400
ENA|CYEJ01000001|CYEJ01000001.1	ENA|AL513382|AL513382.1	82.3306	88.8501	0.1278	0.1375	0.29789	17	0.3191	335
ENA|CYEJ01000001|CYEJ01000001.1	ENA|CP000647|CP000647.1	85.0690	88.8399	0.0703	0.0694	0.38464	14	0.3550	169
ENA|CYEJ01000001|CYEJ01000001.1	ENA|CP001918|CP001918.1	85.6536	89.1845	0.0890	0.0839	0.35058	16	0.3770	190
ENA|CYEJ01000001|CYEJ01000001.1	ENA|FN543502|FN543502.1	81.6786	88.0789	0.1986	0.1938	0.25750	26	0.4362	265
ENA|CYEJ01000001|CYEJ01000001.1	ENA|JUNK01000001|JUNK01000001.1	97.9538	98.1299	0.6221	0.3610	0.03769	373	0.7231	1492
ENA|CYEJ01000001|CYEJ01000001.1	ENA|LFJZ01000001|LFJZ01000001.1	99.3483	99.4654	0.8363	0.8905	0.01745	73	0.9401	354
ENA|CYEJ01000001|CYEJ01000001.1	ENA|CYEF01000001|CYEF01000001.1	99.2494	99.4071	0.8537	0.8253	0.01825	104	0.9162	513
ENA|CYEJ01000001|CYEJ01000001.1	ENA|CYEJ01000001|CYEJ01000001.1	99.9999	99.9999	0.9646	0.9646	0.22064	71	0.9398	411
ENA|CYEJ01000001|CYEJ01000001.1	ENA|CYDQ01000001|CYDQ01000001.1	99.2867	99.4440	0.8457	0.8652	0.01776	87	0.8947	656
ENA|CYEJ01000001|CYEJ01000001.1	ENA|CYDW01000001|CYDW01000001.1	96.9168	97.5008	0.7960	0.8649	0.04311	84	0.8993	478
ENA|CYEJ01000001|CYEJ01000001.1	ENA|CYEE01000001|CYEE01000001.1	99.2584	99.4317	0.8503	0.8589	0.01796	88	0.9122	536
ENA|CYEJ01000001|CYEJ01000001.1	ENA|CYEP01000001|CYEP01000001.1	96.9775	97.5202	0.7886	0.8142	0.04286	93	0.9055	446
ENA|CYDQ01000001|CYDQ01000001.1	ENA|U00096|U00096.3	98.5601	98.9218	0.8137	0.9220	0.02619	61	0.8716	740
