query	reference	ani	ani_uniform	af_query	af_reference	std_err	synteny_blocks	anchor_adjacency	breakpoint_count
ENA|FN543502|FN543502.1	ENA|JUNK01000001|JUNK01000001.1	96.8397	96.8397	0.0098	0.0046	0.40635	7	0.0688	731
ENA|JUNK01000001|JUNK01000001.1	ENA|U00096|U00096.3	97.9250	98.1427	0.3476	0.6724	0.03808	355	0.8152	862
ENA|JUNK01000001|JUNK01000001.1	ENA|BA000007|BA000007.3	97.9462	98.1441	0.3566	0.5916	0.03765	367	0.7993	976
ENA|JUNK01000001|JUNK01000001.1	ENA|AP009048|AP009048.1	97.9194	98.1436	0.3474	0.6735	0.03809	355	0.8149	863
ENA|JUNK01000001|JUNK01000001.1	ENA|AE014075|AE014075.1	97.7357	98.0030	0.3433	0.5919	0.04006	372	0.8279	765
ENA|JUNK01000001|JUNK01000001.1	ENA|CP000243|CP000243.1	97.6757	97.9523	0.3457	0.6136	0.04062	359	0.8435	681
ENA|JUNK01000001|JUNK01000001.1	ENA|AM946981|AM946981.2	97.9565	98.1779	0.3436	0.6792	0.03784	350	0.8186	838
ENA|JUNK01000001|JUNK01000001.1	ENA|AE005674|AE005674.2	97.7830	98.0097	0.3023	0.6058	0.04215	332	0.7865	897
ENA|JUNK01000001|JUNK01000001.1	ENA|CP000038|CP000038.1	97.9400	98.1111	0.3133	0.6050	0.03970	352	0.8086	838
ENA|JUNK01000001|JUNK01000001.1	ENA|CU928158|CU928158.2	95.6019	96.1993	0.1431	0.2851	0.08891	186	0.6567	664
ENA|JUNK01000001|JUNK01000001.1	ENA|AE006468|AE006468.2	89.0006	89.0006	0.0047	0.0091	1.00269	3	0.0389	346
ENA|JUNK01000001|JUNK01000001.1	ENA|AL513382|AL513382.1	90.1499	90.1499	0.0029	0.0052	1.16254	2	0.0373	284
ENA|JUNK01000001|JUNK01000001.1	ENA|CP000647|CP000647.1	99.6140	99.6139	0.0094	0.0162	0.05294	97	0.2060	1307
ENA|JUNK01000001|JUNK01000001.1	ENA|CP001918|CP001918.1	98.4375	98.4375	0.0006	0.0010	0.58594	3	0.0786	129
ENA|JUNK01000001|JUNK01000001.1	ENA|FN543502|FN543502.1	96.4668	96.4668	0.0046	0.0098	0.47508	7	0.2069	207
ENA|JUNK01000001|JUNK01000001.1	ENA|JUNK01000001|JUNK01000001.1	99.9999	99.9999	0.3966	0.3966	0.24676	363	0.8202	927
