query	reference	s2b_raw_ani	s2b_mash_ani	s2b_af_q	s2b_af_r	s2b_shared_tags	s2b_containment	s2b_ref_gc	s2b_corrected_ani	s2b_error
GCF_014201115.1	GCF_000340985.1	1.000000	0.911761	0.163919	0.177019	4255	0.500000	0.696414	0.883761	
GCA_905479295.1	GCA_002386945.1	1.000000	0.938071	0.072144	0.052786	36	0.500000	0.457071	0.910071	
GCA_903905335.1	GCA_903910205.1	1.000000	0.956323	0.024188	0.020996	35	0.500000	0.410273	0.928323	
GCF_001006285.1	GCF_006802875.1	1.000000	0.918822	0.197290	0.212397	233	0.500000	0.280129	0.890822	
GCF_006802875.1	GCF_000452245.2	1.000000	0.931714	0.071103	0.065163	78	0.500000	0.283909	0.903714	
GCA_005787345.1	GCA_903827085.1	1.000000	0.922194	0.053005	0.059310	172	0.500000	0.583907	0.894194	
GCA_005877345.1	GCA_014523525.1	1.000000	0.963245	0.157895	0.172043	240	0.500000	0.350086	0.935245	
GCF_014283215.1	GCF_008360935.1	1.000000	0.800590	0.006986	0.005832	66	0.500000	0.712625	0.772590	
GCA_002877875.1	GCA_002441555.1	0.000000	0.000000	0.005709	0.004644	0	0.000000	0.372894	0.000000	
GCF_006538985.1	GCF_007670255.1	1.000000	0.831110	0.010911	0.010208	122	0.500000	0.633035	0.803110	
GCF_017357425.1	GCF_013179505.1	1.000000	0.826437	0.034707	0.036162	485	0.500000	0.624533	0.798437	
GCA_017397315.1	GCA_017408205.1	0.000000	0.000000	0.010736	0.006481	0	0.000000	0.378974	0.000000	
GCA_009392675.1	GCA_002435305.1	1.000000	0.913543	0.065250	0.055814	132	0.500000	0.420718	0.885543	
GCA_012797825.1	GCA_002423395.1	1.000000	0.882729	0.024919	0.024946	23	0.500000	0.361203	0.854729	
GCF_000733845.1	GCF_000445995.2	1.000000	0.820634	0.011971	0.010335	45	0.500000	0.527940	0.792634	
GCA_001610955.1	GCF_001544135.1	1.000000	0.933776	0.226487	0.231669	891	0.500000	0.518892	0.905776	
GCF_001884135.1	GCF_006494425.1	1.000000	0.892525	0.060162	0.061642	193	0.500000	0.352279	0.864525	
GCF_000017425.1	GCF_000742895.1	1.000000	0.886679	0.063060	0.050578	162	0.500000	0.352463	0.858679	
GCA_012839475.1	GCA_012838585.1	1.000000	0.883066	0.028639	0.028633	145	0.500000	0.504435	0.855066	
GCF_002735905.1	GCF_001598915.1	1.000000	0.928941	0.189579	0.178855	2052	0.500000	0.647204	0.900941	
GCA_012840385.1	GCA_902812385.1	1.000000	0.946764	0.170288	0.168359	862	0.500000	0.538964	0.918764	
GCA_003599735.1	GCA_016875635.1	1.000000	0.873879	0.024645	0.022167	125	0.500000	0.684991	0.845879	
GCA_000509125.1	GCF_004295125.1	1.000000	0.858758	0.002192	0.002502	12	0.500000	0.462297	0.830758	
GCF_000425945.1	GCF_003633755.1	1.000000	0.771531	0.005149	0.004805	77	0.500000	0.721006	0.743531	
GCF_003344625.1	GCF_003633755.1	1.000000	0.830734	0.020722	0.022404	359	0.500000	0.721006	0.802734	
GCF_016722965.1	GCF_000714935.1	1.000000	0.844397	0.011024	0.012205	90	0.500000	0.565492	0.816397	
GCA_012728875.1	GCA_012522635.1	1.000000	0.900605	0.022020	0.026385	70	0.500000	0.497801	0.872605	
GCF_014205275.1	GCF_014200435.1	1.000000	0.930760	0.212011	0.208325	6146	0.500000	0.720561	0.902760	
GCA_015693905.1	GCA_015689775.1	1.000000	0.856553	0.012576	0.012267	27	0.500000	0.543019	0.828553	
GCA_012511555.1	GCF_000373745.1	1.000000	0.900724	0.014634	0.011264	18	0.500000	0.446166	0.872724	
GCA_002711715.1	GCA_902607475.1	0.000000	0.000000	0.006944	0.004115	0	0.000000	0.267763	0.000000	
GCF_000474275.2	GCF_000005825.2	1.000000	0.897953	0.403748	0.381029	1185	0.500000	0.398606	0.869953	
GCA_902536695.1	GCA_002694645.1	1.000000	0.955860	0.064963	0.148058	61	0.500000	0.329741	0.927860	
GCA_002729695.1	GCF_000176355.1	1.000000	0.850456	0.019300	0.018574	75	0.500000	0.650349	0.822456	
GCF_000176355.1	GCF_015999305.1	1.000000	0.904579	0.160228	0.155491	647	0.500000	0.642910	0.876579	
GCF_900177245.1	GCF_013205025.1	1.000000	0.832696	0.001886	0.001725	18	0.500000	0.721021	0.804696	
GCA_005797835.1	GCF_006365315.1	0.000000	0.000000	0.002976	0.003252	0	0.000000	0.370929	0.000000	
GCA_002712565.1	GCA_002731735.1	1.000000	0.965286	0.210801	0.159952	929	0.500000	0.616067	0.937286	
GCF_900129285.1	GCF_003627965.1	1.000000	0.808511	0.020686	0.019305	120	0.500000	0.550203	0.780511	
GCF_000730245.1	GCA_014116815.1	1.000000	0.894155	0.100858	0.075929	47	0.500000	0.343008	0.866155	
GCA_016875925.1	GCA_016875975.1	1.000000	0.946121	0.056723	0.052427	135	0.500000	0.516700	0.918121	
GCF_002379365.1	GCF_001746205.1	1.000000	0.857488	0.042838	0.040661	32	0.500000	0.275461	0.829488	
GCA_009843725.1	GCA_009838075.1	1.000000	0.900975	0.054982	0.044993	549	0.500000	0.631640	0.872975	
GCA_018398915.1	GCA_016756725.1	1.000000	0.826379	0.013403	0.020611	162	0.500000	0.635993	0.798379	
GCF_004377485.1	GCF_001982605.1	1.000000	0.917264	0.031483	0.029024	55	0.500000	0.464285	0.889264	
GCA_900316395.1	GCA_905234245.1	1.000000	0.941270	0.135432	0.107621	185	0.500000	0.382187	0.913270	
GCF_000948975.1	GCF_000948985.1	1.000000	0.858458	0.012441	0.009855	82	0.500000	0.489658	0.830458	
GCA_002358975.1	GCA_019113675.1	1.000000	0.896451	0.025867	0.027245	88	0.500000	0.531673	0.868451	
GCA_005843825.1	GCA_005862225.1	0.000000	0.000000	0.002279	0.002632	0	0.000000	0.468124	0.000000	
GCA_002725495.1	GCA_002686215.1	1.000000	0.975919	0.136986	0.033333	30	0.500000	0.351596	0.947919	
GCF_014054525.1	GCF_000745955.1	1.000000	0.894153	0.053651	0.047400	72	0.500000	0.453436	0.866153	
GCA_003218945.1	GCA_003221375.1	0.000000	0.000000	0.001339	0.001646	0	0.000000	0.540496	0.000000	
GCF_900113225.1	GCA_004210455.1	1.000000	0.841741	0.026114	0.020772	245	0.500000	0.683815	0.813741	
GCF_006438725.1	GCF_014639435.1	1.000000	0.866260	0.019550	0.021075	80	0.500000	0.507003	0.838260	
GCF_000735345.1	GCF_006438725.1	1.000000	0.873593	0.023582	0.016862	69	0.500000	0.517139	0.845593	
GCF_002549755.1	GCF_002549775.1	1.000000	0.884589	0.063741	0.062559	199	0.500000	0.581096	0.856589	
GCF_001642805.2	GCF_017299535.1	1.000000	0.947777	0.270713	0.251345	794	0.500000	0.597813	0.919777	
GCF_016742975.1	GCF_003812745.1	1.000000	0.902031	0.195856	0.203897	586	0.500000	0.593309	0.874031	
GCF_006715005.1	GCF_016742975.1	1.000000	0.911542	0.145433	0.167112	500	0.500000	0.591981	0.883542	
GCF_000186265.1	GCF_009797025.1	1.000000	0.900928	0.085844	0.075994	151	0.500000	0.340411	0.872928	
GCF_015351235.1	GCF_900177795.1	1.000000	0.863450	0.021728	0.020686	252	0.500000	0.692266	0.835450	
GCA_008373165.1	GCA_009392215.1	1.000000	0.925160	0.079113	0.082317	189	0.500000	0.462127	0.897160	
GCA_009840285.1	GCA_002238765.1	1.000000	0.857064	0.018056	0.013616	102	0.500000	0.562422	0.829064	
GCF_002797375.1	GCF_016820555.1	1.000000	0.850774	0.022619	0.023950	57	0.500000	0.402011	0.822774	
GCA_902826635.1	GCA_019187495.1	1.000000	0.851433	0.004659	0.003868	19	0.500000	0.676020	0.823433	
GCF_003258605.2	GCF_001418575.1	1.000000	0.833143	0.019130	0.013896	387	0.500000	0.725068	0.805143	
GCA_002396525.1	GCA_017302355.1	1.000000	0.884487	0.013932	0.012620	58	0.500000	0.649803	0.856487	
GCF_000278135.1	GCF_000046705.1	1.000000	0.851235	0.038365	0.039587	46	0.500000	0.382303	0.823235	
GCF_002777915.1	GCF_003606345.3	1.000000	0.862598	0.050512	0.045679	74	0.500000	0.381043	0.834598	
GCF_003634515.1	GCF_001875655.1	1.000000	0.853555	0.029885	0.029382	143	0.500000	0.551032	0.825555	
GCF_002208095.1	GCF_008364625.1	1.000000	0.917469	0.166886	0.205223	888	0.500000	0.557639	0.889469	
GCA_905214675.1	GCA_902363685.1	1.000000	0.893935	0.052723	0.029440	91	0.500000	0.436750	0.865935	
GCF_000426725.1	GCF_000775915.1	1.000000	0.872249	0.012645	0.013351	49	0.500000	0.360018	0.844249	
GCF_014696105.1	GCA_012031475.1	1.000000	0.875107	0.018529	0.019294	99	0.500000	0.531615	0.847107	
GCA_002695035.1	GCA_002701555.1	1.000000	0.905827	0.013265	0.023381	26	0.500000	0.425451	0.877827	
GCA_905212395.1	GCA_002405165.1	1.000000	0.903453	0.122905	0.106024	132	0.500000	0.350796	0.875453	
GCA_013375355.1	GCA_019058315.1	1.000000	0.832992	0.013216	0.010711	39	0.500000	0.304876	0.804992	
GCA_002167345.2	GCA_902562835.1	1.000000	0.934349	0.072771	0.083507	120	0.500000	0.361889	0.906349	
GCF_000421765.1	GCA_012728315.1	1.000000	0.867187	0.023768	0.021704	27	0.500000	0.488410	0.839187	
GCF_001720395.1	GCF_000297215.2	0.000000	0.000000	0.002973	0.004108	0	0.000000	0.369398	0.000000	
GCF_008764245.1	GCF_017355205.1	1.000000	0.879730	0.018321	0.015615	74	0.500000	0.384337	0.851730	
GCA_902580855.1	GCA_002715345.1	1.000000	0.914330	0.020906	0.022099	12	0.500000	0.360448	0.886330	
GCA_903922455.1	GCA_016717725.1	1.000000	0.891395	0.031447	0.021268	50	0.500000	0.369753	0.863395	
GCA_002886105.1	GCF_001975225.1	1.000000	0.848223	0.020603	0.028198	82	0.500000	0.562201	0.820223	
GCF_016859125.1	GCF_001027285.1	1.000000	0.853279	0.024817	0.024606	931	0.500000	0.694488	0.825279	
GCA_018725345.1	GCA_018333455.1	1.000000	0.900331	0.009088	0.011341	28	0.500000	0.487937	0.872331	
GCA_018240985.1	GCA_018240995.1	1.000000	0.919665	0.022052	0.027666	69	0.500000	0.672220	0.891665	
GCA_903898475.1	GCA_903879805.1	1.000000	0.953631	0.100372	0.080238	54	0.500000	0.410892	0.925631	
GCA_016704565.1	GCA_016707175.1	1.000000	0.832995	0.006629	0.006958	73	0.500000	0.694837	0.804995	
GCA_000091165.1	GCA_002634395.1	1.000000	0.905947	0.050735	0.047472	307	0.500000	0.582165	0.877947	
GCA_009692155.1	GCA_001805245.1	1.000000	0.866032	0.017857	0.011464	73	0.500000	0.614062	0.838032	
GCA_018399235.1	GCA_018334555.1	1.000000	0.909956	0.023139	0.021950	111	0.500000	0.518901	0.881956	
GCA_017548765.1	GCA_017543445.1	1.000000	0.890526	0.035386	0.035044	127	0.500000	0.515290	0.862526	
GCA_017548765.1	GCA_900319565.1	1.000000	0.886450	0.021454	0.020301	77	0.500000	0.515898	0.858450	
GCA_002309675.1	GCA_017543445.1	1.000000	0.899165	0.057014	0.052152	189	0.500000	0.515290	0.871165	
GCA_002400405.1	GCA_002328565.1	1.000000	0.903536	0.030255	0.026611	19	0.500000	0.356507	0.875536	
GCF_001999985.1	GCF_900198365.1	1.000000	0.909174	0.219334	0.229787	270	0.500000	0.349008	0.881174	
GCA_004028505.1	GCA_004028495.1	1.000000	0.900396	0.015726	0.024763	68	0.500000	0.497010	0.872396	
GCF_008151785.1	GCA_900539645.1	1.000000	0.896617	0.102662	0.135508	108	0.500000	0.314145	0.868617	
GCA_002694095.1	GCA_002728915.1	1.000000	0.943076	0.201920	0.178886	610	0.500000	0.622344	0.915076	
GCA_002729215.1	GCA_002728915.1	1.000000	0.903152	0.052604	0.059824	204	0.500000	0.622344	0.875152	
GCA_900544575.1	GCA_900545885.1	1.000000	0.856777	0.008475	0.010593	25	0.500000	0.499545	0.828777	
GCA_005798775.1	GCA_009921765.1	1.000000	0.901291	0.020336	0.015953	86	0.500000	0.638835	0.873291	
GCF_000156715.1	GCF_001885235.1	1.000000	0.896517	0.023857	0.023857	12	0.500000	0.321441	0.868517	
GCF_014692515.1	GCF_014692525.1	1.000000	0.846416	0.010232	0.009486	38	0.500000	0.413467	0.818416	
GCF_006715515.1	GCF_014648255.1	1.000000	0.857452	0.030455	0.032071	442	0.500000	0.689272	0.829452	
GCA_905067555.1	GCA_905067535.1	1.000000	0.952482	0.103064	0.131829	111	0.500000	0.418422	0.924482	
GCF_900107305.1	GCF_004341445.1	1.000000	0.879290	0.022733	0.027345	86	0.500000	0.420123	0.851290	
GCF_004341445.1	GCF_900119485.1	1.000000	0.871998	0.030843	0.030657	97	0.500000	0.413786	0.843998	
GCF_001858025.1	GCF_014698305.1	1.000000	0.898368	0.107880	0.105389	575	0.500000	0.392516	0.870368	
GCF_014698305.1	GCF_014698735.1	1.000000	0.934404	0.197581	0.190358	1078	0.500000	0.393653	0.906404	
GCA_910585645.1	GCA_910575585.1	1.000000	0.865160	0.016520	0.015180	186	0.500000	0.490065	0.837160	
GCA_902635965.1	GCA_002171475.2	1.000000	0.901300	0.019056	0.019161	21	0.500000	0.307770	0.873300	
GCA_003230615.1	GCA_004356775.1	1.000000	0.933000	0.014085	0.016174	23	0.500000	0.440765	0.905000	
GCA_003135935.1	GCA_003153895.1	1.000000	0.896374	0.017853	0.019629	74	0.500000	0.539627	0.868374	
GCA_005888695.1	GCA_005888675.1	1.000000	0.958309	0.171372	0.189118	862	0.500000	0.506504	0.930309	
GCA_002737275.1	GCA_002304445.1	1.000000	0.901261	0.093497	0.066469	381	0.500000	0.627559	0.873261	
GCA_001567485.1	GCA_016716525.1	1.000000	0.813154	0.015995	0.011224	96	0.500000	0.626025	0.785154	
GCA_001464995.1	GCA_016463385.1	1.000000	0.911077	0.033671	0.038413	246	0.500000	0.738478	0.883077	
GCA_016182905.1	GCA_016191335.1	1.000000	0.894893	0.042093	0.046176	489	0.500000	0.685289	0.866893	
GCA_900546275.1	GCA_905215145.1	1.000000	0.952945	0.097872	0.042279	23	0.500000	0.289085	0.924945	
GCF_002723915.1	GCF_006539125.1	1.000000	0.891963	0.026734	0.030760	202	0.500000	0.582344	0.863963	
GCA_012838125.1	GCA_012521555.1	1.000000	0.857837	0.007976	0.007721	35	0.500000	0.606852	0.829837	
GCA_009861545.1	GCA_011523845.1	1.000000	0.865283	0.027159	0.022386	468	0.500000	0.692587	0.837283	
GCF_000513995.1	GCF_000513955.1	1.000000	0.931507	0.119581	0.117598	560	0.500000	0.705600	0.903507	
GCA_012840405.1	GCA_012842275.1	1.000000	0.925296	0.057362	0.074655	157	0.500000	0.459910	0.897296	
GCF_000257645.1	GCF_000951135.1	1.000000	0.879318	0.018081	0.017075	62	0.500000	0.540915	0.851318	
GCA_011087605.1	GCA_905480295.1	0.000000	0.000000	0.001795	0.001472	0	0.000000	0.541380	0.000000	
GCA_002720535.1	GCA_002171375.1	0.000000	0.000000	0.012195	0.014052	0	0.000000	0.294668	0.000000	
GCA_009838385.1	GCA_009841435.1	1.000000	0.916471	0.116207	0.087833	636	0.500000	0.685724	0.888471	
GCA_016177555.1	GCA_001788395.1	1.000000	0.937688	0.165515	0.099576	1293	0.500000	0.699345	0.909688	
GCA_001788415.1	GCA_016188005.1	1.000000	0.896140	0.045673	0.038676	617	0.500000	0.707376	0.868140	
GCA_900557435.1	GCA_900767685.1	1.000000	0.945199	0.175009	0.158124	472	0.500000	0.429764	0.917199	
GCA_018384745.1	GCF_001700325.1	1.000000	0.901069	0.020628	0.019167	23	0.500000	0.427024	0.873069	
GCF_000377765.1	GCF_009650095.1	1.000000	0.809501	0.024607	0.019876	61	0.500000	0.366699	0.781501	
GCA_910589545.1	GCA_018371055.1	1.000000	0.939890	0.093960	0.093708	70	0.500000	0.317509	0.911890	
GCA_900770765.1	GCF_000158455.1	0.000000	0.000000	0.003989	0.004918	0	0.000000	0.347444	0.000000	
GCF_000403355.2	GCF_008831045.1	1.000000	0.892419	0.108947	0.104330	453	0.500000	0.650757	0.864419	
GCF_009602435.1	GCF_900103695.1	1.000000	0.878337	0.021032	0.023756	106	0.500000	0.428405	0.850337	
GCF_900103695.1	GCF_017792025.1	1.000000	0.871886	0.041461	0.040209	185	0.500000	0.435454	0.843886	
GCA_014190155.1	GCA_903878415.1	1.000000	0.918833	0.053867	0.056440	39	0.500000	0.436904	0.890833	
GCA_016704435.1	GCA_018058035.1	1.000000	0.861531	0.006903	0.008249	35	0.500000	0.685712	0.833531	
GCA_009838765.1	GCA_009840115.1	1.000000	0.905928	0.073126	0.075023	966	0.500000	0.694862	0.877928	
GCA_003277985.1	GCA_902564695.1	1.000000	0.865899	0.010816	0.011905	11	0.500000	0.341023	0.837899	
GCA_002316545.1	GCA_002455275.1	1.000000	0.923053	0.152074	0.168798	66	0.500000	0.471095	0.895053	
GCA_017406465.1	GCA_900320855.1	1.000000	0.844888	0.002151	0.002331	12	0.500000	0.660913	0.816888	
GCA_005502445.1	GCF_014595885.1	1.000000	0.866465	0.011587	0.020647	30	0.500000	0.721727	0.838465	
GCF_900130075.1	GCF_015645465.1	1.000000	0.888313	0.016277	0.012854	39	0.500000	0.538922	0.860313	
GCA_017438525.1	GCA_017616855.1	1.000000	0.892675	0.023713	0.021942	47	0.500000	0.576929	0.864675	
GCF_000648235.2	GCF_011087585.1	1.000000	0.878424	0.068521	0.080735	101	0.500000	0.380157	0.850424	
GCF_001888805.2	GCA_019218745.1	1.000000	0.862948	0.055053	0.052937	201	0.500000	0.552342	0.834948	
GCA_002773575.1	GCA_001777995.1	1.000000	0.947227	0.128039	0.137391	79	0.500000	0.447871	0.919227	
GCF_000374285.1	GCF_000739435.1	1.000000	0.871105	0.086906	0.084081	75	0.500000	0.402152	0.843105	
GCF_000169415.1	GCF_002814095.1	1.000000	0.842838	0.061695	0.059743	661	0.500000	0.662801	0.814838	
GCA_902547955.1	GCA_902590895.1	1.000000	0.942244	0.066116	0.086580	40	0.500000	0.298031	0.914244	
GCF_002091635.1	GCF_002286785.1	1.000000	0.929808	0.122839	0.118114	952	0.500000	0.636169	0.901808	
GCA_903881535.1	GCA_903915615.1	1.000000	0.930518	0.061010	0.070102	366	0.500000	0.544027	0.902518	
GCA_903924445.1	GCA_903915615.1	1.000000	0.951661	0.161178	0.168742	881	0.500000	0.544027	0.923661	
GCF_900230215.1	GCA_900100325.1	1.000000	0.768604	0.002897	0.003155	28	0.500000	0.672999	0.740604	
GCF_011801475.1	GCF_013177435.1	1.000000	0.845244	0.021573	0.019007	62	0.500000	0.532570	0.817244	
GCF_002002705.1	GCA_004322085.1	1.000000	0.871288	0.013696	0.014979	62	0.500000	0.636000	0.843288	
GCF_004005475.1	GCA_011524565.1	1.000000	0.858914	0.014556	0.016735	53	0.500000	0.383558	0.830914	
GCF_003201475.1	GCF_018398315.1	1.000000	0.797162	0.012560	0.014226	154	0.500000	0.622973	0.769162	
GCF_018398335.1	GCF_003201475.1	1.000000	0.844898	0.015491	0.014110	173	0.500000	0.639927	0.816898	
GCF_003096675.1	GCF_004363095.1	1.000000	0.835960	0.009280	0.009519	187	0.500000	0.744090	0.807960	
GCA_011390735.1	GCA_011389865.1	1.000000	0.895225	0.065998	0.054987	349	0.500000	0.732717	0.867225	
GCA_002730975.1	GCA_018695085.1	1.000000	0.913423	0.032837	0.033333	192	0.500000	0.514775	0.885423	
GCA_017794765.1	GCA_002697745.1	1.000000	0.856961	0.053388	0.045233	260	0.500000	0.603097	0.828961	
GCF_900478135.1	GCF_000439085.1	1.000000	0.806974	0.015476	0.013318	47	0.500000	0.538579	0.778974	
GCF_013377295.1	GCF_018343795.1	1.000000	0.903715	0.094987	0.084507	72	0.500000	0.344700	0.875715	
GCA_016207065.1	GCA_016217765.1	1.000000	0.944536	0.159546	0.206933	1785	0.500000	0.582837	0.916536	
GCF_900475935.1	GCF_002139935.1	0.000000	0.000000	0.015837	0.010622	0	0.000000	0.345979	0.000000	
GCF_001277215.2	GCF_000982825.1	1.000000	0.957314	0.332954	0.315128	877	0.500000	0.566415	0.929314	
GCA_004356805.1	GCA_003230435.1	1.000000	0.890222	0.024149	0.019441	110	0.500000	0.605325	0.862222	
GCA_003553525.1	GCA_007118655.1	1.000000	0.891207	0.021115	0.030736	86	0.500000	0.435110	0.863207	
GCA_003217735.2	GCA_002709405.1	1.000000	0.834725	0.007667	0.010034	104	0.500000	0.657126	0.806725	
GCF_002210095.1	GCA_003217735.2	1.000000	0.867770	0.015066	0.012975	176	0.500000	0.654869	0.839770	
GCA_018831085.1	GCF_017824735.1	1.000000	0.899013	0.023152	0.021528	31	0.500000	0.483082	0.871013	
GCA_002840125.1	GCA_018826295.1	1.000000	0.853342	0.010851	0.009116	13	0.500000	0.497138	0.825342	
GCA_013816105.1	GCA_013817655.1	1.000000	0.942251	0.110965	0.089036	592	0.500000	0.683963	0.914251	
GCF_016106015.1	GCF_012163135.1	1.000000	0.835602	0.011584	0.010516	107	0.500000	0.712414	0.807602	
GCF_018129005.1	GCF_005222755.1	1.000000	0.845026	0.011102	0.011632	110	0.500000	0.718859	0.817026	
GCF_014196925.1	GCF_001418005.1	1.000000	0.922282	0.094652	0.121742	738	0.500000	0.677487	0.894282	
GCF_018263925.1	GCA_002084115.1	1.000000	0.886730	0.033087	0.048895	188	0.500000	0.520989	0.858730	
GCF_004421185.1	GCF_007475525.1	1.000000	0.857279	0.062087	0.067400	141	0.500000	0.403356	0.829279	
GCA_002869015.1	GCA_002869005.1	1.000000	0.883965	0.012195	0.011730	36	0.500000	0.550527	0.855965	
GCA_002337085.1	GCA_002336965.1	1.000000	0.883966	0.042925	0.045802	54	0.500000	0.414275	0.855966	
GCA_016787505.1	GCA_016715405.1	1.000000	0.888000	0.060911	0.049089	194	0.500000	0.502597	0.860000	
GCA_902509965.1	GCA_905181955.1	0.000000	0.000000	0.019868	0.018109	0	0.000000	0.339962	0.000000	
GCA_017353825.1	GCA_008933705.1	0.000000	0.000000	0.001169	0.001065	0	0.000000	0.655279	0.000000	
GCF_002157205.1	GCF_002155145.1	1.000000	0.780486	0.004092	0.004182	18	0.500000	0.591047	0.752486	
GCA_016297695.1	GCA_902795845.1	0.000000	0.000000	0.021898	0.062069	0	0.000000	0.245510	0.000000	
GCF_003063645.1	GCF_003063665.1	1.000000	0.828627	0.007496	0.012167	32	0.500000	0.610815	0.800627	
GCA_009693505.1	GCA_005789685.1	1.000000	0.924756	0.045995	0.071716	89	0.500000	0.519048	0.896756	
GCA_903857265.1	GCA_003170415.1	1.000000	0.855388	0.023053	0.022369	95	0.500000	0.497811	0.827388	
GCA_002841685.1	GCA_013791745.1	1.000000	0.931703	0.111984	0.098403	228	0.500000	0.482766	0.903703	
GCA_902526865.1	GCA_902613995.1	1.000000	0.921154	0.121597	0.111853	67	0.500000	0.301512	0.893154	
GCA_902567145.1	GCA_902522465.1	0.000000	0.000000	0.009231	0.005848	0	0.000000	0.297642	0.000000	
GCA_001770015.1	GCA_001769975.1	1.000000	0.852298	0.003875	0.009635	14	0.500000	0.355774	0.824298	
GCA_002428805.1	GCA_905216205.1	0.000000	0.000000	0.014085	0.008032	0	0.000000	0.285321	0.000000	
GCF_000770795.1	GCF_018406645.1	1.000000	0.808395	0.019488	0.017656	80	0.500000	0.679129	0.780395	
GCA_903958625.1	GCA_903861125.1	1.000000	0.882467	0.031358	0.030658	136	0.500000	0.449075	0.854467	
GCA_002382755.1	GCA_003513005.1	1.000000	0.887632	0.026526	0.018261	63	0.500000	0.456675	0.859632	
GCA_016720925.1	GCA_016790765.1	0.000000	0.000000	0.000751	0.000992	0	0.000000	0.657322	0.000000	
GCF_001641085.1	GCF_001573155.1	1.000000	0.876890	0.012231	0.010319	21	0.500000	0.399326	0.848890	
GCA_003559985.1	GCA_007121335.1	1.000000	0.913598	0.052651	0.032251	142	0.500000	0.458909	0.885598	
GCA_001552015.1	GCA_003086415.1	0.000000	0.000000	0.028090	0.024390	0	0.000000	0.266398	0.000000	
GCA_001552015.1	GCA_000387965.1	1.000000	0.896364	0.067416	0.076433	12	0.500000	0.243329	0.868364	
GCA_005502925.1	GCA_003576695.1	1.000000	0.816896	0.006092	0.007304	51	0.500000	0.629847	0.788896	
GCF_900116345.1	GCA_017959135.1	1.000000	0.924371	0.018991	0.033604	29	0.500000	0.403925	0.896371	
GCA_014324065.1	GCA_005518205.2	1.000000	0.919423	0.264518	0.188877	2323	0.500000	0.474662	0.891423	
GCA_903874955.1	GCA_903893805.1	0.000000	0.000000	0.003984	0.005089	0	0.000000	0.390074	0.000000	
GCA_014879945.1	GCA_016879935.1	1.000000	0.895642	0.012224	0.011283	73	0.500000	0.677848	0.867642	
GCA_001775255.1	GCA_902826595.1	1.000000	0.888886	0.038030	0.032249	234	0.500000	0.540212	0.860886	
GCF_000379085.1	GCF_000023965.1	1.000000	0.933467	0.217359	0.230283	2622	0.500000	0.655307	0.905467	
GCA_001914815.1	GCA_001918935.1	1.000000	0.875418	0.014590	0.014464	72	0.500000	0.551843	0.847418	
GCA_001798455.1	GCA_016193385.1	1.000000	0.945342	0.203818	0.074511	822	0.500000	0.570898	0.917342	
GCA_905182655.1	GCA_002691385.1	1.000000	0.867803	0.008130	0.005634	12	0.500000	0.362314	0.839803	
GCA_002842575.1	GCA_001873105.1	1.000000	0.909741	0.018809	0.019868	18	0.500000	0.343963	0.881741	
GCA_015523055.1	GCA_018897475.1	0.000000	0.000000	0.001285	0.000795	0	0.000000	0.475330	0.000000	
GCF_002020135.1	GCF_000715505.1	1.000000	0.848871	0.006208	0.005733	28	0.500000	0.624836	0.820871	
GCA_017531925.1	GCA_017483195.1	1.000000	0.910461	0.056031	0.053691	72	0.500000	0.436633	0.882461	
GCF_000686665.1	GCF_014131695.1	1.000000	0.847608	0.012579	0.010582	16	0.500000	0.314915	0.819608	
GCF_002761295.1	GCF_004137855.1	1.000000	0.924167	0.141699	0.154202	367	0.500000	0.426707	0.896167	
GCF_001425265.1	GCF_001425045.1	1.000000	0.900804	0.058908	0.061288	493	0.500000	0.658148	0.872804	
GCA_002504905.1	GCA_902593945.1	1.000000	0.870817	0.010824	0.011374	13	0.500000	0.381838	0.842817	
GCF_000023465.1	GCF_900112105.1	1.000000	0.793416	0.009769	0.016138	30	0.500000	0.358776	0.765416	
GCF_003052295.1	GCA_002155105.1	1.000000	0.917538	0.130631	0.080690	290	0.500000	0.467971	0.889538	
GCF_003008695.1	GCF_900107505.1	1.000000	0.906090	0.057254	0.055443	191	0.500000	0.458260	0.878090	
GCA_005774545.1	GCA_012026975.1	1.000000	0.844085	0.006341	0.007147	37	0.500000	0.622002	0.816085	
GCF_000204565.1	GCF_017100085.1	1.000000	0.883296	0.043630	0.044643	50	0.500000	0.283435	0.855296	
GCA_015232025.1	GCA_015232485.1	1.000000	0.952676	0.124566	0.125737	682	0.500000	0.670834	0.924676	
GCA_014240455.1	GCA_018698915.1	0.000000	0.000000	0.025000	0.025105	0	0.000000	0.331401	0.000000	
GCF_016904885.1	GCF_002305855.1	1.000000	0.773184	0.003466	0.003207	99	0.500000	0.684395	0.745184	
GCF_000737195.2	GCF_000379465.1	1.000000	0.913348	0.133733	0.123107	2877	0.500000	0.677691	0.885348	
GCA_002690655.1	GCA_000383715.1	1.000000	0.934411	0.129364	0.130710	641	0.500000	0.476853	0.906411	
GCA_013824685.1	GCF_003570925.1	1.000000	0.877257	0.019393	0.026032	94	0.500000	0.572697	0.849257	
GCA_903871855.1	GCF_003570935.1	1.000000	0.862008	0.011639	0.010791	51	0.500000	0.567278	0.834008	
GCA_013824685.1	GCF_003570935.1	1.000000	0.873681	0.016092	0.016504	78	0.500000	0.567278	0.845681	
