query	reference	s2b_raw_ani	s2b_mash_ani	s2b_af_q	s2b_af_r	s2b_shared_tags	s2b_containment	s2b_ref_gc	s2b_corrected_ani	s2b_error
GCF_057218265.1	GCF_002754055.1	1.000000	0.973083	0.521166	0.492782	1502	0.500000	0.482461	0.945083	
GCF_057218265.1	GCF_037889325.1	0.000000	0.000000	0.001388	0.004515	0	0.000000	0.270774	0.000000	
GCF_057218265.1	GCF_037955445.1	0.000000	0.000000	0.001388	0.004695	0	0.000000	0.271367	0.000000	
GCF_057218265.1	GCF_037889145.1	0.000000	0.000000	0.001041	0.003922	0	0.000000	0.270780	0.000000	
GCF_057218265.1	GCF_037889375.1	0.000000	0.000000	0.001388	0.004391	0	0.000000	0.270656	0.000000	
GCF_057218265.1	GCF_037951365.1	0.000000	0.000000	0.001041	0.003546	0	0.000000	0.271674	0.000000	
GCF_057218265.1	GCF_023517915.1	0.000000	0.000000	0.000694	0.001726	0	0.000000	0.443767	0.000000	
GCF_057218265.1	GCF_025449295.1	0.000000	0.000000	0.000694	0.001753	0	0.000000	0.444422	0.000000	
GCF_057218265.1	GCF_024730745.1	0.000000	0.000000	0.000694	0.001762	0	0.000000	0.444500	0.000000	
GCF_057218265.1	GCF_023517835.1	0.000000	0.000000	0.000694	0.001810	0	0.000000	0.443589	0.000000	
GCF_057218265.1	GCF_023517855.1	0.000000	0.000000	0.000694	0.001786	0	0.000000	0.443842	0.000000	
GCF_057218265.1	GCF_050225895.1	0.000000	0.000000	0.000000	0.000000	0	0.000000	0.430313	0.000000	
GCF_057218265.1	GCF_050225505.1	0.000000	0.000000	0.000000	0.000000	0	0.000000	0.432868	0.000000	
GCF_057218265.1	GCF_050226025.1	0.000000	0.000000	0.000000	0.000000	0	0.000000	0.433899	0.000000	
GCF_057218265.1	GCF_050225395.1	0.000000	0.000000	0.000000	0.000000	0	0.000000	0.430119	0.000000	
GCF_057218265.1	GCF_050220455.1	0.000000	0.000000	0.000000	0.000000	0	0.000000	0.431276	0.000000	
GCF_057218265.1	GCF_028743275.1	0.000000	0.000000	0.001041	0.000497	0	0.000000	0.433344	0.000000	
GCF_057218265.1	GCF_000724795.2	0.000000	0.000000	0.001041	0.000501	0	0.000000	0.433468	0.000000	
GCF_057218265.1	GCF_023702735.1	0.000000	0.000000	0.001388	0.000641	0	0.000000	0.433900	0.000000	
GCF_057218265.1	GCF_016889925.1	0.000000	0.000000	0.001735	0.000828	0	0.000000	0.432062	0.000000	
GCF_057218265.1	GCF_040687795.1	0.000000	0.000000	0.001041	0.000450	0	0.000000	0.436733	0.000000	
GCF_057218265.1	GCF_040026365.1	0.000000	0.000000	0.000000	0.000000	0	0.000000	0.561708	0.000000	
GCF_057218265.1	GCF_019968055.1	0.000000	0.000000	0.000000	0.000000	0	0.000000	0.567898	0.000000	
GCF_057218265.1	GCF_049532935.1	0.000000	0.000000	0.000000	0.000000	0	0.000000	0.562804	0.000000	
GCF_057218265.1	GCF_003312465.1	0.000000	0.000000	0.000000	0.000000	0	0.000000	0.563867	0.000000	
GCF_057218265.1	GCF_051201525.1	0.000000	0.000000	0.000000	0.000000	0	0.000000	0.571346	0.000000	
GCF_057218265.1	GCF_056494015.1	0.000000	0.000000	0.001041	0.000495	0	0.000000	0.554615	0.000000	
GCF_057218265.1	GCF_010230935.1	0.000000	0.000000	0.001041	0.000467	0	0.000000	0.558759	0.000000	
GCF_057218265.1	GCF_010223135.1	0.000000	0.000000	0.001041	0.000481	0	0.000000	0.553506	0.000000	
GCF_057218265.1	GCF_010230515.1	0.000000	0.000000	0.001041	0.000467	0	0.000000	0.558757	0.000000	
GCF_057218265.1	GCF_018847215.1	0.000000	0.000000	0.000694	0.000313	0	0.000000	0.554588	0.000000	
GCF_057218265.1	GCF_009738515.1	0.000000	0.000000	0.000000	0.000000	0	0.000000	0.601966	0.000000	
GCF_057218265.1	GCF_004936435.1	0.000000	0.000000	0.000000	0.000000	0	0.000000	0.601616	0.000000	
GCF_057218265.1	GCF_017743155.1	0.000000	0.000000	0.000000	0.000000	0	0.000000	0.599491	0.000000	
GCF_057218265.1	GCF_001293145.1	0.000000	0.000000	0.000000	0.000000	0	0.000000	0.600103	0.000000	
GCF_057218265.1	GCF_036419235.1	0.000000	0.000000	0.000000	0.000000	0	0.000000	0.599507	0.000000	
GCF_057218265.1	GCF_025151715.1	0.000000	0.000000	0.000000	0.000000	0	0.000000	0.426665	0.000000	
GCF_057218265.1	GCF_023497585.1	0.000000	0.000000	0.000000	0.000000	0	0.000000	0.424397	0.000000	
GCF_057218265.1	GCF_015554785.1	0.000000	0.000000	0.000000	0.000000	0	0.000000	0.424524	0.000000	
GCF_057218265.1	GCF_015555785.1	0.000000	0.000000	0.000000	0.000000	0	0.000000	0.420987	0.000000	
GCF_057218265.1	GCF_027668125.1	0.000000	0.000000	0.000000	0.000000	0	0.000000	0.423017	0.000000	
GCF_030440475.1	GCF_030144345.1	1.000000	0.978181	0.561149	0.591698	1739	0.500000	0.482734	0.950181	
GCF_030440475.1	GCF_058684255.1	1.000000	0.951785	0.286221	0.305757	887	0.500000	0.482859	0.923785	
GCF_030440475.1	GCF_002754055.1	1.000000	0.981558	0.622459	0.632874	1929	0.500000	0.482461	0.953558	
GCF_030440475.1	GCF_037889325.1	0.000000	0.000000	0.000968	0.003386	0	0.000000	0.270774	0.000000	
GCF_030440475.1	GCF_037955445.1	0.000000	0.000000	0.000968	0.003521	0	0.000000	0.271367	0.000000	
GCF_030440475.1	GCF_037889145.1	0.000000	0.000000	0.000645	0.002614	0	0.000000	0.270780	0.000000	
GCF_030440475.1	GCF_037889375.1	0.000000	0.000000	0.000968	0.003293	0	0.000000	0.270656	0.000000	
GCF_030440475.1	GCF_037951365.1	0.000000	0.000000	0.000645	0.002364	0	0.000000	0.271674	0.000000	
GCF_030440475.1	GCF_023517915.1	0.000000	0.000000	0.000323	0.000863	0	0.000000	0.443767	0.000000	
GCF_030440475.1	GCF_025449295.1	0.000000	0.000000	0.000323	0.000876	0	0.000000	0.444422	0.000000	
GCF_030440475.1	GCF_024730745.1	0.000000	0.000000	0.000323	0.000881	0	0.000000	0.444500	0.000000	
GCF_030440475.1	GCF_023517835.1	0.000000	0.000000	0.000323	0.000905	0	0.000000	0.443589	0.000000	
GCF_030440475.1	GCF_023517855.1	0.000000	0.000000	0.000323	0.000893	0	0.000000	0.443842	0.000000	
GCF_030440475.1	GCF_050225895.1	0.000000	0.000000	0.000000	0.000000	0	0.000000	0.430313	0.000000	
GCF_030440475.1	GCF_050225505.1	0.000000	0.000000	0.000000	0.000000	0	0.000000	0.432868	0.000000	
GCF_030440475.1	GCF_050226025.1	0.000000	0.000000	0.000000	0.000000	0	0.000000	0.433899	0.000000	
GCF_030440475.1	GCF_050225395.1	0.000000	0.000000	0.000000	0.000000	0	0.000000	0.430119	0.000000	
GCF_030440475.1	GCF_050220455.1	0.000000	0.000000	0.000000	0.000000	0	0.000000	0.431276	0.000000	
GCF_030440475.1	GCF_028743275.1	0.000000	0.000000	0.000968	0.000497	0	0.000000	0.433344	0.000000	
GCF_030440475.1	GCF_000724795.2	0.000000	0.000000	0.000968	0.000501	0	0.000000	0.433468	0.000000	
GCF_030440475.1	GCF_023702735.1	0.000000	0.000000	0.001613	0.000801	0	0.000000	0.433900	0.000000	
GCF_030440475.1	GCF_016889925.1	0.000000	0.000000	0.001613	0.000828	0	0.000000	0.432062	0.000000	
GCF_030440475.1	GCF_040687795.1	0.000000	0.000000	0.000968	0.000450	0	0.000000	0.436733	0.000000	
GCF_030440475.1	GCF_040026365.1	0.000000	0.000000	0.000000	0.000000	0	0.000000	0.561708	0.000000	
GCF_030440475.1	GCF_019968055.1	0.000000	0.000000	0.000000	0.000000	0	0.000000	0.567898	0.000000	
GCF_030440475.1	GCF_049532935.1	0.000000	0.000000	0.000000	0.000000	0	0.000000	0.562804	0.000000	
GCF_030440475.1	GCF_003312465.1	0.000000	0.000000	0.000000	0.000000	0	0.000000	0.563867	0.000000	
GCF_030440475.1	GCF_051201525.1	0.000000	0.000000	0.000000	0.000000	0	0.000000	0.571346	0.000000	
GCF_030440475.1	GCF_056494015.1	0.000000	0.000000	0.000645	0.000330	0	0.000000	0.554615	0.000000	
GCF_030440475.1	GCF_010230935.1	0.000000	0.000000	0.000645	0.000311	0	0.000000	0.558759	0.000000	
GCF_030440475.1	GCF_010223135.1	0.000000	0.000000	0.000645	0.000321	0	0.000000	0.553506	0.000000	
GCF_030440475.1	GCF_010230515.1	0.000000	0.000000	0.000645	0.000311	0	0.000000	0.558757	0.000000	
GCF_030440475.1	GCF_018847215.1	0.000000	0.000000	0.000323	0.000156	0	0.000000	0.554588	0.000000	
GCF_030440475.1	GCF_009738515.1	0.000000	0.000000	0.000000	0.000000	0	0.000000	0.601966	0.000000	
GCF_030440475.1	GCF_004936435.1	0.000000	0.000000	0.000000	0.000000	0	0.000000	0.601616	0.000000	
GCF_030440475.1	GCF_017743155.1	0.000000	0.000000	0.000000	0.000000	0	0.000000	0.599491	0.000000	
GCF_030440475.1	GCF_001293145.1	0.000000	0.000000	0.000000	0.000000	0	0.000000	0.600103	0.000000	
GCF_030440475.1	GCF_036419235.1	0.000000	0.000000	0.000000	0.000000	0	0.000000	0.599507	0.000000	
GCF_030440475.1	GCF_025151715.1	0.000000	0.000000	0.000000	0.000000	0	0.000000	0.426665	0.000000	
GCF_030440475.1	GCF_023497585.1	0.000000	0.000000	0.000000	0.000000	0	0.000000	0.424397	0.000000	
GCF_030440475.1	GCF_015554785.1	0.000000	0.000000	0.000000	0.000000	0	0.000000	0.424524	0.000000	
GCF_030440475.1	GCF_015555785.1	0.000000	0.000000	0.000000	0.000000	0	0.000000	0.420987	0.000000	
GCF_030440475.1	GCF_027668125.1	0.000000	0.000000	0.000000	0.000000	0	0.000000	0.423017	0.000000	
GCF_030144345.1	GCF_058684255.1	1.000000	0.945557	0.250766	0.254050	737	0.500000	0.482859	0.917557	
GCF_030144345.1	GCF_002754055.1	1.000000	0.981714	0.641715	0.618766	1886	0.500000	0.482461	0.953714	
GCF_030144345.1	GCF_037889325.1	0.000000	0.000000	0.001021	0.003386	0	0.000000	0.270774	0.000000	
GCF_030144345.1	GCF_037955445.1	0.000000	0.000000	0.001021	0.003521	0	0.000000	0.271367	0.000000	
GCF_030144345.1	GCF_037889145.1	0.000000	0.000000	0.000681	0.002614	0	0.000000	0.270780	0.000000	
GCF_030144345.1	GCF_037889375.1	0.000000	0.000000	0.001021	0.003293	0	0.000000	0.270656	0.000000	
GCF_030144345.1	GCF_037951365.1	0.000000	0.000000	0.000681	0.002364	0	0.000000	0.271674	0.000000	
GCF_030144345.1	GCF_023517915.1	0.000000	0.000000	0.000340	0.000863	0	0.000000	0.443767	0.000000	
GCF_030144345.1	GCF_025449295.1	0.000000	0.000000	0.000340	0.000876	0	0.000000	0.444422	0.000000	
GCF_030144345.1	GCF_024730745.1	0.000000	0.000000	0.000340	0.000881	0	0.000000	0.444500	0.000000	
GCF_030144345.1	GCF_023517835.1	0.000000	0.000000	0.000340	0.000905	0	0.000000	0.443589	0.000000	
GCF_030144345.1	GCF_023517855.1	0.000000	0.000000	0.000340	0.000893	0	0.000000	0.443842	0.000000	
GCF_030144345.1	GCF_050225895.1	0.000000	0.000000	0.000000	0.000000	0	0.000000	0.430313	0.000000	
GCF_030144345.1	GCF_050225505.1	0.000000	0.000000	0.000000	0.000000	0	0.000000	0.432868	0.000000	
GCF_030144345.1	GCF_050226025.1	0.000000	0.000000	0.000000	0.000000	0	0.000000	0.433899	0.000000	
GCF_030144345.1	GCF_050225395.1	0.000000	0.000000	0.000000	0.000000	0	0.000000	0.430119	0.000000	
GCF_030144345.1	GCF_050220455.1	0.000000	0.000000	0.000000	0.000000	0	0.000000	0.431276	0.000000	
GCF_030144345.1	GCF_028743275.1	0.000000	0.000000	0.001021	0.000497	0	0.000000	0.433344	0.000000	
GCF_030144345.1	GCF_000724795.2	0.000000	0.000000	0.001021	0.000501	0	0.000000	0.433468	0.000000	
GCF_030144345.1	GCF_023702735.1	0.000000	0.000000	0.002042	0.000961	0	0.000000	0.433900	0.000000	
GCF_030144345.1	GCF_016889925.1	0.000000	0.000000	0.001701	0.000828	0	0.000000	0.432062	0.000000	
GCF_030144345.1	GCF_040687795.1	1.000000	0.761842	0.003743	0.001651	11	0.500000	0.436733	0.733842	
GCF_030144345.1	GCF_040026365.1	0.000000	0.000000	0.000000	0.000000	0	0.000000	0.561708	0.000000	
GCF_030144345.1	GCF_019968055.1	0.000000	0.000000	0.000000	0.000000	0	0.000000	0.567898	0.000000	
GCF_030144345.1	GCF_049532935.1	0.000000	0.000000	0.000000	0.000000	0	0.000000	0.562804	0.000000	
GCF_030144345.1	GCF_003312465.1	0.000000	0.000000	0.000000	0.000000	0	0.000000	0.563867	0.000000	
GCF_030144345.1	GCF_051201525.1	0.000000	0.000000	0.000000	0.000000	0	0.000000	0.571346	0.000000	
GCF_030144345.1	GCF_056494015.1	0.000000	0.000000	0.000681	0.000330	0	0.000000	0.554615	0.000000	
GCF_030144345.1	GCF_010230935.1	0.000000	0.000000	0.000681	0.000311	0	0.000000	0.558759	0.000000	
GCF_030144345.1	GCF_010223135.1	0.000000	0.000000	0.000681	0.000321	0	0.000000	0.553506	0.000000	
GCF_030144345.1	GCF_010230515.1	0.000000	0.000000	0.000681	0.000311	0	0.000000	0.558757	0.000000	
GCF_030144345.1	GCF_018847215.1	0.000000	0.000000	0.000340	0.000156	0	0.000000	0.554588	0.000000	
GCF_030144345.1	GCF_009738515.1	0.000000	0.000000	0.000000	0.000000	0	0.000000	0.601966	0.000000	
GCF_030144345.1	GCF_004936435.1	0.000000	0.000000	0.000000	0.000000	0	0.000000	0.601616	0.000000	
GCF_030144345.1	GCF_017743155.1	0.000000	0.000000	0.000000	0.000000	0	0.000000	0.599491	0.000000	
GCF_030144345.1	GCF_001293145.1	0.000000	0.000000	0.000000	0.000000	0	0.000000	0.600103	0.000000	
GCF_030144345.1	GCF_036419235.1	0.000000	0.000000	0.000000	0.000000	0	0.000000	0.599507	0.000000	
GCF_030144345.1	GCF_025151715.1	0.000000	0.000000	0.000000	0.000000	0	0.000000	0.426665	0.000000	
GCF_030144345.1	GCF_023497585.1	0.000000	0.000000	0.000000	0.000000	0	0.000000	0.424397	0.000000	
GCF_030144345.1	GCF_015554785.1	0.000000	0.000000	0.000000	0.000000	0	0.000000	0.424524	0.000000	
GCF_030144345.1	GCF_015555785.1	0.000000	0.000000	0.000000	0.000000	0	0.000000	0.420987	0.000000	
GCF_030144345.1	GCF_027668125.1	0.000000	0.000000	0.000000	0.000000	0	0.000000	0.423017	0.000000	
GCF_058684255.1	GCF_002754055.1	1.000000	0.949642	0.287142	0.273294	833	0.500000	0.482461	0.921642	
GCF_058684255.1	GCF_037889325.1	0.000000	0.000000	0.001034	0.003386	0	0.000000	0.270774	0.000000	
GCF_058684255.1	GCF_037955445.1	0.000000	0.000000	0.001034	0.003521	0	0.000000	0.271367	0.000000	
GCF_058684255.1	GCF_037889145.1	0.000000	0.000000	0.001379	0.005229	0	0.000000	0.270780	0.000000	
GCF_058684255.1	GCF_037889375.1	0.000000	0.000000	0.001034	0.003293	0	0.000000	0.270656	0.000000	
GCF_058684255.1	GCF_037951365.1	0.000000	0.000000	0.001379	0.004728	0	0.000000	0.271674	0.000000	
GCF_058684255.1	GCF_023517915.1	0.000000	0.000000	0.000689	0.001726	0	0.000000	0.443767	0.000000	
GCF_058684255.1	GCF_025449295.1	0.000000	0.000000	0.000689	0.001753	0	0.000000	0.444422	0.000000	
GCF_058684255.1	GCF_024730745.1	0.000000	0.000000	0.000689	0.001762	0	0.000000	0.444500	0.000000	
GCF_058684255.1	GCF_023517835.1	0.000000	0.000000	0.000689	0.001810	0	0.000000	0.443589	0.000000	
GCF_058684255.1	GCF_023517855.1	0.000000	0.000000	0.000689	0.001786	0	0.000000	0.443842	0.000000	
GCF_058684255.1	GCF_050225895.1	0.000000	0.000000	0.000000	0.000000	0	0.000000	0.430313	0.000000	
GCF_058684255.1	GCF_050225505.1	0.000000	0.000000	0.000000	0.000000	0	0.000000	0.432868	0.000000	
GCF_058684255.1	GCF_050226025.1	0.000000	0.000000	0.000000	0.000000	0	0.000000	0.433899	0.000000	
GCF_058684255.1	GCF_050225395.1	0.000000	0.000000	0.000000	0.000000	0	0.000000	0.430119	0.000000	
GCF_058684255.1	GCF_050220455.1	0.000000	0.000000	0.000000	0.000000	0	0.000000	0.431276	0.000000	
GCF_058684255.1	GCF_028743275.1	0.000000	0.000000	0.001379	0.000663	0	0.000000	0.433344	0.000000	
GCF_058684255.1	GCF_000724795.2	0.000000	0.000000	0.001379	0.000668	0	0.000000	0.433468	0.000000	
GCF_058684255.1	GCF_023702735.1	0.000000	0.000000	0.000689	0.000320	0	0.000000	0.433900	0.000000	
GCF_058684255.1	GCF_016889925.1	0.000000	0.000000	0.001379	0.000662	0	0.000000	0.432062	0.000000	
GCF_058684255.1	GCF_040687795.1	0.000000	0.000000	0.001379	0.000600	0	0.000000	0.436733	0.000000	
GCF_058684255.1	GCF_040026365.1	0.000000	0.000000	0.000000	0.000000	0	0.000000	0.561708	0.000000	
GCF_058684255.1	GCF_019968055.1	0.000000	0.000000	0.000000	0.000000	0	0.000000	0.567898	0.000000	
GCF_058684255.1	GCF_049532935.1	0.000000	0.000000	0.000000	0.000000	0	0.000000	0.562804	0.000000	
GCF_058684255.1	GCF_003312465.1	0.000000	0.000000	0.000000	0.000000	0	0.000000	0.563867	0.000000	
GCF_058684255.1	GCF_051201525.1	0.000000	0.000000	0.000000	0.000000	0	0.000000	0.571346	0.000000	
GCF_058684255.1	GCF_056494015.1	0.000000	0.000000	0.000689	0.000330	0	0.000000	0.554615	0.000000	
GCF_058684255.1	GCF_010230935.1	0.000000	0.000000	0.000689	0.000311	0	0.000000	0.558759	0.000000	
GCF_058684255.1	GCF_010223135.1	0.000000	0.000000	0.000689	0.000321	0	0.000000	0.553506	0.000000	
GCF_058684255.1	GCF_010230515.1	0.000000	0.000000	0.000689	0.000311	0	0.000000	0.558757	0.000000	
GCF_058684255.1	GCF_018847215.1	0.000000	0.000000	0.001034	0.000469	0	0.000000	0.554588	0.000000	
GCF_058684255.1	GCF_009738515.1	0.000000	0.000000	0.000000	0.000000	0	0.000000	0.601966	0.000000	
GCF_058684255.1	GCF_004936435.1	0.000000	0.000000	0.000000	0.000000	0	0.000000	0.601616	0.000000	
GCF_058684255.1	GCF_017743155.1	0.000000	0.000000	0.000000	0.000000	0	0.000000	0.599491	0.000000	
GCF_058684255.1	GCF_001293145.1	0.000000	0.000000	0.000000	0.000000	0	0.000000	0.600103	0.000000	
GCF_058684255.1	GCF_036419235.1	0.000000	0.000000	0.000000	0.000000	0	0.000000	0.599507	0.000000	
GCF_058684255.1	GCF_025151715.1	0.000000	0.000000	0.000000	0.000000	0	0.000000	0.426665	0.000000	
GCF_058684255.1	GCF_023497585.1	0.000000	0.000000	0.000000	0.000000	0	0.000000	0.424397	0.000000	
GCF_058684255.1	GCF_015554785.1	0.000000	0.000000	0.000000	0.000000	0	0.000000	0.424524	0.000000	
GCF_058684255.1	GCF_015555785.1	0.000000	0.000000	0.000000	0.000000	0	0.000000	0.420987	0.000000	
GCF_058684255.1	GCF_027668125.1	0.000000	0.000000	0.000000	0.000000	0	0.000000	0.423017	0.000000	
GCF_002754055.1	GCF_037889325.1	0.000000	0.000000	0.000984	0.003386	0	0.000000	0.270774	0.000000	
GCF_002754055.1	GCF_037955445.1	0.000000	0.000000	0.000984	0.003521	0	0.000000	0.271367	0.000000	
GCF_002754055.1	GCF_037889145.1	0.000000	0.000000	0.000656	0.002614	0	0.000000	0.270780	0.000000	
GCF_002754055.1	GCF_037889375.1	0.000000	0.000000	0.000984	0.003293	0	0.000000	0.270656	0.000000	
GCF_002754055.1	GCF_037951365.1	0.000000	0.000000	0.000656	0.002364	0	0.000000	0.271674	0.000000	
GCF_002754055.1	GCF_023517915.1	0.000000	0.000000	0.000656	0.001726	0	0.000000	0.443767	0.000000	
GCF_002754055.1	GCF_025449295.1	0.000000	0.000000	0.000656	0.001753	0	0.000000	0.444422	0.000000	
GCF_002754055.1	GCF_024730745.1	0.000000	0.000000	0.000656	0.001762	0	0.000000	0.444500	0.000000	
GCF_002754055.1	GCF_023517835.1	0.000000	0.000000	0.000656	0.001810	0	0.000000	0.443589	0.000000	
GCF_002754055.1	GCF_023517855.1	0.000000	0.000000	0.000656	0.001786	0	0.000000	0.443842	0.000000	
GCF_002754055.1	GCF_050225895.1	0.000000	0.000000	0.000000	0.000000	0	0.000000	0.430313	0.000000	
GCF_002754055.1	GCF_050225505.1	0.000000	0.000000	0.000000	0.000000	0	0.000000	0.432868	0.000000	
GCF_002754055.1	GCF_050226025.1	0.000000	0.000000	0.000000	0.000000	0	0.000000	0.433899	0.000000	
GCF_002754055.1	GCF_050225395.1	0.000000	0.000000	0.000000	0.000000	0	0.000000	0.430119	0.000000	
GCF_002754055.1	GCF_050220455.1	0.000000	0.000000	0.000000	0.000000	0	0.000000	0.431276	0.000000	
GCF_002754055.1	GCF_028743275.1	0.000000	0.000000	0.000984	0.000497	0	0.000000	0.433344	0.000000	
GCF_002754055.1	GCF_000724795.2	0.000000	0.000000	0.000984	0.000501	0	0.000000	0.433468	0.000000	
GCF_002754055.1	GCF_023702735.1	0.000000	0.000000	0.001969	0.000961	0	0.000000	0.433900	0.000000	
GCF_002754055.1	GCF_016889925.1	0.000000	0.000000	0.001640	0.000828	0	0.000000	0.432062	0.000000	
GCF_002754055.1	GCF_040687795.1	0.000000	0.000000	0.000984	0.000450	0	0.000000	0.436733	0.000000	
GCF_002754055.1	GCF_040026365.1	0.000000	0.000000	0.000000	0.000000	0	0.000000	0.561708	0.000000	
GCF_002754055.1	GCF_019968055.1	0.000000	0.000000	0.000000	0.000000	0	0.000000	0.567898	0.000000	
GCF_002754055.1	GCF_049532935.1	0.000000	0.000000	0.000000	0.000000	0	0.000000	0.562804	0.000000	
GCF_002754055.1	GCF_003312465.1	0.000000	0.000000	0.000000	0.000000	0	0.000000	0.563867	0.000000	
GCF_002754055.1	GCF_051201525.1	0.000000	0.000000	0.000000	0.000000	0	0.000000	0.571346	0.000000	
GCF_002754055.1	GCF_056494015.1	0.000000	0.000000	0.000656	0.000330	0	0.000000	0.554615	0.000000	
GCF_002754055.1	GCF_010230935.1	0.000000	0.000000	0.000656	0.000311	0	0.000000	0.558759	0.000000	
GCF_002754055.1	GCF_010223135.1	0.000000	0.000000	0.000656	0.000321	0	0.000000	0.553506	0.000000	
GCF_002754055.1	GCF_010230515.1	0.000000	0.000000	0.000656	0.000311	0	0.000000	0.558757	0.000000	
GCF_002754055.1	GCF_018847215.1	0.000000	0.000000	0.000328	0.000156	0	0.000000	0.554588	0.000000	
GCF_002754055.1	GCF_009738515.1	0.000000	0.000000	0.000000	0.000000	0	0.000000	0.601966	0.000000	
GCF_002754055.1	GCF_004936435.1	0.000000	0.000000	0.000000	0.000000	0	0.000000	0.601616	0.000000	
GCF_002754055.1	GCF_017743155.1	0.000000	0.000000	0.000000	0.000000	0	0.000000	0.599491	0.000000	
GCF_002754055.1	GCF_001293145.1	0.000000	0.000000	0.000000	0.000000	0	0.000000	0.600103	0.000000	
GCF_002754055.1	GCF_036419235.1	0.000000	0.000000	0.000000	0.000000	0	0.000000	0.599507	0.000000	
GCF_002754055.1	GCF_025151715.1	0.000000	0.000000	0.000000	0.000000	0	0.000000	0.426665	0.000000	
GCF_002754055.1	GCF_023497585.1	0.000000	0.000000	0.000000	0.000000	0	0.000000	0.424397	0.000000	
GCF_002754055.1	GCF_015554785.1	0.000000	0.000000	0.000000	0.000000	0	0.000000	0.424524	0.000000	
GCF_002754055.1	GCF_015555785.1	0.000000	0.000000	0.000000	0.000000	0	0.000000	0.420987	0.000000	
GCF_002754055.1	GCF_027668125.1	0.000000	0.000000	0.000000	0.000000	0	0.000000	0.423017	0.000000	
GCF_037889325.1	GCF_037955445.1	1.000000	0.966989	0.424379	0.441315	376	0.500000	0.271367	0.938989	
GCF_037889325.1	GCF_037889145.1	1.000000	0.916436	0.110609	0.128105	98	0.500000	0.270780	0.888436	
GCF_037889325.1	GCF_037889375.1	1.000000	0.990521	0.796840	0.774973	706	0.500000	0.270656	0.962521	
GCF_037889325.1	GCF_037951365.1	1.000000	0.967211	0.424379	0.444444	376	0.500000	0.271674	0.939211	
GCF_037889325.1	GCF_023517915.1	0.000000	0.000000	0.000000	0.000000	0	0.000000	0.443767	0.000000	
GCF_037889325.1	GCF_025449295.1	0.000000	0.000000	0.000000	0.000000	0	0.000000	0.444422	0.000000	
GCF_037889325.1	GCF_024730745.1	0.000000	0.000000	0.000000	0.000000	0	0.000000	0.444500	0.000000	
GCF_037889325.1	GCF_023517835.1	0.000000	0.000000	0.000000	0.000000	0	0.000000	0.443589	0.000000	
GCF_037889325.1	GCF_023517855.1	0.000000	0.000000	0.000000	0.000000	0	0.000000	0.443842	0.000000	
GCF_037889325.1	GCF_050225895.1	0.000000	0.000000	0.003386	0.001484	0	0.000000	0.430313	0.000000	
GCF_037889325.1	GCF_050225505.1	0.000000	0.000000	0.004515	0.001867	0	0.000000	0.432868	0.000000	
GCF_037889325.1	GCF_050226025.1	0.000000	0.000000	0.004515	0.001784	0	0.000000	0.433899	0.000000	
GCF_037889325.1	GCF_050225395.1	0.000000	0.000000	0.004515	0.001874	0	0.000000	0.430119	0.000000	
GCF_037889325.1	GCF_050220455.1	0.000000	0.000000	0.004515	0.001897	0	0.000000	0.431276	0.000000	
GCF_037889325.1	GCF_028743275.1	0.000000	0.000000	0.002257	0.000331	0	0.000000	0.433344	0.000000	
GCF_037889325.1	GCF_000724795.2	0.000000	0.000000	0.002257	0.000334	0	0.000000	0.433468	0.000000	
GCF_037889325.1	GCF_023702735.1	0.000000	0.000000	0.003386	0.000481	0	0.000000	0.433900	0.000000	
GCF_037889325.1	GCF_016889925.1	0.000000	0.000000	0.003386	0.000497	0	0.000000	0.432062	0.000000	
GCF_037889325.1	GCF_040687795.1	0.000000	0.000000	0.002257	0.000300	0	0.000000	0.436733	0.000000	
GCF_037889325.1	GCF_040026365.1	0.000000	0.000000	0.005643	0.001375	0	0.000000	0.561708	0.000000	
GCF_037889325.1	GCF_019968055.1	0.000000	0.000000	0.005643	0.001553	0	0.000000	0.567898	0.000000	
GCF_037889325.1	GCF_049532935.1	0.000000	0.000000	0.005643	0.001286	0	0.000000	0.562804	0.000000	
GCF_037889325.1	GCF_003312465.1	0.000000	0.000000	0.003386	0.000780	0	0.000000	0.563867	0.000000	
GCF_037889325.1	GCF_051201525.1	0.000000	0.000000	0.007901	0.001499	0	0.000000	0.571346	0.000000	
GCF_037889325.1	GCF_056494015.1	0.000000	0.000000	0.006772	0.000989	0	0.000000	0.554615	0.000000	
GCF_037889325.1	GCF_010230935.1	0.000000	0.000000	0.006772	0.000934	0	0.000000	0.558759	0.000000	
GCF_037889325.1	GCF_010223135.1	0.000000	0.000000	0.006772	0.000963	0	0.000000	0.553506	0.000000	
GCF_037889325.1	GCF_010230515.1	0.000000	0.000000	0.006772	0.000934	0	0.000000	0.558757	0.000000	
GCF_037889325.1	GCF_018847215.1	0.000000	0.000000	0.006772	0.000939	0	0.000000	0.554588	0.000000	
GCF_037889325.1	GCF_009738515.1	0.000000	0.000000	0.002257	0.000778	0	0.000000	0.601966	0.000000	
GCF_037889325.1	GCF_004936435.1	0.000000	0.000000	0.002257	0.000738	0	0.000000	0.601616	0.000000	
GCF_037889325.1	GCF_017743155.1	0.000000	0.000000	0.002257	0.000716	0	0.000000	0.599491	0.000000	
