genome	status	n_large_calls	largest_span	largest_span_fraction	largest_type	largest_coords	large_inv_count	large_tra_count	large_del_count	large_ins_count
GCA_018121815.1	complete	2	1664747	0.998154482634569	TRA	NC_000915.1:1459-1666206	0	2	0	0
GCA_018121825.1	complete	1	1664747	0.998154482634569	TRA	NC_000915.1:1459-1666206	0	1	0	0
GCA_018121855.1	complete	1	1664747	0.998154482634569	TRA	NC_000915.1:1459-1666206	0	1	0	0
GCA_018121875.1	complete	1	1664747	0.998154482634569	TRA	NC_000915.1:1459-1666206	0	1	0	0
GCA_018121915.1	complete	3	1664747	0.998154482634569	TRA	NC_000915.1:1459-1666206	0	3	0	0
GCA_018121935.1	complete	2	1664747	0.998154482634569	TRA	NC_000915.1:1459-1666206	0	2	0	0
GCA_018121955.1	complete	1	1664747	0.998154482634569	TRA	NC_000915.1:1459-1666206	0	1	0	0
GCA_018121965.1	complete	1	1663845	0.9976136585073374	TRA	NC_000915.1:2361-1666206	0	1	0	0
GCA_018121975.1	complete	2	1664747	0.998154482634569	TRA	NC_000915.1:1459-1666206	0	2	0	0
GCA_018122015.1	empty	2	1664747	0.998154482634569	TRA	NC_000915.1:1459-1666206	0	2	0	0
GCA_018122025.1	complete	1	1664747	0.998154482634569	TRA	NC_000915.1:1459-1666206	0	1	0	0
GCA_018122055.1	partial	1	1664747	0.998154482634569	TRA	NC_000915.1:1459-1666206	0	1	0	0
GCA_018122065.1	complete	1	1658287	0.9942811745836644	TRA	NC_000915.1:2361-1660648	0	1	0	0
GCA_018122095.1	complete	2	1664747	0.998154482634569	TRA	NC_000915.1:1459-1666206	1	1	0	0
GCA_018122115.1	complete	1	1664061	0.997743168497894	TRA	NC_000915.1:2145-1666206	0	1	0	0
GCA_018122125.1	complete	2	1664747	0.998154482634569	TRA	NC_000915.1:1459-1666206	0	2	0	0
GCA_018122145.1	complete	2	1664747	0.998154482634569	TRA	NC_000915.1:1459-1666206	0	2	0	0
GCA_018122175.1	complete	2	1664747	0.998154482634569	TRA	NC_000915.1:1459-1666206	0	2	0	0
GCA_018122185.1	complete	2	1664747	0.998154482634569	TRA	NC_000915.1:1459-1666206	0	2	0	0
GCA_018122215.1	complete	2	1664747	0.998154482634569	TRA	NC_000915.1:1459-1666206	0	2	0	0
GCA_018122225.1	complete	2	1664747	0.998154482634569	TRA	NC_000915.1:1459-1666206	0	2	0	0
GCA_018122255.1	complete	2	1664747	0.998154482634569	TRA	NC_000915.1:1459-1666206	0	2	0	0
GCA_018122275.1	complete	1	1664747	0.998154482634569	TRA	NC_000915.1:1459-1666206	0	1	0	0
GCA_019093785.1	empty	1	1664747	0.998154482634569	TRA	NC_000915.1:1459-1666206	0	1	0	0
GCA_019311445.1	empty	1	438451	0.2628878929144245	TRA	NC_000915.1:629025-1067476	0	1	0	0
GCA_019311485.1	complete	1	1664747	0.998154482634569	TRA	NC_000915.1:1459-1666206	0	1	0	0
GCA_019671185.1	complete	1	1659189	0.9948219987108959	TRA	NC_000915.1:1459-1660648	0	1	0	0
GCA_019671245.1	complete	2	1664747	0.998154482634569	TRA	NC_000915.1:1459-1666206	1	1	0	0
GCA_019671385.1	complete	1	1664747	0.998154482634569	TRA	NC_000915.1:1459-1666206	0	1	0	0
GCA_019671445.1	complete	1	1664747	0.998154482634569	TRA	NC_000915.1:1459-1666206	0	1	0	0
GCA_019671485.1	complete	1	1664747	0.998154482634569	TRA	NC_000915.1:1459-1666206	0	1	0	0
GCA_019671525.1	complete	2	1663845	0.9976136585073374	TRA	NC_000915.1:2361-1666206	0	2	0	0
GCA_019671545.1	complete	2	1664747	0.998154482634569	TRA	NC_000915.1:1459-1666206	0	2	0	0
GCA_019671575.1	complete	1	1664747	0.998154482634569	TRA	NC_000915.1:1459-1666206	0	1	0	0
GCA_019671595.1	partial	1	1664747	0.998154482634569	TRA	NC_000915.1:1459-1666206	0	1	0	0
GCA_019671605.1	complete	3	1664747	0.998154482634569	TRA	NC_000915.1:1459-1666206	0	3	0	0
GCA_019671635.1	complete	2	1664747	0.998154482634569	TRA	NC_000915.1:1459-1666206	0	2	0	0
GCA_019671645.1	complete	1	1664747	0.998154482634569	TRA	NC_000915.1:1459-1666206	0	1	0	0
GCA_019671675.1	complete	1	1664747	0.998154482634569	TRA	NC_000915.1:1459-1666206	0	1	0	0
GCA_019671695.1	complete	1	1663404	0.9973492422766177	TRA	NC_000915.1:1459-1664863	0	1	0	0
GCA_019671715.1	complete	1	1664747	0.998154482634569	TRA	NC_000915.1:1459-1666206	0	1	0	0
GCA_019671735.1	complete	1	1066017	0.6391659796441473	TRA	NC_000915.1:1459-1067476	0	1	0	0
GCA_019671775.1	complete	1	1664747	0.998154482634569	TRA	NC_000915.1:1459-1666206	0	1	0	0
GCA_019671795.1	complete	1	1664747	0.998154482634569	TRA	NC_000915.1:1459-1666206	0	1	0	0
GCA_019671815.1	complete	3	1664061	0.997743168497894	TRA	NC_000915.1:2145-1666206	0	3	0	0
GCA_019671825.1	complete	1	1664747	0.998154482634569	TRA	NC_000915.1:1459-1666206	0	1	0	0
GCA_019671875.1	complete	2	1664747	0.998154482634569	TRA	NC_000915.1:1459-1666206	0	2	0	0
GCA_019671895.1	complete	3	1664061	0.997743168497894	TRA	NC_000915.1:2145-1666206	0	3	0	0
GCA_019671905.1	complete	1	1664747	0.998154482634569	TRA	NC_000915.1:1459-1666206	0	1	0	0
GCA_019671915.1	complete	3	1664747	0.998154482634569	TRA	NC_000915.1:1459-1666206	0	3	0	0
GCA_019671955.1	complete	1	1663845	0.9976136585073374	TRA	NC_000915.1:2361-1666206	0	1	0	0
GCA_019671985.1	complete	1	1664747	0.998154482634569	TRA	NC_000915.1:1459-1666206	0	1	0	0
GCA_019672035.1	empty	1	1664747	0.998154482634569	TRA	NC_000915.1:1459-1666206	0	1	0	0
GCA_019672395.1	complete	2	1664747	0.998154482634569	TRA	NC_000915.1:1459-1666206	0	2	0	0
GCA_019672435.1	complete	2	1664747	0.998154482634569	TRA	NC_000915.1:1459-1666206	0	2	0	0
GCA_019672455.1	complete	1	1664747	0.998154482634569	TRA	NC_000915.1:1459-1666206	0	1	0	0
GCA_019672515.1	partial	1	1664747	0.998154482634569	TRA	NC_000915.1:1459-1666206	0	1	0	0
GCA_019672535.1	complete	1	1664747	0.998154482634569	TRA	NC_000915.1:1459-1666206	0	1	0	0
GCA_019672575.1	complete	1	1664061	0.997743168497894	TRA	NC_000915.1:2145-1666206	0	1	0	0
GCA_019672655.1	complete	1	1664747	0.998154482634569	TRA	NC_000915.1:1459-1666206	0	1	0	0
GCA_019672685.1	complete	1	1664747	0.998154482634569	TRA	NC_000915.1:1459-1666206	0	1	0	0
GCA_019672775.1	empty	1	1664747	0.998154482634569	TRA	NC_000915.1:1459-1666206	0	1	0	0
GCA_019672875.1	complete	1	1664747	0.998154482634569	TRA	NC_000915.1:1459-1666206	0	1	0	0
GCA_019673015.1	complete	1	1664747	0.998154482634569	TRA	NC_000915.1:1459-1666206	0	1	0	0
GCA_019673105.1	complete	2	1664747	0.998154482634569	TRA	NC_000915.1:1459-1666206	0	2	0	0
GCA_019673255.1	complete	1	1664747	0.998154482634569	TRA	NC_000915.1:1459-1666206	0	1	0	0
GCA_019673275.1	complete	1	1664747	0.998154482634569	TRA	NC_000915.1:1459-1666206	0	1	0	0
GCA_019673335.1	complete	1	1664747	0.998154482634569	TRA	NC_000915.1:1459-1666206	0	1	0	0
GCA_019673355.1	empty	1	774660	0.4644731911321631	TRA	NC_000915.1:476313-1250973	0	1	0	0
GCA_019673375.1	complete	2	1664747	0.998154482634569	TRA	NC_000915.1:1459-1666206	0	2	0	0
GCA_019673395.1	complete	1	1664747	0.998154482634569	TRA	NC_000915.1:1459-1666206	0	1	0	0
GCA_019673455.1	complete	1	1664747	0.998154482634569	TRA	NC_000915.1:1459-1666206	0	1	0	0
GCA_019673475.1	complete	1	1664747	0.998154482634569	TRA	NC_000915.1:1459-1666206	0	1	0	0
GCA_019673515.1	empty	2	1663845	0.9976136585073374	TRA	NC_000915.1:2361-1666206	0	2	0	0
GCA_019673525.1	complete	1	1664747	0.998154482634569	TRA	NC_000915.1:1459-1666206	0	1	0	0
GCA_019673575.1	complete	1	1664747	0.998154482634569	TRA	NC_000915.1:1459-1666206	0	1	0	0
GCA_019673655.1	complete	2	1184335	0.7101074753046632	TRA	NC_000915.1:476313-1660648	0	2	0	0
GCA_019673715.1	complete	1	1659189	0.9948219987108959	TRA	NC_000915.1:1459-1660648	0	1	0	0
GCA_019673735.1	complete	1	1664747	0.998154482634569	TRA	NC_000915.1:1459-1666206	0	1	0	0
GCA_019673955.1	partial	2	1664747	0.998154482634569	TRA	NC_000915.1:1459-1666206	0	2	0	0
GCA_019673995.1	complete	2	1663845	0.9976136585073374	TRA	NC_000915.1:2361-1666206	1	1	0	0
GCA_019674015.1	complete	1	1664747	0.998154482634569	TRA	NC_000915.1:1459-1666206	0	1	0	0
GCA_019674095.1	complete	1	1664747	0.998154482634569	TRA	NC_000915.1:1459-1666206	0	1	0	0
GCA_019674175.1	complete	1	1663845	0.9976136585073374	TRA	NC_000915.1:2361-1666206	0	1	0	0
GCA_019674335.1	complete	1	1664747	0.998154482634569	TRA	NC_000915.1:1459-1666206	0	1	0	0
GCA_019674475.1	complete	2	1663845	0.9976136585073374	TRA	NC_000915.1:2361-1666206	0	2	0	0
GCA_019674495.1	complete	1	1664747	0.998154482634569	TRA	NC_000915.1:1459-1666206	0	1	0	0
GCA_019674505.1	complete	1	1664747	0.998154482634569	TRA	NC_000915.1:1459-1666206	0	1	0	0
GCA_019674515.1	complete	1	1663845	0.9976136585073374	TRA	NC_000915.1:2361-1666206	0	1	0	0
GCA_019674555.1	partial	1	1664747	0.998154482634569	TRA	NC_000915.1:1459-1666206	0	1	0	0
GCA_019674575.1	complete	1	1664747	0.998154482634569	TRA	NC_000915.1:1459-1666206	0	1	0	0
GCA_019676035.1	complete	1	1664747	0.998154482634569	TRA	NC_000915.1:1459-1666206	0	1	0	0
GCA_019676995.1	complete	1	1664747	0.998154482634569	TRA	NC_000915.1:1459-1666206	0	1	0	0
GCA_019677035.1	complete	1	1664747	0.998154482634569	TRA	NC_000915.1:1459-1666206	0	1	0	0
GCA_019677055.1	complete	2	1664747	0.998154482634569	TRA	NC_000915.1:1459-1666206	0	2	0	0
GCA_022921215.1	complete	1	1664747	0.998154482634569	TRA	NC_000915.1:1459-1666206	0	1	0	0
GCA_022921295.1	complete	2	1664747	0.998154482634569	TRA	NC_000915.1:1459-1666206	0	2	0	0
GCA_022921335.1	complete	2	1664747	0.998154482634569	TRA	NC_000915.1:1459-1666206	0	2	0	0
GCA_022921355.1	complete	1	1664747	0.998154482634569	TRA	NC_000915.1:1459-1666206	0	1	0	0
GCA_022921455.1	empty	2	1664747	0.998154482634569	TRA	NC_000915.1:1459-1666206	0	2	0	0
GCA_022921855.1	complete	2	1664747	0.998154482634569	TRA	NC_000915.1:1459-1666206	1	1	0	0
GCA_022921935.1	complete	1	1664747	0.998154482634569	TRA	NC_000915.1:1459-1666206	0	1	0	0
GCA_022921975.1	complete	1	1664747	0.998154482634569	TRA	NC_000915.1:1459-1666206	0	1	0	0
GCA_022922035.1	complete	2	1664747	0.998154482634569	TRA	NC_000915.1:1459-1666206	0	2	0	0
GCA_022922055.1	complete	2	1659189	0.9948219987108959	TRA	NC_000915.1:1459-1660648	1	1	0	0
GCA_022922415.1	complete	2	1654849	0.9922198072339724	TRA	NC_000915.1:1459-1656308	0	2	0	0
GCA_022922955.1	complete	2	1664747	0.998154482634569	TRA	NC_000915.1:1459-1666206	0	2	0	0
GCA_022922995.1	complete	2	1663845	0.9976136585073374	TRA	NC_000915.1:2361-1666206	0	2	0	0
GCA_022923015.1	empty	1	1663845	0.9976136585073374	TRA	NC_000915.1:2361-1666206	0	1	0	0
GCA_022923035.1	complete	2	1664747	0.998154482634569	TRA	NC_000915.1:1459-1666206	0	2	0	0
GCA_022923115.1	complete	2	1664747	0.998154482634569	TRA	NC_000915.1:1459-1666206	0	2	0	0
GCA_022923135.1	complete	1	1664747	0.998154482634569	TRA	NC_000915.1:1459-1666206	0	1	0	0
GCA_022923155.1	complete	1	1664747	0.998154482634569	TRA	NC_000915.1:1459-1666206	0	1	0	0
GCA_022923515.1	complete	2	1664747	0.998154482634569	TRA	NC_000915.1:1459-1666206	1	1	0	0
GCA_022923575.1	complete	2	1664747	0.998154482634569	TRA	NC_000915.1:1459-1666206	1	1	0	0
GCA_022923615.1	complete	2	1654849	0.9922198072339724	TRA	NC_000915.1:1459-1656308	0	2	0	0
GCA_022923775.1	complete	2	1664747	0.998154482634569	TRA	NC_000915.1:1459-1666206	0	2	0	0
GCA_022924035.1	complete	2	1664747	0.998154482634569	TRA	NC_000915.1:1459-1666206	1	1	0	0
GCA_022924175.1	complete	2	1664747	0.998154482634569	TRA	NC_000915.1:1459-1666206	0	2	0	0
GCA_022924355.1	complete	1	1663845	0.9976136585073374	TRA	NC_000915.1:2361-1666206	0	1	0	0
GCA_022924475.1	complete	1	1664747	0.998154482634569	TRA	NC_000915.1:1459-1666206	0	1	0	0
GCA_022924655.1	complete	1	1664747	0.998154482634569	TRA	NC_000915.1:1459-1666206	0	1	0	0
GCA_022924735.1	complete	1	1664747	0.998154482634569	TRA	NC_000915.1:1459-1666206	0	1	0	0
GCA_022924875.1	complete	1	1664747	0.998154482634569	TRA	NC_000915.1:1459-1666206	0	1	0	0
GCA_022924995.1	complete	1	1659189	0.9948219987108959	TRA	NC_000915.1:1459-1660648	0	1	0	0
GCA_022925175.1	complete	1	1664747	0.998154482634569	TRA	NC_000915.1:1459-1666206	0	1	0	0
GCA_022925255.1	complete	1	1664747	0.998154482634569	TRA	NC_000915.1:1459-1666206	0	1	0	0
GCA_022925755.1	complete	2	1664747	0.998154482634569	TRA	NC_000915.1:1459-1666206	0	2	0	0
GCA_022925775.1	complete	2	1664747	0.998154482634569	TRA	NC_000915.1:1459-1666206	0	2	0	0
GCA_022925815.1	complete	1	1662328	0.9967040906569934	TRA	NC_000915.1:3878-1666206	0	1	0	0
GCA_022925855.1	complete	1	1664747	0.998154482634569	TRA	NC_000915.1:1459-1666206	0	1	0	0
GCA_022925875.1	complete	1	1663845	0.9976136585073374	TRA	NC_000915.1:2361-1666206	0	1	0	0
GCA_022925925.1	complete	1	1664747	0.998154482634569	TRA	NC_000915.1:1459-1666206	0	1	0	0
GCA_022925945.1	complete	2	1664747	0.998154482634569	TRA	NC_000915.1:1459-1666206	0	2	0	0
GCA_022969895.1	complete	1	1664747	0.998154482634569	TRA	NC_000915.1:1459-1666206	0	1	0	0
GCA_023024715.1	complete	1	1664747	0.998154482634569	TRA	NC_000915.1:1459-1666206	0	1	0	0
GCA_023024815.1	complete	1	1664747	0.998154482634569	TRA	NC_000915.1:1459-1666206	0	1	0	0
GCA_024406245.1	empty	1	1664747	0.998154482634569	TRA	NC_000915.1:1459-1666206	0	1	0	0
GCA_024406295.1	empty	1	1664747	0.998154482634569	TRA	NC_000915.1:1459-1666206	0	1	0	0
GCA_024406305.1	complete	2	1664747	0.998154482634569	TRA	NC_000915.1:1459-1666206	0	2	0	0
GCA_024406485.1	empty	1	1664747	0.998154482634569	TRA	NC_000915.1:1459-1666206	0	1	0	0
GCA_024406915.1	complete	3	1190031	0.713522701722303	TRA	NC_000915.1:474832-1664863	0	3	0	0
GCA_024411815.1	complete	2	1664747	0.998154482634569	TRA	NC_000915.1:1459-1666206	0	2	0	0
GCA_024411855.1	complete	3	1664747	0.998154482634569	TRA	NC_000915.1:1459-1666206	0	3	0	0
GCA_024411875.1	complete	2	1664747	0.998154482634569	TRA	NC_000915.1:1459-1666206	0	2	0	0
GCA_024411895.1	complete	2	1664747	0.998154482634569	TRA	NC_000915.1:1459-1666206	0	2	0	0
GCA_024411915.1	empty	2	1664747	0.998154482634569	TRA	NC_000915.1:1459-1666206	0	2	0	0
GCA_024411935.1	complete	1	1664747	0.998154482634569	TRA	NC_000915.1:1459-1666206	0	1	0	0
GCA_024411955.1	complete	2	1664747	0.998154482634569	TRA	NC_000915.1:1459-1666206	0	2	0	0
GCA_024411965.1	complete	1	1664747	0.998154482634569	TRA	NC_000915.1:1459-1666206	0	1	0	0
GCA_024411995.1	complete	1	1664747	0.998154482634569	TRA	NC_000915.1:1459-1666206	0	1	0	0
GCA_024412005.1	complete	1	1664747	0.998154482634569	TRA	NC_000915.1:1459-1666206	0	1	0	0
GCA_024412025.1	complete	1	1664747	0.998154482634569	TRA	NC_000915.1:1459-1666206	0	1	0	0
GCA_024412155.1	complete	2	1664747	0.998154482634569	TRA	NC_000915.1:1459-1666206	0	2	0	0
GCA_024412425.1	partial	1	1664747	0.998154482634569	TRA	NC_000915.1:1459-1666206	0	1	0	0
GCA_024413815.1	complete	1	1664747	0.998154482634569	TRA	NC_000915.1:1459-1666206	0	1	0	0
GCA_030062565.1	complete	9	1664747	0.998154482634569	TRA	NC_000915.1:1459-1666206	0	9	0	0
GCA_030062585.1	complete	4	1664747	0.998154482634569	TRA	NC_000915.1:1459-1666206	0	4	0	0
GCA_030062605.1	complete	5	1663404	0.9973492422766177	TRA	NC_000915.1:1459-1664863	0	5	0	0
GCA_030062625.1	complete	6	1664747	0.998154482634569	TRA	NC_000915.1:1459-1666206	0	6	0	0
GCA_030062645.1	complete	6	1664747	0.998154482634569	TRA	NC_000915.1:1459-1666206	1	5	0	0
GCA_030062665.1	empty	6	1664061	0.997743168497894	TRA	NC_000915.1:2145-1666206	0	6	0	0
GCA_030062685.1	complete	3	1663404	0.9973492422766177	TRA	NC_000915.1:1459-1664863	0	3	0	0
GCA_030406585.1	complete	4	993455	0.5956590169831967	TRA	NC_000915.1:474832-1468287	1	3	0	0
GCA_030581095.1	complete	1	1664747	0.998154482634569	TRA	NC_000915.1:1459-1666206	0	1	0	0
GCA_030581115.1	complete	1	1662718	0.9969379281399428	TRA	NC_000915.1:2145-1664863	0	1	0	0
GCA_030581175.1	complete	1	1664747	0.998154482634569	TRA	NC_000915.1:1459-1666206	0	1	0	0
GCA_030581205.1	empty	2	1664747	0.998154482634569	TRA	NC_000915.1:1459-1666206	0	2	0	0
GCA_030581215.1	empty	2	1664747	0.998154482634569	TRA	NC_000915.1:1459-1666206	0	2	0	0
GCA_035621155.1	complete	1	1663845	0.9976136585073374	TRA	NC_000915.1:2361-1666206	0	1	0	0
GCA_040821695.1	complete	2	1664747	0.998154482634569	TRA	NC_000915.1:1459-1666206	0	2	0	0
GCA_040847485.1	complete	1	1664747	0.998154482634569	TRA	NC_000915.1:1459-1666206	0	1	0	0
GCA_040848365.1	complete	2	1664747	0.998154482634569	TRA	NC_000915.1:1459-1666206	0	2	0	0
GCA_040848625.1	complete	1	1664747	0.998154482634569	TRA	NC_000915.1:1459-1666206	0	1	0	0
GCA_040849325.1	complete	2	1664747	0.998154482634569	TRA	NC_000915.1:1459-1666206	0	2	0	0
GCA_040849575.1	complete	1	1664747	0.998154482634569	TRA	NC_000915.1:1459-1666206	0	1	0	0
GCA_040849885.1	empty	2	1664747	0.998154482634569	TRA	NC_000915.1:1459-1666206	0	2	0	0
GCA_040857565.1	complete	1	1654849	0.9922198072339724	TRA	NC_000915.1:1459-1656308	0	1	0	0
GCA_040857585.1	empty	1	1664747	0.998154482634569	TRA	NC_000915.1:1459-1666206	0	1	0	0
GCA_040860865.1	complete	1	1664747	0.998154482634569	TRA	NC_000915.1:1459-1666206	0	1	0	0
GCA_040860925.1	complete	2	1664747	0.998154482634569	TRA	NC_000915.1:1459-1666206	0	2	0	0
GCA_040860985.1	empty	2	1657535	0.9938302879498748	TRA	NC_000915.1:1459-1658994	0	2	0	0
GCA_040861005.1	complete	1	1664747	0.998154482634569	TRA	NC_000915.1:1459-1666206	0	1	0	0
GCA_040861025.1	empty	1	1664747	0.998154482634569	TRA	NC_000915.1:1459-1666206	0	1	0	0
GCA_040861065.1	complete	1	1664747	0.998154482634569	TRA	NC_000915.1:1459-1666206	0	1	0	0
GCA_040861105.1	complete	3	1659189	0.9948219987108959	TRA	NC_000915.1:1459-1660648	1	2	0	0
GCA_040861125.1	complete	2	1664747	0.998154482634569	TRA	NC_000915.1:1459-1666206	0	2	0	0
GCA_040861145.1	complete	1	1664747	0.998154482634569	TRA	NC_000915.1:1459-1666206	0	1	0	0
GCA_040861165.1	complete	2	1664747	0.998154482634569	TRA	NC_000915.1:1459-1666206	1	1	0	0
GCA_040861185.1	complete	1	1664747	0.998154482634569	TRA	NC_000915.1:1459-1666206	0	1	0	0
GCA_040861205.1	empty	1	1664747	0.998154482634569	TRA	NC_000915.1:1459-1666206	0	1	0	0
GCA_040861225.1	complete	2	1664747	0.998154482634569	TRA	NC_000915.1:1459-1666206	0	2	0	0
GCA_040861245.1	complete	2	1664747	0.998154482634569	TRA	NC_000915.1:1459-1666206	0	2	0	0
GCA_040861285.1	complete	2	1656832	0.9934087808972764	TRA	NC_000915.1:1459-1658291	0	2	0	0
GCA_040861305.1	empty	1	1664747	0.998154482634569	TRA	NC_000915.1:1459-1666206	0	1	0	0
GCA_040861325.1	complete	2	1664747	0.998154482634569	TRA	NC_000915.1:1459-1666206	0	2	0	0
GCA_040861345.1	empty	2	1653891	0.9916454064425224	TRA	NC_000915.1:1459-1655350	0	2	0	0
GCA_040861365.1	complete	2	1664747	0.998154482634569	TRA	NC_000915.1:1459-1666206	0	2	0	0
GCA_040861385.1	complete	1	1664747	0.998154482634569	TRA	NC_000915.1:1459-1666206	0	1	0	0
GCA_040861405.1	complete	2	1659189	0.9948219987108959	TRA	NC_000915.1:1459-1660648	0	2	0	0
GCA_040861445.1	complete	2	1664747	0.998154482634569	TRA	NC_000915.1:1459-1666206	0	2	0	0
GCA_040861455.1	partial	1	1664747	0.998154482634569	TRA	NC_000915.1:1459-1666206	0	1	0	0
GCA_040861505.1	complete	2	1664747	0.998154482634569	TRA	NC_000915.1:1459-1666206	0	2	0	0
GCA_040861525.1	complete	2	1663845	0.9976136585073374	TRA	NC_000915.1:2361-1666206	0	2	0	0
GCA_040861565.1	complete	1	1664747	0.998154482634569	TRA	NC_000915.1:1459-1666206	0	1	0	0
GCA_040861585.1	complete	3	1664747	0.998154482634569	TRA	NC_000915.1:1459-1666206	0	3	0	0
GCA_040861605.1	complete	1	610478	0.3660324074768036	TRA	NC_000915.1:456998-1067476	0	1	0	0
GCA_040861645.1	empty	1	1664747	0.998154482634569	TRA	NC_000915.1:1459-1666206	0	1	0	0
GCA_040861665.1	empty	2	1664747	0.998154482634569	TRA	NC_000915.1:1459-1666206	0	2	0	0
GCA_040861685.1	complete	2	1664747	0.998154482634569	TRA	NC_000915.1:1459-1666206	0	2	0	0
GCA_040861725.1	complete	1	1662328	0.9967040906569934	TRA	NC_000915.1:3878-1666206	0	1	0	0
GCA_040861765.1	empty	1	1664747	0.998154482634569	TRA	NC_000915.1:1459-1666206	0	1	0	0
GCA_040861785.1	empty	1	1664747	0.998154482634569	TRA	NC_000915.1:1459-1666206	0	1	0	0
GCA_040861805.1	complete	2	1664747	0.998154482634569	TRA	NC_000915.1:1459-1666206	0	2	0	0
GCA_040861825.1	empty	2	1664747	0.998154482634569	TRA	NC_000915.1:1459-1666206	0	2	0	0
GCA_040861865.1	complete	3	1664747	0.998154482634569	TRA	NC_000915.1:1459-1666206	0	3	0	0
GCA_040861945.1	complete	1	1664747	0.998154482634569	TRA	NC_000915.1:1459-1666206	0	1	0	0
GCA_040861965.1	complete	1	1664061	0.997743168497894	TRA	NC_000915.1:2145-1666206	0	1	0	0
GCA_040861985.1	complete	1	1663404	0.9973492422766177	TRA	NC_000915.1:1459-1664863	0	1	0	0
GCA_040862005.1	complete	1	1664747	0.998154482634569	TRA	NC_000915.1:1459-1666206	0	1	0	0
GCA_040862065.1	complete	1	1664747	0.998154482634569	TRA	NC_000915.1:1459-1666206	0	1	0	0
GCA_040862085.1	complete	1	1663845	0.9976136585073374	TRA	NC_000915.1:2361-1666206	0	1	0	0
GCA_040862115.1	empty	1	1664061	0.997743168497894	TRA	NC_000915.1:2145-1666206	0	1	0	0
GCA_040862165.1	complete	3	1664747	0.998154482634569	TRA	NC_000915.1:1459-1666206	0	3	0	0
GCA_040862185.1	empty	1	1664747	0.998154482634569	TRA	NC_000915.1:1459-1666206	0	1	0	0
GCA_040862205.1	empty	1	1664747	0.998154482634569	TRA	NC_000915.1:1459-1666206	0	1	0	0
GCA_040862225.1	complete	1	1664747	0.998154482634569	TRA	NC_000915.1:1459-1666206	0	1	0	0
GCA_040862245.1	complete	2	1664747	0.998154482634569	TRA	NC_000915.1:1459-1666206	1	1	0	0
GCA_040862265.1	complete	2	1664747	0.998154482634569	TRA	NC_000915.1:1459-1666206	0	2	0	0
GCA_040862285.1	complete	1	1664747	0.998154482634569	TRA	NC_000915.1:1459-1666206	0	1	0	0
GCA_040862305.1	complete	1	1664747	0.998154482634569	TRA	NC_000915.1:1459-1666206	0	1	0	0
GCA_040862325.1	complete	1	1664747	0.998154482634569	TRA	NC_000915.1:1459-1666206	0	1	0	0
GCA_040862365.1	complete	2	1664061	0.997743168497894	TRA	NC_000915.1:2145-1666206	0	2	0	0
GCA_040862385.1	empty	1	1664747	0.998154482634569	TRA	NC_000915.1:1459-1666206	0	1	0	0
GCA_040862445.1	complete	1	1664747	0.998154482634569	TRA	NC_000915.1:1459-1666206	0	1	0	0
GCA_040862485.1	empty	2	1664747	0.998154482634569	TRA	NC_000915.1:1459-1666206	0	2	0	0
GCA_040862505.1	empty	2	610643	0.36613133871958986	TRA	NC_000915.1:456998-1067641	1	1	0	0
GCA_040862565.1	complete	1	1664747	0.998154482634569	TRA	NC_000915.1:1459-1666206	0	1	0	0
GCA_040862585.1	complete	1	1664747	0.998154482634569	TRA	NC_000915.1:1459-1666206	0	1	0	0
GCA_040862605.1	empty	1	1664747	0.998154482634569	TRA	NC_000915.1:1459-1666206	0	1	0	0
GCA_047532155.1	complete	1	1664061	0.997743168497894	TRA	NC_000915.1:2145-1666206	0	1	0	0
GCA_052426765.1	partial	1	1664747	0.998154482634569	TRA	NC_000915.1:1459-1666206	0	1	0	0
