genome	n_markers	n_present	fraction_present	status	missing_markers
GCA_014497305.1	28	0	0.0	empty	HP0520|cag1,HP0521,HP0522|cag3,HP0523|cag4,HP0524|cag5,HP0525|virB11,HP0526|cagZ,HP0527|cagY,HP0528|cagX,HP0529|cagW,HP0530|cagV,HP0531|cagU,HP0532|cagT,HP0534|cagS,HP0535|cagQ,HP0536|cagP,HP0537|cagM,HP0538|cagN,HP0539|cagL,HP0540|cagI,HP0541,HP0542|cagG,HP0543|cagF,HP0544|cagE,HP0545|cagD,HP0546|cagC,HP0546|cagB,HP0547|cagA
GCA_014497385.1	28	26	0.9285714285714286	complete	HP0521,HP0546|cagB
GCA_014497415.1	28	27	0.9642857142857143	complete	HP0521
GCA_014497445.1	28	27	0.9642857142857143	complete	HP0521
GCA_014497455.1	28	27	0.9642857142857143	complete	HP0521
GCA_014497485.1	28	27	0.9642857142857143	complete	HP0521
GCA_014497505.1	28	27	0.9642857142857143	complete	HP0521
GCA_014497525.1	28	0	0.0	empty	HP0520|cag1,HP0521,HP0522|cag3,HP0523|cag4,HP0524|cag5,HP0525|virB11,HP0526|cagZ,HP0527|cagY,HP0528|cagX,HP0529|cagW,HP0530|cagV,HP0531|cagU,HP0532|cagT,HP0534|cagS,HP0535|cagQ,HP0536|cagP,HP0537|cagM,HP0538|cagN,HP0539|cagL,HP0540|cagI,HP0541,HP0542|cagG,HP0543|cagF,HP0544|cagE,HP0545|cagD,HP0546|cagC,HP0546|cagB,HP0547|cagA
GCA_014497595.1	28	0	0.0	empty	HP0520|cag1,HP0521,HP0522|cag3,HP0523|cag4,HP0524|cag5,HP0525|virB11,HP0526|cagZ,HP0527|cagY,HP0528|cagX,HP0529|cagW,HP0530|cagV,HP0531|cagU,HP0532|cagT,HP0534|cagS,HP0535|cagQ,HP0536|cagP,HP0537|cagM,HP0538|cagN,HP0539|cagL,HP0540|cagI,HP0541,HP0542|cagG,HP0543|cagF,HP0544|cagE,HP0545|cagD,HP0546|cagC,HP0546|cagB,HP0547|cagA
GCA_014497605.1	28	27	0.9642857142857143	complete	HP0521
GCA_014497635.1	28	27	0.9642857142857143	complete	HP0521
GCA_014497655.1	28	27	0.9642857142857143	complete	HP0521
GCA_014497685.1	28	0	0.0	empty	HP0520|cag1,HP0521,HP0522|cag3,HP0523|cag4,HP0524|cag5,HP0525|virB11,HP0526|cagZ,HP0527|cagY,HP0528|cagX,HP0529|cagW,HP0530|cagV,HP0531|cagU,HP0532|cagT,HP0534|cagS,HP0535|cagQ,HP0536|cagP,HP0537|cagM,HP0538|cagN,HP0539|cagL,HP0540|cagI,HP0541,HP0542|cagG,HP0543|cagF,HP0544|cagE,HP0545|cagD,HP0546|cagC,HP0546|cagB,HP0547|cagA
GCA_014497735.1	28	27	0.9642857142857143	complete	HP0521
GCA_014497745.1	28	0	0.0	empty	HP0520|cag1,HP0521,HP0522|cag3,HP0523|cag4,HP0524|cag5,HP0525|virB11,HP0526|cagZ,HP0527|cagY,HP0528|cagX,HP0529|cagW,HP0530|cagV,HP0531|cagU,HP0532|cagT,HP0534|cagS,HP0535|cagQ,HP0536|cagP,HP0537|cagM,HP0538|cagN,HP0539|cagL,HP0540|cagI,HP0541,HP0542|cagG,HP0543|cagF,HP0544|cagE,HP0545|cagD,HP0546|cagC,HP0546|cagB,HP0547|cagA
GCA_014497785.1	28	26	0.9285714285714286	complete	HP0521,HP0546|cagB
GCA_014497825.1	28	27	0.9642857142857143	complete	HP0521
GCA_014497985.1	28	26	0.9285714285714286	complete	HP0521,HP0546|cagB
GCA_014498555.1	28	0	0.0	empty	HP0520|cag1,HP0521,HP0522|cag3,HP0523|cag4,HP0524|cag5,HP0525|virB11,HP0526|cagZ,HP0527|cagY,HP0528|cagX,HP0529|cagW,HP0530|cagV,HP0531|cagU,HP0532|cagT,HP0534|cagS,HP0535|cagQ,HP0536|cagP,HP0537|cagM,HP0538|cagN,HP0539|cagL,HP0540|cagI,HP0541,HP0542|cagG,HP0543|cagF,HP0544|cagE,HP0545|cagD,HP0546|cagC,HP0546|cagB,HP0547|cagA
GCA_014498655.1	28	0	0.0	empty	HP0520|cag1,HP0521,HP0522|cag3,HP0523|cag4,HP0524|cag5,HP0525|virB11,HP0526|cagZ,HP0527|cagY,HP0528|cagX,HP0529|cagW,HP0530|cagV,HP0531|cagU,HP0532|cagT,HP0534|cagS,HP0535|cagQ,HP0536|cagP,HP0537|cagM,HP0538|cagN,HP0539|cagL,HP0540|cagI,HP0541,HP0542|cagG,HP0543|cagF,HP0544|cagE,HP0545|cagD,HP0546|cagC,HP0546|cagB,HP0547|cagA
GCA_014498675.1	28	23	0.8214285714285714	partial	HP0521,HP0526|cagZ,HP0527|cagY,HP0528|cagX,HP0546|cagB
GCA_014498785.1	28	25	0.8928571428571429	complete	HP0521,HP0527|cagY,HP0546|cagB
GCA_015904205.1	28	0	0.0	empty	HP0520|cag1,HP0521,HP0522|cag3,HP0523|cag4,HP0524|cag5,HP0525|virB11,HP0526|cagZ,HP0527|cagY,HP0528|cagX,HP0529|cagW,HP0530|cagV,HP0531|cagU,HP0532|cagT,HP0534|cagS,HP0535|cagQ,HP0536|cagP,HP0537|cagM,HP0538|cagN,HP0539|cagL,HP0540|cagI,HP0541,HP0542|cagG,HP0543|cagF,HP0544|cagE,HP0545|cagD,HP0546|cagC,HP0546|cagB,HP0547|cagA
GCA_015904225.1	28	27	0.9642857142857143	complete	HP0521
GCA_015904305.1	28	0	0.0	empty	HP0520|cag1,HP0521,HP0522|cag3,HP0523|cag4,HP0524|cag5,HP0525|virB11,HP0526|cagZ,HP0527|cagY,HP0528|cagX,HP0529|cagW,HP0530|cagV,HP0531|cagU,HP0532|cagT,HP0534|cagS,HP0535|cagQ,HP0536|cagP,HP0537|cagM,HP0538|cagN,HP0539|cagL,HP0540|cagI,HP0541,HP0542|cagG,HP0543|cagF,HP0544|cagE,HP0545|cagD,HP0546|cagC,HP0546|cagB,HP0547|cagA
GCA_015904325.1	28	27	0.9642857142857143	complete	HP0521
GCA_015904335.1	28	27	0.9642857142857143	complete	HP0521
GCA_015904375.1	28	26	0.9285714285714286	complete	HP0521,HP0527|cagY
GCA_015904385.1	28	0	0.0	empty	HP0520|cag1,HP0521,HP0522|cag3,HP0523|cag4,HP0524|cag5,HP0525|virB11,HP0526|cagZ,HP0527|cagY,HP0528|cagX,HP0529|cagW,HP0530|cagV,HP0531|cagU,HP0532|cagT,HP0534|cagS,HP0535|cagQ,HP0536|cagP,HP0537|cagM,HP0538|cagN,HP0539|cagL,HP0540|cagI,HP0541,HP0542|cagG,HP0543|cagF,HP0544|cagE,HP0545|cagD,HP0546|cagC,HP0546|cagB,HP0547|cagA
GCA_015904435.1	28	0	0.0	empty	HP0520|cag1,HP0521,HP0522|cag3,HP0523|cag4,HP0524|cag5,HP0525|virB11,HP0526|cagZ,HP0527|cagY,HP0528|cagX,HP0529|cagW,HP0530|cagV,HP0531|cagU,HP0532|cagT,HP0534|cagS,HP0535|cagQ,HP0536|cagP,HP0537|cagM,HP0538|cagN,HP0539|cagL,HP0540|cagI,HP0541,HP0542|cagG,HP0543|cagF,HP0544|cagE,HP0545|cagD,HP0546|cagC,HP0546|cagB,HP0547|cagA
GCA_015904485.1	28	26	0.9285714285714286	complete	HP0521,HP0546|cagB
GCA_015904535.1	28	26	0.9285714285714286	complete	HP0521,HP0527|cagY
GCA_015904565.1	28	25	0.8928571428571429	complete	HP0521,HP0535|cagQ,HP0547|cagA
GCA_015904575.1	28	26	0.9285714285714286	complete	HP0521,HP0527|cagY
GCA_015904605.1	28	0	0.0	empty	HP0520|cag1,HP0521,HP0522|cag3,HP0523|cag4,HP0524|cag5,HP0525|virB11,HP0526|cagZ,HP0527|cagY,HP0528|cagX,HP0529|cagW,HP0530|cagV,HP0531|cagU,HP0532|cagT,HP0534|cagS,HP0535|cagQ,HP0536|cagP,HP0537|cagM,HP0538|cagN,HP0539|cagL,HP0540|cagI,HP0541,HP0542|cagG,HP0543|cagF,HP0544|cagE,HP0545|cagD,HP0546|cagC,HP0546|cagB,HP0547|cagA
GCA_015904625.1	28	27	0.9642857142857143	complete	HP0521
GCA_015904665.1	28	26	0.9285714285714286	complete	HP0521,HP0527|cagY
GCA_015904765.1	28	25	0.8928571428571429	complete	HP0521,HP0527|cagY,HP0546|cagB
GCA_015904775.1	28	25	0.8928571428571429	complete	HP0521,HP0527|cagY,HP0546|cagB
GCA_015904825.1	28	26	0.9285714285714286	complete	HP0521,HP0547|cagA
GCA_015904875.1	28	26	0.9285714285714286	complete	HP0521,HP0527|cagY
GCA_015905005.1	28	1	0.03571428571428571	empty	HP0521,HP0522|cag3,HP0523|cag4,HP0524|cag5,HP0525|virB11,HP0526|cagZ,HP0527|cagY,HP0528|cagX,HP0529|cagW,HP0530|cagV,HP0531|cagU,HP0532|cagT,HP0534|cagS,HP0535|cagQ,HP0536|cagP,HP0537|cagM,HP0538|cagN,HP0539|cagL,HP0540|cagI,HP0541,HP0542|cagG,HP0543|cagF,HP0544|cagE,HP0545|cagD,HP0546|cagC,HP0546|cagB,HP0547|cagA
GCA_015905025.1	28	26	0.9285714285714286	complete	HP0521,HP0527|cagY
GCA_015905065.1	28	0	0.0	empty	HP0520|cag1,HP0521,HP0522|cag3,HP0523|cag4,HP0524|cag5,HP0525|virB11,HP0526|cagZ,HP0527|cagY,HP0528|cagX,HP0529|cagW,HP0530|cagV,HP0531|cagU,HP0532|cagT,HP0534|cagS,HP0535|cagQ,HP0536|cagP,HP0537|cagM,HP0538|cagN,HP0539|cagL,HP0540|cagI,HP0541,HP0542|cagG,HP0543|cagF,HP0544|cagE,HP0545|cagD,HP0546|cagC,HP0546|cagB,HP0547|cagA
GCA_015905125.1	28	26	0.9285714285714286	complete	HP0521,HP0527|cagY
GCA_015905135.1	28	25	0.8928571428571429	complete	HP0521,HP0527|cagY,HP0547|cagA
GCA_016124125.1	28	24	0.8571428571428571	complete	HP0521,HP0527|cagY,HP0535|cagQ,HP0546|cagB
GCA_016464465.1	28	24	0.8571428571428571	complete	HP0521,HP0527|cagY,HP0535|cagQ,HP0547|cagA
GCA_016464485.1	28	26	0.9285714285714286	complete	HP0521,HP0535|cagQ
GCA_016464565.1	28	26	0.9285714285714286	complete	HP0521,HP0535|cagQ
GCA_016464575.1	28	25	0.8928571428571429	complete	HP0535|cagQ,HP0546|cagB,HP0547|cagA
GCA_018120115.1	28	24	0.8571428571428571	complete	HP0521,HP0527|cagY,HP0535|cagQ,HP0546|cagB
GCA_018120125.1	28	0	0.0	empty	HP0520|cag1,HP0521,HP0522|cag3,HP0523|cag4,HP0524|cag5,HP0525|virB11,HP0526|cagZ,HP0527|cagY,HP0528|cagX,HP0529|cagW,HP0530|cagV,HP0531|cagU,HP0532|cagT,HP0534|cagS,HP0535|cagQ,HP0536|cagP,HP0537|cagM,HP0538|cagN,HP0539|cagL,HP0540|cagI,HP0541,HP0542|cagG,HP0543|cagF,HP0544|cagE,HP0545|cagD,HP0546|cagC,HP0546|cagB,HP0547|cagA
GCA_018120155.1	28	26	0.9285714285714286	complete	HP0521,HP0535|cagQ
GCA_018120165.1	28	2	0.07142857142857142	empty	HP0521,HP0522|cag3,HP0523|cag4,HP0524|cag5,HP0525|virB11,HP0526|cagZ,HP0527|cagY,HP0528|cagX,HP0529|cagW,HP0530|cagV,HP0531|cagU,HP0532|cagT,HP0534|cagS,HP0535|cagQ,HP0536|cagP,HP0537|cagM,HP0538|cagN,HP0539|cagL,HP0540|cagI,HP0541,HP0542|cagG,HP0543|cagF,HP0544|cagE,HP0545|cagD,HP0546|cagC,HP0546|cagB
GCA_018120195.1	28	24	0.8571428571428571	complete	HP0521,HP0527|cagY,HP0535|cagQ,HP0546|cagB
GCA_018120215.1	28	6	0.21428571428571427	partial	HP0521,HP0527|cagY,HP0528|cagX,HP0529|cagW,HP0530|cagV,HP0531|cagU,HP0532|cagT,HP0534|cagS,HP0535|cagQ,HP0536|cagP,HP0537|cagM,HP0538|cagN,HP0539|cagL,HP0540|cagI,HP0541,HP0542|cagG,HP0543|cagF,HP0544|cagE,HP0545|cagD,HP0546|cagC,HP0546|cagB,HP0547|cagA
GCA_018120235.1	28	24	0.8571428571428571	complete	HP0521,HP0527|cagY,HP0535|cagQ,HP0546|cagB
GCA_018120245.1	28	24	0.8571428571428571	complete	HP0521,HP0535|cagQ,HP0546|cagB,HP0547|cagA
GCA_018120275.1	28	25	0.8928571428571429	complete	HP0521,HP0527|cagY,HP0535|cagQ
GCA_018120295.1	28	26	0.9285714285714286	complete	HP0521,HP0535|cagQ
GCA_018120315.1	28	24	0.8571428571428571	complete	HP0521,HP0527|cagY,HP0535|cagQ,HP0546|cagB
GCA_018120335.1	28	26	0.9285714285714286	complete	HP0521,HP0535|cagQ
GCA_018120355.1	28	25	0.8928571428571429	complete	HP0521,HP0535|cagQ,HP0547|cagA
GCA_018120375.1	28	26	0.9285714285714286	complete	HP0521,HP0535|cagQ
GCA_018120395.1	28	26	0.9285714285714286	complete	HP0521,HP0535|cagQ
GCA_018120415.1	28	26	0.9285714285714286	complete	HP0521,HP0535|cagQ
GCA_018120435.1	28	28	1.0	complete	
GCA_018120455.1	28	25	0.8928571428571429	complete	HP0521,HP0527|cagY,HP0535|cagQ
GCA_018120465.1	28	2	0.07142857142857142	empty	HP0521,HP0523|cag4,HP0524|cag5,HP0525|virB11,HP0526|cagZ,HP0527|cagY,HP0528|cagX,HP0529|cagW,HP0530|cagV,HP0531|cagU,HP0532|cagT,HP0534|cagS,HP0535|cagQ,HP0536|cagP,HP0537|cagM,HP0538|cagN,HP0539|cagL,HP0540|cagI,HP0541,HP0542|cagG,HP0543|cagF,HP0544|cagE,HP0545|cagD,HP0546|cagC,HP0546|cagB,HP0547|cagA
GCA_018120495.1	28	25	0.8928571428571429	complete	HP0521,HP0535|cagQ,HP0546|cagB
GCA_018120515.1	28	23	0.8214285714285714	partial	HP0521,HP0527|cagY,HP0535|cagQ,HP0546|cagB,HP0547|cagA
GCA_018120535.1	28	25	0.8928571428571429	complete	HP0521,HP0535|cagQ,HP0546|cagB
GCA_018120555.1	28	25	0.8928571428571429	complete	HP0521,HP0535|cagQ,HP0546|cagB
GCA_018120575.1	28	26	0.9285714285714286	complete	HP0521,HP0535|cagQ
GCA_018120595.1	28	25	0.8928571428571429	complete	HP0521,HP0527|cagY,HP0535|cagQ
GCA_018120615.1	28	25	0.8928571428571429	complete	HP0521,HP0535|cagQ,HP0546|cagB
GCA_018120635.1	28	25	0.8928571428571429	complete	HP0521,HP0535|cagQ,HP0546|cagB
GCA_018120645.1	28	26	0.9285714285714286	complete	HP0521,HP0535|cagQ
GCA_018120695.1	28	24	0.8571428571428571	complete	HP0521,HP0535|cagQ,HP0540|cagI,HP0546|cagB
GCA_018121375.1	28	24	0.8571428571428571	complete	HP0521,HP0527|cagY,HP0535|cagQ,HP0546|cagB
GCA_018121385.1	28	25	0.8928571428571429	complete	HP0521,HP0527|cagY,HP0535|cagQ
GCA_018121435.1	28	25	0.8928571428571429	complete	HP0521,HP0535|cagQ,HP0546|cagB
GCA_018121475.1	28	25	0.8928571428571429	complete	HP0521,HP0535|cagQ,HP0547|cagA
GCA_018121485.1	28	28	1.0	complete	
GCA_018121495.1	28	25	0.8928571428571429	complete	HP0521,HP0535|cagQ,HP0546|cagB
GCA_018121505.1	28	25	0.8928571428571429	complete	HP0521,HP0535|cagQ,HP0546|cagB
GCA_018121615.1	28	25	0.8928571428571429	complete	HP0521,HP0535|cagQ,HP0546|cagB
GCA_018121655.1	28	25	0.8928571428571429	complete	HP0521,HP0535|cagQ,HP0546|cagB
GCA_018121695.1	28	26	0.9285714285714286	complete	HP0521,HP0535|cagQ
GCA_018121705.1	28	26	0.9285714285714286	complete	HP0521,HP0535|cagQ
GCA_018121715.1	28	26	0.9285714285714286	complete	HP0521,HP0535|cagQ
GCA_018121755.1	28	28	1.0	complete	
GCA_018121795.1	28	28	1.0	complete	
GCA_018121815.1	28	28	1.0	complete	
GCA_018121825.1	28	24	0.8571428571428571	complete	HP0521,HP0527|cagY,HP0535|cagQ,HP0546|cagB
GCA_018121855.1	28	25	0.8928571428571429	complete	HP0521,HP0527|cagY,HP0535|cagQ
GCA_018121875.1	28	25	0.8928571428571429	complete	HP0521,HP0527|cagY,HP0535|cagQ
GCA_018121915.1	28	25	0.8928571428571429	complete	HP0521,HP0535|cagQ,HP0546|cagB
GCA_018121935.1	28	24	0.8571428571428571	complete	HP0521,HP0527|cagY,HP0535|cagQ,HP0546|cagB
GCA_018121955.1	28	24	0.8571428571428571	complete	HP0521,HP0527|cagY,HP0535|cagQ,HP0546|cagB
GCA_018121965.1	28	26	0.9285714285714286	complete	HP0521,HP0535|cagQ
GCA_018121975.1	28	25	0.8928571428571429	complete	HP0521,HP0535|cagQ,HP0546|cagB
GCA_018122015.1	28	2	0.07142857142857142	empty	HP0521,HP0522|cag3,HP0523|cag4,HP0524|cag5,HP0525|virB11,HP0526|cagZ,HP0527|cagY,HP0528|cagX,HP0529|cagW,HP0530|cagV,HP0531|cagU,HP0532|cagT,HP0535|cagQ,HP0536|cagP,HP0537|cagM,HP0538|cagN,HP0539|cagL,HP0540|cagI,HP0541,HP0542|cagG,HP0543|cagF,HP0544|cagE,HP0545|cagD,HP0546|cagC,HP0546|cagB,HP0547|cagA
GCA_018122025.1	28	25	0.8928571428571429	complete	HP0521,HP0535|cagQ,HP0546|cagB
GCA_018122055.1	28	23	0.8214285714285714	partial	HP0521,HP0527|cagY,HP0529|cagW,HP0535|cagQ,HP0543|cagF
GCA_018122065.1	28	25	0.8928571428571429	complete	HP0521,HP0535|cagQ,HP0546|cagB
GCA_018122095.1	28	26	0.9285714285714286	complete	HP0521,HP0535|cagQ
GCA_018122115.1	28	25	0.8928571428571429	complete	HP0521,HP0535|cagQ,HP0546|cagB
GCA_018122125.1	28	26	0.9285714285714286	complete	HP0521,HP0535|cagQ
GCA_018122145.1	28	26	0.9285714285714286	complete	HP0521,HP0535|cagQ
GCA_018122175.1	28	26	0.9285714285714286	complete	HP0521,HP0535|cagQ
GCA_018122185.1	28	26	0.9285714285714286	complete	HP0521,HP0535|cagQ
GCA_018122215.1	28	26	0.9285714285714286	complete	HP0521,HP0535|cagQ
GCA_018122225.1	28	26	0.9285714285714286	complete	HP0521,HP0535|cagQ
GCA_018122255.1	28	26	0.9285714285714286	complete	HP0521,HP0535|cagQ
GCA_018122275.1	28	25	0.8928571428571429	complete	HP0521,HP0535|cagQ,HP0546|cagB
GCA_019093785.1	28	3	0.10714285714285714	empty	HP0521,HP0524|cag5,HP0525|virB11,HP0526|cagZ,HP0527|cagY,HP0528|cagX,HP0529|cagW,HP0530|cagV,HP0531|cagU,HP0532|cagT,HP0534|cagS,HP0535|cagQ,HP0536|cagP,HP0537|cagM,HP0538|cagN,HP0539|cagL,HP0540|cagI,HP0541,HP0542|cagG,HP0543|cagF,HP0544|cagE,HP0545|cagD,HP0546|cagC,HP0546|cagB,HP0547|cagA
GCA_019311445.1	28	0	0.0	empty	HP0520|cag1,HP0521,HP0522|cag3,HP0523|cag4,HP0524|cag5,HP0525|virB11,HP0526|cagZ,HP0527|cagY,HP0528|cagX,HP0529|cagW,HP0530|cagV,HP0531|cagU,HP0532|cagT,HP0534|cagS,HP0535|cagQ,HP0536|cagP,HP0537|cagM,HP0538|cagN,HP0539|cagL,HP0540|cagI,HP0541,HP0542|cagG,HP0543|cagF,HP0544|cagE,HP0545|cagD,HP0546|cagC,HP0546|cagB,HP0547|cagA
GCA_019311485.1	28	26	0.9285714285714286	complete	HP0521,HP0535|cagQ
GCA_019311625.1	28	0	0.0	empty	HP0520|cag1,HP0521,HP0522|cag3,HP0523|cag4,HP0524|cag5,HP0525|virB11,HP0526|cagZ,HP0527|cagY,HP0528|cagX,HP0529|cagW,HP0530|cagV,HP0531|cagU,HP0532|cagT,HP0534|cagS,HP0535|cagQ,HP0536|cagP,HP0537|cagM,HP0538|cagN,HP0539|cagL,HP0540|cagI,HP0541,HP0542|cagG,HP0543|cagF,HP0544|cagE,HP0545|cagD,HP0546|cagC,HP0546|cagB,HP0547|cagA
GCA_019671185.1	28	26	0.9285714285714286	complete	HP0527|cagY,HP0535|cagQ
GCA_019671245.1	28	25	0.8928571428571429	complete	HP0521,HP0535|cagQ,HP0547|cagA
GCA_019671385.1	28	25	0.8928571428571429	complete	HP0521,HP0535|cagQ,HP0546|cagB
GCA_019671445.1	28	26	0.9285714285714286	complete	HP0521,HP0535|cagQ
GCA_019671485.1	28	26	0.9285714285714286	complete	HP0521,HP0535|cagQ
GCA_019671505.1	28	0	0.0	empty	HP0520|cag1,HP0521,HP0522|cag3,HP0523|cag4,HP0524|cag5,HP0525|virB11,HP0526|cagZ,HP0527|cagY,HP0528|cagX,HP0529|cagW,HP0530|cagV,HP0531|cagU,HP0532|cagT,HP0534|cagS,HP0535|cagQ,HP0536|cagP,HP0537|cagM,HP0538|cagN,HP0539|cagL,HP0540|cagI,HP0541,HP0542|cagG,HP0543|cagF,HP0544|cagE,HP0545|cagD,HP0546|cagC,HP0546|cagB,HP0547|cagA
GCA_019671525.1	28	25	0.8928571428571429	complete	HP0521,HP0535|cagQ,HP0546|cagB
GCA_019671545.1	28	26	0.9285714285714286	complete	HP0521,HP0535|cagQ
GCA_019671575.1	28	26	0.9285714285714286	complete	HP0521,HP0535|cagQ
GCA_019671595.1	28	9	0.32142857142857145	partial	HP0521,HP0530|cagV,HP0531|cagU,HP0532|cagT,HP0534|cagS,HP0535|cagQ,HP0536|cagP,HP0537|cagM,HP0538|cagN,HP0539|cagL,HP0540|cagI,HP0541,HP0542|cagG,HP0543|cagF,HP0544|cagE,HP0545|cagD,HP0546|cagC,HP0546|cagB,HP0547|cagA
GCA_019671605.1	28	25	0.8928571428571429	complete	HP0521,HP0535|cagQ,HP0547|cagA
GCA_019671635.1	28	25	0.8928571428571429	complete	HP0521,HP0546|cagB,HP0547|cagA
GCA_019671645.1	28	26	0.9285714285714286	complete	HP0521,HP0535|cagQ
GCA_019671675.1	28	25	0.8928571428571429	complete	HP0521,HP0535|cagQ,HP0547|cagA
GCA_019671695.1	28	25	0.8928571428571429	complete	HP0521,HP0527|cagY,HP0535|cagQ
GCA_019671715.1	28	26	0.9285714285714286	complete	HP0521,HP0535|cagQ
GCA_019671735.1	28	26	0.9285714285714286	complete	HP0521,HP0535|cagQ
GCA_019671745.1	28	25	0.8928571428571429	complete	HP0527|cagY,HP0528|cagX,HP0535|cagQ
GCA_019671775.1	28	25	0.8928571428571429	complete	HP0521,HP0535|cagQ,HP0547|cagA
GCA_019671795.1	28	25	0.8928571428571429	complete	HP0521,HP0527|cagY,HP0535|cagQ
GCA_019671815.1	28	25	0.8928571428571429	complete	HP0521,HP0535|cagQ,HP0547|cagA
GCA_019671825.1	28	25	0.8928571428571429	complete	HP0521,HP0535|cagQ,HP0547|cagA
GCA_019671875.1	28	24	0.8571428571428571	complete	HP0521,HP0535|cagQ,HP0546|cagB,HP0547|cagA
GCA_019671895.1	28	24	0.8571428571428571	complete	HP0521,HP0535|cagQ,HP0546|cagB,HP0547|cagA
GCA_019671905.1	28	26	0.9285714285714286	complete	HP0521,HP0535|cagQ
GCA_019671915.1	28	25	0.8928571428571429	complete	HP0521,HP0535|cagQ,HP0546|cagB
GCA_019671955.1	28	26	0.9285714285714286	complete	HP0521,HP0535|cagQ
GCA_019671985.1	28	25	0.8928571428571429	complete	HP0521,HP0535|cagQ,HP0547|cagA
GCA_019672035.1	28	0	0.0	empty	HP0520|cag1,HP0521,HP0522|cag3,HP0523|cag4,HP0524|cag5,HP0525|virB11,HP0526|cagZ,HP0527|cagY,HP0528|cagX,HP0529|cagW,HP0530|cagV,HP0531|cagU,HP0532|cagT,HP0534|cagS,HP0535|cagQ,HP0536|cagP,HP0537|cagM,HP0538|cagN,HP0539|cagL,HP0540|cagI,HP0541,HP0542|cagG,HP0543|cagF,HP0544|cagE,HP0545|cagD,HP0546|cagC,HP0546|cagB,HP0547|cagA
GCA_019672395.1	28	26	0.9285714285714286	complete	HP0521,HP0535|cagQ
GCA_019672435.1	28	26	0.9285714285714286	complete	HP0521,HP0535|cagQ
GCA_019672455.1	28	26	0.9285714285714286	complete	HP0521,HP0535|cagQ
GCA_019672515.1	28	23	0.8214285714285714	partial	HP0521,HP0527|cagY,HP0535|cagQ,HP0546|cagB,HP0547|cagA
GCA_019672535.1	28	24	0.8571428571428571	complete	HP0521,HP0535|cagQ,HP0546|cagB,HP0547|cagA
GCA_019672575.1	28	24	0.8571428571428571	complete	HP0521,HP0527|cagY,HP0535|cagQ,HP0546|cagB
GCA_019672655.1	28	25	0.8928571428571429	complete	HP0521,HP0527|cagY,HP0535|cagQ
GCA_019672685.1	28	24	0.8571428571428571	complete	HP0521,HP0527|cagY,HP0535|cagQ,HP0547|cagA
GCA_019672775.1	28	0	0.0	empty	HP0520|cag1,HP0521,HP0522|cag3,HP0523|cag4,HP0524|cag5,HP0525|virB11,HP0526|cagZ,HP0527|cagY,HP0528|cagX,HP0529|cagW,HP0530|cagV,HP0531|cagU,HP0532|cagT,HP0534|cagS,HP0535|cagQ,HP0536|cagP,HP0537|cagM,HP0538|cagN,HP0539|cagL,HP0540|cagI,HP0541,HP0542|cagG,HP0543|cagF,HP0544|cagE,HP0545|cagD,HP0546|cagC,HP0546|cagB,HP0547|cagA
GCA_019672875.1	28	26	0.9285714285714286	complete	HP0521,HP0535|cagQ
GCA_019672895.1	28	26	0.9285714285714286	complete	HP0521,HP0527|cagY
GCA_019673015.1	28	26	0.9285714285714286	complete	HP0527|cagY,HP0535|cagQ
GCA_019673105.1	28	25	0.8928571428571429	complete	HP0521,HP0535|cagQ,HP0546|cagB
GCA_019673255.1	28	24	0.8571428571428571	complete	HP0521,HP0527|cagY,HP0535|cagQ,HP0546|cagB
GCA_019673275.1	28	27	0.9642857142857143	complete	HP0535|cagQ
GCA_019673335.1	28	25	0.8928571428571429	complete	HP0521,HP0535|cagQ,HP0546|cagB
GCA_019673355.1	28	0	0.0	empty	HP0520|cag1,HP0521,HP0522|cag3,HP0523|cag4,HP0524|cag5,HP0525|virB11,HP0526|cagZ,HP0527|cagY,HP0528|cagX,HP0529|cagW,HP0530|cagV,HP0531|cagU,HP0532|cagT,HP0534|cagS,HP0535|cagQ,HP0536|cagP,HP0537|cagM,HP0538|cagN,HP0539|cagL,HP0540|cagI,HP0541,HP0542|cagG,HP0543|cagF,HP0544|cagE,HP0545|cagD,HP0546|cagC,HP0546|cagB,HP0547|cagA
GCA_019673375.1	28	25	0.8928571428571429	complete	HP0521,HP0535|cagQ,HP0546|cagB
GCA_019673395.1	28	25	0.8928571428571429	complete	HP0521,HP0535|cagQ,HP0546|cagB
GCA_019673455.1	28	25	0.8928571428571429	complete	HP0521,HP0527|cagY,HP0535|cagQ
GCA_019673475.1	28	25	0.8928571428571429	complete	HP0521,HP0535|cagQ,HP0547|cagA
GCA_019673515.1	28	0	0.0	empty	HP0520|cag1,HP0521,HP0522|cag3,HP0523|cag4,HP0524|cag5,HP0525|virB11,HP0526|cagZ,HP0527|cagY,HP0528|cagX,HP0529|cagW,HP0530|cagV,HP0531|cagU,HP0532|cagT,HP0534|cagS,HP0535|cagQ,HP0536|cagP,HP0537|cagM,HP0538|cagN,HP0539|cagL,HP0540|cagI,HP0541,HP0542|cagG,HP0543|cagF,HP0544|cagE,HP0545|cagD,HP0546|cagC,HP0546|cagB,HP0547|cagA
GCA_019673525.1	28	26	0.9285714285714286	complete	HP0521,HP0535|cagQ
GCA_019673555.1	28	26	0.9285714285714286	complete	HP0527|cagY,HP0535|cagQ
GCA_019673575.1	28	25	0.8928571428571429	complete	HP0521,HP0535|cagQ,HP0547|cagA
