ref	qry	ani	d_cagpai_state	d_cagA	d_vacA	d_res_clarithromycin	d_res_levofloxacin	d_disease_group	d_lineage	sv_burden_abs_diff
GCA_001939315.1	GCA_019671815.1	97.08	0	1.0	0.0	0	0	1	0	0
GCA_001939315.1	GCA_018120335.1	97.08	0	0.0	1.0	0	0	1	0	2
GCA_001939315.1	GCA_022922055.1	97.16	0	0.0	0.0	0	0	1	0	1
GCA_001939315.1	GCA_023024715.1	97.11	0	0.0	0.0	0	1	1	0	6
GCA_001939315.1	GCA_018120615.1	97.04	1	0.0	0.0	0	0	1	0	0
GCA_001939315.1	GCA_018122095.1	97.08	1	0.0	0.0	0	0	1	0	1
GCA_001939315.1	GCA_022924175.1	97.16	1	0.0	1.0	0	0	1	0	1
GCA_001939315.1	GCA_018120275.1	97.07	0	0.0	1.0	0	0	1	0	4
GCA_001939315.1	GCA_018121705.1	97.03	0	0.0	1.0	0	0	1	0	0
GCA_001939315.1	GCA_022921935.1	97.16	0	0.0	1.0	1	0	1	0	2
GCA_001939315.1	GCA_019671185.1	97.1	0	0.0	1.0	0	0	0	0	4
GCA_001939315.1	GCA_022925925.1	97.16	0	0.0	1.0	1	0	1	0	1
GCA_001939315.1	GCA_019672455.1	97.04	0	0.0	0.0	0	0	0	0	0
GCA_001939315.1	GCA_018122025.1	97.09	0	0.0	1.0	0	0	1	0	5
GCA_001939315.1	GCA_022923615.1	97.16	0	0.0	1.0	0	0	1	0	4
GCA_001939315.1	GCA_018121615.1	97.04	0	0.0	1.0	0	0	1	0	4
GCA_015904485.1	GCA_015905005.1	97.07	1		1.0	0	0	0	0	2
GCA_022924475.1	GCA_022925815.1	97.28	1	0.0	0.0	0	0	0	0	6
GCA_022924475.1	GCA_023024815.1	97.14	1	0.0	1.0	0	0	0	0	2
GCA_022924475.1	GCA_022924995.1	97.01	0	0.0	1.0	1	0	1	0	3
GCA_022924475.1	GCA_047532155.1	97.25	0	0.0	0.0	0	0	1	0	10
GCA_022924475.1	GCA_022925875.1	97.14	0	0.0	0.0	0	0	0	0	9
GCA_022924475.1	GCA_022925255.1	97.14	0	0.0	0.0	0	0	1	0	7
GCA_022924475.1	GCA_022925945.1	97.14	0	0.0	0.0	1	0	1	0	7
GCA_022924475.1	GCA_022924655.1	97.15	0	0.0	1.0	1	0	0	0	3
GCA_022924475.1	GCA_022925775.1	97.14	1	0.0	0.0	0	0	1	0	6
GCA_022924475.1	GCA_023024715.1	97.01	1	0.0	1.0	0	1	1	0	1
GCA_022924475.1	GCA_022924875.1	97.01	0	0.0	1.0	0	0	0	0	8
GCA_022924475.1	GCA_022925855.1	97.14	0	0.0	0.0	0	0	0	0	5
GCA_022924475.1	GCA_022925175.1	97.14	0	0.0	1.0	1	0	1	0	4
GCA_022924475.1	GCA_022925925.1	97.14	1	0.0	0.0	1	0	0	0	4
GCA_022924475.1	GCA_022925755.1	97.15	0	0.0	0.0	0	0	1	0	4
GCA_022924475.1	GCA_035621155.1	97.15	0	0.0	1.0	1	0	1	0	5
GCA_022924475.1	GCA_022969895.1	97.15	0	0.0	0.0	1	0	1	0	3
GCA_022924475.1	GCA_022924735.1	97.15	0	0.0	0.0	0	0	0	0	9
GCA_009741025.1	GCA_022921355.1	97.05	1	0.0	1.0	0	0	1	0	7
GCA_009741025.1	GCA_022925815.1	97.19	0	0.0	1.0	1	0	1	0	2
GCA_009741025.1	GCA_022922415.1	97.05	1	0.0	0.0	0	0	1	0	2
GCA_009741025.1	GCA_019674015.1	97.1	0	0.0	1.0	1	0	1	0	6
GCA_009741025.1	GCA_023024815.1	97.05	0	0.0	0.0	1	0	1	0	6
GCA_009741025.1	GCA_018121965.1	97.04	0	0.0	1.0	1	0	1	0	8
GCA_009741025.1	GCA_022923155.1	97.05	1	0.0	0.0	1	0	1	0	0
GCA_009741025.1	GCA_018120635.1	97.05	1	0.0	0.0	1	0	1	0	4
GCA_009741025.1	GCA_019674515.1	97.07	0	1.0	1.0	1	0	1	0	1
GCA_009741025.1	GCA_018120155.1	97.01	1	0.0	1.0	1	0	1	0	4
GCA_009741025.1	GCA_022924355.1	97.19	1	0.0	1.0	1	0	1	0	7
GCA_009741025.1	GCA_022921975.1	97.05	1	0.0	0.0	0	0	1	0	1
GCA_009741025.1	GCA_019671245.1	97.07	0	0.0	0.0	1	0	1	0	3
GCA_009741025.1	GCA_022925945.1	97.05	1	0.0	1.0	0	0	1	0	1
GCA_009741025.1	GCA_018121915.1	97.05	0	0.0	0.0	1	0	1	0	6
GCA_009741025.1	GCA_022923035.1	97.04	0	0.0	1.0	0	0	1	0	4
GCA_009741025.1	GCA_019674475.1	97.07	0	0.0	0.0	1	0	1	0	3
GCA_009741025.1	GCA_022923775.1	97.05	0	0.0	0.0	1	0	1	0	6
GCA_009741025.1	GCA_019673375.1	97.07	0	0.0	1.0	0	0	1	0	1
GCA_009741025.1	GCA_022924875.1	97.05	1	0.0	0.0	1	0	1	0	0
GCA_009741025.1	GCA_022921455.1	97.05	1	0.0	1.0	1	0	1	0	1
GCA_009741025.1	GCA_019673575.1	97.04	0	0.0	0.0	0	0	1	0	8
GCA_009741025.1	GCA_022925855.1	97.05	1	0.0	1.0	1	0	1	0	3
GCA_009741025.1	GCA_022922955.1	97.04	0	0.0	0.0	1	0	1	0	2
GCA_009741025.1	GCA_019674095.1	97.1	0	0.0	1.0	1	0	1	0	0
GCA_009741025.1	GCA_022923515.1	97.05	0	0.0	0.0	0	0	1	0	3
GCA_009741025.1	GCA_019674555.1	97.09	1	0.0	1.0	1	0	1	0	4
GCA_009741025.1	GCA_022924475.1	97.04	1	0.0	1.0	1	0	1	0	8
GCA_009741025.1	GCA_022921295.1	97.05	1	0.0	0.0	1	0	1	0	4
GCA_009741025.1	GCA_018120315.1	97.18	0	0.0	1.0	1	0	1	0	2
GCA_009741025.1	GCA_022925755.1	97.04	1	0.0	1.0	1	0	1	0	4
GCA_009741025.1	GCA_022922035.1	97.05	1	1.0	1.0	0	0	1	0	7
GCA_009741025.1	GCA_018120455.1	97.04	0	0.0	1.0	1	0	1	0	1
GCA_009741025.1	GCA_019671385.1	97.11	0	0.0	0.0	1	0	1	0	3
GCA_009741025.1	GCA_022969895.1	97.08	1	0.0	1.0	0	0	1	0	5
GCA_009741025.1	GCA_022923115.1	97.04	0	0.0	1.0	1	0	1	0	3
GCA_009741025.1	GCA_018120595.1	97.04	0	0.0	1.0	1	0	1	0	3
GCA_009741025.1	GCA_018122065.1	97.11	0	0.0	1.0	1	0	1	0	2
GCA_009741025.1	GCA_022924035.1	97.19	0	0.0	0.0	1	0	1	0	7
GCA_009741025.1	GCA_018121435.1	97.11	0	0.0	0.0	1	0	1	0	2
GCA_009741025.1	GCA_018120245.1	97.0	0	0.0	0.0	0	0	1	0	2
GCA_009741025.1	GCA_019673395.1	97.04	1	0.0	1.0	1	0	1	0	5
GCA_009741025.1	GCA_022924995.1	97.04	1	0.0	0.0	0	0	1	0	5
GCA_009741025.1	GCA_018121695.1	97.01	1	0.0	1.0	0	0	1	0	1
GCA_009741025.1	GCA_009741145.1	97.13	0	0.0	1.0	0	0	0	0	5
GCA_009741025.1	GCA_022921855.1	97.05	0	0.0	1.0	0	0	1	0	4
GCA_009741025.1	GCA_022925875.1	97.04	1	0.0	1.0	1	0	1	0	1
GCA_009741025.1	GCA_022922995.1	97.04	0	0.0	0.0	1	0	1	0	0
GCA_009741025.1	GCA_019674175.1	97.1	1	0.0	1.0	0	0	1	0	5
GCA_009741025.1	GCA_018122015.1	97.04	1		1.0	1	0	1	0	8
GCA_009741025.1	GCA_018120695.1	97.06	0	0.0	0.0	1	0	1	0	8
GCA_009741025.1	GCA_022924655.1	97.05	1	0.0	0.0	0	0	1	0	5
GCA_009741025.1	GCA_022921335.1	97.05	0	0.0	1.0	0	0	1	0	4
GCA_009741025.1	GCA_022925775.1	97.05	0	0.0	1.0	1	0	1	0	2
GCA_009741025.1	GCA_022922055.1	97.04	0	0.0	0.0	1	0	1	0	4
GCA_009741025.1	GCA_019673995.1	97.07	0	0.0	0.0	1	0	1	0	4
GCA_009741025.1	GCA_023024715.1	97.01	0	0.0	0.0	1	1	1	0	9
GCA_009741025.1	GCA_018121955.1	97.11	0	0.0	1.0	0	0	1	0	1
GCA_009741025.1	GCA_022923135.1	97.05	1	0.0	0.0	1	0	1	0	0
GCA_009741025.1	GCA_018120615.1	97.04	1	0.0	0.0	1	0	1	0	3
GCA_009741025.1	GCA_019674505.1	97.07	0	0.0	1.0	1	0	1	0	2
GCA_009741025.1	GCA_022924175.1	97.04	1	0.0	1.0	1	0	1	0	2
GCA_009741025.1	GCA_018121475.1	97.07	0	0.0	1.0	1	0	1	0	0
GCA_009741025.1	GCA_019677055.1	97.1	1	0.0	1.0	1	0	1	0	2
GCA_009741025.1	GCA_022925175.1	97.05	1	0.0	0.0	0	0	1	0	4
GCA_009741025.1	GCA_018121705.1	97.04	0	0.0	1.0	1	0	1	0	3
GCA_009741025.1	GCA_022921935.1	97.19	0	0.0	1.0	0	0	1	0	5
GCA_009741025.1	GCA_019671185.1	97.09	0	0.0	1.0	1	0	1	0	1
GCA_009741025.1	GCA_022925925.1	97.05	0	0.0	1.0	0	0	1	0	4
GCA_009741025.1	GCA_019672455.1	97.04	0	0.0	0.0	1	0	1	0	3
GCA_009741025.1	GCA_022923015.1	97.05	1	0.0	1.0	0	0	1	0	2
GCA_009741025.1	GCA_018120555.1	97.01	0	0.0	1.0	1	0	1	0	1
GCA_009741025.1	GCA_022923615.1	97.04	0	0.0	1.0	1	0	1	0	7
GCA_009741025.1	GCA_019676035.1	97.03	0	0.0	0.0	0	0	1	0	3
GCA_009741025.1	GCA_022924735.1	97.05	1	0.0	1.0	1	0	1	0	1
GCA_019671795.1	GCA_022921355.1	97.06	1	0.0	1.0	1	0	1	0	2
GCA_019671795.1	GCA_022925815.1	97.07	0	0.0	1.0	0	0	1	0	3
GCA_019671795.1	GCA_022924035.1	97.06	0	0.0	0.0	0	0	1	0	2
GCA_019671795.1	GCA_022922415.1	97.06	1	0.0	0.0	1	0	1	0	3
GCA_019671795.1	GCA_019674015.1	97.08	0	0.0	1.0	0	0	1	0	1
GCA_019671795.1	GCA_019673395.1	97.04	1	0.0	1.0	0	0	1	0	0
GCA_019671795.1	GCA_022923155.1	97.06	1	0.0	0.0	0	0	1	0	5
GCA_019671795.1	GCA_022921855.1	97.06	0	0.0	1.0	1	0	1	0	1
GCA_019671795.1	GCA_019674515.1	97.06	0	1.0	1.0	0	0	1	0	4
GCA_019671795.1	GCA_019672435.1	97.07	0	1.0	0.0	0	0	0	0	6
GCA_019671795.1	GCA_019674175.1	97.1	1	0.0	1.0	1	0	1	0	0
GCA_019671795.1	GCA_019671915.1	97.07	0	1.0	0.0	0	0	1	0	8
GCA_019671795.1	GCA_022921975.1	97.06	1	0.0	0.0	1	0	0	0	6
GCA_019671795.1	GCA_022923035.1	97.06	0	0.0	1.0	1	0	0	0	1
GCA_019671795.1	GCA_019671815.1	97.61	0	1.0	0.0	0	0	0	0	2
GCA_019671795.1	GCA_022921335.1	97.06	0	0.0	1.0	1	0	0	0	1
GCA_019671795.1	GCA_019674475.1	97.07	0	0.0	0.0	0	0	1	0	2
GCA_019671795.1	GCA_019673525.1	97.04	1	0.0	0.0	1	0	1	0	6
GCA_019671795.1	GCA_022925775.1	97.06	0	0.0	1.0	0	0	0	0	3
GCA_019671795.1	GCA_022923775.1	97.06	0	0.0	0.0	0	0	0	0	11
GCA_019671795.1	GCA_019673375.1	97.04	0	0.0	1.0	1	0	1	0	6
GCA_019671795.1	GCA_022923135.1	97.06	1	0.0	0.0	0	0	1	0	5
GCA_019671795.1	GCA_022921455.1	97.06	1	0.0	1.0	0	0	0	0	4
GCA_019671795.1	GCA_019674505.1	97.07	0	0.0	1.0	0	0	1	0	7
GCA_019671795.1	GCA_019673575.1	97.04	0	0.0	0.0	1	0	1	0	3
GCA_019671795.1	GCA_022925855.1	97.06	1	0.0	1.0	0	0	1	0	2
GCA_019671795.1	GCA_022924175.1	97.06	1	0.0	1.0	0	0	0	0	3
GCA_019671795.1	GCA_019672395.1	97.07	0	1.0	0.0	0	0	0	0	1
GCA_019671795.1	GCA_019677055.1	97.08	1	0.0	1.0	0	0	1	0	3
GCA_019671795.1	GCA_019673455.1	97.0	0	0.0	0.0	0	0	1	0	1
GCA_019671795.1	GCA_022925175.1	97.06	1	0.0	0.0	1	0	0	0	1
GCA_019671795.1	GCA_022923515.1	97.06	0	0.0	0.0	1	0	1	0	2
GCA_019671795.1	GCA_022921935.1	97.06	0	0.0	1.0	1	0	1	0	0
GCA_019671795.1	GCA_019674555.1	97.08	1	0.0	1.0	0	0	1	0	1
GCA_019671795.1	GCA_022925925.1	97.06	0	0.0	1.0	1	0	1	0	1
GCA_019671795.1	GCA_022924475.1	97.06	1	0.0	1.0	0	0	1	0	3
GCA_019671795.1	GCA_019674335.1	97.08	1	0.0	1.0	0	0	1	0	0
GCA_019671795.1	GCA_022925755.1	97.06	1	0.0	1.0	0	0	0	0	1
GCA_019671795.1	GCA_019671955.1	97.17	0	1.0	0.0	0	0	0	0	8
GCA_019671795.1	GCA_022969895.1	97.07	1	0.0	1.0	1	0	0	0	0
GCA_019671795.1	GCA_022924735.1	97.07	1	0.0	1.0	0	0	1	0	6
GCA_019671795.1	GCA_022923115.1	97.06	0	0.0	1.0	0	0	1	0	8
GCA_019671795.1	GCA_019671825.1	97.03	0	1.0	0.0	0	0	0	0	3
GCA_018120315.1	GCA_022921355.1	97.26	1	0.0	1.0	1	0	0	0	9
GCA_018120315.1	GCA_018120355.1	97.04	0	0.0	1.0	1	0	0	0	8
GCA_018120315.1	GCA_022925815.1	97.13	0	0.0	0.0	0	0	0	0	4
GCA_018120315.1	GCA_022922415.1	97.13	1	0.0	1.0	1	0	0	0	4
GCA_018120315.1	GCA_018120495.1	97.18	1	0.0	0.0	1	0	0	0	6
GCA_018120315.1	GCA_019674015.1	97.22	0	0.0	0.0	0	0	1	0	8
GCA_018120315.1	GCA_023024815.1	97.13	0	0.0	1.0	0	0	0	0	8
GCA_018120315.1	GCA_018121965.1	97.18	0	0.0	1.0	0	0	0	0	10
GCA_018120315.1	GCA_019672655.1	97.24	0	0.0	1.0	1	0	1	0	2
GCA_018120315.1	GCA_047532155.1	97.04	1	0.0	0.0	0	0	1	0	0
GCA_018120315.1	GCA_022923155.1	97.26	1	0.0	1.0	0	0	0	0	2
GCA_018120315.1	GCA_018120635.1	97.18	1	0.0	1.0	0	0	0	0	2
GCA_018120315.1	GCA_019671635.1	97.05	1	0.0	1.0	0	0	1	0	3
GCA_018120315.1	GCA_019674515.1	97.06	0	1.0	0.0	0	0	1	0	3
GCA_018120315.1	GCA_018122115.1	97.18	1	0.0	0.0	1	0	0	0	0
GCA_018120315.1	GCA_019673255.1	97.04	1	0.0	0.0	0	0	0	0	5
GCA_018120315.1	GCA_022924355.1	97.13	1	0.0	0.0	0	0	1	0	9
GCA_018120315.1	GCA_022921215.1	97.13	1	0.0	1.0	0	0	1	0	5
GCA_018120315.1	GCA_018122255.1	97.04	0	0.0	0.0	0	0	0	0	2
GCA_018120315.1	GCA_022925255.1	97.09	1	0.0	0.0	0	0	1	0	3
GCA_018120315.1	GCA_018121715.1	97.31	1	0.0	1.0	1	0	0	0	5
GCA_018120315.1	GCA_019671915.1	97.08	0	1.0	1.0	0	0	0	0	1
GCA_018120315.1	GCA_022921975.1	97.14	1	0.0	1.0	1	0	1	0	1
GCA_018120315.1	GCA_019671245.1	97.06	0	0.0	1.0	0	0	1	0	5
GCA_018120315.1	GCA_022925945.1	97.13	1	0.0	0.0	1	0	1	0	3
GCA_018120315.1	GCA_018121915.1	97.18	0	0.0	1.0	0	0	0	0	4
GCA_018120315.1	GCA_019672515.1	97.18	1	0.0	0.0	1	0	1	0	8
GCA_018120315.1	GCA_022923035.1	97.27	0	0.0	0.0	1	0	1	0	6
GCA_018120315.1	GCA_018120575.1	97.18	0	0.0	0.0	1	0	0	0	0
GCA_018120315.1	GCA_019674475.1	97.21	0	0.0	1.0	0	0	1	0	5
GCA_018120315.1	GCA_018122055.1	97.06	1	0.0	1.0	0	0	0	0	8
GCA_018120315.1	GCA_019672895.1	97.18	0	0.0	1.0	1	0	1	0	7
GCA_018120315.1	GCA_022923775.1	97.13	0	0.0	1.0	0	0	1	0	4
GCA_018120315.1	GCA_018121385.1	97.18	1	0.0	0.0	0	0	0	0	4
GCA_018120315.1	GCA_018122185.1	97.04	0	0.0	0.0	0	0	0	0	4
GCA_018120315.1	GCA_019673375.1	97.03	0	0.0	0.0	1	0	0	0	1
GCA_018120315.1	GCA_022924875.1	97.15	1	0.0	1.0	0	0	0	0	2
GCA_018120315.1	GCA_018121655.1	97.06	0	0.0	0.0	1	0	0	0	1
GCA_018120315.1	GCA_022921455.1	97.13	1	0.0	1.0	0	0	1	0	3
GCA_018120315.1	GCA_018120375.1	97.04	0	0.0	0.0	0	0	0	0	3
GCA_018120315.1	GCA_019673575.1	97.18	0	0.0	1.0	1	0	0	0	10
GCA_018120315.1	GCA_022925855.1	97.26	1	0.0	0.0	0	0	0	0	5
GCA_018120315.1	GCA_018121825.1	97.04	0	0.0	1.0	0	0	0	0	0
GCA_018120315.1	GCA_022922955.1	97.13	0	0.0	1.0	0	0	1	0	4
GCA_018120315.1	GCA_018120515.1	97.04	1	0.0	0.0	1	0	0	0	1
GCA_018120315.1	GCA_019674095.1	97.21	0	0.0	0.0	0	0	1	0	2
GCA_018120315.1	GCA_018121975.1	97.07	1	0.0	0.0	1	0	0	0	0
GCA_018120315.1	GCA_019672685.1	97.18	0	0.0	1.0	0	0	1	0	10
GCA_018120315.1	GCA_022923515.1	97.26	0	0.0	1.0	1	0	0	0	5
GCA_018120315.1	GCA_018120645.1	97.04	0	0.0	0.0	0	0	0	0	1
GCA_018120315.1	GCA_019671645.1	97.03	1	1.0	1.0	0	0	1	0	7
GCA_018120315.1	GCA_019674555.1	97.21	1	0.0	0.0	0	0	1	0	6
GCA_018120315.1	GCA_018122125.1	97.04	0	0.0	0.0	0	0	0	0	1
GCA_018120315.1	GCA_022924475.1	97.13	1	0.0	0.0	0	0	0	0	10
GCA_018120315.1	GCA_018121495.1	97.09	1	0.0	0.0	1	0	0	0	5
GCA_018120315.1	GCA_019671795.1	97.05	0	0.0	1.0	0	0	1	0	7
GCA_018120315.1	GCA_022921295.1	97.13	1	0.0	1.0	0	0	1	0	6
GCA_018120315.1	GCA_018122275.1	97.04	0	0.0	1.0	0	0	0	0	7
GCA_018120315.1	GCA_022925755.1	97.13	1	0.0	0.0	0	0	1	0	6
GCA_018120315.1	GCA_022922035.1	97.13	1	1.0	0.0	1	0	0	0	9
GCA_018120315.1	GCA_018120455.1	97.3	0	0.0	0.0	0	0	0	0	3
GCA_018120315.1	GCA_019671385.1	97.31	0	0.0	1.0	0	0	1	0	5
GCA_018120315.1	GCA_019673955.1	97.08	1	1.0	0.0	0	0	1	0	7
GCA_018120315.1	GCA_022969895.1	97.06	1	0.0	0.0	1	0	1	0	7
GCA_018120315.1	GCA_018121935.1	97.18	0	0.0	1.0	1	0	0	0	0
GCA_018120315.1	GCA_019672535.1	97.04	0	1.0	1.0	0	0	1	0	6
GCA_018120315.1	GCA_022923115.1	97.13	0	0.0	0.0	0	0	0	0	1
GCA_018120315.1	GCA_018120595.1	97.17	0	0.0	0.0	0	0	0	0	5
GCA_018120315.1	GCA_019671595.1	97.03	1	0.0	1.0	0	0	1	0	5
GCA_018120315.1	GCA_018122065.1	97.04	0	0.0	0.0	0	0	0	0	4
GCA_018120315.1	GCA_022924035.1	97.26	0	0.0	1.0	0	0	0	0	9
GCA_018120315.1	GCA_018121435.1	97.31	0	0.0	1.0	0	0	0	0	4
GCA_018120315.1	GCA_019671735.1	97.08	0	1.0	1.0	1	0	1	0	2
GCA_018120315.1	GCA_018122215.1	97.04	0	0.0	0.0	0	0	0	0	4
GCA_018120315.1	GCA_019673395.1	97.3	1	0.0	1.0	0	0	0	0	7
GCA_018120315.1	GCA_022924995.1	97.13	1	0.0	1.0	1	0	1	0	7
GCA_018120315.1	GCA_018121695.1	97.25	1	0.0	0.0	1	0	0	0	1
GCA_018120315.1	GCA_022921855.1	97.26	0	0.0	0.0	1	0	0	0	6
GCA_018120315.1	GCA_018120395.1	97.04	0	0.0	0.0	0	0	0	0	3
GCA_018120315.1	GCA_022925875.1	97.13	1	0.0	0.0	0	0	0	0	1
GCA_018120315.1	GCA_018121855.1	97.18	0	0.0	0.0	0	0	0	0	0
GCA_018120315.1	GCA_019672435.1	97.08	0	1.0	1.0	0	0	1	0	1
GCA_018120315.1	GCA_022922995.1	97.13	0	0.0	1.0	0	0	1	0	2
GCA_018120315.1	GCA_019674175.1	97.22	1	0.0	1.0	1	0	1	0	7
GCA_018120315.1	GCA_018122015.1	97.18	1		0.0	0	0	0	0	10
GCA_018120315.1	GCA_019672775.1	97.04	1		1.0	0	0	1	0	9
GCA_018120315.1	GCA_022923575.1	97.13	0	0.0	1.0	1	0	1	0	6
GCA_018120315.1	GCA_018120695.1	97.17	0	0.0	1.0	0	0	1	0	10
GCA_018120315.1	GCA_018122145.1	97.04	0	0.0	0.0	0	0	0	0	3
GCA_018120315.1	GCA_019673335.1	97.04	0	0.0	0.0	0	0	0	0	3
GCA_018120315.1	GCA_022924655.1	97.13	1	0.0	1.0	1	0	0	0	7
GCA_018120315.1	GCA_018121505.1	97.05	0	0.0	1.0	0	0	0	0	3
GCA_018120315.1	GCA_019671815.1	97.05	0	1.0	1.0	0	0	1	0	5
GCA_018120315.1	GCA_022921335.1	97.26	0	0.0	0.0	1	0	1	0	6
GCA_018120315.1	GCA_018120335.1	97.04	0	0.0	0.0	0	0	0	0	3
GCA_018120315.1	GCA_019673525.1	97.18	1	0.0	1.0	1	0	0	0	13
GCA_018120315.1	GCA_022925775.1	97.13	0	0.0	0.0	0	0	1	0	4
GCA_018120315.1	GCA_022922055.1	97.13	0	0.0	1.0	0	0	0	0	6
GCA_018120315.1	GCA_018120465.1	97.18	1		1.0	0	0	0	0	2
GCA_018120315.1	GCA_019671445.1	97.03	0	0.0	1.0	0	0	1	0	4
GCA_018120315.1	GCA_019673995.1	97.07	0	0.0	1.0	0	0	1	0	6
GCA_018120315.1	GCA_023024715.1	97.1	0	0.0	1.0	0	1	1	0	11
GCA_018120315.1	GCA_018121955.1	97.18	0	0.0	0.0	1	0	0	0	1
GCA_018120315.1	GCA_019672575.1	97.07	0	0.0	1.0	0	0	1	0	14
GCA_018120315.1	GCA_022923135.1	97.26	1	0.0	1.0	0	0	0	0	2
GCA_018120315.1	GCA_018120615.1	97.17	1	0.0	1.0	0	0	0	0	5
GCA_018120315.1	GCA_019674505.1	97.21	0	0.0	0.0	0	0	1	0	0
GCA_018120315.1	GCA_018122095.1	97.04	1	0.0	1.0	0	0	0	0	6
GCA_018120315.1	GCA_022924175.1	97.13	1	0.0	0.0	0	0	1	0	4
GCA_018120315.1	GCA_018121475.1	97.06	0	0.0	0.0	0	0	0	0	2
GCA_018120315.1	GCA_019671745.1	97.04	0	0.0	1.0	0	0	1	0	2
GCA_018120315.1	GCA_018122225.1	97.04	0	0.0	0.0	0	0	0	0	3
GCA_018120315.1	GCA_022925175.1	97.13	1	0.0	1.0	1	0	1	0	6
GCA_018120315.1	GCA_018121705.1	97.3	0	0.0	0.0	0	0	0	0	5
GCA_018120315.1	GCA_019671905.1	97.04	0	1.0	1.0	1	0	1	0	7
GCA_018120315.1	GCA_022921935.1	97.13	0	0.0	0.0	1	0	0	0	7
GCA_018120315.1	GCA_018120415.1	97.04	0	0.0	0.0	0	0	0	0	2
GCA_018120315.1	GCA_019671185.1	97.09	0	0.0	1.0	0	0	1	0	1
GCA_018120315.1	GCA_022925925.1	97.26	0	0.0	0.0	1	0	0	0	6
GCA_018120315.1	GCA_018121875.1	97.04	0	0.0	0.0	0	0	0	0	1
GCA_018120315.1	GCA_019672455.1	97.17	0	0.0	1.0	0	0	1	0	5
GCA_018120315.1	GCA_022923015.1	97.13	1	0.0	0.0	1	0	1	0	4
GCA_018120315.1	GCA_018120555.1	97.22	0	0.0	1.0	0	0	0	0	3
GCA_018120315.1	GCA_019674335.1	97.08	1	0.0	0.0	0	0	0	0	7
GCA_018120315.1	GCA_018122025.1	97.06	0	0.0	0.0	0	0	0	0	0
GCA_018120315.1	GCA_019672875.1	97.24	0	0.0	1.0	0	0	1	0	1
GCA_018120315.1	GCA_022923615.1	97.13	0	0.0	0.0	0	0	1	0	9
GCA_018120315.1	GCA_018121375.1	97.18	1	0.0	0.0	0	0	0	0	1
GCA_018120315.1	GCA_035621155.1	97.0	1	0.0	1.0	1	0	1	0	5
GCA_018120315.1	GCA_019676035.1	97.03	0	0.0	1.0	1	0	1	0	1
GCA_018120315.1	GCA_018122175.1	97.04	0	0.0	0.0	0	0	0	0	3
GCA_018120315.1	GCA_022924735.1	97.13	1	0.0	0.0	0	0	0	0	1
GCA_018120315.1	GCA_018121615.1	97.18	0	0.0	0.0	0	0	0	0	9
GCA_011175145.1	GCA_014497745.1	97.0	1		1.0	0	0	1	0	3
GCA_018121755.1	GCA_018121815.1	99.99	0	0.0	0.0	0	0	0	0	0
GCA_018121755.1	GCA_018121795.1	99.99	0	0.0	0.0	0	0	0	0	1
GCA_040860925.1	GCA_040861165.1	98.9	0	0.0	1.0	0	0	0	0	1
GCA_040860925.1	GCA_040861005.1	98.99	0	0.0	1.0	0	0	1	0	3
GCA_040860925.1	GCA_040861225.1	99.13	0	1.0	1.0	0	0	1	0	2
GCA_040860925.1	GCA_040861245.1	98.55	0	1.0	0.0	0	0	1	0	3
GCA_022922035.1	GCA_022925815.1	97.28	1	1.0	0.0	1	0	0	0	5
GCA_022922035.1	GCA_022924035.1	97.14	1	1.0	1.0	1	0	0	0	0
GCA_022922035.1	GCA_022922415.1	97.14	0	1.0	1.0	0	0	0	0	5
GCA_022922035.1	GCA_023024815.1	97.14	1	1.0	1.0	1	0	0	0	1
GCA_022922035.1	GCA_022924995.1	97.15	0	1.0	1.0	0	0	1	0	2
GCA_022922035.1	GCA_047532155.1	97.38	0	1.0	0.0	1	0	1	0	9
GCA_022922035.1	GCA_022923155.1	97.28	0	1.0	1.0	1	0	0	0	7
GCA_022922035.1	GCA_022925875.1	97.14	0	1.0	0.0	1	0	0	0	8
GCA_022922035.1	GCA_022924355.1	97.15	0	1.0	0.0	1	0	1	0	0
GCA_022922035.1	GCA_022922995.1	97.01	1	1.0	1.0	1	0	1	0	7
GCA_022922035.1	GCA_022925255.1	97.28	0	1.0	0.0	1	0	1	0	6
GCA_022922035.1	GCA_022923575.1	97.01	1	1.0	1.0	0	0	1	0	3
GCA_022922035.1	GCA_022925945.1	97.15	0	1.0	0.0	0	0	1	0	6
GCA_022922035.1	GCA_022924655.1	97.14	0	1.0	1.0	0	0	0	0	2
GCA_022922035.1	GCA_022923035.1	97.14	1	1.0	0.0	0	0	1	0	3
GCA_022922035.1	GCA_022925775.1	97.14	1	1.0	0.0	1	0	1	0	5
GCA_022922035.1	GCA_022923775.1	97.01	1	1.0	1.0	1	0	1	0	13
GCA_022922035.1	GCA_022922055.1	97.14	1	1.0	1.0	1	0	0	0	3
GCA_022922035.1	GCA_023024715.1	97.31	1	1.0	1.0	1	1	1	0	2
GCA_022922035.1	GCA_022924875.1	97.15	0	1.0	1.0	1	0	0	0	7
GCA_022922035.1	GCA_022923135.1	97.28	0	1.0	1.0	1	0	0	0	7
GCA_022922035.1	GCA_022925855.1	97.14	0	1.0	0.0	1	0	0	0	4
GCA_022922035.1	GCA_022922955.1	97.28	1	1.0	1.0	1	0	1	0	5
