query	reference	ani	ani_uniform	af_query	af_reference	std_err	synteny_blocks	synteny_score	breakpoint_count	het_shape	retention	ani_from_loss	ani_from_hist	enzyme_spread	enzyme_chi2	per_enzyme	n_anchors	n_chains	n_tags	max_block_anchors	mean_block_anchors	flag	ani_gated	gate
DTLA01000139.1	JACIWU010000001.1	95.5175	95.9042	0.6083	0.5560	0.07560	219	0.9932	10	3.355	0.7126	95.4509	96.4750	0.4377	1.11	AlfI:95.88,AloI:96.26,BcgI:95.82,FalI:95.95	2404	219	3194	29	7.703196347031963	ok	95.5175	gamma
DTKL01000015.1	NC_012483.1	93.0877	93.8412	0.8747	0.7089	0.06908	83	0.9968	10	3.707	0.5438	93.3139	95.1813	1.0723	2.76	AlfI:94.02,AloI:92.95,BcgI:93.80,FalI:93.68	3200	83	6302	215	37.95180722891566	ok	93.0877	gamma
DTIC01000084.1	DTLP01000055.1	94.4390	94.4390	0.1338	0.1792	0.28903	21	0.9057	10	inf	0.6196	94.9879	93.4579	1.4116	0.50	AlfI:95.35,AloI:93.94,BcgI:94.85,FalI:94.33	550	21	315	9	5.571428571428571	INCONSISTENT	94.4390	uniform
DTHM01000102.1	JACIVX010000001.1	91.1454	91.1454	0.7449	0.5310	0.16990	48	1.0000	0	inf	0.3644	91.0880	91.3415	1.5209	2.96	AlfI:91.39,AloI:91.78,BcgI:91.38,FalI:90.26	666	48	1735	33	10.3125	ok	91.1454	uniform
DTIO01000270.1	AWNW01000001.1	91.9010	92.4484	0.3402	0.5093	0.18103	45	0.9926	2	6.320	0.4652	92.1174	93.5782	0.8619	0.87	AlfI:93.10,AloI:92.24,BcgI:92.28,FalI:92.39	706	45	1274	15	6.977777777777778	ok	91.9010	gamma
DTGB01000128.1	JAGTRF010000001.1	88.8646	88.8646	0.2919	0.3420	0.39536	8	1.0000	0	inf	0.2695	88.5967	91.1325	4.3177	1.81	AlfI:89.11,AloI:89.07,BcgI:84.89,FalI:89.20	195	8	502	8	5.75	ok	88.8646	uniform
DTGB01000128.1	JAGTQY010000001.1	89.0037	89.0037	0.3413	0.3503	0.36499	12	1.0000	0	inf	0.2765	88.8437	90.6759	4.6907	3.23	AlfI:85.78,AloI:90.47,BcgI:86.69,FalI:89.45	224	12	573	14	7.166666666666667	ok	89.0037	uniform
DTMT01000062.1	JAGTQO010000097.1	92.8301	92.8301	0.2639	0.2793	0.27825	16	0.9825	2	inf	0.4886	92.8166	92.9556	2.0085	2.42	AlfI:93.82,AloI:92.74,BcgI:91.81,FalI:93.35	347	16	484	27	8	ok	92.8301	uniform
DTMT01000062.1	JAGTRD010000001.1	91.8225	91.8225	0.4028	0.4230	0.25991	20	1.0000	0	inf	0.4178	91.6778	92.5060	1.4389	1.33	AlfI:92.58,AloI:92.07,BcgI:91.14,FalI:92.09	360	20	676	33	8.8	ok	91.8225	uniform
DTEE01000081.1	JAFNIT010000016.1	89.4005	89.4005	0.2318	0.3083	0.41962	8	1.0000	0	inf	0.2741	89.4693	88.6281	0.9320	0.25	AlfI:89.89,AloI:89.93,BcgI:89.41,FalI:88.99	137	8	389	14	7.75	ok	89.4005	uniform
DTGJ01000141.1	JACIVQ010000001.1	92.6953	92.6953	0.3855	0.2395	0.29217	9	1.0000	0	inf	0.4750	92.7149	92.7906	1.6352	1.91	AlfI:92.62,AloI:92.78,BcgI:91.86,FalI:93.50	303	9	445	9	5.666666666666667	ok	92.6953	uniform
DTCY01000160.1	DTMK01000026.1	90.6512	90.6512	0.3269	0.3117	0.23941	21	0.9916	1	inf	0.3526	90.4707	91.5826	1.7631	3.10	AlfI:91.65,AloI:91.95,BcgI:90.19,FalI:90.22	545	21	991	12	6.619047619047619	ok	90.6512	uniform
DTDX01000054.1	JAGTQY010000001.1	88.0036	88.0036	0.5256	0.5109	0.35278	17	0.9722	3	inf	0.2329	87.8680	89.6052	5.7392	2.08	AlfI:87.66,AloI:89.51,BcgI:83.77,FalI:88.14	204	17	722	15	7.176470588235294	ok	88.0036	uniform
DTDY01000058.1	DSKE01000206.1	95.8594	95.8594	0.4006	0.2205	0.19414	35	0.9830	4	inf	0.7145	95.8042	95.9541	1.1736	1.30	AlfI:95.06,AloI:96.19,BcgI:95.84,FalI:96.23	402	35	483	19	7.6	ok	95.8594	uniform
DTDY01000058.1	DRZQ01000007.1	95.5451	95.5451	0.1300	0.0674	0.36484	8	1.0000	0	inf	0.6865	95.8197	95.2533	2.5500	2.17	AlfI:94.44,AloI:95.61,BcgI:95.35,FalI:96.99	137	8	144	8	6.5	ok	95.5451	uniform
DTKR01000011.1	LGEU01000130.1	NaN	NaN	0.0000	0.0000	NaN	0	0.0000	0	NaN	NaN	NaN	NaN	0.0000	NaN	-	110	0	0	0	0	BELOW_DETECTION	NaN	none
DTKR01000011.1	NZ_QLOE01000004.1	88.5018	88.5018	0.2419	0.2416	0.56390	4	1.0000	0	inf	0.2391	88.1347	90.9395	3.2831	2.19	AlfI:88.67,AloI:87.94,BcgI:90.50,FalI:87.21	101	4	260	6	5.5	ok	88.5018	uniform
DTJU01000049.1	DTEM01000061.1	93.9531	94.2858	0.7610	0.7904	0.12187	73	0.9616	43	5.962	0.6104	93.9335	94.9439	0.9855	0.95	AlfI:93.60,AloI:94.57,BcgI:94.58,FalI:94.22	1235	73	1996	60	15.753424657534246	ok	93.9531	gamma
DRVV01000016.1	DRXC01000033.1	92.3832	92.3832	0.4471	0.4467	0.22866	35	0.9738	7	inf	0.4601	92.1152	93.3665	0.4048	0.21	AlfI:92.42,AloI:92.14,BcgI:92.15,FalI:92.55	477	35	799	30	8.428571428571429	ok	92.3832	uniform
DRLW01000001.1	WFTM01000001.1	96.2773	96.5730	0.6980	0.6210	0.04633	526	0.9881	46	3.165	0.7648	96.2142	96.9040	1.0854	8.89	AlfI:96.55,AloI:95.62,BcgI:96.70,FalI:96.57	7489	526	6679	43	8.281368821292777	ok	96.2773	gamma
DRZP01000102.1	DRYX01000206.1	92.3461	92.3461	0.0333	0.0492	0.81408	2	1.0000	0	inf	0.4475	92.5108	91.9509	4.2753	1.78	AlfI:91.27,AloI:92.24,BcgI:90.63,FalI:94.90	123	2	61	5	4.5	INCONSISTENT	92.3461	uniform
DRYO01000141.1	DTOM01000241.1	93.8661	93.8661	0.1440	0.1615	0.32012	3	1.0000	0	inf	0.5746	93.6903	94.3076	1.6052	0.74	AlfI:93.44,AloI:95.05,BcgI:93.63,FalI:93.79	340	3	308	9	6	INCONSISTENT	93.8661	uniform
DRXX01000229.1	BEIA01000001.1	92.5248	93.9235	0.1956	0.1870	0.22403	21	0.9926	1	2.148	0.5536	93.1655	95.7729	1.5206	1.71	AlfI:93.28,AloI:93.73,BcgI:94.18,FalI:94.80	494	21	614	15	7.380952380952381	ok	92.5248	gamma
DROW01000001.1	DUEL01000001.1	89.9935	91.4743	0.2978	0.2295	0.20623	27	0.9932	1	3.707	0.3805	90.9651	93.8818	0.4233	0.09	AlfI:91.26,AloI:91.51,BcgI:91.47,FalI:91.68	692	27	1162	19	6.407407407407407	INCONSISTENT	89.9935	gamma
JAABTD010000056.1	JAABTM010000548.1	91.5131	93.6830	0.2110	0.1963	0.15165	60	0.9907	3	1.584	0.5381	92.8044	95.8398	0.7767	1.01	AlfI:93.71,AloI:93.46,BcgI:93.89,FalI:93.12	1228	60	1446	11	6.3	ok	91.5131	gamma
JAABSS010000125.1	JAABSO010000010.1	91.1708	92.4875	0.2979	0.2282	0.20093	16	1.0000	0	3.258	0.4492	91.9307	94.4183	4.5682	11.04	AlfI:92.86,AloI:93.74,BcgI:92.67,FalI:89.18	587	16	1006	9	5.375	ok	91.1708	gamma
JAABSB010000001.1	JAABSA010000093.1	87.4518	91.2311	0.3710	0.2915	0.20526	24	1.0000	0	1.833	0.3632	90.4568	94.8362	2.0281	3.62	AlfI:91.74,AloI:91.67,BcgI:90.74,FalI:89.71	564	24	1239	12	6.666666666666667	ok	87.4518	gamma
JAABRX010000001.1	JAABSI010000096.1	92.5789	93.4346	0.5388	0.5769	0.09052	151	0.9812	29	3.707	0.5097	92.9192	94.9427	3.9522	23.45	AlfI:93.75,AloI:91.83,BcgI:93.31,FalI:95.78	2140	151	3988	46	11	ok	92.5789	gamma
JAABRW010000114.1	JAABSB010000001.1	92.6903	94.1669	0.1590	0.1595	0.23123	13	1.0000	0	1.911	0.5766	93.3949	95.8087	2.3209	3.41	AlfI:94.85,AloI:94.03,BcgI:94.04,FalI:92.52	432	13	555	9	6.3076923076923075	ok	92.6903	gamma
JAABRV010000100.1	JAABTL010000010.1	92.9725	94.2235	0.7099	0.6217	0.08881	146	0.9974	4	2.148	0.5720	93.5411	95.7968	2.3056	11.76	AlfI:94.50,AloI:93.79,BcgI:94.04,FalI:96.09	1924	146	3553	49	11.376712328767123	ok	92.9725	gamma
JAABRM010000026.1	NZ_LIUQ01000054.1	93.3834	94.8669	0.3233	0.3229	0.10105	145	0.9404	75	1.565	0.6316	93.9524	96.4551	1.1234	4.20	AlfI:95.23,AloI:94.79,BcgI:94.95,FalI:94.11	3200	145	2479	28	9.158620689655173	INCONSISTENT	93.3834	gamma
WTIF01000243.1	DPLM01000019.1	93.2148	93.2148	0.1071	0.1442	0.25127	22	0.9912	1	inf	0.5096	93.1093	93.5857	0.6767	0.37	AlfI:93.58,AloI:93.42,BcgI:92.90,FalI:93.27	540	22	546	9	6.090909090909091	ok	93.2148	uniform
WTHG01000245.1	DPAW01000168.1	93.5988	94.1859	0.1503	0.1747	0.18495	22	0.9907	1	4.046	0.5757	93.7403	95.2253	2.3219	3.67	AlfI:94.23,AloI:95.66,BcgI:94.10,FalI:93.34	703	22	825	10	5.863636363636363	ok	93.5988	gamma
WTGX01000034.1	MPMZ01000093.1	88.4753	89.9613	0.2727	0.2308	0.23803	29	0.9552	12	5.089	0.2884	89.5990	92.2739	2.3147	2.99	AlfI:89.62,AloI:89.88,BcgI:90.47,FalI:88.15	592	29	1118	21	9.827586206896552	INCONSISTENT	88.4753	gamma
WTFW01000170.1	VXPS01000290.1	92.2111	92.5118	0.3332	0.2685	0.14470	88	0.9636	22	10.163	0.4434	92.2683	93.4987	1.1400	2.48	AlfI:92.97,AloI:92.69,BcgI:92.21,FalI:93.36	1206	88	1852	20	7.625	ok	92.2111	gamma
WTFV01000097.1	WTGR01000027.1	92.0651	92.9742	0.0800	0.1139	0.16243	87	0.9509	24	3.930	0.4771	92.5025	94.5589	2.3708	3.99	AlfI:93.26,AloI:92.29,BcgI:92.83,FalI:94.66	1994	87	1370	14	6.344827586206897	INCONSISTENT	92.0651	gamma
WTKN01000339.1	NZ_GL890815.1	93.2423	94.7508	0.5847	0.5862	0.08133	149	0.9863	21	1.611	0.6289	93.7877	96.4010	1.6748	23.51	AlfI:95.37,AloI:95.31,BcgI:95.09,FalI:93.69	3466	149	4045	37	11.114093959731544	ok	93.2423	gamma
WTGV01000016.1	VXLL01000029.1	86.9755	89.3127	0.5059	0.4929	0.20728	36	0.9637	13	3.930	0.2584	88.8911	92.6357	1.7845	2.50	AlfI:90.34,AloI:88.55,BcgI:88.97,FalI:89.65	553	36	1672	35	10.583333333333334	ok	86.9755	gamma
WYAX01000013.1	NZ_CAJNBJ010000001.1	92.4637	93.5746	0.7750	0.7514	0.07052	45	0.9929	22	2.863	0.5245	92.9667	95.2165	0.7556	2.17	AlfI:93.67,AloI:93.03,BcgI:93.60,FalI:93.78	3215	45	6518	271	69.11111111111111	ok	92.4637	gamma
WYBR01000028.1	CAADHA010000001.1	91.5202	91.5202	0.1790	0.1828	0.16173	91	0.9365	40	inf	0.3725	91.3429	92.4519	1.2712	0.75	AlfI:91.62,AloI:90.57,BcgI:91.54,FalI:91.84	1538	91	1762	24	7.483516483516484	INCONSISTENT	91.5202	uniform
JAAOZN010000056.1	DTLX01000057.1	89.3252	89.3252	0.2791	0.3230	0.33642	16	0.9787	2	inf	0.2733	89.3607	89.4719	2.0888	2.47	AlfI:88.81,AloI:88.52,BcgI:88.14,FalI:90.23	274	16	618	11	6.75	ok	89.3252	uniform
JAAOZK010000008.1	DRZN01000063.1	84.1271	88.9376	0.3883	0.0868	0.94413	1	1.0000	0	2.175	0.2648	88.3086	93.3286	6.3370	1.04	AlfI:91.47,AloI:89.83,BcgI:85.14,FalI:88.60	35	1	89	10	10	INCONSISTENT	88.9376	uniform_fallback
WOZT01000265.1	PKDC01000057.1	96.9050	97.4136	0.6518	0.4147	0.06500	175	0.9957	7	1.336	0.8298	96.7288	97.8832	0.7504	4.54	AlfI:97.45,AloI:98.01,BcgI:97.26,FalI:97.54	2067	175	2549	48	10.16	ok	96.9050	gamma
WOZK01000018.1	DIEK01000093.1	94.8051	95.0068	0.4516	0.4707	0.15380	60	0.9364	36	7.405	0.6456	94.8001	95.3148	1.2562	3.06	AlfI:94.99,AloI:95.31,BcgI:95.37,FalI:94.11	795	60	979	36	9.833333333333334	ok	94.8051	gamma
WOZJ01000045.1	DDYN01000021.1	94.0672	94.4409	0.7650	0.7370	0.10124	86	0.9774	33	5.395	0.6065	94.0781	95.1295	0.7823	4.71	AlfI:94.10,AloI:94.78,BcgI:94.82,FalI:94.04	1593	86	2657	123	17.6046511627907	ok	94.0672	gamma
WOYN01000083.1	DAUY01000012.1	89.9241	89.9241	0.1433	0.1118	0.52670	3	1.0000	0	inf	0.2868	89.7038	91.6813	1.2741	0.35	AlfI:90.64,AloI:90.67,BcgI:89.58,FalI:89.40	114	3	229	8	7	ok	89.9241	uniform
WVZK01000188.1	DRHQ01000001.1	89.7041	89.7041	0.1479	0.1458	0.34631	16	0.9640	4	inf	0.3035	89.6886	89.9747	1.9093	1.04	AlfI:90.43,AloI:90.82,BcgI:88.91,FalI:89.60	747	16	555	12	7.6875	INCONSISTENT	89.7041	uniform
WVXT01000060.1	WJOT01000031.1	90.7490	90.7490	0.1929	0.1320	0.47092	8	1.0000	0	inf	0.3569	90.7148	90.6289	1.7139	0.60	AlfI:91.97,AloI:90.52,BcgI:90.91,FalI:90.26	217	8	248	11	7	INCONSISTENT	90.7490	uniform
JAAUVF010000017.1	SYJQ01000016.1	NaN	NaN	0.0000	0.0000	NaN	0	0.0000	0	NaN	NaN	NaN	NaN	0.0000	NaN	-	82	0	0	0	0	BELOW_DETECTION	NaN	none
JAAUTN010000524.1	JAAUQZ010000115.1	94.5803	96.0772	0.3458	0.5004	0.06996	242	0.9691	57	0.985	0.7289	95.0699	97.2469	0.8316	1.98	AlfI:96.15,AloI:95.39,BcgI:96.06,FalI:96.23	3289	242	3777	20	8.37603305785124	ok	94.5803	gamma
JAAXJX010000032.1	JACETR010000001.1	95.2863	95.6536	0.8461	0.8846	0.06946	124	0.9730	71	3.817	0.6937	95.2488	96.1970	0.5348	1.99	AlfI:95.57,AloI:95.23,BcgI:95.76,FalI:95.70	2735	124	4075	122	21.60483870967742	ok	95.2863	gamma
JAAXHY010000074.1	VXRN01000035.1	90.9283	90.9283	0.2654	0.2104	0.22638	13	0.9839	1	inf	0.3465	90.8020	91.7050	0.2361	0.05	AlfI:91.07,AloI:90.83,BcgI:90.89,FalI:91.06	580	13	1027	9	5.6923076923076925	ok	90.9283	uniform
JAAXHJ010000089.1	VXOJ01000061.1	91.2661	91.9367	0.6182	0.6181	0.11061	83	0.9755	32	6.320	0.4066	91.6164	93.4170	1.3354	3.84	AlfI:91.01,AloI:92.34,BcgI:91.98,FalI:92.19	1603	83	3609	52	16.325301204819276	ok	91.2661	gamma
JAAXHH010000077.1	VXMB01000013.1	88.2781	90.5274	0.7939	0.8687	0.10777	34	0.9957	6	3.258	0.3191	89.9776	93.7079	0.6951	1.80	AlfI:91.02,AloI:90.33,BcgI:90.41,FalI:90.54	1511	34	5020	395	42.26470588235294	ok	88.2781	gamma
JAAXHG010000111.1	VYDI01000001.1	89.6060	91.5344	0.5626	0.6397	0.09141	115	0.9832	31	2.985	0.3787	90.9541	94.1887	1.9866	8.60	AlfI:91.57,AloI:90.59,BcgI:91.58,FalI:92.58	2348	115	5783	75	16.808695652173913	ok	89.6060	gamma
JAAXHD010000335.1	RKRR01000119.1	91.3508	91.7253	0.4115	0.4281	0.12462	93	0.9763	18	10.163	0.3990	91.4611	92.8890	0.7896	2.04	AlfI:91.57,AloI:91.94,BcgI:91.95,FalI:91.16	1535	93	2950	29	8.956989247311828	ok	91.3508	gamma
JAAXHF010000179.1	WTHE01000182.1	97.2716	97.4237	0.4237	0.4330	0.05444	317	0.9608	83	3.497	0.8309	97.2386	97.5459	0.2314	0.56	AlfI:97.37,AloI:97.47,BcgI:97.47,FalI:97.24	3572	317	3416	23	7.425867507886435	ok	97.2716	gamma
JAAZID010000135.1	JAAYND010000322.1	94.4157	94.4157	0.3326	0.2926	0.15320	46	0.9957	1	inf	0.5937	94.2608	94.7048	1.0702	1.39	AlfI:94.97,AloI:93.90,BcgI:94.36,FalI:94.52	920	46	1118	13	6.065217391304348	ok	94.4157	uniform
JAAZGM010000018.1	NZ_JXOJ01000001.1	88.8338	89.8928	0.3280	0.3353	0.20871	31	1.0000	0	6.784	0.2808	89.5994	92.1874	1.3362	0.90	AlfI:89.28,AloI:90.18,BcgI:89.87,FalI:90.62	590	31	1466	12	7	ok	88.8338	gamma
JAAZFW010000231.1	JAAYJD010000119.1	91.4246	91.6406	0.4366	0.3477	0.13781	67	1.0000	0	14.975	0.3837	91.4217	92.6150	1.1144	2.37	AlfI:91.86,AloI:90.74,BcgI:91.78,FalI:90.80	1149	67	2391	12	6.208955223880597	ok	91.4246	gamma
JAAZEM010000069.1	DUUU01000188.1	93.6433	95.4038	0.5564	0.5691	0.06549	327	0.9336	186	1.107	0.6717	94.4274	96.8684	0.3220	0.51	AlfI:95.51,AloI:95.19,BcgI:95.39,FalI:95.35	3983	327	5145	66	8.996941896024465	ok	93.6433	gamma
JAAZCR010000146.1	JAAYWZ010000039.1	93.6245	95.9462	0.0561	0.0535	0.46725	5	1.0000	0	0.669	0.7306	94.7263	97.4086	4.6835	2.57	AloI:92.16,BcgI:94.96,FalI:96.84	157	5	97	6	5.6	ok	93.6245	gamma
JAAZBV010000016.1	JAFGFM010000184.1	91.9318	91.9318	0.1838	0.1766	0.23264	35	0.9710	6	inf	0.4237	91.7767	92.5540	2.0481	3.83	AlfI:93.01,AloI:91.76,BcgI:90.96,FalI:91.68	776	35	820	16	6.742857142857143	INCONSISTENT	91.9318	uniform
JAAYXS010000025.1	JAGPEO010000092.1	96.2387	96.8395	0.4956	0.4889	0.05839	285	0.9819	33	1.520	0.7862	96.2002	97.3929	0.2331	0.36	AlfI:96.77,AloI:97.00,BcgI:96.85,FalI:96.86	3381	285	3967	32	7.266666666666667	ok	96.2387	gamma
JAAYXB010000003.1	JACIXY010000001.1	94.9045	95.4355	0.7139	0.7167	0.07332	96	0.9876	29	3.074	0.6750	94.8781	96.2602	1.2908	8.33	AlfI:95.06,AloI:96.14,BcgI:95.55,FalI:94.85	2669	96	3920	135	25.072916666666668	ok	94.9045	gamma
JAAYWP010000158.1	DUSK01000023.1	93.8393	93.8393	0.2725	0.3270	0.23787	24	0.9669	5	inf	0.5598	93.8326	93.8048	1.6558	2.45	AlfI:94.43,AloI:94.63,BcgI:93.90,FalI:92.97	490	24	531	14	7.083333333333333	ok	93.8393	uniform
JAAYUP010000232.1	JAAYUT010000426.1	93.0482	93.0482	0.1417	0.1357	0.27627	13	1.0000	0	inf	0.5132	93.4189	91.9912	2.3323	1.25	AlfI:90.97,AloI:93.05,BcgI:93.12,FalI:93.30	557	13	465	10	5.615384615384615	ok	93.0482	uniform
JAAYUI010000166.1	MWDP01000001.1	93.0677	93.0677	0.1551	0.2480	0.23325	42	0.9172	24	inf	0.4990	92.8411	93.7249	1.3636	2.08	AlfI:93.93,AloI:93.85,BcgI:92.79,FalI:92.56	535	42	655	25	7.333333333333333	ok	93.0677	uniform
JAAYUI010000166.1	JAGOOO010000019.1	87.9312	92.0092	0.3891	0.6771	0.17874	34	0.9755	12	1.434	0.4258	91.0276	95.4782	1.6814	4.44	AlfI:93.04,AloI:91.44,BcgI:92.05,FalI:91.36	589	34	1460	76	15.058823529411764	ok	87.9312	gamma
JAAYUB010000094.1	JAGOHA010000212.1	93.7280	94.3541	0.5774	0.6306	0.08843	156	0.9687	54	3.707	0.5879	93.8629	95.3843	0.8366	3.63	AlfI:94.78,AloI:93.95,BcgI:94.25,FalI:94.50	2252	156	3521	64	11.705128205128204	ok	93.7280	gamma
JAAYRX010000117.1	DGDX01000116.1	92.9287	92.9287	0.3612	0.3930	0.22456	29	0.9865	2	inf	0.4985	92.8067	93.2503	0.9854	0.66	AlfI:93.13,AloI:92.31,BcgI:93.29,FalI:92.81	460	29	739	12	6.0344827586206895	ok	92.9287	uniform
JAAYRV010000152.1	DGZL01000079.1	90.2048	90.2048	0.0990	0.1059	0.43031	5	1.0000	0	inf	0.3185	89.9610	91.7399	2.3304	1.25	AlfI:90.86,AloI:91.71,BcgI:90.05,FalI:89.38	275	5	331	6	5.6	ok	90.2048	uniform
JAAYRI010000104.1	JABMJD010000074.1	92.9440	93.7800	0.6225	0.5648	0.16056	46	0.9922	3	3.355	0.5491	93.2471	95.0756	1.2276	2.84	AlfI:94.17,AloI:94.55,BcgI:93.32,FalI:93.36	725	46	1221	29	9.347826086956522	ok	92.9440	gamma
JAAYMW010000174.1	JAAYPH010000124.1	90.5970	92.4312	0.3617	0.3128	0.22800	24	1.0000	0	2.305	0.4731	91.7467	94.6648	1.2162	0.74	AlfI:92.18,AloI:92.94,BcgI:91.72,FalI:92.58	531	24	842	11	6.375	ok	90.5970	gamma
JAAYMK010000019.1	JAAYSO010000083.1	85.9213	91.5592	0.0938	0.0965	0.43752	4	1.0000	0	1.224	0.3926	90.5838	95.4460	4.3204	2.44	AlfI:92.00,AloI:94.24,BcgI:91.96,FalI:89.92	247	4	262	13	8.25	INCONSISTENT	85.9213	gamma
JAAYLV010000128.1	JAAYLE010000178.1	91.3903	91.3903	0.3325	0.3384	0.21571	41	0.9885	3	inf	0.3790	91.3446	91.6167	1.0369	0.58	AlfI:91.47,AloI:92.03,BcgI:91.43,FalI:90.99	624	41	1029	15	7.2682926829268295	ok	91.3903	uniform
JAAYLG010000128.1	JAAYMN010000103.1	90.5933	91.3211	0.4172	0.4418	0.19919	42	0.9957	1	6.784	0.3709	91.0297	92.5941	2.6554	7.78	AlfI:92.22,AloI:90.55,BcgI:91.23,FalI:89.57	585	42	1234	11	6.5	ok	90.5933	gamma
JAAYJN010000045.1	JAAYQD010000006.1	96.6246	96.6246	0.3431	0.3687	0.10357	122	0.9339	53	inf	0.7731	96.7053	96.5390	0.6628	2.05	AlfI:96.54,AloI:96.89,BcgI:96.96,FalI:96.30	1466	122	1287	19	7.139344262295082	ok	96.6246	uniform
JAAYSU010000078.1	JAAYHT010000009.1	93.3706	93.3706	0.1347	0.1338	0.34986	6	1.0000	0	inf	0.5343	93.0651	94.1417	1.1877	0.60	AlfI:93.23,AloI:93.53,BcgI:94.26,FalI:93.07	298	6	285	7	5.333333333333333	INCONSISTENT	93.3706	uniform
JAAYAZ010000042.1	DIKD01000021.1	94.0945	94.0945	0.2998	0.3214	0.23234	16	1.0000	0	inf	0.5720	93.8675	94.5641	1.2320	1.34	AlfI:94.76,AloI:94.53,BcgI:93.93,FalI:93.53	417	16	525	10	6.125	ok	94.0945	uniform
JAAYAJ010000028.1	JAFGSS010000003.1	91.3459	91.8551	0.3600	0.3320	0.17526	54	0.9595	18	7.948	0.4048	91.5675	93.0892	1.1325	1.33	AlfI:91.97,AloI:91.09,BcgI:91.98,FalI:92.22	870	54	1462	28	8.88888888888889	ok	91.3459	gamma
JAAYGR010000120.1	JAAZHE010000147.1	87.6464	92.3877	0.1211	0.1223	0.35689	5	1.0000	0	1.189	0.4496	91.2700	95.9634	2.2568	2.01	AlfI:93.32,AloI:91.94,BcgI:92.70,FalI:91.06	312	5	344	21	8.6	ok	87.6464	gamma
JAAYGR010000120.1	JAAYHH010000072.1	91.6174	91.6174	0.4094	0.5139	0.20545	30	0.9954	1	inf	0.3954	91.3958	92.5460	1.4337	2.15	AlfI:91.91,AloI:90.63,BcgI:92.06,FalI:90.98	551	30	1105	25	8.233333333333333	ok	91.6174	uniform
JAAYGG010000090.1	DUNX01000044.1	87.9550	89.0722	0.3786	0.3999	0.29503	15	0.9813	2	7.192	0.2594	88.7816	91.2834	1.1652	0.75	AlfI:89.06,AloI:89.34,BcgI:89.61,FalI:88.44	318	15	867	18	8	ok	87.9550	gamma
JAAYFE010000002.1	JAAYHM010000109.1	90.5205	90.5205	0.1213	0.1237	0.55831	1	1.0000	0	inf	0.3643	90.2511	91.8932	4.1634	0.78	AlfI:91.69,AloI:92.58,BcgI:88.41,FalI:90.24	169	1	192	5	5	ok	90.5205	uniform
JAAYEF010000006.1	JAAYKA010000059.1	88.2602	90.7052	0.1712	0.2029	0.32660	24	0.9424	8	2.863	0.3351	90.1508	93.7485	1.4088	0.68	AlfI:90.39,AloI:91.56,BcgI:90.96,FalI:90.15	335	24	531	10	6.458333333333333	INCONSISTENT	88.2602	gamma
JAAYEC010000011.1	JABLXY010000001.1	87.8714	89.5098	0.5970	0.5173	0.15375	50	0.9920	5	5.089	0.2657	89.1475	92.4341	3.2644	12.04	AlfI:89.49,AloI:87.81,BcgI:89.28,FalI:91.07	890	50	2923	55	13.42	ok	87.8714	gamma
JAAYDU010000012.1	DUJZ01000150.1	90.1207	90.1207	0.1132	0.1280	0.44075	13	0.9552	3	inf	0.3042	90.1313	90.3203	1.8981	0.68	AlfI:90.08,AloI:90.34,BcgI:89.45,FalI:91.35	301	13	315	8	5.923076923076923	INCONSISTENT	90.1207	uniform
JAAYBO010000070.1	LFRV01000127.1	89.6036	90.7215	0.1749	0.2089	0.31487	6	1.0000	0	5.239	0.3480	90.3491	92.8723	0.6543	0.29	AlfI:90.83,AloI:90.40,BcgI:90.35,FalI:91.01	340	6	570	9	7.166666666666667	ok	89.6036	gamma
JAAYIC010000032.1	DUNX01000044.1	90.3308	90.3308	0.5029	0.4602	0.23935	32	0.9800	4	inf	0.3247	90.1260	91.6204	1.4116	1.85	AlfI:89.68,AloI:90.71,BcgI:91.09,FalI:89.98	433	32	1047	10	7.125	ok	90.3308	uniform
JAAYHU010000082.1	JAAYFT010000091.1	NaN	NaN	0.0000	0.0000	NaN	0	0.0000	0	NaN	NaN	NaN	NaN	0.0000	NaN	-	131	0	0	0	0	BELOW_DETECTION	NaN	none
JAAZOP010000309.1	JAFGHH010000456.1	91.4064	91.7359	0.2335	0.2162	0.13490	115	0.9306	43	11.233	0.3909	91.4978	92.8224	2.6724	6.81	AlfI:92.08,AloI:90.64,BcgI:91.75,FalI:93.31	3725	115	2484	13	6.017391304347826	INCONSISTENT	91.4064	gamma
JAAZNU010000206.1	DCTI01000079.1	92.0892	93.4799	0.2070	0.3435	0.13988	94	0.9245	57	2.444	0.5177	92.7947	95.3480	0.9467	1.17	AlfI:93.29,AloI:93.49,BcgI:93.65,FalI:92.71	1154	94	1708	24	8.425531914893616	ok	92.0892	gamma
JAAZNF010000076.1	DSXA01000055.1	88.7986	90.1441	0.2755	0.3716	0.16918	62	0.9825	9	5.239	0.3003	89.7885	92.6149	1.8249	6.05	AlfI:90.52,AloI:89.66,BcgI:89.55,FalI:91.38	966	62	2156	21	9.129032258064516	ok	88.7986	gamma
JAAZNC010000085.1	JAAZOK010000103.1	90.1955	90.1955	0.3464	0.3387	0.21584	44	0.9762	7	inf	0.3023	90.0675	91.0303	1.3639	2.29	AlfI:90.84,AloI:90.79,BcgI:89.83,FalI:89.48	583	44	1277	19	7.5227272727272725	ok	90.1955	uniform
