query	reference	ani	ani_uniform	af_query	af_reference	std_err	synteny_blocks	anchor_adjacency	breakpoint_count	het_shape	retention	ani_from_loss	ani_from_hist	enzyme_spread	enzyme_chi2	per_enzyme	n_anchors	n_chains	n_tags	max_block_anchors	mean_block_anchors	flag	ani_gated	gate
GCA_002367455.1	GCF_000487975.1	95.9082	97.2350	0.8351	0.7458	0.06308	142	0.9980	4	0.650	0.8185	96.1266	98.0590	0.5621	1.80	AlfI:97.35,AloI:96.82,BcgI:97.12,FalI:97.39	2328	142	3100	79	15.06338028169014	ok	95.9082	gamma
GCA_002367455.1	GCF_011058205.1	96.2248	97.3889	0.7307	0.6219	0.06373	162	0.9819	33	0.650	0.8298	96.3667	98.0988	0.3214	0.78	AlfI:97.33,AloI:97.65,BcgI:97.34,FalI:97.53	2267	162	2808	46	12.080246913580247	ok	96.2248	gamma
GCA_002367455.1	GCF_014769185.1	96.1143	97.5052	0.8076	0.6845	0.06029	156	0.9909	18	0.554	0.8384	96.2976	98.3092	0.1399	0.22	AlfI:97.55,AloI:97.52,BcgI:97.51,FalI:97.41	2367	156	3038	66	13.557692307692308	ok	96.1143	gamma
GCA_002367455.1	GCF_015602705.1	95.9893	97.2509	0.7979	0.8092	0.06408	130	0.9990	2	0.669	0.8197	96.1796	98.0372	0.2451	0.58	AlfI:97.34,AloI:97.27,BcgI:97.25,FalI:97.09	2227	130	2967	82	15.784615384615385	ok	95.9893	gamma
GCA_002373205.1	GCA_002448445.1	96.1767	97.5190	0.6477	0.5712	0.05566	179	0.9834	42	0.571	0.8416	96.2783	98.3212	0.3890	2.62	AlfI:97.49,AloI:97.77,BcgI:97.72,FalI:97.38	3264	179	3675	78	14.921787709497206	ok	96.1767	gamma
GCA_002373505.1	GCA_017471285.1	96.0063	96.9800	0.3762	0.6152	0.09766	59	0.9558	45	0.973	0.7980	96.0409	97.7390	0.3644	0.48	AlfI:96.99,AloI:96.71,BcgI:97.08,FalI:96.94	1163	59	1419	49	17.508474576271187	ok	96.0063	gamma
GCA_002378465.1	GCF_013488205.1	95.6144	96.3702	0.7643	0.6582	0.09475	75	0.9741	32	1.520	0.7552	95.6702	97.0873	0.6554	1.51	AlfI:95.81,AloI:96.46,BcgI:96.44,FalI:96.46	1447	75	1874	71	17.04	ok	95.6144	gamma
GCA_002385225.1	GCF_900162825.1	96.3483	96.6499	0.5972	0.5910	0.09070	116	0.9398	77	2.863	0.7778	96.3315	96.9381	0.8737	1.08	AlfI:96.60,AloI:97.47,BcgI:96.68,FalI:96.60	1591	116	1765	39	11.362068965517242	ok	96.3483	gamma
GCA_002385485.1	GCA_002433005.1	96.9297	97.4543	0.7343	0.6369	0.07567	88	0.9932	9	1.224	0.8360	96.8001	97.8766	0.6095	2.63	AlfI:97.74,AloI:97.82,BcgI:97.47,FalI:97.21	1528	88	1902	80	16.022727272727273	ok	96.9297	gamma
GCA_002385485.1	GCF_000160455.2	96.4536	96.9043	0.7908	0.6558	0.08202	84	0.9993	1	1.911	0.7960	96.3199	97.3764	0.4058	0.76	AlfI:97.04,AloI:97.21,BcgI:96.87,FalI:96.81	1551	84	2027	71	17.011904761904763	ok	96.4536	gamma
GCA_002410715.1	GCA_003519645.1	99.3558	99.6724	0.3375	0.3345	0.02702	131	0.9533	64	0.070	0.9801	99.2614	99.7820	0.1462	1.20	AlfI:99.74,AloI:99.70,BcgI:99.66,FalI:99.59	1592	131	1537	39	10.961832061068701	ok	99.3558	gamma
GCA_002433005.1	GCF_000160455.2	96.5305	96.8214	0.8373	0.8452	0.07519	39	0.9924	14	2.863	0.7897	96.4233	97.1567	0.7522	2.58	AlfI:96.71,AloI:97.43,BcgI:96.88,FalI:96.67	1906	39	2438	284	47.61538461538461	ok	96.5305	gamma
GCA_002433005.1	GCF_900107215.1	96.7226	97.0165	0.8291	0.8482	0.07273	45	0.9891	20	2.623	0.8043	96.5681	97.3620	0.2692	0.34	AlfI:96.97,AloI:97.22,BcgI:97.05,FalI:96.95	1907	45	2429	182	41.48888888888889	ok	96.7226	gamma
GCA_002449695.1	GCA_017463935.1	97.6582	98.0844	0.3982	0.3634	0.05289	241	0.9231	168	0.945	0.8781	97.4600	98.3949	0.1162	0.13	AlfI:98.01,AloI:98.13,BcgI:98.09,FalI:98.12	2761	241	2710	34	9.365145228215768	ok	97.6582	gamma
GCA_002498985.1	GCA_002685315.1	96.4241	96.8153	0.3670	0.4058	0.17532	43	0.9559	12	2.175	0.7905	96.3349	97.2254	0.8818	1.07	AlfI:97.20,AloI:96.89,BcgI:96.32,FalI:96.99	444	43	465	18	7.046511627906977	ok	96.4241	gamma
GCA_002684115.1	GCF_001469895.1	96.9964	97.3525	0.7530	0.1634	0.10313	30	1.0000	0	1.781	0.8295	96.8751	97.6739	0.1996	0.02	AlfI:97.37,AloI:97.53,BcgI:97.33,FalI:97.35	857	30	1046	57	27.4	ok	96.9964	gamma
GCA_002684115.1	GCF_001550135.1	97.4069	97.8216	0.7679	0.1610	0.09141	34	0.9964	3	1.140	0.8626	97.2429	98.1395	1.7413	2.34	AlfI:97.91,AloI:96.30,BcgI:97.58,FalI:98.04	903	34	1070	64	25.61764705882353	ok	97.4069	gamma
GCA_002684115.1	GCF_013349995.1	97.0486	97.5236	0.7653	0.1582	0.09953	41	0.9900	8	1.260	0.8418	96.9235	97.9064	0.7975	1.42	AlfI:97.79,AloI:98.15,BcgI:97.35,FalI:97.45	868	41	1055	51	20.26829268292683	ok	97.0486	gamma
GCA_002684115.1	GCF_019134595.1	96.1275	96.6526	0.7367	0.1554	0.12085	33	0.9972	2	1.911	0.7777	95.9919	97.2491	1.0825	0.47	AlfI:96.56,AloI:97.65,BcgI:96.66,FalI:96.67	781	33	1025	55	22.393939393939394	ok	96.1275	gamma
GCA_002692475.1	GCA_014654065.1	97.6327	98.3406	0.5243	0.3687	0.14839	29	1.0000	0	0.554	0.8976	97.2715	98.8404	0.6229	0.85	AlfI:98.04,AloI:98.38,BcgI:97.89,FalI:98.52	291	29	327	20	7.551724137931035	ok	97.6327	gamma
GCA_002716165.1	GCA_902564345.1	98.5396	98.5396	0.3790	0.2755	0.10287	43	0.9832	7	inf	0.9096	98.7715	98.4519	0.5526	0.71	AlfI:98.59,AloI:98.18,BcgI:98.73,FalI:98.53	526	43	516	23	10.511627906976743	ok	98.5396	uniform
GCA_002716645.1	GCA_009392775.1	99.3358	99.3827	0.3980	0.2763	0.07068	36	0.9691	12	0.428	0.9624	99.5012	99.3489	0.3725	1.84	AlfI:99.47,AloI:99.23,BcgI:99.20,FalI:99.57	451	36	428	58	11.444444444444445	ok	99.3358	gamma
GCA_002719715.1	GCA_002725515.1	98.5669	98.5669	0.2150	0.2904	0.11472	44	0.9388	21	inf	0.9117	98.7295	98.5073	0.9023	2.01	AlfI:98.99,AloI:98.09,BcgI:98.34,FalI:98.69	391	44	398	17	8.318181818181818	ok	98.5669	uniform
GCA_002720285.1	GCA_002730735.1	97.1893	97.6320	0.4636	0.4325	0.10984	22	1.0000	0	1.336	0.8463	96.9600	98.0466	0.5500	0.63	AlfI:97.39,AloI:97.61,BcgI:97.64,FalI:97.94	645	22	810	76	29.318181818181817	ok	97.1893	gamma
GCA_002894685.1	GCF_002894665.1	97.4523	97.7809	0.7850	0.8211	0.04353	146	0.9770	86	1.565	0.8563	97.2175	98.0999	0.4658	3.33	AlfI:98.02,AloI:97.55,BcgI:97.76,FalI:97.69	3890	146	4682	147	26.02054794520548	ok	97.4523	gamma
GCA_003021015.1	GCA_003022845.1	97.0802	97.6267	0.3767	0.4813	0.07177	154	0.9426	81	1.075	0.8437	96.9503	98.0530	0.3261	0.70	AlfI:97.54,AloI:97.81,BcgI:97.58,FalI:97.49	1959	154	1913	33	9.62987012987013	ok	97.0802	gamma
GCA_003028315.1	GCF_000813705.1	97.1151	97.7253	0.7342	0.7859	0.05124	146	0.9486	145	0.918	0.8527	96.9773	98.1666	0.6688	2.46	AlfI:97.75,AloI:98.04,BcgI:97.70,FalI:97.37	3022	146	3546	96	19.328767123287673	ok	97.1151	gamma
GCA_003028315.1	GCF_000952795.1	96.6757	97.5339	0.7727	0.8257	0.05335	115	0.9594	114	0.807	0.8388	96.5951	98.1459	0.8658	3.69	AlfI:97.55,AloI:97.78,BcgI:97.58,FalI:96.91	2974	115	3678	113	24.443478260869565	ok	96.6757	gamma
GCA_003028315.1	GCF_003044425.1	96.1560	97.0890	0.7855	0.8316	0.05912	103	0.9617	102	0.973	0.8056	96.1385	97.8383	1.2682	6.60	AlfI:97.04,AloI:97.41,BcgI:97.19,FalI:96.14	2841	103	3650	181	25.854368932038835	ok	96.1560	gamma
GCA_003028315.1	GCF_017753665.1	95.1373	96.0955	0.8231	0.8464	0.06906	87	0.9658	86	1.476	0.7274	95.2414	97.0899	1.5466	6.64	AlfI:96.09,AloI:96.58,BcgI:96.16,FalI:95.03	2702	87	3748	129	28.942528735632184	ok	95.1373	gamma
GCA_003052455.1	GCF_004519295.1	96.6874	97.2021	0.8747	0.8979	0.03964	137	0.9966	19	1.476	0.8133	96.5500	97.6917	1.1826	13.12	AlfI:97.03,AloI:97.51,BcgI:97.16,FalI:98.22	5725	137	7427	158	41.153284671532845	ok	96.6874	gamma
GCA_003070825.1	GCF_003053565.1	96.8055	97.7371	0.4801	0.4060	0.09315	79	0.9982	1	0.613	0.8569	96.8078	98.2758	0.4321	0.81	AlfI:97.97,AloI:97.71,BcgI:97.54,FalI:97.73	1088	79	1148	22	8.025316455696203	ok	96.8055	gamma
GCA_003086435.1	GCF_009729015.1	96.7258	97.1119	0.5896	0.4393	0.11948	56	1.0000	0	1.833	0.8152	96.6193	97.4821	1.1980	4.13	AlfI:96.67,AloI:97.25,BcgI:96.18,FalI:97.38	785	56	914	44	9.392857142857142	ok	96.7258	gamma
GCA_003139855.1	GCA_003158275.1	98.6381	98.8898	0.5109	0.4867	0.04469	139	0.9530	81	0.631	0.9321	98.3672	99.0700	0.2494	1.69	AlfI:98.72,AloI:98.77,BcgI:98.97,FalI:98.92	2076	139	2033	58	12.81294964028777	ok	98.6381	gamma
GCA_003210795.1	GCA_003211235.1	97.1406	97.3258	0.3938	0.5547	0.08653	69	0.9773	24	3.355	0.8236	97.0056	97.5382	0.7681	3.10	AlfI:97.47,AloI:96.83,BcgI:97.46,FalI:96.71	1227	69	1441	137	15.956521739130435	ok	97.1406	gamma
GCA_003211655.1	GCF_000011465.1	96.4283	96.7698	0.6833	0.4612	0.14605	38	0.9977	1	2.623	0.7918	96.2098	97.2271	0.8465	0.83	AlfI:96.99,AloI:96.81,BcgI:96.14,FalI:96.85	547	38	704	30	12.657894736842104	ok	96.4283	gamma
GCA_003278095.1	GCA_902517275.1	96.2118	96.4563	0.3508	0.6314	0.16463	33	0.9551	19	3.707	0.7680	96.1538	96.7520	1.0771	1.74	AlfI:96.03,AloI:96.52,BcgI:95.63,FalI:96.70	528	33	602	55	13.242424242424242	ok	96.2118	gamma
GCA_003488145.1	GCA_007713455.1	97.3831	97.8728	0.8056	0.6366	0.03330	425	0.9986	8	1.014	0.8635	97.1858	98.2496	0.2645	1.15	AlfI:97.94,AloI:97.86,BcgI:97.86,FalI:97.67	6313	425	7656	77	14.36	ok	97.3831	gamma
GCA_003488145.1	GCF_000495915.1	97.5900	97.9601	0.7648	0.6117	0.03306	450	0.9918	47	1.189	0.8697	97.3980	98.2519	0.3516	2.18	AlfI:98.03,AloI:97.83,BcgI:97.97,FalI:97.67	6417	450	7295	53	13.646666666666667	ok	97.5900	gamma
GCA_003488145.1	GCF_000935215.1	97.5582	97.9353	0.7266	0.5561	0.03356	462	0.9894	57	1.140	0.8680	97.4303	98.2002	0.2693	1.11	AlfI:97.99,AloI:97.93,BcgI:97.93,FalI:97.72	6230	462	7138	52	12.508658008658008	ok	97.5582	gamma
GCA_003488145.1	GCF_002929225.1	97.5191	97.9817	0.7922	0.6169	0.03243	428	0.9975	14	0.973	0.8712	97.3243	98.3246	0.3848	2.41	AlfI:98.05,AloI:98.05,BcgI:97.98,FalI:97.67	6335	428	7571	80	14.22196261682243	ok	97.5191	gamma
GCA_003488145.1	GCF_003935375.1	97.4318	97.8716	0.7895	0.6300	0.03354	425	0.9980	11	1.107	0.8635	97.2352	98.2197	0.2450	0.98	AlfI:97.92,AloI:97.90,BcgI:97.86,FalI:97.68	6246	425	7512	82	14.152941176470588	ok	97.4318	gamma
GCA_003518755.1	GCA_902787685.1	96.0274	97.2806	0.5008	0.4490	0.15635	25	1.0000	0	0.650	0.8271	96.1569	98.0617	0.5615	0.22	AlfI:97.24,AloI:97.56,BcgI:97.00,FalI:97.27	481	25	534	12	7.16	ok	96.0274	gamma
GCA_003520315.1	GCA_018433265.1	98.8677	98.9972	0.2520	0.2100	0.08204	42	0.9914	2	0.669	0.9391	98.8951	99.0316	0.6364	1.56	AlfI:99.28,AloI:98.64,BcgI:98.90,FalI:98.97	647	42	550	14	6.5	ok	98.8677	gamma
GCA_003556805.1	GCA_007695125.1	96.6653	96.8693	0.5777	0.5523	0.05129	303	0.9796	67	3.930	0.7880	96.5188	97.1652	0.5833	2.00	AlfI:96.84,AloI:96.89,BcgI:96.84,FalI:97.42	3930	303	4877	83	11.62046204620462	ok	96.6653	gamma
GCA_003585845.1	GCF_003293675.1	96.4597	97.0534	0.9205	0.9379	0.07297	16	0.9950	9	1.392	0.8056	96.3646	97.5947	0.6163	0.73	AlfI:97.06,AloI:96.53,BcgI:97.04,FalI:97.15	1849	16	2394	508	112.375	ok	96.4597	gamma
GCA_003609755.1	GCF_900009275.2	94.6117	97.7462	0.8517	0.8610	0.06549	35	0.9820	32	0.274	0.8558	96.0159	98.8226	0.6082	6.33	AlfI:97.40,AloI:97.94,BcgI:98.01,FalI:97.40	2032	35	2503	273	50.97142857142857	ok	94.6117	gamma
GCA_003663525.1	GCA_003663535.1	98.3309	98.3309	0.2824	0.2868	0.09436	76	0.9739	10	inf	0.8968	98.4738	98.2691	0.5653	1.26	AlfI:98.77,AloI:98.20,BcgI:98.49,FalI:98.25	966	76	734	13	5.907894736842105	ok	98.3309	uniform
GCA_003670825.1	GCA_903958265.1	97.5057	97.5057	0.5084	0.2908	0.06175	245	0.9575	78	inf	0.8366	97.4954	97.5093	0.4015	0.85	AlfI:97.45,AloI:97.16,BcgI:97.56,FalI:97.31	2447	245	2480	29	8.17142857142857	ok	97.5057	uniform
GCA_003722315.1	GCA_014896455.1	94.6980	96.8839	0.6115	0.6902	0.10131	35	0.9680	34	0.554	0.7993	95.3000	98.2031	1.1663	2.97	AlfI:96.26,AloI:97.43,BcgI:96.64,FalI:97.03	1219	35	1556	195	30.34285714285714	ok	94.6980	gamma
GCA_003722315.1	GCF_000019085.1	90.8701	96.2952	0.6769	0.7672	0.10926	31	0.9719	30	0.365	0.7564	94.2683	98.3779	0.6717	1.11	AlfI:95.86,AloI:96.50,BcgI:96.53,FalI:96.33	1388	31	1725	180	34.483870967741936	ok	90.8701	gamma
GCA_003722315.1	GCF_000147695.2	95.3330	98.0440	0.8048	0.8271	0.06738	33	0.9802	32	0.237	0.8789	96.4050	98.9363	0.4550	2.03	AlfI:97.87,AloI:97.71,BcgI:97.80,FalI:98.17	1820	33	2032	234	49	ok	95.3330	gamma
GCA_004570955.1	GCF_003387165.1	96.5946	97.2641	0.8693	0.8732	0.06829	31	0.9906	18	1.154	0.8213	96.4549	97.8403	0.3772	0.71	AlfI:97.43,AloI:97.05,BcgI:97.27,FalI:97.18	1961	31	2553	333	62.38709677419355	ok	96.5946	gamma
GCA_005788075.1	GCA_903928615.1	97.2967	97.5742	0.5110	0.4240	0.07092	194	0.9630	46	1.833	0.8417	97.2640	97.7670	0.7036	2.25	AlfI:97.67,AloI:97.54,BcgI:97.48,FalI:98.18	1890	194	1885	25	7.164948453608248	ok	97.2967	gamma
GCA_007713455.1	GCF_000495915.1	97.6626	98.1374	0.8187	0.8046	0.02775	125	0.9884	95	0.831	0.8821	97.4680	98.4631	0.0674	0.09	AlfI:98.14,AloI:98.19,BcgI:98.13,FalI:98.13	8324	125	9436	376	65.64	ok	97.6626	gamma
GCA_007713455.1	GCF_000935215.1	97.5855	98.0538	0.8059	0.7853	0.02821	237	0.9738	207	0.866	0.8763	97.4444	98.3614	0.3087	5.51	AlfI:98.14,AloI:98.27,BcgI:97.96,FalI:98.24	8124	237	9552	173	33.48101265822785	ok	97.5855	gamma
GCA_007713455.1	GCF_003935375.1	97.4128	97.9492	0.8345	0.8464	0.02912	66	0.9949	40	0.866	0.8690	97.2504	98.3212	0.1382	1.55	AlfI:98.04,AloI:97.98,BcgI:97.90,FalI:97.96	7943	66	9613	422	119.04545454545455	ok	97.4128	gamma
GCA_007713455.1	GCF_013409135.1	97.5280	98.0342	0.8423	0.8847	0.02821	55	0.9964	29	0.855	0.8749	97.3467	98.3856	0.1083	1.11	AlfI:98.10,AloI:98.00,BcgI:97.99,FalI:98.09	8111	55	9736	855	146.01818181818183	ok	97.5280	gamma
GCA_007845355.1	GCA_905370345.1	95.8972	96.1991	0.6134	0.5701	0.18441	27	0.9668	10	3.707	0.7406	95.7814	96.6628	0.4259	0.08	AlfI:96.13,AloI:95.88,BcgI:96.19,FalI:96.30	405	27	496	36	11.777777777777779	ok	95.8972	gamma
GCA_009392075.1	GCA_009392095.1	97.1320	97.1320	0.5321	0.4900	0.07383	190	0.9855	16	inf	0.8095	97.1444	97.1250	0.6200	2.49	AlfI:97.26,AloI:97.50,BcgI:97.04,FalI:96.88	1967	190	2120	19	6.742105263157895	ok	97.1320	uniform
GCA_009705165.1	GCA_903852955.1	96.9665	97.1333	0.5354	0.3839	0.10969	92	0.9810	11	3.601	0.8116	97.0193	97.2226	0.1260	0.07	AlfI:97.10,AloI:97.20,BcgI:97.18,FalI:97.07	916	92	975	19	7.163043478260869	ok	96.9665	gamma
GCA_011009555.1	GCF_000316115.1	96.5708	96.9943	0.6530	0.6322	0.04543	235	0.9507	231	1.968	0.8004	96.4117	97.4489	0.7363	4.24	AlfI:96.99,AloI:96.38,BcgI:97.12,FalI:96.87	5203	235	6208	123	19.95744680851064	ok	96.5708	gamma
GCA_011053655.1	GCA_011372935.1	99.5290	99.6829	0.2662	0.2487	0.04273	62	0.9858	5	0.079	0.9806	99.5036	99.7310	0.1122	0.37	AlfI:99.77,AloI:99.69,BcgI:99.66,FalI:99.67	644	62	593	17	6.596774193548387	ok	99.5290	gamma
GCA_011754095.1	GCF_000821185.2	96.2574	96.2574	0.7505	0.4033	0.08553	112	0.9887	15	inf	0.7406	96.1760	96.3506	0.3559	0.40	AlfI:96.23,AloI:96.58,BcgI:96.23,FalI:96.25	1686	112	2132	59	12.741071428571429	ok	96.2574	uniform
GCA_012103075.1	GCF_000017405.1	96.1849	96.9005	0.7015	0.8308	0.03710	41	0.9947	38	1.297	0.7919	96.1377	97.5444	0.3333	1.58	AlfI:96.98,AloI:97.10,BcgI:96.87,FalI:96.77	7330	41	9777	1615	176.14634146341464	ok	96.1849	gamma
GCA_013205255.1	GCF_015840335.1	96.4144	96.8822	0.5722	0.4667	0.06823	184	0.9987	2	1.911	0.7897	96.2889	97.3792	1.0469	2.85	AlfI:96.97,AloI:95.92,BcgI:96.93,FalI:96.56	2223	184	2821	36	9.266304347826088	ok	96.4144	gamma
GCA_013333795.2	GCA_013333845.2	96.2497	96.6545	0.5686	0.5839	0.13529	56	0.9885	5	2.548	0.7739	96.0189	97.2341	1.8043	1.32	AlfI:96.90,AloI:95.09,BcgI:96.71,FalI:96.31	632	56	792	51	8.696428571428571	ok	96.2497	gamma
GCA_014204745.1	GCF_000717055.1	96.2682	96.8045	0.8081	0.7845	0.03260	102	0.9895	100	1.781	0.7830	96.1335	97.3965	0.9688	17.26	AlfI:96.76,AloI:96.59,BcgI:96.78,FalI:97.55	9779	102	13009	482	93.15686274509804	ok	96.2682	gamma
GCA_014204745.1	GCF_001611795.1	96.1542	96.7673	0.8310	0.8275	0.03262	58	0.9941	56	1.631	0.7802	96.0273	97.4351	0.6671	8.57	AlfI:96.65,AloI:96.70,BcgI:96.76,FalI:97.32	9843	58	13285	1387	164.72413793103448	ok	96.1542	gamma
GCA_014649355.1	GCA_014649575.1	96.2545	96.8562	0.8175	0.8480	0.03541	100	0.9922	62	1.565	0.7870	96.1490	97.4671	0.7953	8.70	AlfI:96.76,AloI:96.58,BcgI:96.89,FalI:97.38	8164	100	10867	793	79.37	ok	96.2545	gamma
GCA_014649555.1	GCF_003501885.1	96.7218	97.2376	0.6843	0.7536	0.03452	346	0.9572	319	1.434	0.8161	96.5972	97.7091	0.9152	18.36	AlfI:97.09,AloI:97.07,BcgI:97.23,FalI:97.98	7954	346	9779	136	21.63872832369942	ok	96.7218	gamma
GCA_014649555.1	GCF_014649875.1	97.0219	97.5426	0.8076	0.9141	0.03058	71	0.9949	44	1.224	0.8387	96.8260	98.0058	0.7560	15.14	AlfI:97.46,AloI:97.41,BcgI:97.52,FalI:98.16	8820	71	10946	586	120.83098591549296	ok	97.0219	gamma
GCA_014652975.1	GCF_000786655.1	96.2316	97.0440	0.8903	0.8417	0.05535	40	0.9910	28	1.075	0.8007	96.2282	97.7141	0.9144	7.68	AlfI:97.09,AloI:97.30,BcgI:96.83,FalI:97.74	3190	40	4240	331	78	ok	96.2316	gamma
GCA_014801235.1	GCA_014801525.1	99.1761	99.3680	0.3580	0.4064	0.04935	21	0.9964	3	0.274	0.9618	99.0169	99.4683	0.4446	3.34	AlfI:99.36,AloI:99.78,BcgI:99.34,FalI:99.33	885	21	903	110	40.04761904761905	ok	99.1761	gamma
GCA_014801595.1	GCA_014802625.1	98.1756	98.9798	0.4446	0.4699	0.05727	27	0.9980	2	0.221	0.9374	98.0607	99.3002	0.1854	0.35	AlfI:99.01,AloI:99.12,BcgI:98.94,FalI:99.02	1035	27	1168	80	37.592592592592595	ok	98.1756	gamma
GCA_014896455.1	GCF_000147695.2	96.3064	97.2153	0.6877	0.6062	0.09901	37	0.9855	14	0.918	0.8227	96.1843	97.9402	0.1857	0.16	AlfI:97.23,AloI:97.11,BcgI:97.07,FalI:97.25	1128	37	1337	196	26.675675675675677	ok	96.3064	gamma
GCA_015062045.1	GCA_017399165.1	96.0154	96.8464	0.7170	0.6346	0.06865	153	0.9743	50	1.189	0.7880	95.9969	97.5743	0.3875	1.23	AlfI:96.93,AloI:96.66,BcgI:96.86,FalI:96.54	2462	153	2946	45	13.411764705882353	ok	96.0154	gamma
GCA_015066745.1	GCA_017848115.1	96.3145	98.2913	0.5350	0.5665	0.06040	105	0.9820	27	0.251	0.8943	96.8152	99.0162	0.3527	1.05	AlfI:98.26,AloI:98.61,BcgI:98.27,FalI:98.26	1918	105	2103	45	15.047619047619047	ok	96.3145	gamma
GCA_015068085.1	GCA_017408185.1	97.4691	97.9244	0.3022	0.2562	0.06796	173	0.9342	91	1.014	0.8685	97.2748	98.2707	0.1706	0.33	AlfI:98.04,AloI:97.94,BcgI:97.87,FalI:97.91	2189	173	1840	27	8.468208092485549	ok	97.4691	gamma
GCA_016280695.1	GCA_017420585.1	96.8047	96.9489	0.6318	0.5595	0.07556	197	0.9834	22	4.604	0.7953	96.8201	97.0569	0.3851	0.93	AlfI:96.83,AloI:97.22,BcgI:96.92,FalI:97.02	1912	197	2191	24	7.629441624365482	ok	96.8047	gamma
GCA_016290415.1	GCA_017428035.1	96.2104	96.7686	0.6136	0.6200	0.07386	155	0.9773	39	1.729	0.7829	96.0956	97.3458	0.5487	1.95	AlfI:96.99,AloI:96.45,BcgI:96.69,FalI:96.65	2167	155	2597	79	11.819354838709678	ok	96.2104	gamma
GCA_016744155.1	GCA_018067325.1	96.7257	96.9971	0.3841	0.4775	0.07510	213	0.8974	171	2.701	0.8009	96.6812	97.2411	0.4114	1.99	AlfI:96.86,AloI:96.78,BcgI:97.19,FalI:96.81	2328	213	2218	25	8.023474178403756	ok	96.7257	gamma
GCA_016777545.1	GCA_016778675.1	99.1564	99.1564	0.3521	0.2594	0.12688	22	0.9917	1	inf	0.9488	99.3957	99.0822	0.3843	0.46	AlfI:99.07,AloI:99.22,BcgI:99.46,FalI:99.10	204	22	191	11	6.409090909090909	ok	99.1564	uniform
GCA_016777745.1	GCA_905182145.1	98.5313	98.8706	0.2856	0.4424	0.12246	29	0.9905	2	0.428	0.9314	98.4080	99.0396	0.8434	1.04	AlfI:99.29,AloI:98.45,BcgI:98.73,FalI:98.86	275	29	297	18	8.172413793103448	ok	98.5313	gamma
GCA_016783995.1	GCA_018894445.1	97.6517	97.6517	0.1478	0.1392	0.23258	9	1.0000	0	inf	0.8523	97.5237	97.7206	2.1543	1.54	AlfI:98.45,AloI:96.30,BcgI:97.65,FalI:97.50	219	9	179	11	7.222222222222222	INCONSISTENT	97.6517	uniform
GCA_016882185.1	GCF_002688585.1	96.1201	96.7473	0.4888	0.4010	0.19117	30	1.0000	0	1.584	0.7874	95.9495	97.4294	0.6086	0.47	AlfI:96.70,AloI:96.76,BcgI:96.31,FalI:96.92	333	30	420	14	7.233333333333333	ok	96.1201	gamma
GCA_017392345.1	GCA_900313105.1	95.3289	96.6236	0.6899	0.5080	0.15134	38	0.9787	8	0.918	0.7697	95.5423	97.6843	1.1317	2.25	AlfI:96.22,AloI:97.28,BcgI:96.54,FalI:97.35	558	38	678	27	10.657894736842104	ok	95.3289	gamma
GCA_017392345.1	GCA_902787305.1	95.3365	96.4511	0.6710	0.4979	0.15754	39	0.9728	10	1.140	0.7564	95.4370	97.4967	0.7223	0.53	AlfI:96.15,AloI:96.87,BcgI:96.47,FalI:96.60	530	39	658	38	10.153846153846153	ok	95.3365	gamma
GCA_017399555.1	GCA_017622255.1	97.7681	97.9258	0.2339	0.3124	0.08576	130	0.8931	99	1.911	0.8674	97.9784	97.9051	0.3819	1.20	AlfI:98.11,AloI:97.87,BcgI:97.72,FalI:98.05	1463	130	1086	29	7.361538461538461	ok	97.7681	gamma
GCA_017429885.1	GCA_900320365.1	96.5511	97.1374	0.4869	0.4143	0.08761	123	0.9911	6	1.336	0.8114	96.4535	97.6544	0.2670	0.44	AlfI:97.03,AloI:97.29,BcgI:97.05,FalI:97.19	1479	123	1657	18	6.4471544715447155	ok	96.5511	gamma
GCA_017531065.1	GCA_902800255.1	97.1063	97.3711	0.4774	0.4756	0.10348	89	0.9780	13	2.148	0.8312	97.0864	97.5599	0.4943	0.84	AlfI:97.23,AloI:97.72,BcgI:97.48,FalI:97.23	962	89	1036	15	7.49438202247191	ok	97.1063	gamma
GCA_017646885.1	GCA_017652345.1	99.4766	99.5005	0.1814	0.1038	0.05472	35	0.9838	5	0.208	0.9697	99.8067	99.4120	0.3711	1.03	AlfI:99.28,AloI:99.54,BcgI:99.65,FalI:99.51	739	35	595	51	9.657142857142857	ok	99.4766	gamma
GCA_017996075.1	GCF_014352935.1	95.8433	96.4513	0.4501	0.3081	0.16764	36	0.9947	1	1.680	0.7702	95.8740	96.9801	2.7134	2.71	AlfI:96.68,AloI:97.36,BcgI:94.65,FalI:96.38	516	36	608	15	6.25	ok	95.8433	gamma
GCA_018224395.1	GCF_004171285.1	96.1691	97.6166	0.4534	0.5449	0.12428	43	0.9203	42	0.502	0.8489	96.3338	98.4121	0.5609	0.52	AlfI:97.76,AloI:97.95,BcgI:97.39,FalI:97.58	723	43	709	66	12.279069767441861	ok	96.1691	gamma
GCA_018363915.1	GCF_000163295.1	96.7077	97.3226	0.7454	0.7962	0.09858	33	0.9925	7	1.107	0.8309	96.6185	97.7923	0.3299	0.21	AlfI:97.22,AloI:97.47,BcgI:97.14,FalI:97.34	1058	33	1264	150	29.21212121212121	ok	96.7077	gamma
