query	reference	ani	ani_uniform	af_query	af_reference	std_err	ani_cal	synteny_blocks	anchor_adjacency	breakpoint_count	het_shape	retention	ani_from_loss	ani_from_hist	enzyme_spread	enzyme_chi2	per_enzyme	n_anchors	n_chains	n_tags	max_block_anchors	mean_block_anchors	flag	ani_gated	gate	ani_upper95	pairid
FBJ20M1_ctg	M1_23_F01_M3_5_ctg	99.149	99.3649	0.8341	0.8615	0.02267	98.7943	46	0.9929	28	0.237	0.9613	99.0347	99.4586	0.0751	0.35	AlfI:99.34,AloI:99.41,BcgI:99.38,FalI:99.33	4045	46	4243	253	86.47826086956522	ok	99.149	gamma	99.128	FBJ20M1_ctg__M1_23_F01_M3_5_ctg
FBJ20M1_ctg	M1_28_R01_M3_1_ctg	99.0115	99.2742	0.8212	0.8585	0.02452	98.665	49	0.9918	32	0.266	0.9558	98.86	99.3962	0.1587	1.37	AlfI:99.21,AloI:99.37,BcgI:99.27,FalI:99.35	3943	49	4201	440	79.61224489795919	ok	99.0115	gamma	98.9603	FBJ20M1_ctg__M1_28_R01_M3_1_ctg
FBJ20M1_ctg	M1_C_12_L4_2_ctg	99.1238	99.3153	0.8616	0.8993	0.02317	98.8972	44	0.9939	25	0.286	0.9583	99.0282	99.3977	0.0917	0.54	AlfI:99.28,AloI:99.35,BcgI:99.33,FalI:99.26	4161	44	4381	388	93.20454545454544	ok	99.1238	gamma	99.1203	FBJ20M1_ctg__M1_C_12_L4_2_ctg
FBJ20M1_ctg	RG2-3_ctg	99.1463	99.3887	0.8693	0.9264	0.02179	99.0329	37	0.9956	18	0.2	0.9628	99.0431	99.4862	0.1593	1.46	AlfI:99.35,AloI:99.51,BcgI:99.38,FalI:99.41	4191	37	4417	608	112.08108108108108	ok	99.1463	gamma	99.1343	FBJ20M1_ctg__RG2-3_ctg
FBJ9M5_ctg	FGDLZ19M5_ctg	99.0562	99.3266	0.791	0.8517	0.02327	98.6278	55	0.992	32	0.227	0.959	98.9203	99.4442	0.0586	0.4	AlfI:99.35,AloI:99.36,BcgI:99.30,FalI:99.36	4060	55	4308	261	72.87272727272727	ok	99.0562	gamma	99.0172	FBJ9M5_ctg__FGDLZ19M5_ctg
FBJ9M5_ctg	FGDLZ42_ctg	99.1294	99.2891	0.7568	0.8166	0.02411	98.4668	64	0.9895	41	0.355	0.9567	99.0282	99.3644	0.2081	2.02	AlfI:99.24,AloI:99.44,BcgI:99.29,FalI:99.25	4015	64	4198	387	61.421875	ok	99.1294	gamma	99.1223	FBJ9M5_ctg__FGDLZ42_ctg
FBJ9M5_ctg	FGDLZ4M1_ctg	99.0229	99.2596	0.8066	0.8762	0.02417	98.6548	50	0.9936	26	0.286	0.9549	98.8989	99.3658	0.109	0.72	AlfI:99.22,AloI:99.33,BcgI:99.26,FalI:99.32	4135	50	4399	396	81.72	ok	99.0229	gamma	98.9956	FBJ9M5_ctg__FGDLZ4M1_ctg
FBJ9M5_ctg	FGDLZ5M1_ctg	99.2063	99.4289	0.7865	0.8337	0.02137	98.6815	52	0.993	28	0.194	0.9653	99.0931	99.5223	0.0539	0.14	AlfI:99.44,AloI:99.39,BcgI:99.43,FalI:99.44	4097	52	4271	394	77.34615384615384	ok	99.2063	gamma	99.1838	FBJ9M5_ctg__FGDLZ5M1_ctg
FBJ9M5_ctg	FGDLZ63M1_ctg	99.0797	99.3498	0.7993	0.8504	0.02264	98.6735	64	0.9901	40	0.208	0.9604	98.9623	99.4609	0.0769	0.41	AlfI:99.36,AloI:99.41,BcgI:99.33,FalI:99.38	4148	64	4378	385	63.8125	ok	99.0797	gamma	99.057	FBJ9M5_ctg__FGDLZ63M1_ctg
FBJ9M5_ctg	FGDLZ72M1_ctg	99.2613	99.4875	0.7812	0.8602	0.02022	98.7885	49	0.9938	25	0.156	0.9689	99.1688	99.5746	0.1005	1.14	AlfI:99.47,AloI:99.56,BcgI:99.47,FalI:99.57	4081	49	4256	397	82.14285714285714	ok	99.2613	gamma	99.2562	FBJ9M5_ctg__FGDLZ72M1_ctg
FBJ9M5_ctg	FGDLZ73M1_ctg	99.125	99.4047	0.8076	0.873	0.02163	98.7738	42	0.9956	18	0.183	0.9638	98.9878	99.5224	0.1962	3.04	AlfI:99.45,AloI:99.56,BcgI:99.36,FalI:99.40	4153	42	4381	361	97.28571428571428	ok	99.125	gamma	99.0815	FBJ9M5_ctg__FGDLZ73M1_ctg
FBJ9M5_ctg	FGDLZ74M1_ctg	99.2405	99.4606	0.7754	0.8132	0.02079	98.6282	45	0.995	20	0.178	0.9672	99.1332	99.5507	0.0479	0.15	AlfI:99.45,AloI:99.48,BcgI:99.46,FalI:99.50	4081	45	4248	396	89.02222222222223	ok	99.2405	gamma	99.2223	FBJ9M5_ctg__FGDLZ74M1_ctg
FBJ9M5_ctg	FGDLZ78M2_ctg	99.1866	99.4331	0.7789	0.8321	0.02132	98.6612	54	0.9925	30	0.178	0.9655	99.0764	99.5323	0.0888	0.66	AlfI:99.46,AloI:99.50,BcgI:99.41,FalI:99.43	4067	54	4264	348	74.22222222222223	ok	99.1866	gamma	99.1678	FBJ9M5_ctg__FGDLZ78M2_ctg
FBJ9M5_ctg	FGDLZ8M1_ctg	98.9381	99.2314	0.7868	0.8452	0.02501	98.5143	60	0.9906	37	0.259	0.9531	98.8179	99.3552	0.0281	0.08	AlfI:99.25,AloI:99.24,BcgI:99.22,FalI:99.24	4032	60	4292	386	66.13333333333334	ok	98.9381	gamma	98.9185	FBJ9M5_ctg__FGDLZ8M1_ctg
FBJ9M5_ctg	FGSYC16M1_ctg	99.2175	99.4772	0.776	0.8117	0.02051	98.65	58	0.9917	33	0.152	0.9682	99.1094	99.5784	0.2099	3.76	AlfI:99.55,AloI:99.61,BcgI:99.44,FalI:99.40	4066	58	4242	365	68.86206896551724	ok	99.2175	gamma	99.1996	FBJ9M5_ctg__FGSYC16M1_ctg
FBJ9M5_ctg	FGSYC28M4_ctg	99.1186	99.3565	0.7823	0.8786	0.02283	98.7102	50	0.9937	25	0.234	0.9608	98.9742	99.4656	0.1232	1.47	AlfI:99.41,AloI:99.39,BcgI:99.32,FalI:99.44	4046	50	4257	325	79.56	ok	99.1186	gamma	99.0698	FBJ9M5_ctg__FGSYC28M4_ctg
FBJ9M5_ctg	FGSYC28M5_ctg	99.1126	99.3499	0.7799	0.8738	0.02296	98.6885	51	0.9929	28	0.234	0.9604	98.9797	99.4557	0.0915	1.13	AlfI:99.40,AloI:99.40,BcgI:99.31,FalI:99.41	4039	51	4249	325	77.74509803921569	ok	99.1126	gamma	99.0751	FBJ9M5_ctg__FGSYC28M5_ctg
FBJ9M5_ctg	FGSYC85M1_ctg	99.2284	99.4334	0.7738	0.8688	0.0214	98.753	54	0.9929	28	0.208	0.9656	99.1088	99.5235	0.0832	0.68	AlfI:99.48,AloI:99.42,BcgI:99.42,FalI:99.40	4036	54	4221	336	73.5925925925926	ok	99.2284	gamma	99.1993	FBJ9M5_ctg__FGSYC85M1_ctg
FBJ9M5_ctg	FGSZY16M3_ctg	99.1219	99.4213	0.7873	0.8684	0.02162	98.7574	59	0.9912	35	0.166	0.9648	98.9935	99.5416	0.3589	7.3	AlfI:99.47,AloI:99.65,BcgI:99.38,FalI:99.29	4048	59	4261	415	67.47457627118644	ok	99.1219	gamma	99.0883	FBJ9M5_ctg__FGSZY16M3_ctg
FBJ9M5_ctg	FGSZY56M3_ctg	99.0034	99.3625	0.813	0.8566	0.02245	98.7007	51	0.9943	23	0.166	0.9612	98.8959	99.4968	0.0695	0.22	AlfI:99.38,AloI:99.38,BcgI:99.36,FalI:99.31	4138	51	4387	409	79.76470588235294	ok	99.0034	gamma	98.9928	FBJ9M5_ctg__FGSZY56M3_ctg
FBJ9M5_ctg	FGSZY6M4_ctg	98.9398	99.2867	0.7909	0.8874	0.024	98.6531	44	0.995	20	0.2	0.9566	98.8315	99.4208	0.1457	2.43	AlfI:99.38,AloI:99.33,BcgI:99.24,FalI:99.30	4051	44	4317	391	90.72727272727272	ok	98.9398	gamma	98.9314	FBJ9M5_ctg__FGSZY6M4_ctg
FBJ9M5_ctg	FGXBM12M1_ctg	99.2096	99.407	0.7902	0.8255	0.02172	98.6385	43	0.995	20	0.234	0.964	99.079	99.4987	0.0821	0.3	AlfI:99.39,AloI:99.44,BcgI:99.42,FalI:99.36	4097	43	4295	421	93.95348837209302	ok	99.2096	gamma	99.17	FBJ9M5_ctg__FGXBM12M1_ctg
FBJ9M5_ctg	FGXBM14M6_ctg	99.2079	99.4349	0.8023	0.8237	0.02097	98.6916	55	0.9927	30	0.183	0.9656	99.1118	99.5245	0.1441	0.7	AlfI:99.44,AloI:99.51,BcgI:99.43,FalI:99.36	4183	55	4382	398	75.07272727272728	ok	99.2079	gamma	99.2005	FBJ9M5_ctg__FGXBM14M6_ctg
FBJ9M5_ctg	FGXBM15M1_ctg	99.1668	99.4202	0.8037	0.8252	0.02125	98.6903	63	0.991	37	0.178	0.9647	99.0666	99.5191	0.1866	2.5	AlfI:99.49,AloI:99.50,BcgI:99.39,FalI:99.32	4204	63	4392	214	65.53968253968254	ok	99.1668	gamma	99.1571	FBJ9M5_ctg__FGXBM15M1_ctg
FBJ9M5_ctg	FGZ16I2M1_ctg	99.3088	99.4903	0.7748	0.8144	0.02011	98.6848	62	0.9903	39	0.188	0.969	99.2014	99.5689	0.1187	1.73	AlfI:99.55,AloI:99.57,BcgI:99.46,FalI:99.45	4124	62	4269	290	65.16129032258064	ok	99.3088	gamma	99.2872	FBJ9M5_ctg__FGZ16I2M1_ctg
FBJ9M5_ctg	FGZ16MM1_ctg	99.2973	99.4869	0.7831	0.8256	0.02014	98.7204	58	0.9913	35	0.183	0.9688	99.1938	99.5667	0.1193	1.72	AlfI:99.55,AloI:99.55,BcgI:99.46,FalI:99.43	4130	58	4289	306	69.96551724137932	ok	99.2973	gamma	99.2798	FBJ9M5_ctg__FGZ16MM1_ctg
FBJ9M5_ctg	FGZ16_I1_M5_ctg	99.3047	99.4876	0.7716	0.8144	0.0202	98.6829	68	0.9888	45	0.188	0.9689	99.1986	99.5663	0.1342	1.92	AlfI:99.55,AloI:99.56,BcgI:99.46,FalI:99.43	4110	68	4254	290	59.22058823529412	ok	99.3047	gamma	99.2847	FBJ9M5_ctg__FGZ16_I1_M5_ctg
FBJ9M5_ctg	FGZ16_I1_M6_ctg	99.3045	99.4885	0.7767	0.8186	0.02014	98.7024	67	0.9891	44	0.188	0.9689	99.1949	99.5684	0.1353	1.86	AlfI:99.55,AloI:99.56,BcgI:99.46,FalI:99.43	4120	67	4275	290	60.34328358208956	ok	99.3045	gamma	99.281	FBJ9M5_ctg__FGZ16_I1_M6_ctg
FBJ9M5_ctg	FGZ17I1M2_ctg	99.168	99.4001	0.7955	0.8862	0.02179	98.8112	62	0.9906	38	0.208	0.9635	99.0465	99.4996	0.0916	0.68	AlfI:99.44,AloI:99.35,BcgI:99.38,FalI:99.44	4120	62	4332	390	65.56451612903226	ok	99.168	gamma	99.1384	FBJ9M5_ctg__FGZ17I1M2_ctg
FBJ9M5_ctg	FGZ19MM7_ctg	99.1754	99.4519	0.8288	0.8649	0.02041	98.8597	58	0.9928	30	0.161	0.9667	99.0471	99.5643	0.0779	0.31	AlfI:99.47,AloI:99.39,BcgI:99.45,FalI:99.45	4300	58	4504	410	72.70689655172414	ok	99.1754	gamma	99.1372	FBJ9M5_ctg__FGZ19MM7_ctg
FBJ9M5_ctg	FGZ35I1M4_ctg	99.3394	99.4936	0.7743	0.8915	0.02007	98.8782	55	0.9923	31	0.208	0.9692	99.2389	99.5626	0.1051	1.09	AlfI:99.49,AloI:99.58,BcgI:99.47,FalI:99.55	4084	55	4246	392	73.27272727272727	ok	99.3394	gamma	99.3231	FBJ9M5_ctg__FGZ35I1M4_ctg
FBJ9M5_ctg	FGZ35MM1_ctg	99.3279	99.4883	0.7764	0.883	0.02019	98.8504	51	0.9933	27	0.208	0.9689	99.2201	99.5612	0.1116	1.01	AlfI:99.49,AloI:99.58,BcgI:99.47,FalI:99.52	4084	51	4247	392	78.92156862745098	ok	99.3279	gamma	99.3052	FBJ9M5_ctg__FGZ35MM1_ctg
FBJ9M5_ctg	FGZ6MM10_ctg	99.2698	99.5023	0.7776	0.8752	0.01996	98.8378	54	0.9922	31	0.152	0.9698	99.1593	99.5957	0.0537	0.31	AlfI:99.52,AloI:99.51,BcgI:99.49,FalI:99.54	4073	54	4246	407	74.33333333333333	ok	99.2698	gamma	99.2473	FBJ9M5_ctg__FGZ6MM10_ctg
FBJ9M5_ctg	FGZ6_I1_M3_ctg	99.0633	99.3663	0.8368	0.8694	0.02196	98.8095	67	0.9912	37	0.194	0.9614	98.9164	99.4953	0.0618	0.41	AlfI:99.34,AloI:99.35,BcgI:99.39,FalI:99.32	4305	67	4546	267	63.059701492537314	ok	99.0633	gamma	99.0109	FBJ9M5_ctg__FGZ6_I1_M3_ctg
FBJ9M5_ctg	FGZ6_I1_M6_ctg	99.0871	99.3758	0.8317	0.8554	0.02182	98.7859	75	0.9893	45	0.194	0.962	98.9467	99.4981	0.0654	0.46	AlfI:99.34,AloI:99.37,BcgI:99.40,FalI:99.33	4302	75	4527	299	56.266666666666666	ok	99.0871	gamma	99.0404	FBJ9M5_ctg__FGZ6_I1_M6_ctg
FBJ9M5_ctg	FHNBA16M1_ctg	98.9008	99.157	0.7728	0.8423	0.02645	98.421	67	0.9889	43	0.335	0.9485	98.7757	99.2736	0.1393	1.88	AlfI:99.26,AloI:99.12,BcgI:99.12,FalI:99.13	3930	67	4218	230	58.08955223880597	ok	98.9008	gamma	98.8785	FBJ9M5_ctg__FHNBA16M1_ctg
FBJ9M5_ctg	FHNBA1M1_ctg	99.1544	99.3749	0.7985	0.8728	0.02227	98.7417	44	0.995	20	0.221	0.962	99.0553	99.4652	0.0884	0.51	AlfI:99.39,AloI:99.44,BcgI:99.36,FalI:99.38	4110	44	4321	433	92.29545454545456	ok	99.1544	gamma	99.147	FBJ9M5_ctg__FHNBA1M1_ctg
FBJ9M5_ctg	FHNBA28M10_ctg	99.2458	99.4443	0.8058	0.8565	0.02075	98.7914	50	0.9937	26	0.194	0.9662	99.1565	99.5237	0.1041	0.83	AlfI:99.44,AloI:99.48,BcgI:99.43,FalI:99.53	4206	50	4388	375	83.0	ok	99.2458	gamma	99.2433	FBJ9M5_ctg__FHNBA28M10_ctg
FBJ9M5_ctg	FHNBA3M1_ctg	99.4385	99.5389	0.6704	0.5912	0.01967	98.2002	230	0.9466	204	0.227	0.972	99.3938	99.5774	0.0794	0.38	AlfI:99.56,AloI:99.51,BcgI:99.54,FalI:99.48	4317	230	3986	98	16.717391304347824	ok	99.4385	gamma	99.472	FBJ9M5_ctg__FHNBA3M1_ctg
FBJ9M5_ctg	FHNBA4M1_ctg	99.0944	99.3705	0.7733	0.8528	0.02271	98.6274	45	0.9946	21	0.2	0.9617	98.9603	99.4875	0.149	1.6	AlfI:99.35,AloI:99.50,BcgI:99.35,FalI:99.43	3993	45	4214	381	87.4	ok	99.0944	gamma	99.0568	FBJ9M5_ctg__FHNBA4M1_ctg
FBJ9M5_ctg	FHNBO41M2_ctg	99.1336	99.3953	0.7829	0.8642	0.02207	98.7144	55	0.9924	30	0.188	0.9632	99.0235	99.5001	0.2172	1.52	AlfI:99.41,AloI:99.50,BcgI:99.39,FalI:99.29	4059	55	4262	397	72.6	ok	99.1336	gamma	99.1171	FBJ9M5_ctg__FHNBO41M2_ctg
FBJ9M5_ctg	FHaNCM24GMM6_ctg	99.2442	99.4505	0.8026	0.8928	0.02069	98.8733	43	0.9954	19	0.183	0.9666	99.1634	99.5296	0.1022	0.76	AlfI:99.45,AloI:99.54,BcgI:99.44,FalI:99.44	4177	43	4363	518	95.81395348837208	ok	99.2442	gamma	99.25	FBJ9M5_ctg__FHaNCM24GMM6_ctg
FBJ9M5_ctg	FHaNCM25GMM1_ctg	99.178	99.3998	0.7949	0.8401	0.02181	98.6811	49	0.9938	25	0.214	0.9635	99.0518	99.4976	0.1485	1.41	AlfI:99.41,AloI:99.40,BcgI:99.38,FalI:99.52	4127	49	4322	359	82.75510204081633	ok	99.178	gamma	99.1436	FBJ9M5_ctg__FHaNCM25GMM1_ctg
FBJ9M5_ctg	FHeJZ25M6_ctg	99.1773	99.4025	0.7731	0.7885	0.02201	98.5149	54	0.9924	30	0.2	0.9637	99.0818	99.4924	0.1392	1.33	AlfI:99.39,AloI:99.45,BcgI:99.38,FalI:99.52	4021	54	4218	323	73.46296296296296	ok	99.1773	gamma	99.1735	FBJ9M5_ctg__FHeJZ25M6_ctg
FBJ9M5_ctg	FHeJZ28M10_ctg	99.196	99.4258	0.7748	0.8373	0.02152	98.656	48	0.994	24	0.188	0.9651	99.0936	99.5184	0.141	2.18	AlfI:99.48,AloI:99.52,BcgI:99.38,FalI:99.44	4050	48	4238	391	83.1875	ok	99.196	gamma	99.1846	FBJ9M5_ctg__FHeJZ28M10_ctg
FBJ9M5_ctg	FHuBZX17M2_ctg	99.2131	99.4329	0.7954	0.8504	0.02113	98.7399	49	0.9938	25	0.188	0.9655	99.1164	99.5207	0.1345	1.06	AlfI:99.44,AloI:99.53,BcgI:99.42,FalI:99.40	4143	49	4331	399	83.28571428571429	ok	99.2131	gamma	99.2055	FBJ9M5_ctg__FHuBZX17M2_ctg
FBJ9M5_ctg	FHuBZX1M1_ctg	98.9401	99.2586	0.8231	0.8721	0.02412	98.675	61	0.9922	32	0.234	0.9548	98.8043	99.3938	0.0209	0.04	AlfI:99.24,AloI:99.26,BcgI:99.27,FalI:99.26	4167	61	4456	382	67.40983606557377	ok	98.9401	gamma	98.9035	FBJ9M5_ctg__FHuBZX1M1_ctg
FBJ9M5_ctg	FHuBZX30M2_ctg	99.2401	99.4531	0.8126	0.8902	0.02058	98.8972	50	0.9942	24	0.183	0.9668	99.1401	99.5395	0.1264	1.86	AlfI:99.47,AloI:99.54,BcgI:99.42,FalI:99.55	4208	50	4396	398	82.98	ok	99.2401	gamma	99.2274	FBJ9M5_ctg__FHuBZX30M2_ctg
FBJ9M5_ctg	FJSNT19M1_ctg	99.2521	99.4445	0.8012	0.8504	0.02081	98.7765	56	0.9929	29	0.194	0.9662	99.1792	99.5174	0.0487	0.38	AlfI:99.48,AloI:99.44,BcgI:99.43,FalI:99.47	4174	56	4351	234	73.55357142857143	ok	99.2521	gamma	99.2652	FBJ9M5_ctg__FJSNT19M1_ctg
FBJ9M5_ctg	FJSNT19M2_ctg	99.2791	99.4697	0.801	0.8531	0.02033	98.8033	52	0.9939	25	0.183	0.9678	99.2005	99.5432	0.0509	0.4	AlfI:99.51,AloI:99.46,BcgI:99.45,FalI:99.48	4178	52	4346	389	79.1923076923077	ok	99.2791	gamma	99.2856	FBJ9M5_ctg__FJSNT19M2_ctg
FBJ9M5_ctg	FJSNT19M3_ctg	99.2857	99.4723	0.8002	0.8434	0.02027	98.7848	56	0.9929	29	0.183	0.9679	99.2115	99.5434	0.0607	0.55	AlfI:99.51,AloI:99.47,BcgI:99.45,FalI:99.48	4178	56	4345	389	73.57142857142857	ok	99.2857	gamma	99.296	FBJ9M5_ctg__FJSNT19M3_ctg
FBJ9M5_ctg	FJSNT19M4_ctg	99.2745	99.4675	0.8031	0.8552	0.02036	98.8108	53	0.9937	26	0.183	0.9676	99.1947	99.542	0.0538	0.43	AlfI:99.51,AloI:99.46,BcgI:99.45,FalI:99.47	4179	53	4355	389	77.83018867924528	ok	99.2745	gamma	99.28	FBJ9M5_ctg__FJSNT19M4_ctg
FBJ9M5_ctg	FJSNT19M5_ctg	99.2943	99.4738	0.7998	0.8428	0.02025	98.7843	55	0.9932	28	0.188	0.968	99.2183	99.5434	0.0588	0.52	AlfI:99.52,AloI:99.47,BcgI:99.46,FalI:99.48	4180	55	4342	389	74.87272727272727	ok	99.2943	gamma	99.3026	FBJ9M5_ctg__FJSNT19M5_ctg
FBJ9M5_ctg	FJSNT19M6_ctg	99.2736	99.4669	0.8026	0.8547	0.02038	98.8075	52	0.9939	25	0.183	0.9676	99.194	99.5416	0.0545	0.44	AlfI:99.51,AloI:99.46,BcgI:99.45,FalI:99.47	4180	52	4351	389	79.25	ok	99.2736	gamma	99.2793	FBJ9M5_ctg__FJSNT19M6_ctg
FBJ9M5_ctg	FJSNT19M7_ctg	99.2856	99.4693	0.8025	0.8426	0.02033	98.782	53	0.9936	26	0.188	0.9678	99.2081	99.5406	0.0639	0.61	AlfI:99.52,AloI:99.47,BcgI:99.45,FalI:99.46	4179	53	4347	389	77.75471698113208	ok	99.2856	gamma	99.2928	FBJ9M5_ctg__FJSNT19M7_ctg
FBJ9M5_ctg	FJSNT19M8_ctg	99.2885	99.4738	0.8015	0.8448	0.02025	98.791	54	0.9934	27	0.183	0.968	99.2148	99.5443	0.0633	0.6	AlfI:99.52,AloI:99.47,BcgI:99.45,FalI:99.48	4179	54	4343	389	76.27777777777777	ok	99.2885	gamma	99.2992	FBJ9M5_ctg__FJSNT19M8_ctg
FBJ9M5_ctg	FJSNT19M9_ctg	99.2872	99.4705	0.8015	0.8447	0.0203	98.7882	55	0.9932	28	0.188	0.9678	99.2086	99.5419	0.0635	0.6	AlfI:99.52,AloI:99.47,BcgI:99.45,FalI:99.47	4179	55	4350	389	74.98181818181818	ok	99.2872	gamma	99.2933	FBJ9M5_ctg__FJSNT19M9_ctg
FBJ9M5_ctg	FJSNT32M4_ctg	99.2484	99.4596	0.7738	0.8896	0.02085	98.8157	44	0.9947	21	0.194	0.9672	99.1128	99.5553	0.1024	0.82	AlfI:99.47,AloI:99.54,BcgI:99.44,FalI:99.49	4050	44	4241	398	90.79545454545456	ok	99.2484	gamma	99.2029	FBJ9M5_ctg__FJSNT32M4_ctg
FBJ9M5_ctg	FJSNT39M10_ctg	99.2723	99.4626	0.793	0.8912	0.02053	98.8816	57	0.9919	33	0.2	0.9673	99.1576	99.5463	0.0825	0.79	AlfI:99.51,AloI:99.43,BcgI:99.44,FalI:99.46	4168	57	4334	373	71.87719298245614	ok	99.2723	gamma	99.2448	FBJ9M5_ctg__FJSNT39M10_ctg
FBJ9M5_ctg	FJSNT40M12_ctg	99.4789	99.5682	0.6615	0.6355	0.01911	98.2923	205	0.9519	182	0.214	0.9738	99.4452	99.6006	0.1169	1.35	AlfI:99.56,AloI:99.61,BcgI:99.55,FalI:99.67	4249	205	3943	98	18.570731707317076	ok	99.4789	gamma	99.5206	FBJ9M5_ctg__FJSNT40M12_ctg
FBJ9M5_ctg	FJSNT45M1_ctg	99.2218	99.4386	0.8062	0.8966	0.02095	98.8818	47	0.9944	23	0.2	0.9659	99.091	99.5352	0.0945	0.96	AlfI:99.42,AloI:99.51,BcgI:99.42,FalI:99.52	4172	47	4370	377	87.57446808510639	ok	99.2218	gamma	99.1807	FBJ9M5_ctg__FJSNT45M1_ctg
FBJ9M5_ctg	FJSNT46M2_ctg	99.1008	99.3588	0.8012	0.8699	0.02256	98.7211	48	0.9943	23	0.208	0.961	98.9966	99.4622	0.1609	0.75	AlfI:99.36,AloI:99.43,BcgI:99.36,FalI:99.27	4106	48	4338	397	84.54166666666667	ok	99.1008	gamma	99.0904	FBJ9M5_ctg__FJSNT46M2_ctg
FBJ9M5_ctg	FJSNT49M3_ctg	99.3233	99.5141	0.7787	0.8576	0.01965	98.8113	51	0.993	28	0.17	0.9705	99.2069	99.5972	0.0807	0.75	AlfI:99.55,AloI:99.55,BcgI:99.50,FalI:99.47	4107	51	4258	400	79.11764705882354	ok	99.3233	gamma	99.2926	FBJ9M5_ctg__FJSNT49M3_ctg
FBJ9M5_ctg	FJSNT49M4_ctg	99.3013	99.5049	0.7823	0.846	0.01983	98.7755	49	0.9938	25	0.166	0.9699	99.1896	99.5905	0.067	0.62	AlfI:99.55,AloI:99.52,BcgI:99.49,FalI:99.48	4104	49	4266	400	82.44897959183673	ok	99.3013	gamma	99.276	FBJ9M5_ctg__FJSNT49M4_ctg
FBJ9M5_ctg	FJSNT53M9_ctg	99.2918	99.4839	0.783	0.845	0.02019	98.7549	49	0.9936	26	0.173	0.9686	99.2158	99.5569	0.0947	1.45	AlfI:99.55,AloI:99.46,BcgI:99.46,FalI:99.49	4116	49	4285	398	83.0204081632653	ok	99.2918	gamma	99.3007	FBJ9M5_ctg__FJSNT53M9_ctg
FBJ9M5_ctg	FJSNT54M6_ctg	99.3098	99.4953	0.7863	0.8328	0.01993	98.7417	48	0.9941	24	0.173	0.9693	99.229	99.5674	0.09	1.34	AlfI:99.56,AloI:99.47,BcgI:99.47,FalI:99.49	4133	48	4296	398	84.9375	ok	99.3098	gamma	99.3132	FBJ9M5_ctg__FJSNT54M6_ctg
FBJ9M5_ctg	FJSNT70M6_ctg	99.12	99.409	0.805	0.8426	0.02163	98.6988	44	0.9948	21	0.17	0.9641	99.0086	99.5217	0.1741	0.99	AlfI:99.43,AloI:99.48,BcgI:99.40,FalI:99.31	4122	44	4343	414	92.3181818181818	ok	99.12	gamma	99.1019	FBJ9M5_ctg__FJSNT70M6_ctg
FBJ9M5_ctg	FJSNTY49M10_ctg	99.2828	99.5002	0.784	0.8611	0.01991	98.8082	48	0.994	24	0.161	0.9696	99.1694	99.5902	0.0893	0.75	AlfI:99.55,AloI:99.52,BcgI:99.48,FalI:99.46	4108	48	4279	400	84.3125	ok	99.2828	gamma	99.2566	FBJ9M5_ctg__FJSNTY49M10_ctg
FBJ9M5_ctg	FJSWX14M1_ctg	99.1211	99.3821	0.774	0.876	0.02239	98.7063	49	0.9937	25	0.2	0.9624	98.9963	99.4913	0.086	0.3	AlfI:99.40,AloI:99.40,BcgI:99.38,FalI:99.32	4044	49	4240	392	80.91836734693878	ok	99.1211	gamma	99.0912	FBJ9M5_ctg__FJSWX14M1_ctg
FBJ9M5_ctg	FJSWX30M1_ctg	99.1359	99.4176	0.8022	0.8716	0.02147	98.776	44	0.9953	19	0.166	0.9646	99.0359	99.5246	0.0997	1.21	AlfI:99.46,AloI:99.45,BcgI:99.38,FalI:99.48	4117	44	4334	456	92.38636363636364	ok	99.1359	gamma	99.1282	FBJ9M5_ctg__FJSWX30M1_ctg
FBJ9M5_ctg	FJSWX38M1_ctg	99.1384	99.3595	0.7668	0.814	0.02285	98.5259	55	0.9916	33	0.237	0.961	99.0206	99.4558	0.1018	0.61	AlfI:99.37,AloI:99.44,BcgI:99.34,FalI:99.35	4012	55	4215	377	71.78181818181818	ok	99.1384	gamma	99.1149	FBJ9M5_ctg__FJSWX38M1_ctg
FBJ9M5_ctg	FJSWX9M2_ctg	99.2129	99.4584	0.8018	0.9032	0.02066	98.8975	41	0.9958	17	0.17	0.9671	99.087	99.5611	0.093	1.05	AlfI:99.49,AloI:99.52,BcgI:99.43,FalI:99.50	4136	41	4333	410	99.39024390243902	ok	99.2129	gamma	99.1773	FBJ9M5_ctg__FJSWX9M2_ctg
FBJ9M5_ctg	FJSWXJ10M2_ctg	99.1448	99.4229	0.8005	0.8704	0.02138	98.7793	47	0.9948	21	0.166	0.9649	99.0423	99.5294	0.0964	1.35	AlfI:99.47,AloI:99.47,BcgI:99.39,FalI:99.48	4123	47	4330	456	86.44680851063829	ok	99.1448	gamma	99.1344	FBJ9M5_ctg__FJSWXJ10M2_ctg
FBJ9M5_ctg	FJSWXJ11M1_ctg	99.1426	99.3973	0.7966	0.8717	0.02188	98.7618	52	0.9933	27	0.188	0.9633	99.0362	99.4988	0.1896	1.91	AlfI:99.33,AloI:99.52,BcgI:99.41,FalI:99.39	4127	52	4318	392	77.75	ok	99.1426	gamma	99.1286	FBJ9M5_ctg__FJSWXJ11M1_ctg
