query	reference	ani	shared_tags
GCA_002428325.1	GCA_013333695.2	0.0000	0
GCA_002428325.1	GCA_013821905.1	0.0000	0
GCA_002428325.1	GCA_002841995.1	0.0000	0
GCA_002428325.1	GCA_013360215.1	0.0000	0
GCA_002428325.1	GCA_013911965.1	0.0000	0
GCA_002428325.1	GCA_002869095.1	0.0000	0
GCA_002428325.1	GCA_013374855.1	0.0000	0
GCA_002428325.1	GCA_014237975.1	0.0000	0
GCA_002428325.1	GCA_002898655.1	0.0000	0
GCA_002428325.1	GCA_013416405.1	0.0000	0
GCA_002428325.1	GCA_014323925.1	0.0000	0
GCA_002428325.1	GCA_003019535.1	0.0000	0
GCA_002428325.1	GCA_013695575.1	0.0000	0
GCA_002428325.1	GCA_014377145.1	0.0000	0
GCA_002428325.1	GCA_003054695.1	0.0000	0
GCA_002428325.1	GCA_013791585.1	0.0000	0
GCA_002428325.1	GCA_014380155.1	0.0000	0
GCA_002428325.1	GCA_003133245.1	0.0000	0
GCA_002428325.1	GCA_013816225.1	0.0000	0
GCA_002428325.1	GCA_014384895.1	0.0000	0
GCA_002428325.1	GCA_003138365.1	0.0000	0
GCA_002428325.1	GCA_013823325.1	0.0000	0
GCA_002428325.1	GCA_014654065.1	0.0000	0
GCA_002428325.1	GCA_003142755.1	0.0000	0
GCA_002428325.1	GCA_014171555.1	0.0000	0
GCA_002428325.1	GCA_014729945.1	0.0000	0
GCA_002428325.1	GCA_003152415.1	0.0000	0
GCA_002428325.1	GCA_014238855.1	0.0000	0
GCA_002428325.1	GCA_014800525.1	0.0000	0
GCA_002428325.1	GCA_003157075.1	0.0000	0
GCA_002428325.1	GCA_014360105.1	0.0000	0
GCA_002428325.1	GCA_014804865.1	0.0000	0
GCA_002428325.1	GCA_003162615.1	0.0000	0
GCA_002428325.1	GCA_014378105.1	0.0000	0
GCA_002428325.1	GCA_014872875.1	0.0000	0
GCA_002428325.1	GCA_003168215.1	0.0000	0
GCA_002428325.1	GCA_014381555.1	0.0000	0
GCA_002428325.1	GCA_015056005.1	0.0000	0
GCA_002428325.1	GCA_003209475.1	0.0000	0
GCA_002428325.1	GCA_014529675.1	0.0000	0
GCA_002428325.1	GCA_015058145.1	0.0000	0
GCA_002428325.1	GCA_003213595.1	0.0000	0
GCA_002428325.1	GCA_014728075.1	0.0000	0
GCA_002428325.1	GCA_015060925.1	0.0000	0
GCA_002428325.1	GCA_003218395.1	0.0000	0
GCA_002428325.1	GCA_014762765.1	0.0000	0
GCA_002428325.1	GCA_015063195.1	0.0000	0
GCA_002428325.1	GCA_003222065.1	0.0000	0
GCA_002428325.1	GCA_014801955.1	0.0000	0
GCA_002428325.1	GCA_015065045.1	0.0000	0
GCA_002428325.1	GCA_003228105.1	0.0000	0
GCA_002428325.1	GCA_014859215.1	0.0000	0
GCA_002428325.1	GCA_015066955.1	0.0000	0
GCA_002428325.1	GCA_003235555.1	0.0000	0
GCA_002428325.1	GCA_014879655.1	0.0000	0
GCA_002428325.1	GCA_015068905.1	0.0000	0
GCA_002428325.1	GCA_003245675.1	0.0000	0
GCA_002428325.1	GCA_015056585.1	0.0000	0
GCA_002428325.1	GCA_015163875.1	0.0000	0
GCA_002428325.1	GCA_003250865.1	0.0000	0
GCA_002428325.1	GCA_015059185.1	0.0000	0
GCA_002428325.1	GCA_015232355.1	0.0000	0
GCA_002428325.1	GCA_003279015.1	0.0000	0
GCA_002428325.1	GCA_015061695.1	0.0000	0
GCA_002428325.1	GCA_015258715.1	0.0000	0
GCA_002428325.1	GCA_003282425.1	0.0000	0
GCA_002428325.1	GCA_015063795.1	0.0000	0
GCA_002428325.1	GCA_015486135.1	0.0000	0
GCA_002428325.1	GCA_003349885.1	0.0000	0
GCA_002428325.1	GCA_015065665.1	0.0000	0
GCA_002428325.1	GCA_015489055.1	0.0000	0
GCA_002428325.1	GCA_003450155.1	0.0000	0
GCA_002428325.1	GCA_015067675.1	0.0000	0
GCA_002428325.1	GCA_015492875.1	0.0000	0
GCA_002428325.1	GCA_003482405.1	0.0000	0
GCA_002428325.1	GCA_015069495.1	0.0000	0
GCA_002428325.1	GCA_015521185.1	0.0000	0
GCA_002428325.1	GCA_003499925.1	0.0000	0
GCA_002428325.1	GCA_015222795.1	0.0000	0
GCA_002428325.1	GCA_015654965.1	0.0000	0
GCA_002428325.1	GCA_003513765.1	0.0000	0
GCA_002428325.1	GCA_015233165.1	0.0000	0
GCA_002428325.1	GCA_015661985.1	0.0000	0
GCA_002428325.1	GCA_003525665.1	0.0000	0
GCA_002428325.1	GCA_015472025.1	0.0000	0
GCA_002428325.1	GCA_016000045.1	0.0000	0
GCA_002428325.1	GCA_003542615.1	0.0000	0
GCA_002428325.1	GCA_015486995.1	0.0000	0
GCA_002428325.1	GCA_016176505.1	0.0000	0
GCA_002428325.1	GCA_003553245.1	0.0000	0
GCA_002428325.1	GCA_015490195.1	0.0000	0
GCA_002428325.1	GCA_016180145.1	0.0000	0
GCA_002428325.1	GCA_003558125.1	0.0000	0
GCA_002428325.1	GCA_015494075.1	0.0000	0
GCA_002428325.1	GCA_016182785.1	0.0000	0
GCA_002428325.1	GCA_003564135.1	0.0000	0
GCA_002428325.1	GCA_015522395.1	0.0000	0
GCA_002428325.1	GCA_016185805.1	0.0000	0
GCA_002428325.1	GCA_003576685.1	0.0000	0
GCA_002428325.1	GCA_015655585.1	0.0000	0
GCA_002428325.1	GCA_016188575.1	0.0000	0
GCA_002428325.1	GCA_003599885.1	0.0000	0
GCA_002428325.1	GCA_015665295.1	0.0000	0
GCA_002428325.1	GCA_016191795.1	0.0000	0
GCA_002428325.1	GCA_003644575.1	0.0000	0
GCA_002428325.1	GCA_016124615.1	0.0000	0
GCA_002428325.1	GCA_016195245.1	0.0000	0
GCA_002428325.1	GCA_003649495.1	0.0000	0
GCA_002428325.1	GCA_016177575.1	0.0000	0
GCA_002428325.1	GCA_016199085.1	0.0000	0
GCA_002428325.1	GCA_003669055.1	0.0000	0
GCA_002428325.1	GCA_016180965.1	0.0000	0
GCA_002428325.1	GCA_016201575.1	0.0000	0
GCA_002428325.1	GCA_003696155.1	0.0000	0
GCA_002428325.1	GCA_016183615.1	0.0000	0
GCA_002428325.1	GCA_016205145.1	0.0000	0
GCA_002428325.1	GCA_003862375.1	0.0000	0
GCA_002428325.1	GCA_016186695.1	0.0000	0
GCA_002428325.1	GCA_016208415.1	0.0000	0
GCA_002428325.1	GCA_004010935.1	0.0000	0
GCA_002428325.1	GCA_016190145.1	0.0000	0
GCA_002428325.1	GCA_016210705.1	0.0000	0
GCA_002428325.1	GCA_004211595.1	0.0000	0
GCA_002428325.1	GCA_016192885.1	0.0000	0
GCA_002428325.1	GCA_016213575.1	0.0000	0
GCA_002428325.1	GCA_004294445.1	0.0000	0
GCA_002428325.1	GCA_016196115.1	0.0000	0
GCA_002428325.1	GCA_016217585.1	0.0000	0
GCA_002428325.1	GCA_004298605.1	0.0000	0
GCA_002428325.1	GCA_016199925.1	0.0000	0
GCA_002428325.1	GCA_016219515.1	0.0000	0
GCA_002428325.1	GCA_004356775.1	0.0000	0
GCA_002428325.1	GCA_016202785.1	0.0000	0
GCA_002428325.1	GCA_016235125.1	0.0000	0
GCA_002428325.1	GCA_004535785.1	0.0000	0
GCA_002428325.1	GCA_016206785.1	0.0000	0
GCA_002428325.1	GCA_016281385.1	0.0000	0
GCA_002428325.1	GCA_004556875.1	0.0000	0
GCA_002428325.1	GCA_016209085.1	0.0000	0
GCA_002428325.1	GCA_016285185.1	0.0000	0
GCA_002428325.1	GCA_004796365.1	0.0000	0
GCA_002428325.1	GCA_016212185.1	0.0000	0
GCA_002428325.1	GCA_016290145.1	0.0000	0
GCA_002428325.1	GCA_005503335.1	0.0000	0
GCA_002428325.1	GCA_016214145.1	0.0000	0
GCA_002428325.1	GCA_016294165.1	0.0000	0
GCA_002428325.1	GCA_005789375.1	0.0000	0
GCA_002428325.1	GCA_016218215.1	0.0000	0
GCA_002428325.1	GCA_016302965.1	0.0000	0
GCA_002428325.1	GCA_005805045.1	0.0000	0
GCA_002428325.1	GCA_016222825.1	0.0000	0
GCA_002428325.1	GCA_016464795.1	0.0000	0
GCA_002428325.1	GCA_005880605.1	0.0000	0
GCA_002428325.1	GCA_016235865.1	0.0000	0
GCA_002428325.1	GCA_016699795.1	0.0000	0
GCA_002428325.1	GCA_005883965.1	0.0000	0
GCA_002428325.1	GCA_016282415.1	0.0000	0
GCA_002428325.1	GCA_016705685.1	0.0000	0
GCA_002428325.1	GCA_005893185.1	0.0000	0
GCA_002428325.1	GCA_016286535.1	0.0000	0
GCA_002428325.1	GCA_016710385.1	0.0000	0
GCA_002428325.1	GCA_007116095.1	0.0000	0
GCA_002428325.1	GCA_016291185.1	0.0000	0
GCA_002428325.1	GCA_016713325.1	0.0000	0
GCA_002428325.1	GCA_007119035.1	0.0000	0
GCA_002428325.1	GCA_016296505.1	0.0000	0
GCA_002428325.1	GCA_016716085.1	0.0000	0
GCA_002428325.1	GCA_007123465.1	0.0000	0
GCA_002428325.1	GCA_016342755.1	0.0000	0
GCA_002428325.1	GCA_016719575.1	0.0000	0
GCA_002491065.1	GCF_014863405.1	0.0000	0
GCA_002491065.1	GCA_002451155.1	0.0000	0
GCA_002491065.1	GCA_002683655.1	0.0000	0
GCA_002491065.1	GCF_015560805.1	0.0000	0
GCA_002491065.1	GCA_002491165.1	0.0000	0
GCA_002491065.1	GCA_002699185.1	0.0000	0
GCA_002491065.1	GCF_016583785.1	0.0000	0
GCA_002491065.1	GCA_002683335.1	0.0000	0
GCA_002491065.1	GCA_002713825.1	0.0000	0
GCA_002491065.1	GCF_016862995.1	0.0000	0
GCA_002491065.1	GCA_002698305.1	0.0000	0
GCA_002491065.1	GCA_002726615.1	0.0000	0
GCA_002491065.1	GCF_017165745.1	0.0000	0
GCA_002491065.1	GCA_002712415.1	0.0000	0
GCA_002491065.1	GCA_002762975.1	0.0000	0
GCA_002491065.1	GCF_017837635.1	0.0000	0
GCA_002491065.1	GCA_002724735.1	0.0000	0
GCA_002491065.1	GCA_002793515.1	0.0000	0
GCA_002491065.1	GCF_018221685.1	0.0000	0
GCA_002491065.1	GCA_002748055.1	0.0000	0
GCA_002491065.1	GCA_002869855.2	0.0000	0
GCA_002491065.1	GCF_018614875.1	0.0000	0
GCA_002491065.1	GCA_002788395.1	0.0000	0
GCA_002491065.1	GCA_003105185.1	0.0000	0
GCA_002491065.1	GCF_019048865.1	0.0000	0
GCA_002491065.1	GCA_002862095.1	0.0000	0
GCA_002491065.1	GCA_003150235.1	0.0000	0
GCA_002491065.1	GCF_900095865.1	0.0000	0
GCA_002491065.1	GCA_003022255.1	0.0000	0
GCA_002491065.1	GCA_003164275.1	0.0000	0
GCA_002491065.1	GCF_900103715.1	0.0000	0
GCA_002491065.1	GCA_003139735.1	0.0000	0
GCA_002491065.1	GCA_003213515.1	0.0000	0
GCA_002491065.1	GCF_900108105.1	0.0000	1
GCA_002491065.1	GCA_003156795.1	0.0000	0
GCA_002491065.1	GCA_003224695.1	0.0000	0
GCA_002491065.1	GCF_900112325.1	0.0000	0
GCA_002491065.1	GCA_003173915.1	0.0000	0
GCA_002491065.1	GCA_003247345.1	0.0000	0
GCA_002491065.1	GCF_900116065.1	0.0000	0
GCA_002491065.1	GCA_003219115.1	0.0000	0
GCA_002491065.1	GCA_003282205.1	0.0000	0
GCA_002491065.1	GCF_900141875.1	0.0000	0
GCA_002491065.1	GCA_003233025.1	0.0000	0
GCA_002491065.1	GCA_003454845.1	0.0000	0
GCA_002491065.1	GCF_900163625.1	0.0000	0
GCA_002491065.1	GCA_003252375.1	0.0000	0
GCA_002491065.1	GCA_003513015.1	0.0000	0
GCA_002491065.1	GCF_900182615.1	0.0000	0
GCA_002491065.1	GCA_003331565.1	0.0000	0
GCA_002491065.1	GCA_003551125.1	0.0000	0
GCA_002491065.1	GCF_900234795.1	0.0000	0
GCA_002491065.1	GCA_003481005.1	0.0000	0
GCA_002491065.1	GCA_003562075.1	0.0000	0
GCA_002491065.1	GCF_900537075.1	0.0000	0
GCA_002491065.1	GCA_003517675.1	0.0000	0
GCA_002491065.1	GCA_003599745.1	0.0000	0
GCA_002491065.1	GCF_901764975.1	0.0000	0
GCA_002491065.1	GCA_003551365.1	0.0000	0
GCA_002491065.1	GCA_003650125.1	0.0000	0
GCA_002491065.1	GCF_902833145.1	0.0000	0
GCA_002491065.1	GCA_003561515.1	0.0000	0
GCA_002491065.1	GCA_003696955.1	0.0000	0
GCA_002491065.1	GCA_000220865.1	0.0000	0
GCA_002491065.1	GCA_003567075.1	0.0000	0
GCA_002491065.1	GCA_003963125.1	0.0000	0
GCA_002491065.1	GCA_000385055.1	0.0000	0
GCA_002491065.1	GCA_003598085.1	0.0000	0
GCA_002491065.1	GCA_004102785.1	0.0000	0
GCA_002491065.1	GCA_000432855.1	0.0000	0
GCA_002491065.1	GCA_003634075.1	0.0000	0
GCA_002491065.1	GCA_004213515.1	0.0000	0
GCA_002491065.1	GCA_000436835.1	0.0000	0
GCA_002491065.1	GCA_003647065.1	0.0000	0
GCA_002491065.1	GCA_004296805.1	0.0000	0
GCA_002491065.1	GCA_000511875.1	0.0000	0
GCA_002491065.1	GCA_003661465.1	0.0000	0
GCA_002491065.1	GCA_004299555.1	0.0000	0
GCA_002491065.1	GCA_000719105.1	0.0000	0
GCA_002491065.1	GCA_003694775.1	0.0000	0
GCA_002491065.1	GCA_004366215.1	0.0000	0
GCA_002491065.1	GCA_000828975.1	0.0000	0
GCA_002491065.1	GCA_003725745.1	0.0000	0
GCA_002491065.1	GCA_004552965.1	0.0000	0
GCA_002491065.1	GCA_000992165.1	0.0000	0
GCA_002491065.1	GCA_003978285.1	0.0000	0
GCA_002491065.1	GCA_004557655.1	0.0000	0
GCA_002491065.1	GCA_001003605.1	0.0000	0
GCA_002491065.1	GCA_004145215.1	0.0000	0
GCA_002491065.1	GCA_005110385.1	0.0000	0
GCA_002491065.1	GCA_001303465.1	0.0000	0
GCA_002491065.1	GCA_004292595.1	0.0000	0
GCA_002491065.1	GCA_005774545.1	0.0000	0
GCA_002491065.1	GCA_001438205.1	0.0000	0
GCA_002491065.1	GCA_004297545.1	0.0000	0
GCA_002491065.1	GCA_005791685.1	0.0000	0
GCA_002491065.1	GCA_001493195.1	0.0000	0
GCA_002491065.1	GCA_004322395.1	0.0000	0
GCA_002491065.1	GCA_005877305.1	0.0000	0
GCA_002491065.1	GCA_001544655.2	0.0000	0
GCA_002491065.1	GCA_004376785.1	0.0000	0
GCA_002491065.1	GCA_005881335.1	0.0000	0
GCA_002491065.1	GCA_001595945.1	0.0000	0
GCA_002491065.1	GCA_004555145.1	0.0000	0
GCA_002491065.1	GCA_005884765.1	0.0000	0
GCA_002491065.1	GCA_001648575.1	0.0000	0
GCA_002491065.1	GCA_004560275.1	0.0000	0
GCA_002491065.1	GCA_006222135.1	0.0000	0
GCA_002491065.1	GCA_001751015.1	0.0000	0
GCA_002491065.1	GCA_005239475.1	0.0000	0
GCA_002491065.1	GCA_007116635.1	0.0000	0
GCA_002491065.1	GCA_001771545.1	0.0000	0
GCA_002491065.1	GCA_005778405.1	0.0000	0
GCA_002491065.1	GCA_007120155.1	0.0000	0
GCA_002491065.1	GCA_001778275.1	0.0000	0
GCA_002491065.1	GCA_005798405.1	0.0000	0
GCA_002491065.1	GCA_007124535.1	0.0000	0
GCA_002491065.1	GCA_001783695.1	0.0000	0
GCA_002491065.1	GCA_005878835.1	0.0000	0
GCA_002491065.1	GCA_007128895.1	0.0000	1
GCA_002491065.1	GCA_001789695.1	0.0000	0
GCA_002491065.1	GCA_005882525.1	0.0000	0
GCA_002491065.1	GCA_007132595.1	0.0000	0
GCA_002491065.1	GCA_001796515.1	0.0000	0
GCA_002491065.1	GCA_005888095.1	0.0000	0
GCA_002491065.1	GCA_007136405.1	0.0000	0
GCA_002491065.1	GCA_001801105.1	0.0000	0
GCA_002491065.1	GCA_006227825.1	0.0000	0
GCA_002491065.1	GCA_007692425.1	0.0000	0
GCA_002491065.1	GCA_001805765.1	0.0000	0
GCA_002491065.1	GCA_007117525.1	0.0000	0
GCA_002491065.1	GCA_007741535.1	0.0000	0
GCA_002491065.1	GCA_001822075.1	0.0000	0
GCA_002491065.1	GCA_007121465.1	0.0000	0
GCA_002491065.1	GCA_008373165.1	0.0000	0
GCA_002491065.1	GCA_001870995.2	0.0000	0
GCA_002491065.1	GCA_007126095.1	0.0000	0
GCA_002491065.1	GCA_009377535.1	0.0000	0
GCA_002491065.1	GCA_001880285.1	0.0000	0
GCA_002491065.1	GCA_007130365.1	0.0000	0
GCA_002491065.1	GCA_009691025.1	0.0000	0
GCA_002491065.1	GCA_001899315.1	0.0000	0
GCA_002491065.1	GCA_007133875.1	0.0000	0
GCA_002491065.1	GCA_009693165.1	0.0000	0
GCA_002491065.1	GCA_001941135.1	0.0000	0
GCA_002491065.1	GCA_007280895.1	0.0000	0
GCA_002491065.1	GCA_009698515.1	0.0000	0
GCA_002491065.1	GCA_002059205.1	0.0000	0
GCA_002491065.1	GCA_007693595.1	0.0000	0
GCA_002491065.1	GCA_009704345.1	0.0000	0
GCA_002491065.1	GCA_002070455.1	0.0000	1
GCA_002491065.1	GCA_007996965.1	0.0000	0
GCA_002491065.1	GCA_009774175.1	0.0000	0
GCA_002491065.1	GCA_002102825.1	0.0000	0
GCA_002491065.1	GCA_008668455.1	0.0000	0
GCA_002491065.1	GCA_009777835.1	0.0000	0
GCA_002491065.1	GCA_002169865.1	0.0000	0
GCA_002491065.1	GCA_009379955.1	0.0000	0
GCA_002491065.1	GCA_009780185.1	0.0000	0
GCA_002491065.1	GCA_002238825.1	0.0000	0
GCA_002491065.1	GCA_009691785.1	0.0000	0
GCA_002491065.1	GCA_009782515.1	0.0000	1
GCA_002491065.1	GCA_002261155.1	0.0000	0
GCA_002491065.1	GCA_009694045.1	0.0000	0
GCA_002491065.1	GCA_009784815.1	0.0000	0
GCA_002491065.1	GCA_002292365.1	0.0000	0
GCA_002491065.1	GCA_009699795.1	0.0000	0
GCA_002491065.1	GCA_009787645.1	0.0000	0
GCA_002491065.1	GCA_002298155.1	0.0000	0
GCA_002491065.1	GCA_009711765.1	0.0000	0
GCA_002491065.1	GCA_009840225.1	0.0000	0
GCA_002491065.1	GCA_002305675.1	0.0000	0
GCA_002491065.1	GCA_009776305.1	0.0000	0
GCA_002491065.1	GCA_009885355.1	0.0000	0
GCA_002491065.1	GCA_002309295.1	0.0000	0
GCA_002491065.1	GCA_009778425.1	0.0000	0
GCA_002491065.1	GCA_009911195.1	0.0000	0
GCA_002491065.1	GCA_002314515.1	0.0000	0
GCA_002491065.1	GCA_009780915.1	0.0000	0
GCA_002491065.1	GCA_009923795.1	0.0000	0
GCA_002491065.1	GCA_002317155.1	0.0000	0
GCA_002491065.1	GCA_009783265.1	0.0000	0
GCA_002491065.1	GCA_009929265.1	0.0000	0
GCA_002491065.1	GCA_002327965.1	0.0000	0
GCA_002491065.1	GCA_009785655.1	0.0000	0
GCA_002491065.1	GCA_009995495.1	0.0000	0
GCA_002491065.1	GCA_002335425.1	0.0000	0
GCA_002491065.1	GCA_009835325.1	0.0000	0
GCA_002491065.1	GCA_010671905.1	0.0000	0
GCA_002491065.1	GCA_002340425.1	0.0000	0
GCA_002491065.1	GCA_009841255.1	0.0000	0
GCA_002491065.1	GCA_011047755.1	0.0000	0
GCA_002491065.1	GCA_002345745.1	0.0000	0
GCA_002491065.1	GCA_009886035.1	0.0000	0
GCA_002491065.1	GCA_011053085.1	0.0000	0
GCA_002491065.1	GCA_002350855.1	0.0000	0
GCA_002491065.1	GCA_009918425.1	0.0000	0
GCA_002491065.1	GCA_011064935.1	0.0000	0
GCA_002491065.1	GCA_002359095.1	0.0000	0
GCA_002491065.1	GCA_009925875.1	0.0000	0
GCA_002491065.1	GCA_011329045.1	0.0000	0
GCA_002491065.1	GCA_002365865.1	0.0000	0
GCA_002491065.1	GCA_009930425.1	0.0000	0
GCA_002491065.1	GCA_011333945.1	0.0000	1
GCA_002491065.1	GCA_002372135.1	0.0000	0
GCA_002491065.1	GCA_010027605.1	0.0000	0
GCA_002491065.1	GCA_011361855.1	0.0000	0
GCA_002491065.1	GCA_002378645.1	0.0000	0
GCA_002491065.1	GCA_011040545.1	0.0000	0
GCA_002491065.1	GCA_011367745.1	0.0000	0
GCA_002491065.1	GCA_002385815.1	0.0000	0
GCA_002491065.1	GCA_011049465.1	0.0000	0
GCA_002491065.1	GCA_011373345.1	0.0000	0
GCA_002491065.1	GCA_002392645.1	0.0000	0
GCA_002491065.1	GCA_011054555.1	0.0000	0
GCA_002491065.1	GCA_011389395.1	0.0000	0
GCA_002491065.1	GCA_002397355.1	0.0000	0
GCA_002491065.1	GCA_011170385.1	0.0000	0
GCA_002491065.1	GCA_011391555.1	0.0000	0
GCA_002491065.1	GCA_002402085.1	0.0000	0
GCA_002491065.1	GCA_011331335.1	0.0000	0
GCA_002491065.1	GCA_011525295.1	0.0000	0
GCA_002491065.1	GCA_002405995.1	0.0000	0
GCA_002491065.1	GCA_011334915.1	0.0000	0
GCA_002491065.1	GCA_011772475.1	0.0000	0
GCA_002491065.1	GCA_002412825.1	0.0000	0
GCA_002491065.1	GCA_011363045.1	0.0000	0
GCA_002491065.1	GCA_012032975.1	0.0000	0
GCA_002491065.1	GCA_002418965.1	0.0000	0
GCA_002491065.1	GCA_011369655.1	0.0000	0
GCA_002491065.1	GCA_012271065.1	0.0000	0
GCA_002491065.1	GCA_002422865.1	0.0000	0
GCA_002491065.1	GCA_011375045.1	0.0000	0
GCA_002491065.1	GCA_012513195.1	0.0000	0
GCA_002491065.1	GCA_002427045.1	0.0000	0
GCA_002491065.1	GCA_011390075.1	0.0000	0
GCA_002491065.1	GCA_012516125.1	0.0000	0
GCA_002491065.1	GCA_002430605.1	0.0000	0
GCA_002491065.1	GCA_011523195.1	0.0000	0
GCA_002491065.1	GCA_012518685.1	0.0000	0
GCA_002491065.1	GCA_002436005.1	0.0000	0
GCA_002491065.1	GCA_011526365.1	0.0000	0
GCA_002491065.1	GCA_012520645.1	0.0000	0
GCA_002491065.1	GCA_002441045.1	0.0000	0
GCA_002491065.1	GCA_011960625.1	0.0000	0
GCA_002491065.1	GCA_012522955.1	0.0000	0
GCA_002491065.1	GCA_002451555.1	0.0000	0
GCA_002491065.1	GCA_012103075.1	0.0000	0
GCA_002491065.1	GCA_012727425.1	0.0000	0
GCA_002491065.1	GCA_002457555.1	0.0000	0
GCA_002491065.1	GCA_012510895.1	0.0000	0
GCA_002491065.1	GCA_012729605.1	0.0000	0
GCA_002491065.1	GCA_002478115.1	0.0000	0
GCA_002491065.1	GCA_012514175.1	0.0000	0
GCA_002491065.1	GCA_012798435.1	0.0000	0
GCA_002491065.1	GCA_002483265.1	0.0000	0
GCA_002491065.1	GCA_012517355.1	0.0000	0
GCA_002491065.1	GCA_012837465.1	0.0000	0
GCA_002491065.1	GCA_002495465.1	0.0000	0
GCA_002491065.1	GCA_012519315.1	0.0000	0
GCA_002491065.1	GCA_012839605.1	0.0000	0
GCA_002491065.1	GCA_002501135.1	0.0000	0
GCA_002491065.1	GCA_012521375.1	0.0000	0
GCA_002491065.1	GCA_012842685.1	0.0000	0
GCA_002491065.1	GCA_002506665.1	0.0000	0
GCA_002491065.1	GCA_012523685.1	0.0000	0
GCA_002491065.1	GCA_012964275.1	0.0000	0
GCA_002491065.1	GCA_002684605.1	0.0000	0
GCA_002491065.1	GCA_012728155.1	0.0000	0
GCA_002491065.1	GCA_013003245.1	0.0000	0
GCA_002491065.1	GCA_002688165.1	0.0000	0
GCA_002491065.1	GCA_012735275.1	0.0000	0
GCA_002491065.1	GCA_013044465.1	0.0000	0
GCA_002491065.1	GCA_002692055.1	0.0000	0
GCA_002491065.1	GCA_012799255.1	0.0000	0
GCA_002491065.1	GCA_013141375.1	0.0000	0
GCA_002491065.1	GCA_002698235.1	0.0000	0
GCA_002491065.1	GCA_012838225.1	0.0000	0
GCA_002491065.1	GCA_013152625.1	0.0000	0
GCA_002491065.1	GCA_002702875.1	0.0000	0
GCA_002491065.1	GCA_012840465.1	0.0000	0
GCA_002491065.1	GCA_013178005.1	0.0000	0
GCA_002491065.1	GCA_002707795.1	0.0000	0
GCA_002491065.1	GCA_012959805.1	0.0000	0
GCA_002491065.1	GCA_013204265.1	0.0000	0
GCA_002491065.1	GCA_002711625.1	0.0000	0
GCA_002491065.1	GCA_012974425.1	0.0000	0
GCA_002491065.1	GCA_013215285.1	0.0000	0
GCA_002491065.1	GCA_002715545.1	0.0000	0
GCA_002491065.1	GCA_013041975.1	0.0000	0
GCA_002491065.1	GCA_013286935.1	0.0000	0
GCA_002491065.1	GCA_002719335.1	0.0000	0
GCA_002491065.1	GCA_013138765.1	0.0000	0
GCA_002491065.1	GCA_013289165.1	0.0000	0
GCA_002491065.1	GCA_002722885.1	0.0000	0
GCA_002491065.1	GCA_013151415.1	0.0000	0
GCA_002491065.1	GCA_013298815.1	0.0000	0
GCA_002491065.1	GCA_002727195.1	0.0000	0
GCA_002491065.1	GCA_013153315.1	0.0000	0
GCA_002491065.1	GCA_013331795.1	0.0000	0
GCA_002491065.1	GCA_002731795.1	0.0000	0
GCA_002491065.1	GCA_013202335.1	0.0000	0
GCA_002491065.1	GCA_013349295.1	0.0000	0
GCA_002491065.1	GCA_002746295.2	0.0000	0
GCA_002491065.1	GCA_013205455.1	0.0000	0
GCA_002491065.1	GCA_013372975.1	0.0000	0
GCA_002491065.1	GCA_002753745.1	0.0000	0
GCA_002491065.1	GCA_013216065.1	0.0000	0
GCA_002491065.1	GCA_013390605.1	0.0000	0
GCA_002491065.1	GCA_002774315.1	0.0000	0
GCA_002491065.1	GCA_013287745.1	0.0000	1
GCA_002491065.1	GCA_013694795.1	0.0000	0
GCA_002491065.1	GCA_002784145.1	0.0000	0
GCA_002491065.1	GCA_013290025.1	0.0000	0
GCA_002491065.1	GCA_013697645.1	0.0000	0
GCA_002491065.1	GCA_002791835.1	0.0000	0
GCA_002491065.1	GCA_013316395.1	0.0000	0
GCA_002491065.1	GCA_013813755.1	0.0000	0
GCA_002491065.1	GCA_002839375.1	0.0000	0
GCA_002491065.1	GCA_013333695.2	0.0000	0
GCA_002491065.1	GCA_013821905.1	0.0000	0
GCA_002491065.1	GCA_002841995.1	0.0000	0
GCA_002491065.1	GCA_013360215.1	0.0000	0
GCA_002491065.1	GCA_013911965.1	0.0000	0
GCA_002491065.1	GCA_002869095.1	0.0000	0
GCA_002491065.1	GCA_013374855.1	0.0000	0
GCA_002491065.1	GCA_014237975.1	0.0000	0
GCA_002491065.1	GCA_002898655.1	0.0000	0
GCA_002491065.1	GCA_013416405.1	0.0000	0
GCA_002491065.1	GCA_014323925.1	0.0000	0
GCA_002491065.1	GCA_003019535.1	0.0000	0
GCA_002491065.1	GCA_013695575.1	0.0000	0
GCA_002491065.1	GCA_014377145.1	0.0000	0
GCA_002491065.1	GCA_003054695.1	0.0000	0
GCA_002491065.1	GCA_013791585.1	0.0000	0
GCA_002491065.1	GCA_014380155.1	0.0000	0
GCA_002491065.1	GCA_003133245.1	0.0000	0
GCA_002491065.1	GCA_013816225.1	0.0000	0
GCA_002491065.1	GCA_014384895.1	0.0000	0
GCA_002491065.1	GCA_003138365.1	0.0000	0
GCA_002491065.1	GCA_013823325.1	0.0000	0
GCA_002491065.1	GCA_014654065.1	0.0000	0
GCA_002491065.1	GCA_003142755.1	0.0000	0
GCA_002491065.1	GCA_014171555.1	0.0000	0
GCA_002491065.1	GCA_014729945.1	0.0000	0
GCA_002491065.1	GCA_003152415.1	0.0000	0
GCA_002491065.1	GCA_014238855.1	0.0000	0
GCA_002491065.1	GCA_014800525.1	0.0000	0
