query_file	ref_file	ani	af_q	af_r	query_name	ref_name	shared_tags	sv_count
/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCA_014189435.1.fna	/lustre1/g/aos_shihuang/Syn2bANI-paper/results/db_scale/sketches/s2ba_n5000/GCA_011332665.1.s2ba	0.8456	0.0008	0.0018	GCA_014189435.1	GCA_011332665.1	10	0
/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCA_014189435.1.fna	/lustre1/g/aos_shihuang/Syn2bANI-paper/results/db_scale/sketches/s2ba_n5000/GCA_013042605.1.s2ba	0.8492	0.0008	0.0015	GCA_014189435.1	GCA_013042605.1	10	0
/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCA_014189875.1.fna	/lustre1/g/aos_shihuang/Syn2bANI-paper/results/db_scale/sketches/s2ba_n5000/GCA_014193395.1.s2ba	0.8040	0.0110	0.0056	GCA_014189875.1	GCA_014193395.1	82	0
/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCA_014190035.1.fna	/lustre1/g/aos_shihuang/Syn2bANI-paper/results/db_scale/sketches/s2ba_n5000/GCA_000428345.2.s2ba	0.8407	0.1458	0.0426	GCA_014190035.1	GCA_000428345.2	42	0
/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCA_014190155.1.fna	/lustre1/g/aos_shihuang/Syn2bANI-paper/results/db_scale/sketches/s2ba_n5000/GCA_013205455.1.s2ba	0.8413	0.1544	0.0921	GCA_014190155.1	GCA_013205455.1	134	0
/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCA_013373325.1.fna	/lustre1/g/aos_shihuang/Syn2bANI-paper/results/db_scale/sketches/s2ba_n5000/GCF_900163625.1.s2ba	0.8487	0.0027	0.0021	GCA_013373325.1	GCF_900163625.1	10	0
/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCA_013373325.1.fna	/lustre1/g/aos_shihuang/Syn2bANI-paper/results/db_scale/sketches/s2ba_n5000/GCA_011050655.1.s2ba	0.8407	0.0027	0.0013	GCA_013373325.1	GCA_011050655.1	10	0
/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCA_013373325.1.fna	/lustre1/g/aos_shihuang/Syn2bANI-paper/results/db_scale/sketches/s2ba_n5000/GCA_002842855.1.s2ba	0.8649	0.0027	0.0015	GCA_013373325.1	GCA_002842855.1	10	0
/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCA_013373325.1.fna	/lustre1/g/aos_shihuang/Syn2bANI-paper/results/db_scale/sketches/s2ba_n5000/GCA_013823325.1.s2ba	0.8480	0.0027	0.0006	GCA_013373325.1	GCA_013823325.1	10	0
/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCA_013373325.1.fna	/lustre1/g/aos_shihuang/Syn2bANI-paper/results/db_scale/sketches/s2ba_n5000/GCA_017744495.1.s2ba	0.8594	0.0027	0.0015	GCA_013373325.1	GCA_017744495.1	10	0
/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCA_013373325.1.fna	/lustre1/g/aos_shihuang/Syn2bANI-paper/results/db_scale/sketches/s2ba_n5000/GCA_009924775.1.s2ba	0.8500	0.0027	0.0018	GCA_013373325.1	GCA_009924775.1	10	0
/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCA_013373595.1.fna	/lustre1/g/aos_shihuang/Syn2bANI-paper/results/db_scale/sketches/s2ba_n5000/GCA_002733985.1.s2ba	0.8598	0.0047	0.0020	GCA_013373595.1	GCA_002733985.1	10	0
/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCA_013374505.1.fna	/lustre1/g/aos_shihuang/Syn2bANI-paper/results/db_scale/sketches/s2ba_n5000/GCA_013180585.1.s2ba	0.8020	0.0367	0.0170	GCA_013374505.1	GCA_013180585.1	40	0
/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCA_014191545.1.fna	/lustre1/g/aos_shihuang/Syn2bANI-paper/results/db_scale/sketches/s2ba_n5000/GCA_013389075.1.s2ba	0.8738	0.0021	0.0019	GCA_014191545.1	GCA_013389075.1	10	0
/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCA_014191545.1.fna	/lustre1/g/aos_shihuang/Syn2bANI-paper/results/db_scale/sketches/s2ba_n5000/GCA_011620265.1.s2ba	0.8556	0.0021	0.0013	GCA_014191545.1	GCA_011620265.1	10	0
/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCA_014191545.1.fna	/lustre1/g/aos_shihuang/Syn2bANI-paper/results/db_scale/sketches/s2ba_n5000/GCA_013205335.1.s2ba	0.8539	0.0021	0.0008	GCA_014191545.1	GCA_013205335.1	10	0
/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCA_014191545.1.fna	/lustre1/g/aos_shihuang/Syn2bANI-paper/results/db_scale/sketches/s2ba_n5000/GCA_011053295.1.s2ba	0.8621	0.0021	0.0028	GCA_014191545.1	GCA_011053295.1	10	0
/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCA_014191545.1.fna	/lustre1/g/aos_shihuang/Syn2bANI-paper/results/db_scale/sketches/s2ba_n5000/GCA_001544655.2.s2ba	0.8532	0.0021	0.0005	GCA_014191545.1	GCA_001544655.2	10	0
/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCA_014191545.1.fna	/lustre1/g/aos_shihuang/Syn2bANI-paper/results/db_scale/sketches/s2ba_n5000/GCA_013001055.1.s2ba	0.8499	0.0021	0.0018	GCA_014191545.1	GCA_013001055.1	10	0
/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCA_014191545.1.fna	/lustre1/g/aos_shihuang/Syn2bANI-paper/results/db_scale/sketches/s2ba_n5000/GCA_012026885.1.s2ba	0.8619	0.0021	0.0013	GCA_014191545.1	GCA_012026885.1	10	0
/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCA_014191545.1.fna	/lustre1/g/aos_shihuang/Syn2bANI-paper/results/db_scale/sketches/s2ba_n5000/GCA_002700305.1.s2ba	0.8561	0.0021	0.0014	GCA_014191545.1	GCA_002700305.1	10	0
/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCA_002869845.2.fna	/lustre1/g/aos_shihuang/Syn2bANI-paper/results/db_scale/sketches/s2ba_n5000/GCA_011331925.1.s2ba	0.8018	0.0458	0.0172	GCA_002869845.2	GCA_011331925.1	125	0
/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCA_002869895.2.fna	/lustre1/g/aos_shihuang/Syn2bANI-paper/results/db_scale/sketches/s2ba_n5000/GCA_005239475.1.s2ba	0.8028	0.0425	0.0223	GCA_002869895.2	GCA_005239475.1	131	0
/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCA_014204745.1.fna	/lustre1/g/aos_shihuang/Syn2bANI-paper/results/db_scale/sketches/s2ba_n5000/GCA_013811805.1.s2ba	0.8529	0.0011	0.0016	GCA_014204745.1	GCA_013811805.1	10	0
/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCA_014204745.1.fna	/lustre1/g/aos_shihuang/Syn2bANI-paper/results/db_scale/sketches/s2ba_n5000/GCA_012396115.1.s2ba	0.8109	0.0178	0.0222	GCA_014204745.1	GCA_012396115.1	163	0
/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCA_014204745.1.fna	/lustre1/g/aos_shihuang/Syn2bANI-paper/results/db_scale/sketches/s2ba_n5000/GCA_012719335.1.s2ba	0.8684	0.0011	0.0019	GCA_014204745.1	GCA_012719335.1	10	0
/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCA_014204745.1.fna	/lustre1/g/aos_shihuang/Syn2bANI-paper/results/db_scale/sketches/s2ba_n5000/GCA_003168215.1.s2ba	0.8676	0.0011	0.0011	GCA_014204745.1	GCA_003168215.1	10	0
/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCA_014204745.1.fna	/lustre1/g/aos_shihuang/Syn2bANI-paper/results/db_scale/sketches/s2ba_n5000/GCA_012927595.1.s2ba	0.8617	0.0011	0.0014	GCA_014204745.1	GCA_012927595.1	10	0
/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCA_014204745.1.fna	/lustre1/g/aos_shihuang/Syn2bANI-paper/results/db_scale/sketches/s2ba_n5000/GCA_000719105.1.s2ba	0.8260	0.0457	0.0347	GCA_014204745.1	GCA_000719105.1	419	0
/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCA_014204745.1.fna	/lustre1/g/aos_shihuang/Syn2bANI-paper/results/db_scale/sketches/s2ba_n5000/GCA_012837465.1.s2ba	0.8057	0.0020	0.0033	GCA_014204745.1	GCA_012837465.1	18	0
/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCA_014204745.1.fna	/lustre1/g/aos_shihuang/Syn2bANI-paper/results/db_scale/sketches/s2ba_n5000/GCA_003725745.1.s2ba	0.8425	0.0484	0.0392	GCA_014204745.1	GCA_003725745.1	444	0
/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCA_013377085.1.fna	/lustre1/g/aos_shihuang/Syn2bANI-paper/results/db_scale/sketches/s2ba_n5000/GCA_011526565.1.s2ba	0.8704	0.0010	0.0009	GCA_013377085.1	GCA_011526565.1	10	0
/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCA_013377085.1.fna	/lustre1/g/aos_shihuang/Syn2bANI-paper/results/db_scale/sketches/s2ba_n5000/GCA_011526095.1.s2ba	0.8552	0.0010	0.0006	GCA_013377085.1	GCA_011526095.1	10	0
/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCA_013377085.1.fna	/lustre1/g/aos_shihuang/Syn2bANI-paper/results/db_scale/sketches/s2ba_n5000/GCA_011522725.1.s2ba	0.8750	0.0010	0.0020	GCA_013377085.1	GCA_011522725.1	10	0
/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCA_013377085.1.fna	/lustre1/g/aos_shihuang/Syn2bANI-paper/results/db_scale/sketches/s2ba_n5000/GCA_002422685.1.s2ba	0.8586	0.0010	0.0012	GCA_013377085.1	GCA_002422685.1	10	0
/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCA_013377085.1.fna	/lustre1/g/aos_shihuang/Syn2bANI-paper/results/db_scale/sketches/s2ba_n5000/GCA_002698575.1.s2ba	0.8633	0.0010	0.0012	GCA_013377085.1	GCA_002698575.1	10	0
/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCA_013377085.1.fna	/lustre1/g/aos_shihuang/Syn2bANI-paper/results/db_scale/sketches/s2ba_n5000/GCA_011390875.1.s2ba	0.8648	0.0010	0.0012	GCA_013377085.1	GCA_011390875.1	10	0
/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCA_013377085.1.fna	/lustre1/g/aos_shihuang/Syn2bANI-paper/results/db_scale/sketches/s2ba_n5000/GCA_013426785.1.s2ba	0.8664	0.0010	0.0013	GCA_013377085.1	GCA_013426785.1	10	0
/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCA_013377085.1.fna	/lustre1/g/aos_shihuang/Syn2bANI-paper/results/db_scale/sketches/s2ba_n5000/GCA_016791445.1.s2ba	0.8592	0.0010	0.0012	GCA_013377085.1	GCA_016791445.1	10	0
/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCA_013377085.1.fna	/lustre1/g/aos_shihuang/Syn2bANI-paper/results/db_scale/sketches/s2ba_n5000/GCA_009993605.1.s2ba	0.8519	0.0010	0.0014	GCA_013377085.1	GCA_009993605.1	10	0
/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCA_013377085.1.fna	/lustre1/g/aos_shihuang/Syn2bANI-paper/results/db_scale/sketches/s2ba_n5000/GCA_013821615.1.s2ba	0.8670	0.0010	0.0010	GCA_013377085.1	GCA_013821615.1	10	0
/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCA_013377085.1.fna	/lustre1/g/aos_shihuang/Syn2bANI-paper/results/db_scale/sketches/s2ba_n5000/GCA_002339265.1.s2ba	0.8640	0.0010	0.0007	GCA_013377085.1	GCA_002339265.1	10	0
/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCA_013377085.1.fna	/lustre1/g/aos_shihuang/Syn2bANI-paper/results/db_scale/sketches/s2ba_n5000/GCA_012274175.1.s2ba	0.8598	0.0010	0.0014	GCA_013377085.1	GCA_012274175.1	10	0
/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCA_013377085.1.fna	/lustre1/g/aos_shihuang/Syn2bANI-paper/results/db_scale/sketches/s2ba_n5000/GCA_002690215.1.s2ba	0.8587	0.0010	0.0013	GCA_013377085.1	GCA_002690215.1	10	0
/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCA_013377085.1.fna	/lustre1/g/aos_shihuang/Syn2bANI-paper/results/db_scale/sketches/s2ba_n5000/GCA_013697055.1.s2ba	0.8601	0.0010	0.0014	GCA_013377085.1	GCA_013697055.1	10	0
/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCA_013377085.1.fna	/lustre1/g/aos_shihuang/Syn2bANI-paper/results/db_scale/sketches/s2ba_n5000/GCA_002440665.1.s2ba	0.8623	0.0010	0.0012	GCA_013377085.1	GCA_002440665.1	10	0
/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCA_013377085.1.fna	/lustre1/g/aos_shihuang/Syn2bANI-paper/results/db_scale/sketches/s2ba_n5000/GCA_002387245.1.s2ba	0.8649	0.0010	0.0020	GCA_013377085.1	GCA_002387245.1	10	0
/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCA_013377085.1.fna	/lustre1/g/aos_shihuang/Syn2bANI-paper/results/db_scale/sketches/s2ba_n5000/GCA_002733705.1.s2ba	0.8683	0.0010	0.0015	GCA_013377085.1	GCA_002733705.1	10	0
/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCA_013377085.1.fna	/lustre1/g/aos_shihuang/Syn2bANI-paper/results/db_scale/sketches/s2ba_n5000/GCA_005503335.1.s2ba	0.8635	0.0010	0.0010	GCA_013377085.1	GCA_005503335.1	10	0
/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCA_013377085.1.fna	/lustre1/g/aos_shihuang/Syn2bANI-paper/results/db_scale/sketches/s2ba_n5000/GCA_016182785.1.s2ba	0.8765	0.0010	0.0008	GCA_013377085.1	GCA_016182785.1	10	0
/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCA_013377085.1.fna	/lustre1/g/aos_shihuang/Syn2bANI-paper/results/db_scale/sketches/s2ba_n5000/GCA_002398405.1.s2ba	0.8587	0.0010	0.0019	GCA_013377085.1	GCA_002398405.1	10	0
/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCA_013377085.1.fna	/lustre1/g/aos_shihuang/Syn2bANI-paper/results/db_scale/sketches/s2ba_n5000/GCA_011389995.1.s2ba	0.8582	0.0010	0.0017	GCA_013377085.1	GCA_011389995.1	10	0
/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCA_002886105.1.fna	/lustre1/g/aos_shihuang/Syn2bANI-paper/results/db_scale/sketches/s2ba_n5000/GCA_002377245.1.s2ba	0.8013	0.0161	0.0089	GCA_002886105.1	GCA_002377245.1	62	0
/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCA_013378335.1.fna	/lustre1/g/aos_shihuang/Syn2bANI-paper/results/db_scale/sketches/s2ba_n5000/GCA_015256435.1.s2ba	0.8076	0.0174	0.0067	GCA_013378335.1	GCA_015256435.1	13	0
/lustre1/g/aos_shihuang/data/gtdb-r207/genomes_all/GCA_014237715.1.fna	/lustre1/g/aos_shihuang/Syn2bANI-paper/results/db_scale/sketches/s2ba_n5000/GCA_009835395.1.s2ba	0.8617	0.0046	0.0018	GCA_014237715.1	GCA_009835395.1	10	0
