query_asm	ref_asm	band	anim_ani	ani_gated	ani_npmle	lrt_np	ani_spatial
GCF_014126825.1	GCF_007559025.1	0.85-0.9	88.5226	89.5127	89.5160333254744	-0.06275756774994079	89.5127
GCA_009837815.1	GCA_012270885.1	0.85-0.9	88.1198	91.698	91.67722004949258	1.6290627151743138	91.698
GCF_002259645.1	GCF_003952005.1	0.85-0.9	89.037	89.5834	88.7121354508899	-0.6012253698663699	89.5834
GCF_009708005.2	GCF_010287905.1	0.85-0.9	88.9739	90.7012	88.57212155272678	0.5141543306708627	90.7012
GCA_009844405.1	GCA_009843735.1	0.85-0.9	88.5599	91.6264	94.64779567044742	34.31969370180377	94.64779567044742
GCF_000341185.1	GCF_000341245.1	0.85-0.9	88.8524	91.6955	91.63864573167646	0.015079031043569557	91.6955
GCF_016862515.1	GCF_900107455.1	0.85-0.9	87.171	89.745	88.65287321049165	0.9071574583431357	89.745
GCA_900544245.1	GCA_900556425.1	0.85-0.9	87.7093	93.1128	93.04966041858039	0.024300660363678617	93.1128
GCF_011764565.1	GCF_011764545.1	0.85-0.9	89.1989	90.641	90.20782757410002	-0.9223987310797384	90.641
GCF_016918015.1	GCF_003265355.1	0.85-0.9	86.2572	88.0457	86.94220220953794	2.113163347750742	88.0457
GCA_002346305.1	GCA_009694285.1	0.85-0.9	86.003	90.9802	90.91084131822188	0.001166758769727494	90.9802
GCA_016198685.1	GCA_018304585.1	0.85-0.9	87.0352	86.8574	87.95756107087655	6.194409385067274	87.95756107087655
GCF_004339575.1	GCA_003978805.1	0.85-0.9	84.7254	93.0238	92.45048676514772	2.7615242718075876	93.0238
GCA_015490195.1	GCA_015488335.1	0.85-0.9	89.3408	90.5383	90.26727000938075	1.3220636693824872	90.5383
GCF_000213785.1	GCA_002878215.1	0.85-0.9	88.8866	92.14	92.1231933141625	2.955743327209575	92.14
GCA_903951425.1	GCA_903885605.1	0.85-0.9	88.1625	90.5531	90.67367053368307	3.7362479366456682	90.5531
GCA_018056145.1	GCA_013314775.1	0.85-0.9	87.5061	92.378	92.35274555495668	2.2314250806475684	92.378
GCA_018335335.1	GCA_014730275.1	0.85-0.9	88.8682	91.4201	91.41917820539291	1.0688772421690373	91.4201
GCA_013375355.1	GCA_019058315.1	0.85-0.9	86.7056	91.3101	91.26114433771394	0.06275961477433611	91.3101
GCA_001563335.1	GCA_002825515.1	0.85-0.9	85.8471	90.1291	89.72721983059061	0.08269644937251996	90.1291
GCA_013138615.1	GCA_018238375.1	0.85-0.9	89.19	92.9931	92.87574254065983	0.9886249368322524	92.9931
GCA_003451675.1	GCA_002849045.2	0.85-0.9	89.4976	94.9408	94.94208911954183	0.29274384745030346	94.9408
GCA_012517635.1	GCA_012517485.1	0.85-0.9	88.97	92.6211	92.61517939272235	1.289211301311525	92.6211
GCA_002084865.1	GCA_003451675.1	0.85-0.9	88.6911	94.2271	94.03829197432432	0.3690372729062119	94.2271
GCF_015775515.1	GCA_012517485.1	0.85-0.9	85.4695	94.078	82.623733697353	0.8311662622929674	94.078
GCA_003542295.1	GCA_012517485.1	0.85-0.9	85.5527	93.4667	93.48696106085079	0.1543659817004368	93.4667
GCF_000382125.1	GCA_013042925.1	0.85-0.9	87.1372	94.2314	94.23622681588809	0.10792356042171036	94.2314
GCA_013334855.1	GCF_001747405.1	0.85-0.9	87.8958	91.7674	91.81696216294245	1.1994269476117552	91.7674
GCA_002786785.1	GCA_018818165.1	0.85-0.9	88.1317	92.9616	93.34870903908347	4.118500884611876	92.9616
GCA_012798745.1	GCA_002305015.1	0.85-0.9	85.9801	90.7976	91.29377558560475	0.5614358935300174	90.7976
GCA_002440745.1	GCA_016937295.1	0.85-0.9	85.4296	91.2943	90.65967113330835	0.9729724285159023	91.2943
GCA_013298805.1	GCF_003148625.1	0.85-0.9	86.9383	92.8393	92.55111992060627	2.158720751587339	92.8393
GCA_902519955.1	GCA_902629505.1	0.85-0.9	86.6538	90.0115	89.02625360354736	5.102738693062463	89.02625360354736
GCA_003331875.1	GCA_902609185.1	0.85-0.9	90.256	91.3012	91.02790430719685	0.6133606074973841	91.3012
GCA_002728855.1	GCA_002702405.1	0.85-0.9	85.4218	89.0692	88.00374462244663	0.11014725112858059	89.0692
GCA_009937085.1	GCA_003331305.1	0.85-0.9	86.943	92.4128	92.46102802329028	0.23885001849487253	92.4128
GCA_002842575.1	GCA_001873105.1	0.85-0.9	86.6147	89.955	89.67070107222538	1.828053543799797	89.955
GCA_002451695.1	GCA_002437495.1	0.85-0.9	87.4934	88.1465	85.52850101995317	1.6797301834035352	88.1465
GCF_003574965.1	GCF_001483135.1	0.85-0.9	88.5809	88.4185	86.30428780025188	2.6986095599568216	88.4185
GCA_018608485.1	GCA_905479435.1	0.85-0.9	86.3529	94.3709	93.60863187260186	1.0614144890200095	94.3709
GCA_003447535.1	GCA_002862745.1	0.85-0.9	88.1996	91.9982	91.9694723585668	2.2341394134314214	91.9982
GCA_001487125.1	GCA_900543425.1	0.85-0.9	88.2765	86.7257	88.27079577729985	5.457233444687972	88.27079577729985
GCA_903958625.1	GCA_903861125.1	0.85-0.9	87.7544	92.2556	92.01757664523056	3.6932320305559188	92.2556
GCA_902635965.1	GCA_902595825.1	0.85-0.9	87.6363	90.1524	91.71512875188458	3.700280729567339	90.1524
GCA_002709185.1	GCA_002690085.1	0.85-0.9	90.0608	93.8305	93.5492025689538	1.5749472160714504	93.8305
GCA_902533655.1	GCA_002716345.1	0.85-0.9	90.5304	90.8313	91.39313141254213	0.3810174264427246	90.8313
GCA_002364085.1	GCA_017643645.1	0.85-0.9	87.8111	90.1027	87.20062239385551	2.458019678601886	90.1027
GCF_003730015.1	GCA_002345565.1	0.85-0.9	87.7303	90.8242	90.8787241868383	0.3645155883041298	90.8242
GCA_017409345.1	GCA_015060975.1	0.85-0.9	88.9129	94.6485	95.08271540681275	4.245198885576428	94.6485
GCF_003201775.1	GCF_018860365.1	0.85-0.9	88.1233	88.4014	88.84106881424016	4.748161841856927	88.4014
GCF_000426725.1	GCA_017745095.1	0.85-0.9	89.5983	90.1908	90.33938340620318	2.115906130979056	90.1908
GCF_011090385.1	GCF_011250515.1	0.85-0.9	87.9137	85.5941	87.57308704837786	3.098355245658695	85.5941
GCA_018335795.1	GCA_002839825.1	0.85-0.9	86.7692	87.7293	83.19280145860233	4.264934272998744	87.7293
GCA_905233625.1	GCA_017964255.1	0.85-0.9	88.0166	93.0314	92.4895977274138	0.21676945301101114	93.0314
GCA_011049175.1	GCA_011042635.1	0.85-0.9	89.9601	93.0727	92.08170473300599	0.14825331471547543	93.0727
GCA_002898675.1	GCA_003695605.1	0.85-0.9	88.8565	92.2722	92.10061200235077	0.02722088283553603	92.2722
GCA_905181835.1	GCA_004213605.1	0.85-0.9	86.4127	92.9924	92.84280785530115	0.24632959782402963	92.9924
GCF_003860135.1	GCF_001006485.1	0.85-0.9	89.4725	91.3224	89.99389956457054	1.461803259271619	91.3224
GCA_016716225.1	GCA_016708125.1	0.85-0.9	88.4977	89.3955	90.42041995500287	8.597793703896969	90.42041995500287
GCA_017534705.1	GCA_017509605.1	0.85-0.9	87.4877	91.2208	92.00932406163214	8.093793759057462	92.00932406163214
GCA_018674025.1	GCA_004213995.1	0.85-0.9	89.9231	93.6709	93.63176978124767	0.15334019235575624	93.6709
GCF_014518315.1	GCA_002409405.1	0.85-0.9	86.7329	89.1229	87.0560043598419	3.5562726870361985	89.1229
GCA_019117165.1	GCF_000519105.1	0.85-0.9	90.3312	94.6072	95.29288667915979	13.327771377233148	95.29288667915979
GCF_008271695.1	GCF_017916365.1	0.85-0.9	88.1568	86.7734	81.26570475461486	14.156528243302091	81.26570475461486
GCF_004785645.1	GCF_013116755.1	0.85-0.9	87.1981	90.1434	90.68561929221441	0.600366808347303	90.1434
GCA_007129985.1	GCA_007695365.1	0.85-0.9	85.5679	90.8401	90.81060713817403	0.5237064203474802	90.8401
GCA_002711995.1	GCA_002718735.1	0.85-0.9	86.267	90.5615	86.32985436167323	3.383993719262662	90.5615
GCA_016791465.1	GCA_016713885.1	0.85-0.9	87.5606	91.6591	92.03873352232522	9.220977215885796	92.03873352232522
GCA_016714165.1	GCA_016716765.1	0.85-0.9	89.3613	89.1848	87.57787633757782	-0.08561339825519099	89.1848
GCA_003552425.1	GCA_003551325.1	0.85-0.9	88.0561	93.5689	93.5410819235622	0.332454896266114	93.5689
GCA_008933615.1	GCA_016787925.1	0.85-0.9	88.6953	92.3725	92.14954153386648	1.0319027640930472	92.3725
GCA_013824685.1	GCF_003570935.1	0.85-0.9	87.7617	91.2584	91.11055509764499	0.9782974820670916	91.2584
GCA_012517765.1	GCA_017992475.1	0.85-0.9	88.8812	87.891	85.17161027443967	3.268783834555961	87.891
GCA_012517765.1	GCA_002070635.1	0.85-0.9	88.1769	92.9135	92.60944689564468	1.018755137807375	92.9135
GCA_903871855.1	GCF_003570925.1	0.85-0.9	87.4233	90.1924	89.91337153601604	3.6912121321665836	90.1924
GCA_013824685.1	GCF_003570925.1	0.85-0.9	89.2342	90.7147	90.15376818437461	0.2022580141610888	90.7147
GCA_002898315.1	GCA_011364105.1	0.85-0.9	89.1109	90.5971	90.09775266370558	0.0386709613860603	90.5971
GCF_018861145.1	GCF_009208075.1	0.85-0.9	88.2426	91.1409	90.22753623653622	0.04617006289004166	91.1409
GCF_016629565.1	GCF_000010325.1	0.85-0.9	88.1677	87.0761	88.03276227196723	1.1101379984374944	87.0761
GCF_002139915.1	GCF_002139875.1	0.85-0.9	88.2619	87.706	90.5588984403916	3.3849400295650867	87.706
GCA_017502485.1	GCF_008693005.1	0.85-0.9	89.1709	91.2269	90.00683367908306	0.2644380264755455	91.2269
GCA_016744805.1	GCA_016744315.1	0.85-0.9	88.6823	93.1823	93.04947440942561	0.740840982435202	93.1823
GCF_001602095.1	GCF_003364115.1	0.85-0.9	89.5473	91.8669	91.67899394450045	0.3930016277795403	91.8669
GCA_014799985.1	GCA_910578285.1	0.85-0.9	85.8359	88.5712	88.52223928060712	1.4983766479738279	88.5712
GCA_018816105.1	GCF_013177675.1	0.85-0.9	87.7945	91.7908	91.98822093343992	2.1885029018469595	91.7908
GCF_003544855.1	GCF_002837275.1	0.85-0.9	87.5114	89.3675	90.19876730456338	7.10959600673641	90.19876730456338
GCF_013372105.1	GCF_004357905.1	0.85-0.9	89.0706	90.2121	90.39238146814256	2.89371918601546	90.2121
GCF_900197855.1	GCF_000200595.1	0.85-0.9	87.5194	90.821	88.5480061287643	2.1412182970082085	90.821
GCF_000024885.1	GCA_009930355.1	0.85-0.9	86.847	92.2531	92.72612870361627	2.9128840450765665	92.2531
GCF_001457695.1	GCF_000254135.1	0.85-0.9	86.9353	86.0926	89.4855042686246	17.606971710668404	89.4855042686246
GCF_013201725.1	GCF_013177635.1	0.85-0.9	86.1308	85.0282	87.34039565321471	4.358457265916513	85.0282
GCF_016937535.1	GCA_014859645.1	0.85-0.9	86.7197	88.5017	90.37915046061667	4.132872432864133	88.5017
GCF_018642185.1	GCF_901000775.1	0.85-0.9	89.7005	92.7062	92.56138502331468	2.664688924887514	92.7062
GCF_018642185.1	GCA_003176115.1	0.85-0.9	88.8222	92.7157	92.67616666542668	1.5122428654269697	92.7157
GCF_015356815.1	GCF_901000775.1	0.85-0.9	88.6968	89.582	89.68059766399068	3.55285702092624	89.582
GCA_011064875.1	GCA_011064905.1	0.85-0.9	88.8148	94.4493	94.42886753753635	0.11187914138757549	94.4493
GCF_015356815.1	GCF_018642185.1	0.85-0.9	90.7336	93.3849	93.34599403620847	0.6099618464054402	93.3849
GCA_002696685.1	GCA_009391195.1	0.85-0.9	87.7134	90.0878	90.48085003786193	1.7770437683170712	90.0878
GCA_017998555.1	GCA_016714465.1	0.85-0.9	87.4108	92.5809	92.35207022334993	4.614370745598535	92.5809
GCA_011523785.1	GCA_009839425.1	0.85-0.9	88.4615	92.6453	92.32848072835024	-0.05730983676494361	92.6453
GCA_009692725.1	GCA_016875695.1	0.85-0.9	86.6839	91.0087	90.59317751644372	-0.022924231273464102	91.0087
GCA_009838625.1	GCA_009840225.1	0.85-0.9	87.23	91.4925	89.02103522081984	2.2659735507913865	91.4925
GCA_005889405.1	GCA_005882255.1	0.85-0.9	89.6173	92.1603	92.2355819989247	7.499646360438419	92.2355819989247
GCA_016932435.1	GCA_001796415.1	0.85-0.9	85.8254	94.1886	94.21430595423614	0.11002167142846986	94.1886
GCA_002238425.1	GCA_009838965.1	0.85-0.9	89.1588	91.5511	91.01903542011642	1.1272226894780033	91.5511
GCA_002419135.1	GCA_012719115.1	0.85-0.9	88.0776	94.3587	94.34014561045748	0.06750779788296768	94.3587
GCA_002716645.1	GCA_002724585.1	0.85-0.9	86.3957	93.9576	94.35029071630652	3.0953533389999848	93.9576
GCA_003142375.1	GCA_002311135.1	0.85-0.9	86.7493	88.5444	88.04358440166719	-0.004610305541064008	88.5444
GCA_005882985.1	GCA_005880075.1	0.85-0.9	86.7824	91.8816	91.57313338567204	1.7964110300042648	91.8816
GCA_002500485.1	GCA_003228105.1	0.85-0.9	87.641	91.0407	90.71087080311813	0.7200781623243984	91.0407
GCA_003599735.1	GCA_016875635.1	0.85-0.9	87.7013	90.3158	90.87982921600208	4.842633666306028	90.3158
GCA_903924005.1	GCA_903925955.1	0.85-0.9	88.6035	93.6769	93.87349953815314	3.865574029817253	93.6769
GCA_002687335.1	GCA_009392215.1	0.85-0.9	88.7079	93.1909	92.61233782954524	0.040930308406586846	93.1909
GCA_009838625.1	GCA_011523365.1	0.85-0.9	87.2833	89.7172	86.65593849130799	2.5513067241909084	89.7172
GCA_002450515.1	GCA_009392515.1	0.85-0.9	89.4918	93.013	93.56040319433829	1.5694260805178146	93.013
GCA_000018565.1	GCF_003205875.1	0.85-0.9	86.2528	87.993	88.34895917547104	17.728421220263954	88.34895917547104
GCF_001748285.1	GCF_003268475.1	0.85-0.9	88.273	89.1531	88.64271612191418	-0.4873741184055689	89.1531
GCA_014874455.1	GCA_011054265.1	0.85-0.9	86.578	92.983	92.94279118835524	0.046061960273505065	92.983
GCA_011047455.1	GCA_011380505.1	0.85-0.9	87.6289	94.5314	94.74287150233609	9.974405594404743	94.74287150233609
GCA_002687335.1	GCA_002725925.1	0.85-0.9	86.0311	93.6335	91.12467888316192	0.19924983472938607	93.6335
GCA_011388675.1	GCA_011192125.1	0.85-0.9	87.3121	93.0356	92.6536771927402	0.06788624549972155	93.0356
GCA_014860845.1	GCA_002842045.1	0.85-0.9	86.5199	92.5585	92.5217300290569	0.17080976002188208	92.5585
GCA_003670425.1	GCA_003569365.1	0.85-0.9	86.8965	90.7462	90.62494634081642	0.49532690332762286	90.7462
GCA_015494815.1	GCA_013153375.1	0.85-0.9	85.7465	93.3337	93.30044977104694	0.18261962055015601	93.3337
GCA_002898875.1	GCA_011054265.1	0.85-0.9	88.6703	93.9744	93.81104937377896	0.4218074431250898	93.9744
GCF_003268475.1	GCF_000702505.1	0.85-0.9	88.0836	88.3049	86.96338984948812	0.3164087523800845	88.3049
GCA_002421585.1	GCA_002419135.1	0.85-0.9	88.7893	93.6078	93.56587168378962	0.4982061181066797	93.6078
GCA_002721615.1	GCA_002708085.1	0.85-0.9	89.3966	91.2658	91.67307460080426	1.95745469728206	91.2658
GCA_011380505.1	GCA_002898715.1	0.85-0.9	86.9191	95.9314	96.0230951652189	0.6805302934600377	95.9314
GCA_014874485.1	GCA_011333425.1	0.85-0.9	87.0439	93.4812	93.23477967943792	1.443229788105782	93.4812
GCA_019243675.1	GCA_019240835.1	0.85-0.9	88.7331	93.2897	93.23826014906706	1.3644717388660865	93.2897
GCA_011328975.1	GCA_011389395.1	0.85-0.9	89.0192	92.5128	92.74102644093813	7.303691275692472	92.74102644093813
GCA_011366485.1	GCA_011333005.1	0.85-0.9	88.0249	91.3929	91.40610408085675	1.5630318616542809	91.3929
GCA_012798455.1	GCA_012797815.1	0.85-0.9	86.7045	90.1359	89.99632253538626	1.2339818086036303	90.1359
GCA_012270665.1	GCA_009838465.1	0.85-0.9	86.8301	92.5874	92.61506746734621	1.0856384240420311	92.5874
GCA_002721445.1	GCA_002723415.1	0.85-0.9	86.679	90.0741	87.34805072109279	9.516675883939001	87.34805072109279
GCA_017882065.1	GCA_903873975.1	0.85-0.9	87.1604	92.3787	92.36878619713396	0.39665063964298497	92.3787
GCA_003456035.1	GCA_003609755.1	0.85-0.9	89.9216	96.3165	96.31127769822471	0.13994463972358062	96.3165
GCA_009836025.1	GCA_001007665.1	0.85-0.9	87.6704	92.9326	92.14249302199993	0.3153420656921071	92.9326
GCF_000238775.1	GCF_018336915.1	0.85-0.9	86.7307	88.3053	86.26838669623658	3.563552439363775	88.3053
GCF_014696105.1	GCA_012031475.1	0.85-0.9	86.9005	92.4684	92.43788967793593	1.0533084833609792	92.4684
GCA_017115095.1	GCF_014698505.1	0.85-0.9	89.7063	94.2137	93.97378604964646	1.3975745736033787	94.2137
GCF_003013815.1	GCF_000169335.1	0.85-0.9	88.6729	93.5104	93.47642913435041	-0.04859536753150451	93.5104
GCF_002939305.1	GCF_001904655.1	0.85-0.9	88.3686	88.9605	87.50719600487996	1.141672936235409	88.9605
GCA_017114995.1	GCF_002949735.1	0.85-0.9	89.4274	92.11	89.50848723010529	1.879690866691817	92.11
GCF_003555505.1	GCA_015296025.1	0.85-0.9	87.1141	91.2238	89.77874667598343	0.5402190831732696	91.2238
GCA_002018045.1	GCF_000586015.1	0.85-0.9	86.703	92.0032	91.96019305775751	0.9075923751813093	92.0032
GCF_014695775.1	GCF_014695395.1	0.85-0.9	89.4651	91.2985	88.17940095861803	5.803960223418471	88.17940095861803
GCF_015841355.1	GCF_002252625.1	0.85-0.9	88.0247	90.2249	86.56933831466797	2.935353348432727	90.2249
GCA_003326215.1	GCF_016056275.1	0.85-0.9	89.5337	92.7008	92.382996697843	-0.17991085403809848	92.7008
GCF_014696825.1	GCA_004293145.1	0.85-0.9	88.909	92.0203	92.5565801165905	0.8349903894531394	92.0203
GCF_000317575.1	GCF_002355455.1	0.85-0.9	90.5135	92.1615	91.93335543829673	0.42160570369469497	92.1615
GCA_903893625.1	GCF_014697575.1	0.85-0.9	87.9905	95.5408	95.05998811643553	0.3773991141223263	95.5408
GCA_003499955.1	GCA_001784535.1	0.85-0.9	88.4535	92.5652	92.60293978881971	1.6654695403152573	92.5652
GCA_003209755.1	GCA_003216295.1	0.85-0.9	86.9288	87.0268	88.03921717362249	1.2829583591421851	87.0268
GCF_003555505.1	GCF_000505665.1	0.85-0.9	88.2776	89.2086	86.4069066935886	1.5483788995825307	89.2086
GCF_001904725.1	GCF_015207735.1	0.85-0.9	88.1989	90.3095	89.32626492406528	2.507730642657407	90.3095
GCF_015207755.1	GCF_002218065.1	0.85-0.9	90.4597	91.0298	91.18565814115381	1.5625729543767193	91.0298
GCF_002368335.1	GCF_017164015.1	0.85-0.9	91.2725	91.2932	88.37684959356451	4.338126492059018	91.2932
GCA_004292745.1	GCA_004294385.1	0.85-0.9	88.9338	93.9976	92.75201950501074	1.836781927424454	93.9976
GCA_017472545.1	GCA_017536545.1	0.85-0.9	86.0128	92.3154	87.14625626365485	0.03797914864131258	92.3154
GCA_011331985.1	GCF_016446395.1	0.85-0.9	89.3883	92.7409	91.50217652692156	0.43261734612224245	92.7409
GCA_016882385.1	GCF_014697415.1	0.85-0.9	86.7499	90.2648	90.31515561033078	2.809714505406646	90.2648
GCF_000346485.2	GCF_009725235.1	0.85-0.9	90.4214	92.4662	92.27859097837435	0.34912913720381766	92.4662
GCA_017396695.1	GCA_017505585.1	0.85-0.9	86.8159	90.9066	90.78403082955498	0.18250517673232025	90.9066
GCF_018282115.1	GCF_000284455.1	0.85-0.9	87.949	90.2178	87.76985035529093	2.487927776907327	90.2178
GCF_003003845.1	GCF_000317145.1	0.85-0.9	89.7512	93.6726	93.58178964326345	0.36241534226155636	93.6726
GCF_000340565.2	GCF_015207755.1	0.85-0.9	90.038	91.1575	90.83990620071403	0.27344664642942007	91.1575
GCF_000169335.1	GCF_000017845.1	0.85-0.9	88.3036	93.4897	93.06100087875734	2.909597274197722	93.4897
GCF_009725235.1	GCF_000760695.4	0.85-0.9	89.7212	92.5532	92.50504658301367	2.2039826003419876	92.5532
GCA_009840445.1	GCA_001007665.1	0.85-0.9	88.2093	92.4894	91.65590021605108	0.3844638135947207	92.4894
GCF_015207705.1	GCA_003990705.1	0.85-0.9	90.328	91.4674	89.52360380840322	0.855018819696852	91.4674
GCA_002749975.1	GCF_002964865.1	0.85-0.9	88.6621	89.9759	88.34142955318333	0.3670492935762013	89.9759
GCA_018993265.1	GCF_014697615.1	0.85-0.9	90.3362	92.7285	90.08283625403615	2.2570464292221004	92.7285
GCF_014698035.1	GCF_014023275.1	0.85-0.9	89.9931	92.4757	91.08977722068416	3.2840182359309438	92.4757
GCA_015295825.1	GCA_015296025.1	0.85-0.9	87.5979	91.5531	90.83730056267481	0.20017200884853992	91.5531
GCA_004299065.1	GCF_009846485.1	0.85-0.9	87.1056	92.3119	91.83779322871486	2.3610373057715606	92.3119
GCA_012842325.1	GCA_001513125.1	0.85-0.9	85.6517	92.3233	89.87976178389107	0.1046127539234476	92.3233
GCA_011330655.1	GCF_000183745.1	0.85-0.9	87.9511	92.1853	92.11286337254137	1.3118375522917631	92.1853
GCF_001880325.1	GCF_001280255.1	0.85-0.9	85.293	86.4784	82.90326366782561	0.913480120211716	86.4784
GCF_000430045.1	GCF_003574095.1	0.85-0.9	88.7677	91.499	90.04759457609401	0.1005758438986959	91.499
GCF_000373205.1	GCF_000430045.1	0.85-0.9	88.4708	91.3949	91.1607898873245	0.06577412424030626	91.3949
GCF_003426945.1	GCF_000236585.1	0.85-0.9	84.8774	85.711	80.78558128368512	1.68655620786285	85.711
GCF_003226535.1	GCF_000092125.1	0.85-0.9	87.7424	90.5402	86.58835639749147	2.3508812308004963	90.5402
GCA_003153775.1	GCA_003142295.1	0.85-0.9	87.8626	90.8105	90.38374559857346	-0.02621054773862852	90.8105
GCA_016844545.1	GCA_016208525.1	0.85-0.9	89.6096	94.049	94.0803319877557	0.2132455053649096	94.049
GCA_015493715.1	GCA_015489765.1	0.85-0.9	86.8563	93.2534	94.03071163571964	2.826764601988657	93.2534
GCA_011390615.1	GCA_011390635.1	0.85-0.9	86.787	90.0965	91.32596204432008	2.1455916724903545	90.0965
GCA_011051875.1	GCA_015484845.1	0.85-0.9	87.7985	91.8712	91.92218022145488	1.7880322905334651	91.8712
GCF_007830435.1	GCF_006175995.1	0.85-0.9	89.0893	89.7383	90.05839097671236	0.7674621166861471	89.7383
GCA_016874945.1	GCA_016874915.1	0.85-0.9	87.6447	96.7427	97.0555761029145	1.0897206329656797	96.7427
GCA_015489765.1	GCA_011322715.1	0.85-0.9	88.4137	96.5939	96.67414376571503	0.9580019705983887	96.5939
GCA_003142295.1	GCA_003142635.1	0.85-0.9	88.1792	91.693	91.86922628693519	11.34912785486813	91.86922628693519
GCA_003566995.1	GCA_007125915.1	0.85-0.9	86.0028	92.7221	88.48011216475206	0.6969340231359524	92.7221
GCA_018333535.1	GCA_016874935.1	0.85-0.9	88.718	91.7817	91.94932329939563	1.1315893991936719	91.7817
GCA_018823005.1	GCA_011391695.1	0.85-0.9	87.95	92.0335	92.00944896869339	1.172558393064378	92.0335
GCF_008802355.1	GCF_008330225.1	0.85-0.9	89.845	90.9641	89.58817682645855	0.7650309264718089	90.9641
GCF_000215975.1	GCA_011361985.1	0.85-0.9	89.8087	91.8338	91.81163528966962	1.187319052954308	91.8338
GCA_011390695.1	GCA_011390615.1	0.85-0.9	88.809	95.3739	95.47275056048092	4.424104917206648	95.3739
GCF_014201505.1	GCA_000769715.1	0.85-0.9	88.9793	91.021	89.31145173532083	1.7004041801174026	91.021
GCA_003153775.1	GCA_903893135.1	0.85-0.9	87.7565	91.2641	91.14737627182046	1.0780896808016678	91.2641
GCA_015233625.1	GCA_015233295.1	0.85-0.9	89.4981	95.0124	94.91389649040431	0.38584177733599745	95.0124
GCA_003641645.1	GCA_017656385.1	0.85-0.9	85.3879	93.147	93.15724435953892	0.24895233219946533	93.147
GCA_013619105.1	GCA_001751225.1	0.85-0.9	89.4793	93.4176	93.38833470692988	0.6920515074589275	93.4176
GCA_015233055.1	GCA_015233625.1	0.85-0.9	90.0997	94.4371	94.3822208604913	1.9635022055348372	94.4371
GCA_002841865.1	GCA_013177825.1	0.85-0.9	89.3876	89.1601	89.87222262352257	2.4145626821537007	89.1601
GCA_006226895.1	GCA_012974435.1	0.85-0.9	90.0927	94.1558	94.16568127878139	1.7114873040113707	94.1558
GCA_012513605.1	GCA_016931115.1	0.85-0.9	87.7996	92.7297	92.54162930305569	1.4791265758999543	92.7297
GCA_003486165.1	GCA_002868985.1	0.85-0.9	89.694	95.6714	95.65197583776973	0.20733606110343317	95.6714
GCF_008330225.1	GCF_008802365.1	0.85-0.9	89.3861	90.2644	87.94907033697157	1.7433415681571205	90.2644
GCA_015492245.1	GCA_011371515.1	0.85-0.9	83.9772	92.1079	91.86870227636388	0.3690615557324861	92.1079
GCA_903893135.1	GCA_003142635.1	0.85-0.9	87.8407	92.3189	92.26673400219524	0.9752443891545681	92.3189
GCA_011042305.1	GCA_002327445.1	0.85-0.9	86.4551	91.1418	88.94909809978657	0.8337913284844944	91.1418
GCA_018399235.1	GCA_018334555.1	0.85-0.9	86.0729	92.0502	91.40488556012025	0.2566983116112169	92.0502
GCA_011390235.1	GCA_011390335.1	0.85-0.9	89.0757	93.5648	93.53562005134926	0.31102182086300445	93.5648
GCA_011390065.1	GCA_011389855.1	0.85-0.9	88.2816	94.0593	94.3744140198031	4.172829547036827	94.0593
GCA_004193595.1	GCA_001751005.1	0.85-0.9	90.4941	94.1109	94.02212331664607	0.3574857927128505	94.1109
GCA_004028505.1	GCA_004028495.1	0.85-0.9	88.0711	95.3114	95.3124156163968	0.23671330385784017	95.3114
GCA_016218095.1	GCA_001797465.1	0.85-0.9	86.6809	91.8784	90.66418260162725	0.19051516837248528	91.8784
GCA_903885795.1	GCA_003451635.1	0.85-0.9	88.4182	93.9185	93.90801055557714	0.24165343387653593	93.9185
GCA_014859605.1	GCA_002841765.1	0.85-0.9	87.5215	90.8857	90.59482923748682	0.11101235464502679	90.8857
GCA_007134025.1	GCA_003561875.1	0.85-0.9	87.9497	88.7427	90.25299414824563	20.456504844115898	90.25299414824563
GCA_003141195.1	GCA_001873745.1	0.85-0.9	87.7501	93.162	93.0547916701126	0.731742154921335	93.162
GCA_015233285.1	GCA_015233625.1	0.85-0.9	90.086	94.907	94.94181329991767	1.0741407469392357	94.907
GCA_002238415.1	GCA_011523265.1	0.85-0.9	89.5572	92.7022	92.6764551300314	2.3219874623728174	92.7022
GCA_005888095.1	GCA_005879585.1	0.85-0.9	86.3791	89.5498	90.02229888466134	5.514580810385269	90.02229888466134
GCA_005879205.1	GCA_005888095.1	0.85-0.9	87.6008	91.3323	91.16850918515198	0.0224956860902239	91.3323
GCA_009837205.1	GCA_009840385.1	0.85-0.9	86.8384	87.2879	88.30494981633761	1.6340607393283335	87.2879
GCA_018654605.1	GCA_002701865.2	0.85-0.9	86.117	86.6195	87.19971529165562	0.7584458463211377	86.6195
GCA_002697665.2	GCA_902609885.1	0.85-0.9	88.8309	91.446	89.93104180693727	0.15345325186331138	91.446
GCA_001775255.1	GCA_902826595.1	0.85-0.9	88.3755	92.0462	90.94680968378258	0.3727209128423965	92.0462
GCA_002715585.2	GCA_002697665.2	0.85-0.9	88.5929	89.9466	90.50045978174005	1.3271314758270023	89.9466
GCA_001873935.1	GCA_007280195.1	0.85-0.9	88.9866	92.8683	92.75441521128295	0.5965043760998014	92.8683
