query	reference	enzyme	tag_len	body_len	n_miss	hist
NZ_CP044221.1	NZ_CP071433.1	CjePI	27	22	65	16,19,1
NZ_CP044221.1	NZ_CP071433.1	FalI	27	21	26	5,5,0
NZ_CP044221.1	NZ_CP071433.1	PpiI	28	21	1	0,0,0
NZ_CP044221.1	NZ_CP071433.1	PsrI	27	20	2	6,0,1
NZ_CP050272.1	NZ_CP071434.1	AlfI	32	26	5	1,0,2
NZ_CP050272.1	NZ_CP071434.1	AloI	27	20	5	0,1,0
NZ_CP050272.1	NZ_CP071434.1	BcgI	32	26	9	5,0,1
NZ_CP050272.1	NZ_CP071434.1	BplI	27	21	7	0,0,0
NZ_CP050272.1	NZ_CP071434.1	BsaXI	27	21	16	6,1,1
NZ_CP050272.1	NZ_CP071434.1	Bsp24I	27	21	13	5,5,1
NZ_CP050272.1	NZ_CP071434.1	CjeI	28	23	63	20,18,6
NZ_CP050272.1	NZ_CP071434.1	CjePI	27	22	69	17,21,7
NZ_CP050272.1	NZ_CP071434.1	FalI	27	21	26	6,6,1
NZ_CP050272.1	NZ_CP071434.1	PpiI	28	21	1	0,0,0
NZ_CP050272.1	NZ_CP071434.1	PsrI	27	20	3	6,0,2
NZ_CP044493.1	NZ_CP071434.1	AlfI	32	26	4	1,0,2
NZ_CP044493.1	NZ_CP071434.1	AloI	27	20	7	1,0,0
NZ_CP044493.1	NZ_CP071434.1	BcgI	32	26	10	5,0,0
NZ_CP044493.1	NZ_CP071434.1	BplI	27	21	6	0,1,0
NZ_CP044493.1	NZ_CP071434.1	BsaXI	27	21	15	6,1,1
NZ_CP044493.1	NZ_CP071434.1	Bsp24I	27	21	15	4,6,1
NZ_CP044493.1	NZ_CP071434.1	CjeI	28	23	69	20,18,4
NZ_CP044493.1	NZ_CP071434.1	CjePI	27	22	79	16,21,8
NZ_CP044493.1	NZ_CP071434.1	FalI	27	21	27	5,6,2
NZ_CP044493.1	NZ_CP071434.1	PpiI	28	21	1	0,0,0
NZ_CP044493.1	NZ_CP071434.1	PsrI	27	20	4	5,0,1
NZ_AP019720.1	NZ_CP071434.1	AlfI	32	26	4	1,0,2
NZ_AP019720.1	NZ_CP071434.1	AloI	27	20	7	1,0,0
NZ_AP019720.1	NZ_CP071434.1	BcgI	32	26	10	5,0,0
NZ_AP019720.1	NZ_CP071434.1	BplI	27	21	6	0,1,0
NZ_AP019720.1	NZ_CP071434.1	BsaXI	27	21	15	6,1,1
NZ_AP019720.1	NZ_CP071434.1	Bsp24I	27	21	15	6,6,1
NZ_AP019720.1	NZ_CP071434.1	CjeI	28	23	66	20,18,4
NZ_AP019720.1	NZ_CP071434.1	CjePI	27	22	79	19,21,8
NZ_AP019720.1	NZ_CP071434.1	FalI	27	21	27	5,6,2
NZ_AP019720.1	NZ_CP071434.1	PpiI	28	21	1	0,0,0
NZ_AP019720.1	NZ_CP071434.1	PsrI	27	20	4	6,0,1
NZ_CP133475.1	NZ_CP071434.1	AlfI	32	26	4	0,0,2
NZ_CP133475.1	NZ_CP071434.1	AloI	27	20	7	1,0,0
NZ_CP133475.1	NZ_CP071434.1	BcgI	32	26	10	5,0,0
NZ_CP133475.1	NZ_CP071434.1	BplI	27	21	4	0,1,0
NZ_CP133475.1	NZ_CP071434.1	BsaXI	27	21	15	5,1,1
NZ_CP133475.1	NZ_CP071434.1	Bsp24I	27	21	15	6,6,1
NZ_CP133475.1	NZ_CP071434.1	CjeI	28	23	66	20,18,4
NZ_CP133475.1	NZ_CP071434.1	CjePI	27	22	77	19,21,8
NZ_CP133475.1	NZ_CP071434.1	FalI	27	21	27	5,6,2
NZ_CP133475.1	NZ_CP071434.1	PpiI	28	21	1	0,0,0
NZ_CP133475.1	NZ_CP071434.1	PsrI	27	20	4	5,0,1
NZ_CP044221.1	NZ_CP071434.1	AlfI	32	26	1	1,0,2
NZ_CP044221.1	NZ_CP071434.1	AloI	27	20	4	1,0,0
NZ_CP044221.1	NZ_CP071434.1	BcgI	32	26	8	5,0,0
NZ_CP044221.1	NZ_CP071434.1	BplI	27	21	7	0,0,0
NZ_CP044221.1	NZ_CP071434.1	BsaXI	27	21	11	6,1,1
NZ_CP044221.1	NZ_CP071434.1	Bsp24I	27	21	13	5,6,1
NZ_CP044221.1	NZ_CP071434.1	CjeI	28	23	55	20,19,6
NZ_CP044221.1	NZ_CP071434.1	CjePI	27	22	64	18,21,6
NZ_CP044221.1	NZ_CP071434.1	FalI	27	21	25	5,6,2
NZ_CP044221.1	NZ_CP071434.1	PpiI	28	21	1	0,0,0
NZ_CP044221.1	NZ_CP071434.1	PsrI	27	20	4	6,0,1
NZ_CP050272.1	NZ_CP071431.1	AlfI	32	26	0	0,0,1
NZ_CP050272.1	NZ_CP071431.1	AloI	27	20	3	0,1,0
NZ_CP050272.1	NZ_CP071431.1	BcgI	32	26	4	5,0,0
NZ_CP050272.1	NZ_CP071431.1	BplI	27	21	4	0,0,0
NZ_CP050272.1	NZ_CP071431.1	BsaXI	27	21	9	6,1,0
NZ_CP050272.1	NZ_CP071431.1	Bsp24I	27	21	8	4,5,1
NZ_CP050272.1	NZ_CP071431.1	CjeI	28	23	38	18,17,1
NZ_CP050272.1	NZ_CP071431.1	CjePI	27	22	49	18,18,2
NZ_CP050272.1	NZ_CP071431.1	FalI	27	21	18	5,5,1
NZ_CP050272.1	NZ_CP071431.1	PpiI	28	21	1	0,0,0
NZ_CP050272.1	NZ_CP071431.1	PsrI	27	20	2	6,0,0
NZ_CP044493.1	NZ_CP071431.1	AlfI	32	26	0	0,0,1
NZ_CP044493.1	NZ_CP071431.1	AloI	27	20	3	1,0,0
NZ_CP044493.1	NZ_CP071431.1	BcgI	32	26	4	5,0,0
NZ_CP044493.1	NZ_CP071431.1	BplI	27	21	4	0,0,0
NZ_CP044493.1	NZ_CP071431.1	BsaXI	27	21	8	6,1,0
NZ_CP044493.1	NZ_CP071431.1	Bsp24I	27	21	10	3,6,1
NZ_CP044493.1	NZ_CP071431.1	CjeI	28	23	43	18,19,2
NZ_CP044493.1	NZ_CP071431.1	CjePI	27	22	50	15,21,2
NZ_CP044493.1	NZ_CP071431.1	FalI	27	21	17	6,5,1
NZ_CP044493.1	NZ_CP071431.1	PpiI	28	21	1	0,0,0
NZ_CP044493.1	NZ_CP071431.1	PsrI	27	20	2	5,1,0
NZ_AP019720.1	NZ_CP071431.1	AlfI	32	26	0	0,0,1
NZ_AP019720.1	NZ_CP071431.1	AloI	27	20	3	1,0,0
NZ_AP019720.1	NZ_CP071431.1	BcgI	32	26	4	5,0,0
NZ_AP019720.1	NZ_CP071431.1	BplI	27	21	4	0,0,0
NZ_AP019720.1	NZ_CP071431.1	BsaXI	27	21	8	6,1,0
NZ_AP019720.1	NZ_CP071431.1	Bsp24I	27	21	10	5,6,1
NZ_AP019720.1	NZ_CP071431.1	CjeI	28	23	40	18,18,1
NZ_AP019720.1	NZ_CP071431.1	CjePI	27	22	50	18,21,2
NZ_AP019720.1	NZ_CP071431.1	FalI	27	21	17	5,5,1
NZ_AP019720.1	NZ_CP071431.1	PpiI	28	21	1	0,0,0
NZ_AP019720.1	NZ_CP071431.1	PsrI	27	20	2	6,0,0
NZ_CP133475.1	NZ_CP071431.1	AlfI	32	26	0	0,0,1
NZ_CP133475.1	NZ_CP071431.1	AloI	27	20	3	1,0,0
NZ_CP133475.1	NZ_CP071431.1	BcgI	32	26	4	5,0,0
NZ_CP133475.1	NZ_CP071431.1	BplI	27	21	2	0,0,0
NZ_CP133475.1	NZ_CP071431.1	BsaXI	27	21	8	5,1,0
NZ_CP133475.1	NZ_CP071431.1	Bsp24I	27	21	10	5,6,1
NZ_CP133475.1	NZ_CP071431.1	CjeI	28	23	40	18,18,1
NZ_CP133475.1	NZ_CP071431.1	CjePI	27	22	48	18,21,2
NZ_CP133475.1	NZ_CP071431.1	FalI	27	21	17	5,5,1
NZ_CP133475.1	NZ_CP071431.1	PpiI	28	21	1	0,0,0
NZ_CP133475.1	NZ_CP071431.1	PsrI	27	20	2	5,0,0
NZ_CP044221.1	NZ_CP071431.1	AlfI	32	26	0	0,1,1
NZ_CP044221.1	NZ_CP071431.1	AloI	27	20	3	1,0,0
NZ_CP044221.1	NZ_CP071431.1	BcgI	32	26	5	5,0,0
NZ_CP044221.1	NZ_CP071431.1	BplI	27	21	5	0,0,0
NZ_CP044221.1	NZ_CP071431.1	BsaXI	27	21	9	7,1,0
NZ_CP044221.1	NZ_CP071431.1	Bsp24I	27	21	12	6,7,2
NZ_CP044221.1	NZ_CP071431.1	CjeI	28	23	43	20,20,4
NZ_CP044221.1	NZ_CP071431.1	CjePI	27	22	54	21,21,4
NZ_CP044221.1	NZ_CP071431.1	FalI	27	21	22	7,6,1
NZ_CP044221.1	NZ_CP071431.1	PpiI	28	21	1	0,0,0
NZ_CP044221.1	NZ_CP071431.1	PsrI	27	20	2	7,0,0
NZ_CP050272.1	NZ_CP071435.1	AlfI	32	26	1	0,0,1
NZ_CP050272.1	NZ_CP071435.1	AloI	27	20	3	0,0,0
NZ_CP050272.1	NZ_CP071435.1	BcgI	32	26	6	5,0,0
NZ_CP050272.1	NZ_CP071435.1	BplI	27	21	6	0,0,0
NZ_CP050272.1	NZ_CP071435.1	BsaXI	27	21	8	7,1,0
NZ_CP050272.1	NZ_CP071435.1	Bsp24I	27	21	11	4,5,0
NZ_CP050272.1	NZ_CP071435.1	CjeI	28	23	45	19,17,4
NZ_CP050272.1	NZ_CP071435.1	CjePI	27	22	53	16,18,3
NZ_CP050272.1	NZ_CP071435.1	FalI	27	21	20	6,5,1
NZ_CP050272.1	NZ_CP071435.1	PpiI	28	21	1	0,0,0
NZ_CP050272.1	NZ_CP071435.1	PsrI	27	20	2	6,0,1
NZ_CP044493.1	NZ_CP071435.1	AlfI	32	26	1	0,1,1
NZ_CP044493.1	NZ_CP071435.1	AloI	27	20	3	1,0,1
NZ_CP044493.1	NZ_CP071435.1	BcgI	32	26	6	5,1,0
NZ_CP044493.1	NZ_CP071435.1	BplI	27	21	4	0,1,0
NZ_CP044493.1	NZ_CP071435.1	BsaXI	27	21	11	6,1,1
NZ_CP044493.1	NZ_CP071435.1	Bsp24I	27	21	14	3,5,2
NZ_CP044493.1	NZ_CP071435.1	CjeI	28	23	57	18,16,3
NZ_CP044493.1	NZ_CP071435.1	CjePI	27	22	63	14,19,4
NZ_CP044493.1	NZ_CP071435.1	FalI	27	21	22	5,5,1
NZ_CP044493.1	NZ_CP071435.1	PpiI	28	21	1	0,0,0
NZ_CP044493.1	NZ_CP071435.1	PsrI	27	20	2	5,0,1
NZ_AP019720.1	NZ_CP071435.1	AlfI	32	26	1	0,1,1
NZ_AP019720.1	NZ_CP071435.1	AloI	27	20	3	1,0,1
NZ_AP019720.1	NZ_CP071435.1	BcgI	32	26	6	5,1,0
NZ_AP019720.1	NZ_CP071435.1	BplI	27	21	4	0,1,0
NZ_AP019720.1	NZ_CP071435.1	BsaXI	27	21	11	6,1,1
NZ_AP019720.1	NZ_CP071435.1	Bsp24I	27	21	14	5,5,1
NZ_AP019720.1	NZ_CP071435.1	CjeI	28	23	54	18,16,3
NZ_AP019720.1	NZ_CP071435.1	CjePI	27	22	63	17,19,3
NZ_AP019720.1	NZ_CP071435.1	FalI	27	21	22	5,5,1
NZ_AP019720.1	NZ_CP071435.1	PpiI	28	21	1	0,0,0
NZ_AP019720.1	NZ_CP071435.1	PsrI	27	20	2	6,0,1
NZ_CP133475.1	NZ_CP071435.1	AlfI	32	26	1	0,1,1
NZ_CP133475.1	NZ_CP071435.1	AloI	27	20	3	1,0,1
NZ_CP133475.1	NZ_CP071435.1	BcgI	32	26	6	5,1,0
NZ_CP133475.1	NZ_CP071435.1	BplI	27	21	2	0,1,0
NZ_CP133475.1	NZ_CP071435.1	BsaXI	27	21	11	5,1,1
NZ_CP133475.1	NZ_CP071435.1	Bsp24I	27	21	14	5,5,1
NZ_CP133475.1	NZ_CP071435.1	CjeI	28	23	54	18,16,3
NZ_CP133475.1	NZ_CP071435.1	CjePI	27	22	61	17,19,3
NZ_CP133475.1	NZ_CP071435.1	FalI	27	21	22	5,5,1
NZ_CP133475.1	NZ_CP071435.1	PpiI	28	21	1	0,0,0
NZ_CP133475.1	NZ_CP071435.1	PsrI	27	20	2	5,0,1
NZ_CP044221.1	NZ_CP071435.1	AlfI	32	26	1	0,0,1
NZ_CP044221.1	NZ_CP071435.1	AloI	27	20	3	1,0,0
NZ_CP044221.1	NZ_CP071435.1	BcgI	32	26	6	5,0,0
NZ_CP044221.1	NZ_CP071435.1	BplI	27	21	4	0,0,0
NZ_CP044221.1	NZ_CP071435.1	BsaXI	27	21	10	6,1,1
NZ_CP044221.1	NZ_CP071435.1	Bsp24I	27	21	10	4,5,1
NZ_CP044221.1	NZ_CP071435.1	CjeI	28	23	50	18,16,3
NZ_CP044221.1	NZ_CP071435.1	CjePI	27	22	56	17,18,3
NZ_CP044221.1	NZ_CP071435.1	FalI	27	21	21	5,5,1
NZ_CP044221.1	NZ_CP071435.1	PpiI	28	21	1	0,0,0
NZ_CP044221.1	NZ_CP071435.1	PsrI	27	20	2	6,0,1
NZ_CP050272.1	NZ_CP071414.1	AlfI	32	26	5	0,0,2
NZ_CP050272.1	NZ_CP071414.1	AloI	27	20	5	0,1,1
NZ_CP050272.1	NZ_CP071414.1	BcgI	32	26	10	5,0,1
NZ_CP050272.1	NZ_CP071414.1	BplI	27	21	9	0,0,0
NZ_CP050272.1	NZ_CP071414.1	BsaXI	27	21	13	7,1,1
NZ_CP050272.1	NZ_CP071414.1	Bsp24I	27	21	16	5,5,0
NZ_CP050272.1	NZ_CP071414.1	CjeI	28	23	63	21,18,3
NZ_CP050272.1	NZ_CP071414.1	CjePI	27	22	67	19,19,6
NZ_CP050272.1	NZ_CP071414.1	FalI	27	21	23	6,6,1
NZ_CP050272.1	NZ_CP071414.1	PpiI	28	21	1	0,0,0
NZ_CP050272.1	NZ_CP071414.1	PsrI	27	20	3	6,1,0
NZ_CP044493.1	NZ_CP071414.1	AlfI	32	26	4	0,0,2
NZ_CP044493.1	NZ_CP071414.1	AloI	27	20	6	1,0,2
NZ_CP044493.1	NZ_CP071414.1	BcgI	32	26	13	5,0,0
NZ_CP044493.1	NZ_CP071414.1	BplI	27	21	8	0,0,1
NZ_CP044493.1	NZ_CP071414.1	BsaXI	27	21	11	7,1,1
NZ_CP044493.1	NZ_CP071414.1	Bsp24I	27	21	19	4,6,0
NZ_CP044493.1	NZ_CP071414.1	CjeI	28	23	73	21,18,4
NZ_CP044493.1	NZ_CP071414.1	CjePI	27	22	73	17,21,6
NZ_CP044493.1	NZ_CP071414.1	FalI	27	21	27	5,6,1
NZ_CP044493.1	NZ_CP071414.1	PpiI	28	21	1	0,0,0
NZ_CP044493.1	NZ_CP071414.1	PsrI	27	20	3	5,0,0
NZ_AP019720.1	NZ_CP071414.1	AlfI	32	26	3	0,0,2
NZ_AP019720.1	NZ_CP071414.1	AloI	27	20	6	1,0,1
NZ_AP019720.1	NZ_CP071414.1	BcgI	32	26	12	5,0,0
NZ_AP019720.1	NZ_CP071414.1	BplI	27	21	8	0,0,1
NZ_AP019720.1	NZ_CP071414.1	BsaXI	27	21	12	7,1,2
NZ_AP019720.1	NZ_CP071414.1	Bsp24I	27	21	18	7,5,0
NZ_AP019720.1	NZ_CP071414.1	CjeI	28	23	63	22,19,3
NZ_AP019720.1	NZ_CP071414.1	CjePI	27	22	71	24,20,7
NZ_AP019720.1	NZ_CP071414.1	FalI	27	21	25	6,6,1
NZ_AP019720.1	NZ_CP071414.1	PpiI	28	21	1	0,0,0
NZ_AP019720.1	NZ_CP071414.1	PsrI	27	20	3	6,0,1
NZ_CP133475.1	NZ_CP071414.1	AlfI	32	26	3	0,0,2
NZ_CP133475.1	NZ_CP071414.1	AloI	27	20	6	1,0,1
NZ_CP133475.1	NZ_CP071414.1	BcgI	32	26	12	5,0,0
NZ_CP133475.1	NZ_CP071414.1	BplI	27	21	6	0,0,1
NZ_CP133475.1	NZ_CP071414.1	BsaXI	27	21	12	6,1,2
NZ_CP133475.1	NZ_CP071414.1	Bsp24I	27	21	18	7,5,0
NZ_CP133475.1	NZ_CP071414.1	CjeI	28	23	63	22,19,3
NZ_CP133475.1	NZ_CP071414.1	CjePI	27	22	69	24,20,7
NZ_CP133475.1	NZ_CP071414.1	FalI	27	21	25	6,6,1
NZ_CP133475.1	NZ_CP071414.1	PpiI	28	21	1	0,0,0
NZ_CP133475.1	NZ_CP071414.1	PsrI	27	20	3	5,0,1
NZ_CP044221.1	NZ_CP071414.1	AlfI	32	26	1	0,0,2
NZ_CP044221.1	NZ_CP071414.1	AloI	27	20	4	1,0,1
NZ_CP044221.1	NZ_CP071414.1	BcgI	32	26	10	5,0,1
NZ_CP044221.1	NZ_CP071414.1	BplI	27	21	9	0,0,0
NZ_CP044221.1	NZ_CP071414.1	BsaXI	27	21	10	7,1,1
NZ_CP044221.1	NZ_CP071414.1	Bsp24I	27	21	15	5,6,1
NZ_CP044221.1	NZ_CP071414.1	CjeI	28	23	53	21,19,4
NZ_CP044221.1	NZ_CP071414.1	CjePI	27	22	63	22,21,6
NZ_CP044221.1	NZ_CP071414.1	FalI	27	21	22	6,6,1
NZ_CP044221.1	NZ_CP071414.1	PpiI	28	21	1	0,0,0
NZ_CP044221.1	NZ_CP071414.1	PsrI	27	20	3	6,0,1
NZ_CP084119.1	NZ_CP071435.1	AlfI	32	26	5	0,0,0
NZ_CP084119.1	NZ_CP071435.1	BcgI	32	26	6	0,5,0
NZ_CP084119.1	NZ_CP071435.1	BplI	27	21	6	0,0,0
NZ_CP084119.1	NZ_CP071435.1	BsaXI	27	21	15	0,0,0
NZ_CP084119.1	NZ_CP071435.1	Bsp24I	27	21	0	0,0,5
NZ_CP084119.1	NZ_CP071435.1	CjeI	28	23	10	0,5,10
NZ_CP084119.1	NZ_CP071435.1	CjePI	27	22	20	0,0,5
NZ_CP084119.1	NZ_CP071435.1	FalI	27	21	5	0,0,5
NZ_CP084119.1	NZ_CP071434.1	AlfI	32	26	5	0,0,0
NZ_CP084119.1	NZ_CP071434.1	BcgI	32	26	6	0,5,0
NZ_CP084119.1	NZ_CP071434.1	BplI	27	21	6	0,0,0
NZ_CP084119.1	NZ_CP071434.1	BsaXI	27	21	15	0,0,0
NZ_CP084119.1	NZ_CP071434.1	Bsp24I	27	21	0	0,0,5
NZ_CP084119.1	NZ_CP071434.1	CjeI	28	23	10	0,5,10
NZ_CP084119.1	NZ_CP071434.1	CjePI	27	22	20	0,0,5
NZ_CP084119.1	NZ_CP071434.1	FalI	27	21	5	0,0,5
NZ_CP084119.1	NZ_CP071433.1	AlfI	32	26	5	0,0,0
NZ_CP084119.1	NZ_CP071433.1	BcgI	32	26	6	0,5,0
NZ_CP084119.1	NZ_CP071433.1	BplI	27	21	6	0,0,0
NZ_CP084119.1	NZ_CP071433.1	BsaXI	27	21	15	0,0,0
NZ_CP084119.1	NZ_CP071433.1	Bsp24I	27	21	0	0,0,5
NZ_CP084119.1	NZ_CP071433.1	CjeI	28	23	10	0,5,10
NZ_CP084119.1	NZ_CP071433.1	CjePI	27	22	20	0,0,5
NZ_CP084119.1	NZ_CP071433.1	FalI	27	21	5	0,0,5
NZ_CP084119.1	NZ_CP071431.1	AlfI	32	26	5	0,0,0
NZ_CP084119.1	NZ_CP071431.1	BcgI	32	26	6	0,5,0
NZ_CP084119.1	NZ_CP071431.1	BplI	27	21	6	0,0,0
NZ_CP084119.1	NZ_CP071431.1	BsaXI	27	21	15	0,0,0
NZ_CP084119.1	NZ_CP071431.1	Bsp24I	27	21	0	0,0,5
NZ_CP084119.1	NZ_CP071431.1	CjeI	28	23	10	0,5,10
NZ_CP084119.1	NZ_CP071431.1	CjePI	27	22	20	0,0,5
NZ_CP084119.1	NZ_CP071431.1	FalI	27	21	5	0,0,5
NZ_CP084119.1	NZ_CP071414.1	AlfI	32	26	5	0,0,0
NZ_CP084119.1	NZ_CP071414.1	BcgI	32	26	6	0,5,0
NZ_CP084119.1	NZ_CP071414.1	BplI	27	21	6	0,0,0
NZ_CP084119.1	NZ_CP071414.1	BsaXI	27	21	15	0,0,0
NZ_CP084119.1	NZ_CP071414.1	Bsp24I	27	21	0	0,0,5
NZ_CP084119.1	NZ_CP071414.1	CjeI	28	23	10	0,5,10
NZ_CP084119.1	NZ_CP071414.1	CjePI	27	22	20	0,0,5
NZ_CP084119.1	NZ_CP071414.1	FalI	27	21	5	0,0,5
NZ_CP126309.1	NZ_CP131534.1	AlfI	32	26	0	1,0,0
NZ_CP126309.1	NZ_CP131534.1	AloI	27	20	0	1,0,0
NZ_CP126309.1	NZ_CP131534.1	BcgI	32	26	0	5,0,0
NZ_CP126309.1	NZ_CP131534.1	BplI	27	21	0	1,1,0
NZ_CP126309.1	NZ_CP131534.1	BsaXI	27	21	0	1,0,0
NZ_CP126309.1	NZ_CP131534.1	CjeI	28	23	0	1,1,0
NZ_CP126309.1	NZ_CP131534.1	CjePI	27	22	1	3,0,0
NZ_CP126309.1	NZ_CP131534.1	FalI	27	21	0	1,0,0
NZ_CP098924.1	NZ_CP126309.1	AlfI	32	26	67	562,115,25
NZ_CP098924.1	NZ_CP126309.1	AloI	27	20	29	264,39,4
NZ_CP098924.1	NZ_CP126309.1	BcgI	32	26	134	1479,309,64
NZ_CP098924.1	NZ_CP126309.1	BplI	27	21	61	369,79,17
NZ_CP098924.1	NZ_CP126309.1	BsaXI	27	21	110	903,149,30
NZ_CP098924.1	NZ_CP126309.1	Bsp24I	27	21	40	481,83,13
NZ_CP098924.1	NZ_CP126309.1	CjeI	28	23	270	2018,369,60
NZ_CP098924.1	NZ_CP126309.1	CjePI	27	22	253	2639,437,90
NZ_CP098924.1	NZ_CP126309.1	FalI	27	21	93	615,106,17
NZ_CP098924.1	NZ_CP126309.1	PpiI	28	21	19	207,31,5
NZ_CP098924.1	NZ_CP126309.1	PsrI	27	20	29	165,25,4
NZ_CP098924.1	NZ_CP024593.1	AlfI	32	26	55	570,123,18
NZ_CP098924.1	NZ_CP024593.1	AloI	27	20	23	268,47,3
NZ_CP098924.1	NZ_CP024593.1	BcgI	32	26	140	1472,316,53
NZ_CP098924.1	NZ_CP024593.1	BplI	27	21	53	391,68,19
NZ_CP098924.1	NZ_CP024593.1	BsaXI	27	21	94	935,136,29
NZ_CP098924.1	NZ_CP024593.1	Bsp24I	27	21	34	494,74,17
NZ_CP098924.1	NZ_CP024593.1	CjeI	28	23	252	2054,351,66
NZ_CP098924.1	NZ_CP024593.1	CjePI	27	22	248	2667,403,85
NZ_CP098924.1	NZ_CP024593.1	FalI	27	21	87	623,102,20
NZ_CP098924.1	NZ_CP024593.1	PpiI	28	21	15	211,30,3
NZ_CP098924.1	NZ_CP024593.1	PsrI	27	20	29	161,26,4
NZ_CP126309.1	NZ_CP024593.1	AlfI	32	26	49	555,119,23
NZ_CP126309.1	NZ_CP024593.1	AloI	27	20	33	268,45,6
NZ_CP126309.1	NZ_CP024593.1	BcgI	32	26	135	1470,316,59
NZ_CP126309.1	NZ_CP024593.1	BplI	27	21	60	380,67,12
NZ_CP126309.1	NZ_CP024593.1	BsaXI	27	21	91	942,134,25
NZ_CP126309.1	NZ_CP024593.1	Bsp24I	27	21	39	489,73,8
NZ_CP126309.1	NZ_CP024593.1	CjeI	28	23	233	2053,338,57
NZ_CP126309.1	NZ_CP024593.1	CjePI	27	22	276	2633,423,75
NZ_CP126309.1	NZ_CP024593.1	FalI	27	21	69	623,98,19
NZ_CP126309.1	NZ_CP024593.1	PpiI	28	21	23	201,31,4
NZ_CP126309.1	NZ_CP024593.1	PsrI	27	20	31	169,17,3
NZ_CM178757.1	NZ_CP024593.1	AlfI	32	26	40	563,105,15
NZ_CM178757.1	NZ_CP024593.1	AloI	27	20	23	257,50,7
NZ_CM178757.1	NZ_CP024593.1	BcgI	32	26	129	1487,280,51
NZ_CM178757.1	NZ_CP024593.1	BplI	27	21	64	379,62,6
NZ_CM178757.1	NZ_CP024593.1	BsaXI	27	21	98	909,163,19
NZ_CM178757.1	NZ_CP024593.1	Bsp24I	27	21	21	490,72,12
NZ_CM178757.1	NZ_CP024593.1	CjeI	28	23	168	2060,331,51
NZ_CM178757.1	NZ_CP024593.1	CjePI	27	22	192	2646,386,64
NZ_CM178757.1	NZ_CP024593.1	FalI	27	21	58	624,76,16
NZ_CM178757.1	NZ_CP024593.1	PpiI	28	21	30	188,31,3
NZ_CM178757.1	NZ_CP024593.1	PsrI	27	20	16	165,23,4
NZ_CP084119.1	NZ_CP084137.1	AlfI	32	26	11	57,4,0
NZ_CP084119.1	NZ_CP084137.1	AloI	27	20	19	142,11,2
NZ_CP084119.1	NZ_CP084137.1	BcgI	32	26	8	33,4,0
NZ_CP084119.1	NZ_CP084137.1	BplI	27	21	11	50,5,2
NZ_CP084119.1	NZ_CP084137.1	BsaXI	27	21	51	744,61,18
NZ_CP084119.1	NZ_CP084137.1	Bsp24I	27	21	21	152,12,1
NZ_CP084119.1	NZ_CP084137.1	CjeI	28	23	121	1855,182,44
NZ_CP084119.1	NZ_CP084137.1	CjePI	27	22	129	1673,125,30
NZ_CP084119.1	NZ_CP084137.1	FalI	27	21	87	839,75,18
NZ_CP084119.1	NZ_CP084137.1	PpiI	28	21	7	76,6,1
NZ_CP084119.1	NZ_CP084137.1	PsrI	27	20	12	149,14,4
NZ_CP084119.1	NZ_CP077126.1	AlfI	32	26	35	18,4,3
NZ_CP084119.1	NZ_CP077126.1	AloI	27	20	82	35,29,12
NZ_CP084119.1	NZ_CP077126.1	BcgI	32	26	31	12,0,0
NZ_CP084119.1	NZ_CP077126.1	BplI	27	21	42	7,10,4
NZ_CP084119.1	NZ_CP077126.1	BsaXI	27	21	403	134,139,119
NZ_CP084119.1	NZ_CP077126.1	Bsp24I	27	21	88	37,24,11
NZ_CP084119.1	NZ_CP077126.1	CjeI	28	23	935	360,401,296
NZ_CP084119.1	NZ_CP077126.1	CjePI	27	22	859	371,307,221
NZ_CP084119.1	NZ_CP077126.1	FalI	27	21	499	182,145,108
NZ_CP084119.1	NZ_CP077126.1	PpiI	28	21	44	16,17,5
NZ_CP084119.1	NZ_CP077126.1	PsrI	27	20	92	31,28,16
NZ_CP084137.1	NZ_CP077126.1	AlfI	32	26	33	15,7,3
NZ_CP084137.1	NZ_CP077126.1	AloI	27	20	74	33,30,13
NZ_CP084137.1	NZ_CP077126.1	BcgI	32	26	28	11,1,0
NZ_CP084137.1	NZ_CP077126.1	BplI	27	21	40	9,9,4
NZ_CP084137.1	NZ_CP077126.1	BsaXI	27	21	379	136,137,103
NZ_CP084137.1	NZ_CP077126.1	Bsp24I	27	21	84	35,26,7
NZ_CP084137.1	NZ_CP077126.1	CjeI	28	23	891	364,388,277
NZ_CP084137.1	NZ_CP077126.1	CjePI	27	22	845	367,297,216
NZ_CP084137.1	NZ_CP077126.1	FalI	27	21	466	182,138,107
NZ_CP084137.1	NZ_CP077126.1	PpiI	28	21	41	16,16,5
NZ_CP084137.1	NZ_CP077126.1	PsrI	27	20	88	29,29,16
NZ_CP098924.1	NZ_CM178757.1	AlfI	32	26	60	545,117,16
NZ_CP098924.1	NZ_CM178757.1	AloI	27	20	27	263,34,6
NZ_CP098924.1	NZ_CM178757.1	BcgI	32	26	133	1449,304,47
NZ_CP098924.1	NZ_CM178757.1	BplI	27	21	59	362,74,10
NZ_CP098924.1	NZ_CM178757.1	BsaXI	27	21	85	907,153,19
NZ_CP098924.1	NZ_CM178757.1	Bsp24I	27	21	39	469,78,15
NZ_CP098924.1	NZ_CM178757.1	CjeI	28	23	218	1978,351,55
NZ_CP098924.1	NZ_CM178757.1	CjePI	27	22	229	2544,422,84
